,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls
0,Sat Jan 25 15:57:04 +0000 2020,1221099678319751177,1221099678319751177,@Paduacarobrez @UFSC @FarmacoUFSC @fabriciodomonte Sure thing!,False,"[51, 62]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1221098742813798406,1221098742813798406,157309441,157309441,Paduacarobrez,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Paduacarobrez', 'name': 'Padua Carobrez', 'id': 157309441, 'id_str': '157309441', 'indices': [0, 14]}, {'screen_name': 'UFSC', 'name': 'UFSC', 'id': 28217357, 'id_str': '28217357', 'indices': [15, 20]}, {'screen_name': 'FarmacoUFSC', 'name': 'PPGFarmacologia UFSC', 'id': 148826494, 'id_str': '148826494', 'indices': [21, 33]}, {'screen_name': 'fabriciodomonte', 'name': 'Fabricio Do Monte', 'id': 810680743479406592, 'id_str': '810680743479406592', 'indices': [34, 50]}]",[],en,recent,63557046,63557046,Rimenez Souza,rimenez,UT Dallas,Dad | Neuroscientist | Home and Lab MacGyver | Things that fly | Pilot extraordinaire,,[],False,99,79,0,Thu Aug 06 22:15:36 +0000 2009,341,,,True,False,312,,False,False,False,00E9FA,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1201745058820763648/lGCdzjP__normal.jpg,https://pbs.twimg.com/profile_images/1201745058820763648/lGCdzjP__normal.jpg,https://pbs.twimg.com/profile_banners/63557046/1524706922,19CF86,5ED4DC,95E8EC,3C3940,True,True,False,False,False,False,False,none,
