,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
6,Fri Jan 24 16:58:44 +0000 2020,1220752807118000128,1220752807118000128,"@ChrisMehl7 @montanastate @CityofBozeman Sadly, maybe he should have stopped in Missoula instead to fix their firestorm @umontana had on MLK day 🤦‍♂️🤯",False,"[41, 150]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2205332057757327e+18,1220533205775732736,1021505594388140032,1021505594388140032,ChrisMehl7,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ChrisMehl7', 'name': 'Chris Mehl', 'id': 1021505594388140032, 'id_str': '1021505594388140032', 'indices': [0, 11]}, {'screen_name': 'montanastate', 'name': 'Montana State University', 'id': 224367026, 'id_str': '224367026', 'indices': [12, 25]}, {'screen_name': 'CityofBozeman', 'name': 'City of Bozeman, MT', 'id': 288275828, 'id_str': '288275828', 'indices': [26, 40]}, {'screen_name': 'umontana', 'name': 'University of Montana', 'id': 318609255, 'id_str': '318609255', 'indices': [120, 129]}]",[],en,recent,1067403860,1067403860,BergesonMT,bergesonmt,"Bozeman, MT",Entrepreneur | Father of 3 | Accountant | Aspiring Pilot | Hometown Missoula MT | ❤️🇳🇴 | UM Griz Alumni ‘03 | #GoGriz | #AvGeek,,[],False,123,379,4,Mon Jan 07 04:12:42 +0000 2013,7982,,,True,False,1477,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1191914160155586560/5_435e60_normal.jpg,https://pbs.twimg.com/profile_images/1191914160155586560/5_435e60_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/1067403860/1503526418,807584e8539d2a7e,https://api.twitter.com/1.1/geo/id/807584e8539d2a7e.json,city,Bozeman,"Bozeman, MT",US,United States,[],Polygon,"[[[-111.185677, 45.625349], [-110.980181, 45.625349], [-110.980181, 45.750351], [-111.185677, 45.750351]]]"
11,Thu Jan 23 02:31:33 +0000 2020,1220172185110810624,1220172185110810624,@YalePediatrics @montanastate @YaleCSC Heeeeey...it’s Marina not Mariana 😬 😳 #factcheck should be a great talk though!,False,"[39, 118]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201340461617562e+18,1220134046161756160,1072590021201420294,1072590021201420294,YalePediatrics,,,,,False,0,4,False,False,en,"[{'text': 'factcheck', 'indices': [77, 87]}]",[],"[{'screen_name': 'YalePediatrics', 'name': 'Yale Pediatrics', 'id': 1072590021201420294, 'id_str': '1072590021201420294', 'indices': [0, 15]}, {'screen_name': 'montanastate', 'name': 'Montana State University', 'id': 224367026, 'id_str': '224367026', 'indices': [16, 29]}, {'screen_name': 'YaleCSC', 'name': 'Yale Child Study Center', 'id': 113698114, 'id_str': '113698114', 'indices': [30, 38]}]",[],en,recent,2437399657,2437399657,Cali Calarco,calilarco,"University of Maryland, Baltimore","Neuroscience postdoc @UMmedschool with @marykaylobo. Studying stress, drugs, and mitochondria. Graduate work with @MarinaP63. Exploring Baltimore. She/her",,[],False,978,1798,15,Thu Apr 10 18:47:28 +0000 2014,15112,,,False,False,2836,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/915060217095827456/GsWOU_Aj_normal.jpg,https://pbs.twimg.com/profile_images/915060217095827456/GsWOU_Aj_normal.jpg,3B94D9,000000,000000,000000,False,True,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/2437399657/1578069731,,,,,,,,,,
13,Tue Jan 21 17:56:30 +0000 2020,1219680179938889729,1219680179938889729,@physorg_com @montanastate @AAS_Publishing @nature I wonder how dark matter looks like in that neighborhood lol!,False,"[51, 112]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2196747282454036e+18,1219674728245403654,17248121,17248121,physorg_com,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'physorg_com', 'name': 'Phys.org', 'id': 17248121, 'id_str': '17248121', 'indices': [0, 12]}, {'screen_name': 'montanastate', 'name': 'Montana State University', 'id': 224367026, 'id_str': '224367026', 'indices': [13, 26]}, {'screen_name': 'AAS_Publishing', 'name': 'AAS Publishing', 'id': 2859178324, 'id_str': '2859178324', 'indices': [27, 42]}, {'screen_name': 'nature', 'name': 'Nature', 'id': 487833518, 'id_str': '487833518', 'indices': [43, 50]}]",[],en,recent,50375310,50375310,Joe Aly,jthinkr,"NAIROBI, KENYA","A regular guy with an interest in life & sometimes science & economics. I hate the ""politics"" but they keep shoving it in my face, so I fight back & resist!",,[],False,798,816,0,Wed Jun 24 17:41:51 +0000 2009,12169,,,False,False,15866,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/502538044621467648/nNbKeY4F_normal.jpeg,https://pbs.twimg.com/profile_images/502538044621467648/nNbKeY4F_normal.jpeg,0099B9,5ED4DC,95E8EC,3C3940,True,False,False,False,False,False,False,none,,,,,,,,,,,,
