,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
0,Sun Jan 26 02:02:15 +0000 2020,1221251977193119745,1221251977193119745,@katie_kaukinen @eileen_ahlin @KellyMSocia @FloridaAtlantic @PennState @UMassLowell I’ll send once I get all the shirts that I’m expecting. Hopefully by early Feb.,False,"[84, 163]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212502510525194e+18,1221250251052519430,1.108149287756673e+18,1108149287756673024,katie_kaukinen,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'katie_kaukinen', 'name': 'Katie Kaukinen', 'id': 1108149287756673024, 'id_str': '1108149287756673024', 'indices': [0, 15]}, {'screen_name': 'eileen_ahlin', 'name': 'Eileen Ahlin', 'id': 737402611951915009, 'id_str': '737402611951915009', 'indices': [16, 29]}, {'screen_name': 'KellyMSocia', 'name': 'Kelly M. Socia, Ph.D.', 'id': 2875186588, 'id_str': '2875186588', 'indices': [30, 42]}, {'screen_name': 'FloridaAtlantic', 'name': 'Florida Atlantic', 'id': 19988714, 'id_str': '19988714', 'indices': [43, 59]}, {'screen_name': 'PennState', 'name': 'Penn State News', 'id': 2258440815, 'id_str': '2258440815', 'indices': [60, 70]}, {'screen_name': 'UMassLowell', 'name': 'UMass Lowell', 'id': 14861663, 'id_str': '14861663', 'indices': [71, 83]}]",[],en,recent,1112498992292814848,1112498992292814848,Cassandra Atkin-Plunk,AtkinPlunkPhD,"Florida, USA",Criminologist • Reentry • Corrections • Program Eval. Assistant Professor & Grad Coordinator @FloridaAtlantic. PhD @CJCSamHouston. Dog mom. Unapologetically me.,https://t.co/W0vFs9b1SV,"[{'url': 'https://t.co/W0vFs9b1SV', 'expanded_url': 'http://cdsi.fau.edu/sccj/people/atkinplunk/', 'display_url': 'cdsi.fau.edu/sccj/people/at…', 'indices': [0, 23]}]",[],False,967,1348,2,Sun Mar 31 23:36:43 +0000 2019,3233,,,True,False,640,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1218755784173064192/s6jY3LWr_normal.jpg,https://pbs.twimg.com/profile_images/1218755784173064192/s6jY3LWr_normal.jpg,https://pbs.twimg.com/profile_banners/1112498992292814848/1554118199,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sun Jan 26 01:47:07 +0000 2020,1221248166923853824,1221248166923853824,@AtkinPlunkPhD @eileen_ahlin @KellyMSocia @FloridaAtlantic @PennState @UMassLowell Yes! I’d love to help. I’ll DM you for details. 😊,False,"[83, 132]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2211945589076664e+18,1221194558907666432,1.1124989922928148e+18,1112498992292814848,AtkinPlunkPhD,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'AtkinPlunkPhD', 'name': 'Cassandra Atkin-Plunk', 'id': 1112498992292814848, 'id_str': '1112498992292814848', 'indices': [0, 14]}, {'screen_name': 'eileen_ahlin', 'name': 'Eileen Ahlin', 'id': 737402611951915009, 'id_str': '737402611951915009', 'indices': [15, 28]}, {'screen_name': 'KellyMSocia', 'name': 'Kelly M. Socia, Ph.D.', 'id': 2875186588, 'id_str': '2875186588', 'indices': [29, 41]}, {'screen_name': 'FloridaAtlantic', 'name': 'Florida Atlantic', 'id': 19988714, 'id_str': '19988714', 'indices': [42, 58]}, {'screen_name': 'PennState', 'name': 'Penn State News', 'id': 2258440815, 'id_str': '2258440815', 'indices': [59, 69]}, {'screen_name': 'UMassLowell', 'name': 'UMass Lowell', 'id': 14861663, 'id_str': '14861663', 'indices': [70, 82]}]",[],en,recent,1107367914057826304,1107367914057826304,"Heather L. McCauley, ScD",McCauleyHL,"East Lansing, MI",social epidemiologist • sexual violence researcher • @MSUSocialWork & @SocSciScholars professor • 🏳️‍🌈 • she/her • 🏃🏻‍♀️,https://t.co/iOum0sfPVx,"[{'url': 'https://t.co/iOum0sfPVx', 'expanded_url': 'https://vaw.msu.edu/people/mccauley-heather-sc-d/', 'display_url': 'vaw.msu.edu/people/mccaule…', 'indices': [0, 23]}]",[],False,542,685,5,Sun Mar 17 19:47:39 +0000 2019,2492,,,True,False,338,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1211482440067407872/UJF_5Vnq_normal.jpg,https://pbs.twimg.com/profile_images/1211482440067407872/UJF_5Vnq_normal.jpg,https://pbs.twimg.com/profile_banners/1107367914057826304/1578687334,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Sun Jan 26 01:43:44 +0000 2020,1221247317933727744,1221247317933727744,@katie_kaukinen @eileen_ahlin @KellyMSocia @FloridaAtlantic @PennState @UMassLowell Good thing there is next week 😁,False,"[84, 115]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212451035970847e+18,1221245103597084672,1.108149287756673e+18,1108149287756673024,katie_kaukinen,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'katie_kaukinen', 'name': 'Katie Kaukinen', 'id': 1108149287756673024, 'id_str': '1108149287756673024', 'indices': [0, 15]}, {'screen_name': 'eileen_ahlin', 'name': 'Eileen Ahlin', 'id': 737402611951915009, 'id_str': '737402611951915009', 'indices': [16, 29]}, {'screen_name': 'KellyMSocia', 'name': 'Kelly M. Socia, Ph.D.', 'id': 2875186588, 'id_str': '2875186588', 'indices': [30, 42]}, {'screen_name': 'FloridaAtlantic', 'name': 'Florida Atlantic', 'id': 19988714, 'id_str': '19988714', 'indices': [43, 59]}, {'screen_name': 'PennState', 'name': 'Penn State News', 'id': 2258440815, 'id_str': '2258440815', 'indices': [60, 70]}, {'screen_name': 'UMassLowell', 'name': 'UMass Lowell', 'id': 14861663, 'id_str': '14861663', 'indices': [71, 83]}]",[],en,recent,1112498992292814848,1112498992292814848,Cassandra Atkin-Plunk,AtkinPlunkPhD,"Florida, USA",Criminologist • Reentry • Corrections • Program Eval. Assistant Professor & Grad Coordinator @FloridaAtlantic. PhD @CJCSamHouston. Dog mom. Unapologetically me.,https://t.co/W0vFs9b1SV,"[{'url': 'https://t.co/W0vFs9b1SV', 'expanded_url': 'http://cdsi.fau.edu/sccj/people/atkinplunk/', 'display_url': 'cdsi.fau.edu/sccj/people/at…', 'indices': [0, 23]}]",[],False,967,1348,2,Sun Mar 31 23:36:43 +0000 2019,3233,,,True,False,640,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1218755784173064192/s6jY3LWr_normal.jpg,https://pbs.twimg.com/profile_images/1218755784173064192/s6jY3LWr_normal.jpg,https://pbs.twimg.com/profile_banners/1112498992292814848/1554118199,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sat Jan 25 21:28:15 +0000 2020,1221183022243942402,1221183022243942402,"The @HoustonTexans and BOB need to be smart this draft season, stop taking flyers at tight end. Take the solid player in Harrison Bryant from @FloridaAtlantic in the second round! @seniorbowl #GetItDone #WeAreTexans",False,"[0, 215]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,"[{'text': 'GetItDone', 'indices': [192, 202]}, {'text': 'WeAreTexans', 'indices': [203, 215]}]",[],"[{'screen_name': 'HoustonTexans', 'name': 'Houston Texans', 'id': 18336787, 'id_str': '18336787', 'indices': [4, 18]}, {'screen_name': 'FloridaAtlantic', 'name': 'Florida Atlantic', 'id': 19988714, 'id_str': '19988714', 'indices': [142, 158]}, {'screen_name': 'seniorbowl', 'name': ""Reese's Senior Bowl"", 'id': 52105412, 'id_str': '52105412', 'indices': [180, 191]}]",[],en,recent,1131688601639686145,1131688601639686145,Vincent Rapp,TheVincentRapp,,TSTC Director of Veteran Recruiting. Husband. Army Veteran. Believer. UMHB Alumni.,,,[],False,100,107,0,Thu May 23 22:29:23 +0000 2019,1209,,,True,False,381,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1186694696237703171/qd63KSI1_normal.jpg,https://pbs.twimg.com/profile_images/1186694696237703171/qd63KSI1_normal.jpg,https://pbs.twimg.com/profile_banners/1131688601639686145/1571765436,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,e0060cda70f5f341,https://api.twitter.com/1.1/geo/id/e0060cda70f5f341.json,admin,Texas,"Texas, USA",US,United States,[],Polygon,"[[[-106.645646, 25.837092], [-93.508131, 25.837092], [-93.508131, 36.500695], [-106.645646, 36.500695]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Sat Jan 25 17:32:47 +0000 2020,1221123765398130689,1221123765398130689,"When your college campus tries to put illegal lot limitations on accessible parking, and gives you a ticket for parking closest to where you classes are (looking at you @FloridaAtlantic) #UHateDisabledPeople",False,"[0, 207]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,en,"[{'text': 'UHateDisabledPeople', 'indices': [187, 207]}]",[],"[{'screen_name': 'FloridaAtlantic', 'name': 'Florida Atlantic', 'id': 19988714, 'id_str': '19988714', 'indices': [169, 185]}]",[],en,recent,41991761,41991761,Jimmy Roberts,EthiczMusic,"Oakland Park, FL","I'm Jimmy. Formerly your favorite rapper, currently a Social Work Student.",,,[],False,518,963,8,Sat May 23 07:12:40 +0000 2009,202,,,False,False,6502,,False,False,False,C4C4C4,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/907651982936207361/QJEDdDZc_normal.jpg,https://pbs.twimg.com/profile_images/907651982936207361/QJEDdDZc_normal.jpg,https://pbs.twimg.com/profile_banners/41991761/1579285313,6B5858,FFFFFF,FFD894,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Wed Jan 22 19:28:29 +0000 2020,1220065716260331526,1220065716260331526,@FloridaAtlantic What an amazing and motivating young man!,False,"[17, 58]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200644728547123e+18,1220064472854712321,19988714.0,19988714,FloridaAtlantic,,,,,False,0,5,False,False,en,[],[],"[{'screen_name': 'FloridaAtlantic', 'name': 'Florida Atlantic', 'id': 19988714, 'id_str': '19988714', 'indices': [0, 16]}]",[],en,recent,35495703,35495703,FAU Business,faubusiness,"Boca Raton, FL","The FAU College of Business is home to more than 8,000 students, seven departments, six centers, and world-class faculty. https://t.co/kZNvy8j8P8🎙🎧",https://t.co/VDA66vJPEh,"[{'url': 'https://t.co/VDA66vJPEh', 'expanded_url': 'https://business.fau.edu/', 'display_url': 'business.fau.edu', 'indices': [0, 23]}]","[{'url': 'https://t.co/kZNvy8j8P8', 'expanded_url': 'https://business.fau.edu/podcasts', 'display_url': 'business.fau.edu/podcasts', 'indices': [122, 145]}]",False,2086,1777,54,Sun Apr 26 16:08:29 +0000 2009,4739,,,True,False,2263,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1174305199566946304/OmM1WlKx_normal.jpg,https://pbs.twimg.com/profile_images/1174305199566946304/OmM1WlKx_normal.jpg,https://pbs.twimg.com/profile_banners/35495703/1557507793,CC0000,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Tue Jan 21 23:08:16 +0000 2020,1219758641940660224,1219758641940660224,@FloridaAtlantic @FAU_Football Yes!!! Go Bills! Go Owls! 👍🏻,False,"[31, 59]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2197110044031017e+18,1219711004403101696,19988714.0,19988714,FloridaAtlantic,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'FloridaAtlantic', 'name': 'Florida Atlantic', 'id': 19988714, 'id_str': '19988714', 'indices': [0, 16]}, {'screen_name': 'FAU_Football', 'name': 'FAU Football', 'id': 281580465, 'id_str': '281580465', 'indices': [17, 30]}]",[],en,recent,500245219,500245219,Katie Miller,KatieMillerEDU,"Boca Raton, FL","Former WNYer, Teacher Educator, PhD, Special Edu Advocate, Mom, Wife, FAU prof, UCF alum, Runner, and Literacy Enthusiast. Views are my own.",,,[],False,403,684,14,Wed Feb 22 23:15:52 +0000 2012,3069,,,True,False,1691,,False,False,False,000000,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,False,http://pbs.twimg.com/profile_images/966748499084808192/CErGP07l_normal.jpg,https://pbs.twimg.com/profile_images/966748499084808192/CErGP07l_normal.jpg,https://pbs.twimg.com/profile_banners/500245219/1421772080,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Tue Jan 21 22:58:26 +0000 2020,1219756167091687425,1219756167091687425,"@siriterjesen @tricialmeredith @VersantHealth @GainbridgeLPGA @ADHUS_FAUHS Thank you, Dr. Terjesen!! It's awesome being surrounded by the best women leaders, like you, @FloridaAtlantic!",False,"[75, 185]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2197389635372892e+18,1219738963537289220,17130654.0,17130654,siriterjesen,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'siriterjesen', 'name': 'siriterjesen', 'id': 17130654, 'id_str': '17130654', 'indices': [0, 13]}, {'screen_name': 'tricialmeredith', 'name': 'Dr. Tricia Meredith', 'id': 260253115, 'id_str': '260253115', 'indices': [14, 30]}, {'screen_name': 'VersantHealth', 'name': 'Versant Health', 'id': 1128715579446185984, 'id_str': '1128715579446185984', 'indices': [31, 45]}, {'screen_name': 'GainbridgeLPGA', 'name': 'GainbridgeLPGA', 'id': 1139265648914239488, 'id_str': '1139265648914239488', 'indices': [46, 61]}, {'screen_name': 'ADHUS_FAUHS', 'name': 'ADHUS & FAU HS', 'id': 3993588013, 'id_str': '3993588013', 'indices': [62, 74]}, {'screen_name': 'FloridaAtlantic', 'name': 'Florida Atlantic', 'id': 19988714, 'id_str': '19988714', 'indices': [168, 184]}]",[],en,recent,742758988236869632,742758988236869632,FAUHS Research,fauhs_research,"Boca Raton, FL",Dual enrolled FAUHS students doing faculty mentored undergraduate research,https://t.co/kVVvOUKNRm,"[{'url': 'https://t.co/kVVvOUKNRm', 'expanded_url': 'http://fauhigh.fau.edu/academics/#undergraduate-research', 'display_url': 'fauhigh.fau.edu/academics/#und…', 'indices': [0, 23]}]",[],False,460,625,8,Tue Jun 14 16:41:57 +0000 2016,3715,,,False,False,4546,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1182833293508653056/9y0z6pKs_normal.jpg,https://pbs.twimg.com/profile_images/1182833293508653056/9y0z6pKs_normal.jpg,https://pbs.twimg.com/profile_banners/742758988236869632/1570842996,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Mon Jan 20 17:06:09 +0000 2020,1219305124113330176,1219305124113330176,@agonzal6 @drcriss_salinas @faudrdeb @Edlead_FAU @ProjectMALES @FloridaAtlantic @FAUGradCollege @FAULibraries Thanks hermano!,False,"[110, 125]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.219300788524077e+18,1219300788524077056,85264801.0,85264801,agonzal6,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'agonzal6', 'name': 'Ángel González', 'id': 85264801, 'id_str': '85264801', 'indices': [0, 9]}, {'screen_name': 'drcriss_salinas', 'name': '𝐂𝐫𝐢𝐬𝐬 𝐒𝐚𝐥𝐢𝐧𝐚𝐬', 'id': 262988846, 'id_str': '262988846', 'indices': [10, 26]}, {'screen_name': 'faudrdeb', 'name': 'Dr. Deborah L. Floyd', 'id': 261297011, 'id_str': '261297011', 'indices': [27, 36]}, {'screen_name': 'Edlead_FAU', 'name': 'Educational Leadership & Research Methodology', 'id': 1056966229032923137, 'id_str': '1056966229032923137', 'indices': [37, 48]}, {'screen_name': 'ProjectMALES', 'name': 'Project M.A.L.E.S.', 'id': 277682655, 'id_str': '277682655', 'indices': [49, 62]}, {'screen_name': 'FloridaAtlantic', 'name': 'Florida Atlantic', 'id': 19988714, 'id_str': '19988714', 'indices': [63, 79]}, {'screen_name': 'FAUGradCollege', 'name': 'FAU Graduate College', 'id': 460561530, 'id_str': '460561530', 'indices': [80, 95]}, {'screen_name': 'FAULibraries', 'name': 'FAULibraries', 'id': 41604472, 'id_str': '41604472', 'indices': [96, 109]}]",[],en,recent,35811746,35811746,Lazaro Camacho,LazCamacho,"Orlando, FL","SA Pro| Educator | Ph.D. student | CCJRP |Rhody Ram/FAU Owl| ΛΥΛ | 
Research: Latino men, men of color, masculinities, intersectionality, network mentorship",https://t.co/xrBFgTvi4Z,"[{'url': 'https://t.co/xrBFgTvi4Z', 'expanded_url': 'https://www.linkedin.com/in/lazaro-camacho-71991823', 'display_url': 'linkedin.com/in/lazaro-cama…', 'indices': [0, 23]}]",[],False,160,189,0,Mon Apr 27 18:08:28 +0000 2009,1256,,,True,False,512,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/947703343241138177/iYt_Bj5t_normal.jpg,https://pbs.twimg.com/profile_images/947703343241138177/iYt_Bj5t_normal.jpg,https://pbs.twimg.com/profile_banners/35811746/1565656485,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Mon Jan 20 17:05:58 +0000 2020,1219305074578677760,1219305074578677760,@Gortega001 @drcriss_salinas @faudrdeb @Edlead_FAU @ProjectMALES @FloridaAtlantic @FAUGradCollege @FAULibraries Thanks bro!,False,"[112, 123]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2192837147499356e+18,1219283714749935616,1.1154406536079483e+18,1115440653607948288,Gortega001,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Gortega001', 'name': 'Guillermo Ortega', 'id': 1115440653607948288, 'id_str': '1115440653607948288', 'indices': [0, 11]}, {'screen_name': 'drcriss_salinas', 'name': '𝐂𝐫𝐢𝐬𝐬 𝐒𝐚𝐥𝐢𝐧𝐚𝐬', 'id': 262988846, 'id_str': '262988846', 'indices': [12, 28]}, {'screen_name': 'faudrdeb', 'name': 'Dr. Deborah L. Floyd', 'id': 261297011, 'id_str': '261297011', 'indices': [29, 38]}, {'screen_name': 'Edlead_FAU', 'name': 'Educational Leadership & Research Methodology', 'id': 1056966229032923137, 'id_str': '1056966229032923137', 'indices': [39, 50]}, {'screen_name': 'ProjectMALES', 'name': 'Project M.A.L.E.S.', 'id': 277682655, 'id_str': '277682655', 'indices': [51, 64]}, {'screen_name': 'FloridaAtlantic', 'name': 'Florida Atlantic', 'id': 19988714, 'id_str': '19988714', 'indices': [65, 81]}, {'screen_name': 'FAUGradCollege', 'name': 'FAU Graduate College', 'id': 460561530, 'id_str': '460561530', 'indices': [82, 97]}, {'screen_name': 'FAULibraries', 'name': 'FAULibraries', 'id': 41604472, 'id_str': '41604472', 'indices': [98, 111]}]",[],en,recent,35811746,35811746,Lazaro Camacho,LazCamacho,"Orlando, FL","SA Pro| Educator | Ph.D. student | CCJRP |Rhody Ram/FAU Owl| ΛΥΛ | 
Research: Latino men, men of color, masculinities, intersectionality, network mentorship",https://t.co/xrBFgTvi4Z,"[{'url': 'https://t.co/xrBFgTvi4Z', 'expanded_url': 'https://www.linkedin.com/in/lazaro-camacho-71991823', 'display_url': 'linkedin.com/in/lazaro-cama…', 'indices': [0, 23]}]",[],False,160,189,0,Mon Apr 27 18:08:28 +0000 2009,1256,,,True,False,512,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/947703343241138177/iYt_Bj5t_normal.jpg,https://pbs.twimg.com/profile_images/947703343241138177/iYt_Bj5t_normal.jpg,https://pbs.twimg.com/profile_banners/35811746/1565656485,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
