,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.user.profile_banner_url,possibly_sensitive,entities.media,extended_entities.media
1,Sun Jan 26 06:18:39 +0000 2020,1221316501761859585,1221316501761859585,@NJITAD @NJITMBB @njitMVB @njitnews @NJIT @NJITYoungAlumni @AlumniNJIT @NJITHoops @ASUNMBB @EIVAVolleyball @EIVA_Bias @EIVACommish @NCAAVolleyball @TheNJITVector @NJIT_Senate @NJITResLife @NJITYingWu @njitnce @CSLANJIT @NJITADHC Lenny great seeing in Anaheim this past week,False,"[229, 273]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2212813241636413e+18,1221281324163641344,2809774782.0,2809774782,NJITAD,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'NJITAD', 'name': 'Lenny Kaplan', 'id': 2809774782, 'id_str': '2809774782', 'indices': [0, 7]}, {'screen_name': 'NJITMBB', 'name': ""NJIT Men's Hoops"", 'id': 594954830, 'id_str': '594954830', 'indices': [8, 16]}, {'screen_name': 'njitMVB', 'name': ""NJIT Men's Volley"", 'id': 774239369209208832, 'id_str': '774239369209208832', 'indices': [17, 25]}, {'screen_name': 'njitnews', 'name': 'NJIT News', 'id': 41209786, 'id_str': '41209786', 'indices': [26, 35]}, {'screen_name': 'NJIT', 'name': 'NJIT', 'id': 14184037, 'id_str': '14184037', 'indices': [36, 41]}, {'screen_name': 'NJITYoungAlumni', 'name': 'NJIT Young Alumni', 'id': 1075231482, 'id_str': '1075231482', 'indices': [42, 58]}, {'screen_name': 'AlumniNJIT', 'name': 'NJIT Alumni', 'id': 3058936509, 'id_str': '3058936509', 'indices': [59, 70]}, {'screen_name': 'NJITHoops', 'name': 'NJIT Men’s Basketball', 'id': 3428996818, 'id_str': '3428996818', 'indices': [71, 81]}, {'screen_name': 'ASUNMBB', 'name': '#ASUNMBB🏀', 'id': 2712858080, 'id_str': '2712858080', 'indices': [82, 90]}, {'screen_name': 'EIVAVolleyball', 'name': 'EIVA Volleyball', 'id': 3292161820, 'id_str': '3292161820', 'indices': [91, 106]}, {'screen_name': 'EIVA_Bias', 'name': 'EIVA BIAS', 'id': 949959401309425664, 'id_str': '949959401309425664', 'indices': [107, 117]}, {'screen_name': 'EIVACommish', 'name': 'EIVA Commish, Emeritus ⭐️⭐️⭐️', 'id': 235281198, 'id_str': '235281198', 'indices': [118, 130]}, {'screen_name': 'NCAAVolleyball', 'name': 'NCAA Volleyball', 'id': 77290892, 'id_str': '77290892', 'indices': [131, 146]}, {'screen_name': 'TheNJITVector', 'name': 'The Vector', 'id': 52615810, 'id_str': '52615810', 'indices': [147, 161]}, {'screen_name': 'NJIT_Senate', 'name': 'NJIT Student Senate', 'id': 108456157, 'id_str': '108456157', 'indices': [162, 174]}, {'screen_name': 'NJITResLife', 'name': 'NJIT Res Life', 'id': 993937939, 'id_str': '993937939', 'indices': [175, 187]}, {'screen_name': 'NJITYingWu', 'name': 'NJITYingWuComputing', 'id': 922938194773118978, 'id_str': '922938194773118978', 'indices': [188, 199]}, {'screen_name': 'njitnce', 'name': 'NJIT NCE', 'id': 802520172, 'id_str': '802520172', 'indices': [200, 208]}, {'screen_name': 'CSLANJIT', 'name': 'CSLA NJIT', 'id': 776507529023160322, 'id_str': '776507529023160322', 'indices': [209, 218]}, {'screen_name': 'NJITADHC', 'name': 'NJIT Honors College', 'id': 497501811, 'id_str': '497501811', 'indices': [219, 228]}]",[],en,recent,877273795408650240,877273795408650240,Darryl Jacobs,darryljacobs04,"New York, NY",Executive Vice-President (MyPlay USA)/College & Pro Basketball Commentator (ESPN2/3 & ESPN+/NEC Front Row TV/Board of Directors-World Sports Alumni (WSA),,[],False,279,660,3,Tue Jun 20 21:15:46 +0000 2017,8928,,,False,False,2345,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1003078293086539776/FHBa3u8s_normal.jpg,https://pbs.twimg.com/profile_images/1003078293086539776/FHBa3u8s_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/877273795408650240/1497995943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sun Jan 26 04:15:33 +0000 2020,1221285523131641856,1221285523131641856,"RT @NJITAD: Two great wins tonight by @NJITMBB &amp; @njitmvb.  Keep it up!  #RollTech @njitnews
@njit @NJITYoungAlumni @AlumniNJIT @NJITHoops…",False,"[0, 143]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,"[{'text': 'RollTech', 'indices': [77, 86]}]",[],"[{'screen_name': 'NJITAD', 'name': 'Lenny Kaplan', 'id': 2809774782, 'id_str': '2809774782', 'indices': [3, 10]}, {'screen_name': 'NJITMBB', 'name': ""NJIT Men's Hoops"", 'id': 594954830, 'id_str': '594954830', 'indices': [38, 46]}, {'screen_name': 'njitMVB', 'name': ""NJIT Men's Volley"", 'id': 774239369209208832, 'id_str': '774239369209208832', 'indices': [53, 61]}, {'screen_name': 'njitnews', 'name': 'NJIT News', 'id': 41209786, 'id_str': '41209786', 'indices': [87, 96]}, {'screen_name': 'NJIT', 'name': 'NJIT', 'id': 14184037, 'id_str': '14184037', 'indices': [97, 102]}, {'screen_name': 'NJITYoungAlumni', 'name': 'NJIT Young Alumni', 'id': 1075231482, 'id_str': '1075231482', 'indices': [103, 119]}, {'screen_name': 'AlumniNJIT', 'name': 'NJIT Alumni', 'id': 3058936509, 'id_str': '3058936509', 'indices': [120, 131]}, {'screen_name': 'NJITHoops', 'name': 'NJIT Men’s Basketball', 'id': 3428996818, 'id_str': '3428996818', 'indices': [132, 142]}]",[],en,recent,3428996818,3428996818,NJIT Men’s Basketball,NJITHoops,"Newark, NJ",Official Twitter Account of NJIT Men's Basketball. ⚔️ #Sacrifice ⚔️,https://t.co/oG7735PtkY,[],False,2227,460,39,Mon Aug 17 21:38:50 +0000 2015,1133,,,True,False,2582,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1171478038652940288/ZWMwx_Wg_normal.jpg,https://pbs.twimg.com/profile_images/1171478038652940288/ZWMwx_Wg_normal.jpg,DD2E44,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/3428996818/1568141457,"[{'url': 'https://t.co/oG7735PtkY', 'expanded_url': 'http://www.njithighlanders.com/index.aspx?path=mbball&', 'display_url': 'njithighlanders.com/index.aspx?pat…', 'indices': [0, 23]}]",Sun Jan 26 03:58:52 +0000 2020,1.2212813241636413e+18,1221281324163641344,"Two great wins tonight by @NJITMBB &amp; @njitmvb.  Keep it up!  #RollTech @njitnews
@njit @NJITYoungAlumni @AlumniNJIT @NJITHoops  @ASUNMBB @EIVAVolleyball @EIVA_Bias @EIVACommish @NCAAVolleyball @TheNJITVector @NJIT_Senate @NJITResLife @NJITYingWu @njitnce @CSLANJIT @NJITADHC",False,"[0, 278]","[{'text': 'RollTech', 'indices': [65, 74]}]",[],"[{'screen_name': 'NJITMBB', 'name': ""NJIT Men's Hoops"", 'id': 594954830, 'id_str': '594954830', 'indices': [26, 34]}, {'screen_name': 'njitMVB', 'name': ""NJIT Men's Volley"", 'id': 774239369209208832, 'id_str': '774239369209208832', 'indices': [41, 49]}, {'screen_name': 'njitnews', 'name': 'NJIT News', 'id': 41209786, 'id_str': '41209786', 'indices': [75, 84]}, {'screen_name': 'NJIT', 'name': 'NJIT', 'id': 14184037, 'id_str': '14184037', 'indices': [85, 90]}, {'screen_name': 'NJITYoungAlumni', 'name': 'NJIT Young Alumni', 'id': 1075231482, 'id_str': '1075231482', 'indices': [91, 107]}, {'screen_name': 'AlumniNJIT', 'name': 'NJIT Alumni', 'id': 3058936509, 'id_str': '3058936509', 'indices': [108, 119]}, {'screen_name': 'NJITHoops', 'name': 'NJIT Men’s Basketball', 'id': 3428996818, 'id_str': '3428996818', 'indices': [120, 130]}, {'screen_name': 'ASUNMBB', 'name': '#ASUNMBB🏀', 'id': 2712858080, 'id_str': '2712858080', 'indices': [132, 140]}, {'screen_name': 'EIVAVolleyball', 'name': 'EIVA Volleyball', 'id': 3292161820, 'id_str': '3292161820', 'indices': [141, 156]}, {'screen_name': 'EIVA_Bias', 'name': 'EIVA BIAS', 'id': 949959401309425664, 'id_str': '949959401309425664', 'indices': [157, 167]}, {'screen_name': 'EIVACommish', 'name': 'EIVA Commish, Emeritus ⭐️⭐️⭐️', 'id': 235281198, 'id_str': '235281198', 'indices': [168, 180]}, {'screen_name': 'NCAAVolleyball', 'name': 'NCAA Volleyball', 'id': 77290892, 'id_str': '77290892', 'indices': [181, 196]}, {'screen_name': 'TheNJITVector', 'name': 'The Vector', 'id': 52615810, 'id_str': '52615810', 'indices': [197, 211]}, {'screen_name': 'NJIT_Senate', 'name': 'NJIT Student Senate', 'id': 108456157, 'id_str': '108456157', 'indices': [212, 224]}, {'screen_name': 'NJITResLife', 'name': 'NJIT Res Life', 'id': 993937939, 'id_str': '993937939', 'indices': [225, 237]}, {'screen_name': 'NJITYingWu', 'name': 'NJITYingWuComputing', 'id': 922938194773118978, 'id_str': '922938194773118978', 'indices': [238, 249]}, {'screen_name': 'njitnce', 'name': 'NJIT NCE', 'id': 802520172, 'id_str': '802520172', 'indices': [250, 258]}, {'screen_name': 'CSLANJIT', 'name': 'CSLA NJIT', 'id': 776507529023160322, 'id_str': '776507529023160322', 'indices': [259, 268]}, {'screen_name': 'NJITADHC', 'name': 'NJIT Honors College', 'id': 497501811, 'id_str': '497501811', 'indices': [269, 278]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,2809774782.0,2809774782,Lenny Kaplan,NJITAD,,,,[],False,716.0,285.0,5.0,Sun Sep 14 17:04:39 +0000 2014,10013.0,,,True,False,2848.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/538137575157145600/gCBHMvnl_normal.jpeg,https://pbs.twimg.com/profile_images/538137575157145600/gCBHMvnl_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,2.0,5.0,False,False,en,,,,,
3,Sun Jan 26 04:15:30 +0000 2020,1221285507457482752,1221285507457482752,"RT @NJITAD: Two great wins tonight by @NJITMBB &amp; @njitmvb.  Keep it up!  #RollTech @njitnews
@njit @NJITYoungAlumni @AlumniNJIT @NJITHoops…",False,"[0, 143]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,"[{'text': 'RollTech', 'indices': [77, 86]}]",[],"[{'screen_name': 'NJITAD', 'name': 'Lenny Kaplan', 'id': 2809774782, 'id_str': '2809774782', 'indices': [3, 10]}, {'screen_name': 'NJITMBB', 'name': ""NJIT Men's Hoops"", 'id': 594954830, 'id_str': '594954830', 'indices': [38, 46]}, {'screen_name': 'njitMVB', 'name': ""NJIT Men's Volley"", 'id': 774239369209208832, 'id_str': '774239369209208832', 'indices': [53, 61]}, {'screen_name': 'njitnews', 'name': 'NJIT News', 'id': 41209786, 'id_str': '41209786', 'indices': [87, 96]}, {'screen_name': 'NJIT', 'name': 'NJIT', 'id': 14184037, 'id_str': '14184037', 'indices': [97, 102]}, {'screen_name': 'NJITYoungAlumni', 'name': 'NJIT Young Alumni', 'id': 1075231482, 'id_str': '1075231482', 'indices': [103, 119]}, {'screen_name': 'AlumniNJIT', 'name': 'NJIT Alumni', 'id': 3058936509, 'id_str': '3058936509', 'indices': [120, 131]}, {'screen_name': 'NJITHoops', 'name': 'NJIT Men’s Basketball', 'id': 3428996818, 'id_str': '3428996818', 'indices': [132, 142]}]",[],en,recent,774239369209208832,774239369209208832,NJIT Men's Volley,njitMVB,,"Official page of the NJIT men's volleyball team ""Leave no doubt""",https://t.co/VxOLd9kj3t,[],False,255,47,5,Fri Sep 09 13:33:45 +0000 2016,265,,,False,False,353,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1191090702027022336/2gVuyChc_normal.jpg,https://pbs.twimg.com/profile_images/1191090702027022336/2gVuyChc_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/774239369209208832/1473430800,"[{'url': 'https://t.co/VxOLd9kj3t', 'expanded_url': 'https://njit-connect.njit.edu/athletics', 'display_url': 'njit-connect.njit.edu/athletics', 'indices': [0, 23]}]",Sun Jan 26 03:58:52 +0000 2020,1.2212813241636413e+18,1221281324163641344,"Two great wins tonight by @NJITMBB &amp; @njitmvb.  Keep it up!  #RollTech @njitnews
@njit @NJITYoungAlumni @AlumniNJIT @NJITHoops  @ASUNMBB @EIVAVolleyball @EIVA_Bias @EIVACommish @NCAAVolleyball @TheNJITVector @NJIT_Senate @NJITResLife @NJITYingWu @njitnce @CSLANJIT @NJITADHC",False,"[0, 278]","[{'text': 'RollTech', 'indices': [65, 74]}]",[],"[{'screen_name': 'NJITMBB', 'name': ""NJIT Men's Hoops"", 'id': 594954830, 'id_str': '594954830', 'indices': [26, 34]}, {'screen_name': 'njitMVB', 'name': ""NJIT Men's Volley"", 'id': 774239369209208832, 'id_str': '774239369209208832', 'indices': [41, 49]}, {'screen_name': 'njitnews', 'name': 'NJIT News', 'id': 41209786, 'id_str': '41209786', 'indices': [75, 84]}, {'screen_name': 'NJIT', 'name': 'NJIT', 'id': 14184037, 'id_str': '14184037', 'indices': [85, 90]}, {'screen_name': 'NJITYoungAlumni', 'name': 'NJIT Young Alumni', 'id': 1075231482, 'id_str': '1075231482', 'indices': [91, 107]}, {'screen_name': 'AlumniNJIT', 'name': 'NJIT Alumni', 'id': 3058936509, 'id_str': '3058936509', 'indices': [108, 119]}, {'screen_name': 'NJITHoops', 'name': 'NJIT Men’s Basketball', 'id': 3428996818, 'id_str': '3428996818', 'indices': [120, 130]}, {'screen_name': 'ASUNMBB', 'name': '#ASUNMBB🏀', 'id': 2712858080, 'id_str': '2712858080', 'indices': [132, 140]}, {'screen_name': 'EIVAVolleyball', 'name': 'EIVA Volleyball', 'id': 3292161820, 'id_str': '3292161820', 'indices': [141, 156]}, {'screen_name': 'EIVA_Bias', 'name': 'EIVA BIAS', 'id': 949959401309425664, 'id_str': '949959401309425664', 'indices': [157, 167]}, {'screen_name': 'EIVACommish', 'name': 'EIVA Commish, Emeritus ⭐️⭐️⭐️', 'id': 235281198, 'id_str': '235281198', 'indices': [168, 180]}, {'screen_name': 'NCAAVolleyball', 'name': 'NCAA Volleyball', 'id': 77290892, 'id_str': '77290892', 'indices': [181, 196]}, {'screen_name': 'TheNJITVector', 'name': 'The Vector', 'id': 52615810, 'id_str': '52615810', 'indices': [197, 211]}, {'screen_name': 'NJIT_Senate', 'name': 'NJIT Student Senate', 'id': 108456157, 'id_str': '108456157', 'indices': [212, 224]}, {'screen_name': 'NJITResLife', 'name': 'NJIT Res Life', 'id': 993937939, 'id_str': '993937939', 'indices': [225, 237]}, {'screen_name': 'NJITYingWu', 'name': 'NJITYingWuComputing', 'id': 922938194773118978, 'id_str': '922938194773118978', 'indices': [238, 249]}, {'screen_name': 'njitnce', 'name': 'NJIT NCE', 'id': 802520172, 'id_str': '802520172', 'indices': [250, 258]}, {'screen_name': 'CSLANJIT', 'name': 'CSLA NJIT', 'id': 776507529023160322, 'id_str': '776507529023160322', 'indices': [259, 268]}, {'screen_name': 'NJITADHC', 'name': 'NJIT Honors College', 'id': 497501811, 'id_str': '497501811', 'indices': [269, 278]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,2809774782.0,2809774782,Lenny Kaplan,NJITAD,,,,[],False,716.0,285.0,5.0,Sun Sep 14 17:04:39 +0000 2014,10013.0,,,True,False,2848.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/538137575157145600/gCBHMvnl_normal.jpeg,https://pbs.twimg.com/profile_images/538137575157145600/gCBHMvnl_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,2.0,5.0,False,False,en,,,,,
8,Thu Jan 23 16:48:07 +0000 2020,1220387746721734657,1220387746721734657,"RT @cpacheco223: Gary Martin at NJIT! #NMR @nmr900 #NMRchat @NJIT @CSLANJIT @SetonHall @FollowStevens 
CES, SEMINAR SERIES, Jan 29, 2020; T…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,2,0,False,False,en,"[{'text': 'NMR', 'indices': [38, 42]}, {'text': 'NMRchat', 'indices': [51, 59]}]",[],"[{'screen_name': 'cpacheco223', 'name': 'Carlos Pacheco', 'id': 17233448, 'id_str': '17233448', 'indices': [3, 15]}, {'screen_name': 'nmr900', 'name': 'Victor Terskikh', 'id': 241224668, 'id_str': '241224668', 'indices': [43, 50]}, {'screen_name': 'NJIT', 'name': 'NJIT', 'id': 14184037, 'id_str': '14184037', 'indices': [60, 65]}, {'screen_name': 'CSLANJIT', 'name': 'CSLA NJIT', 'id': 776507529023160322, 'id_str': '776507529023160322', 'indices': [66, 75]}, {'screen_name': 'SetonHall', 'name': 'Seton Hall', 'id': 5794972, 'id_str': '5794972', 'indices': [76, 86]}, {'screen_name': 'FollowStevens', 'name': 'Stevens Institute of Technology', 'id': 95713803, 'id_str': '95713803', 'indices': [87, 101]}]",[],en,recent,163797142,163797142,Carlos Cobas,JuanCarlosCobas,Santiago de Compostela,"Scientist, researcher and entrepreneur. Omnivore. Founder and President of Mestrelab Research. Opinions are my own.",https://t.co/m8s4oZodGu,[],False,413,450,12,Wed Jul 07 08:52:10 +0000 2010,1882,,,False,False,2492,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/378800000760581047/41481819742e9ea1724b8d216c9e4f5f_normal.jpeg,https://pbs.twimg.com/profile_images/378800000760581047/41481819742e9ea1724b8d216c9e4f5f_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/163797142/1528019598,"[{'url': 'https://t.co/m8s4oZodGu', 'expanded_url': 'http://nmr-analysis.blogspot.com', 'display_url': 'nmr-analysis.blogspot.com', 'indices': [0, 23]}]",Thu Jan 23 16:24:05 +0000 2020,1.2203817009261814e+18,1220381700926181377,"Gary Martin at NJIT! #NMR @nmr900 #NMRchat @NJIT @CSLANJIT @SetonHall @FollowStevens 
CES, SEMINAR SERIES, Jan 29, 2020; TIERNAN HALL; 1:00-2:20 PM;  Gary Martin, Ph.D. - ""Applications of NMR Spectroscopy to Determine Molecular Constitution and Configuration""",False,"[0, 259]","[{'text': 'NMR', 'indices': [21, 25]}, {'text': 'NMRchat', 'indices': [34, 42]}]",[],"[{'screen_name': 'nmr900', 'name': 'Victor Terskikh', 'id': 241224668, 'id_str': '241224668', 'indices': [26, 33]}, {'screen_name': 'NJIT', 'name': 'NJIT', 'id': 14184037, 'id_str': '14184037', 'indices': [43, 48]}, {'screen_name': 'CSLANJIT', 'name': 'CSLA NJIT', 'id': 776507529023160322, 'id_str': '776507529023160322', 'indices': [49, 58]}, {'screen_name': 'SetonHall', 'name': 'Seton Hall', 'id': 5794972, 'id_str': '5794972', 'indices': [59, 69]}, {'screen_name': 'FollowStevens', 'name': 'Stevens Institute of Technology', 'id': 95713803, 'id_str': '95713803', 'indices': [70, 84]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,17233448.0,17233448,Carlos Pacheco,cpacheco223,"Newark, NJ  07102 USA",NMR Senior University Lecturer at New Jersey Institute of Technology,https://t.co/TJe7v8l8pR,[],False,427.0,682.0,8.0,Fri Nov 07 16:13:28 +0000 2008,494.0,,,False,False,517.0,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/630889052443668480/YoDtsDVE_normal.jpg,https://pbs.twimg.com/profile_images/630889052443668480/YoDtsDVE_normal.jpg,0099B9,5ED4DC,95E8EC,3C3940,True,True,False,False,False,False,False,none,,,,,False,2.0,6.0,False,False,en,"[{'url': 'https://t.co/TJe7v8l8pR', 'expanded_url': 'http://www.linkedin.com/in/carlospacheco08540/', 'display_url': 'linkedin.com/in/carlospache…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/17233448/1578785248,,,
9,Thu Jan 23 16:24:05 +0000 2020,1220381700926181377,1220381700926181377,"Gary Martin at NJIT! #NMR @nmr900 #NMRchat @NJIT @CSLANJIT @SetonHall @FollowStevens 
CES, SEMINAR SERIES, Jan 29, 2020; TIERNAN HALL; 1:00-2:20 PM;  Gary Martin, Ph.D. - ""Applications of NMR Spectroscopy to Determine Molecular Constitution and Configuration""",False,"[0, 259]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,2,6,False,False,en,"[{'text': 'NMR', 'indices': [21, 25]}, {'text': 'NMRchat', 'indices': [34, 42]}]",[],"[{'screen_name': 'nmr900', 'name': 'Victor Terskikh', 'id': 241224668, 'id_str': '241224668', 'indices': [26, 33]}, {'screen_name': 'NJIT', 'name': 'NJIT', 'id': 14184037, 'id_str': '14184037', 'indices': [43, 48]}, {'screen_name': 'CSLANJIT', 'name': 'CSLA NJIT', 'id': 776507529023160322, 'id_str': '776507529023160322', 'indices': [49, 58]}, {'screen_name': 'SetonHall', 'name': 'Seton Hall', 'id': 5794972, 'id_str': '5794972', 'indices': [59, 69]}, {'screen_name': 'FollowStevens', 'name': 'Stevens Institute of Technology', 'id': 95713803, 'id_str': '95713803', 'indices': [70, 84]}]",[],en,recent,17233448,17233448,Carlos Pacheco,cpacheco223,"Newark, NJ  07102 USA",NMR Senior University Lecturer at New Jersey Institute of Technology,https://t.co/TJe7v8l8pR,[],False,427,682,8,Fri Nov 07 16:13:28 +0000 2008,494,,,False,False,517,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/630889052443668480/YoDtsDVE_normal.jpg,https://pbs.twimg.com/profile_images/630889052443668480/YoDtsDVE_normal.jpg,0099B9,5ED4DC,95E8EC,3C3940,True,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/17233448/1578785248,"[{'url': 'https://t.co/TJe7v8l8pR', 'expanded_url': 'http://www.linkedin.com/in/carlospacheco08540/', 'display_url': 'linkedin.com/in/carlospache…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
