,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type
0,Fri Jan 24 14:43:40 +0000 2020,1220718816843501569,1220718816843501569,@UNESCOchairUiB @VVandvik @BioUiB @liv_guri @jcusens @JAGrytnes @richardjtelford @alistairseddon Happy so many people came! Nice rogue hand in the picture 🤓 🤏🏼,False,"[97, 159]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1220701162766241792,1220701162766241792,1003643028630921222,1003643028630921222,UNESCOchairUiB,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UNESCOchairUiB', 'name': 'UNESCO Chair - University of Bergen, Norway', 'id': 1003643028630921222, 'id_str': '1003643028630921222', 'indices': [0, 15]}, {'screen_name': 'VVandvik', 'name': 'Prof. Vigdis Vandvik', 'id': 2317558679, 'id_str': '2317558679', 'indices': [16, 25]}, {'screen_name': 'BioUiB', 'name': 'Biovitenskap på UiB', 'id': 1167400684712595456, 'id_str': '1167400684712595456', 'indices': [26, 33]}, {'screen_name': 'liv_guri', 'name': 'Liv Guri Velle', 'id': 4858463074, 'id_str': '4858463074', 'indices': [34, 43]}, {'screen_name': 'jcusens', 'name': 'Jarrod Cusens', 'id': 417594962, 'id_str': '417594962', 'indices': [44, 52]}, {'screen_name': 'JAGrytnes', 'name': 'John-Arvid Grytnes', 'id': 1395083082, 'id_str': '1395083082', 'indices': [53, 63]}, {'screen_name': 'richardjtelford', 'name': 'Richard Telford', 'id': 73584769, 'id_str': '73584769', 'indices': [64, 80]}, {'screen_name': 'alistairseddon', 'name': 'Alistair Seddon', 'id': 39990309, 'id_str': '39990309', 'indices': [81, 96]}]",[],en,recent,2668513400,2668513400,Alicia Donnellan Barraclough,A_MayDB,"Bergen, Norge",Living between social & ecological systems | Postdoc researching #sustainabilityscience in #BiosphereReserves  at @UNESCOchairUiB @UiB| Grassroots heart 🌏✊🏽🌳,,[],False,641,1308,10,Tue Jul 22 05:42:50 +0000 2014,1990,,,False,False,1536,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1145257665246957568/GG_xkEuM_normal.jpg,https://pbs.twimg.com/profile_images/1145257665246957568/GG_xkEuM_normal.jpg,https://pbs.twimg.com/profile_banners/2668513400/1449010845,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
1,Mon Jan 20 12:50:32 +0000 2020,1219240792935616518,1219240792935616518,@UNESCOchairUiB Can you keep it on hold until 2020 ;)? Looks like a dreamjob to me!,False,"[16, 83]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1219214997886316545,1219214997886316545,1003643028630921222,1003643028630921222,UNESCOchairUiB,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'UNESCOchairUiB', 'name': 'UNESCO Chair - University of Bergen, Norway', 'id': 1003643028630921222, 'id_str': '1003643028630921222', 'indices': [0, 15]}]",[],en,recent,879526271532892160,879526271532892160,TumbleweedFieldNotes,TW_FieldNotes,"Trondheim, Norwegen","Priorities: Ecology, Friends, Mountains, Books, Food - in varying order. Easily wowed and amused.  
PhD student at @NTNU, views my own.
She/her.",,[],False,599,808,2,Tue Jun 27 02:26:18 +0000 2017,5085,,,False,False,1122,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/883700790816329728/OlY1Yf1V_normal.jpg,https://pbs.twimg.com/profile_images/883700790816329728/OlY1Yf1V_normal.jpg,https://pbs.twimg.com/profile_banners/879526271532892160/1499525797,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
