,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type
0,Wed Jan 22 18:33:35 +0000 2020,1220051899849826309,1220051899849826309,@RicardoJRdez @narseo @Julien_Gamba @r_panah Thanks!,False,"[45, 52]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1220049627673657344,1220049627673657344,300196448,300196448,RicardoJRdez,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'RicardoJRdez', 'name': 'Ricardo J. Rodríguez', 'id': 300196448, 'id_str': '300196448', 'indices': [0, 13]}, {'screen_name': 'narseo', 'name': 'Narseo Vallina', 'id': 82062101, 'id_str': '82062101', 'indices': [14, 21]}, {'screen_name': 'Julien_Gamba', 'name': 'Julien Gamba', 'id': 1116859555, 'id_str': '1116859555', 'indices': [22, 35]}, {'screen_name': 'r_panah', 'name': 'Abbas Razaghpanah', 'id': 251494400, 'id_str': '251494400', 'indices': [36, 44]}]",[],en,recent,780752017,780752017,Juan Tapiador,jetapiador,Pale Blue Dot,"Professor of Computer Science at UC3M. Interested in computers, security, and why they don't get along well.",https://t.co/f0bPmsgvmW,"[{'url': 'https://t.co/f0bPmsgvmW', 'expanded_url': 'http://cosec.inf.uc3m.es/~juan-tapiador', 'display_url': 'cosec.inf.uc3m.es/~juan-tapiador', 'indices': [0, 23]}]",[],False,421,638,13,Sat Aug 25 17:42:29 +0000 2012,1971,,,False,False,1869,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1219308327236243457/R163_Hq5_normal.jpg,https://pbs.twimg.com/profile_images/1219308327236243457/R163_Hq5_normal.jpg,1B95E0,000000,EFEFEF,333333,True,False,False,False,False,False,False,none
