,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang
0,Sat Jan 25 17:17:48 +0000 2020,1221119993502412800,1221119993502412800,"@ORIOLELM @INSB_CNRS @CNRS @unistra @ETH_en @ETH_ERDW @ETH_BSSE @RELabETHZ @ETH_DBIOL @sgt_ethz @cbg_ethz @ast_eth @bmic_eth @UCR_EP_Sci @UCBerkeley @JamesWKirchner I am sorry but no, this is too easy. It's too easy to say you have wonderful stuff and not share any evidence. I asked a very specific question, at least point me to the right direction so that the conversation can move forward. Like it or not, that's how it works.",False,"[165, 430]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.221113977024979e+18,1221113977024978945,597686046.0,597686046,ORIOLELM,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ORIOLELM', 'name': 'L MILLETTE', 'id': 597686046, 'id_str': '597686046', 'indices': [0, 9]}, {'screen_name': 'INSB_CNRS', 'name': 'Biologie au CNRS', 'id': 4403884169, 'id_str': '4403884169', 'indices': [10, 20]}, {'screen_name': 'CNRS', 'name': 'Centre National de la Recherche Scientifique 🌍', 'id': 143909021, 'id_str': '143909021', 'indices': [21, 26]}, {'screen_name': 'unistra', 'name': 'Univ_Strasbourg', 'id': 241983838, 'id_str': '241983838', 'indices': [27, 35]}, {'screen_name': 'ETH_en', 'name': 'ETH Zurich', 'id': 204279080, 'id_str': '204279080', 'indices': [36, 43]}, {'screen_name': 'ETH_ERDW', 'name': 'Earth Sciences @ ETH Zurich', 'id': 4912287437, 'id_str': '4912287437', 'indices': [44, 53]}, {'screen_name': 'ETH_BSSE', 'name': 'D-BSSE, ETH Zurich', 'id': 1085167001474088960, 'id_str': '1085167001474088960', 'indices': [54, 63]}, {'screen_name': 'RELabETHZ', 'name': 'RELab ETH Zurich', 'id': 794618534, 'id_str': '794618534', 'indices': [64, 74]}, {'screen_name': 'ETH_DBIOL', 'name': 'D-BIOL @ ETH Zurich', 'id': 857189795121987584, 'id_str': '857189795121987584', 'indices': [75, 85]}, {'screen_name': 'sgt_ethz', 'name': 'Structure Tectonics @ ETH Zurich', 'id': 749591084636839936, 'id_str': '749591084636839936', 'indices': [86, 95]}, {'screen_name': 'cbg_ethz', 'name': 'CBG, ETH Zurich', 'id': 1039125456086282240, 'id_str': '1039125456086282240', 'indices': [96, 105]}, {'screen_name': 'ast_eth', 'name': 'AST Lab ETH Zurich', 'id': 1147125283377618944, 'id_str': '1147125283377618944', 'indices': [106, 114]}, {'screen_name': 'bmic_eth', 'name': 'BMIC Group ETH Zurich', 'id': 933402673684074496, 'id_str': '933402673684074496', 'indices': [115, 124]}, {'screen_name': 'UCR_EP_Sci', 'name': 'UCR Earth and Planetary Sciences', 'id': 999813014541881344, 'id_str': '999813014541881344', 'indices': [125, 136]}, {'screen_name': 'UCBerkeley', 'name': 'UC Berkeley', 'id': 176932593, 'id_str': '176932593', 'indices': [137, 148]}, {'screen_name': 'JamesWKirchner', 'name': 'James Kirchner', 'id': 1015258408906313728, 'id_str': '1015258408906313728', 'indices': [149, 164]}]",[],en,recent,1565131574,1565131574,Petroplanétaire,ThesardHp,,"Ex-Thésard en géologie, post-doc précarisé, expérimentateur. Bref, la science en action! La pétrologie n'a rien à voir avec le pétrole",,[],False,12,317,0,Wed Jul 03 07:31:27 +0000 2013,232,,,False,False,323,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/378800000081281352/934b6d54c292264cdb593dc77ce85145_normal.png,https://pbs.twimg.com/profile_images/378800000081281352/934b6d54c292264cdb593dc77ce85145_normal.png,https://pbs.twimg.com/profile_banners/1565131574/1372844702,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sat Jan 25 16:44:31 +0000 2020,1221111617863155713,1221111617863155713,"@NHossain13 @MoranLabUdS @gradcscunistra @unistra @DydioLab @PSamori @NanochemistryL @nierengarten6 @GiusepponeLab Yes, note all prior experience, and no, it does not matter that you have a MSc already.",False,"[115, 202]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2210991950602445e+18,1221099195060244481,3776288354.0,3776288354,NHossain13,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'NHossain13', 'name': 'Golam Hossain', 'id': 3776288354, 'id_str': '3776288354', 'indices': [0, 11]}, {'screen_name': 'MoranLabUdS', 'name': 'Joseph Moran', 'id': 839238866439663617, 'id_str': '839238866439663617', 'indices': [12, 24]}, {'screen_name': 'gradcscunistra', 'name': 'Complex Systems Chemistry', 'id': 966590043535106048, 'id_str': '966590043535106048', 'indices': [25, 40]}, {'screen_name': 'unistra', 'name': 'Univ_Strasbourg', 'id': 241983838, 'id_str': '241983838', 'indices': [41, 49]}, {'screen_name': 'DydioLab', 'name': 'DydioLab', 'id': 1054368890904567808, 'id_str': '1054368890904567808', 'indices': [50, 59]}, {'screen_name': 'PSamori', 'name': 'Paolo Samorì', 'id': 2726308877, 'id_str': '2726308877', 'indices': [60, 68]}, {'screen_name': 'NanochemistryL', 'name': 'Nanochemistry Lab', 'id': 957998661031682048, 'id_str': '957998661031682048', 'indices': [69, 84]}, {'screen_name': 'nierengarten6', 'name': 'Nierengarten Group', 'id': 4696803032, 'id_str': '4696803032', 'indices': [85, 99]}, {'screen_name': 'GiusepponeLab', 'name': 'Giuseppone Chemistry Research Group', 'id': 1208877517492367361, 'id_str': '1208877517492367361', 'indices': [100, 114]}]",[],en,recent,591907460,591907460,Thomas Hermans 👨🏻‍🎓⌬🧲💧,Hermanslab,He/his ,"Professor in Chemistry @unistra working on dissipative self-assembly, wall-less fluidics, and chiral separation. Young Scientist @wef. Co-founder @qfluidics.",https://t.co/vV41ccxcyt,[],False,778,819,3,Sun May 27 15:25:45 +0000 2012,2064,,,True,False,611,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1101764700289880066/0hiqm-kg_normal.jpg,https://pbs.twimg.com/profile_images/1101764700289880066/0hiqm-kg_normal.jpg,https://pbs.twimg.com/profile_banners/591907460/1469107802,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/vV41ccxcyt', 'expanded_url': 'http://www.hermanslab.com', 'display_url': 'hermanslab.com', 'indices': [0, 23]}]",0701e94ee168b555,https://api.twitter.com/1.1/geo/id/0701e94ee168b555.json,city,Strasbourg,"Strasbourg, France",FR,France,[],Polygon,"[[[7.6881601, 48.4924213], [7.836256, 48.4924213], [7.836256, 48.6461915], [7.6881601, 48.6461915]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sat Jan 25 15:55:09 +0000 2020,1221099195060244481,1221099195060244481,@Hermanslab @MoranLabUdS @gradcscunistra @unistra @DydioLab @PSamori @NanochemistryL @nierengarten6 @GiusepponeLab Many thanks for assurance. I will definitely apply. BTW if I have a previous MS degree in chemistry should I mention it in application? And can it create any bad impression on my application?,False,"[115, 306]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207858107206124e+18,1220785810720612354,591907460.0,591907460,Hermanslab,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Hermanslab', 'name': 'Thomas Hermans 👨🏻\u200d🎓⌬🧲💧', 'id': 591907460, 'id_str': '591907460', 'indices': [0, 11]}, {'screen_name': 'MoranLabUdS', 'name': 'Joseph Moran', 'id': 839238866439663617, 'id_str': '839238866439663617', 'indices': [12, 24]}, {'screen_name': 'gradcscunistra', 'name': 'Complex Systems Chemistry', 'id': 966590043535106048, 'id_str': '966590043535106048', 'indices': [25, 40]}, {'screen_name': 'unistra', 'name': 'Univ_Strasbourg', 'id': 241983838, 'id_str': '241983838', 'indices': [41, 49]}, {'screen_name': 'DydioLab', 'name': 'DydioLab', 'id': 1054368890904567808, 'id_str': '1054368890904567808', 'indices': [50, 59]}, {'screen_name': 'PSamori', 'name': 'Paolo Samorì', 'id': 2726308877, 'id_str': '2726308877', 'indices': [60, 68]}, {'screen_name': 'NanochemistryL', 'name': 'Nanochemistry Lab', 'id': 957998661031682048, 'id_str': '957998661031682048', 'indices': [69, 84]}, {'screen_name': 'nierengarten6', 'name': 'Nierengarten Group', 'id': 4696803032, 'id_str': '4696803032', 'indices': [85, 99]}, {'screen_name': 'GiusepponeLab', 'name': 'Giuseppone Chemistry Research Group', 'id': 1208877517492367361, 'id_str': '1208877517492367361', 'indices': [100, 114]}]",[],en,recent,3776288354,3776288354,Golam Hossain,NHossain13,"Chittagong, Bangladesh",Searching for a MS/PhD position in supramolecular chemistry,,[],False,17,83,0,Sun Oct 04 02:13:20 +0000 2015,85,,,False,False,77,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1178359002494689280/XBY1PdXm_normal.jpg,https://pbs.twimg.com/profile_images/1178359002494689280/XBY1PdXm_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Sat Jan 25 10:29:28 +0000 2020,1221017231460618242,1221017231460618242,"@ORIOLELM @INSB_CNRS @CNRS @unistra @ETH_en @ETH_ERDW @ETH_BSSE @RELabETHZ @ETH_DBIOL @sgt_ethz @cbg_ethz @ast_eth @bmic_eth @UCR_EP_Sci @UCBerkeley @JamesWKirchner And finally, I think we drifted away a bit like America from Africa from the initial conversation. We started on the origin of water on Earth, and now we are talking about plate tectonics... This screams unnecessary multiplications of arguments",False,"[165, 409]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.221016556664238e+18,1221016556664238080,1565131574.0,1565131574,ThesardHp,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ORIOLELM', 'name': 'L MILLETTE', 'id': 597686046, 'id_str': '597686046', 'indices': [0, 9]}, {'screen_name': 'INSB_CNRS', 'name': 'Biologie au CNRS', 'id': 4403884169, 'id_str': '4403884169', 'indices': [10, 20]}, {'screen_name': 'CNRS', 'name': 'Centre National de la Recherche Scientifique 🌍', 'id': 143909021, 'id_str': '143909021', 'indices': [21, 26]}, {'screen_name': 'unistra', 'name': 'Univ_Strasbourg', 'id': 241983838, 'id_str': '241983838', 'indices': [27, 35]}, {'screen_name': 'ETH_en', 'name': 'ETH Zurich', 'id': 204279080, 'id_str': '204279080', 'indices': [36, 43]}, {'screen_name': 'ETH_ERDW', 'name': 'Earth Sciences @ ETH Zurich', 'id': 4912287437, 'id_str': '4912287437', 'indices': [44, 53]}, {'screen_name': 'ETH_BSSE', 'name': 'D-BSSE, ETH Zurich', 'id': 1085167001474088960, 'id_str': '1085167001474088960', 'indices': [54, 63]}, {'screen_name': 'RELabETHZ', 'name': 'RELab ETH Zurich', 'id': 794618534, 'id_str': '794618534', 'indices': [64, 74]}, {'screen_name': 'ETH_DBIOL', 'name': 'D-BIOL @ ETH Zurich', 'id': 857189795121987584, 'id_str': '857189795121987584', 'indices': [75, 85]}, {'screen_name': 'sgt_ethz', 'name': 'Structure Tectonics @ ETH Zurich', 'id': 749591084636839936, 'id_str': '749591084636839936', 'indices': [86, 95]}, {'screen_name': 'cbg_ethz', 'name': 'CBG, ETH Zurich', 'id': 1039125456086282240, 'id_str': '1039125456086282240', 'indices': [96, 105]}, {'screen_name': 'ast_eth', 'name': 'AST Lab ETH Zurich', 'id': 1147125283377618944, 'id_str': '1147125283377618944', 'indices': [106, 114]}, {'screen_name': 'bmic_eth', 'name': 'BMIC Group ETH Zurich', 'id': 933402673684074496, 'id_str': '933402673684074496', 'indices': [115, 124]}, {'screen_name': 'UCR_EP_Sci', 'name': 'UCR Earth and Planetary Sciences', 'id': 999813014541881344, 'id_str': '999813014541881344', 'indices': [125, 136]}, {'screen_name': 'UCBerkeley', 'name': 'UC Berkeley', 'id': 176932593, 'id_str': '176932593', 'indices': [137, 148]}, {'screen_name': 'JamesWKirchner', 'name': 'James Kirchner', 'id': 1015258408906313728, 'id_str': '1015258408906313728', 'indices': [149, 164]}]",[],en,recent,1565131574,1565131574,Petroplanétaire,ThesardHp,,"Ex-Thésard en géologie, post-doc précarisé, expérimentateur. Bref, la science en action! La pétrologie n'a rien à voir avec le pétrole",,[],False,12,317,0,Wed Jul 03 07:31:27 +0000 2013,232,,,False,False,323,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/378800000081281352/934b6d54c292264cdb593dc77ce85145_normal.png,https://pbs.twimg.com/profile_images/378800000081281352/934b6d54c292264cdb593dc77ce85145_normal.png,https://pbs.twimg.com/profile_banners/1565131574/1372844702,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sat Jan 25 10:24:53 +0000 2020,1221016078215798784,1221016078215798784,@ORIOLELM @INSB_CNRS @CNRS @unistra @ETH_en @ETH_ERDW @ETH_BSSE @RELabETHZ @ETH_DBIOL @sgt_ethz @cbg_ethz @ast_eth @bmic_eth @UCR_EP_Sci @UCBerkeley @JamesWKirchner And secondly I am still not clear on how the impact (which last seconds) will trigger a move that last several millions years. The mechanism is important,False,"[165, 318]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2210157886325965e+18,1221015788632596485,1565131574.0,1565131574,ThesardHp,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ORIOLELM', 'name': 'L MILLETTE', 'id': 597686046, 'id_str': '597686046', 'indices': [0, 9]}, {'screen_name': 'INSB_CNRS', 'name': 'Biologie au CNRS', 'id': 4403884169, 'id_str': '4403884169', 'indices': [10, 20]}, {'screen_name': 'CNRS', 'name': 'Centre National de la Recherche Scientifique 🌍', 'id': 143909021, 'id_str': '143909021', 'indices': [21, 26]}, {'screen_name': 'unistra', 'name': 'Univ_Strasbourg', 'id': 241983838, 'id_str': '241983838', 'indices': [27, 35]}, {'screen_name': 'ETH_en', 'name': 'ETH Zurich', 'id': 204279080, 'id_str': '204279080', 'indices': [36, 43]}, {'screen_name': 'ETH_ERDW', 'name': 'Earth Sciences @ ETH Zurich', 'id': 4912287437, 'id_str': '4912287437', 'indices': [44, 53]}, {'screen_name': 'ETH_BSSE', 'name': 'D-BSSE, ETH Zurich', 'id': 1085167001474088960, 'id_str': '1085167001474088960', 'indices': [54, 63]}, {'screen_name': 'RELabETHZ', 'name': 'RELab ETH Zurich', 'id': 794618534, 'id_str': '794618534', 'indices': [64, 74]}, {'screen_name': 'ETH_DBIOL', 'name': 'D-BIOL @ ETH Zurich', 'id': 857189795121987584, 'id_str': '857189795121987584', 'indices': [75, 85]}, {'screen_name': 'sgt_ethz', 'name': 'Structure Tectonics @ ETH Zurich', 'id': 749591084636839936, 'id_str': '749591084636839936', 'indices': [86, 95]}, {'screen_name': 'cbg_ethz', 'name': 'CBG, ETH Zurich', 'id': 1039125456086282240, 'id_str': '1039125456086282240', 'indices': [96, 105]}, {'screen_name': 'ast_eth', 'name': 'AST Lab ETH Zurich', 'id': 1147125283377618944, 'id_str': '1147125283377618944', 'indices': [106, 114]}, {'screen_name': 'bmic_eth', 'name': 'BMIC Group ETH Zurich', 'id': 933402673684074496, 'id_str': '933402673684074496', 'indices': [115, 124]}, {'screen_name': 'UCR_EP_Sci', 'name': 'UCR Earth and Planetary Sciences', 'id': 999813014541881344, 'id_str': '999813014541881344', 'indices': [125, 136]}, {'screen_name': 'UCBerkeley', 'name': 'UC Berkeley', 'id': 176932593, 'id_str': '176932593', 'indices': [137, 148]}, {'screen_name': 'JamesWKirchner', 'name': 'James Kirchner', 'id': 1015258408906313728, 'id_str': '1015258408906313728', 'indices': [149, 164]}]",[],en,recent,1565131574,1565131574,Petroplanétaire,ThesardHp,,"Ex-Thésard en géologie, post-doc précarisé, expérimentateur. Bref, la science en action! La pétrologie n'a rien à voir avec le pétrole",,[],False,12,317,0,Wed Jul 03 07:31:27 +0000 2013,232,,,False,False,323,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/378800000081281352/934b6d54c292264cdb593dc77ce85145_normal.png,https://pbs.twimg.com/profile_images/378800000081281352/934b6d54c292264cdb593dc77ce85145_normal.png,https://pbs.twimg.com/profile_banners/1565131574/1372844702,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sat Jan 25 10:23:44 +0000 2020,1221015788632596485,1221015788632596485,@ORIOLELM @INSB_CNRS @CNRS @unistra @ETH_en @ETH_ERDW @ETH_BSSE @RELabETHZ @ETH_DBIOL @sgt_ethz @cbg_ethz @ast_eth @bmic_eth @UCR_EP_Sci @UCBerkeley @JamesWKirchner Saying it in all caps doesn't mean its true. Let's admit its true. We should see typical features of large impacts such as shocked quartz and brecciated rocks in the area of the impact. Do we have that for Africa and India ?,False,"[165, 389]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2209929610449797e+18,1220992961044979712,597686046.0,597686046,ORIOLELM,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ORIOLELM', 'name': 'L MILLETTE', 'id': 597686046, 'id_str': '597686046', 'indices': [0, 9]}, {'screen_name': 'INSB_CNRS', 'name': 'Biologie au CNRS', 'id': 4403884169, 'id_str': '4403884169', 'indices': [10, 20]}, {'screen_name': 'CNRS', 'name': 'Centre National de la Recherche Scientifique 🌍', 'id': 143909021, 'id_str': '143909021', 'indices': [21, 26]}, {'screen_name': 'unistra', 'name': 'Univ_Strasbourg', 'id': 241983838, 'id_str': '241983838', 'indices': [27, 35]}, {'screen_name': 'ETH_en', 'name': 'ETH Zurich', 'id': 204279080, 'id_str': '204279080', 'indices': [36, 43]}, {'screen_name': 'ETH_ERDW', 'name': 'Earth Sciences @ ETH Zurich', 'id': 4912287437, 'id_str': '4912287437', 'indices': [44, 53]}, {'screen_name': 'ETH_BSSE', 'name': 'D-BSSE, ETH Zurich', 'id': 1085167001474088960, 'id_str': '1085167001474088960', 'indices': [54, 63]}, {'screen_name': 'RELabETHZ', 'name': 'RELab ETH Zurich', 'id': 794618534, 'id_str': '794618534', 'indices': [64, 74]}, {'screen_name': 'ETH_DBIOL', 'name': 'D-BIOL @ ETH Zurich', 'id': 857189795121987584, 'id_str': '857189795121987584', 'indices': [75, 85]}, {'screen_name': 'sgt_ethz', 'name': 'Structure Tectonics @ ETH Zurich', 'id': 749591084636839936, 'id_str': '749591084636839936', 'indices': [86, 95]}, {'screen_name': 'cbg_ethz', 'name': 'CBG, ETH Zurich', 'id': 1039125456086282240, 'id_str': '1039125456086282240', 'indices': [96, 105]}, {'screen_name': 'ast_eth', 'name': 'AST Lab ETH Zurich', 'id': 1147125283377618944, 'id_str': '1147125283377618944', 'indices': [106, 114]}, {'screen_name': 'bmic_eth', 'name': 'BMIC Group ETH Zurich', 'id': 933402673684074496, 'id_str': '933402673684074496', 'indices': [115, 124]}, {'screen_name': 'UCR_EP_Sci', 'name': 'UCR Earth and Planetary Sciences', 'id': 999813014541881344, 'id_str': '999813014541881344', 'indices': [125, 136]}, {'screen_name': 'UCBerkeley', 'name': 'UC Berkeley', 'id': 176932593, 'id_str': '176932593', 'indices': [137, 148]}, {'screen_name': 'JamesWKirchner', 'name': 'James Kirchner', 'id': 1015258408906313728, 'id_str': '1015258408906313728', 'indices': [149, 164]}]",[],en,recent,1565131574,1565131574,Petroplanétaire,ThesardHp,,"Ex-Thésard en géologie, post-doc précarisé, expérimentateur. Bref, la science en action! La pétrologie n'a rien à voir avec le pétrole",,[],False,12,317,0,Wed Jul 03 07:31:27 +0000 2013,232,,,False,False,323,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/378800000081281352/934b6d54c292264cdb593dc77ce85145_normal.png,https://pbs.twimg.com/profile_images/378800000081281352/934b6d54c292264cdb593dc77ce85145_normal.png,https://pbs.twimg.com/profile_banners/1565131574/1372844702,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
