,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
0,Sat Jan 25 00:01:13 +0000 2020,1220859127741718528,1220859127741718528,@FaciolaLab @unevadareno @NSF @UF @UFCALS @uf_ansci @UFExplore Sounds like promising research - keep us posted!,False,"[63, 111]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1220852404704272384,1220852404704272384,888224059984461828,888224059984461828,FaciolaLab,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'FaciolaLab', 'name': 'Faciola Lab', 'id': 888224059984461828, 'id_str': '888224059984461828', 'indices': [0, 11]}, {'screen_name': 'unevadareno', 'name': 'Univ. of Nevada Reno', 'id': 25580902, 'id_str': '25580902', 'indices': [12, 24]}, {'screen_name': 'NSF', 'name': 'National Science Foundation', 'id': 16245822, 'id_str': '16245822', 'indices': [25, 29]}, {'screen_name': 'UF', 'name': 'FLORIDA', 'id': 44168607, 'id_str': '44168607', 'indices': [30, 33]}, {'screen_name': 'UFCALS', 'name': 'UF/IFAS College of Agricultural and Life Sciences', 'id': 300395107, 'id_str': '300395107', 'indices': [34, 41]}, {'screen_name': 'uf_ansci', 'name': 'UF IFAS Animal Sciences Dept.', 'id': 1164885662169833472, 'id_str': '1164885662169833472', 'indices': [42, 51]}, {'screen_name': 'UFExplore', 'name': 'UF Research News', 'id': 103072142, 'id_str': '103072142', 'indices': [52, 62]}]",[],en,recent,361385033,361385033,UF IFAS Solutions,UF_IFAS,"Gainesville, Florida",@UF's Institute of Food and Agricultural Sciences (UF/IFAS) | https://t.co/VHw3dmmfrp | https://t.co/7xBUYygpmY,https://t.co/fNxB6rl8Pg,"[{'url': 'https://t.co/fNxB6rl8Pg', 'expanded_url': 'http://ifas.ufl.edu/', 'display_url': 'ifas.ufl.edu', 'indices': [0, 23]}]","[{'url': 'https://t.co/VHw3dmmfrp', 'expanded_url': 'http://fb.me/ufifasnews', 'display_url': 'fb.me/ufifasnews', 'indices': [62, 85]}, {'url': 'https://t.co/7xBUYygpmY', 'expanded_url': 'http://instagram.com/ufifas_solutions', 'display_url': 'instagram.com/ufifas_solutio…', 'indices': [88, 111]}]",False,8316,1833,229,Wed Aug 24 18:14:18 +0000 2011,8252,,,True,True,20414,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/983423586953150464/P3QrBss-_normal.jpg,https://pbs.twimg.com/profile_images/983423586953150464/P3QrBss-_normal.jpg,https://pbs.twimg.com/profile_banners/361385033/1551294205,0021A5,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,
9,Thu Jan 23 13:58:28 +0000 2020,1220345053144604672,1220345053144604672,@ZelalemBogale @unevadareno Hey I know those three! Good game to watch hope y’all had a good time! Go Pack!,False,"[28, 107]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1220236959089512448,1220236959089512448,1967033671,1967033671,ZelalemBogale,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ZelalemBogale', 'name': '🙏🏾 seer of better 🙏🏾', 'id': 1967033671, 'id_str': '1967033671', 'indices': [0, 14]}, {'screen_name': 'unevadareno', 'name': 'Univ. of Nevada Reno', 'id': 25580902, 'id_str': '25580902', 'indices': [15, 27]}]",[],en,recent,59602063,59602063,Matthew Ochs,MisterOchs,"Reno, NV",Teacher of #apush. Lindsay's husband & Micah's dad. 2019 Nevada Teacher of the Year Finalist. @nevadahoops alum. Coach @renohoops. Literacy #phd student.,,,[],False,1671,2323,59,Thu Jul 23 22:00:29 +0000 2009,4216,,,True,False,11436,,False,False,False,8B542B,http://abs.twimg.com/images/themes/theme8/bg.gif,https://abs.twimg.com/images/themes/theme8/bg.gif,True,http://pbs.twimg.com/profile_images/848973992920666112/HFthuDda_normal.jpg,https://pbs.twimg.com/profile_images/848973992920666112/HFthuDda_normal.jpg,https://pbs.twimg.com/profile_banners/59602063/1393853771,9D582E,D9B17E,EADEAA,333333,True,True,False,False,False,False,False,none,4b25aded08900fd8,https://api.twitter.com/1.1/geo/id/4b25aded08900fd8.json,city,Reno,"Reno, NV",US,United States,[],Polygon,"[[[-119.953849, 39.350749], [-119.700515, 39.350749], [-119.700515, 39.674123], [-119.953849, 39.674123]]]"
12,Thu Jan 23 03:03:37 +0000 2020,1220180254896975872,1220180254896975872,"@unevadareno Best wishes for a successful semester, students!",False,"[13, 61]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1219703468061069315,1219703468061069315,25580902,25580902,unevadareno,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'unevadareno', 'name': 'Univ. of Nevada Reno', 'id': 25580902, 'id_str': '25580902', 'indices': [0, 12]}]",[],en,recent,1921226696,1921226696,Fulfillment Fund LV,ffundlasvegas,"Las Vegas, NV",Nonprofit organization working to make college a reality for students growing up in Clark County’s educationally and economically under-resourced communities.,https://t.co/tEIlwZoveK,"[{'url': 'https://t.co/tEIlwZoveK', 'expanded_url': 'https://www.nvenergy.com/POG', 'display_url': 'nvenergy.com/POG', 'indices': [0, 23]}]",[],False,764,1356,6,Mon Sep 30 20:31:09 +0000 2013,621,,,True,False,866,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/414102255969632256/tjOMKfCE_normal.jpeg,https://pbs.twimg.com/profile_images/414102255969632256/tjOMKfCE_normal.jpeg,https://pbs.twimg.com/profile_banners/1921226696/1552955791,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,
27,Sun Jan 19 18:38:05 +0000 2020,1218965868580786177,1218965868580786177,@Airbornedad173 @unevadareno @NevadaFootball @NevadaWolfPack I'm sure we would keep both football and basketball rivalry as an optional game,False,"[61, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1218667665813696512,1218667665813696512,1058842572162908165,1058842572162908165,Airbornedad173,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Airbornedad173', 'name': 'Robert Nixon', 'id': 1058842572162908165, 'id_str': '1058842572162908165', 'indices': [0, 15]}, {'screen_name': 'unevadareno', 'name': 'Univ. of Nevada Reno', 'id': 25580902, 'id_str': '25580902', 'indices': [16, 28]}, {'screen_name': 'NevadaFootball', 'name': 'Nevada Football', 'id': 63895081, 'id_str': '63895081', 'indices': [29, 44]}, {'screen_name': 'NevadaWolfPack', 'name': 'Nevada Wolf Pack', 'id': 21315510, 'id_str': '21315510', 'indices': [45, 60]}]",[],en,recent,2986134178,2986134178,UNLVRebelGrl,UNLVRebelGrl,"Henderson, NV","Originally from the Chicagoland area UNLV Alum '87, UNLV Rebels, Chicago Bears, Blackhawks, Cubs, and Bulls fan.",,,[],False,692,1560,15,Mon Jan 19 17:50:07 +0000 2015,43006,,,True,False,77593,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/571421709060673536/ESDBvws3_normal.jpeg,https://pbs.twimg.com/profile_images/571421709060673536/ESDBvws3_normal.jpeg,,DD2E44,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,
