,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.scopes.followers,retweeted_status.lang,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
62,Fri Jan 24 00:44:48 +0000 2020,1220507707817545734,1220507707817545734,"@Teresa_Mackin @UWMadison Ah the Majestic, saw a midnight movie there way back in the day of my undergrad years at UW.",False,"[26, 118]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220357344820912e+18,1220357344820912129,61947699.0,61947699,Teresa_Mackin,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Teresa_Mackin', 'name': 'Teresa Mackin', 'id': 61947699, 'id_str': '61947699', 'indices': [0, 14]}, {'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [15, 25]}]",[],en,recent,47964196,47964196,Kurt Sagendorph,ksagendo,"Alpharetta, GA","Wisconsin Badger alumni and fan
Detroit pro team fan
Mortgage banking and financial professional",,,[],False,34,82,0,Wed Jun 17 13:45:42 +0000 2009,803,,,True,False,805,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/781480360/KHS_normal.jpg,https://pbs.twimg.com/profile_images/781480360/KHS_normal.jpg,https://pbs.twimg.com/profile_banners/47964196/1521987122,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Fri Jan 24 00:24:44 +0000 2020,1220502660811378689,1220502660811378689,"Talke a run to picnic point ... this spring. Go to Vilas Zoo. @UWMadison campus is magical. Hang out on State Street. Stroll through the Arboretum ... if it weren’t January. (It’s 77 in Pasadena today, btw.) I ❤️ Madison.",False,"[0, 221]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2205015744866468e+18,1220501574486646784,1445083363.0,1445083363,spencerfluhman,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [62, 72]}]",[],en,recent,1445083363,1445083363,J. Spencer Fluhman,spencerfluhman,"Provo, UT",Visiting Professor @UCSBReligion (2020) | Executive Director @MI_BYU | Associate Professor @BYU | Author: A Peculiar People (@UNCPressblog) | Ph.D. @UWMadison,https://t.co/KFxQ0U840I,"[{'url': 'https://t.co/KFxQ0U840I', 'expanded_url': 'http://mi.byu.edu', 'display_url': 'mi.byu.edu', 'indices': [0, 23]}]",[],False,2285,95,48,Tue May 21 00:05:50 +0000 2013,23700,,,True,False,8704,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/443084498192699392/xK2f9_nK_normal.jpeg,https://pbs.twimg.com/profile_images/443084498192699392/xK2f9_nK_normal.jpeg,https://pbs.twimg.com/profile_banners/1445083363/1515445085,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,10de09f288b1665c,https://api.twitter.com/1.1/geo/id/10de09f288b1665c.json,city,Pasadena,"Pasadena, CA",US,United States,[],Polygon,"[[[-118.198346, 34.117025], [-118.065582, 34.117025], [-118.065582, 34.237595], [-118.198346, 34.237595]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Thu Jan 23 23:21:06 +0000 2020,1220486645004341248,1220486645004341248,Fantastic talk from @CramerLab at @UWMadison on regulatory mechanisms of eukaryotic transcription. Beautiful cryo-EM structures and important regulatory implications for polymerase pausing. 🧬🧬,False,"[0, 192]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'CramerLab', 'name': 'Cramer Laboratory', 'id': 855826908457697281, 'id_str': '855826908457697281', 'indices': [20, 30]}, {'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [34, 44]}]",[],en,recent,935353440800264193,935353440800264193,Andrew Lynch,AndrewLynchBio,"Madison, WI",PhD student studying chromosomal instability and #aneuploidy in human cancer at @UWCarbone. Opinions are my own. 🔬🧬🥼🦠🧪📊,https://t.co/fpYv5L0Gnb,"[{'url': 'https://t.co/fpYv5L0Gnb', 'expanded_url': 'https://andrewrlynch.github.io', 'display_url': 'andrewrlynch.github.io', 'indices': [0, 23]}]",[],False,52,380,0,Tue Nov 28 03:43:33 +0000 2017,417,,,False,False,106,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1101304824006610945/ou0-iBoe_normal.jpg,https://pbs.twimg.com/profile_images/1101304824006610945/ou0-iBoe_normal.jpg,https://pbs.twimg.com/profile_banners/935353440800264193/1551406203,FF691F,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Thu Jan 23 22:19:26 +0000 2020,1220471127895613441,1220471127895613441,Congrats to the brilliant and awesome @kidolopez for winning a Distingished Teaching Award at @UWMadison! I had the pleasure of being in her MTLE (Madison Teaching and Learing Excellence) cohort and have shamelessly stolen from her ever since.,False,"[0, 243]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,5,False,False,en,[],[],"[{'screen_name': 'kidolopez', 'name': 'Lori', 'id': 134204647, 'id_str': '134204647', 'indices': [38, 48]}, {'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [94, 104]}]",[],en,recent,138460384,138460384,Mike Wagner,prowag,"WI viaSD,ROK,MN,NE,IL,IN,DE,NE","Beloved political scientist, Minnesotan. Professor of Journalism & Mass Comm. at UW-Madison. Editor of Forum section of Political Communication.",https://t.co/mUpMBe91r7,"[{'url': 'https://t.co/mUpMBe91r7', 'expanded_url': 'http://prowag.wordpress.com', 'display_url': 'prowag.wordpress.com', 'indices': [0, 23]}]",[],False,5429,4304,196,Thu Apr 29 16:12:49 +0000 2010,44321,,,True,False,36362,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1034300370548228096/cETBiIhN_normal.jpg,https://pbs.twimg.com/profile_images/1034300370548228096/cETBiIhN_normal.jpg,https://pbs.twimg.com/profile_banners/138460384/1354638512,0084B4,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,7dc5c6d3bfb10ccc,https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json,admin,Wisconsin,"Wisconsin, USA",US,United States,[],Polygon,"[[[-92.889433, 42.491921], [-86.24955, 42.491921], [-86.24955, 47.309715], [-92.889433, 47.309715]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Thu Jan 23 19:47:45 +0000 2020,1220432952653418496,1220432952653418496,@kellyperil @UWMadison @UW_LSC this would be good for one of our students!,False,"[23, 74]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2204266315647263e+18,1220426631564726277,291486075.0,291486075,kellyperil,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'kellyperil', 'name': 'Kelly 🧫📝 Tyrrell', 'id': 291486075, 'id_str': '291486075', 'indices': [0, 11]}, {'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [12, 22]}, {'screen_name': 'UW_LSC', 'name': 'UW-Madison LSC', 'id': 163460542, 'id_str': '163460542', 'indices': [23, 30]}]",[],en,recent,24397834,24397834,dominique brossard,brossardd,"madison, wi, usa","professor and chair, @UW_LSC / @UWMadison  --  all views expressed are mine and retweets aren't endorsements. #scicomm #riskcomm",http://t.co/NKlvuYbvl1,"[{'url': 'http://t.co/NKlvuYbvl1', 'expanded_url': 'http://scimep.wisc.edu/', 'display_url': 'scimep.wisc.edu', 'indices': [0, 22]}]",[],False,3900,1759,199,Sat Mar 14 17:18:23 +0000 2009,9712,,,True,True,6286,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/434352179550248961/4PuLyG07_normal.jpeg,https://pbs.twimg.com/profile_images/434352179550248961/4PuLyG07_normal.jpeg,https://pbs.twimg.com/profile_banners/24397834/1398447004,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Thu Jan 23 19:21:22 +0000 2020,1220426316186628096,1220426316186628096,"@brossardd @UWMadison @UW_LSC That's fantastic news, and I figured things would continue to change!",False,"[30, 99]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2204208823986627e+18,1220420882398662656,24397834.0,24397834,brossardd,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'brossardd', 'name': 'dominique brossard', 'id': 24397834, 'id_str': '24397834', 'indices': [0, 10]}, {'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [11, 21]}, {'screen_name': 'UW_LSC', 'name': 'UW-Madison LSC', 'id': 163460542, 'id_str': '163460542', 'indices': [22, 29]}]",[],en,recent,196280212,196280212,Karl Haro von Mogel,KarlHvM,"Riverside, CA","Ph.D. in Plant Genetics and SciComm, Postdoctoral Scholar at UCR, Science & Media Director of https://t.co/ftdN7tukvG, & maker of awesome shirts. Tweets = mine.",http://t.co/oKl4fgpTvH,"[{'url': 'http://t.co/oKl4fgpTvH', 'expanded_url': 'http://www.biofortified.org', 'display_url': 'biofortified.org', 'indices': [0, 22]}]","[{'url': 'https://t.co/ftdN7tukvG', 'expanded_url': 'http://biofortified.org', 'display_url': 'biofortified.org', 'indices': [94, 117]}]",False,3703,203,142,Tue Sep 28 19:15:28 +0000 2010,1894,,,True,False,14673,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/981969058575761408/8jsGqwKa_normal.jpg,https://pbs.twimg.com/profile_images/981969058575761408/8jsGqwKa_normal.jpg,https://pbs.twimg.com/profile_banners/196280212/1576360302,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Thu Jan 23 17:08:16 +0000 2020,1220392818910416896,1220392818910416896,"@KatiePekel @ehanford @UWMadison @markseidenberg Thanks for sharing this, I'm reading @markseidenberg 's book right now. This is a really important issue to get right now that it's being so publicly debated. I'm grateful for @ehanford and her reporting on this.",False,"[49, 261]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2185245667268567e+18,1218524566726856711,1363033374.0,1363033374,KatiePekel,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'KatiePekel', 'name': 'Katie Pekel', 'id': 1363033374, 'id_str': '1363033374', 'indices': [0, 11]}, {'screen_name': 'ehanford', 'name': 'Emily Hanford', 'id': 16184557, 'id_str': '16184557', 'indices': [12, 21]}, {'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [22, 32]}, {'screen_name': 'markseidenberg', 'name': 'Mark Seidenberg', 'id': 24035606, 'id_str': '24035606', 'indices': [33, 48]}, {'screen_name': 'markseidenberg', 'name': 'Mark Seidenberg', 'id': 24035606, 'id_str': '24035606', 'indices': [86, 101]}, {'screen_name': 'ehanford', 'name': 'Emily Hanford', 'id': 16184557, 'id_str': '16184557', 'indices': [225, 234]}]",[],en,recent,29472944,29472944,Thomas Anderson,andthom,"Minneapolis, MN","Husband/Dad. Research/Assess. Coordinator. History Teacher. All students deserve high quality culturally affirming, anti-racist schools. Love God & neighbor.",,,[],False,99,246,0,Tue Apr 07 15:41:36 +0000 2009,410,,,False,False,310,,False,False,False,849A86,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/1220594471106174976/BHci39Ej_normal.jpg,https://pbs.twimg.com/profile_images/1220594471106174976/BHci39Ej_normal.jpg,https://pbs.twimg.com/profile_banners/29472944/1574444323,325562,111213,8C9097,603A15,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Thu Jan 23 16:38:43 +0000 2020,1220385384216948736,1220385384216948736,"RT @LindaT_G: Today is truly a sad day for the academic world of African Studies.  Prof  Crawford Young passed away.  We lost an icon, a re…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,14,0,False,False,en,[],[],"[{'screen_name': 'LindaT_G', 'name': 'Linda Thomas-Greenfield', 'id': 737402868076969984, 'id_str': '737402868076969984', 'indices': [3, 12]}]",[],en,recent,323564484,323564484,Claire Adida,ClaireAdida,"La Jolla, CA","ucsd polisci faculty: migration, exclusion. loves clever ID strategies. American when in France. French when in US. RTs indicate interest only. she/her.",https://t.co/En0X3cqANP,"[{'url': 'https://t.co/En0X3cqANP', 'expanded_url': 'http://claire.adida.net', 'display_url': 'claire.adida.net', 'indices': [0, 23]}]",[],False,3818,1510,128,Sat Jun 25 01:39:58 +0000 2011,18352,,,True,False,13369,,False,False,False,C6E2EE,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/1164125566993391616/jIIAfwUb_normal.jpg,https://pbs.twimg.com/profile_images/1164125566993391616/jIIAfwUb_normal.jpg,https://pbs.twimg.com/profile_banners/323564484/1402031340,1F98C7,C6E2EE,DAECF4,663B12,True,False,False,False,False,False,False,none,,,,,,,,,,,Wed Jan 22 23:37:31 +0000 2020,1.2201283900590367e+18,1220128390059036672,"Today is truly a sad day for the academic world of African Studies.  Prof  Crawford Young passed away.  We lost an icon, a remarkable academic, prolific writer, a friend and father figure for @UWMadison African studies students from the 1960s to 2020.  He will be missed. RIP.",False,"[0, 276]",[],[],"[{'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [192, 202]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,7.3740286807697e+17,737402868076969984,Linda Thomas-Greenfield,LindaT_G,"Virginia, USA","@ASG Africa practice. Former A/S @State for #Africa & Amb to #Liberia. Leader, mentor, speaker. #Louisiana, Cook, mother, wife, grandma. @LSU ‘74 @Alight 💪🏿",https://t.co/IgYjfyoQWv,"[{'url': 'https://t.co/IgYjfyoQWv', 'expanded_url': 'http://www.albrightstonebridge.com', 'display_url': 'albrightstonebridge.com', 'indices': [0, 23]}]",[],False,2701.0,225.0,10.0,Mon May 30 21:58:38 +0000 2016,1529.0,,,False,False,1577.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/920451649625313281/JlJ-FZkJ_normal.jpg,https://pbs.twimg.com/profile_images/920451649625313281/JlJ-FZkJ_normal.jpg,https://pbs.twimg.com/profile_banners/737402868076969984/1543731965,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,14.0,56.0,False,False,,en,,,,,,,,,,
89,Thu Jan 23 16:34:27 +0000 2020,1220384310521483266,1220384310521483266,@mwisniewski @UWMadison Thank you so much!!!,False,"[24, 44]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.220359931414696e+18,1220359931414695936,11404682.0,11404682,mwisniewski,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'mwisniewski', 'name': 'Matthew Wisniewski', 'id': 11404682, 'id_str': '11404682', 'indices': [0, 12]}, {'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [13, 23]}]",[],en,recent,10425902,10425902,Katy Culver,kbculver,"Madison, Wisconsin, USA","I riff on digital media, ethics, law, journalism & public comm as director @uwjournethics, ethics chair & prof @UWMadison @uw_sjmc & visiting teacher @poynter",,,[],False,3422,1281,269,Tue Nov 20 22:31:55 +0000 2007,5620,,,False,False,8952,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/39935282/ellie_normal.jpg,https://pbs.twimg.com/profile_images/39935282/ellie_normal.jpg,https://pbs.twimg.com/profile_banners/10425902/1400699254,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Thu Jan 23 16:21:56 +0000 2020,1220381159189884931,1220381159189884931,"RT @LindaT_G: Today is truly a sad day for the academic world of African Studies.  Prof  Crawford Young passed away.  We lost an icon, a re…",False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,14,0,False,False,en,[],[],"[{'screen_name': 'LindaT_G', 'name': 'Linda Thomas-Greenfield', 'id': 737402868076969984, 'id_str': '737402868076969984', 'indices': [3, 12]}]",[],en,recent,18707579,18707579,lloydletta,lloydletta,"Minneapolis, MN",Political/Science blogger and cat fancier,http://t.co/eJtP6hsH29,"[{'url': 'http://t.co/eJtP6hsH29', 'expanded_url': 'http://lloydletta.blogspot.com', 'display_url': 'lloydletta.blogspot.com', 'indices': [0, 22]}]",[],False,286,542,16,Wed Jan 07 02:51:51 +0000 2009,90,,,True,False,5328,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/823300897123901440/QvQxnwKG_normal.jpg,https://pbs.twimg.com/profile_images/823300897123901440/QvQxnwKG_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,Wed Jan 22 23:37:31 +0000 2020,1.2201283900590367e+18,1220128390059036672,"Today is truly a sad day for the academic world of African Studies.  Prof  Crawford Young passed away.  We lost an icon, a remarkable academic, prolific writer, a friend and father figure for @UWMadison African studies students from the 1960s to 2020.  He will be missed. RIP.",False,"[0, 276]",[],[],"[{'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [192, 202]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,7.3740286807697e+17,737402868076969984,Linda Thomas-Greenfield,LindaT_G,"Virginia, USA","@ASG Africa practice. Former A/S @State for #Africa & Amb to #Liberia. Leader, mentor, speaker. #Louisiana, Cook, mother, wife, grandma. @LSU ‘74 @Alight 💪🏿",https://t.co/IgYjfyoQWv,"[{'url': 'https://t.co/IgYjfyoQWv', 'expanded_url': 'http://www.albrightstonebridge.com', 'display_url': 'albrightstonebridge.com', 'indices': [0, 23]}]",[],False,2701.0,225.0,10.0,Mon May 30 21:58:38 +0000 2016,1529.0,,,False,False,1577.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/920451649625313281/JlJ-FZkJ_normal.jpg,https://pbs.twimg.com/profile_images/920451649625313281/JlJ-FZkJ_normal.jpg,https://pbs.twimg.com/profile_banners/737402868076969984/1543731965,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,14.0,56.0,False,False,,en,,,,,,,,,,
93,Thu Jan 23 16:21:46 +0000 2020,1220381115136999425,1220381115136999425,@badgers_united @UWMadison Can you point me to the source for these figures comparing UW Madison graduates to the national average?,False,"[27, 131]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2201760551027343e+18,1220176055102734336,1.1305656704905175e+18,1130565670490517508,badgers_united,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'badgers_united', 'name': 'Badgers United', 'id': 1130565670490517508, 'id_str': '1130565670490517508', 'indices': [0, 15]}, {'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [16, 26]}]",[],en,recent,923994670841044992,923994670841044992,Tamarine Cornelius,Tamarine608,"Madison, WI",Analyst at @WiBudgetProject and @KidsForwardWI. Fiscal issues | data science | running | #thisismycrew,,,[],False,685,577,10,Fri Oct 27 19:27:51 +0000 2017,2814,,,True,False,1900,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1156576372808212483/-8fE5F0q_normal.jpg,https://pbs.twimg.com/profile_images/1156576372808212483/-8fE5F0q_normal.jpg,https://pbs.twimg.com/profile_banners/923994670841044992/1509133618,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Thu Jan 23 14:58:29 +0000 2020,1220360157680558080,1220360157680558080,"@BluzPower @UWMadison The National Weather Service refers to ""normals"" that are a rolling 30-year average that resets each decade. Right now, that's 1981-2010. Next year, it'll be 1991-2020.",False,"[22, 190]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.2200965419579884e+18,1220096541957988352,39332616.0,39332616,BluzPower,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'BluzPower', 'name': 'superdave', 'id': 39332616, 'id_str': '39332616', 'indices': [0, 10]}, {'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [11, 21]}]",[],en,recent,112838571,112838571,UW–Madison Science,UWMadScience,"Madison, Wis.","Science and research news from the University of Wisconsin-Madison. For more, visit our blog: https://t.co/OMRiiQ7Qer",https://t.co/9XEZJSCyvm,"[{'url': 'https://t.co/9XEZJSCyvm', 'expanded_url': 'http://www.news.wisc.edu/', 'display_url': 'news.wisc.edu', 'indices': [0, 23]}]","[{'url': 'https://t.co/OMRiiQ7Qer', 'expanded_url': 'https://uwmadscience.news.wisc.edu/', 'display_url': 'uwmadscience.news.wisc.edu', 'indices': [94, 117]}]",False,10284,2051,337,Tue Feb 09 21:44:02 +0000 2010,1283,,,False,True,9130,,False,False,False,B70101,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/872515191770030080/88aAcRId_normal.jpg,https://pbs.twimg.com/profile_images/872515191770030080/88aAcRId_normal.jpg,https://pbs.twimg.com/profile_banners/112838571/1477427537,B70101,BEA682,D6C1A0,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
