,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.scopes.followers,retweeted_status.lang,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
107,Thu Jan 23 04:35:05 +0000 2020,1220203273627619329,1220203273627619329,"RT @BeckyBlank: I support @GovEvers in his plan to study student debt to help make @UWSystem affordable for all qualified students.

A majo…",False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,7,0,False,False,en,[],[],"[{'screen_name': 'BeckyBlank', 'name': 'Becky Blank', 'id': 1283558792, 'id_str': '1283558792', 'indices': [3, 14]}, {'screen_name': 'GovEvers', 'name': 'Governor Tony Evers', 'id': 234896532, 'id_str': '234896532', 'indices': [26, 35]}, {'screen_name': 'UWSystem', 'name': 'UW System', 'id': 39261830, 'id_str': '39261830', 'indices': [83, 92]}]",[],en,recent,828218979235803136,828218979235803136,Rob Striker,DrDrStrange,"Madison, WI","Infectious Disease MD/PhD fighting to protect the world from unseen threats, mostly microbial but some spiritual and political. @UWMadison. Views r my own",https://t.co/EuUPttpymW,"[{'url': 'https://t.co/EuUPttpymW', 'expanded_url': 'https://gameoftcells.medicine.wisc.edu', 'display_url': 'gameoftcells.medicine.wisc.edu', 'indices': [0, 23]}]",[],False,607,639,13,Sun Feb 05 12:29:27 +0000 2017,2458,,,True,False,4433,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/828222684819394561/7gIyUity_normal.jpg,https://pbs.twimg.com/profile_images/828222684819394561/7gIyUity_normal.jpg,https://pbs.twimg.com/profile_banners/828218979235803136/1500752651,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,Thu Jan 23 01:24:54 +0000 2020,1.2201554148153467e+18,1220155414815346688,"I support @GovEvers in his plan to study student debt to help make @UWSystem affordable for all qualified students.

A majority of @UWMadison undergraduates already graduate debt-free.

Programs like Bucky’s Tuition Promise are making a difference. 

#OnWisconsin",False,"[0, 263]","[{'text': 'OnWisconsin', 'indices': [251, 263]}]",[],"[{'screen_name': 'GovEvers', 'name': 'Governor Tony Evers', 'id': 234896532, 'id_str': '234896532', 'indices': [10, 19]}, {'screen_name': 'UWSystem', 'name': 'UW System', 'id': 39261830, 'id_str': '39261830', 'indices': [67, 76]}, {'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [131, 141]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1283558792.0,1283558792,Becky Blank,BeckyBlank,"Madison, WI",I'm the Chancellor of @UWMadison. #onwisconsin,http://t.co/S1JmQwItoG,"[{'url': 'http://t.co/S1JmQwItoG', 'expanded_url': 'http://chancellor.wisc.edu', 'display_url': 'chancellor.wisc.edu', 'indices': [0, 22]}]",[],False,8715.0,335.0,142.0,Wed Mar 20 15:28:46 +0000 2013,201.0,,,True,False,1082.0,,False,False,False,D60000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/768166202522804224/28RxAoy2_normal.jpg,https://pbs.twimg.com/profile_images/768166202522804224/28RxAoy2_normal.jpg,https://pbs.twimg.com/profile_banners/1283558792/1526050929,990000,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,7.0,62.0,False,False,,en,07d9f5bc6e086003,https://api.twitter.com/1.1/geo/id/07d9f5bc6e086003.json,poi,Wisconsin State Capitol,Wisconsin State Capitol,US,United States,[],Polygon,"[[[-89.384126, 43.074696], [-89.384126, 43.074696], [-89.384126, 43.074696], [-89.384126, 43.074696]]]"
114,Thu Jan 23 03:07:24 +0000 2020,1220181208350515200,1220181208350515200,"RT @LindaT_G: Today is truly a sad day for the academic world of African Studies.  Prof  Crawford Young passed away.  We lost an icon, a re…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,14,0,False,False,en,[],[],"[{'screen_name': 'LindaT_G', 'name': 'Linda Thomas-Greenfield', 'id': 737402868076969984, 'id_str': '737402868076969984', 'indices': [3, 12]}]",[],en,recent,33400961,33400961,Laura Seay,texasinafrica,Scenic Maine,Displaced Texan. @ColbyCollege political science prof & Congo researcher. Editor @monkeycageblog. Formerly @Morehouse. Opinions mine. she/her #T1D #HookEm,https://t.co/NfrQcBO0TZ,"[{'url': 'https://t.co/NfrQcBO0TZ', 'expanded_url': 'http://www.washingtonpost.com/people/laura-seay', 'display_url': 'washingtonpost.com/people/laura-s…', 'indices': [0, 23]}]",[],False,32403,274,1376,Mon Apr 20 03:11:18 +0000 2009,36441,,,False,True,166506,,False,False,True,968C70,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,True,http://pbs.twimg.com/profile_images/690643712/texasinafrica_normal.jpg,https://pbs.twimg.com/profile_images/690643712/texasinafrica_normal.jpg,https://pbs.twimg.com/profile_banners/33400961/1374699369,FF3300,86A4A6,A0C5C7,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,Wed Jan 22 23:37:31 +0000 2020,1.2201283900590367e+18,1220128390059036672,"Today is truly a sad day for the academic world of African Studies.  Prof  Crawford Young passed away.  We lost an icon, a remarkable academic, prolific writer, a friend and father figure for @UWMadison African studies students from the 1960s to 2020.  He will be missed. RIP.",False,"[0, 276]",[],[],"[{'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [192, 202]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,7.3740286807697e+17,737402868076969984,Linda Thomas-Greenfield,LindaT_G,"Virginia, USA","@ASG Africa practice. Former A/S @State for #Africa & Amb to #Liberia. Leader, mentor, speaker. #Louisiana, Cook, mother, wife, grandma. @LSU ‘74 @Alight 💪🏿",https://t.co/IgYjfyoQWv,"[{'url': 'https://t.co/IgYjfyoQWv', 'expanded_url': 'http://www.albrightstonebridge.com', 'display_url': 'albrightstonebridge.com', 'indices': [0, 23]}]",[],False,2701.0,225.0,10.0,Mon May 30 21:58:38 +0000 2016,1529.0,,,False,False,1577.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/920451649625313281/JlJ-FZkJ_normal.jpg,https://pbs.twimg.com/profile_images/920451649625313281/JlJ-FZkJ_normal.jpg,https://pbs.twimg.com/profile_banners/737402868076969984/1543731965,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,14.0,56.0,False,False,,en,,,,,,,,,,
127,Thu Jan 23 01:25:13 +0000 2020,1220155491818573825,1220155491818573825,"RT @BeckyBlank: I support @GovEvers in his plan to study student debt to help make @UWSystem affordable for all qualified students.

A majo…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,7,0,False,False,en,[],[],"[{'screen_name': 'BeckyBlank', 'name': 'Becky Blank', 'id': 1283558792, 'id_str': '1283558792', 'indices': [3, 14]}, {'screen_name': 'GovEvers', 'name': 'Governor Tony Evers', 'id': 234896532, 'id_str': '234896532', 'indices': [26, 35]}, {'screen_name': 'UWSystem', 'name': 'UW System', 'id': 39261830, 'id_str': '39261830', 'indices': [83, 92]}]",[],en,recent,86099890,86099890,UW-Madison Media,UWMadisonMedia,"Madison, Wis.","Headlines, highlights and experts from @UWMadison. Account maintained by University Communications.",http://t.co/quDGgcK85h,"[{'url': 'http://t.co/quDGgcK85h', 'expanded_url': 'http://experts.news.wisc.edu/', 'display_url': 'experts.news.wisc.edu', 'indices': [0, 22]}]",[],False,11343,2733,377,Thu Oct 29 16:03:24 +0000 2009,2774,,,True,False,12768,,False,False,False,A61E22,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/883004009409376256/L1bYHQ7L_normal.jpg,https://pbs.twimg.com/profile_images/883004009409376256/L1bYHQ7L_normal.jpg,https://pbs.twimg.com/profile_banners/86099890/1407789224,A61E22,C9AA80,DBC7AA,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,Thu Jan 23 01:24:54 +0000 2020,1.2201554148153467e+18,1220155414815346688,"I support @GovEvers in his plan to study student debt to help make @UWSystem affordable for all qualified students.

A majority of @UWMadison undergraduates already graduate debt-free.

Programs like Bucky’s Tuition Promise are making a difference. 

#OnWisconsin",False,"[0, 263]","[{'text': 'OnWisconsin', 'indices': [251, 263]}]",[],"[{'screen_name': 'GovEvers', 'name': 'Governor Tony Evers', 'id': 234896532, 'id_str': '234896532', 'indices': [10, 19]}, {'screen_name': 'UWSystem', 'name': 'UW System', 'id': 39261830, 'id_str': '39261830', 'indices': [67, 76]}, {'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [131, 141]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1283558792.0,1283558792,Becky Blank,BeckyBlank,"Madison, WI",I'm the Chancellor of @UWMadison. #onwisconsin,http://t.co/S1JmQwItoG,"[{'url': 'http://t.co/S1JmQwItoG', 'expanded_url': 'http://chancellor.wisc.edu', 'display_url': 'chancellor.wisc.edu', 'indices': [0, 22]}]",[],False,8715.0,335.0,142.0,Wed Mar 20 15:28:46 +0000 2013,201.0,,,True,False,1082.0,,False,False,False,D60000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/768166202522804224/28RxAoy2_normal.jpg,https://pbs.twimg.com/profile_images/768166202522804224/28RxAoy2_normal.jpg,https://pbs.twimg.com/profile_banners/1283558792/1526050929,990000,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,7.0,62.0,False,False,,en,07d9f5bc6e086003,https://api.twitter.com/1.1/geo/id/07d9f5bc6e086003.json,poi,Wisconsin State Capitol,Wisconsin State Capitol,US,United States,[],Polygon,"[[[-89.384126, 43.074696], [-89.384126, 43.074696], [-89.384126, 43.074696], [-89.384126, 43.074696]]]"
128,Thu Jan 23 01:24:54 +0000 2020,1220155414815346688,1220155414815346688,"I support @GovEvers in his plan to study student debt to help make @UWSystem affordable for all qualified students.

A majority of @UWMadison undergraduates already graduate debt-free.

Programs like Bucky’s Tuition Promise are making a difference. 

#OnWisconsin",False,"[0, 263]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,7,62,False,False,en,"[{'text': 'OnWisconsin', 'indices': [251, 263]}]",[],"[{'screen_name': 'GovEvers', 'name': 'Governor Tony Evers', 'id': 234896532, 'id_str': '234896532', 'indices': [10, 19]}, {'screen_name': 'UWSystem', 'name': 'UW System', 'id': 39261830, 'id_str': '39261830', 'indices': [67, 76]}, {'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [131, 141]}]",[],en,recent,1283558792,1283558792,Becky Blank,BeckyBlank,"Madison, WI",I'm the Chancellor of @UWMadison. #onwisconsin,http://t.co/S1JmQwItoG,"[{'url': 'http://t.co/S1JmQwItoG', 'expanded_url': 'http://chancellor.wisc.edu', 'display_url': 'chancellor.wisc.edu', 'indices': [0, 22]}]",[],False,8715,335,142,Wed Mar 20 15:28:46 +0000 2013,201,,,True,False,1082,,False,False,False,D60000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/768166202522804224/28RxAoy2_normal.jpg,https://pbs.twimg.com/profile_images/768166202522804224/28RxAoy2_normal.jpg,https://pbs.twimg.com/profile_banners/1283558792/1526050929,990000,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,07d9f5bc6e086003,https://api.twitter.com/1.1/geo/id/07d9f5bc6e086003.json,poi,Wisconsin State Capitol,Wisconsin State Capitol,US,United States,[],Polygon,"[[[-89.384126, 43.074696], [-89.384126, 43.074696], [-89.384126, 43.074696], [-89.384126, 43.074696]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Thu Jan 23 01:09:03 +0000 2020,1220151423444443138,1220151423444443138,"RT @VSapiro: Saddened by the passing of my @UWmadison colleague, Crawford Young. I'll leave it to others to describe his brilliant, influen…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,3,0,False,False,en,[],[],"[{'screen_name': 'VSapiro', 'name': 'V Sapiro', 'id': 369818349, 'id_str': '369818349', 'indices': [3, 11]}, {'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [43, 53]}]",[],en,recent,2225547482,2225547482,S. Laurel Weldon,SLaurelWeldon,USA,"Social Scientist; Women's Rights, Movements, Policy, Diversity; views are my own, not attributable to any affiliated institution; RT does not imply endorsement.",https://t.co/ibnJfJma8r,"[{'url': 'https://t.co/ibnJfJma8r', 'expanded_url': 'http://laurelweldon.com', 'display_url': 'laurelweldon.com', 'indices': [0, 23]}]",[],False,1836,1191,80,Sun Dec 01 20:29:35 +0000 2013,11520,,,False,False,23531,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/468555665502633985/AlPNiXvP_normal.jpeg,https://pbs.twimg.com/profile_images/468555665502633985/AlPNiXvP_normal.jpeg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,Thu Jan 23 00:20:34 +0000 2020,1.2201392234472325e+18,1220139223447232515,"Saddened by the passing of my @UWmadison colleague, Crawford Young. I'll leave it to others to describe his brilliant, influential scholarship. I'll just remember our birthday dinner ""double dates:"" his beloved Becky and I shared a birthday. Thanks for everything, Crawford. Peace",False,"[0, 280]",[],[],"[{'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [30, 40]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,369818349.0,369818349,V Sapiro,VSapiro,,"Professor of Political Science, Gardener. New Hampshire Voter. The glass is more than half full, or less than half empty, at least a lot of the time.....",https://t.co/rI3UXEaxZU,"[{'url': 'https://t.co/rI3UXEaxZU', 'expanded_url': 'http://blogs.bu.edu/vsapiro', 'display_url': 'blogs.bu.edu/vsapiro', 'indices': [0, 23]}]",[],False,995.0,886.0,39.0,Thu Sep 08 00:32:22 +0000 2011,6901.0,,,True,False,2968.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/688408459100880900/QCTwZpGl_normal.jpg,https://pbs.twimg.com/profile_images/688408459100880900/QCTwZpGl_normal.jpg,https://pbs.twimg.com/profile_banners/369818349/1501426230,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,3.0,10.0,False,False,,en,,,,,,,,,,
131,Thu Jan 23 00:45:59 +0000 2020,1220145617378385920,1220145617378385920,@chrisstraz @UWMadison I did laugh out loud at this.,False,"[23, 52]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2201433054318428e+18,1220143305431842817,136097514.0,136097514,chrisstraz,,,,,False,0,7,False,False,en,[],[],"[{'screen_name': 'chrisstraz', 'name': 'Straz', 'id': 136097514, 'id_str': '136097514', 'indices': [0, 11]}, {'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [12, 22]}]",[],en,recent,29612613,29612613,Ted Perry,Fox6TedPerry,"Milwaukee,Wisconsin",Fox6 News Anchor/Reporter; UW-Madison alum. Baraboo HS grad. Lin-Manuel Miranda called me a sly fox. Loyal little. Holding my tongue more than you know.,,,[],False,18599,3178,407,Wed Apr 08 02:10:09 +0000 2009,33297,,,True,True,39176,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,True,http://pbs.twimg.com/profile_images/1216603014775091201/a4bx_fZq_normal.jpg,https://pbs.twimg.com/profile_images/1216603014775091201/a4bx_fZq_normal.jpg,https://pbs.twimg.com/profile_banners/29612613/1579587267,E81C4F,181A1E,252429,666666,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Thu Jan 23 00:20:34 +0000 2020,1220139223447232515,1220139223447232515,"Saddened by the passing of my @UWmadison colleague, Crawford Young. I'll leave it to others to describe his brilliant, influential scholarship. I'll just remember our birthday dinner ""double dates:"" his beloved Becky and I shared a birthday. Thanks for everything, Crawford. Peace",False,"[0, 280]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,3,10,False,False,en,[],[],"[{'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [30, 40]}]",[],en,recent,369818349,369818349,V Sapiro,VSapiro,,"Professor of Political Science, Gardener. New Hampshire Voter. The glass is more than half full, or less than half empty, at least a lot of the time.....",https://t.co/rI3UXEaxZU,"[{'url': 'https://t.co/rI3UXEaxZU', 'expanded_url': 'http://blogs.bu.edu/vsapiro', 'display_url': 'blogs.bu.edu/vsapiro', 'indices': [0, 23]}]",[],False,995,886,39,Thu Sep 08 00:32:22 +0000 2011,6901,,,True,False,2968,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/688408459100880900/QCTwZpGl_normal.jpg,https://pbs.twimg.com/profile_images/688408459100880900/QCTwZpGl_normal.jpg,https://pbs.twimg.com/profile_banners/369818349/1501426230,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Wed Jan 22 23:44:28 +0000 2020,1220130139088048129,1220130139088048129,The Impeachment Trial features a Badger V Badger matchup. Democratic  congressman Jason Crow (@UWMadison ‘02) and  Republican Jim Jordan (‘86) are both House Managers.,False,"[0, 167]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,15,False,False,en,[],[],"[{'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [94, 104]}]",[],en,recent,29612613,29612613,Ted Perry,Fox6TedPerry,"Milwaukee,Wisconsin",Fox6 News Anchor/Reporter; UW-Madison alum. Baraboo HS grad. Lin-Manuel Miranda called me a sly fox. Loyal little. Holding my tongue more than you know.,,,[],False,18599,3178,407,Wed Apr 08 02:10:09 +0000 2009,33297,,,True,True,39176,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,True,http://pbs.twimg.com/profile_images/1216603014775091201/a4bx_fZq_normal.jpg,https://pbs.twimg.com/profile_images/1216603014775091201/a4bx_fZq_normal.jpg,https://pbs.twimg.com/profile_banners/29612613/1579587267,E81C4F,181A1E,252429,666666,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Wed Jan 22 20:52:12 +0000 2020,1220086786325667841,1220086786325667841,"Sad to hear about the passing of Crawford Young. He shaped so many graduate students at @UWMadison Through him I better understood the processes of development, transmission, &amp; use of culture. He was a generous soul who approached each of us as individual humans.",False,"[0, 267]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [88, 98]}]",[],en,recent,11800292,11800292,LMK,lyndamk,Ithaca,Data Librarian @Cornell | History PhD candidate @UNCG | expat southerner rocking it upstate with lakes,,,[],False,1122,1199,129,Thu Jan 03 15:13:34 +0000 2008,3735,,,False,False,9119,,False,False,False,BADFCD,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/996570162315710465/NcfuvAGl_normal.jpg,https://pbs.twimg.com/profile_images/996570162315710465/NcfuvAGl_normal.jpg,https://pbs.twimg.com/profile_banners/11800292/1554896186,FF691F,BADFCD,FFF7CC,0C3E53,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Wed Jan 22 17:00:19 +0000 2020,1220028429288058880,1220028429288058880,"Lots of @UWMadison groups involved, including from @UWMadisonLOCI @uw_medicine, Biotech Center, Wisconsin National Primate Center, and more",False,"[0, 139]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200284276187177e+18,1220028427618717696,3126781811.0,3126781811,timwrhoads,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UWMadison', 'name': 'UW-Madison', 'id': 15763818, 'id_str': '15763818', 'indices': [8, 18]}, {'screen_name': 'UWMadisonLOCI', 'name': 'UW LOCI', 'id': 810863765474394112, 'id_str': '810863765474394112', 'indices': [51, 65]}, {'screen_name': 'uw_medicine', 'name': 'University of Wisconsin Department of Medicine', 'id': 1537349989, 'id_str': '1537349989', 'indices': [66, 78]}]",[],en,recent,3126781811,3126781811,Tim Rhoads,timwrhoads,"Madison, Wisconsin, USA","Biochemist specializing in systems biology, aging, and metabolism. Assistant Scientist at the University of Wisconsin. Occasional tweets about Gonzaga.",https://t.co/1LkhvMWTm7,"[{'url': 'https://t.co/1LkhvMWTm7', 'expanded_url': 'https://scholar.google.com/citations?user=VCwyfywAAAAJ&hl=en', 'display_url': 'scholar.google.com/citations?user…', 'indices': [0, 23]}]",[],False,141,328,2,Sun Mar 29 15:44:54 +0000 2015,320,,,False,False,292,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/639518730788040704/QiOFjfjO_normal.jpg,https://pbs.twimg.com/profile_images/639518730788040704/QiOFjfjO_normal.jpg,https://pbs.twimg.com/profile_banners/3126781811/1432395311,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
