,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.possibly_sensitive,possibly_sensitive,entities.media,extended_entities.media
4,Sun Jan 26 01:37:35 +0000 2020,1221245768331333634,1221245768331333634,"@GeorgiaTech Want, as well.",False,"[13, 27]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2211858478668636e+18,1221185847866863617,19080617.0,19080617,GeorgiaTech,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'GeorgiaTech', 'name': 'Georgia Tech', 'id': 19080617, 'id_str': '19080617', 'indices': [0, 12]}]",[],en,recent,42394196,42394196,Mary HudachekBuswell,hudachekbuswell,"Atlanta, Georgia",Computer Scientist at Georgia Institute of Technology,,[],False,111,87,4,Mon May 25 12:07:29 +0000 2009,612,,,True,False,401,,False,False,False,E09CFC,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/229417202/mary1_webpage_photo_normal.jpg,https://pbs.twimg.com/profile_images/229417202/mary1_webpage_photo_normal.jpg,0B0B09,65B0DA,BE61F5,0B090B,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/42394196/1491911108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sun Jan 26 00:13:52 +0000 2020,1221224700128350208,1221224700128350208,RT @Ayeshamyar: #KS1Mgenome next up is Angela Mo of @GeorgiaTech: African Ancestry Proportion Influences Ileal Gene Expression in Inflammat…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,0,False,False,en,"[{'text': 'KS1Mgenome', 'indices': [16, 27]}]",[],"[{'screen_name': 'Ayeshamyar', 'name': 'Ayesha Muhammad', 'id': 3381916701, 'id_str': '3381916701', 'indices': [3, 14]}, {'screen_name': 'GeorgiaTech', 'name': 'Georgia Tech', 'id': 19080617, 'id_str': '19080617', 'indices': [52, 64]}]",[],en,recent,30064358,30064358,Keystone Symposia,KeystoneSymp,"Silverthorne, CO",A catalyst for accelerating life science discovery and connecting scientists within and across disciplines at symposia worldwide. RT does not imply endorsement.,http://t.co/u9D3C80DOv,[],False,7878,809,148,Thu Apr 09 20:50:44 +0000 2009,1485,,,True,False,5392,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/1186375757179678720/FEGwNqub_normal.png,https://pbs.twimg.com/profile_images/1186375757179678720/FEGwNqub_normal.png,4A913C,D3D2CF,E3E2DE,634047,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/30064358/1571183033,Sat Jan 25 22:14:42 +0000 2020,1.2211947091434086e+18,1221194709143408640,#KS1Mgenome next up is Angela Mo of @GeorgiaTech: African Ancestry Proportion Influences Ileal Gene Expression in Inflammatory Bowel Disease,False,"[0, 140]","[{'text': 'KS1Mgenome', 'indices': [0, 11]}]",[],"[{'screen_name': 'GeorgiaTech', 'name': 'Georgia Tech', 'id': 19080617, 'id_str': '19080617', 'indices': [36, 48]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,3381916701.0,3381916701,Ayesha Muhammad,Ayeshamyar,"Nashville, TN",G2 (year 4) at @vanderbiltmstp | arrhythmia genetics | @yale 2014 | opinions = mine | #doubledocs,,,[],False,225.0,400.0,3.0,Sat Jul 18 17:04:27 +0000 2015,262.0,,,False,False,947.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/654361511041724416/LHugAJgN_normal.jpg,https://pbs.twimg.com/profile_images/654361511041724416/LHugAJgN_normal.jpg,,94D487,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,False,1.0,1.0,False,False,en,"[{'url': 'http://t.co/u9D3C80DOv', 'expanded_url': 'http://www.keystonesymposia.org', 'display_url': 'keystonesymposia.org', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sun Jan 26 00:10:28 +0000 2020,1221223844880560128,1221223844880560128,@CabreraAngel @GeorgiaTech Devastating. I was in the audience for the indelible @GT_Diversity panel with these pioneers and heroes earlier this year. What a loss. I’m honored to have soaked up some of his story and wisdom.,False,"[27, 222]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221183396656763e+18,1221183396656762880,101621104.0,101621104,CabreraAngel,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'CabreraAngel', 'name': 'Ángel Cabrera', 'id': 101621104, 'id_str': '101621104', 'indices': [0, 13]}, {'screen_name': 'GeorgiaTech', 'name': 'Georgia Tech', 'id': 19080617, 'id_str': '19080617', 'indices': [14, 26]}, {'screen_name': 'GT_Diversity', 'name': 'Institute Diversity, Equity and Inclusion (IDEI)', 'id': 567450826, 'id_str': '567450826', 'indices': [80, 93]}]",[],en,recent,206001945,206001945,Dr. Kim Cobb,coralsncaves,"Atlanta, GA","40% Climate Scientist, 40% Mom, and 20% Indiana Jones. Unapologetically obsessed with carbon. Director, https://t.co/WjQTaGgqmF. She/her",https://t.co/4L6qWmVdTh,"[{'url': 'https://t.co/WjQTaGgqmF', 'expanded_url': 'http://globalchange.gatech.edu', 'display_url': 'globalchange.gatech.edu', 'indices': [104, 127]}]",False,21006,1857,587,Fri Oct 22 02:14:22 +0000 2010,26368,,,True,True,8568,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/815565169849991169/dUMlH9QC_normal.jpg,https://pbs.twimg.com/profile_images/815565169849991169/dUMlH9QC_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/206001945/1398580106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/4L6qWmVdTh', 'expanded_url': 'http://shadow.eas.gatech.edu/~kcobb', 'display_url': 'shadow.eas.gatech.edu/~kcobb', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
7,Sun Jan 26 00:00:34 +0000 2020,1221221354499866624,1221221354499866624,@GageWilcox12 @GeorgiaTechFB @GeorgiaTech @247Sports @247recruiting Hope you had a GreaT time in the A. #TOGETHERweSWARM 🐝 #404Takeover 🏈 #404theCULTURE 🏆 #biGTime THE Georgia Institute of Technology,False,"[68, 199]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207878870772818e+18,1220787887077281794,8.860470729479741e+17,886047072947974149,GageWilcox12,,,,,False,0,0,False,False,en,"[{'text': 'TOGETHERweSWARM', 'indices': [104, 120]}, {'text': '404Takeover', 'indices': [123, 135]}, {'text': '404theCULTURE', 'indices': [138, 152]}, {'text': 'biGTime', 'indices': [155, 163]}]",[],"[{'screen_name': 'GageWilcox12', 'name': 'B I G 1️⃣3️⃣', 'id': 886047072947974149, 'id_str': '886047072947974149', 'indices': [0, 13]}, {'screen_name': 'GeorgiaTechFB', 'name': 'Georgia Tech Football', 'id': 2802184770, 'id_str': '2802184770', 'indices': [14, 28]}, {'screen_name': 'GeorgiaTech', 'name': 'Georgia Tech', 'id': 19080617, 'id_str': '19080617', 'indices': [29, 41]}, {'screen_name': '247Sports', 'name': '247Sports', 'id': 151595281, 'id_str': '151595281', 'indices': [42, 52]}, {'screen_name': '247recruiting', 'name': '247Sports Recruiting', 'id': 37925935, 'id_str': '37925935', 'indices': [53, 67]}]",[],en,recent,16918006,16918006,Michael S. Hickman 🐝,MichaelSHickman,At one of my cribs,Keller Williams Agent • Civil Engineer • Georgia Institute of Technology Alum • Proud Dad • Conyers Mafia '89 #GOLDblooded #TogetherWeSwarm #meGaTron,https://t.co/CU4LkUeLLS,[],False,1289,2982,24,Thu Oct 23 02:23:34 +0000 2008,42739,,,True,False,24068,,False,False,False,20201E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1158526513605685248/Hp-fKS7x_normal.jpg,https://pbs.twimg.com/profile_images/1158526513605685248/Hp-fKS7x_normal.jpg,C8A86F,C8A867,20201E,897856,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/16918006/1577800077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/CU4LkUeLLS', 'expanded_url': 'http://FoCoHome.com', 'display_url': 'FoCoHome.com', 'indices': [0, 23]}]",8173485c72e78ca5,https://api.twitter.com/1.1/geo/id/8173485c72e78ca5.json,city,Atlanta,"Atlanta, GA",US,United States,[],Polygon,"[[[-84.576827, 33.6475029], [-84.289385, 33.6475029], [-84.289385, 33.8868859], [-84.576827, 33.8868859]]]",,,,,,,,,,,,,,,,
8,Sat Jan 25 23:58:03 +0000 2020,1221220719532617729,1221220719532617729,RT @GageWilcox12: Georgia Tech tomorrow🐝‼️ @GeorgiaTechFB  @GeorgiaTech @247Sports @247recruiting,False,"[0, 97]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,21,0,False,False,en,[],[],"[{'screen_name': 'GageWilcox12', 'name': 'B I G 1️⃣3️⃣', 'id': 886047072947974149, 'id_str': '886047072947974149', 'indices': [3, 16]}, {'screen_name': 'GeorgiaTechFB', 'name': 'Georgia Tech Football', 'id': 2802184770, 'id_str': '2802184770', 'indices': [43, 57]}, {'screen_name': 'GeorgiaTech', 'name': 'Georgia Tech', 'id': 19080617, 'id_str': '19080617', 'indices': [59, 71]}, {'screen_name': '247Sports', 'name': '247Sports', 'id': 151595281, 'id_str': '151595281', 'indices': [72, 82]}, {'screen_name': '247recruiting', 'name': '247Sports Recruiting', 'id': 37925935, 'id_str': '37925935', 'indices': [83, 97]}]",[],en,recent,16918006,16918006,Michael S. Hickman 🐝,MichaelSHickman,At one of my cribs,Keller Williams Agent • Civil Engineer • Georgia Institute of Technology Alum • Proud Dad • Conyers Mafia '89 #GOLDblooded #TogetherWeSwarm #meGaTron,https://t.co/CU4LkUeLLS,[],False,1289,2982,24,Thu Oct 23 02:23:34 +0000 2008,42739,,,True,False,24068,,False,False,False,20201E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1158526513605685248/Hp-fKS7x_normal.jpg,https://pbs.twimg.com/profile_images/1158526513605685248/Hp-fKS7x_normal.jpg,C8A86F,C8A867,20201E,897856,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/16918006/1577800077,Fri Jan 24 19:18:08 +0000 2020,1.2207878870772818e+18,1220787887077281794,Georgia Tech tomorrow🐝‼️ @GeorgiaTechFB  @GeorgiaTech @247Sports @247recruiting,False,"[0, 79]",[],[],"[{'screen_name': 'GeorgiaTechFB', 'name': 'Georgia Tech Football', 'id': 2802184770, 'id_str': '2802184770', 'indices': [25, 39]}, {'screen_name': 'GeorgiaTech', 'name': 'Georgia Tech', 'id': 19080617, 'id_str': '19080617', 'indices': [41, 53]}, {'screen_name': '247Sports', 'name': '247Sports', 'id': 151595281, 'id_str': '151595281', 'indices': [54, 64]}, {'screen_name': '247recruiting', 'name': '247Sports Recruiting', 'id': 37925935, 'id_str': '37925935', 'indices': [65, 79]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,8.860470729479741e+17,886047072947974149,B I G 1️⃣3️⃣,GageWilcox12,"Tampa, FL",Student athlete @JHS🏈📚// C/O 2021//6'4//240lbs//#5 TE in the nation//#LongLiveJeff🖤 ||4⭐️TE|| ig: yo_boygage,,,[],False,1679.0,523.0,4.0,Sat Jul 15 02:17:38 +0000 2017,244.0,,,False,False,175.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1100613784618569728/74rYS-hh_normal.jpg,https://pbs.twimg.com/profile_images/1100613784618569728/74rYS-hh_normal.jpg,https://pbs.twimg.com/profile_banners/886047072947974149/1550502032,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,21.0,172.0,False,False,en,"[{'url': 'https://t.co/CU4LkUeLLS', 'expanded_url': 'http://FoCoHome.com', 'display_url': 'FoCoHome.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
24,Sat Jan 25 18:22:41 +0000 2020,1221136322217304065,1221136322217304065,@emilygrubert @GeorgiaTech Beautiful,False,"[27, 36]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2208432278062367e+18,1220843227806236672,9.972447727199027e+17,997244772719902720,emilygrubert,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'emilygrubert', 'name': 'Emily Grubert', 'id': 997244772719902720, 'id_str': '997244772719902720', 'indices': [0, 13]}, {'screen_name': 'GeorgiaTech', 'name': 'Georgia Tech', 'id': 19080617, 'id_str': '19080617', 'indices': [14, 26]}]",[],en,recent,62502911,62502911,Achlesh Daverey,achlesh_daverey,"Dehradun, India","Assistant Prof. @ Doon University, Wastewater, Anammox, Phytoremediation, Biosurfactant, Bioprocess Tech. Alumni @IITGuwahati @ICT_Mumbai @h_garhwal RT = NE",https://t.co/rTNpZI2kEx,[],False,487,1008,4,Mon Aug 03 12:28:41 +0000 2009,9226,,,True,False,1605,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1499663429/IMG_0017_normal.JPG,https://pbs.twimg.com/profile_images/1499663429/IMG_0017_normal.JPG,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/62502911/1568434367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/rTNpZI2kEx', 'expanded_url': 'http://www.doonuniversity.org', 'display_url': 'doonuniversity.org', 'indices': [0, 23]}]",4dc738f4d56072ed,https://api.twitter.com/1.1/geo/id/4dc738f4d56072ed.json,city,Dehradun,"Dehradun, India",IN,India,[],Polygon,"[[[77.882808, 30.227984], [78.134712, 30.227984], [78.134712, 30.413361], [77.882808, 30.413361]]]",,,,,,,,,,,,,,,,
31,Sat Jan 25 13:21:58 +0000 2020,1221060642876141568,1221060642876141568,@aydreahna @GeorgiaTech Congratulations!,False,"[24, 40]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220851900817584e+18,1220851900817584128,3161427649.0,3161427649,aydreahna,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'aydreahna', 'name': 'adrianna', 'id': 3161427649, 'id_str': '3161427649', 'indices': [0, 10]}, {'screen_name': 'GeorgiaTech', 'name': 'Georgia Tech', 'id': 19080617, 'id_str': '19080617', 'indices': [11, 23]}]",[],en,recent,993492848,993492848,Louie,AxisFade,"Gainesville, GA","Coach, gamer, writer, thinker and pizza eating expert. I often tweet about science, video games, life and food.",,[],False,46,296,4,Thu Dec 06 17:27:55 +0000 2012,2720,,,False,False,1458,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/906644436163031040/4NlU90WT_normal.jpg,https://pbs.twimg.com/profile_images/906644436163031040/4NlU90WT_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/993492848/1479939558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Sat Jan 25 07:43:03 +0000 2020,1220975352417345536,1220975352417345536,RT @GageWilcox12: Georgia Tech tomorrow🐝‼️ @GeorgiaTechFB  @GeorgiaTech @247Sports @247recruiting,False,"[0, 97]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,21,0,False,False,en,[],[],"[{'screen_name': 'GageWilcox12', 'name': 'B I G 1️⃣3️⃣', 'id': 886047072947974149, 'id_str': '886047072947974149', 'indices': [3, 16]}, {'screen_name': 'GeorgiaTechFB', 'name': 'Georgia Tech Football', 'id': 2802184770, 'id_str': '2802184770', 'indices': [43, 57]}, {'screen_name': 'GeorgiaTech', 'name': 'Georgia Tech', 'id': 19080617, 'id_str': '19080617', 'indices': [59, 71]}, {'screen_name': '247Sports', 'name': '247Sports', 'id': 151595281, 'id_str': '151595281', 'indices': [72, 82]}, {'screen_name': '247recruiting', 'name': '247Sports Recruiting', 'id': 37925935, 'id_str': '37925935', 'indices': [83, 97]}]",[],en,recent,1427267635,1427267635,Bob,BoogBob,"Bay Area, CA",Proud GT alum and Dad! this handle’s about sports and fun!,,[],False,118,850,0,Tue May 14 07:38:24 +0000 2013,1902,,,True,False,4203,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1100160101757800448/ElpbfMua_normal.jpg,https://pbs.twimg.com/profile_images/1100160101757800448/ElpbfMua_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1427267635/1561688843,Fri Jan 24 19:18:08 +0000 2020,1.2207878870772818e+18,1220787887077281794,Georgia Tech tomorrow🐝‼️ @GeorgiaTechFB  @GeorgiaTech @247Sports @247recruiting,False,"[0, 79]",[],[],"[{'screen_name': 'GeorgiaTechFB', 'name': 'Georgia Tech Football', 'id': 2802184770, 'id_str': '2802184770', 'indices': [25, 39]}, {'screen_name': 'GeorgiaTech', 'name': 'Georgia Tech', 'id': 19080617, 'id_str': '19080617', 'indices': [41, 53]}, {'screen_name': '247Sports', 'name': '247Sports', 'id': 151595281, 'id_str': '151595281', 'indices': [54, 64]}, {'screen_name': '247recruiting', 'name': '247Sports Recruiting', 'id': 37925935, 'id_str': '37925935', 'indices': [65, 79]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,8.860470729479741e+17,886047072947974149,B I G 1️⃣3️⃣,GageWilcox12,"Tampa, FL",Student athlete @JHS🏈📚// C/O 2021//6'4//240lbs//#5 TE in the nation//#LongLiveJeff🖤 ||4⭐️TE|| ig: yo_boygage,,,[],False,1679.0,523.0,4.0,Sat Jul 15 02:17:38 +0000 2017,244.0,,,False,False,175.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1100613784618569728/74rYS-hh_normal.jpg,https://pbs.twimg.com/profile_images/1100613784618569728/74rYS-hh_normal.jpg,https://pbs.twimg.com/profile_banners/886047072947974149/1550502032,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,21.0,172.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Sat Jan 25 05:20:34 +0000 2020,1220939497166102528,1220939497166102528,RT @thexylom: We have learned that Founder and Editor @alexip718 will be one of five students representing @GeorgiaTech at @theACC Leadersh…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'thexylom', 'name': 'The Xylom™', 'id': 994815488751493120, 'id_str': '994815488751493120', 'indices': [3, 12]}, {'screen_name': 'AlexIp718', 'name': 'Alex Ip', 'id': 980662730544775173, 'id_str': '980662730544775173', 'indices': [54, 64]}, {'screen_name': 'GeorgiaTech', 'name': 'Georgia Tech', 'id': 19080617, 'id_str': '19080617', 'indices': [107, 119]}, {'screen_name': 'theACC', 'name': 'The ACC', 'id': 21311706, 'id_str': '21311706', 'indices': [123, 130]}]",[],en,recent,980662730544775173,980662730544775173,Alex Ip,AlexIp718,"Atlanta, GA","Hongkonger trying to bridge faith, climate, and storytelling.
10 X 10 X @georgiatech. Founder and editor @thexylom. @ClimateReality leader. Millennium Fellow.",https://t.co/L1blDtQC2k,[],False,339,1020,5,Mon Apr 02 04:26:29 +0000 2018,11522,,,True,False,4435,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1207492837308157952/3IUouFgh_normal.jpg,https://pbs.twimg.com/profile_images/1207492837308157952/3IUouFgh_normal.jpg,33CC99,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/980662730544775173/1570480669,Mon Jan 13 21:38:41 +0000 2020,1.216836994484949e+18,1216836994484948992,"We have learned that Founder and Editor @alexip718 will be one of five students representing @GeorgiaTech at @theACC Leadership Symposium. Hosted by @uofl during Feb 28 - Mar 1, the theme is ""Reaching Social Change through #Storytelling."" Congrats!",False,"[0, 248]","[{'text': 'Storytelling', 'indices': [223, 236]}]",[],"[{'screen_name': 'AlexIp718', 'name': 'Alex Ip', 'id': 980662730544775173, 'id_str': '980662730544775173', 'indices': [40, 50]}, {'screen_name': 'GeorgiaTech', 'name': 'Georgia Tech', 'id': 19080617, 'id_str': '19080617', 'indices': [93, 105]}, {'screen_name': 'theACC', 'name': 'The ACC', 'id': 21311706, 'id_str': '21311706', 'indices': [109, 116]}, {'screen_name': 'uofl', 'name': 'University of Louisville', 'id': 39566272, 'id_str': '39566272', 'indices': [149, 154]}]",[],en,recent,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,9.948154887514931e+17,994815488751493120,The Xylom™,thexylom,"Atlanta, GA","10×10×@georgiatech + Millennium Fellowship Project where scientists share personal, authentic stories outside of their research. Pitch in: https://t.co/pgksX9mFER",https://t.co/eBwqYXsAPA,"[{'url': 'https://t.co/eBwqYXsAPA', 'expanded_url': 'https://thexylom.com', 'display_url': 'thexylom.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/pgksX9mFER', 'expanded_url': 'http://thexylom.com/pitch-in', 'display_url': 'thexylom.com/pitch-in', 'indices': [139, 162]}]",False,775.0,1922.0,5.0,Fri May 11 05:44:30 +0000 2018,2144.0,,,True,False,2000.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1138047586936295425/0n7ICUXc_normal.jpg,https://pbs.twimg.com/profile_images/1138047586936295425/0n7ICUXc_normal.jpg,https://pbs.twimg.com/profile_banners/994815488751493120/1531798244,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,2.0,7.0,False,False,en,"[{'url': 'https://t.co/L1blDtQC2k', 'expanded_url': 'http://about.me/alexip718', 'display_url': 'about.me/alexip718', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
