,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
130,Mon Jan 20 22:56:08 +0000 2020,1219393197874372609,1219393197874372609,@MadenSean @john_t_ormerod @Sydney_Uni Thanks Sean!,False,"[39, 51]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2191378237160612e+18,1219137823716061184,1.0095514924396831e+18,1009551492439683072,MadenSean,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'MadenSean', 'name': 'Sean Maden', 'id': 1009551492439683072, 'id_str': '1009551492439683072', 'indices': [0, 10]}, {'screen_name': 'john_t_ormerod', 'name': 'John Ormerod', 'id': 884253117251858432, 'id_str': '884253117251858432', 'indices': [11, 26]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [27, 38]}]",[],en,recent,4707372193,4707372193,Sarah Romanes,sarah_romanes,"Sydney, New South Wales","Data Scientist | #rstats | Coriander hater, cat-fanatic 🐾",https://t.co/mB23fmjOxn,"[{'url': 'https://t.co/mB23fmjOxn', 'expanded_url': 'http://sarahromanes.github.io', 'display_url': 'sarahromanes.github.io', 'indices': [0, 23]}]",[],False,1835,231,20,Mon Jan 04 06:17:16 +0000 2016,11353,,,True,False,1394,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_banners/4707372193/1561959190,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Mon Jan 20 22:55:59 +0000 2020,1219393161421705217,1219393161421705217,@iboumedien @john_t_ormerod @Sydney_Uni Thank you!,False,"[40, 50]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2191402355247432e+18,1219140235524743173,217903767.0,217903767,iboumedien,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'iboumedien', 'name': 'Ismael Boumedien', 'id': 217903767, 'id_str': '217903767', 'indices': [0, 11]}, {'screen_name': 'john_t_ormerod', 'name': 'John Ormerod', 'id': 884253117251858432, 'id_str': '884253117251858432', 'indices': [12, 27]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [28, 39]}]",[],en,recent,4707372193,4707372193,Sarah Romanes,sarah_romanes,"Sydney, New South Wales","Data Scientist | #rstats | Coriander hater, cat-fanatic 🐾",https://t.co/mB23fmjOxn,"[{'url': 'https://t.co/mB23fmjOxn', 'expanded_url': 'http://sarahromanes.github.io', 'display_url': 'sarahromanes.github.io', 'indices': [0, 23]}]",[],False,1835,231,20,Mon Jan 04 06:17:16 +0000 2016,11353,,,True,False,1394,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_banners/4707372193/1561959190,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Mon Jan 20 22:55:52 +0000 2020,1219393132741054464,1219393132741054464,@lingtax @john_t_ormerod @Sydney_Uni Thanks Mathew!! ☺️,False,"[37, 55]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2191411844565484e+18,1219141184456548354,7.860488233405768e+17,786048823340576768,lingtax,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'lingtax', 'name': 'Mathew Ling', 'id': 786048823340576768, 'id_str': '786048823340576768', 'indices': [0, 8]}, {'screen_name': 'john_t_ormerod', 'name': 'John Ormerod', 'id': 884253117251858432, 'id_str': '884253117251858432', 'indices': [9, 24]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [25, 36]}]",[],en,recent,4707372193,4707372193,Sarah Romanes,sarah_romanes,"Sydney, New South Wales","Data Scientist | #rstats | Coriander hater, cat-fanatic 🐾",https://t.co/mB23fmjOxn,"[{'url': 'https://t.co/mB23fmjOxn', 'expanded_url': 'http://sarahromanes.github.io', 'display_url': 'sarahromanes.github.io', 'indices': [0, 23]}]",[],False,1835,231,20,Mon Jan 04 06:17:16 +0000 2016,11353,,,True,False,1394,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_banners/4707372193/1561959190,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Mon Jan 20 22:55:36 +0000 2020,1219393065070186496,1219393065070186496,@visnut @john_t_ormerod @Sydney_Uni Thanks Di!! Hopefully there will be opportunities for us to work together again in the future ☺️☺️,False,"[36, 134]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219142581705003e+18,1219142581705003013,59773247.0,59773247,visnut,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'visnut', 'name': 'Dianne Cook', 'id': 59773247, 'id_str': '59773247', 'indices': [0, 7]}, {'screen_name': 'john_t_ormerod', 'name': 'John Ormerod', 'id': 884253117251858432, 'id_str': '884253117251858432', 'indices': [8, 23]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [24, 35]}]",[],en,recent,4707372193,4707372193,Sarah Romanes,sarah_romanes,"Sydney, New South Wales","Data Scientist | #rstats | Coriander hater, cat-fanatic 🐾",https://t.co/mB23fmjOxn,"[{'url': 'https://t.co/mB23fmjOxn', 'expanded_url': 'http://sarahromanes.github.io', 'display_url': 'sarahromanes.github.io', 'indices': [0, 23]}]",[],False,1835,231,20,Mon Jan 04 06:17:16 +0000 2016,11353,,,True,False,1394,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_banners/4707372193/1561959190,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Mon Jan 20 22:54:52 +0000 2020,1219392880273346560,1219392880273346560,@er13_r @john_t_ormerod @Sydney_Uni Thanks Emma!! ☺️,False,"[36, 52]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219145395382694e+18,1219145395382693894,7.449793642243154e+17,744979364224315392,er13_r,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'er13_r', 'name': '💻📈 Emma Rand 👾 she/her', 'id': 744979364224315392, 'id_str': '744979364224315392', 'indices': [0, 7]}, {'screen_name': 'john_t_ormerod', 'name': 'John Ormerod', 'id': 884253117251858432, 'id_str': '884253117251858432', 'indices': [8, 23]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [24, 35]}]",[],en,recent,4707372193,4707372193,Sarah Romanes,sarah_romanes,"Sydney, New South Wales","Data Scientist | #rstats | Coriander hater, cat-fanatic 🐾",https://t.co/mB23fmjOxn,"[{'url': 'https://t.co/mB23fmjOxn', 'expanded_url': 'http://sarahromanes.github.io', 'display_url': 'sarahromanes.github.io', 'indices': [0, 23]}]",[],False,1835,231,20,Mon Jan 04 06:17:16 +0000 2016,11353,,,True,False,1394,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_banners/4707372193/1561959190,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Mon Jan 20 22:54:39 +0000 2020,1219392826745618432,1219392826745618432,@alix_thoeming @john_t_ormerod @Sydney_Uni Thanks Alix!! I know I got so lucky!! ☺️,False,"[43, 83]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2191562606767227e+18,1219156260676722688,2755764195.0,2755764195,alix_thoeming,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'alix_thoeming', 'name': 'Dr Alix Thoeming', 'id': 2755764195, 'id_str': '2755764195', 'indices': [0, 14]}, {'screen_name': 'john_t_ormerod', 'name': 'John Ormerod', 'id': 884253117251858432, 'id_str': '884253117251858432', 'indices': [15, 30]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [31, 42]}]",[],en,recent,4707372193,4707372193,Sarah Romanes,sarah_romanes,"Sydney, New South Wales","Data Scientist | #rstats | Coriander hater, cat-fanatic 🐾",https://t.co/mB23fmjOxn,"[{'url': 'https://t.co/mB23fmjOxn', 'expanded_url': 'http://sarahromanes.github.io', 'display_url': 'sarahromanes.github.io', 'indices': [0, 23]}]",[],False,1835,231,20,Mon Jan 04 06:17:16 +0000 2016,11353,,,True,False,1394,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_banners/4707372193/1561959190,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Mon Jan 20 22:54:18 +0000 2020,1219392737474048002,1219392737474048002,@StephStammel @john_t_ormerod @Sydney_Uni Thanks Steph!! Hopefully see you around the cbd this year!!! ♥️😋,False,"[42, 106]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219166980457943e+18,1219166980457943042,425745533.0,425745533,StephStammel,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'StephStammel', 'name': 'Steph Stammel', 'id': 425745533, 'id_str': '425745533', 'indices': [0, 13]}, {'screen_name': 'john_t_ormerod', 'name': 'John Ormerod', 'id': 884253117251858432, 'id_str': '884253117251858432', 'indices': [14, 29]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [30, 41]}]",[],en,recent,4707372193,4707372193,Sarah Romanes,sarah_romanes,"Sydney, New South Wales","Data Scientist | #rstats | Coriander hater, cat-fanatic 🐾",https://t.co/mB23fmjOxn,"[{'url': 'https://t.co/mB23fmjOxn', 'expanded_url': 'http://sarahromanes.github.io', 'display_url': 'sarahromanes.github.io', 'indices': [0, 23]}]",[],False,1835,231,20,Mon Jan 04 06:17:16 +0000 2016,11353,,,True,False,1394,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_banners/4707372193/1561959190,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Mon Jan 20 22:53:54 +0000 2020,1219392638752702464,1219392638752702464,@brawade @john_t_ormerod @Sydney_Uni Thank you!,False,"[37, 47]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2191693892844462e+18,1219169389284446208,325383583.0,325383583,brawade,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'brawade', 'name': 'Bhanudas Rawade', 'id': 325383583, 'id_str': '325383583', 'indices': [0, 8]}, {'screen_name': 'john_t_ormerod', 'name': 'John Ormerod', 'id': 884253117251858432, 'id_str': '884253117251858432', 'indices': [9, 24]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [25, 36]}]",[],en,recent,4707372193,4707372193,Sarah Romanes,sarah_romanes,"Sydney, New South Wales","Data Scientist | #rstats | Coriander hater, cat-fanatic 🐾",https://t.co/mB23fmjOxn,"[{'url': 'https://t.co/mB23fmjOxn', 'expanded_url': 'http://sarahromanes.github.io', 'display_url': 'sarahromanes.github.io', 'indices': [0, 23]}]",[],False,1835,231,20,Mon Jan 04 06:17:16 +0000 2016,11353,,,True,False,1394,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_banners/4707372193/1561959190,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Mon Jan 20 22:53:45 +0000 2020,1219392599678566401,1219392599678566401,@FazelAlms @john_t_ormerod @Sydney_Uni Thank you! Animal science sounds wicked cool !!,False,"[39, 86]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219198891284779e+18,1219198891284779009,7.995731298489098e+17,799573129848909824,FazelAlms,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'FazelAlms', 'name': 'Fazel', 'id': 799573129848909824, 'id_str': '799573129848909824', 'indices': [0, 10]}, {'screen_name': 'john_t_ormerod', 'name': 'John Ormerod', 'id': 884253117251858432, 'id_str': '884253117251858432', 'indices': [11, 26]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [27, 38]}]",[],en,recent,4707372193,4707372193,Sarah Romanes,sarah_romanes,"Sydney, New South Wales","Data Scientist | #rstats | Coriander hater, cat-fanatic 🐾",https://t.co/mB23fmjOxn,"[{'url': 'https://t.co/mB23fmjOxn', 'expanded_url': 'http://sarahromanes.github.io', 'display_url': 'sarahromanes.github.io', 'indices': [0, 23]}]",[],False,1835,231,20,Mon Jan 04 06:17:16 +0000 2016,11353,,,True,False,1394,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_banners/4707372193/1561959190,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Mon Jan 20 22:53:30 +0000 2020,1219392534394228741,1219392534394228741,@TweetsbyLC @john_t_ormerod @Sydney_Uni Thanks Laura!! ☺️,False,"[40, 57]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.21921347201092e+18,1219213472010919943,8.233559254444278e+17,823355925444427776,TweetsbyLC,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'TweetsbyLC', 'name': 'Laura Cartwright', 'id': 823355925444427776, 'id_str': '823355925444427776', 'indices': [0, 11]}, {'screen_name': 'john_t_ormerod', 'name': 'John Ormerod', 'id': 884253117251858432, 'id_str': '884253117251858432', 'indices': [12, 27]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [28, 39]}]",[],en,recent,4707372193,4707372193,Sarah Romanes,sarah_romanes,"Sydney, New South Wales","Data Scientist | #rstats | Coriander hater, cat-fanatic 🐾",https://t.co/mB23fmjOxn,"[{'url': 'https://t.co/mB23fmjOxn', 'expanded_url': 'http://sarahromanes.github.io', 'display_url': 'sarahromanes.github.io', 'indices': [0, 23]}]",[],False,1835,231,20,Mon Jan 04 06:17:16 +0000 2016,11353,,,True,False,1394,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_banners/4707372193/1561959190,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Mon Jan 20 22:53:20 +0000 2020,1219392492950261760,1219392492950261760,@seaandsailor @zerdeve @john_t_ormerod @Sydney_Uni Thank you!,False,"[51, 61]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2192179191561134e+18,1219217919156113409,154989972.0,154989972,seaandsailor,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'seaandsailor', 'name': 'João Felipe, Ph.D', 'id': 154989972, 'id_str': '154989972', 'indices': [0, 13]}, {'screen_name': 'zerdeve', 'name': 'Berna Devezer', 'id': 1540108152, 'id_str': '1540108152', 'indices': [14, 22]}, {'screen_name': 'john_t_ormerod', 'name': 'John Ormerod', 'id': 884253117251858432, 'id_str': '884253117251858432', 'indices': [23, 38]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [39, 50]}]",[],en,recent,4707372193,4707372193,Sarah Romanes,sarah_romanes,"Sydney, New South Wales","Data Scientist | #rstats | Coriander hater, cat-fanatic 🐾",https://t.co/mB23fmjOxn,"[{'url': 'https://t.co/mB23fmjOxn', 'expanded_url': 'http://sarahromanes.github.io', 'display_url': 'sarahromanes.github.io', 'indices': [0, 23]}]",[],False,1835,231,20,Mon Jan 04 06:17:16 +0000 2016,11353,,,True,False,1394,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_banners/4707372193/1561959190,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Mon Jan 20 22:53:12 +0000 2020,1219392461077803008,1219392461077803008,@peymanm @john_t_ormerod @Sydney_Uni Thank you! And thanks for letting me know about the post doc - I will be starting a new job in a few weeks already but this sound super awesome!,False,"[37, 181]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2192233099606712e+18,1219223309960671232,19649771.0,19649771,peymanm,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'peymanm', 'name': 'Peyman Mo', 'id': 19649771, 'id_str': '19649771', 'indices': [0, 8]}, {'screen_name': 'john_t_ormerod', 'name': 'John Ormerod', 'id': 884253117251858432, 'id_str': '884253117251858432', 'indices': [9, 24]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [25, 36]}]",[],en,recent,4707372193,4707372193,Sarah Romanes,sarah_romanes,"Sydney, New South Wales","Data Scientist | #rstats | Coriander hater, cat-fanatic 🐾",https://t.co/mB23fmjOxn,"[{'url': 'https://t.co/mB23fmjOxn', 'expanded_url': 'http://sarahromanes.github.io', 'display_url': 'sarahromanes.github.io', 'indices': [0, 23]}]",[],False,1835,231,20,Mon Jan 04 06:17:16 +0000 2016,11353,,,True,False,1394,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_banners/4707372193/1561959190,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Mon Jan 20 22:52:27 +0000 2020,1219392271843356673,1219392271843356673,@anshuspandey @john_t_ormerod @Sydney_Uni Thank you!,False,"[42, 52]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2192669669192868e+18,1219266966919286787,857530568.0,857530568,anshuspandey,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'anshuspandey', 'name': 'Anshu Pandey', 'id': 857530568, 'id_str': '857530568', 'indices': [0, 13]}, {'screen_name': 'john_t_ormerod', 'name': 'John Ormerod', 'id': 884253117251858432, 'id_str': '884253117251858432', 'indices': [14, 29]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [30, 41]}]",[],en,recent,4707372193,4707372193,Sarah Romanes,sarah_romanes,"Sydney, New South Wales","Data Scientist | #rstats | Coriander hater, cat-fanatic 🐾",https://t.co/mB23fmjOxn,"[{'url': 'https://t.co/mB23fmjOxn', 'expanded_url': 'http://sarahromanes.github.io', 'display_url': 'sarahromanes.github.io', 'indices': [0, 23]}]",[],False,1835,231,20,Mon Jan 04 06:17:16 +0000 2016,11353,,,True,False,1394,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_images/1208233181754691585/2nH8T9_2_normal.jpg,https://pbs.twimg.com/profile_banners/4707372193/1561959190,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
