,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.scopes.followers,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.possibly_sensitive
319,Wed Jan 22 11:13:18 +0000 2020,1219941099990634496,1219941099990634496,"@Vageesh_Mohan @UofGsustain @UofGlasgow @UofGEngineering Ours was decent. 
But if some expert,or perhaps any professor does intend to build and refine the project proposal, it can happen.",False,"[57, 187]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2199374652654223e+18,1219937465265422336,331608345.0,331608345,Vageesh_Mohan,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Vageesh_Mohan', 'name': 'Vageesh Mohan', 'id': 331608345, 'id_str': '331608345', 'indices': [0, 14]}, {'screen_name': 'UofGsustain', 'name': 'UofG Sustainability', 'id': 3083418105, 'id_str': '3083418105', 'indices': [15, 27]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [28, 39]}, {'screen_name': 'UofGEngineering', 'name': 'UofG Engineering', 'id': 1148240166, 'id_str': '1148240166', 'indices': [40, 56]}]",[],en,recent,53647923,53647923,Abhigyan Khargharia,GyanKhar,"Glasgow, Scotland","Operational Volunteer @2050ClimateGrp | Sustainable Energy Postgrad from UofGlasgow| 🔴Gooner⚪
 🇮🇳🏴󠁧󠁢󠁳󠁣󠁴󠁿 #KhatiOxomiya [Views strictly mine]",https://t.co/76Jkye8Bkl,"[{'url': 'https://t.co/76Jkye8Bkl', 'expanded_url': 'http://www.facebook.com/KingGyan', 'display_url': 'facebook.com/KingGyan', 'indices': [0, 23]}]",[],False,221,1097,1,Sat Jul 04 11:05:41 +0000 2009,2259,,,True,False,2548,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,True,http://pbs.twimg.com/profile_images/1216207687525990401/qlkeIpXN_normal.jpg,https://pbs.twimg.com/profile_images/1216207687525990401/qlkeIpXN_normal.jpg,https://pbs.twimg.com/profile_banners/53647923/1407439448,19CF86,FFFFFF,FFFEFA,634047,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Wed Jan 22 10:58:51 +0000 2020,1219937465265422336,1219937465265422336,@GyanKhar @UofGsustain @UofGlasgow @UofGEngineering Ours was a good proposal too...!! LOLZZ...,False,"[52, 94]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2199347851933655e+18,1219934785193365504,53647923.0,53647923,GyanKhar,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'GyanKhar', 'name': 'Abhigyan Khargharia', 'id': 53647923, 'id_str': '53647923', 'indices': [0, 9]}, {'screen_name': 'UofGsustain', 'name': 'UofG Sustainability', 'id': 3083418105, 'id_str': '3083418105', 'indices': [10, 22]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [23, 34]}, {'screen_name': 'UofGEngineering', 'name': 'UofG Engineering', 'id': 1148240166, 'id_str': '1148240166', 'indices': [35, 51]}]",[],en,recent,331608345,331608345,Vageesh Mohan,Vageesh_Mohan,,Avid consumer of Cinema not movies. Somewhere between a Nerd and a Geek. Love talking sciencey stuff.,,,[],False,35,121,0,Fri Jul 08 12:52:46 +0000 2011,513,,,False,False,22,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1203213728935817217/WObM1Lmo_normal.jpg,https://pbs.twimg.com/profile_images/1203213728935817217/WObM1Lmo_normal.jpg,https://pbs.twimg.com/profile_banners/331608345/1510807689,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Wed Jan 22 10:48:12 +0000 2020,1219934785193365504,1219934785193365504,"@UofGsustain @UofGlasgow Maybe the electric pod transport system we did for our 'Group Project' during our postgraduate programme at @UofGEngineering last year, does need to come true.",False,"[25, 184]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2198957570981765e+18,1219895757098176512,3083418105.0,3083418105,UofGsustain,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'UofGsustain', 'name': 'UofG Sustainability', 'id': 3083418105, 'id_str': '3083418105', 'indices': [0, 12]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [13, 24]}, {'screen_name': 'UofGEngineering', 'name': 'UofG Engineering', 'id': 1148240166, 'id_str': '1148240166', 'indices': [133, 149]}]",[],en,recent,53647923,53647923,Abhigyan Khargharia,GyanKhar,"Glasgow, Scotland","Operational Volunteer @2050ClimateGrp | Sustainable Energy Postgrad from UofGlasgow| 🔴Gooner⚪
 🇮🇳🏴󠁧󠁢󠁳󠁣󠁴󠁿 #KhatiOxomiya [Views strictly mine]",https://t.co/76Jkye8Bkl,"[{'url': 'https://t.co/76Jkye8Bkl', 'expanded_url': 'http://www.facebook.com/KingGyan', 'display_url': 'facebook.com/KingGyan', 'indices': [0, 23]}]",[],False,221,1097,1,Sat Jul 04 11:05:41 +0000 2009,2259,,,True,False,2548,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,True,http://pbs.twimg.com/profile_images/1216207687525990401/qlkeIpXN_normal.jpg,https://pbs.twimg.com/profile_images/1216207687525990401/qlkeIpXN_normal.jpg,https://pbs.twimg.com/profile_banners/53647923/1407439448,19CF86,FFFFFF,FFFEFA,634047,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791e00bcadc4615f,https://api.twitter.com/1.1/geo/id/791e00bcadc4615f.json,city,Glasgow,"Glasgow, Scotland",GB,United Kingdom,[],Polygon,"[[[-4.3932845, 55.796184], [-4.0902182, 55.796184], [-4.0902182, 55.9204214], [-4.3932845, 55.9204214]]]",,,,,,,,,,,,,
326,Wed Jan 22 10:28:16 +0000 2020,1219929766213701634,1219929766213701634,RT @UofGlasgow: Staff &amp; students planning to travel to China are asked to seek advice on the Coronavirus outbreak. Although the risk appear…,False,"[0, 144]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,9,0,False,False,en,[],[],"[{'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [3, 14]}]",[],en,recent,1141689200099639296,1141689200099639296,Alex Hepburn,ahpbn,"Glasgow, Scotland","Research Scientist, PhD Student @UofGlasgow. Machine learnist, lazy language learner, even lazier academic. Eng/Rus.",,,[],False,76,266,0,Thu Jun 20 12:48:11 +0000 2019,980,,,True,False,242,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1219411092985864194/JKE6Bsuj_normal.jpg,https://pbs.twimg.com/profile_images/1219411092985864194/JKE6Bsuj_normal.jpg,https://pbs.twimg.com/profile_banners/1141689200099639296/1579566134,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Wed Jan 22 10:24:24 +0000 2020,1.2199287946324214e+18,1219928794632421377,"Staff &amp; students planning to travel to China are asked to seek advice on the Coronavirus outbreak. Although the risk appears to be low, people are advised not to travel to Wuhan, the city at the centre of the outbreak. Our thoughts are with anyone who has been affected. 1/2",False,"[0, 278]",[],[],[],[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,19760151.0,19760151,University of Glasgow,UofGlasgow,Scotland,Changing the world 🌍 since 1451 | @UofGNews for media | #TeamUofG💘 #WorldChangingGlasgow,https://t.co/tPU04E9zjX,"[{'url': 'https://t.co/tPU04E9zjX', 'expanded_url': 'http://www.glasgow.ac.uk', 'display_url': 'glasgow.ac.uk', 'indices': [0, 23]}]",[],False,100005.0,1842.0,1237.0,Fri Jan 30 09:06:35 +0000 2009,20497.0,,,True,True,19919.0,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1072894340748509190/6L7OjYLu_normal.jpg,https://pbs.twimg.com/profile_images/1072894340748509190/6L7OjYLu_normal.jpg,https://pbs.twimg.com/profile_banners/19760151/1568625102,003865,000000,DDFFCC,333333,True,False,False,False,False,False,False,none,,,,,False,9.0,19.0,False,False,,en,,,,,,,,,,,,,,,,,,,,,,,
328,Wed Jan 22 10:20:43 +0000 2020,1219927866303008768,1219927866303008768,RT @RuthAgbakoba: it is a testament to you that I dedicate the launch of my new platform at end of the month '@securethephd' as a means to…,False,"[0, 139]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,3,0,False,False,en,[],[],"[{'screen_name': 'RuthAgbakoba', 'name': 'Dr. Ruth Agbakoba', 'id': 231974445, 'id_str': '231974445', 'indices': [3, 16]}, {'screen_name': 'securethephd', 'name': 'securethephd', 'id': 1148632423925788672, 'id_str': '1148632423925788672', 'indices': [110, 123]}]",[],en,recent,1148632423925788672,1148632423925788672,securethephd,securethephd,,"Bi-Weekly Blog, Account Managed by Dr @RuthAgbakoba sharing Personal Reflections + Tips on how to #SecureThePhD, Wellbeing Advocate, Promoting Diversity #STEM",,,[],False,25,52,0,Tue Jul 09 16:38:05 +0000 2019,64,,,False,False,12,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1179802079373737986/e1stRYV0_normal.jpg,https://pbs.twimg.com/profile_images/1179802079373737986/e1stRYV0_normal.jpg,https://pbs.twimg.com/profile_banners/1148632423925788672/1570125958,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Tue Jan 21 15:56:12 +0000 2020,1.2196499075832218e+18,1219649907583221761,"it is a testament to you that I dedicate the launch of my new platform at end of the month '@securethephd' as a means to help others. I'd also like to thank my external supervisors Prof @andygumley, Prof David Heany + Convenor @odo_kate [3/3] @UofGlasgow #phdchat #AcademicTwitter",False,"[0, 280]","[{'text': 'phdchat', 'indices': [255, 263]}, {'text': 'AcademicTwitter', 'indices': [264, 280]}]",[],"[{'screen_name': 'securethephd', 'name': 'securethephd', 'id': 1148632423925788672, 'id_str': '1148632423925788672', 'indices': [92, 105]}, {'screen_name': 'andygumley', 'name': 'Andy Gumley', 'id': 141718189, 'id_str': '141718189', 'indices': [186, 197]}, {'screen_name': 'odo_kate', 'name': ""Kate O'Donnell 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f🇪🇺"", 'id': 529252459, 'id_str': '529252459', 'indices': [227, 236]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [243, 254]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2196420103212605e+18,1219642010321260546,231974445.0,231974445,RuthAgbakoba,231974445.0,231974445,Dr. Ruth Agbakoba,RuthAgbakoba,"London, England",Academic + Digital Health enthusiast @UCL Founder @SecureThePhD #BlackInAcademia Promoting Diversity in #STEM Health Innovation Honorary Fellow @UCL_IHI,,,[],False,367.0,1004.0,19.0,Wed Dec 29 23:55:10 +0000 2010,2711.0,,,True,False,910.0,,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1113472994821713920/gMm2pxoo_normal.png,https://pbs.twimg.com/profile_images/1113472994821713920/gMm2pxoo_normal.png,https://pbs.twimg.com/profile_banners/231974445/1554308127,990000,DFDFDF,F3F3F3,333333,True,False,False,False,False,False,False,none,,,,,False,3.0,6.0,False,False,,en,,,,,,,,,,,,,,,,,,,,,,,
329,Wed Jan 22 10:20:37 +0000 2020,1219927843569831937,1219927843569831937,"RT @RuthAgbakoba: Maya Angelou once said that ""there is no greater agony than bearing an untold story"". On this day last year I passed my P…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,4,0,False,False,en,[],[],"[{'screen_name': 'RuthAgbakoba', 'name': 'Dr. Ruth Agbakoba', 'id': 231974445, 'id_str': '231974445', 'indices': [3, 16]}]",[],en,recent,1148632423925788672,1148632423925788672,securethephd,securethephd,,"Bi-Weekly Blog, Account Managed by Dr @RuthAgbakoba sharing Personal Reflections + Tips on how to #SecureThePhD, Wellbeing Advocate, Promoting Diversity #STEM",,,[],False,25,52,0,Tue Jul 09 16:38:05 +0000 2019,64,,,False,False,12,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1179802079373737986/e1stRYV0_normal.jpg,https://pbs.twimg.com/profile_images/1179802079373737986/e1stRYV0_normal.jpg,https://pbs.twimg.com/profile_banners/1148632423925788672/1570125958,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Tue Jan 21 15:09:34 +0000 2020,1.2196381699367813e+18,1219638169936781313,"Maya Angelou once said that ""there is no greater agony than bearing an untold story"". On this day last year I passed my PhD Viva @UofGlasgow after a culmination of years of work despite grave challenges. I believe in blessings and my supervisors... [1/3] #phdchat #AcademicTwitter",False,"[0, 280]","[{'text': 'phdchat', 'indices': [255, 263]}, {'text': 'AcademicTwitter', 'indices': [264, 280]}]",[],"[{'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [129, 140]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,231974445.0,231974445,Dr. Ruth Agbakoba,RuthAgbakoba,"London, England",Academic + Digital Health enthusiast @UCL Founder @SecureThePhD #BlackInAcademia Promoting Diversity in #STEM Health Innovation Honorary Fellow @UCL_IHI,,,[],False,367.0,1004.0,19.0,Wed Dec 29 23:55:10 +0000 2010,2711.0,,,True,False,910.0,,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1113472994821713920/gMm2pxoo_normal.png,https://pbs.twimg.com/profile_images/1113472994821713920/gMm2pxoo_normal.png,https://pbs.twimg.com/profile_banners/231974445/1554308127,990000,DFDFDF,F3F3F3,333333,True,False,False,False,False,False,False,none,,,,,False,4.0,15.0,False,False,,en,,,,,,,,,,,,,,,,,,,,,,,
332,Wed Jan 22 09:43:41 +0000 2020,1219918549659070465,1219918549659070465,@GioPicker @UofGSPS @UofGlasgow @UofGSociology Thanks Giovanni. I hope all is well with the new arrival. Let me know.,False,"[47, 117]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2199116872157553e+18,1219911687215755264,49777238.0,49777238,GioPicker,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'GioPicker', 'name': 'Giovanni Picker', 'id': 49777238, 'id_str': '49777238', 'indices': [0, 10]}, {'screen_name': 'UofGSPS', 'name': 'UofG Soc & Pol Sci', 'id': 864087287981891584, 'id_str': '864087287981891584', 'indices': [11, 19]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [20, 31]}, {'screen_name': 'UofGSociology', 'name': 'UofG Sociology', 'id': 2484343268, 'id_str': '2484343268', 'indices': [32, 46]}]",[],en,recent,950365459,950365459,Smina Akhtar 🔥✊🏾✍🏾,SminaAkhtar,"Glasgow, Scotland","Socialist Sociologist/PhD researching state racism, activism & resistance @UofGSociology. https://t.co/164vdqcob2",https://t.co/9jw8qSghjk,"[{'url': 'https://t.co/9jw8qSghjk', 'expanded_url': 'https://www.gla.ac.uk/schools/socialpolitical/research/students/sminaakhtar/', 'display_url': 'gla.ac.uk/schools/social…', 'indices': [0, 23]}]","[{'url': 'https://t.co/164vdqcob2', 'expanded_url': 'https://anti-racism-scotland.org/', 'display_url': 'anti-racism-scotland.org', 'indices': [90, 113]}]",False,1373,1983,10,Thu Nov 15 19:44:56 +0000 2012,7590,,,True,False,6402,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1216111539868119042/v4UyxJYC_normal.jpg,https://pbs.twimg.com/profile_images/1216111539868119042/v4UyxJYC_normal.jpg,https://pbs.twimg.com/profile_banners/950365459/1578476683,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Wed Jan 22 09:20:40 +0000 2020,1219912756729729024,1219912756729729024,@UofGDVC @UofGlasgow Wonderful new policy @UofGlasgow supporting staff who have to care for others 👍,False,"[21, 100]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2199051155340452e+18,1219905115534045184,1.0477744677060485e+18,1047774467706048512,UofGDVC,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'UofGDVC', 'name': 'Neal Juster', 'id': 1047774467706048512, 'id_str': '1047774467706048512', 'indices': [0, 8]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [9, 20]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [42, 53]}]",[],en,recent,4504995027,4504995027,UofG_Cancer_Sciences_AthenaSWAN,ICS_AthenaSWAN,"Glasgow, Scotland","Updates from the @ICS_AthenaSWAN V.O.I.C.E. committee at the Institute of Cancer Sciences (@UofGCancerSci), University of Glasgow (@UofGlasgow) 🥈",https://t.co/gYMSwkEJfy,"[{'url': 'https://t.co/gYMSwkEJfy', 'expanded_url': 'http://www.gla.ac.uk/researchinstitutes/cancersciences/guinfo/athena/', 'display_url': 'gla.ac.uk/researchinstit…', 'indices': [0, 23]}]",[],False,322,285,9,Wed Dec 16 17:20:16 +0000 2015,1938,,,False,False,784,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1179323208790691840/_5fEgoc7_normal.jpg,https://pbs.twimg.com/profile_images/1179323208790691840/_5fEgoc7_normal.jpg,https://pbs.twimg.com/profile_banners/4504995027/1570006861,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Wed Jan 22 09:16:25 +0000 2020,1219911687215755264,1219911687215755264,@SminaAkhtar @UofGSPS @UofGlasgow @UofGSociology Congratulations!,False,"[49, 65]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2195932761787392e+18,1219593276178739202,950365459.0,950365459,SminaAkhtar,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'SminaAkhtar', 'name': 'Smina Akhtar 🔥✊🏾✍🏾', 'id': 950365459, 'id_str': '950365459', 'indices': [0, 12]}, {'screen_name': 'UofGSPS', 'name': 'UofG Soc & Pol Sci', 'id': 864087287981891584, 'id_str': '864087287981891584', 'indices': [13, 21]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [22, 33]}, {'screen_name': 'UofGSociology', 'name': 'UofG Sociology', 'id': 2484343268, 'id_str': '2484343268', 'indices': [34, 48]}]",[],en,recent,49777238,49777238,Giovanni Picker,GioPicker,"Glasgow, Scotland","Sociologist, University of Glasgow. Author, Racial Cities (2017). No justice, no peace.",https://t.co/8fcdA6tGwS,"[{'url': 'https://t.co/8fcdA6tGwS', 'expanded_url': 'http://giovannipicker.net', 'display_url': 'giovannipicker.net', 'indices': [0, 23]}]",[],False,621,631,33,Mon Jun 22 21:45:10 +0000 2009,1781,,,True,False,3016,,False,False,False,BADFCD,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,False,http://pbs.twimg.com/profile_images/993122074297331712/9t0VfjfX_normal.jpg,https://pbs.twimg.com/profile_images/993122074297331712/9t0VfjfX_normal.jpg,https://pbs.twimg.com/profile_banners/49777238/1579279425,FF0000,F2E195,FFF7CC,0C3E53,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Wed Jan 22 08:56:47 +0000 2020,1219906744320692224,1219906744320692224,"@BrianGallaghe17 @DJSnM @UofGlasgow @GlasgowBurns All power to you, Brian!",False,"[50, 74]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2199054604694528e+18,1219905460469452800,599010214.0,599010214,BrianGallaghe17,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'BrianGallaghe17', 'name': 'Brian Gallagher', 'id': 599010214, 'id_str': '599010214', 'indices': [0, 16]}, {'screen_name': 'DJSnM', 'name': 'Scott Manley', 'id': 92356429, 'id_str': '92356429', 'indices': [17, 23]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [24, 35]}, {'screen_name': 'GlasgowBurns', 'name': 'Robert Burns C21', 'id': 242466589, 'id_str': '242466589', 'indices': [36, 49]}]",[],en,recent,1131892746598408195,1131892746598408195,Gerard Carruthers,GerardCarruthe2,"Glasgow, Scotland","Francis Hutcheson Professor of Scottish Literature, University of Glasgow; General Editor of OUP edition of Robert Burns. Proud mongrel: Scottish-Irish-Italian.",https://t.co/goV7DY1HZw,"[{'url': 'https://t.co/goV7DY1HZw', 'expanded_url': 'https://www.gla.ac.uk/schools/critical/staff/gerardcarruthers/', 'display_url': 'gla.ac.uk/schools/critic…', 'indices': [0, 23]}]",[],False,677,495,1,Fri May 24 12:00:35 +0000 2019,3248,,,False,False,604,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1132331439729647616/u1A3k10A_normal.jpg,https://pbs.twimg.com/profile_images/1132331439729647616/u1A3k10A_normal.jpg,https://pbs.twimg.com/profile_banners/1131892746598408195/1579448826,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
