,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.scopes.followers,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.possibly_sensitive
185,Thu Jan 23 19:19:04 +0000 2020,1220425735250247682,1220425735250247682,"@ClaireTMcDade @UofGlasgow Thanks, Claire. I agree with all of the above 😀",False,"[27, 74]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204252632947016e+18,1220425263294701568,296522491.0,296522491,ClaireTMcDade,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ClaireTMcDade', 'name': 'Claire McDade 🕷', 'id': 296522491, 'id_str': '296522491', 'indices': [0, 14]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [15, 26]}]",[],en,recent,3315877210,3315877210,Sally Tuckett,SallyTuckett,"Scotland, United Kingdom",Lecturer in dress and textile histories @UofGlasgow | 18th century dress & textiles | Tartan | Linen | Dabbling in royal wardrobes of the past,https://t.co/axR1xsWnMW,"[{'url': 'https://t.co/axR1xsWnMW', 'expanded_url': 'http://www.gla.ac.uk/schools/cca/staff/sallytuckett/', 'display_url': 'gla.ac.uk/schools/cca/st…', 'indices': [0, 23]}]",[],False,2171,1000,28,Tue Jun 09 20:27:50 +0000 2015,2913,,,False,False,3718,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/968043812449857536/7KLPG1dy_normal.jpg,https://pbs.twimg.com/profile_images/968043812449857536/7KLPG1dy_normal.jpg,https://pbs.twimg.com/profile_banners/3315877210/1571345310,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Thu Jan 23 18:55:35 +0000 2020,1220419826696572928,1220419826696572928,@TendonGlasgow @UofGlasgow It's great to be here and I think he's having a blast without me - bedtime will be later that's for sure ;-) Will be great to catch up tomorrow and looking forward to the viva too - any recommendations for pre-viva coffee/breakfast close to the venue?,False,"[27, 278]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2204194803393372e+18,1220419480339337217,8.930203414543729e+17,893020341454372864,TendonGlasgow,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'TendonGlasgow', 'name': 'TendinopathyGlasgow', 'id': 893020341454372864, 'id_str': '893020341454372864', 'indices': [0, 14]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [15, 26]}]",[],en,recent,394246221,394246221,Sarah Snelling,Sarah_JB_S,Oxford,"Associate Professor @ndorms Musculoskeletal science, cell-biomaterial interaction & inflammation enthusiast. Runner, climber, hiker, skier, mum.",https://t.co/a6PgXMTI8s,"[{'url': 'https://t.co/a6PgXMTI8s', 'expanded_url': 'https://www.ndorms.ox.ac.uk/team/sarah-snelling', 'display_url': 'ndorms.ox.ac.uk/team/sarah-sne…', 'indices': [0, 23]}]",[],False,944,756,19,Wed Oct 19 19:56:14 +0000 2011,4777,,,False,False,2660,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/851907559774728192/hGx_721Q_normal.jpg,https://pbs.twimg.com/profile_images/851907559774728192/hGx_721Q_normal.jpg,https://pbs.twimg.com/profile_banners/394246221/1491945780,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Thu Jan 23 18:54:13 +0000 2020,1220419480339337217,1220419480339337217,@Sarah_JB_S Delighted that you agreed to exam tomorrow.... hopefully the wee man will be ok 👍🏻.... looking forward to catching up for coffee after the viva and talking #tendons and hopefully a tour of @UofGlasgow,False,"[12, 212]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220412043901264e+18,1220412043901263872,394246221.0,394246221,Sarah_JB_S,,,,,False,0,1,False,False,en,"[{'text': 'tendons', 'indices': [168, 176]}]",[],"[{'screen_name': 'Sarah_JB_S', 'name': 'Sarah Snelling', 'id': 394246221, 'id_str': '394246221', 'indices': [0, 11]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [201, 212]}]",[],en,recent,893020341454372864,893020341454372864,TendinopathyGlasgow,TendonGlasgow,"Glasgow, Scotland","Tendon Research Group @ Institute of Infection, Immunity and Inflammation, University of Glasgow. Investigating the immunobiology of tendon disease for patients",,,[],False,1355,134,3,Thu Aug 03 08:06:55 +0000 2017,883,,,True,False,329,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/893022718030774272/r4lGurh-_normal.jpg,https://pbs.twimg.com/profile_images/893022718030774272/r4lGurh-_normal.jpg,https://pbs.twimg.com/profile_banners/893020341454372864/1507386781,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Thu Jan 23 18:44:02 +0000 2020,1220416918168985600,1220416918168985600,@AHAllardyce @UofGlasgow One of my @UofGPsychology students is doing his dissertation on this...watch this space,False,"[25, 112]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203535774676828e+18,1220353577467682817,431421386.0,431421386,AHAllardyce,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'AHAllardyce', 'name': 'Áine Allardyce', 'id': 431421386, 'id_str': '431421386', 'indices': [0, 12]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [13, 24]}, {'screen_name': 'UofGPsychology', 'name': 'UofG Psychology', 'id': 2748575606, 'id_str': '2748575606', 'indices': [35, 50]}]",[],en,recent,1635243432,1635243432,Niamh Stack,Eavanmac,"Glasgow, Scotland","Psychology Professor @UofGlasgow mostly twittering on about developmental psychology, high ability, cycling & music. Views own. 🇮🇪🇪🇺",https://t.co/DJhoozGRLz,"[{'url': 'https://t.co/DJhoozGRLz', 'expanded_url': 'http://www.ablepupils.com', 'display_url': 'ablepupils.com', 'indices': [0, 23]}]",[],False,2488,1194,28,Wed Jul 31 11:35:07 +0000 2013,15316,,,True,False,6621,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1200872804884893697/OqMg5_ou_normal.jpg,https://pbs.twimg.com/profile_images/1200872804884893697/OqMg5_ou_normal.jpg,https://pbs.twimg.com/profile_banners/1635243432/1575145364,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791e00bcadc4615f,https://api.twitter.com/1.1/geo/id/791e00bcadc4615f.json,city,Glasgow,"Glasgow, Scotland",GB,United Kingdom,[],Polygon,"[[[-4.3932845, 55.796184], [-4.0902182, 55.796184], [-4.0902182, 55.9204214], [-4.3932845, 55.9204214]]]",,,,,,,,,,,,,
195,Thu Jan 23 18:37:09 +0000 2020,1220415186458370049,1220415186458370049,RT @SallyTuckett: I’m hoping to get a course going @UofGlasgow on Scottish #textile and #dresshistory but am struggling on the name (good s…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,8,0,False,False,en,"[{'text': 'textile', 'indices': [75, 83]}, {'text': 'dresshistory', 'indices': [88, 101]}]",[],"[{'screen_name': 'SallyTuckett', 'name': 'Sally Tuckett', 'id': 3315877210, 'id_str': '3315877210', 'indices': [3, 16]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [51, 62]}]",[],en,recent,3331851761,3331851761,Rebecca Quinton,rpzquinton,,Dress & textiles historian: curator @glasgowmuseums; honorary @UofGlasgow; chair @DATSnetwork; occasional quilter and appallingly bad knitter. Views my own.,,,[],False,1214,388,14,Wed Jun 17 22:22:06 +0000 2015,3210,,,True,False,1489,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1102658484879921152/En8cmMbI_normal.jpg,https://pbs.twimg.com/profile_images/1102658484879921152/En8cmMbI_normal.jpg,https://pbs.twimg.com/profile_banners/3331851761/1551729321,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Thu Jan 23 16:14:00 +0000 2020,1.220379160448848e+18,1220379160448847874,I’m hoping to get a course going @UofGlasgow on Scottish #textile and #dresshistory but am struggling on the name (good start eh?). Do I go more poetic or for a ‘what it says on the tin’ approach? Votes welcome!,False,"[0, 211]","[{'text': 'textile', 'indices': [57, 65]}, {'text': 'dresshistory', 'indices': [70, 83]}]",[],"[{'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [33, 44]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,3315877210.0,3315877210,Sally Tuckett,SallyTuckett,"Scotland, United Kingdom",Lecturer in dress and textile histories @UofGlasgow | 18th century dress & textiles | Tartan | Linen | Dabbling in royal wardrobes of the past,https://t.co/axR1xsWnMW,"[{'url': 'https://t.co/axR1xsWnMW', 'expanded_url': 'http://www.gla.ac.uk/schools/cca/staff/sallytuckett/', 'display_url': 'gla.ac.uk/schools/cca/st…', 'indices': [0, 23]}]",[],False,2171.0,1000.0,28.0,Tue Jun 09 20:27:50 +0000 2015,2913.0,,,False,False,3718.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/968043812449857536/7KLPG1dy_normal.jpg,https://pbs.twimg.com/profile_images/968043812449857536/7KLPG1dy_normal.jpg,https://pbs.twimg.com/profile_banners/3315877210/1571345310,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,8.0,37.0,False,False,,en,,,,,,,,,,,,,,,,,,,,,,,
201,Thu Jan 23 18:09:21 +0000 2020,1220408189767700481,1220408189767700481,@AJBradburn @UofGlasgow Colons are a must! I might have to re-poll. Fabric (fabrics?) of Society has a good ring to it,False,"[24, 118]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204076723921142e+18,1220407672392114176,42223835.0,42223835,AJBradburn,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'AJBradburn', 'name': 'Andrew Bradburn', 'id': 42223835, 'id_str': '42223835', 'indices': [0, 11]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [12, 23]}]",[],en,recent,3315877210,3315877210,Sally Tuckett,SallyTuckett,"Scotland, United Kingdom",Lecturer in dress and textile histories @UofGlasgow | 18th century dress & textiles | Tartan | Linen | Dabbling in royal wardrobes of the past,https://t.co/axR1xsWnMW,"[{'url': 'https://t.co/axR1xsWnMW', 'expanded_url': 'http://www.gla.ac.uk/schools/cca/staff/sallytuckett/', 'display_url': 'gla.ac.uk/schools/cca/st…', 'indices': [0, 23]}]",[],False,2171,1000,28,Tue Jun 09 20:27:50 +0000 2015,2913,,,False,False,3718,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/968043812449857536/7KLPG1dy_normal.jpg,https://pbs.twimg.com/profile_images/968043812449857536/7KLPG1dy_normal.jpg,https://pbs.twimg.com/profile_banners/3315877210/1571345310,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Thu Jan 23 18:02:56 +0000 2020,1220406577489940481,1220406577489940481,@SallyTuckett @UofGlasgow 😭 oh I wish I could take it 🙌,False,"[26, 55]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220379160448848e+18,1220379160448847874,3315877210.0,3315877210,SallyTuckett,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'SallyTuckett', 'name': 'Sally Tuckett', 'id': 3315877210, 'id_str': '3315877210', 'indices': [0, 13]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [14, 25]}]",[],en,recent,1078850220891488261,1078850220891488261,Emily Loy,emi_a_loy,"Kansas, USA",Art history. Anthropology. 18th century dress and costume. Semiotics and Theory. ~Trying to be a professional something. UofG alum w/MLitt.,,,[],False,90,268,0,Sat Dec 29 03:08:31 +0000 2018,328,,,False,False,265,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1078875427320537088/cBzfIdbY_normal.jpg,https://pbs.twimg.com/profile_images/1078875427320537088/cBzfIdbY_normal.jpg,https://pbs.twimg.com/profile_banners/1078850220891488261/1546059301,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Thu Jan 23 18:01:08 +0000 2020,1220406123821510656,1220406123821510656,RT @SallyTuckett: I’m hoping to get a course going @UofGlasgow on Scottish #textile and #dresshistory but am struggling on the name (good s…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,8,0,False,False,en,"[{'text': 'textile', 'indices': [75, 83]}, {'text': 'dresshistory', 'indices': [88, 101]}]",[],"[{'screen_name': 'SallyTuckett', 'name': 'Sally Tuckett', 'id': 3315877210, 'id_str': '3315877210', 'indices': [3, 16]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [51, 62]}]",[],en,recent,431421386,431421386,Áine Allardyce,AHAllardyce,Glasgow,From Cork. Now Glasgow. Part of @UofGlasgow @UofGNews Team covering @UofGArts #SocialSciences | Women are equal to everything 🕷,https://t.co/tPU04E9zjX,"[{'url': 'https://t.co/tPU04E9zjX', 'expanded_url': 'http://www.glasgow.ac.uk', 'display_url': 'glasgow.ac.uk', 'indices': [0, 23]}]",[],False,1432,1428,20,Thu Dec 08 08:01:03 +0000 2011,36190,,,True,False,9889,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208029317525061632/E-vV8fTz_normal.jpg,https://pbs.twimg.com/profile_images/1208029317525061632/E-vV8fTz_normal.jpg,https://pbs.twimg.com/profile_banners/431421386/1578654644,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,Thu Jan 23 16:14:00 +0000 2020,1.220379160448848e+18,1220379160448847874,I’m hoping to get a course going @UofGlasgow on Scottish #textile and #dresshistory but am struggling on the name (good start eh?). Do I go more poetic or for a ‘what it says on the tin’ approach? Votes welcome!,False,"[0, 211]","[{'text': 'textile', 'indices': [57, 65]}, {'text': 'dresshistory', 'indices': [70, 83]}]",[],"[{'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [33, 44]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,3315877210.0,3315877210,Sally Tuckett,SallyTuckett,"Scotland, United Kingdom",Lecturer in dress and textile histories @UofGlasgow | 18th century dress & textiles | Tartan | Linen | Dabbling in royal wardrobes of the past,https://t.co/axR1xsWnMW,"[{'url': 'https://t.co/axR1xsWnMW', 'expanded_url': 'http://www.gla.ac.uk/schools/cca/staff/sallytuckett/', 'display_url': 'gla.ac.uk/schools/cca/st…', 'indices': [0, 23]}]",[],False,2171.0,1000.0,28.0,Tue Jun 09 20:27:50 +0000 2015,2913.0,,,False,False,3718.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/968043812449857536/7KLPG1dy_normal.jpg,https://pbs.twimg.com/profile_images/968043812449857536/7KLPG1dy_normal.jpg,https://pbs.twimg.com/profile_banners/3315877210/1571345310,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,8.0,37.0,False,False,,en,,,,,,,,,,,,,,,,,,,,,,,
209,Thu Jan 23 17:37:53 +0000 2020,1220400273232932865,1220400273232932865,@ChrisGlobalEd @SHLC_Cities @UofGEducation @UofGlasgow @OceaniaCIES you absolutely should get yourself to Europe soon! it'd be great to see you and catch up!,False,"[68, 157]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2201255758319084e+18,1220125575831908352,358741501.0,358741501,ChrisGlobalEd,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ChrisGlobalEd', 'name': 'Chris Henderson', 'id': 358741501, 'id_str': '358741501', 'indices': [0, 14]}, {'screen_name': 'SHLC_Cities', 'name': 'SHLC', 'id': 920941209312485376, 'id_str': '920941209312485376', 'indices': [15, 27]}, {'screen_name': 'UofGEducation', 'name': 'School of Education', 'id': 3446080335, 'id_str': '3446080335', 'indices': [28, 42]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [43, 54]}, {'screen_name': 'OceaniaCIES', 'name': 'OCIES', 'id': 4363733239, 'id_str': '4363733239', 'indices': [55, 67]}]",[],en,recent,703505026849730561,703505026849730561,"Yulia Nesterova, PhD",YuliaSNesterova,"Glasgow, Scotland",Research Associate @SHLC_Cities @UofGlasgow /Previously w/@UNESCO consulting on peace in Asia-Pacific & preventing violent extremism worldwide/@HKUniversity PhD,,,[],False,376,281,40,Sat Feb 27 09:00:43 +0000 2016,453,,,True,False,998,,False,False,False,FF6699,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/1129089158725550080/Frx55cdL_normal.jpg,https://pbs.twimg.com/profile_images/1129089158725550080/Frx55cdL_normal.jpg,https://pbs.twimg.com/profile_banners/703505026849730561/1527708842,B40B43,000000,000000,000000,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Thu Jan 23 17:34:04 +0000 2020,1220399312896757767,1220399312896757767,@Isabelkathalex @UofGlasgow Ooooh Interwoven Scotland .... that could be a late contender 😀,False,"[28, 91]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203982426362143e+18,1220398242636214273,1.1445880688061522e+18,1144588068806152192,Isabelkathalex,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'Isabelkathalex', 'name': 'Isabel Alexander', 'id': 1144588068806152192, 'id_str': '1144588068806152192', 'indices': [0, 15]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [16, 27]}]",[],en,recent,3315877210,3315877210,Sally Tuckett,SallyTuckett,"Scotland, United Kingdom",Lecturer in dress and textile histories @UofGlasgow | 18th century dress & textiles | Tartan | Linen | Dabbling in royal wardrobes of the past,https://t.co/axR1xsWnMW,"[{'url': 'https://t.co/axR1xsWnMW', 'expanded_url': 'http://www.gla.ac.uk/schools/cca/staff/sallytuckett/', 'display_url': 'gla.ac.uk/schools/cca/st…', 'indices': [0, 23]}]",[],False,2171,1000,28,Tue Jun 09 20:27:50 +0000 2015,2913,,,False,False,3718,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/968043812449857536/7KLPG1dy_normal.jpg,https://pbs.twimg.com/profile_images/968043812449857536/7KLPG1dy_normal.jpg,https://pbs.twimg.com/profile_banners/3315877210/1571345310,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Thu Jan 23 17:29:49 +0000 2020,1220398242636214273,1220398242636214273,"@SallyTuckett @UofGlasgow Ooh I love this idea (my personal nerdy Scottish textile obsession is knitting and wool production in the Highlands and Islands). I like the first name, it captures how textile history is interwoven (see what I did there? 😂) with social, personal and cultural history.",False,"[26, 294]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220379160448848e+18,1220379160448847874,3315877210.0,3315877210,SallyTuckett,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'SallyTuckett', 'name': 'Sally Tuckett', 'id': 3315877210, 'id_str': '3315877210', 'indices': [0, 13]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [14, 25]}]",[],en,recent,1144588068806152192,1144588068806152192,Isabel Alexander,Isabelkathalex,"Bristol, England","Researching #immersiveimages 1820-1920. @SWWDTP funded PhD student at @exeterfilm, @bdcmuseum and @CUEngCommPhilos. Film subject editor @questionjournal.",,,[],False,97,240,1,Fri Jun 28 12:47:15 +0000 2019,550,,,False,False,270,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1144591474220306432/-5Qz2jYG_normal.jpg,https://pbs.twimg.com/profile_images/1144591474220306432/-5Qz2jYG_normal.jpg,https://pbs.twimg.com/profile_banners/1144588068806152192/1571091267,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
