,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
326,Wed Jan 22 22:01:33 +0000 2020,1220104236224016384,1220104236224016384,"@Davos @McKinsey @WorldBank @RockefellerFdn @Stanford It's more about impact of climate change on crops; food waste, obesity and over-population; don't you think? 
#Davos2020 #sustainability",False,"[54, 190]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200436397846405e+18,1220043639784640512,102700680.0,102700680,Davos,,,,,False,0,0,False,False,en,"[{'text': 'Davos2020', 'indices': [164, 174]}, {'text': 'sustainability', 'indices': [175, 190]}]",[],"[{'screen_name': 'Davos', 'name': 'World Economic Forum', 'id': 102700680, 'id_str': '102700680', 'indices': [0, 6]}, {'screen_name': 'McKinsey', 'name': 'McKinsey & Company', 'id': 34042766, 'id_str': '34042766', 'indices': [7, 16]}, {'screen_name': 'WorldBank', 'name': 'World Bank', 'id': 27860681, 'id_str': '27860681', 'indices': [17, 27]}, {'screen_name': 'RockefellerFdn', 'name': 'The Rockefeller Foundation', 'id': 119049214, 'id_str': '119049214', 'indices': [28, 43]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [44, 53]}]",[],en,recent,1215791515,1215791515,Carrie Kelly,CarrieHKelly,"Dana Point, CA USA",Northern European; activist; enviro; organic foodie; oceans; science; exercise; Non-smoker's rights; birdwatching; movies; My tweets are my own!,,,[],False,701,513,278,Sun Feb 24 15:25:14 +0000 2013,6667,,,False,False,52438,,False,False,False,009AB9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,True,http://pbs.twimg.com/profile_images/3649971680/21cbad28c229dbad3d0be99b0fd96e71_normal.jpeg,https://pbs.twimg.com/profile_images/3649971680/21cbad28c229dbad3d0be99b0fd96e71_normal.jpeg,https://pbs.twimg.com/profile_banners/1215791515/1469558932,1B95E0,000000,95E8EC,3C3940,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Wed Jan 22 21:40:16 +0000 2020,1220098883373522944,1220098883373522944,Eating soul food at the MLK celebration at @Stanford. Inspired by @alexgeejr I ask my Black table mate if she considers Mac n cheese a main dish or a side dish. She laughs. “Who in the world would eat Mac n cheese as a main dish?!”. Cue all the white folx staring at their plates,False,"[0, 279]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,5,False,False,en,[],[],"[{'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [43, 52]}, {'screen_name': 'alexgeejr', 'name': 'Alex Gee Jr.', 'id': 16731365, 'id_str': '16731365', 'indices': [66, 76]}]",[],en,recent,73737358,73737358,Lalita,lalindia,"Sunnyvale, CA","Center for South Asia, Stanford. Queer opinionator, Zumba instructor, stand-up comedian. Settler academic on Muwekma Ohlone land. She/her. Opinions my own.",,,[],False,138,301,2,Sat Sep 12 21:22:45 +0000 2009,2760,,,False,False,1753,,False,False,False,DBE9ED,http://abs.twimg.com/images/themes/theme17/bg.gif,https://abs.twimg.com/images/themes/theme17/bg.gif,False,http://pbs.twimg.com/profile_images/978290518034649088/UCepdG2s_normal.jpg,https://pbs.twimg.com/profile_images/978290518034649088/UCepdG2s_normal.jpg,https://pbs.twimg.com/profile_banners/73737358/1571432264,CC3366,DBE9ED,E6F6F9,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Wed Jan 22 21:35:50 +0000 2020,1220097765650231296,1220097765650231296,"@Stanford U: USA 🇱🇷 @StarbucksNews: A BLACK APRON = A COFFEE MASTER
1. Highest Level of Recognition
2. Starbucks Coffee Experts
3. Pass 5 Rigorous levels of Coffee Master Training
4. Create Perfect Starbucks Beverages
5. Be invited to speak at the Annual Starbucks Conference
☕❤️",False,"[0, 279]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,18036441.0,18036441,Stanford,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [0, 9]}, {'screen_name': 'StarbucksNews', 'name': 'Starbucks News', 'id': 67725628, 'id_str': '67725628', 'indices': [20, 34]}]",[],en,recent,730577022120919041,730577022120919041,USA 🇺🇸 PHD: READ THE BOOK!🕯️🎓🎓 🎓 🎓 🎓 🎓= 6,stickerladysv,"USA - PALO ALTO, CALIFORNIA ",USA 🇺🇸 AMERICAN WOMEN: COLLEGE PROFESSOR: Early Childhood Education | •Santa Clara U🎓🎓 •Biola U🎓 •Stanford U 🎓🏀•Oxford U🎓 •UCLA 🎓#1 CALIF | 🇮🇹 🇫🇷 ☘,,,[],False,0,17,3,Thu May 12 01:55:10 +0000 2016,1833,,,True,False,9002,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/953757343652634624/O0EU_7Vs_normal.jpg,https://pbs.twimg.com/profile_images/953757343652634624/O0EU_7Vs_normal.jpg,https://pbs.twimg.com/profile_banners/730577022120919041/1540884030,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Wed Jan 22 21:07:01 +0000 2020,1220090516261556225,1220090516261556225,@theNASciences @mcxfrank @Stanford Congrats - v cool!,False,"[35, 53]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220051092228186e+18,1220051092228186114,2293415520.0,2293415520,theNASciences,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'theNASciences', 'name': 'NatlAcad of Sciences', 'id': 2293415520, 'id_str': '2293415520', 'indices': [0, 14]}, {'screen_name': 'mcxfrank', 'name': 'Michael C. Frank', 'id': 598904227, 'id_str': '598904227', 'indices': [15, 24]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [25, 34]}]",[],en,recent,4714959915,4714959915,Tim Behrens,behrenstimb,,slowly becoming a neuroscientist,,,[],False,5479,411,76,Tue Jan 05 13:20:28 +0000 2016,1218,,,False,False,2060,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/848878115619303424/viN8aqwA_normal.jpg,https://pbs.twimg.com/profile_images/848878115619303424/viN8aqwA_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Wed Jan 22 20:55:31 +0000 2020,1220087622263099392,1220087622263099392,"@Dududu9991 @Public_Citizen @Stanford @Columbia No. I will carry on as I will. 
I'm doing great. It's you who orders strangers around and acts as if you know whereof you speak. 

We're done here. Go bully somewhere else.",False,"[48, 220]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200864157042237e+18,1220086415704223744,1.2158973059345285e+18,1215897305934528517,Dududu9991,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Dududu9991', 'name': 'Dududu999', 'id': 1215897305934528517, 'id_str': '1215897305934528517', 'indices': [0, 11]}, {'screen_name': 'Public_Citizen', 'name': 'Public Citizen', 'id': 14335586, 'id_str': '14335586', 'indices': [12, 27]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [28, 37]}, {'screen_name': 'Columbia', 'name': 'Columbia University', 'id': 248795646, 'id_str': '248795646', 'indices': [38, 47]}]",[],en,recent,3328490100,3328490100,🔥NYNeuroDevelopmentalPsy🌍🕯no war with Iran🕯🌍,OaktownCogPsy,"Manhattan, NY","Single Mom, Stanford PICU mom, former San Francisco preschool teacher/small business owner, dedicated Berner🔥, Columbia U grad student NeuroDev Psych, she/her",,,[],False,1230,709,2,Mon Aug 24 11:54:59 +0000 2015,56651,,,False,False,16988,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1220669283597987841/WRkfCBhL_normal.jpg,https://pbs.twimg.com/profile_images/1220669283597987841/WRkfCBhL_normal.jpg,https://pbs.twimg.com/profile_banners/3328490100/1526673085,9266CC,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Wed Jan 22 20:51:14 +0000 2020,1220086540602429443,1220086540602429443,"@Dududu9991 @Public_Citizen @Stanford @Columbia I stand by my original comment, 
which was neither cowardly nor misleading. 

For every rich person eaten, 
somewhere a child gets their wings. 🌈🌟🦋",False,"[48, 195]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200713620118446e+18,1220071362011844610,1.2158973059345285e+18,1215897305934528517,Dududu9991,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Dududu9991', 'name': 'Dududu999', 'id': 1215897305934528517, 'id_str': '1215897305934528517', 'indices': [0, 11]}, {'screen_name': 'Public_Citizen', 'name': 'Public Citizen', 'id': 14335586, 'id_str': '14335586', 'indices': [12, 27]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [28, 37]}, {'screen_name': 'Columbia', 'name': 'Columbia University', 'id': 248795646, 'id_str': '248795646', 'indices': [38, 47]}]",[],en,recent,3328490100,3328490100,🔥NYNeuroDevelopmentalPsy🌍🕯no war with Iran🕯🌍,OaktownCogPsy,"Manhattan, NY","Single Mom, Stanford PICU mom, former San Francisco preschool teacher/small business owner, dedicated Berner🔥, Columbia U grad student NeuroDev Psych, she/her",,,[],False,1230,709,2,Mon Aug 24 11:54:59 +0000 2015,56651,,,False,False,16988,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1220669283597987841/WRkfCBhL_normal.jpg,https://pbs.twimg.com/profile_images/1220669283597987841/WRkfCBhL_normal.jpg,https://pbs.twimg.com/profile_banners/3328490100/1526673085,9266CC,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Wed Jan 22 20:47:42 +0000 2020,1220085652949282823,1220085652949282823,"@Dududu9991 @Public_Citizen @Stanford @Columbia Again with such vitriol towards a perfect stranger. And you could not be more wrong.

I AM a Stanford PICU mom. I would gladly pay all the money of my lifetime not to be. It defines me. Saying so identifies me to other parents of seriously ill children. 

Check yourself.",False,"[48, 319]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200720656104735e+18,1220072065610473474,1.2158973059345285e+18,1215897305934528517,Dududu9991,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Dududu9991', 'name': 'Dududu999', 'id': 1215897305934528517, 'id_str': '1215897305934528517', 'indices': [0, 11]}, {'screen_name': 'Public_Citizen', 'name': 'Public Citizen', 'id': 14335586, 'id_str': '14335586', 'indices': [12, 27]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [28, 37]}, {'screen_name': 'Columbia', 'name': 'Columbia University', 'id': 248795646, 'id_str': '248795646', 'indices': [38, 47]}]",[],en,recent,3328490100,3328490100,🔥NYNeuroDevelopmentalPsy🌍🕯no war with Iran🕯🌍,OaktownCogPsy,"Manhattan, NY","Single Mom, Stanford PICU mom, former San Francisco preschool teacher/small business owner, dedicated Berner🔥, Columbia U grad student NeuroDev Psych, she/her",,,[],False,1230,709,2,Mon Aug 24 11:54:59 +0000 2015,56651,,,False,False,16988,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1220669283597987841/WRkfCBhL_normal.jpg,https://pbs.twimg.com/profile_images/1220669283597987841/WRkfCBhL_normal.jpg,https://pbs.twimg.com/profile_banners/3328490100/1526673085,9266CC,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Wed Jan 22 20:09:34 +0000 2020,1220076055794372608,1220076055794372608,"RT @Natbat: Do I know any behavioural ecologists (or people who know them) who might be interested in mentoring me for a couple months? 

I…",False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,3,0,False,False,en,[],[],"[{'screen_name': 'Natbat', 'name': 'Natbat', 'id': 12161, 'id_str': '12161', 'indices': [3, 10]}]",[],en,recent,248528410,248528410,Chrissy Hernandez,fishy_chrissy,"Woods Hole, MA",feminist environmentalist icthyologist | PhD student #MIT_WHOI | President @SWMStweets | Student Rep @TOSOceanography Council,,,[],False,209,260,1,Mon Feb 07 05:40:36 +0000 2011,629,,,False,False,245,,False,False,False,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/966021644480212993/mhEAWopI_normal.jpg,https://pbs.twimg.com/profile_images/966021644480212993/mhEAWopI_normal.jpg,,D02B55,829D5E,99CC33,3E4415,True,False,False,False,False,False,False,none,,,,,,,,,,,Wed Jan 22 02:31:02 +0000 2020,1.2198096673222656e+18,1219809667322265600,"Do I know any behavioural ecologists (or people who know them) who might be interested in mentoring me for a couple months? 

I’m auditing an animal behaviour class @Stanford and it would be great to share my thoughts &amp; bounce ideas off someone.",False,"[0, 249]",[],[],"[{'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [165, 174]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,12161.0,12161,Natbat,Natbat,"San Francisco, CA","Enthusiastic adventurer, digital creative, conservation technologist. @TMMC Guide & Animal Care. California Naturalist. @JSKstanford Affiliate. KM6LCB 🦇",https://t.co/JvWnbCZf02,[],False,6699.0,2731.0,441.0,Sun Nov 12 15:05:03 +0000 2006,17189.0,,,True,False,23149.0,,False,False,False,9BE5E9,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1181020887979454464/h2Hdaucc_normal.jpg,https://pbs.twimg.com/profile_images/1181020887979454464/h2Hdaucc_normal.jpg,https://pbs.twimg.com/profile_banners/12161/1553229724,4F6A80,FFFFFF,B2D1E9,2D3E49,True,True,False,False,False,False,False,none,,,,,False,3.0,3.0,False,False,en,"[{'url': 'https://t.co/JvWnbCZf02', 'expanded_url': 'http://blog.natbat.net', 'display_url': 'blog.natbat.net', 'indices': [0, 23]}]",490bdb082950484f,https://api.twitter.com/1.1/geo/id/490bdb082950484f.json,city,Menlo Park,"Menlo Park, CA",US,United States,[],Polygon,"[[[-122.228922, 37.416515], [-122.120415, 37.416515], [-122.120415, 37.507328], [-122.228922, 37.507328]]]"
350,Wed Jan 22 19:47:30 +0000 2020,1220070503408381953,1220070503408381953,"@Dududu9991 @Public_Citizen @Stanford @Columbia Also, if one is to take up the habit of examining tweeters' bios for the purposes of criticism, good reading comprehension is essential. FYI, Stanford PICU mom ≠ Stanford student. I did undergrad at a state school. Proudly.",False,"[48, 271]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220059293036118e+18,1220059293036118021,1.2158973059345285e+18,1215897305934528517,Dududu9991,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Dududu9991', 'name': 'Dududu999', 'id': 1215897305934528517, 'id_str': '1215897305934528517', 'indices': [0, 11]}, {'screen_name': 'Public_Citizen', 'name': 'Public Citizen', 'id': 14335586, 'id_str': '14335586', 'indices': [12, 27]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [28, 37]}, {'screen_name': 'Columbia', 'name': 'Columbia University', 'id': 248795646, 'id_str': '248795646', 'indices': [38, 47]}]",[],en,recent,3328490100,3328490100,🔥NYNeuroDevelopmentalPsy🌍🕯no war with Iran🕯🌍,OaktownCogPsy,"Manhattan, NY","Single Mom, Stanford PICU mom, former San Francisco preschool teacher/small business owner, dedicated Berner🔥, Columbia U grad student NeuroDev Psych, she/her",,,[],False,1230,709,2,Mon Aug 24 11:54:59 +0000 2015,56651,,,False,False,16988,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1220669283597987841/WRkfCBhL_normal.jpg,https://pbs.twimg.com/profile_images/1220669283597987841/WRkfCBhL_normal.jpg,https://pbs.twimg.com/profile_banners/3328490100/1526673085,9266CC,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Wed Jan 22 19:40:51 +0000 2020,1220068830761889795,1220068830761889795,"@Dududu9991 @Public_Citizen @Stanford @Columbia Pardon me, Mr Dududu, did my facetious comment anger you to the point of spewing personal criticisms at an internet stranger? That can't be good for your bp. Try some deep breaths? 😉",False,"[48, 230]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220059293036118e+18,1220059293036118021,1.2158973059345285e+18,1215897305934528517,Dududu9991,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Dududu9991', 'name': 'Dududu999', 'id': 1215897305934528517, 'id_str': '1215897305934528517', 'indices': [0, 11]}, {'screen_name': 'Public_Citizen', 'name': 'Public Citizen', 'id': 14335586, 'id_str': '14335586', 'indices': [12, 27]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [28, 37]}, {'screen_name': 'Columbia', 'name': 'Columbia University', 'id': 248795646, 'id_str': '248795646', 'indices': [38, 47]}]",[],en,recent,3328490100,3328490100,🔥NYNeuroDevelopmentalPsy🌍🕯no war with Iran🕯🌍,OaktownCogPsy,"Manhattan, NY","Single Mom, Stanford PICU mom, former San Francisco preschool teacher/small business owner, dedicated Berner🔥, Columbia U grad student NeuroDev Psych, she/her",,,[],False,1230,709,2,Mon Aug 24 11:54:59 +0000 2015,56651,,,False,False,16988,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1220669283597987841/WRkfCBhL_normal.jpg,https://pbs.twimg.com/profile_images/1220669283597987841/WRkfCBhL_normal.jpg,https://pbs.twimg.com/profile_banners/3328490100/1526673085,9266CC,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Wed Jan 22 19:06:12 +0000 2020,1220060110245986304,1220060110245986304,"@theNASciences @mcxfrank @Stanford Congratulations, Mike! @mcxfrank",False,"[35, 67]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220051092228186e+18,1220051092228186114,2293415520.0,2293415520,theNASciences,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'theNASciences', 'name': 'NatlAcad of Sciences', 'id': 2293415520, 'id_str': '2293415520', 'indices': [0, 14]}, {'screen_name': 'mcxfrank', 'name': 'Michael C. Frank', 'id': 598904227, 'id_str': '598904227', 'indices': [15, 24]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [25, 34]}, {'screen_name': 'mcxfrank', 'name': 'Michael C. Frank', 'id': 598904227, 'id_str': '598904227', 'indices': [58, 67]}]",[],en,recent,3547332257,3547332257,Rui Meng,ruimengrui,"Madison, WI",Graduate student in Educational Psychology at University of Wisconsin Madison,https://t.co/4Jnreky9IA,"[{'url': 'https://t.co/4Jnreky9IA', 'expanded_url': 'https://ruimengrui.github.io/', 'display_url': 'ruimengrui.github.io', 'indices': [0, 23]}]",[],False,102,133,0,Fri Sep 04 18:28:31 +0000 2015,134,,,False,False,80,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/938069964329807874/IPu1i_w2_normal.jpg,https://pbs.twimg.com/profile_images/938069964329807874/IPu1i_w2_normal.jpg,https://pbs.twimg.com/profile_banners/3547332257/1512934885,F58EA8,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Wed Jan 22 18:47:42 +0000 2020,1220055454388064256,1220055454388064256,@theNASciences @mcxfrank @Stanford Hooray!! So well deserved!!!! Congrats! :D,False,"[35, 77]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220051092228186e+18,1220051092228186114,2293415520.0,2293415520,theNASciences,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'theNASciences', 'name': 'NatlAcad of Sciences', 'id': 2293415520, 'id_str': '2293415520', 'indices': [0, 14]}, {'screen_name': 'mcxfrank', 'name': 'Michael C. Frank', 'id': 598904227, 'id_str': '598904227', 'indices': [15, 24]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [25, 34]}]",[],en,recent,1023230425861373953,1023230425861373953,Hyo Gweon,hyogweon,"Stanford, CA","Assistant Professor of Psychology at Stanford University
Just found out Google Translate does a decent job pronouncing my name :-) 
효(Hyo)/효원(Hyowon),  권(Gweon)",https://t.co/uJo3F1zcnh,"[{'url': 'https://t.co/uJo3F1zcnh', 'expanded_url': 'http://sll.stanford.edu', 'display_url': 'sll.stanford.edu', 'indices': [0, 23]}]",[],False,447,47,2,Sat Jul 28 15:35:19 +0000 2018,27,,,False,False,38,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1162196253435785216/R2nkXAfP_normal.jpg,https://pbs.twimg.com/profile_images/1162196253435785216/R2nkXAfP_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
