,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,user.profile_banner_url,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
24,Fri Jan 24 10:14:46 +0000 2020,1220651146618056704,1220651146618056704,@Avi1719 @MonashBiol @MonashUni Excellent! Congratulations Dr Gaikwad 👏👏👏,False,"[32, 73]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2202228742726656e+18,1220222874272665600,9.33979412260778e+17,933979412260777985,Avi1719,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Avi1719', 'name': 'Avinash Gaikwad', 'id': 933979412260777985, 'id_str': '933979412260777985', 'indices': [0, 8]}, {'screen_name': 'MonashBiol', 'name': 'School of Biological Sciences, Monash', 'id': 986464391829716995, 'id_str': '986464391829716995', 'indices': [9, 20]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [21, 31]}]",[],en,recent,41887320,41887320,Paul J McKeegan,pjmckeegan,"Leeds, England","Dad/Nerd/Scientist. T&L, Metabolism, Reproduction, Physiology. Lecturer in Physiology @HullYorkMed. He/Him",https://t.co/eKysywCZI3,[],False,253,447,1,Fri May 22 19:54:33 +0000 2009,1417,,,True,False,244,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1068503193297006594/gAPaCmFn_normal.jpg,https://pbs.twimg.com/profile_images/1068503193297006594/gAPaCmFn_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/eKysywCZI3', 'expanded_url': 'http://uk.linkedin.com/pub/paul-mckeegan/5a/47a/833', 'display_url': 'uk.linkedin.com/pub/paul-mckee…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
25,Fri Jan 24 09:13:57 +0000 2020,1220635842776985600,1220635842776985600,@monash_para @MonashUni Wait till you see it with the doors and roof off!,False,"[24, 73]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220612777607254e+18,1220612777607254016,2851352402.0,2851352402,monash_para,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'monash_para', 'name': 'Paramedicine Monash University', 'id': 2851352402, 'id_str': '2851352402', 'indices': [0, 12]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [13, 23]}]",[],en,recent,3230416021,3230416021,Brian Haskins,BrianHaskins5,"Frankston, Melbourne","PhD Candicate - Dept of Epidemiology and Preventive Medicine. Paramedic Lecturer, Dept of Community Emergency Health and Paramedic Practice, Monash University.",https://t.co/JQhlsCQUzI,[],False,724,949,6,Sat May 30 05:14:23 +0000 2015,5253,,,True,False,4555,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/604518386828124161/qeYhP3pX_normal.jpg,https://pbs.twimg.com/profile_images/604518386828124161/qeYhP3pX_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/JQhlsCQUzI', 'expanded_url': 'http://www.med.monash.edu.au', 'display_url': 'med.monash.edu.au', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
29,Thu Jan 23 23:22:09 +0000 2020,1220486908880416769,1220486908880416769,@Avi1719 @MonashBiol @MonashUni Congratulations!,False,"[32, 48]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202228742726656e+18,1220222874272665600,9.33979412260778e+17,933979412260777985,Avi1719,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Avi1719', 'name': 'Avinash Gaikwad', 'id': 933979412260777985, 'id_str': '933979412260777985', 'indices': [0, 8]}, {'screen_name': 'MonashBiol', 'name': 'School of Biological Sciences, Monash', 'id': 986464391829716995, 'id_str': '986464391829716995', 'indices': [9, 20]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [21, 31]}]",[],en,recent,907074875147218944,907074875147218944,SKB Lab,SKBLab,"Melbourne, Victoria","Academic (Biologist) working at Monash University, Australia",https://t.co/wikPdzvzTV,[],False,171,73,0,Mon Sep 11 02:54:37 +0000 2017,1281,,,False,False,1115,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1016059404926349312/qb7X7spj_normal.jpg,https://pbs.twimg.com/profile_images/1016059404926349312/qb7X7spj_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/wikPdzvzTV', 'expanded_url': 'http://www.skblab.org', 'display_url': 'skblab.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
32,Thu Jan 23 21:25:56 +0000 2020,1220457660937646081,1220457660937646081,"@Avi1719 @MonashBiol @MonashUni Wooohooo! Massive congratulations, Avinash! 🥳🥳🥳",False,"[32, 79]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202228742726656e+18,1220222874272665600,9.33979412260778e+17,933979412260777985,Avi1719,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'Avi1719', 'name': 'Avinash Gaikwad', 'id': 933979412260777985, 'id_str': '933979412260777985', 'indices': [0, 8]}, {'screen_name': 'MonashBiol', 'name': 'School of Biological Sciences, Monash', 'id': 986464391829716995, 'id_str': '986464391829716995', 'indices': [9, 20]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [21, 31]}]",[],en,recent,702621472330616833,702621472330616833,Urooza,sarmasays,"Melbourne, Australia",PhD Candidate and Ovary Enthusiast at @HuttLab @MonashBDI | @MonashUni. Formerly at @AucklandUni and @Otago | Lover of all things coffee and #scicomm.,,[],False,233,364,0,Wed Feb 24 22:29:47 +0000 2016,1232,,,False,False,173,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/990109623972610048/NHn0nhFM_normal.jpg,https://pbs.twimg.com/profile_images/990109623972610048/NHn0nhFM_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/702621472330616833/1467870704,,,,,,,,,,,,,,,,,,,,
33,Thu Jan 23 19:39:31 +0000 2020,1220430881409699842,1220430881409699842,"@Avi1719 @MonashBiol @MonashUni Congratulations Dr Avi, couldn't be more proud of you! Looking forward to watching your career take off.",False,"[32, 136]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2202228742726656e+18,1220222874272665600,9.33979412260778e+17,933979412260777985,Avi1719,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'Avi1719', 'name': 'Avinash Gaikwad', 'id': 933979412260777985, 'id_str': '933979412260777985', 'indices': [0, 8]}, {'screen_name': 'MonashBiol', 'name': 'School of Biological Sciences, Monash', 'id': 986464391829716995, 'id_str': '986464391829716995', 'indices': [9, 20]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [21, 31]}]",[],en,recent,728311784449265664,728311784449265664,Brett Nixon,BrettNixon13,The University of Newcastle,"NHMRC Senior Research Fellow, Priority Research Centre for Reproductive Science",https://t.co/7Ql74a3Z48,[],False,548,220,5,Thu May 05 19:53:55 +0000 2016,1891,,,False,False,722,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1071583566339796993/dlpkHIz1_normal.jpg,https://pbs.twimg.com/profile_images/1071583566339796993/dlpkHIz1_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/7Ql74a3Z48', 'expanded_url': 'http://www.newcastle.edu.au/profile/brett-nixon', 'display_url': 'newcastle.edu.au/profile/brett-…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/728311784449265664/1471939661,,,,,,,,,,,,,,,,,,,,
34,Thu Jan 23 19:15:47 +0000 2020,1220424909819695104,1220424909819695104,@Avi1719 @MonashBiol @MonashUni Congratulations 🥳,False,"[32, 49]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202228742726656e+18,1220222874272665600,9.33979412260778e+17,933979412260777985,Avi1719,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Avi1719', 'name': 'Avinash Gaikwad', 'id': 933979412260777985, 'id_str': '933979412260777985', 'indices': [0, 8]}, {'screen_name': 'MonashBiol', 'name': 'School of Biological Sciences, Monash', 'id': 986464391829716995, 'id_str': '986464391829716995', 'indices': [9, 20]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [21, 31]}]",[],en,recent,4130900545,4130900545,Reza Nosrati,NosratiR,"Melbourne, Victoria",Lecturer in Mechanical Engineering @MonashUni,https://t.co/XAOka4zsaI,[],False,180,196,1,Thu Nov 05 03:38:01 +0000 2015,1005,,,False,False,98,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/662113366928809984/eacxps9Z_normal.jpg,https://pbs.twimg.com/profile_images/662113366928809984/eacxps9Z_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/XAOka4zsaI', 'expanded_url': 'https://www.amblab.com', 'display_url': 'amblab.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
35,Thu Jan 23 14:08:43 +0000 2020,1220347635774607360,1220347635774607360,She is working under the supervision of Prof Anil Kumar from @iitbombay and Prof Neil Cameron from @MonashUni @MonashIndia,False,"[0, 122]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203476303093924e+18,1220347630309392386,426547259.0,426547259,iitbmonash,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'iitbombay', 'name': 'IIT Bombay', 'id': 19959268, 'id_str': '19959268', 'indices': [61, 71]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [99, 109]}, {'screen_name': 'MonashIndia', 'name': 'Monash University India', 'id': 983606238561751040, 'id_str': '983606238561751040', 'indices': [110, 122]}]",[],en,recent,426547259,426547259,IITB-Monash Research Academy,iitbmonash,Mumbai,"This is a unique JV between IIT Bombay and Monash University, Australia with the objective of training/graduating PhD students.",https://t.co/IvzASqP3Xj,[],False,701,115,15,Fri Dec 02 11:21:06 +0000 2011,891,,,True,False,4527,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1669489497/academy_logo_vertical_normal.jpg,https://pbs.twimg.com/profile_images/1669489497/academy_logo_vertical_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/IvzASqP3Xj', 'expanded_url': 'http://www.iitbmonash.org', 'display_url': 'iitbmonash.org', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/426547259/1544862705,,,,,,,,,,,,,,,,,,,,
38,Thu Jan 23 10:20:32 +0000 2020,1220290210241531910,1220290210241531910,RT @rachaellehr: @MatthewXJoseph Been chatting about this in Melbourne this week in some STEM videos @MonashUni is creating - we have come…,False,"[0, 139]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,3,0,False,False,en,[],[],"[{'screen_name': 'rachaellehr', 'name': 'Rachael Lehr', 'id': 32399725, 'id_str': '32399725', 'indices': [3, 15]}, {'screen_name': 'MatthewXJoseph', 'name': 'Matthew X. Joseph Ed. D', 'id': 332220196, 'id_str': '332220196', 'indices': [17, 32]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [101, 111]}]",[],en,recent,891057792479412224,891057792479412224,Catherine Royans,CatRoyans,"Adelaide, South Australia",Science & maths teacher | Education PhD student | Advocate for equity in STEM | #SWIFTProgram Co-ordinator | She/Her | Opinions my own,,[],False,605,487,7,Fri Jul 28 22:08:27 +0000 2017,3776,,,False,False,809,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1202568501518426112/lQ0uox92_normal.jpg,https://pbs.twimg.com/profile_images/1202568501518426112/lQ0uox92_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,Thu Jan 23 09:57:00 +0000 2020,1.2202842862484726e+18,1220284286248472576,"@MatthewXJoseph Been chatting about this in Melbourne this week in some STEM videos @MonashUni is creating - we have come a long way with #girlsinSTEM #WomeninSTEM but we still have a way to go... In primary I find girls are still equally engaged, they seem to drop off in HS #PrimarySTEMChat",False,"[16, 292]","[{'text': 'girlsinSTEM', 'indices': [138, 150]}, {'text': 'WomeninSTEM', 'indices': [151, 163]}, {'text': 'PrimarySTEMChat', 'indices': [276, 292]}]",[],"[{'screen_name': 'MatthewXJoseph', 'name': 'Matthew X. Joseph Ed. D', 'id': 332220196, 'id_str': '332220196', 'indices': [0, 15]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [84, 94]}]",[],en,recent,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.220281266219602e+18,1220281266219601920,332220196.0,332220196,MatthewXJoseph,32399725.0,32399725,Rachael Lehr,rachaellehr,"Perth, Western Australia",Always learning. Passionately curious deputy principal/#science & #digitaltech leader; admin of #PrimarySTEMChat; #GirlsinSTEM advocate ~ all things #STEM,https://t.co/m8LSuzt0ja,"[{'url': 'https://t.co/m8LSuzt0ja', 'expanded_url': 'https://wakelet.com/@PrimarySTEMChat', 'display_url': 'wakelet.com/@PrimarySTEMCh…', 'indices': [0, 23]}]",[],False,9334.0,5572.0,394.0,Fri Apr 17 13:17:24 +0000 2009,77307.0,,,True,False,45428.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1180041356594384896/zgqwgXFA_normal.jpg,https://pbs.twimg.com/profile_images/1180041356594384896/zgqwgXFA_normal.jpg,https://pbs.twimg.com/profile_banners/32399725/1577769004,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,3.0,11.0,False,False,en,,https://pbs.twimg.com/profile_banners/891057792479412224/1577197661,,,,,,,,,,,,,,,,,,,,
40,Thu Jan 23 09:57:00 +0000 2020,1220284286248472576,1220284286248472576,"@MatthewXJoseph Been chatting about this in Melbourne this week in some STEM videos @MonashUni is creating - we have come a long way with #girlsinSTEM #WomeninSTEM but we still have a way to go... In primary I find girls are still equally engaged, they seem to drop off in HS #PrimarySTEMChat",False,"[16, 292]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.220281266219602e+18,1220281266219601920,332220196.0,332220196,MatthewXJoseph,,,,,False,3,11,False,False,en,"[{'text': 'girlsinSTEM', 'indices': [138, 150]}, {'text': 'WomeninSTEM', 'indices': [151, 163]}, {'text': 'PrimarySTEMChat', 'indices': [276, 292]}]",[],"[{'screen_name': 'MatthewXJoseph', 'name': 'Matthew X. Joseph Ed. D', 'id': 332220196, 'id_str': '332220196', 'indices': [0, 15]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [84, 94]}]",[],en,recent,32399725,32399725,Rachael Lehr,rachaellehr,"Perth, Western Australia",Always learning. Passionately curious deputy principal/#science & #digitaltech leader; admin of #PrimarySTEMChat; #GirlsinSTEM advocate ~ all things #STEM,https://t.co/m8LSuzt0ja,[],False,9334,5572,394,Fri Apr 17 13:17:24 +0000 2009,77307,,,True,False,45428,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1180041356594384896/zgqwgXFA_normal.jpg,https://pbs.twimg.com/profile_images/1180041356594384896/zgqwgXFA_normal.jpg,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/m8LSuzt0ja', 'expanded_url': 'https://wakelet.com/@PrimarySTEMChat', 'display_url': 'wakelet.com/@PrimarySTEMCh…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/32399725/1577769004,,,,,,,,,,,,,,,,,,,,
41,Thu Jan 23 09:38:53 +0000 2020,1220279729250426880,1220279729250426880,@Avi1719 @MonashBiol @MonashUni Congratulations 🎉🎉🎉 well deserved,False,"[32, 65]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202228742726656e+18,1220222874272665600,9.33979412260778e+17,933979412260777985,Avi1719,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'Avi1719', 'name': 'Avinash Gaikwad', 'id': 933979412260777985, 'id_str': '933979412260777985', 'indices': [0, 8]}, {'screen_name': 'MonashBiol', 'name': 'School of Biological Sciences, Monash', 'id': 986464391829716995, 'id_str': '986464391829716995', 'indices': [9, 20]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [21, 31]}]",[],en,recent,1162931675078115328,1162931675078115328,Shenae Cafe,ShenaeCafe,,Reproductive Biologist | Priority Research Centre for Reproductive Science | University of Newcastle,,[],False,103,86,0,Sun Aug 18 03:38:20 +0000 2019,244,,,False,False,59,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1163219998455631872/2ZEozjUM_normal.jpg,https://pbs.twimg.com/profile_images/1163219998455631872/2ZEozjUM_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1162931675078115328/1566160776,,,,,,,,,,,,,,,,,,,,
43,Thu Jan 23 09:31:55 +0000 2020,1220277973137285120,1220277973137285120,"@CatRoyans Hi everyone! I am Rachael, host of #PrimarySTEMChat and a science &amp; DT specialist in Perth, WA. Moving in a deputy role this term. Just got home from Melbourne after working with @lucasjedu @MonashUni on some exciting #STEM videos - Watch this space!",False,"[11, 265]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.220277491303977e+18,1220277491303976960,8.910577924794122e+17,891057792479412224,CatRoyans,,,,,False,0,7,False,False,en,"[{'text': 'PrimarySTEMChat', 'indices': [46, 62]}, {'text': 'STEM', 'indices': [233, 238]}]",[],"[{'screen_name': 'CatRoyans', 'name': 'Catherine Royans', 'id': 891057792479412224, 'id_str': '891057792479412224', 'indices': [0, 10]}, {'screen_name': 'lucasjedu', 'name': 'Lucas Johnson', 'id': 2880054302, 'id_str': '2880054302', 'indices': [194, 204]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [205, 215]}]",[],en,recent,32399725,32399725,Rachael Lehr,rachaellehr,"Perth, Western Australia",Always learning. Passionately curious deputy principal/#science & #digitaltech leader; admin of #PrimarySTEMChat; #GirlsinSTEM advocate ~ all things #STEM,https://t.co/m8LSuzt0ja,[],False,9334,5572,394,Fri Apr 17 13:17:24 +0000 2009,77307,,,True,False,45428,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1180041356594384896/zgqwgXFA_normal.jpg,https://pbs.twimg.com/profile_images/1180041356594384896/zgqwgXFA_normal.jpg,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/m8LSuzt0ja', 'expanded_url': 'https://wakelet.com/@PrimarySTEMChat', 'display_url': 'wakelet.com/@PrimarySTEMCh…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/32399725/1577769004,,,,,,,,,,,,,,,,,,,,
46,Thu Jan 23 06:29:12 +0000 2020,1220231990860861441,1220231990860861441,@Avi1719 @MonashBiol @MonashUni Congratulations. Fantastic news!,False,"[32, 64]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2202228742726656e+18,1220222874272665600,9.33979412260778e+17,933979412260777985,Avi1719,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Avi1719', 'name': 'Avinash Gaikwad', 'id': 933979412260777985, 'id_str': '933979412260777985', 'indices': [0, 8]}, {'screen_name': 'MonashBiol', 'name': 'School of Biological Sciences, Monash', 'id': 986464391829716995, 'id_str': '986464391829716995', 'indices': [9, 20]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [21, 31]}]",[],en,recent,1002404052146126849,1002404052146126849,Bob Wong,BBM_Wong,"Melbourne, Victoria","•Behavioural Ecologist at Monash University
•Chair, Local Organising Committee of the 2020 International Society for Behavioral Ecology Congress",https://t.co/oBarQk64Md,[],False,1707,501,6,Fri Jun 01 04:18:44 +0000 2018,13597,,,False,False,1899,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1002406411333074944/g7V5MYNL_normal.jpg,https://pbs.twimg.com/profile_images/1002406411333074944/g7V5MYNL_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/oBarQk64Md', 'expanded_url': 'http://bobwonglab.org', 'display_url': 'bobwonglab.org', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1002404052146126849/1527827530,,,,,,,,,,,,,,,,,,,,
