,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,user.profile_banner_url,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
48,Thu Jan 23 06:06:31 +0000 2020,1220226284246065152,1220226284246065152,@Rajna_O @BoltonClarke @Cabrinihealth @AlfredHealth @MonashUni @MonashHealth @Deakin @JudyLowthian This is great!,False,"[99, 113]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202192003559834e+18,1220219200355983360,4871021570.0,4871021570,Rajna_O,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Rajna_O', 'name': 'Dr Rajna Ogrin', 'id': 4871021570, 'id_str': '4871021570', 'indices': [0, 8]}, {'screen_name': 'BoltonClarke', 'name': 'Bolton Clarke', 'id': 862467322862223360, 'id_str': '862467322862223360', 'indices': [9, 22]}, {'screen_name': 'Cabrinihealth', 'name': 'Cabrini', 'id': 385770279, 'id_str': '385770279', 'indices': [23, 37]}, {'screen_name': 'AlfredHealth', 'name': 'The Alfred', 'id': 114353823, 'id_str': '114353823', 'indices': [38, 51]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [52, 62]}, {'screen_name': 'MonashHealth', 'name': 'Monash Health', 'id': 116666842, 'id_str': '116666842', 'indices': [63, 76]}, {'screen_name': 'Deakin', 'name': 'Deakin University', 'id': 191723833, 'id_str': '191723833', 'indices': [77, 84]}, {'screen_name': 'JudyLowthian', 'name': 'Prof Judy Lowthian', 'id': 2911587960, 'id_str': '2911587960', 'indices': [85, 98]}]",[],en,recent,794330619316609024,794330619316609024,Dr Jane O’Brien,janeobrienphd,"Tasmania, Australia",Lecturer | Exercise physiologist | Nurse | Research interests #Exercise #Behaviourchange #Frailty #Woundcare #Implementationscience | Mum of 3 |Views my own.,https://t.co/Ct7sDwMFhK,[],False,273,819,0,Fri Nov 04 00:09:12 +0000 2016,1541,,,False,False,366,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/950680432906985472/Jhe7qV6c_normal.jpg,https://pbs.twimg.com/profile_images/950680432906985472/Jhe7qV6c_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/Ct7sDwMFhK', 'expanded_url': 'http://www.utas.edu.au/profiles/staff/health/jane-obrien', 'display_url': 'utas.edu.au/profiles/staff…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/794330619316609024/1532839448,,,,,,,,,,,,,,,,,,,,
52,Thu Jan 23 02:02:01 +0000 2020,1220164753386962945,1220164753386962945,"@ProvostParlange @MonashUni @Steve_Dimo @VicGovAu While the Djerring trail has been a great improvement (thanks @Steve_Dimo), cyclists are missing a dedicated bike lane between Huntingdale and Clayton @Steve_Dimo (improvement and extension of the North Road section).",False,"[50, 267]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2201290176987791e+18,1220129017698779136,2707873645.0,2707873645,ProvostParlange,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ProvostParlange', 'name': 'Marc Parlange', 'id': 2707873645, 'id_str': '2707873645', 'indices': [0, 16]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [17, 27]}, {'screen_name': 'Steve_Dimo', 'name': 'Steve Dimopoulos MP', 'id': 384818013, 'id_str': '384818013', 'indices': [28, 39]}, {'screen_name': 'VicGovAu', 'name': 'VicGovAu', 'id': 39418613, 'id_str': '39418613', 'indices': [40, 49]}, {'screen_name': 'Steve_Dimo', 'name': 'Steve Dimopoulos MP', 'id': 384818013, 'id_str': '384818013', 'indices': [112, 123]}, {'screen_name': 'Steve_Dimo', 'name': 'Steve Dimopoulos MP', 'id': 384818013, 'id_str': '384818013', 'indices': [201, 212]}]",[],en,recent,356479508,356479508,Adrien Guyot,AdrienAustralia,Australia,"Environmental scientist @monashUni interested in Water Resources, Trees and Wildfires. Honorary Fellow @UQ_news, alumnus @Geosciences_ENS @UGrenobleAlpes",https://t.co/UqEQA7VjII,[],False,85,316,4,Tue Aug 16 22:38:00 +0000 2011,932,,,False,False,395,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1073023217852243968/bWcQqvoS_normal.jpg,https://pbs.twimg.com/profile_images/1073023217852243968/bWcQqvoS_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/UqEQA7VjII', 'expanded_url': 'https://www.monash.edu/engineering/adrienguyot', 'display_url': 'monash.edu/engineering/ad…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/356479508/1544663627,,,,,,,,,,,,,,,,,,,,
53,Thu Jan 23 01:59:00 +0000 2020,1220163993043554304,1220163993043554304,@archieroach Your concert with @paulgrab last year @MonashUni was so beautiful - thankyou!,False,"[13, 90]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2201524845108552e+18,1220152484510855168,82808025.0,82808025,archieroach,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'archieroach', 'name': 'Archie Roach', 'id': 82808025, 'id_str': '82808025', 'indices': [0, 12]}, {'screen_name': 'paulgrab', 'name': 'paul grabowsky', 'id': 52062729, 'id_str': '52062729', 'indices': [31, 40]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [51, 61]}]",[],en,recent,760261202677071872,760261202677071872,"Jane Bourke, PhD",jane_bourke64,"Clayton, Australia","Leader, Respiratory Pharmacology Group @MonashBDI | Senior Lecturer @MonashUni | committed to diversity & inclusion | art, theatre & dog lover | She/Her",https://t.co/3oN6QXObxB,[],False,487,477,4,Mon Aug 01 23:49:30 +0000 2016,3960,,,True,False,1392,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/760391688674156544/Mn_SdV3h_normal.jpg,https://pbs.twimg.com/profile_images/760391688674156544/Mn_SdV3h_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/3oN6QXObxB', 'expanded_url': 'http://www.med.monash.edu.au/pharmacology/staff/jane-bourke.html', 'display_url': 'med.monash.edu.au/pharmacology/s…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/760261202677071872/1575960865,,,,,,,,,,,,,,,,,,,,
54,Wed Jan 22 23:45:08 +0000 2020,1220130307782742016,1220130307782742016,@Helenergy_4 @MonashUni @lucasjedu Wait until we see the results to decide that! 🤣,False,"[35, 82]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201176861153976e+18,1220117686115397634,1294933496.0,1294933496,Helenergy_4,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Helenergy_4', 'name': '💧Helena Nicholson💧', 'id': 1294933496, 'id_str': '1294933496', 'indices': [0, 12]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [13, 23]}, {'screen_name': 'lucasjedu', 'name': 'Lucas Johnson', 'id': 2880054302, 'id_str': '2880054302', 'indices': [24, 34]}]",[],en,recent,32399725,32399725,Rachael Lehr,rachaellehr,"Perth, Western Australia",Always learning. Passionately curious deputy principal/#science & #digitaltech leader; admin of #PrimarySTEMChat; #GirlsinSTEM advocate ~ all things #STEM,https://t.co/m8LSuzt0ja,[],False,9334,5572,394,Fri Apr 17 13:17:24 +0000 2009,77307,,,True,False,45428,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1180041356594384896/zgqwgXFA_normal.jpg,https://pbs.twimg.com/profile_images/1180041356594384896/zgqwgXFA_normal.jpg,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/m8LSuzt0ja', 'expanded_url': 'https://wakelet.com/@PrimarySTEMChat', 'display_url': 'wakelet.com/@PrimarySTEMCh…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/32399725/1577769004,,,,,,,,,,,,,,,,,,,,
57,Wed Jan 22 22:54:59 +0000 2020,1220117686115397634,1220117686115397634,@rachaellehr @MonashUni @lucasjedu Rachael Rocks .... again! 🤩👏🥰,False,"[35, 64]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219862612592038e+18,1219862612592037889,32399725.0,32399725,rachaellehr,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'rachaellehr', 'name': 'Rachael Lehr', 'id': 32399725, 'id_str': '32399725', 'indices': [0, 12]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [13, 23]}, {'screen_name': 'lucasjedu', 'name': 'Lucas Johnson', 'id': 2880054302, 'id_str': '2880054302', 'indices': [24, 34]}]",[],en,recent,1294933496,1294933496,💧Helena Nicholson💧,Helenergy_4,Australia,Digital Technologies Primary #MIEExpert #STEMx2017 Alumni * Global Goals for Sustainable Development Ambassador 2020 #TeachSDGs * Flipgrid Cert. 🇦🇺,,[],False,856,1254,13,Sun Mar 24 11:41:42 +0000 2013,3108,,,True,False,1089,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1045846176103190528/8NPC7JyA_normal.jpg,https://pbs.twimg.com/profile_images/1045846176103190528/8NPC7JyA_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1294933496/1561298492,,,,,,,,,,,,,,,,,,,,
60,Wed Jan 22 11:37:29 +0000 2020,1219947186483367936,1219947186483367936,@rachaellehr @MonashUni @lucasjedu This is super exciting! I can't wait to see it Rachael. Hopefully you enjoyed your time at Monash too!,False,"[35, 137]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.219862612592038e+18,1219862612592037889,32399725.0,32399725,rachaellehr,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'rachaellehr', 'name': 'Rachael Lehr', 'id': 32399725, 'id_str': '32399725', 'indices': [0, 12]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [13, 23]}, {'screen_name': 'lucasjedu', 'name': 'Lucas Johnson', 'id': 2880054302, 'id_str': '2880054302', 'indices': [24, 34]}]",[],en,recent,976019427131981824,976019427131981824,Scott Ho 👨🏻‍🔬👨🏻‍🏫🦠🤯🍎,_ScottHo,"Melbourne, Victoria",Primary STEM and Visual Arts Specialist Teacher | Microbiologist | @monashuni alum 🦠👨🏻‍🔬👨🏻‍🏫 🏳️‍🌈#JustMrHoThings #GirlsInSTEM advocate. Tweets all mine,https://t.co/G5D6mBQamq,[],False,500,805,2,Tue Mar 20 08:55:39 +0000 2018,1333,,,False,False,1073,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/987595243968081920/6jycxdUn_normal.jpg,https://pbs.twimg.com/profile_images/987595243968081920/6jycxdUn_normal.jpg,91D2FA,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/G5D6mBQamq', 'expanded_url': 'https://www.linkedin.com/in/scott-ho-5190a298/', 'display_url': 'linkedin.com/in/scott-ho-51…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/976019427131981824/1525675038,,,,,,,,,,,,,,,,,,,,
62,Wed Jan 22 11:05:20 +0000 2020,1219939095209578497,1219939095209578497,"Having gained vast industrial experience, Ravi got chance to advance his master's work in Additive Manufacturing field as a PhD researcher with Prof. Marla in @iitbombay and Prof. Huang from @MonashUni.",False,"[0, 202]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2199390924581396e+18,1219939092458139649,426547259.0,426547259,iitbmonash,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'iitbombay', 'name': 'IIT Bombay', 'id': 19959268, 'id_str': '19959268', 'indices': [159, 169]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [191, 201]}]",[],en,recent,426547259,426547259,IITB-Monash Research Academy,iitbmonash,Mumbai,"This is a unique JV between IIT Bombay and Monash University, Australia with the objective of training/graduating PhD students.",https://t.co/IvzASqP3Xj,[],False,701,115,15,Fri Dec 02 11:21:06 +0000 2011,891,,,True,False,4527,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1669489497/academy_logo_vertical_normal.jpg,https://pbs.twimg.com/profile_images/1669489497/academy_logo_vertical_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/IvzASqP3Xj', 'expanded_url': 'http://www.iitbmonash.org', 'display_url': 'iitbmonash.org', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/426547259/1544862705,,,,,,,,,,,,,,,,,,,,
66,Wed Jan 22 08:20:13 +0000 2020,1219897542764183553,1219897542764183553,@rachaellehr @MonashUni @lucasjedu Super exciting day supporting the creation of resources to support leaders to help teacher of #STEM,False,"[35, 134]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219862612592038e+18,1219862612592037889,32399725.0,32399725,rachaellehr,,,,,False,0,2,False,False,en,"[{'text': 'STEM', 'indices': [129, 134]}]",[],"[{'screen_name': 'rachaellehr', 'name': 'Rachael Lehr', 'id': 32399725, 'id_str': '32399725', 'indices': [0, 12]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [13, 23]}, {'screen_name': 'lucasjedu', 'name': 'Lucas Johnson', 'id': 2880054302, 'id_str': '2880054302', 'indices': [24, 34]}]",[],en,recent,1094904674212143104,1094904674212143104,Marilyn Fleer,MarilynFleer,,Laureate Professor @ARC_gov_au | Director #ConceptualPlayLab @MonashUni |#earlychildhoodeducation and #PlayWorlds researcher | passionate #mentor for women,,[],False,1136,457,3,Mon Feb 11 10:23:11 +0000 2019,3693,,,False,False,4535,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1094904864327397376/ICCAY17X_normal.jpg,https://pbs.twimg.com/profile_images/1094904864327397376/ICCAY17X_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1094904674212143104/1575448223,,,,,,,,,,,,,,,,,,,,
67,Wed Jan 22 07:57:53 +0000 2020,1219891921524445185,1219891921524445185,@NagleKimberley @MonashUni @lucasjedu It was created in the style of the show ‘You Can’t Ask That’ - it was lots of fun to film so hopefully it is valuable to teachers 🤩,False,"[38, 169]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2198763616967311e+18,1219876361696731136,1333137566.0,1333137566,NagleKimberley,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'NagleKimberley', 'name': 'Kimberley Nagle', 'id': 1333137566, 'id_str': '1333137566', 'indices': [0, 15]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [16, 26]}, {'screen_name': 'lucasjedu', 'name': 'Lucas Johnson', 'id': 2880054302, 'id_str': '2880054302', 'indices': [27, 37]}]",[],en,recent,32399725,32399725,Rachael Lehr,rachaellehr,"Perth, Western Australia",Always learning. Passionately curious deputy principal/#science & #digitaltech leader; admin of #PrimarySTEMChat; #GirlsinSTEM advocate ~ all things #STEM,https://t.co/m8LSuzt0ja,[],False,9334,5572,394,Fri Apr 17 13:17:24 +0000 2009,77307,,,True,False,45428,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1180041356594384896/zgqwgXFA_normal.jpg,https://pbs.twimg.com/profile_images/1180041356594384896/zgqwgXFA_normal.jpg,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/m8LSuzt0ja', 'expanded_url': 'https://wakelet.com/@PrimarySTEMChat', 'display_url': 'wakelet.com/@PrimarySTEMCh…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/32399725/1577769004,,,,,,,,,,,,,,,,,,,,
68,Wed Jan 22 07:57:18 +0000 2020,1219891774874968064,1219891774874968064,@DrRWhiting @bbk_orgpsych @UofGlasgow @MonashUni ...and company!!,False,"[49, 65]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2197467410268078e+18,1219746741026807815,2953219017.0,2953219017,digidifferences,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'DrRWhiting', 'name': 'Rebecca Whiting', 'id': 1076787104, 'id_str': '1076787104', 'indices': [0, 11]}, {'screen_name': 'bbk_orgpsych', 'name': 'Org. Psychology', 'id': 729700998130839552, 'id_str': '729700998130839552', 'indices': [12, 25]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [26, 37]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [38, 48]}]",[],en,recent,2953219017,2953219017,Christine Brown,digidifferences,"London, England","Consultant, academic, PhD researcher, camper, Scottish Londoner & tech enthusiast passionate how age and ageing impacts our digital lives - and vice versa!",,[],False,136,257,3,Wed Dec 31 15:10:58 +0000 2014,452,,,False,False,424,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/956959855193088000/H8Fg1wKx_normal.jpg,https://pbs.twimg.com/profile_images/956959855193088000/H8Fg1wKx_normal.jpg,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/2953219017/1516991985,,,,,,,,,,,,,,,,,,,,
70,Wed Jan 22 06:56:03 +0000 2020,1219876361696731136,1219876361696731136,@rachaellehr @MonashUni @lucasjedu Can’t wait to see it Rachael!,False,"[35, 64]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219862612592038e+18,1219862612592037889,32399725.0,32399725,rachaellehr,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'rachaellehr', 'name': 'Rachael Lehr', 'id': 32399725, 'id_str': '32399725', 'indices': [0, 12]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [13, 23]}, {'screen_name': 'lucasjedu', 'name': 'Lucas Johnson', 'id': 2880054302, 'id_str': '2880054302', 'indices': [24, 34]}]",[],en,recent,1333137566,1333137566,Kimberley Nagle,NagleKimberley,"New South Wales, Australia","Passionate about supporting teachers + students, STEAM + ICT. Creator of Tamworth Tech Camp. Google Certified Educator|Adobe Education Trainer|Seesaw Ambassador",https://t.co/if0mzKOZTf,[],False,486,1249,45,Sun Apr 07 04:17:58 +0000 2013,1885,,,True,False,1477,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/755552458244403202/IyamD1sa_normal.jpg,https://pbs.twimg.com/profile_images/755552458244403202/IyamD1sa_normal.jpg,19CF86,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/if0mzKOZTf', 'expanded_url': 'http://www.tamworthtechcamp.com.au', 'display_url': 'tamworthtechcamp.com.au', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1333137566/1468972772,,,,,,,,,,,,,,,,,,,,
73,Tue Jan 21 22:20:59 +0000 2020,1219746741026807815,1219746741026807815,@DrRWhiting @bbk_orgpsych @UofGlasgow @MonashUni Great seminar and dinner!,False,"[49, 74]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2196703673772728e+18,1219670367377272835,1076787104.0,1076787104,DrRWhiting,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'DrRWhiting', 'name': 'Rebecca Whiting', 'id': 1076787104, 'id_str': '1076787104', 'indices': [0, 11]}, {'screen_name': 'bbk_orgpsych', 'name': 'Org. Psychology', 'id': 729700998130839552, 'id_str': '729700998130839552', 'indices': [12, 25]}, {'screen_name': 'UofGlasgow', 'name': 'University of Glasgow', 'id': 19760151, 'id_str': '19760151', 'indices': [26, 37]}, {'screen_name': 'MonashUni', 'name': 'Monash University', 'id': 15926727, 'id_str': '15926727', 'indices': [38, 48]}]",[],en,recent,2953219017,2953219017,Christine Brown,digidifferences,"London, England","Consultant, academic, PhD researcher, camper, Scottish Londoner & tech enthusiast passionate how age and ageing impacts our digital lives - and vice versa!",,[],False,136,257,3,Wed Dec 31 15:10:58 +0000 2014,452,,,False,False,424,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/956959855193088000/H8Fg1wKx_normal.jpg,https://pbs.twimg.com/profile_images/956959855193088000/H8Fg1wKx_normal.jpg,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/2953219017/1516991985,,,,,,,,,,,,,,,,,,,,
