,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place
1,Wed Jan 22 03:43:49 +0000 2020,1219827985282367489,1219827985282367489,@RullanAgustin @StudentLaunch @AlphaAstrum @uprm @RullanAgustin Thank you!,False,"[49, 74]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1219787082400444416,1219787082400444416,2196628051,2196628051,RullanAgustin,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'RullanAgustin', 'name': 'Agustin Rullan', 'id': 2196628051, 'id_str': '2196628051', 'indices': [0, 14]}, {'screen_name': 'StudentLaunch', 'name': 'NASA Student Launch', 'id': 29484239, 'id_str': '29484239', 'indices': [15, 29]}, {'screen_name': 'AlphaAstrum', 'name': 'Alpha Astrum🚀', 'id': 1029149520033210371, 'id_str': '1029149520033210371', 'indices': [30, 42]}, {'screen_name': 'uprm', 'name': 'RUM/UPRM', 'id': 36421240, 'id_str': '36421240', 'indices': [43, 48]}, {'screen_name': 'RullanAgustin', 'name': 'Agustin Rullan', 'id': 2196628051, 'id_str': '2196628051', 'indices': [49, 63]}]",[],en,recent,976629077158322176,976629077158322176,Roberto Rodríguez,roby_astropr,"Mayagüez, Puerto Rico",Building rockets at @AlphaAstrum🚀| NASA @L_SPACEAcademy student | @UPRM💚 | #24Under24 @TheMarsGen | @PoSSUMAstronaut 👨🏻‍🚀| Boricua🇵🇷,,,[],False,219,505,3,Thu Mar 22 01:18:11 +0000 2018,4258,,,False,False,911,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1212173307677679616/aQgoDn1B_normal.jpg,https://pbs.twimg.com/profile_images/1212173307677679616/aQgoDn1B_normal.jpg,https://pbs.twimg.com/profile_banners/976629077158322176/1577846415,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,
