,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.profile_banner_url,retweeted_status.user.profile_banner_url,retweeted_status.user.entities.url.urls,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
2,Sun Jan 26 05:04:52 +0000 2020,1221297933783588864,1221297933783588864,"@neil_ferguson @scopedbylarry @MRC_Outbreak @dr_anne_cori @SRileyIDD @MarcBaguelin @IlariaDorigatti @WHO @BBCBreaking @cnnbrk @nytimes @Imperial_JIDEA @imperialcollege @DailyMailUK 3/ we have fought off many a complex virus over tha last 5,000 years.The human immune system will win this one as well but in every battle there is collateral damage along the way. Naturally, have antiviral dry or vaccine would help . Hard to believe no SARS vaccine yet!",False,"[181, 452]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221068606877905e+18,1221068606877904897,14113766.0,14113766,neil_ferguson,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'neil_ferguson', 'name': 'neil_ferguson', 'id': 14113766, 'id_str': '14113766', 'indices': [0, 14]}, {'screen_name': 'scopedbylarry', 'name': 'Larry Lynam', 'id': 182840025, 'id_str': '182840025', 'indices': [15, 29]}, {'screen_name': 'MRC_Outbreak', 'name': 'MRC Centre for Global Infectious Disease Analysis', 'id': 187503462, 'id_str': '187503462', 'indices': [30, 43]}, {'screen_name': 'dr_anne_cori', 'name': 'Anne Cori', 'id': 798825180344655874, 'id_str': '798825180344655874', 'indices': [44, 57]}, {'screen_name': 'SRileyIDD', 'name': 'Steven Riley', 'id': 1284521965, 'id_str': '1284521965', 'indices': [58, 68]}, {'screen_name': 'MarcBaguelin', 'name': 'Marc Baguelin', 'id': 1944853608, 'id_str': '1944853608', 'indices': [69, 82]}, {'screen_name': 'IlariaDorigatti', 'name': 'Ilaria Dorigatti', 'id': 822411188424376322, 'id_str': '822411188424376322', 'indices': [83, 99]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [100, 104]}, {'screen_name': 'BBCBreaking', 'name': 'BBC Breaking News', 'id': 5402612, 'id_str': '5402612', 'indices': [105, 117]}, {'screen_name': 'cnnbrk', 'name': 'CNN Breaking News', 'id': 428333, 'id_str': '428333', 'indices': [118, 125]}, {'screen_name': 'nytimes', 'name': 'The New York Times', 'id': 807095, 'id_str': '807095', 'indices': [126, 134]}, {'screen_name': 'Imperial_JIDEA', 'name': 'J-IDEA', 'id': 1176494339951943680, 'id_str': '1176494339951943680', 'indices': [135, 150]}, {'screen_name': 'imperialcollege', 'name': 'Imperial College', 'id': 15353955, 'id_str': '15353955', 'indices': [151, 167]}, {'screen_name': 'DailyMailUK', 'name': 'Daily Mail U.K.', 'id': 111556423, 'id_str': '111556423', 'indices': [168, 180]}]",[],en,recent,957777240108003329,957777240108003329,Roy Brown,rbrown3427,"Ontario, CA","Father, Friend, Lover, LCCH Wolves, Ridgemont Spartans, Big Red Badge, NYPL & Texas Leaguer A ball player alumnus. Ex NYC & ChiTown https://t.co/Boo4Njk0wn mia vida!",,"[{'url': 'https://t.co/Boo4Njk0wn', 'expanded_url': 'http://resident.Living', 'display_url': 'resident.Living', 'indices': [132, 155]}]",False,14,202,0,Mon Jan 29 00:47:43 +0000 2018,762,,,True,False,4227,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1206410514127114247/Dr1R_QR6_normal.jpg,https://pbs.twimg.com/profile_images/1206410514127114247/Dr1R_QR6_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/957777240108003329/1578110800,,,,,,,,,,,,,,,,,,,,,,,
3,Sun Jan 26 05:02:21 +0000 2020,1221297299416023040,1221297299416023040,@neil_ferguson @scopedbylarry @MRC_Outbreak @dr_anne_cori @SRileyIDD @MarcBaguelin @IlariaDorigatti @WHO @BBCBreaking @cnnbrk @nytimes @Imperial_JIDEA @imperialcollege @DailyMailUK 2/ a virus. Those with more robust immune systems easily combat a virus. This virus like any other single or double stranded virus eventually looses steam as did SARS.The human race immune system history has a long history of successfully combatting &amp; killing viruses in our cells,False,"[181, 465]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221068606877905e+18,1221068606877904897,14113766.0,14113766,neil_ferguson,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'neil_ferguson', 'name': 'neil_ferguson', 'id': 14113766, 'id_str': '14113766', 'indices': [0, 14]}, {'screen_name': 'scopedbylarry', 'name': 'Larry Lynam', 'id': 182840025, 'id_str': '182840025', 'indices': [15, 29]}, {'screen_name': 'MRC_Outbreak', 'name': 'MRC Centre for Global Infectious Disease Analysis', 'id': 187503462, 'id_str': '187503462', 'indices': [30, 43]}, {'screen_name': 'dr_anne_cori', 'name': 'Anne Cori', 'id': 798825180344655874, 'id_str': '798825180344655874', 'indices': [44, 57]}, {'screen_name': 'SRileyIDD', 'name': 'Steven Riley', 'id': 1284521965, 'id_str': '1284521965', 'indices': [58, 68]}, {'screen_name': 'MarcBaguelin', 'name': 'Marc Baguelin', 'id': 1944853608, 'id_str': '1944853608', 'indices': [69, 82]}, {'screen_name': 'IlariaDorigatti', 'name': 'Ilaria Dorigatti', 'id': 822411188424376322, 'id_str': '822411188424376322', 'indices': [83, 99]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [100, 104]}, {'screen_name': 'BBCBreaking', 'name': 'BBC Breaking News', 'id': 5402612, 'id_str': '5402612', 'indices': [105, 117]}, {'screen_name': 'cnnbrk', 'name': 'CNN Breaking News', 'id': 428333, 'id_str': '428333', 'indices': [118, 125]}, {'screen_name': 'nytimes', 'name': 'The New York Times', 'id': 807095, 'id_str': '807095', 'indices': [126, 134]}, {'screen_name': 'Imperial_JIDEA', 'name': 'J-IDEA', 'id': 1176494339951943680, 'id_str': '1176494339951943680', 'indices': [135, 150]}, {'screen_name': 'imperialcollege', 'name': 'Imperial College', 'id': 15353955, 'id_str': '15353955', 'indices': [151, 167]}, {'screen_name': 'DailyMailUK', 'name': 'Daily Mail U.K.', 'id': 111556423, 'id_str': '111556423', 'indices': [168, 180]}]",[],en,recent,957777240108003329,957777240108003329,Roy Brown,rbrown3427,"Ontario, CA","Father, Friend, Lover, LCCH Wolves, Ridgemont Spartans, Big Red Badge, NYPL & Texas Leaguer A ball player alumnus. Ex NYC & ChiTown https://t.co/Boo4Njk0wn mia vida!",,"[{'url': 'https://t.co/Boo4Njk0wn', 'expanded_url': 'http://resident.Living', 'display_url': 'resident.Living', 'indices': [132, 155]}]",False,14,202,0,Mon Jan 29 00:47:43 +0000 2018,762,,,True,False,4227,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1206410514127114247/Dr1R_QR6_normal.jpg,https://pbs.twimg.com/profile_images/1206410514127114247/Dr1R_QR6_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/957777240108003329/1578110800,,,,,,,,,,,,,,,,,,,,,,,
4,Sun Jan 26 04:57:32 +0000 2020,1221296087358636032,1221296087358636032,"@neil_ferguson @scopedbylarry @MRC_Outbreak @dr_anne_cori @SRileyIDD @MarcBaguelin @IlariaDorigatti @WHO @BBCBreaking @cnnbrk @nytimes @Imperial_JIDEA @imperialcollege @DailyMailUK 1/.In the end all this conjecture simply gives us no answers. In tge final analysis, it’s the respective human immune system that is the last defence between severity or even fatality. The elderly &amp; those with pre existing immune system are most vulnerable when inflicted with a",False,"[181, 463]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221068606877905e+18,1221068606877904897,14113766.0,14113766,neil_ferguson,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'neil_ferguson', 'name': 'neil_ferguson', 'id': 14113766, 'id_str': '14113766', 'indices': [0, 14]}, {'screen_name': 'scopedbylarry', 'name': 'Larry Lynam', 'id': 182840025, 'id_str': '182840025', 'indices': [15, 29]}, {'screen_name': 'MRC_Outbreak', 'name': 'MRC Centre for Global Infectious Disease Analysis', 'id': 187503462, 'id_str': '187503462', 'indices': [30, 43]}, {'screen_name': 'dr_anne_cori', 'name': 'Anne Cori', 'id': 798825180344655874, 'id_str': '798825180344655874', 'indices': [44, 57]}, {'screen_name': 'SRileyIDD', 'name': 'Steven Riley', 'id': 1284521965, 'id_str': '1284521965', 'indices': [58, 68]}, {'screen_name': 'MarcBaguelin', 'name': 'Marc Baguelin', 'id': 1944853608, 'id_str': '1944853608', 'indices': [69, 82]}, {'screen_name': 'IlariaDorigatti', 'name': 'Ilaria Dorigatti', 'id': 822411188424376322, 'id_str': '822411188424376322', 'indices': [83, 99]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [100, 104]}, {'screen_name': 'BBCBreaking', 'name': 'BBC Breaking News', 'id': 5402612, 'id_str': '5402612', 'indices': [105, 117]}, {'screen_name': 'cnnbrk', 'name': 'CNN Breaking News', 'id': 428333, 'id_str': '428333', 'indices': [118, 125]}, {'screen_name': 'nytimes', 'name': 'The New York Times', 'id': 807095, 'id_str': '807095', 'indices': [126, 134]}, {'screen_name': 'Imperial_JIDEA', 'name': 'J-IDEA', 'id': 1176494339951943680, 'id_str': '1176494339951943680', 'indices': [135, 150]}, {'screen_name': 'imperialcollege', 'name': 'Imperial College', 'id': 15353955, 'id_str': '15353955', 'indices': [151, 167]}, {'screen_name': 'DailyMailUK', 'name': 'Daily Mail U.K.', 'id': 111556423, 'id_str': '111556423', 'indices': [168, 180]}]",[],en,recent,957777240108003329,957777240108003329,Roy Brown,rbrown3427,"Ontario, CA","Father, Friend, Lover, LCCH Wolves, Ridgemont Spartans, Big Red Badge, NYPL & Texas Leaguer A ball player alumnus. Ex NYC & ChiTown https://t.co/Boo4Njk0wn mia vida!",,"[{'url': 'https://t.co/Boo4Njk0wn', 'expanded_url': 'http://resident.Living', 'display_url': 'resident.Living', 'indices': [132, 155]}]",False,14,202,0,Mon Jan 29 00:47:43 +0000 2018,762,,,True,False,4227,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1206410514127114247/Dr1R_QR6_normal.jpg,https://pbs.twimg.com/profile_images/1206410514127114247/Dr1R_QR6_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/957777240108003329/1578110800,,,,,,,,,,,,,,,,,,,,,,,
24,Sun Jan 26 02:34:12 +0000 2020,1221260017514532865,1221260017514532865,RT @chasrmartin: @Mathew94379832 @riceball1985 @neil_ferguson @scopedbylarry @MRC_Outbreak @dr_anne_cori @SRileyIDD @MarcBaguelin @IlariaDo…,False,"[0, 140]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'chasrmartin', 'name': '(((Charlie Martin)))', 'id': 4233671, 'id_str': '4233671', 'indices': [3, 15]}, {'screen_name': 'Mathew94379832', 'name': 'Mathew', 'id': 1218815238604316672, 'id_str': '1218815238604316672', 'indices': [17, 32]}, {'screen_name': 'riceball1985', 'name': 'Littlericeball', 'id': 869391025, 'id_str': '869391025', 'indices': [33, 46]}, {'screen_name': 'neil_ferguson', 'name': 'neil_ferguson', 'id': 14113766, 'id_str': '14113766', 'indices': [47, 61]}, {'screen_name': 'scopedbylarry', 'name': 'Larry Lynam', 'id': 182840025, 'id_str': '182840025', 'indices': [62, 76]}, {'screen_name': 'MRC_Outbreak', 'name': 'MRC Centre for Global Infectious Disease Analysis', 'id': 187503462, 'id_str': '187503462', 'indices': [77, 90]}, {'screen_name': 'dr_anne_cori', 'name': 'Anne Cori', 'id': 798825180344655874, 'id_str': '798825180344655874', 'indices': [91, 104]}, {'screen_name': 'SRileyIDD', 'name': 'Steven Riley', 'id': 1284521965, 'id_str': '1284521965', 'indices': [105, 115]}, {'screen_name': 'MarcBaguelin', 'name': 'Marc Baguelin', 'id': 1944853608, 'id_str': '1944853608', 'indices': [116, 129]}]",[],en,recent,182840025,182840025,Larry Lynam,scopedbylarry,"Florida and Arizona, U.S.A.","A microbiologist who has spent the last decade freelancing in training, facilitation, and, science writing who has decided to test-drive retirement in 2020.",https://t.co/XLR8GkdogM,[],False,5680,4323,404,Wed Aug 25 14:38:25 +0000 2010,18896,,,True,False,334344,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1219292166205452288/ZMJCPToZ_normal.jpg,https://pbs.twimg.com/profile_images/1219292166205452288/ZMJCPToZ_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Sun Jan 26 02:33:49 +0000 2020,1.2212599212049408e+18,1221259921204940800,"@Mathew94379832 @riceball1985 @neil_ferguson @scopedbylarry @MRC_Outbreak @dr_anne_cori @SRileyIDD @MarcBaguelin @IlariaDorigatti @WHO @BBCBreaking @cnnbrk @nytimes @Imperial_JIDEA @imperialcollege @DailyMailUK Look at the summary crosstab for deaths: except for one @ 36, the rest skew very heavily to old people (min 38 max 89) If I could copy it handily I'd look at the age distribution formally, but by eye it looks like the median may be around 70",False,"[211, 452]",[],[],"[{'screen_name': 'Mathew94379832', 'name': 'Mathew', 'id': 1218815238604316672, 'id_str': '1218815238604316672', 'indices': [0, 15]}, {'screen_name': 'riceball1985', 'name': 'Littlericeball', 'id': 869391025, 'id_str': '869391025', 'indices': [16, 29]}, {'screen_name': 'neil_ferguson', 'name': 'neil_ferguson', 'id': 14113766, 'id_str': '14113766', 'indices': [30, 44]}, {'screen_name': 'scopedbylarry', 'name': 'Larry Lynam', 'id': 182840025, 'id_str': '182840025', 'indices': [45, 59]}, {'screen_name': 'MRC_Outbreak', 'name': 'MRC Centre for Global Infectious Disease Analysis', 'id': 187503462, 'id_str': '187503462', 'indices': [60, 73]}, {'screen_name': 'dr_anne_cori', 'name': 'Anne Cori', 'id': 798825180344655874, 'id_str': '798825180344655874', 'indices': [74, 87]}, {'screen_name': 'SRileyIDD', 'name': 'Steven Riley', 'id': 1284521965, 'id_str': '1284521965', 'indices': [88, 98]}, {'screen_name': 'MarcBaguelin', 'name': 'Marc Baguelin', 'id': 1944853608, 'id_str': '1944853608', 'indices': [99, 112]}, {'screen_name': 'IlariaDorigatti', 'name': 'Ilaria Dorigatti', 'id': 822411188424376322, 'id_str': '822411188424376322', 'indices': [113, 129]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [130, 134]}, {'screen_name': 'BBCBreaking', 'name': 'BBC Breaking News', 'id': 5402612, 'id_str': '5402612', 'indices': [135, 147]}, {'screen_name': 'cnnbrk', 'name': 'CNN Breaking News', 'id': 428333, 'id_str': '428333', 'indices': [148, 155]}, {'screen_name': 'nytimes', 'name': 'The New York Times', 'id': 807095, 'id_str': '807095', 'indices': [156, 164]}, {'screen_name': 'Imperial_JIDEA', 'name': 'J-IDEA', 'id': 1176494339951943680, 'id_str': '1176494339951943680', 'indices': [165, 180]}, {'screen_name': 'imperialcollege', 'name': 'Imperial College', 'id': 15353955, 'id_str': '15353955', 'indices': [181, 197]}, {'screen_name': 'DailyMailUK', 'name': 'Daily Mail U.K.', 'id': 111556423, 'id_str': '111556423', 'indices': [198, 210]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.221256140908114e+18,1221256140908113921,1.2188152386043167e+18,1218815238604316672,Mathew94379832,4233671.0,4233671,(((Charlie Martin))),chasrmartin,Tampa FL,learn to code. contact me for more information. ex journalists: https://t.co/ABoJ2Z14bj,https://t.co/LGILeceEYN,"[{'url': 'https://t.co/ABoJ2Z14bj', 'expanded_url': 'https://link.medium.com/AlvJ6GbWnU', 'display_url': 'link.medium.com/AlvJ6GbWnU', 'indices': [64, 87]}]",False,4422.0,5001.0,242.0,Wed Apr 11 19:49:27 +0000 2007,57384.0,,,False,False,291510.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1146142721955885057/N99XrYAp_normal.jpg,https://pbs.twimg.com/profile_images/1146142721955885057/N99XrYAp_normal.jpg,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,regular,,,,,False,2.0,1.0,False,False,en,https://pbs.twimg.com/profile_banners/182840025/1542040109,https://pbs.twimg.com/profile_banners/4233671/1494434224,"[{'url': 'https://t.co/LGILeceEYN', 'expanded_url': 'https://pjmedia.com/columnist/charlie-martin/', 'display_url': 'pjmedia.com/columnist/char…', 'indices': [0, 23]}]","[{'url': 'https://t.co/XLR8GkdogM', 'expanded_url': 'http://thelynamgroup.com', 'display_url': 'thelynamgroup.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
42,Sun Jan 26 00:40:38 +0000 2020,1221231436717592576,1221231436717592576,RT @neil_ferguson: @scopedbylarry @MRC_Outbreak @dr_anne_cori @SRileyIDD @MarcBaguelin @IlariaDorigatti @WHO @BBCBreaking @cnnbrk @nytimes…,False,"[0, 139]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,55,0,False,False,en,[],[],"[{'screen_name': 'neil_ferguson', 'name': 'neil_ferguson', 'id': 14113766, 'id_str': '14113766', 'indices': [3, 17]}, {'screen_name': 'scopedbylarry', 'name': 'Larry Lynam', 'id': 182840025, 'id_str': '182840025', 'indices': [19, 33]}, {'screen_name': 'MRC_Outbreak', 'name': 'MRC Centre for Global Infectious Disease Analysis', 'id': 187503462, 'id_str': '187503462', 'indices': [34, 47]}, {'screen_name': 'dr_anne_cori', 'name': 'Anne Cori', 'id': 798825180344655874, 'id_str': '798825180344655874', 'indices': [48, 61]}, {'screen_name': 'SRileyIDD', 'name': 'Steven Riley', 'id': 1284521965, 'id_str': '1284521965', 'indices': [62, 72]}, {'screen_name': 'MarcBaguelin', 'name': 'Marc Baguelin', 'id': 1944853608, 'id_str': '1944853608', 'indices': [73, 86]}, {'screen_name': 'IlariaDorigatti', 'name': 'Ilaria Dorigatti', 'id': 822411188424376322, 'id_str': '822411188424376322', 'indices': [87, 103]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [104, 108]}, {'screen_name': 'BBCBreaking', 'name': 'BBC Breaking News', 'id': 5402612, 'id_str': '5402612', 'indices': [109, 121]}, {'screen_name': 'cnnbrk', 'name': 'CNN Breaking News', 'id': 428333, 'id_str': '428333', 'indices': [122, 129]}, {'screen_name': 'nytimes', 'name': 'The New York Times', 'id': 807095, 'id_str': '807095', 'indices': [130, 138]}]",[],en,recent,25981874,25981874,Robert Kowal ~ ₿,kowalskr,"Palo Alto, CA","Bitcoin ₿, markets, tech, freedom, governance, anti-collectivism | @Stanford @LSEalumni @OpenGovInc @KnifeCap @prezydentpl ‘11-‘14 @StanfordGSB",https://t.co/4BFqdLIFAA,[],False,1185,1235,121,Mon Mar 23 10:48:50 +0000 2009,51241,,,True,False,11370,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,True,http://pbs.twimg.com/profile_images/1182011685906911232/QhphOAkS_normal.jpg,https://pbs.twimg.com/profile_images/1182011685906911232/QhphOAkS_normal.jpg,0071B8,5ED4DC,95E8EC,3C3940,True,False,False,False,False,False,False,none,Sat Jan 25 13:53:36 +0000 2020,1.221068606877905e+18,1221068606877904897,"@scopedbylarry @MRC_Outbreak @dr_anne_cori @SRileyIDD @MarcBaguelin @IlariaDorigatti @WHO @BBCBreaking @cnnbrk @nytimes @Imperial_JIDEA @imperialcollege @DailyMailUK R0 estimates for flu pandemics lie in the 1.5-2.5 range. Yes, Measles is much higher (10-15). An epidemic with an R0 of 2.5 could still infect between 60% and 90% of the population, depending on contact patterns and assuming no prior immunity. Not all might be symptomatic though.",False,"[166, 446]",[],[],"[{'screen_name': 'scopedbylarry', 'name': 'Larry Lynam', 'id': 182840025, 'id_str': '182840025', 'indices': [0, 14]}, {'screen_name': 'MRC_Outbreak', 'name': 'MRC Centre for Global Infectious Disease Analysis', 'id': 187503462, 'id_str': '187503462', 'indices': [15, 28]}, {'screen_name': 'dr_anne_cori', 'name': 'Anne Cori', 'id': 798825180344655874, 'id_str': '798825180344655874', 'indices': [29, 42]}, {'screen_name': 'SRileyIDD', 'name': 'Steven Riley', 'id': 1284521965, 'id_str': '1284521965', 'indices': [43, 53]}, {'screen_name': 'MarcBaguelin', 'name': 'Marc Baguelin', 'id': 1944853608, 'id_str': '1944853608', 'indices': [54, 67]}, {'screen_name': 'IlariaDorigatti', 'name': 'Ilaria Dorigatti', 'id': 822411188424376322, 'id_str': '822411188424376322', 'indices': [68, 84]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [85, 89]}, {'screen_name': 'BBCBreaking', 'name': 'BBC Breaking News', 'id': 5402612, 'id_str': '5402612', 'indices': [90, 102]}, {'screen_name': 'cnnbrk', 'name': 'CNN Breaking News', 'id': 428333, 'id_str': '428333', 'indices': [103, 110]}, {'screen_name': 'nytimes', 'name': 'The New York Times', 'id': 807095, 'id_str': '807095', 'indices': [111, 119]}, {'screen_name': 'Imperial_JIDEA', 'name': 'J-IDEA', 'id': 1176494339951943680, 'id_str': '1176494339951943680', 'indices': [120, 135]}, {'screen_name': 'imperialcollege', 'name': 'Imperial College', 'id': 15353955, 'id_str': '15353955', 'indices': [136, 152]}, {'screen_name': 'DailyMailUK', 'name': 'Daily Mail U.K.', 'id': 111556423, 'id_str': '111556423', 'indices': [153, 165]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2210675429675418e+18,1221067542967541762,182840025.0,182840025,scopedbylarry,14113766.0,14113766,neil_ferguson,neil_ferguson,"London, England",Infectious disease modeller/epidemiologist. Director of J-IDEA and the MRC Centre for Global Infectious Disease Analysis,,[],False,1494.0,23.0,55.0,Mon Mar 10 13:56:53 +0000 2008,0.0,,,False,False,16.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1218540739447095296/dIIstf8b_normal.jpg,https://pbs.twimg.com/profile_images/1218540739447095296/dIIstf8b_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,55.0,102.0,False,False,en,https://pbs.twimg.com/profile_banners/25981874/1436776158,,,"[{'url': 'https://t.co/4BFqdLIFAA', 'expanded_url': 'https://rkowal.blog', 'display_url': 'rkowal.blog', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
