,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,possibly_sensitive,entities.media,extended_entities.media,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.possibly_sensitive
2,Sat Jan 25 22:24:02 +0000 2020,1221197060067729408,1221197060067729408,@drkarenedge @NAPD_IE @IPPN_Education @annelooney @PaulByrne_NAPD @Education_Ire @MariaDo20518320 @IOE_London @ucl @UCLPublicPolicy @cslireland Great to finally meet you. Looking forward to next time.,False,"[144, 200]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2211319414722847e+18,1221131941472284672,379156490.0,379156490,drkarenedge,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'drkarenedge', 'name': 'Karen Edge', 'id': 379156490, 'id_str': '379156490', 'indices': [0, 12]}, {'screen_name': 'NAPD_IE', 'name': 'NAPD', 'id': 266809966, 'id_str': '266809966', 'indices': [13, 21]}, {'screen_name': 'IPPN_Education', 'name': 'IPPN', 'id': 1372432016, 'id_str': '1372432016', 'indices': [22, 37]}, {'screen_name': 'annelooney', 'name': 'Anne Looney', 'id': 21086544, 'id_str': '21086544', 'indices': [38, 49]}, {'screen_name': 'PaulByrne_NAPD', 'name': 'Paul Byrne', 'id': 3994358686, 'id_str': '3994358686', 'indices': [50, 65]}, {'screen_name': 'Education_Ire', 'name': 'education.ie', 'id': 592876218, 'id_str': '592876218', 'indices': [66, 80]}, {'screen_name': 'MariaDo20518320', 'name': 'Maria Doyle', 'id': 948968852829949952, 'id_str': '948968852829949952', 'indices': [81, 97]}, {'screen_name': 'IOE_London', 'name': 'UCL Institute of Education (IOE)', 'id': 106730860, 'id_str': '106730860', 'indices': [98, 109]}, {'screen_name': 'ucl', 'name': 'UCL', 'id': 322601789, 'id_str': '322601789', 'indices': [110, 114]}, {'screen_name': 'UCLPublicPolicy', 'name': 'UCL Public Policy', 'id': 1965073513, 'id_str': '1965073513', 'indices': [115, 131]}, {'screen_name': 'cslireland', 'name': 'Centre for School Leadership 🇮🇪🇪🇺', 'id': 3900708621, 'id_str': '3900708621', 'indices': [132, 143]}]",[],en,recent,553911255,553911255,Donal O Reilly 🇮🇪 🇪🇺,DpDonal,Corkman in Killorglin!,@CSLIreland coordinator|Seconded P|B.Ed|MA|Ed Advisor|Leadership|Ed Tech|Student Voice|Reflective|Inclusive|EU eTwinning Ambassador|EU SchoolNet Facilitator,https://t.co/SO4MOgbMKS,[],False,1298,654,41,Sat Apr 14 20:54:37 +0000 2012,7172,,,True,False,4297,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/696650375202471937/za95cG4Z_normal.jpg,https://pbs.twimg.com/profile_images/696650375202471937/za95cG4Z_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/SO4MOgbMKS', 'expanded_url': 'http://www.cslireland.ie', 'display_url': 'cslireland.ie', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/553911255/1456568149,583d04d90e3931f3,https://api.twitter.com/1.1/geo/id/583d04d90e3931f3.json,city,Kerry,"Kerry, Ireland",IE,Ireland,[],Polygon,"[[[-10.6195445, 51.6881851], [-9.1191142, 51.6881851], [-9.1191142, 52.6028477], [-10.6195445, 52.6028477]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Sat Jan 25 19:49:49 +0000 2020,1221158248809746434,1221158248809746434,"@TutorHavard @NanaKapow @ucl If I need help getting kicked out of uni for academic fraud, you'll be the first person (bot? entity?) I ask. :P",False,"[29, 141]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2211158725693276e+18,1221115872569327617,1.1794477999198945e+18,1179447799919894528,TutorHavard,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'TutorHavard', 'name': 'Academic Writer (Best Essay Writing Services)', 'id': 1179447799919894528, 'id_str': '1179447799919894528', 'indices': [0, 12]}, {'screen_name': 'NanaKapow', 'name': 'KrishKapoor', 'id': 1544316374, 'id_str': '1544316374', 'indices': [13, 23]}, {'screen_name': 'ucl', 'name': 'UCL', 'id': 322601789, 'id_str': '322601789', 'indices': [24, 28]}]",[],en,recent,1035203686476247040,1035203686476247040,🌱 La Re Roboto,LeReRoboto,"Surrey, UK","Mother, Partner, Immigrant, Progressive, Eclectically-Abled, Insufferably Full of Ideas, LGBTQ+, Feminist, Population Health student @UCL #healthinequality",,[],False,105,785,1,Thu Aug 30 16:32:46 +0000 2018,802,,,False,False,266,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1138205936936476674/NmlvceIH_normal.png,https://pbs.twimg.com/profile_images/1138205936936476674/NmlvceIH_normal.png,91D2FA,000000,000000,000000,False,False,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/1035203686476247040/1554037326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sat Jan 25 19:04:33 +0000 2020,1221146859374292994,1221146859374292994,@benking01 @NetZeroUK @ChiefExecCCC @k_legzz @FeBalata @ucl @TonyJuniper Thank you,False,"[73, 82]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2211100450538045e+18,1221110045053804545,62306952.0,62306952,benking01,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'benking01', 'name': 'Dr Ben King 🌍UN-accredited Climate Change Teacher', 'id': 62306952, 'id_str': '62306952', 'indices': [0, 10]}, {'screen_name': 'NetZeroUK', 'name': 'Climate Assembly UK', 'id': 1186967001765466112, 'id_str': '1186967001765466112', 'indices': [11, 21]}, {'screen_name': 'ChiefExecCCC', 'name': 'Chris Stark', 'id': 987274804096126977, 'id_str': '987274804096126977', 'indices': [22, 35]}, {'screen_name': 'k_legzz', 'name': 'Kirsten Leggatt 🌍', 'id': 1107191306244239361, 'id_str': '1107191306244239361', 'indices': [36, 44]}, {'screen_name': 'FeBalata', 'name': 'Fernanda Balata 🌎🌍🌏', 'id': 1490727362, 'id_str': '1490727362', 'indices': [45, 54]}, {'screen_name': 'ucl', 'name': 'UCL', 'id': 322601789, 'id_str': '322601789', 'indices': [55, 59]}, {'screen_name': 'TonyJuniper', 'name': 'Tony Juniper', 'id': 78600745, 'id_str': '78600745', 'indices': [60, 72]}]",[],en,recent,192547068,192547068,Modi Mwatsama,ModiMwatsama,London,"Senior Science Lead (Food Systems), Our Planet, Our Health, Wellcome Trust. Formerly Director of Policy & Global Health, UK Health Forum. My views.",,[],False,1263,818,41,Sun Sep 19 13:27:51 +0000 2010,840,,,False,False,1193,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/1590970969/Me_122_flip3_normal.JPG,https://pbs.twimg.com/profile_images/1590970969/Me_122_flip3_normal.JPG,088253,D3D2CF,E3E2DE,634047,True,False,False,False,False,False,False,regular,,https://pbs.twimg.com/profile_banners/192547068/1375740113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Sat Jan 25 17:55:25 +0000 2020,1221129459799117824,1221129459799117824,"RT @DrFarahKC: 9)  last session on the postgraduate experience. Huge Shout out to Shani Bans, Wendy Lennon and Nour el Gazzaz for amazing c…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'DrFarahKC', 'name': 'Farah Karim-Cooper', 'id': 416223088, 'id_str': '416223088', 'indices': [3, 13]}]",[],en,recent,19507566,19507566,Jennifer Park,jennpark,,"Assistant professor of English @UNCG • Early modern literature, science/medicine, recipes, race • she/her",https://t.co/j1fhUH5f2l,[],False,1594,1460,51,Sun Jan 25 22:10:57 +0000 2009,19638,,,False,False,12022,,False,False,False,E8DDCB,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,False,http://pbs.twimg.com/profile_images/1053642990655287296/ad_n1TAx_normal.jpg,https://pbs.twimg.com/profile_images/1053642990655287296/ad_n1TAx_normal.jpg,E81C4F,031634,033649,CDB380,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/j1fhUH5f2l', 'expanded_url': 'http://jennpark.com', 'display_url': 'jennpark.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/19507566/1572669414,,,,,,,,,,,Sat Jan 25 17:41:10 +0000 2020,1.221125873157509e+18,1221125873157509121,"9)  last session on the postgraduate experience. Huge Shout out to Shani Bans, Wendy Lennon and Nour el Gazzaz for amazing courage and honesty in sharing their experiences as students of colour and/or ethnicity - @RHULEnglish @ShakesInstitute @ucl should be grateful &amp; proud.",False,"[0, 279]",[],[],"[{'screen_name': 'RHULEnglish', 'name': 'Department of English at Royal Holloway', 'id': 592740686, 'id_str': '592740686', 'indices': [213, 225]}, {'screen_name': 'ShakesInstitute', 'name': 'ShakespeareInstitute', 'id': 405015763, 'id_str': '405015763', 'indices': [226, 242]}, {'screen_name': 'ucl', 'name': 'UCL', 'id': 322601789, 'id_str': '322601789', 'indices': [243, 247]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2211245530295828e+18,1221124553029582848,416223088.0,416223088,DrFarahKC,416223088.0,416223088,Farah Karim-Cooper,DrFarahKC,London,Shakespeare scholar and Head of Higher Education & Research at Shakespeare's Globe. Views expressed here are my own. #ShakespeareAndRace festival curator,https://t.co/akctaonvWf,"[{'url': 'https://t.co/akctaonvWf', 'expanded_url': 'http://press.shakespearesglobe.com/media-gallery/people/dr-farah-karim-cooper', 'display_url': 'press.shakespearesglobe.com/media-gallery/…', 'indices': [0, 23]}]",[],False,4188.0,1321.0,70.0,Sat Nov 19 11:50:21 +0000 2011,7585.0,,,False,False,5280.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/839767688511700992/pyfqOURT_normal.jpg,https://pbs.twimg.com/profile_images/839767688511700992/pyfqOURT_normal.jpg,https://pbs.twimg.com/profile_banners/416223088/1515072307,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,2.0,33.0,False,False,en,,,,,,
14,Sat Jan 25 16:54:23 +0000 2020,1221114102879346688,1221114102879346688,RT @benking01: @NetZeroUK @ChiefExecCCC @k_legzz @FeBalata @ucl @ModiMwatsama @TonyJuniper @k_legzz Great point well made about internal fl…,False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'benking01', 'name': 'Dr Ben King 🌍UN-accredited Climate Change Teacher', 'id': 62306952, 'id_str': '62306952', 'indices': [3, 13]}, {'screen_name': 'NetZeroUK', 'name': 'Climate Assembly UK', 'id': 1186967001765466112, 'id_str': '1186967001765466112', 'indices': [15, 25]}, {'screen_name': 'ChiefExecCCC', 'name': 'Chris Stark', 'id': 987274804096126977, 'id_str': '987274804096126977', 'indices': [26, 39]}, {'screen_name': 'k_legzz', 'name': 'Kirsten Leggatt 🌍', 'id': 1107191306244239361, 'id_str': '1107191306244239361', 'indices': [40, 48]}, {'screen_name': 'FeBalata', 'name': 'Fernanda Balata 🌎🌍🌏', 'id': 1490727362, 'id_str': '1490727362', 'indices': [49, 58]}, {'screen_name': 'ucl', 'name': 'UCL', 'id': 322601789, 'id_str': '322601789', 'indices': [59, 63]}, {'screen_name': 'ModiMwatsama', 'name': 'Modi Mwatsama', 'id': 192547068, 'id_str': '192547068', 'indices': [64, 77]}, {'screen_name': 'TonyJuniper', 'name': 'Tony Juniper', 'id': 78600745, 'id_str': '78600745', 'indices': [78, 90]}, {'screen_name': 'k_legzz', 'name': 'Kirsten Leggatt 🌍', 'id': 1107191306244239361, 'id_str': '1107191306244239361', 'indices': [91, 99]}]",[],en,recent,62306952,62306952,Dr Ben King 🌍UN-accredited Climate Change Teacher,benking01,"South Devon, UK","Born 328ppm CO2. Teach Geography & Business. BSc Environmental Science&Physics 1st (Stirling), Soil Erosion PhD & Geog PGCE (Exeter). Play Tuba. L3 Counsellor.",,[],False,3311,312,315,Sun Aug 02 17:35:22 +0000 2009,88466,,,True,False,91040,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1210842985824473088/EEzsifji_normal.jpg,https://pbs.twimg.com/profile_images/1210842985824473088/EEzsifji_normal.jpg,0084B4,000000,DDEEF6,333333,True,False,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/62306952/1579119781,,,,,,,,,,,Sat Jan 25 16:38:16 +0000 2020,1.2211100450538045e+18,1221110045053804545,"@NetZeroUK @ChiefExecCCC @k_legzz @FeBalata @ucl @ModiMwatsama @TonyJuniper @k_legzz Great point well made about internal flights in the UK.
#ClimateAction",False,"[76, 155]","[{'text': 'ClimateAction', 'indices': [141, 155]}]",[],"[{'screen_name': 'NetZeroUK', 'name': 'Climate Assembly UK', 'id': 1186967001765466112, 'id_str': '1186967001765466112', 'indices': [0, 10]}, {'screen_name': 'ChiefExecCCC', 'name': 'Chris Stark', 'id': 987274804096126977, 'id_str': '987274804096126977', 'indices': [11, 24]}, {'screen_name': 'k_legzz', 'name': 'Kirsten Leggatt 🌍', 'id': 1107191306244239361, 'id_str': '1107191306244239361', 'indices': [25, 33]}, {'screen_name': 'FeBalata', 'name': 'Fernanda Balata 🌎🌍🌏', 'id': 1490727362, 'id_str': '1490727362', 'indices': [34, 43]}, {'screen_name': 'ucl', 'name': 'UCL', 'id': 322601789, 'id_str': '322601789', 'indices': [44, 48]}, {'screen_name': 'ModiMwatsama', 'name': 'Modi Mwatsama', 'id': 192547068, 'id_str': '192547068', 'indices': [49, 62]}, {'screen_name': 'TonyJuniper', 'name': 'Tony Juniper', 'id': 78600745, 'id_str': '78600745', 'indices': [63, 75]}, {'screen_name': 'k_legzz', 'name': 'Kirsten Leggatt 🌍', 'id': 1107191306244239361, 'id_str': '1107191306244239361', 'indices': [76, 84]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2211092568476099e+18,1221109256847609856,62306952.0,62306952,benking01,62306952.0,62306952,Dr Ben King 🌍UN-accredited Climate Change Teacher,benking01,"South Devon, UK","Born 328ppm CO2. Teach Geography & Business. BSc Environmental Science&Physics 1st (Stirling), Soil Erosion PhD & Geog PGCE (Exeter). Play Tuba. L3 Counsellor.",,,[],False,3311.0,312.0,315.0,Sun Aug 02 17:35:22 +0000 2009,88466.0,,,True,False,91040.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1210842985824473088/EEzsifji_normal.jpg,https://pbs.twimg.com/profile_images/1210842985824473088/EEzsifji_normal.jpg,https://pbs.twimg.com/profile_banners/62306952/1579119781,0084B4,000000,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,1.0,3.0,False,False,en,,,,,,
15,Sat Jan 25 16:38:16 +0000 2020,1221110045053804545,1221110045053804545,"@NetZeroUK @ChiefExecCCC @k_legzz @FeBalata @ucl @ModiMwatsama @TonyJuniper @k_legzz Great point well made about internal flights in the UK.
#ClimateAction",False,"[76, 155]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2211092568476099e+18,1221109256847609856,62306952.0,62306952,benking01,,,,,False,1,3,False,False,en,"[{'text': 'ClimateAction', 'indices': [141, 155]}]",[],"[{'screen_name': 'NetZeroUK', 'name': 'Climate Assembly UK', 'id': 1186967001765466112, 'id_str': '1186967001765466112', 'indices': [0, 10]}, {'screen_name': 'ChiefExecCCC', 'name': 'Chris Stark', 'id': 987274804096126977, 'id_str': '987274804096126977', 'indices': [11, 24]}, {'screen_name': 'k_legzz', 'name': 'Kirsten Leggatt 🌍', 'id': 1107191306244239361, 'id_str': '1107191306244239361', 'indices': [25, 33]}, {'screen_name': 'FeBalata', 'name': 'Fernanda Balata 🌎🌍🌏', 'id': 1490727362, 'id_str': '1490727362', 'indices': [34, 43]}, {'screen_name': 'ucl', 'name': 'UCL', 'id': 322601789, 'id_str': '322601789', 'indices': [44, 48]}, {'screen_name': 'ModiMwatsama', 'name': 'Modi Mwatsama', 'id': 192547068, 'id_str': '192547068', 'indices': [49, 62]}, {'screen_name': 'TonyJuniper', 'name': 'Tony Juniper', 'id': 78600745, 'id_str': '78600745', 'indices': [63, 75]}, {'screen_name': 'k_legzz', 'name': 'Kirsten Leggatt 🌍', 'id': 1107191306244239361, 'id_str': '1107191306244239361', 'indices': [76, 84]}]",[],en,recent,62306952,62306952,Dr Ben King 🌍UN-accredited Climate Change Teacher,benking01,"South Devon, UK","Born 328ppm CO2. Teach Geography & Business. BSc Environmental Science&Physics 1st (Stirling), Soil Erosion PhD & Geog PGCE (Exeter). Play Tuba. L3 Counsellor.",,[],False,3311,312,315,Sun Aug 02 17:35:22 +0000 2009,88466,,,True,False,91040,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1210842985824473088/EEzsifji_normal.jpg,https://pbs.twimg.com/profile_images/1210842985824473088/EEzsifji_normal.jpg,0084B4,000000,DDEEF6,333333,True,False,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/62306952/1579119781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Sat Jan 25 16:20:19 +0000 2020,1221105526219661312,1221105526219661312,"@itlingcda @mpsmoreau @_Siqi_Zhang @baicenews @SRHE73 @ucl @IOE_London @UEL_News @Cass_UEL @UEL_CELT @AdvanceHE_SocSi @RGS_IBG @_rachel_brooks @ProfessorBlitz @johannalwaters Thanks very much @itlingcda ! Very best wishes from London, Terri",False,"[175, 240]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2210320782398505e+18,1221032078239850496,7722452.0,7722452,itlingcda,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'itlingcda', 'name': 'Energetic', 'id': 7722452, 'id_str': '7722452', 'indices': [0, 10]}, {'screen_name': 'mpsmoreau', 'name': 'Marie-Pierre Moreau', 'id': 1089154881158635520, 'id_str': '1089154881158635520', 'indices': [11, 21]}, {'screen_name': '_Siqi_Zhang', 'name': 'Siqi Zhang', 'id': 1207172850370719744, 'id_str': '1207172850370719744', 'indices': [22, 34]}, {'screen_name': 'baicenews', 'name': 'BAICE', 'id': 866994019561336833, 'id_str': '866994019561336833', 'indices': [35, 45]}, {'screen_name': 'SRHE73', 'name': 'SRHE', 'id': 1600786836, 'id_str': '1600786836', 'indices': [46, 53]}, {'screen_name': 'ucl', 'name': 'UCL', 'id': 322601789, 'id_str': '322601789', 'indices': [54, 58]}, {'screen_name': 'IOE_London', 'name': 'UCL Institute of Education (IOE)', 'id': 106730860, 'id_str': '106730860', 'indices': [59, 70]}, {'screen_name': 'UEL_News', 'name': 'Uni of East London', 'id': 59105248, 'id_str': '59105248', 'indices': [71, 80]}, {'screen_name': 'Cass_UEL', 'name': 'Cass at UEL', 'id': 728578681870950400, 'id_str': '728578681870950400', 'indices': [81, 90]}, {'screen_name': 'UEL_CELT', 'name': 'UEL CELT', 'id': 866642548890238976, 'id_str': '866642548890238976', 'indices': [91, 100]}, {'screen_name': 'AdvanceHE_SocSi', 'name': 'Advance HE Social Sciences', 'id': 583864399, 'id_str': '583864399', 'indices': [101, 117]}, {'screen_name': 'RGS_IBG', 'name': 'Royal Geographical Society (with IBG)', 'id': 21313105, 'id_str': '21313105', 'indices': [118, 126]}, {'screen_name': '_rachel_brooks', 'name': 'Rachel Brooks', 'id': 738373879, 'id_str': '738373879', 'indices': [127, 142]}, {'screen_name': 'ProfessorBlitz', 'name': 'Brad Blitz', 'id': 227478974, 'id_str': '227478974', 'indices': [143, 158]}, {'screen_name': 'johannalwaters', 'name': 'Johanna Waters', 'id': 854766482, 'id_str': '854766482', 'indices': [159, 174]}, {'screen_name': 'itlingcda', 'name': 'Energetic', 'id': 7722452, 'id_str': '7722452', 'indices': [192, 202]}]",[],en,recent,56154440,56154440,"Prof. Terri Kim, PhD (London) PFHEA",kimterri,"London, England","Professor of Comparative HE, UEL; Honorary Senior Research Associate, UCL IOE; Editorial Board member of Comparative Ed & BJES; SRHE Policy Network co-convenor",https://t.co/yYBzyzvErj,[],False,418,898,2,Sun Jul 12 18:24:38 +0000 2009,1107,,,False,False,354,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1220692908568928260/OW_lytvF_normal.jpg,https://pbs.twimg.com/profile_images/1220692908568928260/OW_lytvF_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/yYBzyzvErj', 'expanded_url': 'https://www.uel.ac.uk/Schools/Cass/Research/The%20Higher%20Education%20Research%20Group', 'display_url': 'uel.ac.uk/Schools/Cass/R…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/56154440/1562933222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
