,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.user.profile_banner_url
3,Mon Jan 20 17:28:16 +0000 2020,1219310686444118016,1219310686444118016,@balamri17 @eli_kau @kauweb Good Luck Dr.Basim. ✅,False,"[28, 49]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2188747576906793e+18,1218874757690679298,8.48416685698814e+17,848416685698813952,balamri17,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'balamri17', 'name': 'Basim Alamri', 'id': 848416685698813952, 'id_str': '848416685698813952', 'indices': [0, 10]}, {'screen_name': 'eli_kau', 'name': 'ELI @ KAU', 'id': 4118550826, 'id_str': '4118550826', 'indices': [11, 19]}, {'screen_name': 'kauweb', 'name': 'جامعة الملك عبدالعزيز', 'id': 90921204, 'id_str': '90921204', 'indices': [20, 27]}]",[],en,recent,2807016261,2807016261,Naif Masrahi,masrahi_naif,,PhD student of Educational Linguistics at New Mexico University.,,,[],False,34,41,0,Sun Oct 05 08:01:58 +0000 2014,182,,,False,False,179,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1198176360310722561/3Kec2ARJ_normal.jpg,https://pbs.twimg.com/profile_images/1198176360310722561/3Kec2ARJ_normal.jpg,https://pbs.twimg.com/profile_banners/2807016261/1544084843,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Mon Jan 20 09:34:05 +0000 2020,1219191355957743619,1219191355957743619,@balamri17 @eli_kau @kauweb Good luck 👍🏻,False,"[28, 40]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2188747576906793e+18,1218874757690679298,8.48416685698814e+17,848416685698813952,balamri17,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'balamri17', 'name': 'Basim Alamri', 'id': 848416685698813952, 'id_str': '848416685698813952', 'indices': [0, 10]}, {'screen_name': 'eli_kau', 'name': 'ELI @ KAU', 'id': 4118550826, 'id_str': '4118550826', 'indices': [11, 19]}, {'screen_name': 'kauweb', 'name': 'جامعة الملك عبدالعزيز', 'id': 90921204, 'id_str': '90921204', 'indices': [20, 27]}]",[],en,recent,383641951,383641951,Yahya Alghamdi,Yahya058,"Jeddah, Saudi Arabia","TESOL Instructor @ELI_KAU. M.Ed Curriculum&Instructions,Literacy Development+TESOL. @CLE_State alumni.Interested in ISLA,Interlanguage development&L2 Writing",https://t.co/uP3rO7tVAX,"[{'url': 'https://t.co/uP3rO7tVAX', 'expanded_url': 'http://linkedin.com/in/yahya-alghamdi-7b64b0a0', 'display_url': 'linkedin.com/in/yahya-algha…', 'indices': [0, 23]}]",[],False,612,588,10,Sun Oct 02 07:33:05 +0000 2011,1901,,,False,False,1729,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1219719288656932869/X1beHDAr_normal.jpg,https://pbs.twimg.com/profile_images/1219719288656932869/X1beHDAr_normal.jpg,https://pbs.twimg.com/profile_banners/383641951/1562776786,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
