,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type
0,Thu Jan 23 15:22:04 +0000 2020,1220366092000022528,1220366092000022528,@BrazosValleyEDC @CityofCS @CityofBryan @BrazosCountyTX @TAMU @TXFilmWorks We see #TAMUnurses! #WHOOP!,False,"[75, 102]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2105760708498145e+18,1210576070849814528,31929686.0,31929686,BrazosValleyEDC,,,,,False,0,1,False,False,en,"[{'text': 'TAMUnurses', 'indices': [82, 93]}, {'text': 'WHOOP', 'indices': [95, 101]}]",[],"[{'screen_name': 'BrazosValleyEDC', 'name': 'Brazos Valley EDC', 'id': 31929686, 'id_str': '31929686', 'indices': [0, 16]}, {'screen_name': 'CityofCS', 'name': 'College Station', 'id': 20103339, 'id_str': '20103339', 'indices': [17, 26]}, {'screen_name': 'CityofBryan', 'name': 'City of Bryan', 'id': 22667955, 'id_str': '22667955', 'indices': [27, 39]}, {'screen_name': 'BrazosCountyTX', 'name': 'BrazosCountyTX', 'id': 989897546167398401, 'id_str': '989897546167398401', 'indices': [40, 55]}, {'screen_name': 'TAMU', 'name': 'Texas A&M University', 'id': 17237540, 'id_str': '17237540', 'indices': [56, 61]}, {'screen_name': 'TXFilmWorks', 'name': 'Texas FilmWorks', 'id': 1086428940653260801, 'id_str': '1086428940653260801', 'indices': [62, 74]}]",[],en,recent,582100091,582100091,Texas A&M Nursing,TAMUnursing,"Bryan, TX","We are #Aggies. @TAMUNursing is part of @TAMUHealth with 4 locations: @CityofBryan/@CityofCS, @roundrock, @CityofMcAllen and @cityoflufkin. #TAMUHealth #Nurses",https://t.co/eLCPtUJ9ve,"[{'url': 'https://t.co/eLCPtUJ9ve', 'expanded_url': 'http://nursing.tamu.edu/', 'display_url': 'nursing.tamu.edu', 'indices': [0, 23]}]",[],False,1546,552,31,Wed May 16 19:33:57 +0000 2012,962,,,True,True,936,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1106255999235776515/24iWfUjl_normal.png,https://pbs.twimg.com/profile_images/1106255999235776515/24iWfUjl_normal.png,https://pbs.twimg.com/profile_banners/582100091/1564585492,009999,000000,EFEFEF,333333,True,False,False,False,False,False,False,none
