,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.profile_banner_url,user.entities.url.urls,retweeted_status.user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.possibly_sensitive
44,Thu Jan 23 09:58:18 +0000 2020,1220284613672820737,1220284613672820737,"@drussilahg @teemu_roos @helsinkiuni @FCAI_fi @AaltoUniversity @VTTFinland Keep in mind the criticism is to the transport system speed, for that Madrid. Great train system. Munich too. We need more trains and speedy trams. I ❤️ Helsinki, it’s a great place, no problem with flex hr or life/work, but there are things to improve.",False,"[75, 328]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202812510950973e+18,1220281251095097344,2665510827.0,2665510827,drussilahg,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'drussilahg', 'name': 'Drussila Hollanda-Grönberg', 'id': 2665510827, 'id_str': '2665510827', 'indices': [0, 11]}, {'screen_name': 'teemu_roos', 'name': 'Teemu Roos', 'id': 775588820175781888, 'id_str': '775588820175781888', 'indices': [12, 23]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [24, 36]}, {'screen_name': 'FCAI_fi', 'name': 'FCAI', 'id': 935430166918070277, 'id_str': '935430166918070277', 'indices': [37, 45]}, {'screen_name': 'AaltoUniversity', 'name': 'Aalto University', 'id': 90345811, 'id_str': '90345811', 'indices': [46, 62]}, {'screen_name': 'VTTFinland', 'name': 'VTT', 'id': 66325641, 'id_str': '66325641', 'indices': [63, 74]}]",[],en,recent,3505261576,3505261576,Plinio Casarotto,p_casarotto,"Helsinki, Finland","Pharmacologist, neuroscientist and #preprint enthusiast @helsinkiuni.",,[],False,102,67,0,Mon Aug 31 20:16:39 +0000 2015,363,,,True,False,613,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/638716824281026560/euica9j9_normal.jpg,https://pbs.twimg.com/profile_images/638716824281026560/euica9j9_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/3505261576/1441117160,,,,,,,,,,,,,,,
46,Thu Jan 23 09:37:40 +0000 2020,1220279421204156416,1220279421204156416,@drussilahg @teemu_roos @helsinkiuni @FCAI_fi @AaltoUniversity @VTTFinland A faster one? 😜,False,"[75, 90]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202517966455194e+18,1220251796645519364,2665510827.0,2665510827,drussilahg,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'drussilahg', 'name': 'Drussila Hollanda-Grönberg', 'id': 2665510827, 'id_str': '2665510827', 'indices': [0, 11]}, {'screen_name': 'teemu_roos', 'name': 'Teemu Roos', 'id': 775588820175781888, 'id_str': '775588820175781888', 'indices': [12, 23]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [24, 36]}, {'screen_name': 'FCAI_fi', 'name': 'FCAI', 'id': 935430166918070277, 'id_str': '935430166918070277', 'indices': [37, 45]}, {'screen_name': 'AaltoUniversity', 'name': 'Aalto University', 'id': 90345811, 'id_str': '90345811', 'indices': [46, 62]}, {'screen_name': 'VTTFinland', 'name': 'VTT', 'id': 66325641, 'id_str': '66325641', 'indices': [63, 74]}]",[],en,recent,3505261576,3505261576,Plinio Casarotto,p_casarotto,"Helsinki, Finland","Pharmacologist, neuroscientist and #preprint enthusiast @helsinkiuni.",,[],False,102,67,0,Mon Aug 31 20:16:39 +0000 2015,363,,,True,False,613,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/638716824281026560/euica9j9_normal.jpg,https://pbs.twimg.com/profile_images/638716824281026560/euica9j9_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/3505261576/1441117160,,,,,,,,,,,,,,,
47,Thu Jan 23 09:36:32 +0000 2020,1220279137698488320,1220279137698488320,@teemu_roos @helsinkiuni @FCAI_fi @AaltoUniversity @VTTFinland Amen. 😂,False,"[63, 70]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202370767734497e+18,1220237076773449728,7.755888201757819e+17,775588820175781888,teemu_roos,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'teemu_roos', 'name': 'Teemu Roos', 'id': 775588820175781888, 'id_str': '775588820175781888', 'indices': [0, 11]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [12, 24]}, {'screen_name': 'FCAI_fi', 'name': 'FCAI', 'id': 935430166918070277, 'id_str': '935430166918070277', 'indices': [25, 33]}, {'screen_name': 'AaltoUniversity', 'name': 'Aalto University', 'id': 90345811, 'id_str': '90345811', 'indices': [34, 50]}, {'screen_name': 'VTTFinland', 'name': 'VTT', 'id': 66325641, 'id_str': '66325641', 'indices': [51, 62]}]",[],en,recent,3505261576,3505261576,Plinio Casarotto,p_casarotto,"Helsinki, Finland","Pharmacologist, neuroscientist and #preprint enthusiast @helsinkiuni.",,[],False,102,67,0,Mon Aug 31 20:16:39 +0000 2015,363,,,True,False,613,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/638716824281026560/euica9j9_normal.jpg,https://pbs.twimg.com/profile_images/638716824281026560/euica9j9_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/3505261576/1441117160,,,,,,,,,,,,,,,
48,Thu Jan 23 07:50:24 +0000 2020,1220252426374144000,1220252426374144000,RT @drussilahg: @p_casarotto @teemu_roos @helsinkiuni @FCAI_fi @AaltoUniversity @VTTFinland No place is perfect. But it cannot be denied th…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'drussilahg', 'name': 'Drussila Hollanda-Grönberg', 'id': 2665510827, 'id_str': '2665510827', 'indices': [3, 14]}, {'screen_name': 'p_casarotto', 'name': 'Plinio Casarotto', 'id': 3505261576, 'id_str': '3505261576', 'indices': [16, 28]}, {'screen_name': 'teemu_roos', 'name': 'Teemu Roos', 'id': 775588820175781888, 'id_str': '775588820175781888', 'indices': [29, 40]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [41, 53]}, {'screen_name': 'FCAI_fi', 'name': 'FCAI', 'id': 935430166918070277, 'id_str': '935430166918070277', 'indices': [54, 62]}, {'screen_name': 'AaltoUniversity', 'name': 'Aalto University', 'id': 90345811, 'id_str': '90345811', 'indices': [63, 79]}, {'screen_name': 'VTTFinland', 'name': 'VTT', 'id': 66325641, 'id_str': '66325641', 'indices': [80, 91]}]",[],en,recent,775588820175781888,775588820175781888,Teemu Roos,teemu_roos,"Helsinki, Finland",Your friendly neighborhood #AI Professor @helsinkiuni 🌍 Lead Instructor #ElementsofAI 👨‍💻 @UnivHelsinkiCS @FCAI_fi #machinelearning #diversity #tekoäly,https://t.co/ycvYxAMNUg,[],False,4753,1618,65,Tue Sep 13 06:55:59 +0000 2016,23075,,,True,False,4108,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1202472081788567552/BM2_SRLL_normal.jpg,https://pbs.twimg.com/profile_images/1202472081788567552/BM2_SRLL_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,Thu Jan 23 07:47:54 +0000 2020,1.2202517966455194e+18,1220251796645519364,"@p_casarotto @teemu_roos @helsinkiuni @FCAI_fi @AaltoUniversity @VTTFinland No place is perfect. But it cannot be denied that Finland has one of the best transportation systems in the world, flexible work hours and great family support. If that does not equal to a great work-life balance, I don’t know what does. ¯\_(ツ)_/¯",False,"[76, 323]",[],[],"[{'screen_name': 'p_casarotto', 'name': 'Plinio Casarotto', 'id': 3505261576, 'id_str': '3505261576', 'indices': [0, 12]}, {'screen_name': 'teemu_roos', 'name': 'Teemu Roos', 'id': 775588820175781888, 'id_str': '775588820175781888', 'indices': [13, 24]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [25, 37]}, {'screen_name': 'FCAI_fi', 'name': 'FCAI', 'id': 935430166918070277, 'id_str': '935430166918070277', 'indices': [38, 46]}, {'screen_name': 'AaltoUniversity', 'name': 'Aalto University', 'id': 90345811, 'id_str': '90345811', 'indices': [47, 63]}, {'screen_name': 'VTTFinland', 'name': 'VTT', 'id': 66325641, 'id_str': '66325641', 'indices': [64, 75]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.21999138311057e+18,1219991383110569985,3505261576.0,3505261576,p_casarotto,2665510827.0,2665510827,Drussila Hollanda-Grönberg,drussilahg,Helsinki,Game / Project Lead @Supercell. Led the development of @HiveHelsinki Code School. Games. Design. Tech. Inclusion. Brazilian in Finland. 🇧🇷🇫🇮,https://t.co/UxLqttcbj0,[],False,825.0,430.0,2.0,Wed Jul 02 22:28:44 +0000 2014,2427.0,,,True,False,634.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1182394896839249922/-p9JAmkd_normal.jpg,https://pbs.twimg.com/profile_images/1182394896839249922/-p9JAmkd_normal.jpg,https://pbs.twimg.com/profile_banners/2665510827/1563046957,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,1.0,6.0,False,False,en,https://pbs.twimg.com/profile_banners/775588820175781888/1575525873,"[{'url': 'https://t.co/ycvYxAMNUg', 'expanded_url': 'https://researchportal.helsinki.fi/en/persons/teemu-roos', 'display_url': 'researchportal.helsinki.fi/en/persons/tee…', 'indices': [0, 23]}]","[{'url': 'https://t.co/UxLqttcbj0', 'expanded_url': 'http://supercell.com', 'display_url': 'supercell.com', 'indices': [0, 23]}]",,,,,,,,,,,,,
51,Thu Jan 23 07:11:07 +0000 2020,1220242541431398400,1220242541431398400,@helsinkiuni @ilonatormikoski @ReaktorNow @EU2019FI @HelsinkiLaw An upcoming @helsinkiuni MOOC on AI Ethics will touch on some legal topics but I’m sure more is needed. @UEFLawSchool has some open online courses on law as well.,False,"[65, 227]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.2202294357246525e+18,1220229435724652544,168607383.0,168607383,helsinkiuni,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [0, 12]}, {'screen_name': 'ilonatormikoski', 'name': 'Ilona Törmikoski 🌹🚌🌏🇫🇮🇪🇺', 'id': 71353197, 'id_str': '71353197', 'indices': [13, 29]}, {'screen_name': 'ReaktorNow', 'name': 'Reaktor', 'id': 280949688, 'id_str': '280949688', 'indices': [30, 41]}, {'screen_name': 'EU2019FI', 'name': 'EU2019FI', 'id': 747402029560127488, 'id_str': '747402029560127488', 'indices': [42, 51]}, {'screen_name': 'HelsinkiLaw', 'name': 'Fac\xadulty of Law, HelsinkiUni', 'id': 978548916751929345, 'id_str': '978548916751929345', 'indices': [52, 64]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [77, 89]}, {'screen_name': 'UEFLawSchool', 'name': 'UEF Law School', 'id': 3044272761, 'id_str': '3044272761', 'indices': [169, 182]}]",[],en,recent,775588820175781888,775588820175781888,Teemu Roos,teemu_roos,"Helsinki, Finland",Your friendly neighborhood #AI Professor @helsinkiuni 🌍 Lead Instructor #ElementsofAI 👨‍💻 @UnivHelsinkiCS @FCAI_fi #machinelearning #diversity #tekoäly,https://t.co/ycvYxAMNUg,[],False,4753,1618,65,Tue Sep 13 06:55:59 +0000 2016,23075,,,True,False,4108,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1202472081788567552/BM2_SRLL_normal.jpg,https://pbs.twimg.com/profile_images/1202472081788567552/BM2_SRLL_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/775588820175781888/1575525873,"[{'url': 'https://t.co/ycvYxAMNUg', 'expanded_url': 'https://researchportal.helsinki.fi/en/persons/teemu-roos', 'display_url': 'researchportal.helsinki.fi/en/persons/tee…', 'indices': [0, 23]}]",,,,,,,,,,,,,,
52,Thu Jan 23 06:49:24 +0000 2020,1220237076773449728,1220237076773449728,@p_casarotto @helsinkiuni @FCAI_fi @AaltoUniversity @VTTFinland I also wish we’d have a more extensive subway system.  #Länsimetro has made my visits to @AaltoUniversity more convenient – Kumpula campus would be a nice extension in the east! 😀,False,"[64, 243]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.220104101171802e+18,1220104101171802112,3505261576.0,3505261576,p_casarotto,,,,,False,0,2,False,False,en,"[{'text': 'Länsimetro', 'indices': [119, 130]}]",[],"[{'screen_name': 'p_casarotto', 'name': 'Plinio Casarotto', 'id': 3505261576, 'id_str': '3505261576', 'indices': [0, 12]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [13, 25]}, {'screen_name': 'FCAI_fi', 'name': 'FCAI', 'id': 935430166918070277, 'id_str': '935430166918070277', 'indices': [26, 34]}, {'screen_name': 'AaltoUniversity', 'name': 'Aalto University', 'id': 90345811, 'id_str': '90345811', 'indices': [35, 51]}, {'screen_name': 'VTTFinland', 'name': 'VTT', 'id': 66325641, 'id_str': '66325641', 'indices': [52, 63]}, {'screen_name': 'AaltoUniversity', 'name': 'Aalto University', 'id': 90345811, 'id_str': '90345811', 'indices': [153, 169]}]",[],en,recent,775588820175781888,775588820175781888,Teemu Roos,teemu_roos,"Helsinki, Finland",Your friendly neighborhood #AI Professor @helsinkiuni 🌍 Lead Instructor #ElementsofAI 👨‍💻 @UnivHelsinkiCS @FCAI_fi #machinelearning #diversity #tekoäly,https://t.co/ycvYxAMNUg,[],False,4753,1618,65,Tue Sep 13 06:55:59 +0000 2016,23075,,,True,False,4108,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1202472081788567552/BM2_SRLL_normal.jpg,https://pbs.twimg.com/profile_images/1202472081788567552/BM2_SRLL_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/775588820175781888/1575525873,"[{'url': 'https://t.co/ycvYxAMNUg', 'expanded_url': 'https://researchportal.helsinki.fi/en/persons/teemu-roos', 'display_url': 'researchportal.helsinki.fi/en/persons/tee…', 'indices': [0, 23]}]",,,,,,,,,,,,,,
55,Thu Jan 23 04:36:29 +0000 2020,1220203626242756611,1220203626242756611,@TomBohling @Folktinget @helsinkiuni @anna_maja @adleande @liandersson Grattis!,False,"[71, 79]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.2199795374691164e+18,1219979537469116416,8.187258989669908e+17,818725898966990849,TomBohling,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'TomBohling', 'name': 'Tom Böhling', 'id': 818725898966990849, 'id_str': '818725898966990849', 'indices': [0, 11]}, {'screen_name': 'Folktinget', 'name': 'Folktinget', 'id': 2148589453, 'id_str': '2148589453', 'indices': [12, 23]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [24, 36]}, {'screen_name': 'anna_maja', 'name': 'Anna-Maja Henriksson', 'id': 114710545, 'id_str': '114710545', 'indices': [37, 47]}, {'screen_name': 'adleande', 'name': 'Anders Adlercreutz', 'id': 22895229, 'id_str': '22895229', 'indices': [48, 57]}, {'screen_name': 'liandersson', 'name': 'Li Andersson', 'id': 72370342, 'id_str': '72370342', 'indices': [58, 70]}]",[],en,recent,2410042115,2410042115,Tiia Tuomi,tiiatuomi,,CHRO /Henkilöstöjohtaja @helsinkiuni Työniloa tuo #HR #toimintakulttuuri #wearehelsinkiuni Harrastuksena #vapaaehtoistyö @MLL_Uusimaa #MLL #lapsetensin,https://t.co/1VtuvBO4I3,[],False,600,483,12,Fri Mar 14 12:14:04 +0000 2014,3262,,,True,False,450,,False,False,False,BADFCD,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,False,http://pbs.twimg.com/profile_images/444475282758438912/Ml3j9g0t_normal.jpeg,https://pbs.twimg.com/profile_images/444475282758438912/Ml3j9g0t_normal.jpeg,FF00FB,F2E195,FFF7CC,0C3E53,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/2410042115/1401016322,"[{'url': 'https://t.co/1VtuvBO4I3', 'expanded_url': 'https://www.helsinki.fi/en/university/working-at-the-university', 'display_url': 'helsinki.fi/en/university/…', 'indices': [0, 23]}]",,,,,,,,,,,,,,
56,Wed Jan 22 22:01:00 +0000 2020,1220104101171802112,1220104101171802112,"@teemu_roos @helsinkiuni @FCAI_fi @AaltoUniversity @VTTFinland Reliability and coverage, yes. As the article points, travel time is the worst score!!! As a heavy user, I say amen. We’re too bus-depending. And metro area not covered by tube/tram are the most dissatisfied. 😆",False,"[63, 273]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220078042577625e+18,1220078042577625095,7.755888201757819e+17,775588820175781888,teemu_roos,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'teemu_roos', 'name': 'Teemu Roos', 'id': 775588820175781888, 'id_str': '775588820175781888', 'indices': [0, 11]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [12, 24]}, {'screen_name': 'FCAI_fi', 'name': 'FCAI', 'id': 935430166918070277, 'id_str': '935430166918070277', 'indices': [25, 33]}, {'screen_name': 'AaltoUniversity', 'name': 'Aalto University', 'id': 90345811, 'id_str': '90345811', 'indices': [34, 50]}, {'screen_name': 'VTTFinland', 'name': 'VTT', 'id': 66325641, 'id_str': '66325641', 'indices': [51, 62]}]",[],en,recent,3505261576,3505261576,Plinio Casarotto,p_casarotto,"Helsinki, Finland","Pharmacologist, neuroscientist and #preprint enthusiast @helsinkiuni.",,[],False,102,67,0,Mon Aug 31 20:16:39 +0000 2015,363,,,True,False,613,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/638716824281026560/euica9j9_normal.jpg,https://pbs.twimg.com/profile_images/638716824281026560/euica9j9_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/3505261576/1441117160,,,,,,,,,,,,,,,
57,Wed Jan 22 21:01:43 +0000 2020,1220089182766407680,1220089182766407680,@MerjaPolvinen @helsinkiuni It was definitely a fun and satisfying undertaking during the winter break!,False,"[28, 103]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2200714766043914e+18,1220071476604391426,4861369697.0,4861369697,MerjaPolvinen,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'MerjaPolvinen', 'name': 'Merja Polvinen', 'id': 4861369697, 'id_str': '4861369697', 'indices': [0, 14]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [15, 27]}]",[],en,recent,270308431,270308431,Val Nolan,VallescuraRule,The Atlantic Archipelago,"Irishman in Wales, Lecturer in @AberEnglishDept, Clarion '09, scribbler of stories (Interzone, Year's Best Science Fiction, Nature Futures, BFS Horizons).",https://t.co/xT4qETCbE9,[],False,1069,1425,60,Tue Mar 22 11:26:44 +0000 2011,8055,,,False,False,19648,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/970999876694790144/-gclQFRJ_normal.jpg,https://pbs.twimg.com/profile_images/970999876694790144/-gclQFRJ_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/270308431/1441624910,"[{'url': 'https://t.co/xT4qETCbE9', 'expanded_url': 'http://illusorypromise.wordpress.com/', 'display_url': 'illusorypromise.wordpress.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,
60,Wed Jan 22 19:51:22 +0000 2020,1220071476604391426,1220071476604391426,@VallescuraRule @helsinkiuni Really have to get my act together and do that course! If for any other reason than knowing how it's been put together - there has been talk about whether it could be connected to degree work in other subjects...,False,"[29, 241]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220043353141674e+18,1220043353141673984,270308431.0,270308431,VallescuraRule,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'VallescuraRule', 'name': 'Val Nolan', 'id': 270308431, 'id_str': '270308431', 'indices': [0, 15]}, {'screen_name': 'helsinkiuni', 'name': 'University of Helsinki', 'id': 168607383, 'id_str': '168607383', 'indices': [16, 28]}]",[],en,recent,4861369697,4861369697,Merja Polvinen,MerjaPolvinen,"Helsinki, Finland","Literary scholar, lecturer at the University of Helsinki, and Erik Allardt Fellow @SCAS_Uppsala. Work and play on the human mind and the stories it tells.",https://t.co/UcG2YxpOar,[],False,462,454,6,Fri Jan 29 20:00:03 +0000 2016,6472,,,False,False,2513,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/693170654561067008/Sl1VXHeL_normal.jpg,https://pbs.twimg.com/profile_images/693170654561067008/Sl1VXHeL_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/4861369697/1454098470,"[{'url': 'https://t.co/UcG2YxpOar', 'expanded_url': 'https://researchportal.helsinki.fi/en/persons/merja-polvinen', 'display_url': 'researchportal.helsinki.fi/en/persons/mer…', 'indices': [0, 23]}]",,,,,,,,,,,,,,
