,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url
0,Mon Jan 20 09:59:07 +0000 2020,1219197654803968001,1219197654803968001,"@biggiobattista Well, if you have enough bandwidth for that, go for it 😀",False,"[16, 72]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1218969862527246338,1218969862527246338,4827995060,4827995060,biggiobattista,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'biggiobattista', 'name': 'Battista Biggio', 'id': 4827995060, 'id_str': '4827995060', 'indices': [0, 15]}]",[],en,recent,124669129,124669129,Suranga Seneviratne,surangasms01,"Sydney, New South Wales","Researcher in Mobile Security & Privacy. Tweets #Tech, #Chess, #Cricket, #DataScience, Newbie #DeepLearning",https://t.co/VWYFYN2pNO,"[{'url': 'https://t.co/VWYFYN2pNO', 'expanded_url': 'http://www.suranga.me', 'display_url': 'suranga.me', 'indices': [0, 23]}]",[],False,179,1151,30,Sat Mar 20 04:58:21 +0000 2010,3288,,,True,False,5456,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/979884964777836545/SGj-BCDD_normal.jpg,https://pbs.twimg.com/profile_images/979884964777836545/SGj-BCDD_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,
1,Sun Jan 19 19:51:54 +0000 2020,1218984446399012866,1218984446399012866,"@biggiobattista I've seen rants from reviewers about papers on Twitter. I don't think there is a ""deserved"" the way you are thinking about it: treating all papers equally and reviewing them is literally the job.",False,"[16, 211]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1218969862527246338,1218969862527246338,4827995060,4827995060,biggiobattista,,,,,False,0,8,False,False,en,[],[],"[{'screen_name': 'biggiobattista', 'name': 'Battista Biggio', 'id': 4827995060, 'id_str': '4827995060', 'indices': [0, 15]}]",[],en,recent,606105909,606105909,Vijay Chidambaram,vj_chidambaram,"Austin, TX",Assistant Prof at UT Austin CS Dept @UTCompSci. Lead UT Systems and Storage Lab @UTSASLAB. Run @csr_tales blog. Views my own.,https://t.co/UF1g8T0P4Y,"[{'url': 'https://t.co/UF1g8T0P4Y', 'expanded_url': 'http://vijayc.org', 'display_url': 'vijayc.org', 'indices': [0, 23]}]",[],False,4829,848,49,Tue Jun 12 04:53:05 +0000 2012,56964,,,False,False,14762,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1049533152664813568/mFEmT_CE_normal.jpg,https://pbs.twimg.com/profile_images/1049533152664813568/mFEmT_CE_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/606105909/1503441810
