,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place,user.entities.url.urls
1,Thu Jan 23 16:15:27 +0000 2020,1220379525147774976,1220379525147774976,"@UAHuntsville @UAHCareers Wish the law school fair wasn't on the same day, I'll see you folks again in the Fall",False,"[26, 111]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2203756385419182e+18,1220375638541918208,26014305,26014305,UAHuntsville,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UAHuntsville', 'name': 'UAH', 'id': 26014305, 'id_str': '26014305', 'indices': [0, 13]}, {'screen_name': 'UAHCareers', 'name': 'UAHCareerServices', 'id': 112812699, 'id_str': '112812699', 'indices': [14, 25]}]",[],en,recent,1214735406,1214735406,Gabe,Gamecool_10,United States,CS Student at UAH | Class of 2023 | Freelance Web Developer | Your friendly neighborhood albino Hispanic,https://t.co/EapYhmM26b,[],False,73,54,2,Sun Feb 24 07:13:07 +0000 2013,1358,,,False,False,3637,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1137141405762166785/kl4vAIU5_normal.jpg,https://pbs.twimg.com/profile_images/1137141405762166785/kl4vAIU5_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/EapYhmM26b', 'expanded_url': 'https://gabefrances.com/', 'display_url': 'gabefrances.com', 'indices': [0, 23]}]"
