,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place,user.profile_banner_url,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,retweeted_status.user.entities.url.urls
96,Sat Jan 25 02:40:49 +0000 2020,1220899295332831233,1220899295332831233,RT @michelwatchestv: @theeyeopener @RyeSU @RyersonU Most importantly: is this a punishment to the student population due to the misspending…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'michelwatchestv', 'name': 'Michel Ghanem', 'id': 17351455, 'id_str': '17351455', 'indices': [3, 19]}, {'screen_name': 'theeyeopener', 'name': 'The Eyeopener', 'id': 16463984, 'id_str': '16463984', 'indices': [21, 34]}, {'screen_name': 'RyeSU', 'name': 'RSU', 'id': 42090423, 'id_str': '42090423', 'indices': [35, 41]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [42, 51]}]",[],en,recent,1102988979522031616,1102988979522031616,Stephanie McNeil,stephpjmcneil,"Toronto, Ontario","Environment and Urban Sustainability & Sociology at @RyersonU, VP Marketing @RLASonline & @ru_sprout | TML fan 💙, self-care advocate 🛁 & foodie 🧀🍜🍣",https://t.co/CcOQFar8Ld,[],False,57,185,1,Tue Mar 05 17:47:20 +0000 2019,363,,,True,False,143,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1212925875248910337/6KbR6qgK_normal.jpg,https://pbs.twimg.com/profile_images/1212925875248910337/6KbR6qgK_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1102988979522031616/1574274622,Fri Jan 24 21:48:01 +0000 2020,1.2208256102573425e+18,1220825610257342465,@theeyeopener @RyeSU @RyersonU Most importantly: is this a punishment to the student population due to the misspending of a handful of people? Or is there a bigger picture we’re supposed to see.,False,"[31, 194]",[],[],"[{'screen_name': 'theeyeopener', 'name': 'The Eyeopener', 'id': 16463984, 'id_str': '16463984', 'indices': [0, 13]}, {'screen_name': 'RyeSU', 'name': 'RSU', 'id': 42090423, 'id_str': '42090423', 'indices': [14, 20]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [21, 30]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220823730701656e+18,1220823730701656065,16463984.0,16463984,theeyeopener,17351455.0,17351455,Michel Ghanem,michelwatchestv,Toronto/Tkaronto,PhD student (@RyersonU). Researching & working with TV; Mad Studies; Fashion Studies; Cripping Masculinities. He/Him. TV newsletter ⤵️,https://t.co/KgCnnnd25S,[],False,904.0,397.0,26.0,Wed Nov 12 23:13:36 +0000 2008,21710.0,,,True,False,8651.0,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1170728795986432000/BLCa-1GK_normal.jpg,https://pbs.twimg.com/profile_images/1170728795986432000/BLCa-1GK_normal.jpg,https://pbs.twimg.com/profile_banners/17351455/1567959007,407F4A,FFFFFF,F6F6F6,333333,False,True,False,False,False,False,False,none,,,,,False,1.0,5.0,False,False,en,"[{'url': 'https://t.co/CcOQFar8Ld', 'expanded_url': 'http://linkedin.com/in/stephpjmcneil', 'display_url': 'linkedin.com/in/stephpjmcne…', 'indices': [0, 23]}]","[{'url': 'https://t.co/KgCnnnd25S', 'expanded_url': 'http://patreon.com/michel', 'display_url': 'patreon.com/michel', 'indices': [0, 23]}]"
102,Sat Jan 25 02:14:40 +0000 2020,1220892711043072000,1220892711043072000,"@CFSON @RyersonU @RyeSU BREAKING: @RyeSU, defiant, releases statement saying it will ‘continue to operate’, says it is ‘shocked’ at Ryerson University’s decision to cut it off",False,"[24, 175]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2208122481066557e+18,1220812248106655744,1.0518452451665961e+18,1051845245166596101,AvroPostLive,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'CFSON', 'name': 'CFS-Ontario', 'id': 52207561, 'id_str': '52207561', 'indices': [0, 6]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [7, 16]}, {'screen_name': 'RyeSU', 'name': 'RSU', 'id': 42090423, 'id_str': '42090423', 'indices': [17, 23]}, {'screen_name': 'RyeSU', 'name': 'RSU', 'id': 42090423, 'id_str': '42090423', 'indices': [34, 40]}]",[],en,recent,1051845245166596101,1051845245166596101,The Avro Post,AvroPostLive,Reporting from Humber College,Tap Into Your Story — Independent Student Publication,https://t.co/Ol8q3ro0NU,[],False,24,1,1,Mon Oct 15 14:40:23 +0000 2018,0,,,True,False,438,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1178371780014202881/aUGTv0x9_normal.jpg,https://pbs.twimg.com/profile_images/1178371780014202881/aUGTv0x9_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/Ol8q3ro0NU', 'expanded_url': 'http://TheAvroPost.ca', 'display_url': 'TheAvroPost.ca', 'indices': [0, 23]}]",
105,Sat Jan 25 01:07:20 +0000 2020,1220875768995176448,1220875768995176448,@CBasian @RyersonU So awesome Carly!!! Congrats to the entire amazing team!,False,"[19, 75]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207002837786214e+18,1220700283778621441,7.881186822412288e+17,788118682241228800,CBasian,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'CBasian', 'name': 'Carly Basian', 'id': 788118682241228800, 'id_str': '788118682241228800', 'indices': [0, 8]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [9, 18]}]",[],en,recent,308719850,308719850,Jen Gonzales,jengonzales8,"Toronto, ON, Canada","Adventurer, community builder, generator of big ideas & joy! Executive Director Student Affairs @RyersonU, proud @UofGalumni, kind human. #RyersonSA",https://t.co/bCUFCePVB8,[],False,3179,3396,102,Tue May 31 21:54:34 +0000 2011,28994,,,True,False,16710,,False,False,False,000000,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/1091798577452527617/XYAX7J-k_normal.jpg,https://pbs.twimg.com/profile_images/1091798577452527617/XYAX7J-k_normal.jpg,3B94D9,000000,000000,000000,True,True,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/308719850/1549122865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/bCUFCePVB8', 'expanded_url': 'https://ca.linkedin.com/in/jen-gonzales-956ab463', 'display_url': 'ca.linkedin.com/in/jen-gonzale…', 'indices': [0, 23]}]",
109,Sat Jan 25 00:35:49 +0000 2020,1220867838216482816,1220867838216482816,@RyersonU That does not feel like a difficult decision,False,"[10, 54]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2207859065563177e+18,1220785906556317697,18776647.0,18776647,RyersonU,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [0, 9]}]",[],en,recent,2877514836,2877514836,theotherkristian,KViudez,"Oakville, Ontario","Ryerson University: Politics and Governance

I solemnly swear to misuse this education for the forces of evil",,[],False,30,282,0,Sun Oct 26 00:59:34 +0000 2014,278,,,False,False,164,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1188097819279810560/BypsBS6e_normal.jpg,https://pbs.twimg.com/profile_images/1188097819279810560/BypsBS6e_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/2877514836/1543161594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Sat Jan 25 00:05:08 +0000 2020,1220860113247969283,1220860113247969283,i am disgusted by the union busting and anti-democratic behaviour of both @uOttawa and @RyersonU. Disgusted.,False,"[0, 108]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,7,False,False,en,[],[],"[{'screen_name': 'uOttawa', 'name': 'uOttawa', 'id': 352311644, 'id_str': '352311644', 'indices': [74, 82]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [87, 96]}]",[],en,recent,164453894,164453894,linds,lindsay_yates_,"Toronto, Ontario",she/her // ♏️🇻🇨🐾📚☀️ // trent alum // all tweets are my own,,[],False,452,804,0,Thu Jul 08 22:48:14 +0000 2010,11563,,,True,False,11664,,False,False,False,C1A9C9,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,True,http://pbs.twimg.com/profile_images/1114629712729595904/wCHsESDS_normal.jpg,https://pbs.twimg.com/profile_images/1114629712729595904/wCHsESDS_normal.jpg,66316B,FFFFFF,C6B6CC,362720,True,True,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/164453894/1549851500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Fri Jan 24 23:07:50 +0000 2020,1220845694115876864,1220845694115876864,@abzkelly @theeyeopener @RyeSU @RyersonU HAHahaH ouR JOBS😅🥺,False,"[41, 59]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208443573576376e+18,1220844357357637633,4727319153.0,4727319153,abzkelly,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'abzkelly', 'name': 'Abbey', 'id': 4727319153, 'id_str': '4727319153', 'indices': [0, 9]}, {'screen_name': 'theeyeopener', 'name': 'The Eyeopener', 'id': 16463984, 'id_str': '16463984', 'indices': [10, 23]}, {'screen_name': 'RyeSU', 'name': 'RSU', 'id': 42090423, 'id_str': '42090423', 'indices': [24, 30]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [31, 40]}]",[],en,recent,1563418116,1563418116,Shannon-Marie,schaefeer,somewhere doing something,RU Journalism student and proud of it 💙💛,https://t.co/BC2V2Bv7Tp,[],False,211,221,0,Tue Jul 02 15:28:00 +0000 2013,1786,,,False,False,426,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1220180835216908293/eCBcKQs8_normal.jpg,https://pbs.twimg.com/profile_images/1220180835216908293/eCBcKQs8_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1563418116/1569607639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/BC2V2Bv7Tp', 'expanded_url': 'http://shannonmarie-blog.com', 'display_url': 'shannonmarie-blog.com', 'indices': [0, 23]}]",
127,Fri Jan 24 22:48:58 +0000 2020,1220840945756835841,1220840945756835841,@shipwreckflo @RyersonU I hear their journalism program is great.,False,"[24, 65]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220838407439618e+18,1220838407439618048,1.141163465509417e+18,1141163465509416961,shipwreckflo,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'shipwreckflo', 'name': 'Daddy GO', 'id': 1141163465509416961, 'id_str': '1141163465509416961', 'indices': [0, 13]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [14, 23]}]",[],en,recent,57453306,57453306,Martha Darby,marthadarby,"Toronto, Canada","@WesternUMMJC & @JSchool_CU alum
In-house millennial at @TPL_Foundation 👩‍💻",https://t.co/vPOHwqfX0H,[],False,449,622,21,Thu Jul 16 21:33:10 +0000 2009,4160,,,True,False,2059,,False,False,False,000000,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/1187144914846539777/j762yFXT_normal.jpg,https://pbs.twimg.com/profile_images/1187144914846539777/j762yFXT_normal.jpg,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/57453306/1563220447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/vPOHwqfX0H', 'expanded_url': 'http://Instagram.com/marfdarbs', 'display_url': 'Instagram.com/marfdarbs', 'indices': [0, 23]}]",
142,Fri Jan 24 22:21:51 +0000 2020,1220834121963966464,1220834121963966464,"RT @CFSON: Students' unions are autonomous organizations run by and for students. We condemn @RyersonU's attack on student democracy.

Stat…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,10,0,False,False,en,[],[],"[{'screen_name': 'CFSON', 'name': 'CFS-Ontario', 'id': 52207561, 'id_str': '52207561', 'indices': [3, 9]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [93, 102]}]",[],en,recent,789108015190437888,789108015190437888,Ankit Tripathi 🍫,ankitdementor,"Peterborough, Ontario","He/Him | University student. Tennis enthusiast. Love a little bit of both outdoors and indoors. And a lot of other things, but you know them if you know me.",,[],False,112,181,0,Thu Oct 20 14:16:26 +0000 2016,2935,,,False,False,370,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/814502534027087872/oOOLABBb_normal.jpg,https://pbs.twimg.com/profile_images/814502534027087872/oOOLABBb_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/789108015190437888/1570828079,Fri Jan 24 20:52:31 +0000 2020,1.220811639672324e+18,1220811639672324096,"Students' unions are autonomous organizations run by and for students. We condemn @RyersonU's attack on student democracy.

Statement to follow.",False,"[0, 144]",[],[],"[{'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [82, 91]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,52207561.0,52207561,CFS-Ontario,CFSON,Toronto,"The Canadian Federation of Students-Ontario represents over 350,000 college and university students in all regions of the province.",https://t.co/CiAt3WVDZp,[],False,4117.0,955.0,97.0,Mon Jun 29 22:11:26 +0000 2009,1166.0,,,True,False,5726.0,,False,False,False,701818,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/778681353508237313/YlJ8YIln_normal.jpg,https://pbs.twimg.com/profile_images/778681353508237313/YlJ8YIln_normal.jpg,https://pbs.twimg.com/profile_banners/52207561/1527539878,000000,751616,D1D1D1,333333,True,False,False,False,False,False,False,none,,,,,False,10.0,21.0,False,False,en,,"[{'url': 'https://t.co/CiAt3WVDZp', 'expanded_url': 'http://cfsontario.ca/action', 'display_url': 'cfsontario.ca/action', 'indices': [0, 23]}]"
146,Fri Jan 24 22:01:49 +0000 2020,1220829081324937216,1220829081324937216,@theeyeopener @emmarosesandri @RyeSU @RyersonU The @RyersonPlanners @theRPGSA reps sit on our @RPAA_TO - what happens to the funding they receive through @RyeSU and will there be any delay in receiving any funding for the rest of the term?,False,"[47, 239]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220823730701656e+18,1220823730701656065,16463984.0,16463984,theeyeopener,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'theeyeopener', 'name': 'The Eyeopener', 'id': 16463984, 'id_str': '16463984', 'indices': [0, 13]}, {'screen_name': 'emmarosesandri', 'name': 'Emma Rose Sandri', 'id': 958758885145305088, 'id_str': '958758885145305088', 'indices': [14, 29]}, {'screen_name': 'RyeSU', 'name': 'RSU', 'id': 42090423, 'id_str': '42090423', 'indices': [30, 36]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [37, 46]}, {'screen_name': 'RyersonPlanners', 'name': 'RAPS', 'id': 506865732, 'id_str': '506865732', 'indices': [51, 67]}, {'screen_name': 'theRPGSA', 'name': 'RPGSA', 'id': 779748849992790016, 'id_str': '779748849992790016', 'indices': [68, 77]}, {'screen_name': 'RPAA_TO', 'name': 'RU Planning Alumni', 'id': 3196430804, 'id_str': '3196430804', 'indices': [94, 102]}, {'screen_name': 'RyeSU', 'name': 'RSU', 'id': 42090423, 'id_str': '42090423', 'indices': [154, 160]}]",[],en,recent,21832884,21832884,Chris Drew,chrisjamesdrew,,"#Ryerson #urbanplanning grad. Helps: Bleecker/Wellesley Network (https://t.co/7N3RB6M2Ee), @RyersonU Planning Alumni (@RPAA_TO) Loves: #BikeTO #transit #trains #camping",https://t.co/nVAJy0tkLJ,"[{'url': 'https://t.co/7N3RB6M2Ee', 'expanded_url': 'http://bwan.ca', 'display_url': 'bwan.ca', 'indices': [65, 88]}]",False,5968,6568,356,Wed Feb 25 03:41:32 +0000 2009,25538,,,True,False,58392,,False,False,False,6E6720,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1159871389840629766/MlR254l1_normal.jpg,https://pbs.twimg.com/profile_images/1159871389840629766/MlR254l1_normal.jpg,872E2E,CC292C,6DC2BB,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/21832884/1565369526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/nVAJy0tkLJ', 'expanded_url': 'http://www.chrisjamesdrew.ca', 'display_url': 'chrisjamesdrew.ca', 'indices': [0, 23]}]",
148,Fri Jan 24 21:48:01 +0000 2020,1220825610257342465,1220825610257342465,@theeyeopener @RyeSU @RyersonU Most importantly: is this a punishment to the student population due to the misspending of a handful of people? Or is there a bigger picture we’re supposed to see.,False,"[31, 194]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220823730701656e+18,1220823730701656065,16463984.0,16463984,theeyeopener,,,,False,1,5,False,False,en,[],[],"[{'screen_name': 'theeyeopener', 'name': 'The Eyeopener', 'id': 16463984, 'id_str': '16463984', 'indices': [0, 13]}, {'screen_name': 'RyeSU', 'name': 'RSU', 'id': 42090423, 'id_str': '42090423', 'indices': [14, 20]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [21, 30]}]",[],en,recent,17351455,17351455,Michel Ghanem,michelwatchestv,Toronto/Tkaronto,PhD student (@RyersonU). Researching & working with TV; Mad Studies; Fashion Studies; Cripping Masculinities. He/Him. TV newsletter ⤵️,https://t.co/KgCnnnd25S,[],False,904,397,26,Wed Nov 12 23:13:36 +0000 2008,21710,,,True,False,8651,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1170728795986432000/BLCa-1GK_normal.jpg,https://pbs.twimg.com/profile_images/1170728795986432000/BLCa-1GK_normal.jpg,407F4A,FFFFFF,F6F6F6,333333,False,True,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/17351455/1567959007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/KgCnnnd25S', 'expanded_url': 'http://patreon.com/michel', 'display_url': 'patreon.com/michel', 'indices': [0, 23]}]",
149,Fri Jan 24 21:47:17 +0000 2020,1220825423128539137,1220825423128539137,@theeyeopener @RyeSU @RyersonU What happens to student health insurance? What happens to travel funding for conferences? What happens to all the clubs? So many Qs.,False,"[31, 163]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220823730701656e+18,1220823730701656065,16463984.0,16463984,theeyeopener,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'theeyeopener', 'name': 'The Eyeopener', 'id': 16463984, 'id_str': '16463984', 'indices': [0, 13]}, {'screen_name': 'RyeSU', 'name': 'RSU', 'id': 42090423, 'id_str': '42090423', 'indices': [14, 20]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [21, 30]}]",[],en,recent,17351455,17351455,Michel Ghanem,michelwatchestv,Toronto/Tkaronto,PhD student (@RyersonU). Researching & working with TV; Mad Studies; Fashion Studies; Cripping Masculinities. He/Him. TV newsletter ⤵️,https://t.co/KgCnnnd25S,[],False,904,397,26,Wed Nov 12 23:13:36 +0000 2008,21710,,,True,False,8651,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1170728795986432000/BLCa-1GK_normal.jpg,https://pbs.twimg.com/profile_images/1170728795986432000/BLCa-1GK_normal.jpg,407F4A,FFFFFF,F6F6F6,333333,False,True,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/17351455/1567959007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/KgCnnnd25S', 'expanded_url': 'http://patreon.com/michel', 'display_url': 'patreon.com/michel', 'indices': [0, 23]}]",
