,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place,user.profile_banner_url,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,retweeted_status.user.entities.url.urls
158,Fri Jan 24 21:34:25 +0000 2020,1220822186799378438,1220822186799378438,"RT @CFSON: Students' unions are autonomous organizations run by and for students. We condemn @RyersonU's attack on student democracy.

Stat…",False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,10,0,False,False,en,[],[],"[{'screen_name': 'CFSON', 'name': 'CFS-Ontario', 'id': 52207561, 'id_str': '52207561', 'indices': [3, 9]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [93, 102]}]",[],en,recent,50059679,50059679,CFS-FCEE,CFSFCEE,"Ottawa, Ontario","The Canadian Federation of Students/Fédération Canadienne des Étudiantes et Étudiants represents more than 500,000 students across Canada #cdnpse",https://t.co/fGF4yjnkIN,[],False,5530,1224,170,Tue Jun 23 18:38:06 +0000 2009,1419,,,True,False,7119,,False,False,False,131516,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1166799628991377410/jTJHlWSz_normal.png,https://pbs.twimg.com/profile_images/1166799628991377410/jTJHlWSz_normal.png,1849C4,FFFFFF,FFA008,0D0D0D,True,False,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/50059679/1568150291,Fri Jan 24 20:52:31 +0000 2020,1.220811639672324e+18,1220811639672324096,"Students' unions are autonomous organizations run by and for students. We condemn @RyersonU's attack on student democracy.

Statement to follow.",False,"[0, 144]",[],[],"[{'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [82, 91]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,52207561.0,52207561,CFS-Ontario,CFSON,Toronto,"The Canadian Federation of Students-Ontario represents over 350,000 college and university students in all regions of the province.",https://t.co/CiAt3WVDZp,[],False,4117.0,955.0,97.0,Mon Jun 29 22:11:26 +0000 2009,1166.0,,,True,False,5726.0,,False,False,False,701818,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/778681353508237313/YlJ8YIln_normal.jpg,https://pbs.twimg.com/profile_images/778681353508237313/YlJ8YIln_normal.jpg,https://pbs.twimg.com/profile_banners/52207561/1527539878,000000,751616,D1D1D1,333333,True,False,False,False,False,False,False,none,,,,,False,10.0,21.0,False,False,en,"[{'url': 'https://t.co/fGF4yjnkIN', 'expanded_url': 'http://timetobebold.ca', 'display_url': 'timetobebold.ca', 'indices': [0, 23]}]","[{'url': 'https://t.co/CiAt3WVDZp', 'expanded_url': 'http://cfsontario.ca/action', 'display_url': 'cfsontario.ca/action', 'indices': [0, 23]}]"
160,Fri Jan 24 21:32:56 +0000 2020,1220821812235456513,1220821812235456513,"RT @sarahkrichel: @RyersonU @RyeSU @libaanstar1 @theeyeopener From a student group standpoint, there's much to say about the kind of preced…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'sarahkrichel', 'name': 'sarahí krichel', 'id': 232665306, 'id_str': '232665306', 'indices': [3, 16]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [18, 27]}, {'screen_name': 'RyeSU', 'name': 'RSU', 'id': 42090423, 'id_str': '42090423', 'indices': [28, 34]}, {'screen_name': 'libaanstar1', 'name': 'Libaan Osman', 'id': 345601309, 'id_str': '345601309', 'indices': [35, 47]}, {'screen_name': 'theeyeopener', 'name': 'The Eyeopener', 'id': 16463984, 'id_str': '16463984', 'indices': [48, 61]}]",[],en,recent,16463984,16463984,The Eyeopener,theeyeopener,"Toronto, Ontario",Ryerson University's independent student newspaper. Run by @roman_reports @kokopuff16 and @localdollarama. Sign up for our newsletter! https://t.co/HrTi2ELM1A,https://t.co/tRgwN8sQgN,"[{'url': 'https://t.co/HrTi2ELM1A', 'expanded_url': 'http://bit.ly/2qhpAao', 'display_url': 'bit.ly/2qhpAao', 'indices': [135, 158]}]",False,6054,731,263,Fri Sep 26 05:01:18 +0000 2008,2679,,,True,True,29907,,False,False,False,003478,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1173619671393800192/2ieOXVtk_normal.jpg,https://pbs.twimg.com/profile_images/1173619671393800192/2ieOXVtk_normal.jpg,4485DA,FFFFFF,BFE2FD,003478,True,False,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/16463984/1507078976,Fri Jan 24 21:32:00 +0000 2020,1.220821577979306e+18,1220821577979305987,"@RyersonU @RyeSU @libaanstar1 @theeyeopener From a student group standpoint, there's much to say about the kind of precedent this sets for student groups on Rye campus' relationships to the university. @CFSON condemned Rye's move citing student autonomy. 

This is a tangly year for student groups in Ontario/Ryerson.",False,"[44, 317]",[],[],"[{'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [0, 9]}, {'screen_name': 'RyeSU', 'name': 'RSU', 'id': 42090423, 'id_str': '42090423', 'indices': [10, 16]}, {'screen_name': 'libaanstar1', 'name': 'Libaan Osman', 'id': 345601309, 'id_str': '345601309', 'indices': [17, 29]}, {'screen_name': 'theeyeopener', 'name': 'The Eyeopener', 'id': 16463984, 'id_str': '16463984', 'indices': [30, 43]}, {'screen_name': 'CFSON', 'name': 'CFS-Ontario', 'id': 52207561, 'id_str': '52207561', 'indices': [202, 208]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2208196880678666e+18,1220819688067866626,232665306.0,232665306,sarahkrichel,232665306.0,232665306,sarahí krichel,sarahkrichel,a warmer world,"sarahí is a writer, editor and spends her time just finding it funny how.. / editor-in-chief @theeyeopener / operations @CanUniPress / she/her / 🇲🇽🇲🇦",https://t.co/3pbNlYFaNA,[],False,1237.0,972.0,15.0,Fri Dec 31 21:26:49 +0000 2010,27287.0,,,False,False,17190.0,,False,False,False,070808,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1213174571479818242/Q2nR1CKy_normal.jpg,https://pbs.twimg.com/profile_images/1213174571479818242/Q2nR1CKy_normal.jpg,https://pbs.twimg.com/profile_banners/232665306/1575864043,FAB81E,000000,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,1.0,12.0,False,False,en,"[{'url': 'https://t.co/tRgwN8sQgN', 'expanded_url': 'https://theeyeopener.com', 'display_url': 'theeyeopener.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/3pbNlYFaNA', 'expanded_url': 'http://sarahkrichel.wix.com/website', 'display_url': 'sarahkrichel.wix.com/website', 'indices': [0, 23]}]"
166,Fri Jan 24 21:27:19 +0000 2020,1220820400889790470,1220820400889790470,"@CoryBertrim @RyersonU Students can vote candidates in or out at elections (which are supposed to happen soon), call for general assemblies, petition, hold direct action, etc. The members of the students' unions should be the ones to decide what happens, not an outside entity (uni admin).",False,"[23, 289]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2208196637829284e+18,1220819663782928384,1043225820.0,1043225820,CoryBertrim,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'CoryBertrim', 'name': '️', 'id': 1043225820, 'id_str': '1043225820', 'indices': [0, 12]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [13, 22]}]",[],en,recent,971142547,971142547,Brandon Rhéal Amyot,BrandonAmyot,Chippewas Tri-Council Territor,"Community driven student, with a passion for politics, change making, and local issues. Sometimes I write things. Opinions are my own. They/Them.",,[],False,1021,2685,21,Mon Nov 26 01:45:40 +0000 2012,5324,,,True,False,4777,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1219471139774390272/mRwFL0hL_normal.jpg,https://pbs.twimg.com/profile_images/1219471139774390272/mRwFL0hL_normal.jpg,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,123b009a7b58211d,https://api.twitter.com/1.1/geo/id/123b009a7b58211d.json,city,Orillia,"Orillia, Ontario",CA,Canada,[],Polygon,"[[[-79.4757149, 44.451875], [-79.266338, 44.451875], [-79.266338, 44.643853], [-79.4757149, 44.643853]]]",,https://pbs.twimg.com/profile_banners/971142547/1574125832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Fri Jan 24 21:25:00 +0000 2020,1220819815713136640,1220819815713136640,"RT @sarahkrichel: @RyersonU @RyeSU @libaanstar1 @theeyeopener RE: financial audit not given to Rye, the university learned of a report's ex…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'sarahkrichel', 'name': 'sarahí krichel', 'id': 232665306, 'id_str': '232665306', 'indices': [3, 16]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [18, 27]}, {'screen_name': 'RyeSU', 'name': 'RSU', 'id': 42090423, 'id_str': '42090423', 'indices': [28, 34]}, {'screen_name': 'libaanstar1', 'name': 'Libaan Osman', 'id': 345601309, 'id_str': '345601309', 'indices': [35, 47]}, {'screen_name': 'theeyeopener', 'name': 'The Eyeopener', 'id': 16463984, 'id_str': '16463984', 'indices': [48, 61]}]",[],en,recent,16463984,16463984,The Eyeopener,theeyeopener,"Toronto, Ontario",Ryerson University's independent student newspaper. Run by @roman_reports @kokopuff16 and @localdollarama. Sign up for our newsletter! https://t.co/HrTi2ELM1A,https://t.co/tRgwN8sQgN,"[{'url': 'https://t.co/HrTi2ELM1A', 'expanded_url': 'http://bit.ly/2qhpAao', 'display_url': 'bit.ly/2qhpAao', 'indices': [135, 158]}]",False,6054,731,263,Fri Sep 26 05:01:18 +0000 2008,2679,,,True,True,29907,,False,False,False,003478,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1173619671393800192/2ieOXVtk_normal.jpg,https://pbs.twimg.com/profile_images/1173619671393800192/2ieOXVtk_normal.jpg,4485DA,FFFFFF,BFE2FD,003478,True,False,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/16463984/1507078976,Fri Jan 24 21:24:30 +0000 2020,1.2208196880678666e+18,1220819688067866626,"@RyersonU @RyeSU @libaanstar1 @theeyeopener RE: financial audit not given to Rye, the university learned of a report's existence from ""student media,"" says vice-provost

“We've been working to meet the conditions we set...and we still have no contact. We've learned of the existence of a report through student media.”",False,"[44, 318]",[],[],"[{'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [0, 9]}, {'screen_name': 'RyeSU', 'name': 'RSU', 'id': 42090423, 'id_str': '42090423', 'indices': [10, 16]}, {'screen_name': 'libaanstar1', 'name': 'Libaan Osman', 'id': 345601309, 'id_str': '345601309', 'indices': [17, 29]}, {'screen_name': 'theeyeopener', 'name': 'The Eyeopener', 'id': 16463984, 'id_str': '16463984', 'indices': [30, 43]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2208165912161362e+18,1220816591216136193,232665306.0,232665306,sarahkrichel,232665306.0,232665306,sarahí krichel,sarahkrichel,a warmer world,"sarahí is a writer, editor and spends her time just finding it funny how.. / editor-in-chief @theeyeopener / operations @CanUniPress / she/her / 🇲🇽🇲🇦",https://t.co/3pbNlYFaNA,[],False,1237.0,972.0,15.0,Fri Dec 31 21:26:49 +0000 2010,27287.0,,,False,False,17190.0,,False,False,False,070808,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1213174571479818242/Q2nR1CKy_normal.jpg,https://pbs.twimg.com/profile_images/1213174571479818242/Q2nR1CKy_normal.jpg,https://pbs.twimg.com/profile_banners/232665306/1575864043,FAB81E,000000,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,2.0,8.0,False,False,en,"[{'url': 'https://t.co/tRgwN8sQgN', 'expanded_url': 'https://theeyeopener.com', 'display_url': 'theeyeopener.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/3pbNlYFaNA', 'expanded_url': 'http://sarahkrichel.wix.com/website', 'display_url': 'sarahkrichel.wix.com/website', 'indices': [0, 23]}]"
172,Fri Jan 24 21:13:27 +0000 2020,1220816909869948940,1220816909869948940,"RT @CFSON: Students' unions are autonomous organizations run by and for students. We condemn @RyersonU's attack on student democracy.

Stat…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,10,0,False,False,en,[],[],"[{'screen_name': 'CFSON', 'name': 'CFS-Ontario', 'id': 52207561, 'id_str': '52207561', 'indices': [3, 9]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [93, 102]}]",[],en,recent,971142547,971142547,Brandon Rhéal Amyot,BrandonAmyot,Chippewas Tri-Council Territor,"Community driven student, with a passion for politics, change making, and local issues. Sometimes I write things. Opinions are my own. They/Them.",,[],False,1021,2685,21,Mon Nov 26 01:45:40 +0000 2012,5324,,,True,False,4777,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1219471139774390272/mRwFL0hL_normal.jpg,https://pbs.twimg.com/profile_images/1219471139774390272/mRwFL0hL_normal.jpg,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/971142547/1574125832,Fri Jan 24 20:52:31 +0000 2020,1.220811639672324e+18,1220811639672324096,"Students' unions are autonomous organizations run by and for students. We condemn @RyersonU's attack on student democracy.

Statement to follow.",False,"[0, 144]",[],[],"[{'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [82, 91]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,52207561.0,52207561,CFS-Ontario,CFSON,Toronto,"The Canadian Federation of Students-Ontario represents over 350,000 college and university students in all regions of the province.",https://t.co/CiAt3WVDZp,[],False,4117.0,955.0,97.0,Mon Jun 29 22:11:26 +0000 2009,1166.0,,,True,False,5726.0,,False,False,False,701818,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/778681353508237313/YlJ8YIln_normal.jpg,https://pbs.twimg.com/profile_images/778681353508237313/YlJ8YIln_normal.jpg,https://pbs.twimg.com/profile_banners/52207561/1527539878,000000,751616,D1D1D1,333333,True,False,False,False,False,False,False,none,,,,,False,10.0,21.0,False,False,en,,"[{'url': 'https://t.co/CiAt3WVDZp', 'expanded_url': 'http://cfsontario.ca/action', 'display_url': 'cfsontario.ca/action', 'indices': [0, 23]}]"
175,Fri Jan 24 21:05:19 +0000 2020,1220814861346713600,1220814861346713600,"@RyersonU Happy I know well and remain friends the other former RSU executive Ram, who didn't messed up and whose sense ethics, financial responsibility, and integrity was second to none. #Ryerson",False,"[10, 196]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207859065563177e+18,1220785906556317697,18776647.0,18776647,RyersonU,,,,False,0,0,False,False,en,"[{'text': 'Ryerson', 'indices': [188, 196]}]",[],"[{'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [0, 9]}]",[],en,recent,21832884,21832884,Chris Drew,chrisjamesdrew,,"#Ryerson #urbanplanning grad. Helps: Bleecker/Wellesley Network (https://t.co/7N3RB6M2Ee), @RyersonU Planning Alumni (@RPAA_TO) Loves: #BikeTO #transit #trains #camping",https://t.co/nVAJy0tkLJ,"[{'url': 'https://t.co/7N3RB6M2Ee', 'expanded_url': 'http://bwan.ca', 'display_url': 'bwan.ca', 'indices': [65, 88]}]",False,5968,6568,356,Wed Feb 25 03:41:32 +0000 2009,25538,,,True,False,58392,,False,False,False,6E6720,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1159871389840629766/MlR254l1_normal.jpg,https://pbs.twimg.com/profile_images/1159871389840629766/MlR254l1_normal.jpg,872E2E,CC292C,6DC2BB,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/21832884/1565369526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/nVAJy0tkLJ', 'expanded_url': 'http://www.chrisjamesdrew.ca', 'display_url': 'chrisjamesdrew.ca', 'indices': [0, 23]}]",
181,Fri Jan 24 20:54:56 +0000 2020,1220812248106655744,1220812248106655744,BREAKING: @CFSON condemns '@RyersonU's attack on student democracy' after the university cuts ties with @RyeSU,False,"[0, 110]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207976737684111e+18,1220797673768411136,1.0518452451665961e+18,1051845245166596101,AvroPostLive,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'CFSON', 'name': 'CFS-Ontario', 'id': 52207561, 'id_str': '52207561', 'indices': [10, 16]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [27, 36]}, {'screen_name': 'RyeSU', 'name': 'RSU', 'id': 42090423, 'id_str': '42090423', 'indices': [104, 110]}]",[],en,recent,1051845245166596101,1051845245166596101,The Avro Post,AvroPostLive,Reporting from Humber College,Tap Into Your Story — Independent Student Publication,https://t.co/Ol8q3ro0NU,[],False,24,1,1,Mon Oct 15 14:40:23 +0000 2018,0,,,True,False,438,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1178371780014202881/aUGTv0x9_normal.jpg,https://pbs.twimg.com/profile_images/1178371780014202881/aUGTv0x9_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/Ol8q3ro0NU', 'expanded_url': 'http://TheAvroPost.ca', 'display_url': 'TheAvroPost.ca', 'indices': [0, 23]}]",
182,Fri Jan 24 20:52:31 +0000 2020,1220811639672324096,1220811639672324096,"Students' unions are autonomous organizations run by and for students. We condemn @RyersonU's attack on student democracy.

Statement to follow.",False,"[0, 144]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,10,21,False,False,en,[],[],"[{'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [82, 91]}]",[],en,recent,52207561,52207561,CFS-Ontario,CFSON,Toronto,"The Canadian Federation of Students-Ontario represents over 350,000 college and university students in all regions of the province.",https://t.co/CiAt3WVDZp,[],False,4117,955,97,Mon Jun 29 22:11:26 +0000 2009,1166,,,True,False,5726,,False,False,False,701818,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/778681353508237313/YlJ8YIln_normal.jpg,https://pbs.twimg.com/profile_images/778681353508237313/YlJ8YIln_normal.jpg,000000,751616,D1D1D1,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/52207561/1527539878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/CiAt3WVDZp', 'expanded_url': 'http://cfsontario.ca/action', 'display_url': 'cfsontario.ca/action', 'indices': [0, 23]}]",
185,Fri Jan 24 20:30:19 +0000 2020,1220806053648044033,1220806053648044033,"@sbdaman @davidjardine_ @angelamcleanx @RyersonU @theryersonian @theeyeopener This is really helpful, thank you!",False,"[78, 112]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2208051583067546e+18,1220805158306754561,522516587.0,522516587,sbdaman,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'sbdaman', 'name': 'Daman Singh', 'id': 522516587, 'id_str': '522516587', 'indices': [0, 8]}, {'screen_name': 'davidjardine_', 'name': 'David Jardine', 'id': 709858128, 'id_str': '709858128', 'indices': [9, 23]}, {'screen_name': 'angelamcleanx', 'name': 'Angela McLean', 'id': 239131107, 'id_str': '239131107', 'indices': [24, 38]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [39, 48]}, {'screen_name': 'theryersonian', 'name': 'The Ryersonian', 'id': 194172085, 'id_str': '194172085', 'indices': [49, 63]}, {'screen_name': 'theeyeopener', 'name': 'The Eyeopener', 'id': 16463984, 'id_str': '16463984', 'indices': [64, 77]}]",[],en,recent,282320936,282320936,Duaa زهراء,DuaaZahra,,"President @RCDSOnline | Student @RUPerformance | Freelance theatre whiz, politics junkie, and hockey nerd. Incredibly caffeinated | Opinions are my own. She/her",,[],False,375,995,3,Fri Apr 15 00:17:54 +0000 2011,8940,,,False,False,5015,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,http://pbs.twimg.com/profile_images/1216804735912640512/JsnIdaMw_normal.jpg,https://pbs.twimg.com/profile_images/1216804735912640512/JsnIdaMw_normal.jpg,FF0000,65B0DA,7AC3EE,3D1957,True,False,False,False,False,False,False,none,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/282320936/1570496884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Fri Jan 24 20:26:45 +0000 2020,1220805158306754561,1220805158306754561,"@davidjardine_ @DuaaZahra @angelamcleanx @RyersonU @theryersonian @theeyeopener If they take the same path as UO, University will likely run essential services while they solicit applications for a new SU. Students will vote to establish one and it’ll take over those services.",False,"[80, 277]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2208046756388332e+18,1220804675638833152,709858128.0,709858128,davidjardine_,,,,False,0,6,False,False,en,[],[],"[{'screen_name': 'davidjardine_', 'name': 'David Jardine', 'id': 709858128, 'id_str': '709858128', 'indices': [0, 14]}, {'screen_name': 'DuaaZahra', 'name': 'Duaa زهراء', 'id': 282320936, 'id_str': '282320936', 'indices': [15, 25]}, {'screen_name': 'angelamcleanx', 'name': 'Angela McLean', 'id': 239131107, 'id_str': '239131107', 'indices': [26, 40]}, {'screen_name': 'RyersonU', 'name': 'Ryerson University', 'id': 18776647, 'id_str': '18776647', 'indices': [41, 50]}, {'screen_name': 'theryersonian', 'name': 'The Ryersonian', 'id': 194172085, 'id_str': '194172085', 'indices': [51, 65]}, {'screen_name': 'theeyeopener', 'name': 'The Eyeopener', 'id': 16463984, 'id_str': '16463984', 'indices': [66, 79]}]",[],en,recent,522516587,522516587,Daman Singh,sbdaman,"Toronto, Ontario",Pretty boring. Student @UofT.,https://t.co/m12tZACQnM,[],False,336,366,3,Mon Mar 12 19:29:36 +0000 2012,888,,,False,False,16,,False,False,False,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1216951548300931077/dwEbDyeU_normal.jpg,https://pbs.twimg.com/profile_images/1216951548300931077/dwEbDyeU_normal.jpg,ABB8C2,000000,EFEFEF,333333,False,False,False,False,False,False,False,regular,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/522516587/1562200666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/m12tZACQnM', 'expanded_url': 'https://www.instagram.com/damansb/', 'display_url': 'instagram.com/damansb/', 'indices': [0, 23]}]",
