,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.possibly_sensitive
0,Sat Jan 25 12:43:54 +0000 2020,1221051064725712896,1221051064725712896,"@Chescamarina @drillhalllib @CCCUStudents @UniofGreenwich @UniKent Get Library or Student Services to email person, just in case they have not cancelled it yet.",False,"[67, 160]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.221042887569412e+18,1221042887569412097,285644982.0,285644982,Chescamarina,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Chescamarina', 'name': 'Francesca-Marina✨', 'id': 285644982, 'id_str': '285644982', 'indices': [0, 13]}, {'screen_name': 'drillhalllib', 'name': 'Drill Hall Library', 'id': 11748792, 'id_str': '11748792', 'indices': [14, 27]}, {'screen_name': 'CCCUStudents', 'name': 'CCCU Students', 'id': 4898442681, 'id_str': '4898442681', 'indices': [28, 41]}, {'screen_name': 'UniofGreenwich', 'name': 'Uni of Greenwich', 'id': 50126783, 'id_str': '50126783', 'indices': [42, 57]}, {'screen_name': 'UniKent', 'name': 'University of Kent', 'id': 27654368, 'id_str': '27654368', 'indices': [58, 66]}]",[],en,recent,4737478041,4737478041,Steve,StevesASC,"Essex, UK","My life is 'a work in progress':33,INxJ, slowly recovering from #MajorDepression #Psychosis #MDD I tweet #Aspergers #tattoos ; quirky topics; #Health ; own life",https://t.co/QsnrALAoTW,"[{'url': 'https://t.co/QsnrALAoTW', 'expanded_url': 'https://autismworldseyeviewsite.wordpress.com', 'display_url': 'autismworldseyeviewsite.wordpress.com', 'indices': [0, 23]}]",[],False,799,1027,49,Thu Jan 07 19:52:47 +0000 2016,30617,,,False,False,18370,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/953366541206216704/hSm0MZa1_normal.jpg,https://pbs.twimg.com/profile_images/953366541206216704/hSm0MZa1_normal.jpg,https://pbs.twimg.com/profile_banners/4737478041/1454153519,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Fri Jan 24 21:05:23 +0000 2020,1220814878715338752,1220814878715338752,@MicrobioSoc @UniversityLeeds @QUBelfast Any buy in from @UniKent ?,False,"[41, 67]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203618461772677e+18,1220361846177267712,98877698.0,98877698,MicrobioSoc,,,,,False,1,1,False,False,en,[],[],"[{'screen_name': 'MicrobioSoc', 'name': 'Microbiology Society', 'id': 98877698, 'id_str': '98877698', 'indices': [0, 12]}, {'screen_name': 'UniversityLeeds', 'name': 'University of Leeds', 'id': 33697736, 'id_str': '33697736', 'indices': [13, 29]}, {'screen_name': 'QUBelfast', 'name': ""Queen's University Belfast 🎓"", 'id': 36943804, 'id_str': '36943804', 'indices': [30, 40]}, {'screen_name': 'UniKent', 'name': 'University of Kent', 'id': 27654368, 'id_str': '27654368', 'indices': [57, 65]}]",[],en,recent,84293847,84293847,Nigel Temperton FRSB 👨‍🎓🎧🇪🇺,NJTemperton,EU,@UniKent Emerging virus virologist and vinyl/beer geek. European federalist. Labs at https://t.co/x6Ht2Z8sv8 and @ViralPseudotype and @DIOS_vax,https://t.co/GicHOOSyXn,"[{'url': 'https://t.co/GicHOOSyXn', 'expanded_url': 'https://orcid.org/0000-0002-7978-3815', 'display_url': 'orcid.org/0000-0002-7978…', 'indices': [0, 23]}]","[{'url': 'https://t.co/x6Ht2Z8sv8', 'expanded_url': 'https://blogs.kent.ac.uk/mspvpuprepare/', 'display_url': 'blogs.kent.ac.uk/mspvpuprepare/', 'indices': [85, 108]}]",False,1031,4230,9,Thu Oct 22 10:33:32 +0000 2009,1547,,,True,False,11009,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1865223038/image_normal.jpg,https://pbs.twimg.com/profile_images/1865223038/image_normal.jpg,https://pbs.twimg.com/profile_banners/84293847/1579708367,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Fri Jan 24 05:57:57 +0000 2020,1220586517296566272,1220586517296566272,@Medway_Youth @medway_council @UniKent @kent_police @MedwayCSP Great team!!,False,"[63, 75]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2203859366614712e+18,1220385936661471234,2240656644.0,2240656644,Medway_Youth,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Medway_Youth', 'name': 'Medway Youth Service', 'id': 2240656644, 'id_str': '2240656644', 'indices': [0, 13]}, {'screen_name': 'medway_council', 'name': 'Medway Council', 'id': 17973642, 'id_str': '17973642', 'indices': [14, 29]}, {'screen_name': 'UniKent', 'name': 'University of Kent', 'id': 27654368, 'id_str': '27654368', 'indices': [30, 38]}, {'screen_name': 'kent_police', 'name': 'Kent Police (UK)', 'id': 142668282, 'id_str': '142668282', 'indices': [39, 51]}, {'screen_name': 'MedwayCSP', 'name': 'Medway CSP', 'id': 53139723, 'id_str': '53139723', 'indices': [52, 62]}]",[],en,recent,261598699,261598699,George,UKGeorgeP,"London, United Kingdom",Politics Student @UniWestminster with particular interest in #ukpolitics & #auspol 🎓 • School Governor 🏫 • Personal tweets • Contact: https://t.co/tvwYXo68Cb,,,"[{'url': 'https://t.co/tvwYXo68Cb', 'expanded_url': 'http://georgeperfect.com', 'display_url': 'georgeperfect.com', 'indices': [134, 157]}]",False,2944,597,22,Sun Mar 06 08:23:34 +0000 2011,42511,,,True,False,15219,,False,False,False,9266CC,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1163509173956567041/WaX4anYS_normal.jpg,https://pbs.twimg.com/profile_images/1163509173956567041/WaX4anYS_normal.jpg,https://pbs.twimg.com/profile_banners/261598699/1575794682,115DA8,D9B17E,EADEAA,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Thu Jan 23 15:29:23 +0000 2020,1220367934721269760,1220367934721269760,@KMMSmedschool @UniKent @CanterburyCCUni @UniKentSportSci Definitely. Always open to collaborative discussions.,False,"[58, 111]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203037331390915e+18,1220303733139091456,1.11769357705071e+18,1117693577050710016,KMMSmedschool,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'KMMSmedschool', 'name': 'KMMS Medical School', 'id': 1117693577050710016, 'id_str': '1117693577050710016', 'indices': [0, 14]}, {'screen_name': 'UniKent', 'name': 'University of Kent', 'id': 27654368, 'id_str': '27654368', 'indices': [15, 23]}, {'screen_name': 'CanterburyCCUni', 'name': 'Canterbury CC Uni', 'id': 21855014, 'id_str': '21855014', 'indices': [24, 40]}, {'screen_name': 'UniKentSportSci', 'name': 'Kent Sport Sciences', 'id': 313305122, 'id_str': '313305122', 'indices': [41, 57]}]",[],en,recent,20367941,20367941,Karen Hambly,KarenHambly,Tunbridge Wells,Lecturer in Sports Therapy and Rehabilitation at University of Kent and presenting internationally on cartilage repair rehabilitation. All views my own.,https://t.co/A2VwnE4e2i,"[{'url': 'https://t.co/A2VwnE4e2i', 'expanded_url': 'https://www.researchgate.net/profile/Karen_Hambly', 'display_url': 'researchgate.net/profile/Karen_…', 'indices': [0, 23]}]",[],False,492,425,9,Sun Feb 08 14:07:22 +0000 2009,2412,,,True,False,1464,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/995596873393147904/Zof63Izq_normal.jpg,https://pbs.twimg.com/profile_images/995596873393147904/Zof63Izq_normal.jpg,https://pbs.twimg.com/profile_banners/20367941/1497172999,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0188b75e89ed1e0d,https://api.twitter.com/1.1/geo/id/0188b75e89ed1e0d.json,city,Royal Tunbridge Wells,"Royal Tunbridge Wells, England",GB,United Kingdom,[],Polygon,"[[[0.200432, 51.112354], [0.302579, 51.112354], [0.302579, 51.171952], [0.200432, 51.171952]]]",,,
16,Thu Jan 23 11:14:16 +0000 2020,1220303733139091456,1220303733139091456,@KarenHambly @UniKent @CanterburyCCUni @UniKentSportSci Yes we loved meeting some of your colleagues too - let's keep the conversations going!,False,"[56, 142]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2202910241086218e+18,1220291024108621833,20367941.0,20367941,KarenHambly,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'KarenHambly', 'name': 'Karen Hambly', 'id': 20367941, 'id_str': '20367941', 'indices': [0, 12]}, {'screen_name': 'UniKent', 'name': 'University of Kent', 'id': 27654368, 'id_str': '27654368', 'indices': [13, 21]}, {'screen_name': 'CanterburyCCUni', 'name': 'Canterbury CC Uni', 'id': 21855014, 'id_str': '21855014', 'indices': [22, 38]}, {'screen_name': 'UniKentSportSci', 'name': 'Kent Sport Sciences', 'id': 313305122, 'id_str': '313305122', 'indices': [39, 55]}]",[],en,recent,1117693577050710016,1117693577050710016,KMMS Medical School,KMMSmedschool,Canterbury,Kent and Medway Medical School (KMMS) will welcome 100 founding students this September. Become the Doctor you want to be at KMMS.,https://t.co/HgjX9Dr91a,"[{'url': 'https://t.co/HgjX9Dr91a', 'expanded_url': 'http://www.kmms.ac.uk', 'display_url': 'kmms.ac.uk', 'indices': [0, 23]}]",[],False,751,658,2,Mon Apr 15 07:38:09 +0000 2019,590,,,False,False,286,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1117694179650543616/lR0UC6Wd_normal.png,https://pbs.twimg.com/profile_images/1117694179650543616/lR0UC6Wd_normal.png,https://pbs.twimg.com/profile_banners/1117693577050710016/1555315142,FF691F,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Thu Jan 23 10:23:46 +0000 2020,1220291024108621833,1220291024108621833,@KMMSmedschool @UniKent @CanterburyCCUni Sport and Exercise Sciences are keen to be involved as well 👍@UniKentSportSci,False,"[41, 118]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202876921912934e+18,1220287692191293440,1.11769357705071e+18,1117693577050710016,KMMSmedschool,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'KMMSmedschool', 'name': 'KMMS Medical School', 'id': 1117693577050710016, 'id_str': '1117693577050710016', 'indices': [0, 14]}, {'screen_name': 'UniKent', 'name': 'University of Kent', 'id': 27654368, 'id_str': '27654368', 'indices': [15, 23]}, {'screen_name': 'CanterburyCCUni', 'name': 'Canterbury CC Uni', 'id': 21855014, 'id_str': '21855014', 'indices': [24, 40]}, {'screen_name': 'UniKentSportSci', 'name': 'Kent Sport Sciences', 'id': 313305122, 'id_str': '313305122', 'indices': [102, 118]}]",[],en,recent,20367941,20367941,Karen Hambly,KarenHambly,Tunbridge Wells,Lecturer in Sports Therapy and Rehabilitation at University of Kent and presenting internationally on cartilage repair rehabilitation. All views my own.,https://t.co/A2VwnE4e2i,"[{'url': 'https://t.co/A2VwnE4e2i', 'expanded_url': 'https://www.researchgate.net/profile/Karen_Hambly', 'display_url': 'researchgate.net/profile/Karen_…', 'indices': [0, 23]}]",[],False,492,425,9,Sun Feb 08 14:07:22 +0000 2009,2412,,,True,False,1464,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/995596873393147904/Zof63Izq_normal.jpg,https://pbs.twimg.com/profile_images/995596873393147904/Zof63Izq_normal.jpg,https://pbs.twimg.com/profile_banners/20367941/1497172999,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0188b75e89ed1e0d,https://api.twitter.com/1.1/geo/id/0188b75e89ed1e0d.json,city,Royal Tunbridge Wells,"Royal Tunbridge Wells, England",GB,United Kingdom,[],Polygon,"[[[0.200432, 51.112354], [0.302579, 51.112354], [0.302579, 51.171952], [0.200432, 51.171952]]]",,,
30,Wed Jan 22 21:07:03 +0000 2020,1220090520988528642,1220090520988528642,RT @TimHopthrow: @ICE_UniKent @Dominic_Abrams @KentPsychology @UniKent @MarcusUniKent @KentKIE @canterburycc @Kent_cc Thank you! We couldn’…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'TimHopthrow', 'name': 'Tim Hopthrow', 'id': 398596555, 'id_str': '398596555', 'indices': [3, 15]}, {'screen_name': 'ICE_UniKent', 'name': 'Kent Innovation & Enterprise', 'id': 46616958, 'id_str': '46616958', 'indices': [17, 29]}, {'screen_name': 'Dominic_Abrams', 'name': 'Dominic Abrams', 'id': 989543864, 'id_str': '989543864', 'indices': [30, 45]}, {'screen_name': 'KentPsychology', 'name': 'Psychology at Kent', 'id': 140395065, 'id_str': '140395065', 'indices': [46, 61]}, {'screen_name': 'UniKent', 'name': 'University of Kent', 'id': 27654368, 'id_str': '27654368', 'indices': [62, 70]}, {'screen_name': 'MarcusUniKent', 'name': 'Marcus Wright', 'id': 1173628608138633218, 'id_str': '1173628608138633218', 'indices': [71, 85]}, {'screen_name': 'KentKIE', 'name': 'Carole Barron', 'id': 35305049, 'id_str': '35305049', 'indices': [86, 94]}, {'screen_name': 'canterburycc', 'name': 'Canterbury City Council', 'id': 59447755, 'id_str': '59447755', 'indices': [95, 108]}, {'screen_name': 'Kent_cc', 'name': 'Kent County Council', 'id': 26767334, 'id_str': '26767334', 'indices': [109, 117]}]",[],en,recent,46616958,46616958,Kent Innovation & Enterprise,ICE_UniKent,Kent,"Your gateway to the University of Kent's expertise, talent and facilities. Promoting Innovation, Creativity and Enterprise through knowledge exchange",http://t.co/Z2mZnYIrBY,"[{'url': 'http://t.co/Z2mZnYIrBY', 'expanded_url': 'http://www.kent.ac.uk/enterprise', 'display_url': 'kent.ac.uk/enterprise', 'indices': [0, 22]}]",[],False,1823,1839,95,Fri Jun 12 09:18:17 +0000 2009,1807,,,True,False,6023,,False,False,False,C6E2EE,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,True,http://pbs.twimg.com/profile_images/1196743855917404161/zt8XOJED_normal.png,https://pbs.twimg.com/profile_images/1196743855917404161/zt8XOJED_normal.png,https://pbs.twimg.com/profile_banners/46616958/1480429973,1F98C7,C6E2EE,DAECF4,663B12,True,False,False,False,False,False,False,none,Wed Jan 22 19:41:28 +0000 2020,1.220068983212249e+18,1220068983212249088,@ICE_UniKent @Dominic_Abrams @KentPsychology @UniKent @MarcusUniKent @KentKIE @canterburycc @Kent_cc Thank you! We couldn’t have done it without you,False,"[101, 148]",[],[],"[{'screen_name': 'ICE_UniKent', 'name': 'Kent Innovation & Enterprise', 'id': 46616958, 'id_str': '46616958', 'indices': [0, 12]}, {'screen_name': 'Dominic_Abrams', 'name': 'Dominic Abrams', 'id': 989543864, 'id_str': '989543864', 'indices': [13, 28]}, {'screen_name': 'KentPsychology', 'name': 'Psychology at Kent', 'id': 140395065, 'id_str': '140395065', 'indices': [29, 44]}, {'screen_name': 'UniKent', 'name': 'University of Kent', 'id': 27654368, 'id_str': '27654368', 'indices': [45, 53]}, {'screen_name': 'MarcusUniKent', 'name': 'Marcus Wright', 'id': 1173628608138633218, 'id_str': '1173628608138633218', 'indices': [54, 68]}, {'screen_name': 'KentKIE', 'name': 'Carole Barron', 'id': 35305049, 'id_str': '35305049', 'indices': [69, 77]}, {'screen_name': 'canterburycc', 'name': 'Canterbury City Council', 'id': 59447755, 'id_str': '59447755', 'indices': [78, 91]}, {'screen_name': 'Kent_cc', 'name': 'Kent County Council', 'id': 26767334, 'id_str': '26767334', 'indices': [92, 100]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220027628809347e+18,1220027628809347072,46616958.0,46616958,ICE_UniKent,398596555.0,398596555,Tim Hopthrow,TimHopthrow,,"Social psychology academic, Associate Dean Research and Innovation. Interested in small group processes, mental simulation, and mindfulness.",https://t.co/7VC6lMYIxI,"[{'url': 'https://t.co/7VC6lMYIxI', 'expanded_url': 'https://www.kent.ac.uk/psychology/people/hopthrowt/', 'display_url': 'kent.ac.uk/psychology/peo…', 'indices': [0, 23]}]",[],False,1541.0,2216.0,41.0,Wed Oct 26 08:49:15 +0000 2011,364.0,,,False,False,651.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2510525625/8cnlqf6vbcwt37pw2js1_normal.jpeg,https://pbs.twimg.com/profile_images/2510525625/8cnlqf6vbcwt37pw2js1_normal.jpeg,https://pbs.twimg.com/profile_banners/398596555/1469084073,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,2.0,2.0,False,False,en,,,,,,,,,,,,,
31,Wed Jan 22 21:03:33 +0000 2020,1220089641203879939,1220089641203879939,RT @TimHopthrow: @ICE_UniKent @Dominic_Abrams @KentPsychology @UniKent @MarcusUniKent @KentKIE @canterburycc @Kent_cc Thank you! We couldn’…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'TimHopthrow', 'name': 'Tim Hopthrow', 'id': 398596555, 'id_str': '398596555', 'indices': [3, 15]}, {'screen_name': 'ICE_UniKent', 'name': 'Kent Innovation & Enterprise', 'id': 46616958, 'id_str': '46616958', 'indices': [17, 29]}, {'screen_name': 'Dominic_Abrams', 'name': 'Dominic Abrams', 'id': 989543864, 'id_str': '989543864', 'indices': [30, 45]}, {'screen_name': 'KentPsychology', 'name': 'Psychology at Kent', 'id': 140395065, 'id_str': '140395065', 'indices': [46, 61]}, {'screen_name': 'UniKent', 'name': 'University of Kent', 'id': 27654368, 'id_str': '27654368', 'indices': [62, 70]}, {'screen_name': 'MarcusUniKent', 'name': 'Marcus Wright', 'id': 1173628608138633218, 'id_str': '1173628608138633218', 'indices': [71, 85]}, {'screen_name': 'KentKIE', 'name': 'Carole Barron', 'id': 35305049, 'id_str': '35305049', 'indices': [86, 94]}, {'screen_name': 'canterburycc', 'name': 'Canterbury City Council', 'id': 59447755, 'id_str': '59447755', 'indices': [95, 108]}, {'screen_name': 'Kent_cc', 'name': 'Kent County Council', 'id': 26767334, 'id_str': '26767334', 'indices': [109, 117]}]",[],en,recent,1173628608138633218,1173628608138633218,Marcus Wright,MarcusUniKent,"Canterbury, Kent",Innovation Relationship Manager at @unikent #InnovationEnterprise #unikent #KTP #BusinessInnovationGateway #BusCollaboration #KE #TTO #RegionalEng,https://t.co/GrWuFOZACG,"[{'url': 'https://t.co/GrWuFOZACG', 'expanded_url': 'http://www.kent.ac.uk/enterprise', 'display_url': 'kent.ac.uk/enterprise', 'indices': [0, 23]}]",[],False,106,161,2,Mon Sep 16 16:04:10 +0000 2019,566,,,False,False,576,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1177520073851883520/fGZFyzhP_normal.jpg,https://pbs.twimg.com/profile_images/1177520073851883520/fGZFyzhP_normal.jpg,https://pbs.twimg.com/profile_banners/1173628608138633218/1568650882,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,Wed Jan 22 19:41:28 +0000 2020,1.220068983212249e+18,1220068983212249088,@ICE_UniKent @Dominic_Abrams @KentPsychology @UniKent @MarcusUniKent @KentKIE @canterburycc @Kent_cc Thank you! We couldn’t have done it without you,False,"[101, 148]",[],[],"[{'screen_name': 'ICE_UniKent', 'name': 'Kent Innovation & Enterprise', 'id': 46616958, 'id_str': '46616958', 'indices': [0, 12]}, {'screen_name': 'Dominic_Abrams', 'name': 'Dominic Abrams', 'id': 989543864, 'id_str': '989543864', 'indices': [13, 28]}, {'screen_name': 'KentPsychology', 'name': 'Psychology at Kent', 'id': 140395065, 'id_str': '140395065', 'indices': [29, 44]}, {'screen_name': 'UniKent', 'name': 'University of Kent', 'id': 27654368, 'id_str': '27654368', 'indices': [45, 53]}, {'screen_name': 'MarcusUniKent', 'name': 'Marcus Wright', 'id': 1173628608138633218, 'id_str': '1173628608138633218', 'indices': [54, 68]}, {'screen_name': 'KentKIE', 'name': 'Carole Barron', 'id': 35305049, 'id_str': '35305049', 'indices': [69, 77]}, {'screen_name': 'canterburycc', 'name': 'Canterbury City Council', 'id': 59447755, 'id_str': '59447755', 'indices': [78, 91]}, {'screen_name': 'Kent_cc', 'name': 'Kent County Council', 'id': 26767334, 'id_str': '26767334', 'indices': [92, 100]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220027628809347e+18,1220027628809347072,46616958.0,46616958,ICE_UniKent,398596555.0,398596555,Tim Hopthrow,TimHopthrow,,"Social psychology academic, Associate Dean Research and Innovation. Interested in small group processes, mental simulation, and mindfulness.",https://t.co/7VC6lMYIxI,"[{'url': 'https://t.co/7VC6lMYIxI', 'expanded_url': 'https://www.kent.ac.uk/psychology/people/hopthrowt/', 'display_url': 'kent.ac.uk/psychology/peo…', 'indices': [0, 23]}]",[],False,1541.0,2216.0,41.0,Wed Oct 26 08:49:15 +0000 2011,364.0,,,False,False,651.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2510525625/8cnlqf6vbcwt37pw2js1_normal.jpeg,https://pbs.twimg.com/profile_images/2510525625/8cnlqf6vbcwt37pw2js1_normal.jpeg,https://pbs.twimg.com/profile_banners/398596555/1469084073,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,2.0,2.0,False,False,en,,,,,,,,,,,,,
