,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang
3,Thu Jan 23 07:20:01 +0000 2020,1220244781680537600,1220244781680537600,@HongKongPolyU Amazing !,False,"[15, 24]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2202349687705723e+18,1220234968770572288,97343565.0,97343565,HongKongPolyU,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'HongKongPolyU', 'name': 'The Hong Kong Polytechnic University (PolyU)', 'id': 97343565, 'id_str': '97343565', 'indices': [0, 14]}]",[],en,recent,3366513155,3366513155,Frank Mwandi,MwandiFrank,"Dar es Salaam, Tanzania",Computer Science @udsmupdates |Leadership@Cornerstone & @HongKongPolyU  @waveSleek #Softwaredvp #Data science,https://t.co/Hvqklb1KTh,[],False,430,694,1,Wed Jul 08 20:14:30 +0000 2015,4927,,,True,False,1250,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1146016566959644673/X15-0iqv_normal.jpg,https://pbs.twimg.com/profile_images/1146016566959644673/X15-0iqv_normal.jpg,,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/Hvqklb1KTh', 'expanded_url': 'http://avisinnovation.com', 'display_url': 'avisinnovation.com', 'indices': [0, 23]}]",00d9827647c0ff5a,https://api.twitter.com/1.1/geo/id/00d9827647c0ff5a.json,admin,Dar es Salaam,"Dar es Salaam, Tanzania",TZ,Tanzania,[],Polygon,"[[[39.0081106, -7.1906489], [39.5566698, -7.1906489], [39.5566698, -6.5669735], [39.0081106, -6.5669735]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Sun Jan 19 09:01:01 +0000 2020,1218820646257545217,1218820646257545217,@Deniran1 @DrJoeAbah @MomentsWithBren @OgbeniDipo @universityofky @UAIberta @bamaengineering @HongKongPolyU @TundeTASH @folanski @Okpala_IU Congratulations Mr President,False,"[140, 168]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2182652237585367e+18,1218265223758536706,346758145.0,346758145,Deniran1,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Deniran1', 'name': 'Coker Adeniran', 'id': 346758145, 'id_str': '346758145', 'indices': [0, 9]}, {'screen_name': 'DrJoeAbah', 'name': 'Dr. Joe Abah', 'id': 2257546388, 'id_str': '2257546388', 'indices': [10, 20]}, {'screen_name': 'MomentsWithBren', 'name': 'Bren', 'id': 1062073178, 'id_str': '1062073178', 'indices': [21, 37]}, {'screen_name': 'OgbeniDipo', 'name': 'Dr. Dípò Awójídé', 'id': 153529375, 'id_str': '153529375', 'indices': [38, 49]}, {'screen_name': 'universityofky', 'name': 'University of Kentucky', 'id': 34323121, 'id_str': '34323121', 'indices': [50, 65]}, {'screen_name': 'UAIberta', 'name': 'UniversityOfAlberta', 'id': 908948558, 'id_str': '908948558', 'indices': [66, 75]}, {'screen_name': 'bamaengineering', 'name': 'Alabama Engineering', 'id': 492533592, 'id_str': '492533592', 'indices': [76, 92]}, {'screen_name': 'HongKongPolyU', 'name': 'The Hong Kong Polytechnic University (PolyU)', 'id': 97343565, 'id_str': '97343565', 'indices': [93, 107]}, {'screen_name': 'TundeTASH', 'name': '‘Tunde Omotoye 🇳🇬', 'id': 194939760, 'id_str': '194939760', 'indices': [108, 118]}, {'screen_name': 'folanski', 'name': 'Fola Aina', 'id': 94319570, 'id_str': '94319570', 'indices': [119, 128]}, {'screen_name': 'Okpala_IU', 'name': 'Ifeanyi Okpala', 'id': 192132369, 'id_str': '192132369', 'indices': [129, 139]}]",[],en,recent,3817440435,3817440435,Ogunbajo Adeyinka,Ogunbajoyinka,"Lagos, Nigeria","Strategist,
 Techpreneur,
Artificial Intelligence Enthusiast Machine learning Developer, budding  Data scientist",,[],False,65,224,0,Tue Sep 29 19:36:44 +0000 2015,467,,,False,False,224,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1194684861484863490/JA7_nUAr_normal.jpg,https://pbs.twimg.com/profile_images/1194684861484863490/JA7_nUAr_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Sun Jan 19 03:00:11 +0000 2020,1218729841144496134,1218729841144496134,@Deniran1 @DrJoeAbah @MomentsWithBren @OgbeniDipo @universityofky @UAIberta @bamaengineering @HongKongPolyU @TundeTASH @folanski @Okpala_IU Fine guy with a nice CGPA,False,"[140, 165]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2182652237585367e+18,1218265223758536706,346758145.0,346758145,Deniran1,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'Deniran1', 'name': 'Coker Adeniran', 'id': 346758145, 'id_str': '346758145', 'indices': [0, 9]}, {'screen_name': 'DrJoeAbah', 'name': 'Dr. Joe Abah', 'id': 2257546388, 'id_str': '2257546388', 'indices': [10, 20]}, {'screen_name': 'MomentsWithBren', 'name': 'Bren', 'id': 1062073178, 'id_str': '1062073178', 'indices': [21, 37]}, {'screen_name': 'OgbeniDipo', 'name': 'Dr. Dípò Awójídé', 'id': 153529375, 'id_str': '153529375', 'indices': [38, 49]}, {'screen_name': 'universityofky', 'name': 'University of Kentucky', 'id': 34323121, 'id_str': '34323121', 'indices': [50, 65]}, {'screen_name': 'UAIberta', 'name': 'UniversityOfAlberta', 'id': 908948558, 'id_str': '908948558', 'indices': [66, 75]}, {'screen_name': 'bamaengineering', 'name': 'Alabama Engineering', 'id': 492533592, 'id_str': '492533592', 'indices': [76, 92]}, {'screen_name': 'HongKongPolyU', 'name': 'The Hong Kong Polytechnic University (PolyU)', 'id': 97343565, 'id_str': '97343565', 'indices': [93, 107]}, {'screen_name': 'TundeTASH', 'name': '‘Tunde Omotoye 🇳🇬', 'id': 194939760, 'id_str': '194939760', 'indices': [108, 118]}, {'screen_name': 'folanski', 'name': 'Fola Aina', 'id': 94319570, 'id_str': '94319570', 'indices': [119, 128]}, {'screen_name': 'Okpala_IU', 'name': 'Ifeanyi Okpala', 'id': 192132369, 'id_str': '192132369', 'indices': [129, 139]}]",[],en,recent,1011230875,1011230875,Van West,Vandi247,"JOS, NIGERIA","| Writer | 
Political
Evangelist |
Activist | Blogger | Poet | Political Scientist |",https://t.co/lA9o6UisvL,[],False,641,559,7,Fri Dec 14 14:09:37 +0000 2012,227,,,True,False,2236,,False,False,False,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/1070571345531060229/4uDahxMQ_normal.jpg,https://pbs.twimg.com/profile_images/1070571345531060229/4uDahxMQ_normal.jpg,https://pbs.twimg.com/profile_banners/1011230875/1547848976,D02B55,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/lA9o6UisvL', 'expanded_url': 'http://vandi247.blogspot.com', 'display_url': 'vandi247.blogspot.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
