,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang
0,Fri Jan 24 15:23:38 +0000 2020,1220728876281815046,1220728876281815046,"""You can only eliminate the source of the disease if you know what it is.""🔬 @NOVAunl @MunicipioOeiras #ONEIDA",False,"[0, 109]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2207288739707986e+18,1220728873970798593,112492325.0,112492325,itqbunl,,,,,False,0,0,False,False,en,"[{'text': 'ONEIDA', 'indices': [102, 109]}]",[],"[{'screen_name': 'NOVAunl', 'name': 'NOVA', 'id': 467373252, 'id_str': '467373252', 'indices': [76, 84]}, {'screen_name': 'MunicipioOeiras', 'name': 'Município de Oeiras', 'id': 40977821, 'id_str': '40977821', 'indices': [85, 101]}]",[],en,recent,112492325,112492325,ITQB NOVA,itqbunl,Oeiras - Portugal,Instituto de Tecnologia Química e Biológica António Xavier is a scientific research and advanced training institute of Universidade Nova de Lisboa @NovaUnl,https://t.co/t6CE4LEiRO,"[{'url': 'https://t.co/t6CE4LEiRO', 'expanded_url': 'http://www.itqb.unl.pt', 'display_url': 'itqb.unl.pt', 'indices': [0, 23]}]",[],False,2290,1574,46,Mon Feb 08 18:05:25 +0000 2010,4864,,,True,False,3131,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,True,http://pbs.twimg.com/profile_images/1193926199850012673/MqO-CqBf_normal.jpg,https://pbs.twimg.com/profile_images/1193926199850012673/MqO-CqBf_normal.jpg,https://pbs.twimg.com/profile_banners/112492325/1572877301,4A913C,FFFFFF,DDFFCC,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mon Jan 20 18:08:34 +0000 2020,1219320829751762946,1219320829751762946,"RT @mind_booster: Today, #WikiconPortugal starts with a presentation about Scholia &amp; Wikidata, with the great example of what's being done…",False,"[0, 143]","<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",,,,,,,,,,False,4,0,False,False,en,"[{'text': 'WikiconPortugal', 'indices': [25, 41]}]",[],"[{'screen_name': 'mind_booster', 'name': 'Marcos Marado', 'id': 8874622, 'id_str': '8874622', 'indices': [3, 16]}]",[],en,recent,22911650,22911650,Egon Willighⓐgen,egonwillighagen,"Eindhoven, The Netherlands","Studies the chemistry of life. @the_cdk, @wikipathways, @jcheminf, @bigcat_um, @MaastrichtU, Open Science. ORCID:0000-0001-7542-0286 (these tweets are personal)",https://t.co/YNqsWGaa8D,"[{'url': 'https://t.co/YNqsWGaa8D', 'expanded_url': 'http://egonw.github.io/', 'display_url': 'egonw.github.io', 'indices': [0, 23]}]",[],False,4249,1138,455,Thu Mar 05 12:13:25 +0000 2009,13835,,,False,False,92921,,False,False,False,709397,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/668462090655371264/SBzaDNdf_normal.png,https://pbs.twimg.com/profile_images/668462090655371264/SBzaDNdf_normal.png,https://pbs.twimg.com/profile_banners/22911650/1408878966,FF3300,86A4A6,A0C5C7,333333,True,True,False,False,False,False,False,none,Sun Jan 19 10:34:56 +0000 2020,1.2188442840000963e+18,1218844284000096256,"Today, #WikiconPortugal starts with a presentation about Scholia &amp; Wikidata, with the great example of what's being done by @NOVAunl , the data they decided to publish on Wikidata, and how cool can it be visualized on Scholia.",False,"[0, 230]","[{'text': 'WikiconPortugal', 'indices': [7, 23]}]",[],"[{'screen_name': 'NOVAunl', 'name': 'NOVA', 'id': 467373252, 'id_str': '467373252', 'indices': [128, 136]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,8874622.0,8874622,Marcos Marado,mind_booster,"Lisbon, Portugal","Systems Engineer, Musician, Record Label owner, Free Software advocate, Virtual World God.",https://t.co/8sZlyI5Np8,"[{'url': 'https://t.co/8sZlyI5Np8', 'expanded_url': 'https://github.com/marado', 'display_url': 'github.com/marado', 'indices': [0, 23]}]",[],False,1029.0,874.0,70.0,Fri Sep 14 11:30:23 +0000 2007,8558.0,,,True,False,46363.0,,False,False,True,000000,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/2026869165/marado_normal.jpg,https://pbs.twimg.com/profile_images/2026869165/marado_normal.jpg,https://pbs.twimg.com/profile_banners/8874622/1450465815,000000,000000,000000,000000,False,True,False,False,False,False,False,regular,,,,,False,4.0,10.0,False,False,en
2,Mon Jan 20 18:05:21 +0000 2020,1219320020691574786,1219320020691574786,"RT @mind_booster: Today, #WikiconPortugal starts with a presentation about Scholia &amp; Wikidata, with the great example of what's being done…",False,"[0, 143]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,4,0,False,False,en,"[{'text': 'WikiconPortugal', 'indices': [25, 41]}]",[],"[{'screen_name': 'mind_booster', 'name': 'Marcos Marado', 'id': 8874622, 'id_str': '8874622', 'indices': [3, 16]}]",[],en,recent,16130960,16130960,Finn Årup Nielsen,fnielsen,Kongens Lyngby,"Data science, text mining, knowledge graphs, neuroinformatics, machine learning, social web, wiki, collective intelligence.",,,[],False,1148,635,112,Thu Sep 04 16:19:27 +0000 2008,3361,,,False,False,8683,,False,False,False,191100,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,False,http://pbs.twimg.com/profile_images/82241801/FinnTwitter_normal.jpg,https://pbs.twimg.com/profile_images/82241801/FinnTwitter_normal.jpg,,FF0000,F2E195,FFF7CC,0C3E53,True,False,False,False,False,False,False,none,Sun Jan 19 10:34:56 +0000 2020,1.2188442840000963e+18,1218844284000096256,"Today, #WikiconPortugal starts with a presentation about Scholia &amp; Wikidata, with the great example of what's being done by @NOVAunl , the data they decided to publish on Wikidata, and how cool can it be visualized on Scholia.",False,"[0, 230]","[{'text': 'WikiconPortugal', 'indices': [7, 23]}]",[],"[{'screen_name': 'NOVAunl', 'name': 'NOVA', 'id': 467373252, 'id_str': '467373252', 'indices': [128, 136]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,8874622.0,8874622,Marcos Marado,mind_booster,"Lisbon, Portugal","Systems Engineer, Musician, Record Label owner, Free Software advocate, Virtual World God.",https://t.co/8sZlyI5Np8,"[{'url': 'https://t.co/8sZlyI5Np8', 'expanded_url': 'https://github.com/marado', 'display_url': 'github.com/marado', 'indices': [0, 23]}]",[],False,1029.0,874.0,70.0,Fri Sep 14 11:30:23 +0000 2007,8558.0,,,True,False,46363.0,,False,False,True,000000,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/2026869165/marado_normal.jpg,https://pbs.twimg.com/profile_images/2026869165/marado_normal.jpg,https://pbs.twimg.com/profile_banners/8874622/1450465815,000000,000000,000000,000000,False,True,False,False,False,False,False,regular,,,,,False,4.0,10.0,False,False,en
