,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,quoted_status_id,quoted_status_id_str,retweeted_status.quoted_status_id,retweeted_status.quoted_status_id_str,retweeted_status.quoted_status.created_at,retweeted_status.quoted_status.id,retweeted_status.quoted_status.id_str,retweeted_status.quoted_status.full_text,retweeted_status.quoted_status.truncated,retweeted_status.quoted_status.display_text_range,retweeted_status.quoted_status.entities.hashtags,retweeted_status.quoted_status.entities.symbols,retweeted_status.quoted_status.entities.user_mentions,retweeted_status.quoted_status.entities.urls,retweeted_status.quoted_status.entities.media,retweeted_status.quoted_status.extended_entities.media,retweeted_status.quoted_status.metadata.iso_language_code,retweeted_status.quoted_status.metadata.result_type,retweeted_status.quoted_status.source,retweeted_status.quoted_status.in_reply_to_status_id,retweeted_status.quoted_status.in_reply_to_status_id_str,retweeted_status.quoted_status.in_reply_to_user_id,retweeted_status.quoted_status.in_reply_to_user_id_str,retweeted_status.quoted_status.in_reply_to_screen_name,retweeted_status.quoted_status.user.id,retweeted_status.quoted_status.user.id_str,retweeted_status.quoted_status.user.name,retweeted_status.quoted_status.user.screen_name,retweeted_status.quoted_status.user.location,retweeted_status.quoted_status.user.description,retweeted_status.quoted_status.user.url,retweeted_status.quoted_status.user.entities.url.urls,retweeted_status.quoted_status.user.entities.description.urls,retweeted_status.quoted_status.user.protected,retweeted_status.quoted_status.user.followers_count,retweeted_status.quoted_status.user.friends_count,retweeted_status.quoted_status.user.listed_count,retweeted_status.quoted_status.user.created_at,retweeted_status.quoted_status.user.favourites_count,retweeted_status.quoted_status.user.utc_offset,retweeted_status.quoted_status.user.time_zone,retweeted_status.quoted_status.user.geo_enabled,retweeted_status.quoted_status.user.verified,retweeted_status.quoted_status.user.statuses_count,retweeted_status.quoted_status.user.lang,retweeted_status.quoted_status.user.contributors_enabled,retweeted_status.quoted_status.user.is_translator,retweeted_status.quoted_status.user.is_translation_enabled,retweeted_status.quoted_status.user.profile_background_color,retweeted_status.quoted_status.user.profile_background_image_url,retweeted_status.quoted_status.user.profile_background_image_url_https,retweeted_status.quoted_status.user.profile_background_tile,retweeted_status.quoted_status.user.profile_image_url,retweeted_status.quoted_status.user.profile_image_url_https,retweeted_status.quoted_status.user.profile_banner_url,retweeted_status.quoted_status.user.profile_link_color,retweeted_status.quoted_status.user.profile_sidebar_border_color,retweeted_status.quoted_status.user.profile_sidebar_fill_color,retweeted_status.quoted_status.user.profile_text_color,retweeted_status.quoted_status.user.profile_use_background_image,retweeted_status.quoted_status.user.has_extended_profile,retweeted_status.quoted_status.user.default_profile,retweeted_status.quoted_status.user.default_profile_image,retweeted_status.quoted_status.user.following,retweeted_status.quoted_status.user.follow_request_sent,retweeted_status.quoted_status.user.notifications,retweeted_status.quoted_status.user.translator_type,retweeted_status.quoted_status.geo,retweeted_status.quoted_status.coordinates,retweeted_status.quoted_status.place,retweeted_status.quoted_status.contributors,retweeted_status.quoted_status.is_quote_status,retweeted_status.quoted_status.retweet_count,retweeted_status.quoted_status.favorite_count,retweeted_status.quoted_status.favorited,retweeted_status.quoted_status.retweeted,retweeted_status.quoted_status.possibly_sensitive,retweeted_status.quoted_status.lang,retweeted_status.possibly_sensitive
0,Sun Jan 26 04:54:58 +0000 2020,1221295440596893697,1221295440596893697,"@KEBRhoades @_beccaharrison @Cornell Oh man, I wish church made me feel that way!",False,"[37, 81]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2212255536734945e+18,1221225553673494529,53935431.0,53935431,KEBRhoades,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'KEBRhoades', 'name': 'Kathleen Rhoades', 'id': 53935431, 'id_str': '53935431', 'indices': [0, 11]}, {'screen_name': '_beccaharrison', 'name': 'becca harrison', 'id': 478067304, 'id_str': '478067304', 'indices': [12, 27]}, {'screen_name': 'Cornell', 'name': 'Cornell University', 'id': 17369110, 'id_str': '17369110', 'indices': [28, 36]}]",[],en,recent,3241754023,3241754023,jpiaskowski,SeedsAndBreeds,"Idaho, USA","Plant geneticist, data scientist, Ag statistician - interested in nexus of ag and data. She/her",https://t.co/A2gVyvKkwO,"[{'url': 'https://t.co/A2gVyvKkwO', 'expanded_url': 'https://jpiaskowski.github.io/', 'display_url': 'jpiaskowski.github.io', 'indices': [0, 23]}]",[],False,169,315,8,Wed Jun 10 22:01:02 +0000 2015,5744,,,False,False,2260,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1189220346357932032/234z9OFi_normal.jpg,https://pbs.twimg.com/profile_images/1189220346357932032/234z9OFi_normal.jpg,https://pbs.twimg.com/profile_banners/3241754023/1549255255,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sun Jan 26 00:17:15 +0000 2020,1221225553673494529,1221225553673494529,"@_beccaharrison @Cornell Hockey games were like church for me in undergrad. Every week we'd go and stand and sing the specific songs at the specific times, and if it was a good night we'd leave feeling happy and warm and like part of a community",False,"[25, 245]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2212238228729733e+18,1221223822872973317,478067304.0,478067304,_beccaharrison,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': '_beccaharrison', 'name': 'becca harrison', 'id': 478067304, 'id_str': '478067304', 'indices': [0, 15]}, {'screen_name': 'Cornell', 'name': 'Cornell University', 'id': 17369110, 'id_str': '17369110', 'indices': [16, 24]}]",[],en,recent,53935431,53935431,Kathleen Rhoades,KEBRhoades,"Lansing, MI",2nd year PhD student in Plant Breeding at @HorticultureMSU working on tart cherries. 2nd year skater #76 Lansing @DerbyVixens. 6th year #beekeeper. She/her.,,,[],False,721,1495,20,Sun Jul 05 15:47:56 +0000 2009,16590,,,False,False,10161,,False,False,False,3778C7,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1176189123809275904/ipVNvVCv_normal.jpg,https://pbs.twimg.com/profile_images/1176189123809275904/ipVNvVCv_normal.jpg,https://pbs.twimg.com/profile_banners/53935431/1536082538,0084B4,D7E6CF,85D65C,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Sat Jan 25 23:03:49 +0000 2020,1221207072886476801,1221207072886476801,"RT @ubbusinessbcn: Today's #BookPresentation: 'The Era of Chinese #Multinationals: Competing for Global Dominance' 

🎙️ @lourdescasanova (@…",False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,2,0,False,False,en,"[{'text': 'BookPresentation', 'indices': [27, 44]}, {'text': 'Multinationals', 'indices': [66, 81]}]",[],"[{'screen_name': 'ubbusinessbcn', 'name': 'UB Business School', 'id': 2376953311, 'id_str': '2376953311', 'indices': [3, 17]}, {'screen_name': 'lourdescasanova', 'name': 'Lourdes Casanova', 'id': 62366803, 'id_str': '62366803', 'indices': [120, 136]}]",[],en,recent,62366803,62366803,Lourdes Casanova,lourdescasanova,"Ithaca, NY",Senior Lecturer G. and R. Cañizares Director @EMICornell @Cornell @CornellMBA Expert on Emerging Markets Multinationals https://t.co/SzUtYZeMP4 @INSEAD Global Latinas,https://t.co/iKg38jQiAs,"[{'url': 'https://t.co/iKg38jQiAs', 'expanded_url': 'http://www.johnson.cornell.edu/Emerging-Markets-Institute', 'display_url': 'johnson.cornell.edu/Emerging-Marke…', 'indices': [0, 23]}]","[{'url': 'https://t.co/SzUtYZeMP4', 'expanded_url': 'http://bit.ly/eMNCreport', 'display_url': 'bit.ly/eMNCreport', 'indices': [120, 143]}]",False,2056,2189,86,Sun Aug 02 22:30:48 +0000 2009,3160,,,True,False,4732,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/614766504505053185/2tFJsxpP_normal.jpg,https://pbs.twimg.com/profile_images/614766504505053185/2tFJsxpP_normal.jpg,https://pbs.twimg.com/profile_banners/62366803/1574095187,C70039,000000,000000,000000,False,False,False,False,False,False,False,none,Fri Jan 24 08:05:00 +0000 2020,1.220618488261202e+18,1220618488261201922,"Today's #BookPresentation: 'The Era of Chinese #Multinationals: Competing for Global Dominance' 

🎙️ @lourdescasanova (@Cornell)
⏰ 12:00
📍 Sala de Graus, 690 Building
👥 Book presentation",False,"[0, 186]","[{'text': 'BookPresentation', 'indices': [8, 25]}, {'text': 'Multinationals', 'indices': [47, 62]}]",[],"[{'screen_name': 'lourdescasanova', 'name': 'Lourdes Casanova', 'id': 62366803, 'id_str': '62366803', 'indices': [101, 117]}, {'screen_name': 'Cornell', 'name': 'Cornell University', 'id': 17369110, 'id_str': '17369110', 'indices': [119, 127]}]",[],en,recent,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,2376953311.0,2376953311,UB Business School,ubbusinessbcn,"Barcelona
",A leading centre for research and postgraduate and executive education in business at @UniBarcelona. Follow us for the latest news & events @UBFacEcoiEmpres,https://t.co/DN1NveAOn6,"[{'url': 'https://t.co/DN1NveAOn6', 'expanded_url': 'http://www.ub.edu/business-school/', 'display_url': 'ub.edu/business-schoo…', 'indices': [0, 23]}]",[],False,745.0,410.0,29.0,Fri Mar 07 11:01:06 +0000 2014,652.0,,,True,False,1872.0,,False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1013701701969285120/5FIwaJrt_normal.jpg,https://pbs.twimg.com/profile_images/1013701701969285120/5FIwaJrt_normal.jpg,https://pbs.twimg.com/profile_banners/2376953311/1504190173,00693C,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,2.0,4.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sat Jan 25 20:37:10 +0000 2020,1221170167130005504,1221170167130005504,@mertrory @Cornell Thank you!,False,"[19, 29]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2211695517501071e+18,1221169551750107137,151193108.0,151193108,mertrory,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'mertrory', 'name': 'Mert R. Sabuncu', 'id': 151193108, 'id_str': '151193108', 'indices': [0, 9]}, {'screen_name': 'Cornell', 'name': 'Cornell University', 'id': 17369110, 'id_str': '17369110', 'indices': [10, 18]}]",[],en,recent,103288301,103288301,J. Miguel Valverde 🔻,jmlipman,"Kuopio, Suomi",PhD student at UEF. MRI. Segmentation. Deep Learning.,https://t.co/p4VnqkPGn4,"[{'url': 'https://t.co/p4VnqkPGn4', 'expanded_url': 'http://delanover.com', 'display_url': 'delanover.com', 'indices': [0, 23]}]",[],False,404,232,18,Sat Jan 09 14:55:42 +0000 2010,181,,,False,False,743,,False,False,False,215821,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/949857731908812800/qQxUpEMa_normal.jpg,https://pbs.twimg.com/profile_images/949857731908812800/qQxUpEMa_normal.jpg,https://pbs.twimg.com/profile_banners/103288301/1515298623,177D1D,000000,DCF5E2,333333,True,False,False,False,False,False,False,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Sat Jan 25 20:16:54 +0000 2020,1221165065770012683,1221165065770012683,@mertrory @Cornell Looking forward for the next one! Is there a list of the upcoming talks somewhere?,False,"[19, 101]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2211637163576402e+18,1221163716357640192,151193108.0,151193108,mertrory,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'mertrory', 'name': 'Mert R. Sabuncu', 'id': 151193108, 'id_str': '151193108', 'indices': [0, 9]}, {'screen_name': 'Cornell', 'name': 'Cornell University', 'id': 17369110, 'id_str': '17369110', 'indices': [10, 18]}]",[],en,recent,103288301,103288301,J. Miguel Valverde 🔻,jmlipman,"Kuopio, Suomi",PhD student at UEF. MRI. Segmentation. Deep Learning.,https://t.co/p4VnqkPGn4,"[{'url': 'https://t.co/p4VnqkPGn4', 'expanded_url': 'http://delanover.com', 'display_url': 'delanover.com', 'indices': [0, 23]}]",[],False,404,232,18,Sat Jan 09 14:55:42 +0000 2010,181,,,False,False,743,,False,False,False,215821,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/949857731908812800/qQxUpEMa_normal.jpg,https://pbs.twimg.com/profile_images/949857731908812800/qQxUpEMa_normal.jpg,https://pbs.twimg.com/profile_banners/103288301/1515298623,177D1D,000000,DCF5E2,333333,True,False,False,False,False,False,False,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Sat Jan 25 05:40:09 +0000 2020,1220944424701591553,1220944424701591553,@jimbcbs4 Good for them.  However I’m rooting for #1 @Cornell Proud alum and mom #GoBigRed 😁,False,"[10, 92]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2209015306744218e+18,1220901530674421760,286778674.0,286778674,jimbcbs4,,,,,False,0,2,False,False,en,"[{'text': 'GoBigRed', 'indices': [81, 90]}]",[],"[{'screen_name': 'jimbcbs4', 'name': 'Jim Benemann', 'id': 286778674, 'id_str': '286778674', 'indices': [0, 9]}, {'screen_name': 'Cornell', 'name': 'Cornell University', 'id': 17369110, 'id_str': '17369110', 'indices': [53, 61]}]",[],en,recent,77017021,77017021,Elizabeth Suárez,elizabethsuarez,Boricua in Colorado,Negotiation & Leadership Strategist. Empowering professionals to #getmore money and recognition. Bilingüe Tweets 🇵🇷 🇨🇺 #Cornell #Wharton,https://t.co/lLydlrAla8,"[{'url': 'https://t.co/lLydlrAla8', 'expanded_url': 'http://www.negotiationunleashed.com', 'display_url': 'negotiationunleashed.com', 'indices': [0, 23]}]",[],False,1687,887,40,Thu Sep 24 19:08:54 +0000 2009,7077,,,True,False,6295,,False,False,False,4A4647,http://abs.twimg.com/images/themes/theme17/bg.gif,https://abs.twimg.com/images/themes/theme17/bg.gif,False,http://pbs.twimg.com/profile_images/870744564033781760/yx93pWQh_normal.jpg,https://pbs.twimg.com/profile_images/870744564033781760/yx93pWQh_normal.jpg,https://pbs.twimg.com/profile_banners/77017021/1566425982,1B95E0,DBE9ED,E6F6F9,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Sat Jan 25 04:00:59 +0000 2020,1220919468987076608,1220919468987076608,"Rapid fusion pore dilation requires T-SNARE cluster, delayed dilation occurs in the absence of a cluster in chromaffin cells. The conformational change of SNAP-25 precedes fusion. Manfred Lindau @Cornell #ISCCB20",False,"[0, 212]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,3,False,False,en,"[{'text': 'ISCCB20', 'indices': [204, 212]}]",[],"[{'screen_name': 'Cornell', 'name': 'Cornell University', 'id': 17369110, 'id_str': '17369110', 'indices': [195, 203]}]",[],en,recent,963306738391879680,963306738391879680,Sandhya Koushika Lab,WormlockHolmes,"Mumbai, India","Cellular neurobiologists @TIFRScience Mumbai, who love genetics, live imaging and worms. Science is fun, let's go exploring. Many tweets by Sandhya Koushika.",https://t.co/bLd4WsyeSA,"[{'url': 'https://t.co/bLd4WsyeSA', 'expanded_url': 'http://www.tifr.res.in/~dbs/faculty/koushika/index.html', 'display_url': 'tifr.res.in/~dbs/faculty/k…', 'indices': [0, 23]}]",[],False,1748,496,11,Tue Feb 13 06:59:58 +0000 2018,1832,,,False,False,3195,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/963314405084549120/UFlUzLP5_normal.jpg,https://pbs.twimg.com/profile_images/963314405084549120/UFlUzLP5_normal.jpg,https://pbs.twimg.com/profile_banners/963306738391879680/1518507027,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Sat Jan 25 03:16:21 +0000 2020,1220908237651881985,1220908237651881985,@dancernl @CornellSports @Karebearsk8 @Cornell I know it’s just ridiculous. The Cornell Daily Sun isn’t tweeting about it either. Karen deserves all the love right now.,False,"[47, 168]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2209075266418975e+18,1220907526641897473,213124720.0,213124720,dancernl,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'dancernl', 'name': 'Nikki Wells', 'id': 213124720, 'id_str': '213124720', 'indices': [0, 9]}, {'screen_name': 'CornellSports', 'name': 'Cornell Big Red', 'id': 36110352, 'id_str': '36110352', 'indices': [10, 24]}, {'screen_name': 'Karebearsk8', 'name': 'Karen Chen', 'id': 730202015293300736, 'id_str': '730202015293300736', 'indices': [25, 37]}, {'screen_name': 'Cornell', 'name': 'Cornell University', 'id': 17369110, 'id_str': '17369110', 'indices': [38, 46]}]",[],en,recent,24421514,24421514,Heather Abbott,HAbbott4,"NY or 37,000 ft","2x Cornellian, BoD @ACHA_Heart, Also @BeOurGuestDest, Events @NYCAviation. #AVGeek, Gift Cards, #CHD, Yankees, Disney, Sports, Theater, Royals. Frequent Flyer!",https://t.co/M4VRJ5z4St,"[{'url': 'https://t.co/M4VRJ5z4St', 'expanded_url': 'http://www.linkedin.com/in/habbott4', 'display_url': 'linkedin.com/in/habbott4', 'indices': [0, 23]}]",[],False,1074,1036,116,Sat Mar 14 20:08:11 +0000 2009,32174,,,False,False,59613,,False,False,False,000000,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,True,http://pbs.twimg.com/profile_images/1291001965/IMG_2024_2_2_normal.JPG,https://pbs.twimg.com/profile_images/1291001965/IMG_2024_2_2_normal.JPG,https://pbs.twimg.com/profile_banners/24421514/1404867142,5A9400,5A9400,EFECEB,111111,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Sat Jan 25 03:13:32 +0000 2020,1220907526641897473,1220907526641897473,@HAbbott4 @CornellSports @Karebearsk8 @Cornell You know hockey will always get the spotlight regardless. I skipped the Dartmouth game tonight to stay home and watch. So happy for Karen!,False,"[47, 185]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220907206675239e+18,1220907206675238912,24421514.0,24421514,HAbbott4,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'HAbbott4', 'name': 'Heather Abbott', 'id': 24421514, 'id_str': '24421514', 'indices': [0, 9]}, {'screen_name': 'CornellSports', 'name': 'Cornell Big Red', 'id': 36110352, 'id_str': '36110352', 'indices': [10, 24]}, {'screen_name': 'Karebearsk8', 'name': 'Karen Chen', 'id': 730202015293300736, 'id_str': '730202015293300736', 'indices': [25, 37]}, {'screen_name': 'Cornell', 'name': 'Cornell University', 'id': 17369110, 'id_str': '17369110', 'indices': [38, 46]}]",[],en,recent,213124720,213124720,Nikki Wells,dancernl,"Ithaca, NY","CALS Student Services Associate at Cornell University (go Big Red!), group fitness instructor, loves WDW, figure skating, ballet, wine, cats and books.",,,[],False,182,332,16,Mon Nov 08 01:22:02 +0000 2010,2984,,,True,False,3434,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,http://pbs.twimg.com/profile_images/2932533934/2d228e68a08fbc86a47219aa991f2d67_normal.jpeg,https://pbs.twimg.com/profile_images/2932533934/2d228e68a08fbc86a47219aa991f2d67_normal.jpeg,https://pbs.twimg.com/profile_banners/213124720/1477056862,FF0000,65B0DA,7AC4EE,3D1957,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Sat Jan 25 03:12:16 +0000 2020,1220907206675238912,1220907206675238912,Sad that @CornellSports isn’t giving all the love to @Karebearsk8 right now after she just skated lights out on national television #USChamps20 @Cornell,False,"[0, 152]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,2,False,False,en,"[{'text': 'USChamps20', 'indices': [132, 143]}]",[],"[{'screen_name': 'CornellSports', 'name': 'Cornell Big Red', 'id': 36110352, 'id_str': '36110352', 'indices': [9, 23]}, {'screen_name': 'Karebearsk8', 'name': 'Karen Chen', 'id': 730202015293300736, 'id_str': '730202015293300736', 'indices': [53, 65]}, {'screen_name': 'Cornell', 'name': 'Cornell University', 'id': 17369110, 'id_str': '17369110', 'indices': [144, 152]}]",[],en,recent,24421514,24421514,Heather Abbott,HAbbott4,"NY or 37,000 ft","2x Cornellian, BoD @ACHA_Heart, Also @BeOurGuestDest, Events @NYCAviation. #AVGeek, Gift Cards, #CHD, Yankees, Disney, Sports, Theater, Royals. Frequent Flyer!",https://t.co/M4VRJ5z4St,"[{'url': 'https://t.co/M4VRJ5z4St', 'expanded_url': 'http://www.linkedin.com/in/habbott4', 'display_url': 'linkedin.com/in/habbott4', 'indices': [0, 23]}]",[],False,1074,1036,116,Sat Mar 14 20:08:11 +0000 2009,32174,,,False,False,59613,,False,False,False,000000,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,True,http://pbs.twimg.com/profile_images/1291001965/IMG_2024_2_2_normal.JPG,https://pbs.twimg.com/profile_images/1291001965/IMG_2024_2_2_normal.JPG,https://pbs.twimg.com/profile_banners/24421514/1404867142,5A9400,5A9400,EFECEB,111111,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
