,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.place
49,Mon Jan 20 17:37:49 +0000 2020,1219313093043523584,1219313093043523584,@ViralRNA @StGeorgesUni @MedResFdn Given the Global Health title of your new role and that you're back in London hopefully the chances of meeting/catching up will be higher.,False,"[35, 173]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2193099649567212e+18,1219309964956721152,1143319274.0,1143319274,ViralRNA,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ViralRNA', 'name': 'Elisabetta', 'id': 1143319274, 'id_str': '1143319274', 'indices': [0, 9]}, {'screen_name': 'StGeorgesUni', 'name': ""St George's, University of London"", 'id': 160583127, 'id_str': '160583127', 'indices': [10, 23]}, {'screen_name': 'MedResFdn', 'name': 'Medical Research Fdn', 'id': 893473037990932481, 'id_str': '893473037990932481', 'indices': [24, 34]}]",[],en,recent,534818697,534818697,Edward Wright,ewrightlab,Falmer Village,Virologist @SussexLifeSci @SussexUni with roles @ViralPseudotype and @DIOS_vax. Focus on emerging and zoonotic viruses.,https://t.co/XqPgIG4cLx,"[{'url': 'https://t.co/XqPgIG4cLx', 'expanded_url': 'http://www.sussex.ac.uk/profiles/427961', 'display_url': 'sussex.ac.uk/profiles/427961', 'indices': [0, 23]}]",[],False,751,256,24,Fri Mar 23 21:29:31 +0000 2012,954,,,False,False,2923,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1020288149975699456/HhP9WsZs_normal.jpg,https://pbs.twimg.com/profile_images/1020288149975699456/HhP9WsZs_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/534818697/1532186517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Mon Jan 20 17:28:37 +0000 2020,1219310775417942018,1219310775417942018,@AMH13C @MedResFdn @StGeorgesUni that’s the plan! Fierce packing and inventory discipline to hit the ground running! And fingers crossed what’s dry remains dry and what’s frozen stays so!,False,"[33, 187]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2192582722528584e+18,1219258272252858369,8.223552618348831e+17,822355261834883072,AMH13C,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'AMH13C', 'name': 'Angela Hind', 'id': 822355261834883072, 'id_str': '822355261834883072', 'indices': [0, 7]}, {'screen_name': 'MedResFdn', 'name': 'Medical Research Fdn', 'id': 893473037990932481, 'id_str': '893473037990932481', 'indices': [8, 18]}, {'screen_name': 'StGeorgesUni', 'name': ""St George's, University of London"", 'id': 160583127, 'id_str': '160583127', 'indices': [19, 32]}]",[],en,recent,1143319274,1143319274,Elisabetta,ViralRNA,Lab/Office/Run/Couch...London ,Lecturer in Global Health @stGeorgesUni Virologist working on an affordable #Hepatitis A virus vaccine. @MedResFdn Fellow. #globalhealth #waterborneviruses,,,[],False,1258,1140,36,Sat Feb 02 20:14:16 +0000 2013,11952,,,False,False,2194,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1135124627037007873/New2TT1t_normal.jpg,https://pbs.twimg.com/profile_images/1135124627037007873/New2TT1t_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1143319274/1559469896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Mon Jan 20 17:26:42 +0000 2020,1219310296348622848,1219310296348622848,"@hennakhalid @StGeorgesUni @MedResFdn Thank you, Henna. I hope all is well with you ❤️",False,"[38, 86]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2192855961470116e+18,1219285596147011585,68178370.0,68178370,hennakhalid,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'hennakhalid', 'name': 'Henna Khalid', 'id': 68178370, 'id_str': '68178370', 'indices': [0, 12]}, {'screen_name': 'StGeorgesUni', 'name': ""St George's, University of London"", 'id': 160583127, 'id_str': '160583127', 'indices': [13, 26]}, {'screen_name': 'MedResFdn', 'name': 'Medical Research Fdn', 'id': 893473037990932481, 'id_str': '893473037990932481', 'indices': [27, 37]}]",[],en,recent,1143319274,1143319274,Elisabetta,ViralRNA,Lab/Office/Run/Couch...London ,Lecturer in Global Health @stGeorgesUni Virologist working on an affordable #Hepatitis A virus vaccine. @MedResFdn Fellow. #globalhealth #waterborneviruses,,,[],False,1258,1140,36,Sat Feb 02 20:14:16 +0000 2013,11952,,,False,False,2194,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1135124627037007873/New2TT1t_normal.jpg,https://pbs.twimg.com/profile_images/1135124627037007873/New2TT1t_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1143319274/1559469896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Mon Jan 20 17:25:23 +0000 2020,1219309964956721152,1219309964956721152,@ewrightlab @StGeorgesUni @MedResFdn Hi Ed! Thank you! 😊,False,"[37, 56]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2193052365500948e+18,1219305236550094850,534818697.0,534818697,ewrightlab,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ewrightlab', 'name': 'Edward Wright', 'id': 534818697, 'id_str': '534818697', 'indices': [0, 11]}, {'screen_name': 'StGeorgesUni', 'name': ""St George's, University of London"", 'id': 160583127, 'id_str': '160583127', 'indices': [12, 25]}, {'screen_name': 'MedResFdn', 'name': 'Medical Research Fdn', 'id': 893473037990932481, 'id_str': '893473037990932481', 'indices': [26, 36]}]",[],en,recent,1143319274,1143319274,Elisabetta,ViralRNA,Lab/Office/Run/Couch...London ,Lecturer in Global Health @stGeorgesUni Virologist working on an affordable #Hepatitis A virus vaccine. @MedResFdn Fellow. #globalhealth #waterborneviruses,,,[],False,1258,1140,36,Sat Feb 02 20:14:16 +0000 2013,11952,,,False,False,2194,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1135124627037007873/New2TT1t_normal.jpg,https://pbs.twimg.com/profile_images/1135124627037007873/New2TT1t_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1143319274/1559469896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Mon Jan 20 17:24:58 +0000 2020,1219309857771270145,1219309857771270145,@rich_urbanowicz @StGeorgesUni @MedResFdn Thank you! 😊,False,"[42, 54]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219305895227687e+18,1219305895227686912,625564972.0,625564972,rich_urbanowicz,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'rich_urbanowicz', 'name': 'Richard Urbanowicz', 'id': 625564972, 'id_str': '625564972', 'indices': [0, 16]}, {'screen_name': 'StGeorgesUni', 'name': ""St George's, University of London"", 'id': 160583127, 'id_str': '160583127', 'indices': [17, 30]}, {'screen_name': 'MedResFdn', 'name': 'Medical Research Fdn', 'id': 893473037990932481, 'id_str': '893473037990932481', 'indices': [31, 41]}]",[],en,recent,1143319274,1143319274,Elisabetta,ViralRNA,Lab/Office/Run/Couch...London ,Lecturer in Global Health @stGeorgesUni Virologist working on an affordable #Hepatitis A virus vaccine. @MedResFdn Fellow. #globalhealth #waterborneviruses,,,[],False,1258,1140,36,Sat Feb 02 20:14:16 +0000 2013,11952,,,False,False,2194,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1135124627037007873/New2TT1t_normal.jpg,https://pbs.twimg.com/profile_images/1135124627037007873/New2TT1t_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1143319274/1559469896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Mon Jan 20 17:24:25 +0000 2020,1219309720600825856,1219309720600825856,"@StrangVirusLab @StGeorgesUni @MedResFdn See you soon, Blair! Can’t wait to knock on your door next week 😃",False,"[41, 106]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2192933605753938e+18,1219293360575393792,8.989022326362849e+17,898902232636284928,StrangVirusLab,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'StrangVirusLab', 'name': 'Blair Strang', 'id': 898902232636284928, 'id_str': '898902232636284928', 'indices': [0, 15]}, {'screen_name': 'StGeorgesUni', 'name': ""St George's, University of London"", 'id': 160583127, 'id_str': '160583127', 'indices': [16, 29]}, {'screen_name': 'MedResFdn', 'name': 'Medical Research Fdn', 'id': 893473037990932481, 'id_str': '893473037990932481', 'indices': [30, 40]}]",[],en,recent,1143319274,1143319274,Elisabetta,ViralRNA,Lab/Office/Run/Couch...London ,Lecturer in Global Health @stGeorgesUni Virologist working on an affordable #Hepatitis A virus vaccine. @MedResFdn Fellow. #globalhealth #waterborneviruses,,,[],False,1258,1140,36,Sat Feb 02 20:14:16 +0000 2013,11952,,,False,False,2194,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1135124627037007873/New2TT1t_normal.jpg,https://pbs.twimg.com/profile_images/1135124627037007873/New2TT1t_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1143319274/1559469896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Mon Jan 20 17:06:36 +0000 2020,1219305236550094850,1219305236550094850,@ViralRNA @StGeorgesUni @MedResFdn Many congratulations and best of luck @StGeorgesUni,False,"[35, 86]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2192463634284298e+18,1219246363428429824,1143319274.0,1143319274,ViralRNA,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ViralRNA', 'name': 'Elisabetta', 'id': 1143319274, 'id_str': '1143319274', 'indices': [0, 9]}, {'screen_name': 'StGeorgesUni', 'name': ""St George's, University of London"", 'id': 160583127, 'id_str': '160583127', 'indices': [10, 23]}, {'screen_name': 'MedResFdn', 'name': 'Medical Research Fdn', 'id': 893473037990932481, 'id_str': '893473037990932481', 'indices': [24, 34]}, {'screen_name': 'StGeorgesUni', 'name': ""St George's, University of London"", 'id': 160583127, 'id_str': '160583127', 'indices': [73, 86]}]",[],en,recent,534818697,534818697,Edward Wright,ewrightlab,Falmer Village,Virologist @SussexLifeSci @SussexUni with roles @ViralPseudotype and @DIOS_vax. Focus on emerging and zoonotic viruses.,https://t.co/XqPgIG4cLx,"[{'url': 'https://t.co/XqPgIG4cLx', 'expanded_url': 'http://www.sussex.ac.uk/profiles/427961', 'display_url': 'sussex.ac.uk/profiles/427961', 'indices': [0, 23]}]",[],False,751,256,24,Fri Mar 23 21:29:31 +0000 2012,954,,,False,False,2923,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1020288149975699456/HhP9WsZs_normal.jpg,https://pbs.twimg.com/profile_images/1020288149975699456/HhP9WsZs_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/534818697/1532186517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Mon Jan 20 16:19:25 +0000 2020,1219293360575393792,1219293360575393792,@ViralRNA @StGeorgesUni @MedResFdn See you soon!,False,"[35, 48]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2192463634284298e+18,1219246363428429824,1143319274.0,1143319274,ViralRNA,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ViralRNA', 'name': 'Elisabetta', 'id': 1143319274, 'id_str': '1143319274', 'indices': [0, 9]}, {'screen_name': 'StGeorgesUni', 'name': ""St George's, University of London"", 'id': 160583127, 'id_str': '160583127', 'indices': [10, 23]}, {'screen_name': 'MedResFdn', 'name': 'Medical Research Fdn', 'id': 893473037990932481, 'id_str': '893473037990932481', 'indices': [24, 34]}]",[],en,recent,898902232636284928,898902232636284928,Blair Strang,StrangVirusLab,"Tooting, London, UK","Virology at St George's, University of London. Views my own.",https://t.co/FVos2RHX9q,"[{'url': 'https://t.co/FVos2RHX9q', 'expanded_url': 'https://www.sgul.ac.uk/research-profiles-a-z/blair-strang', 'display_url': 'sgul.ac.uk/research-profi…', 'indices': [0, 23]}]",[],False,410,173,4,Sat Aug 19 13:39:27 +0000 2017,1839,,,False,False,3329,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/898912460551450624/ItmvX_3V_normal.jpg,https://pbs.twimg.com/profile_images/898912460551450624/ItmvX_3V_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/898902232636284928/1503151653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Mon Jan 20 13:16:38 +0000 2020,1219247362096410624,1219247362096410624,"@edemmott @StGeorgesUni @MedResFdn Thanks, Ed! I can’t wait to return the honour and check out your new lab in Liverpool!",False,"[35, 121]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2192468531009167e+18,1219246853100916736,402996114.0,402996114,edemmott,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'edemmott', 'name': 'Ed Emmott', 'id': 402996114, 'id_str': '402996114', 'indices': [0, 9]}, {'screen_name': 'StGeorgesUni', 'name': ""St George's, University of London"", 'id': 160583127, 'id_str': '160583127', 'indices': [10, 23]}, {'screen_name': 'MedResFdn', 'name': 'Medical Research Fdn', 'id': 893473037990932481, 'id_str': '893473037990932481', 'indices': [24, 34]}]",[],en,recent,1143319274,1143319274,Elisabetta,ViralRNA,Lab/Office/Run/Couch...London ,Lecturer in Global Health @stGeorgesUni Virologist working on an affordable #Hepatitis A virus vaccine. @MedResFdn Fellow. #globalhealth #waterborneviruses,,,[],False,1258,1140,36,Sat Feb 02 20:14:16 +0000 2013,11952,,,False,False,2194,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1135124627037007873/New2TT1t_normal.jpg,https://pbs.twimg.com/profile_images/1135124627037007873/New2TT1t_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1143319274/1559469896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Mon Jan 20 09:36:59 +0000 2020,1219192086601355266,1219192086601355266,"@Michael_JDean @Julie_radschool @SGULRadiography @StGeorgesUni Thanks! And not forgetting your third year, lovely Jeel 😊",False,"[63, 120]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.218894337393746e+18,1218894337393745920,369123641.0,369123641,Michael_JDean,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Michael_JDean', 'name': 'Michael Dean', 'id': 369123641, 'id_str': '369123641', 'indices': [0, 14]}, {'screen_name': 'Julie_radschool', 'name': 'Julie Hendry', 'id': 1270145996, 'id_str': '1270145996', 'indices': [15, 31]}, {'screen_name': 'SGULRadiography', 'name': ""St. George's, UoL Radiography"", 'id': 831512346820493312, 'id_str': '831512346820493312', 'indices': [32, 48]}, {'screen_name': 'StGeorgesUni', 'name': ""St George's, University of London"", 'id': 160583127, 'id_str': '160583127', 'indices': [49, 62]}]",[],en,recent,1090536193702486018,1090536193702486018,Hannah Andrews,Andrews_Hannah1,"London, England","Mum of 👭, Therapeutic Radiography student.. busy with life’s juggling act! *All views are my own.*",,,[],False,23,128,0,Wed Jan 30 09:04:24 +0000 2019,220,,,True,False,188,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1217897248509628421/qUoVtCAK_normal.jpg,https://pbs.twimg.com/profile_images/1217897248509628421/qUoVtCAK_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,4393349f368f67a1,https://api.twitter.com/1.1/geo/id/4393349f368f67a1.json,city,Lambeth,"Lambeth, London",GB,United Kingdom,[],Polygon,"[[[-0.15191, 51.410792], [-0.078902, 51.410792], [-0.078902, 51.509887], [-0.15191, 51.509887]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Mon Jan 20 07:48:42 +0000 2020,1219164837110075392,1219164837110075392,@_TimMarston @MattJones_Globe @jaydav20 @Strickomaster @educurious2015 @TheCooperSchool @TheParkerEACT @lodgeparkacad @NIA_Northampton @TheElephantGrou Sounds great! Looking forward to hearing more! At @StGeorgesUni we are delighted to be a partner in @TheElephantGrou in Yorkshire so keen to find out about new areas too!,False,"[152, 322]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2187941849765847e+18,1218794184976584705,8.229179217186324e+17,822917921718632450,_TimMarston,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': '_TimMarston', 'name': 'Tim Marston', 'id': 822917921718632450, 'id_str': '822917921718632450', 'indices': [0, 12]}, {'screen_name': 'MattJones_Globe', 'name': 'Matt Jones', 'id': 1534410348, 'id_str': '1534410348', 'indices': [13, 29]}, {'screen_name': 'jaydav20', 'name': 'Jay Davenport 🙋\u200d♂️', 'id': 147695624, 'id_str': '147695624', 'indices': [30, 39]}, {'screen_name': 'Strickomaster', 'name': 'Sam Strickland', 'id': 948683366269890560, 'id_str': '948683366269890560', 'indices': [40, 54]}, {'screen_name': 'educurious2015', 'name': 'Helena Brothwell', 'id': 3608709497, 'id_str': '3608709497', 'indices': [55, 70]}, {'screen_name': 'TheCooperSchool', 'name': 'Mr Baxter', 'id': 297900482, 'id_str': '297900482', 'indices': [71, 87]}, {'screen_name': 'TheParkerEACT', 'name': 'The Parker Academy', 'id': 2284878260, 'id_str': '2284878260', 'indices': [88, 102]}, {'screen_name': 'lodgeparkacad', 'name': 'Lodge Park Academy', 'id': 141878596, 'id_str': '141878596', 'indices': [103, 117]}, {'screen_name': 'NIA_Northampton', 'name': 'Northampton International Academy', 'id': 4513765773, 'id_str': '4513765773', 'indices': [118, 134]}, {'screen_name': 'TheElephantGrou', 'name': 'The Elephant Group', 'id': 1049675980711882754, 'id_str': '1049675980711882754', 'indices': [135, 151]}, {'screen_name': 'StGeorgesUni', 'name': ""St George's, University of London"", 'id': 160583127, 'id_str': '160583127', 'indices': [202, 215]}, {'screen_name': 'TheElephantGrou', 'name': 'The Elephant Group', 'id': 1049675980711882754, 'id_str': '1049675980711882754', 'indices': [252, 268]}]",[],en,recent,610830096,610830096,Jess Bond,JessBond247,"Cambridge, UK","Head of WP&Student Recruitment @StGeorgesUni. Like gin, pub quizzes & Parkrun. @haberdashersco Liveryman, @girlguiding volunteer, school governor. #CymruAmByth",,,[],False,2201,3723,43,Sun Jun 17 12:00:20 +0000 2012,24392,,,True,False,15657,,False,False,False,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/1137887136257052673/M7Zi-r_f_normal.jpg,https://pbs.twimg.com/profile_images/1137887136257052673/M7Zi-r_f_normal.jpg,2A7AA6,EEEEEE,FFFFFF,333333,True,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/610830096/1577728897,5d8158aac6d0a0f6,https://api.twitter.com/1.1/geo/id/5d8158aac6d0a0f6.json,city,Hatfield,"Hatfield, East",GB,United Kingdom,[],Polygon,"[[[-0.25981, 51.728695], [-0.2016673, 51.728695], [-0.2016673, 51.7794228], [-0.25981, 51.7794228]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Sun Jan 19 21:43:53 +0000 2020,1219012628368044033,1219012628368044033,Hey @KingsCollegeLon @imperialcollege @QMULBartsTheLon @IOE_London several senior &amp; student @StGeorgesUni colleagues I are looking to expand a simple #meded study across LDN medical schools. Who do I contact to source medical students interested in collaborating?,False,"[0, 267]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,"[{'text': 'meded', 'indices': [154, 160]}]",[],"[{'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [4, 20]}, {'screen_name': 'imperialcollege', 'name': 'Imperial College', 'id': 15353955, 'id_str': '15353955', 'indices': [21, 37]}, {'screen_name': 'QMULBartsTheLon', 'name': 'Barts and The London, Queen Mary', 'id': 27204101, 'id_str': '27204101', 'indices': [38, 54]}, {'screen_name': 'IOE_London', 'name': 'UCL Institute of Education (IOE)', 'id': 106730860, 'id_str': '106730860', 'indices': [55, 66]}, {'screen_name': 'StGeorgesUni', 'name': ""St George's, University of London"", 'id': 160583127, 'id_str': '160583127', 'indices': [96, 109]}]",[],en,recent,1075079611023847425,1075079611023847425,Jack Barton,JackBarton07,"London, England","Med student, failed-footballer, wannabe researcher. Not a professional Twitter. Tweets/RTs don't reflect the views of my non-existent employer, or my own really",,,[],False,75,345,0,Tue Dec 18 17:25:28 +0000 2018,890,,,False,False,341,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1075080226219134982/joYTn7vl_normal.jpg,https://pbs.twimg.com/profile_images/1075080226219134982/joYTn7vl_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1075079611023847425/1545154137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
