,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place,possibly_sensitive
15,Tue Jan 21 22:09:05 +0000 2020,1219743745953812480,1219743745953812480,@ucmerced thanks to @Laurenbutlr for the nifty hashtag,False,"[10, 54]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.21974363690607e+18,1219743636906070016,9202502.0,9202502,kylehamilton,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ucmerced', 'name': 'UC Merced', 'id': 14858160, 'id_str': '14858160', 'indices': [0, 9]}, {'screen_name': 'Laurenbutlr', 'name': 'Lauren Butler', 'id': 1132523200485531648, 'id_str': '1132523200485531648', 'indices': [20, 32]}]",[],en,recent,9202502,9202502,W. Kyle Hamilton,kylehamilton,"Merced, California, USA","Health Psychology Ph.D. Student @ucmerced | #rstats developer | BITSS Catalyst | meta-analysis | part of the metaverse project | he/him, they/them",https://t.co/Ehpdj6KYMw,[],False,1108,1047,91,Tue Oct 02 05:48:36 +0000 2007,12232,,,True,False,17443,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1215357352871751680/pb5AFw8T_normal.jpg,https://pbs.twimg.com/profile_images/1215357352871751680/pb5AFw8T_normal.jpg,https://pbs.twimg.com/profile_banners/9202502/1578598748,1B95E0,87BC44,E0FF92,000000,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/Ehpdj6KYMw', 'expanded_url': 'http://www.kylehamilton.com', 'display_url': 'kylehamilton.com', 'indices': [0, 23]}]",,,,,,,,,,,,
17,Tue Jan 21 18:57:54 +0000 2020,1219695633918902272,1219695633918902272,@erinwinick @ucmerced *available to UC Merced undergrads only,False,"[22, 61]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.1961829353151406e+18,1196182935315140609,3074175954.0,3074175954,erinwinick,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'erinwinick', 'name': 'Erin Winick', 'id': 3074175954, 'id_str': '3074175954', 'indices': [0, 11]}, {'screen_name': 'ucmerced', 'name': 'UC Merced', 'id': 14858160, 'id_str': '14858160', 'indices': [12, 21]}]",[],en,recent,879131919060881408,879131919060881408,Niba,NibaNirmal,USA,"Creating words, pics, vids about plants+skincare #scicomm
Plant Genetics PhD
Artsy pics: https://t.co/Ant3Azmudl
Aesthetic vids: https://t.co/ZNGFEztR8A",https://t.co/yAkdIUQ1bt,"[{'url': 'https://t.co/Ant3Azmudl', 'expanded_url': 'http://instagram.com/notesbyniba', 'display_url': 'instagram.com/notesbyniba', 'indices': [89, 112]}, {'url': 'https://t.co/ZNGFEztR8A', 'expanded_url': 'http://y2u.be/bOGXSHGf0aQ', 'display_url': 'y2u.be/bOGXSHGf0aQ', 'indices': [129, 152]}]",False,237,131,1,Mon Jun 26 00:19:17 +0000 2017,1250,,,True,False,32,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1210330800887087109/-ZWPg5-S_normal.jpg,https://pbs.twimg.com/profile_images/1210330800887087109/-ZWPg5-S_normal.jpg,https://pbs.twimg.com/profile_banners/879131919060881408/1576812968,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/yAkdIUQ1bt', 'expanded_url': 'http://www.instagram.com/NotesByNiba', 'display_url': 'instagram.com/NotesByNiba', 'indices': [0, 23]}]",,,,,,,,,,,,
18,Tue Jan 21 13:40:41 +0000 2020,1219615804368531456,1219615804368531456,"@ucmerced @HydUniv @FulbrightPrgrm No issue with this lady, but her dad is the biggest culprit to suppress and deprive of education of so many kids in India. He is terror apologist",False,"[35, 180]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1356224695728005e+18,1135622469572800512,14858160.0,14858160,ucmerced,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ucmerced', 'name': 'UC Merced', 'id': 14858160, 'id_str': '14858160', 'indices': [0, 9]}, {'screen_name': 'HydUniv', 'name': 'Univ of Hyderabad', 'id': 339159200, 'id_str': '339159200', 'indices': [10, 18]}, {'screen_name': 'FulbrightPrgrm', 'name': 'The Fulbright Program', 'id': 48788647, 'id_str': '48788647', 'indices': [19, 34]}]",[],en,recent,14858742,14858742,Runtastic 🇮🇳,runsrirun,"Hyderabad, India","Techie during the day & runner in the evening. Nationalist, Anti Anti Bharat parasites. Anti Tukde Tukde gang. Anti Naxals. Anti Leftists. Vedam Student.",,[],False,167,483,5,Wed May 21 16:56:18 +0000 2008,23753,,,True,False,6144,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/623839699115716608/CIsWkJNd_normal.jpg,https://pbs.twimg.com/profile_images/623839699115716608/CIsWkJNd_normal.jpg,,0099B9,5ED4DC,95E8EC,3C3940,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Sun Jan 19 22:53:44 +0000 2020,1219030206511370241,1219030206511370241,@smbaxtersd @calstate @UCLA @UCBerkeley @SDSU @ucmerced @UCSF @Stanford Thanks for sharing! #csuperb,False,"[72, 100]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.218675398369665e+18,1218675398369665025,318452552.0,318452552,smbaxtersd,,,,,False,0,1,False,False,en,"[{'text': 'csuperb', 'indices': [92, 100]}]",[],"[{'screen_name': 'smbaxtersd', 'name': 'Susan M. Baxter', 'id': 318452552, 'id_str': '318452552', 'indices': [0, 11]}, {'screen_name': 'calstate', 'name': 'The CSU', 'id': 15967775, 'id_str': '15967775', 'indices': [12, 21]}, {'screen_name': 'UCLA', 'name': 'UCLA', 'id': 18918483, 'id_str': '18918483', 'indices': [22, 27]}, {'screen_name': 'UCBerkeley', 'name': 'UC Berkeley', 'id': 176932593, 'id_str': '176932593', 'indices': [28, 39]}, {'screen_name': 'SDSU', 'name': 'San Diego State University', 'id': 16739786, 'id_str': '16739786', 'indices': [40, 45]}, {'screen_name': 'ucmerced', 'name': 'UC Merced', 'id': 14858160, 'id_str': '14858160', 'indices': [46, 55]}, {'screen_name': 'UCSF', 'name': 'UC San Francisco', 'id': 15458277, 'id_str': '15458277', 'indices': [56, 61]}, {'screen_name': 'Stanford', 'name': 'Stanford University', 'id': 18036441, 'id_str': '18036441', 'indices': [62, 71]}]",[],en,recent,20689474,20689474,Keck Graduate Inst,KeckGrad,"535 Watson Dr, Claremont, CA","With an entrepreneurial approach and industry connections, KGI provides pathways for students to become leaders within healthcare and the applied life sciences.",https://t.co/Pj9GuCEPMu,[],False,3123,1795,78,Thu Feb 12 16:18:10 +0000 2009,2571,,,True,False,3577,,False,False,False,F0B323,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1032477488184614912/-5RRni7r_normal.jpg,https://pbs.twimg.com/profile_images/1032477488184614912/-5RRni7r_normal.jpg,https://pbs.twimg.com/profile_banners/20689474/1534996800,00677F,BDDCAD,DDFFCC,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/Pj9GuCEPMu', 'expanded_url': 'http://www.kgi.edu', 'display_url': 'kgi.edu', 'indices': [0, 23]}]",,,,,,,,,,,,
28,Sat Jan 18 18:50:57 +0000 2020,1218606720982880256,1218606720982880256,@corilucero @AdamGrayCA @ucmerced @UCSFFresno Great news for the Central Valley.,False,"[46, 80]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2185661433103483e+18,1218566143310348288,279379295.0,279379295,corilucero,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'corilucero', 'name': 'Cori Lucero', 'id': 279379295, 'id_str': '279379295', 'indices': [0, 11]}, {'screen_name': 'AdamGrayCA', 'name': 'Assemblymember Gray', 'id': 2426056399, 'id_str': '2426056399', 'indices': [12, 23]}, {'screen_name': 'ucmerced', 'name': 'UC Merced', 'id': 14858160, 'id_str': '14858160', 'indices': [24, 33]}, {'screen_name': 'UCSFFresno', 'name': 'UCSF Fresno', 'id': 707365381719986177, 'id_str': '707365381719986177', 'indices': [34, 45]}]",[],en,recent,2333795509,2333795509,Blake Zante,BlakeZante,"Fresno, CA",Comms Director @SenatorBorgeas | Fresno Proud | @fresnostatealum | Views are my own,,[],False,1585,1687,6,Sat Feb 08 17:11:56 +0000 2014,17537,,,True,False,5824,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1068251839810830336/ES3wyiVc_normal.jpg,https://pbs.twimg.com/profile_images/1068251839810830336/ES3wyiVc_normal.jpg,https://pbs.twimg.com/profile_banners/2333795509/1537371359,E81C4F,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Sat Jan 18 15:12:20 +0000 2020,1218551705467408384,1218551705467408384,@KathrynVSantos @ucmerced @Katiesteelebro Your presentation was wonderful--thank you!,False,"[42, 85]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2185496902093947e+18,1218549690209394689,309457275.0,309457275,KathrynVSantos,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'KathrynVSantos', 'name': 'Dr. Kathryn Vomero Santos', 'id': 309457275, 'id_str': '309457275', 'indices': [0, 15]}, {'screen_name': 'ucmerced', 'name': 'UC Merced', 'id': 14858160, 'id_str': '14858160', 'indices': [16, 25]}, {'screen_name': 'Katiesteelebro', 'name': 'Dr. Katherine Brokaw', 'id': 972546591369424897, 'id_str': '972546591369424897', 'indices': [26, 41]}]",[],en,recent,1004162798107033600,1004162798107033600,Natalie,ThatMedievalist,"California, USA",Plays connect the dots • English PhD student • social work • medieval literature • intersectional feminism • critical race theory • the world outside • she/her,,[],False,162,359,1,Wed Jun 06 00:47:22 +0000 2018,5989,,,False,False,1295,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1135603347765940224/-GX1HnMP_normal.jpg,https://pbs.twimg.com/profile_images/1135603347765940224/-GX1HnMP_normal.jpg,https://pbs.twimg.com/profile_banners/1004162798107033600/1559584150,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
