,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang
0,Fri Jan 24 09:04:53 +0000 2020,1220633557460062213,1220633557460062213,"@FabGilson @VicUniWgtn It is not me doing the survey it is others, but I am sure they appreciate your feedback, so thanks on their behalf 🙂",False,"[23, 139]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2205907771321795e+18,1220590777132179456,2302723428.0,2302723428,FabGilson,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'FabGilson', 'name': 'Fabian Gilson', 'id': 2302723428, 'id_str': '2302723428', 'indices': [0, 10]}, {'screen_name': 'VicUniWgtn', 'name': 'Victoria University of Wellington', 'id': 218343330, 'id_str': '218343330', 'indices': [11, 22]}]",[],en,recent,14420912,14420912,craiganslow,craiganslow,New Zealand,"HCI, Software Engineering, Visualization | Lecturer (Assistant Professor) - Victoria University of Wellington, NZ | Lecturer - University of Oxford, UK",https://t.co/FNUFiO0hqW,"[{'url': 'https://t.co/FNUFiO0hqW', 'expanded_url': 'http://homepages.ecs.vuw.ac.nz/~craig', 'display_url': 'homepages.ecs.vuw.ac.nz/~craig', 'indices': [0, 23]}]",[],False,1027,2251,53,Thu Apr 17 14:06:40 +0000 2008,7436,,,True,False,6077,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1680003273/mttable_normal.jpg,https://pbs.twimg.com/profile_images/1680003273/mttable_normal.jpg,0084B4,BDDCAD,DDFFCC,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Fri Jan 24 01:15:50 +0000 2020,1220515519897333760,1220515519897333760,"@liamdcrowley (all ages are eligible, first couple min are for you &amp; kid together, you'll get to see how many songs the kid got right)

(in collab with our NZ contingent in @alia_martin's lab at @VicUniWgtn, hence the kiwi accents 🥝)",False,"[14, 237]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2205150671054275e+18,1220515067105427458,53769577.0,53769577,samuelmehr,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'liamdcrowley', 'name': 'Liam Crowley', 'id': 1125596916677406721, 'id_str': '1125596916677406721', 'indices': [0, 13]}, {'screen_name': 'alia_martin', 'name': 'Alia Martin', 'id': 30608685, 'id_str': '30608685', 'indices': [177, 189]}, {'screen_name': 'VicUniWgtn', 'name': 'Victoria University of Wellington', 'id': 218343330, 'id_str': '218343330', 'indices': [199, 210]}]",[],en,recent,53769577,53769577,SAM,samuelmehr,Wellington NZ and Cambridge MA,cognitive scientist @harvard studying music (PI @_themusiclab),https://t.co/0lOmGH4LNN,"[{'url': 'https://t.co/0lOmGH4LNN', 'expanded_url': 'http://themusiclab.org', 'display_url': 'themusiclab.org', 'indices': [0, 23]}]",[],False,2699,500,47,Sat Jul 04 21:53:04 +0000 2009,14042,,,True,False,4935,,False,False,False,291818,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/875851417868795904/tHrCfVhB_normal.jpg,https://pbs.twimg.com/profile_images/875851417868795904/tHrCfVhB_normal.jpg,FF2200,181A1E,4B3B4D,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/53769577/1537174487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Wed Jan 22 07:34:06 +0000 2020,1219885937414434816,1219885937414434816,@AmdBeattie @VicUniWgtn You should come along!,False,"[24, 46]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2198525279794872e+18,1219852527979487233,2896251154.0,2896251154,AmdBeattie,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'AmdBeattie', 'name': 'Alex Beattie', 'id': 2896251154, 'id_str': '2896251154', 'indices': [0, 11]}, {'screen_name': 'VicUniWgtn', 'name': 'Victoria University of Wellington', 'id': 218343330, 'id_str': '218343330', 'indices': [12, 23]}]",[],en,recent,1687930020,1687930020,Claire Fitz,ClaireBellFitz,Wellington,International Relations PhD Student Studying the politics of vulnerability and online renderings of self 💙,,,[],False,82,216,3,Wed Aug 21 10:24:08 +0000 2013,655,,,True,False,294,,False,False,False,BED4D0,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/1087135287333904384/LtaXMP6K_normal.jpg,https://pbs.twimg.com/profile_images/1087135287333904384/LtaXMP6K_normal.jpg,91D2FA,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1687930020/1579547201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Wed Jan 22 05:21:21 +0000 2020,1219852527979487233,1219852527979487233,@ClaireBellFitz @VicUniWgtn Heard good things about Dr Amanda Beattie 😁,False,"[28, 71]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2198291663479316e+18,1219829166347931648,1687930020.0,1687930020,ClaireBellFitz,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ClaireBellFitz', 'name': 'Claire Fitz', 'id': 1687930020, 'id_str': '1687930020', 'indices': [0, 15]}, {'screen_name': 'VicUniWgtn', 'name': 'Victoria University of Wellington', 'id': 218343330, 'id_str': '218343330', 'indices': [16, 27]}]",[],en,recent,2896251154,2896251154,Alex Beattie,AmdBeattie,"Wellington, New Zealand",| Tech writer | PhD candidate studying technologies of disconnection  @VicUniWgtn | Founder @e_nviro,https://t.co/TSG5DmJHaz,"[{'url': 'https://t.co/TSG5DmJHaz', 'expanded_url': 'http://lxbt.co/', 'display_url': 'lxbt.co', 'indices': [0, 23]}]",[],False,771,1105,26,Fri Nov 28 17:58:44 +0000 2014,1979,,,False,False,918,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/808965490685120512/GZ9zyVkN_normal.jpg,https://pbs.twimg.com/profile_images/808965490685120512/GZ9zyVkN_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2896251154/1481709135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Mon Jan 20 00:25:44 +0000 2020,1219053358348005377,1219053358348005377,I mean I didnt realize @VicUniWgtn is a naval academy but then again you learn something new every day.,False,"[0, 103]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2190527441425408e+18,1219052744142540801,8.055732009983304e+17,805573200998330368,AlexLuck9,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'VicUniWgtn', 'name': 'Victoria University of Wellington', 'id': 218343330, 'id_str': '218343330', 'indices': [23, 34]}]",[],en,recent,805573200998330368,805573200998330368,Alex Luck,AlexLuck9,"Brisbane, Queensland","Naval, air, land. Chinese military. Bundeswehr & NATO. MA Pol Sci/History. Feeder of cats. Walker of dogs. I sometimes crash motorcycles.
https://t.co/KVIsTEMq5Z",,,"[{'url': 'https://t.co/KVIsTEMq5Z', 'expanded_url': 'http://medium.com/@AlexLuck9', 'display_url': 'medium.com/@AlexLuck9', 'indices': [138, 161]}]",False,2461,1255,62,Mon Dec 05 00:43:12 +0000 2016,34296,,,True,False,42654,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1022673503063965698/f-xjW8Z4_normal.jpg,https://pbs.twimg.com/profile_images/1022673503063965698/f-xjW8Z4_normal.jpg,3AFF01,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/805573200998330368/1508049337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
