,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
2,Thu Jan 23 14:59:12 +0000 2020,1220360337561718785,1220360337561718785,@Institut_Dataia @ShalitUri @TechnionLive @Polytechnique @ENSAEparis @HECKnowledge @centralesupelec @u_psud @PhD_UPSaclay @uvsq @PhDTalent @CEAParisSaclay Is there main paper you describe in the talk? We could not come:(,False,"[155, 220]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2064944986221937e+18,1206494498622193664,9.492876809400484e+17,949287680940048385,Institut_Dataia,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Institut_Dataia', 'name': 'Institut DATAIA', 'id': 949287680940048385, 'id_str': '949287680940048385', 'indices': [0, 16]}, {'screen_name': 'ShalitUri', 'name': 'Uri Shalit', 'id': 180451291, 'id_str': '180451291', 'indices': [17, 27]}, {'screen_name': 'TechnionLive', 'name': 'Technion Israel', 'id': 224964544, 'id_str': '224964544', 'indices': [28, 41]}, {'screen_name': 'Polytechnique', 'name': 'École polytechnique', 'id': 278022309, 'id_str': '278022309', 'indices': [42, 56]}, {'screen_name': 'ENSAEparis', 'name': 'ENSAE Paris', 'id': 919247378196107266, 'id_str': '919247378196107266', 'indices': [57, 68]}, {'screen_name': 'HECKnowledge', 'name': 'Knowledge@HEC', 'id': 2803400906, 'id_str': '2803400906', 'indices': [69, 82]}, {'screen_name': 'centralesupelec', 'name': 'CentraleSupélec', 'id': 140418661, 'id_str': '140418661', 'indices': [83, 99]}, {'screen_name': 'u_psud', 'name': 'Université Paris-Sud', 'id': 618007107, 'id_str': '618007107', 'indices': [100, 107]}, {'screen_name': 'PhD_UPSaclay', 'name': 'Collège Doctoral @UnivParisSaclay', 'id': 1004819802408538113, 'id_str': '1004819802408538113', 'indices': [108, 121]}, {'screen_name': 'uvsq', 'name': 'Université de Versailles Saint-Quentin-en-Yvelines', 'id': 74689258, 'id_str': '74689258', 'indices': [122, 127]}, {'screen_name': 'PhDTalent', 'name': 'PhDTalent', 'id': 166621911, 'id_str': '166621911', 'indices': [128, 138]}, {'screen_name': 'CEAParisSaclay', 'name': 'CEA Paris-Saclay', 'id': 726020480, 'id_str': '726020480', 'indices': [139, 154]}]",[],en,recent,2889619139,2889619139,liubov,luyibov,"Paris, Moscow, Berlin","Researcher 🕸 networks, random walks, open data @belllabs @phystech_en @criparis @Mariecurie_alum @correlaid Paris, co-founder @NetworkScied💥",https://t.co/BbBIDb55fu,[],False,804,783,55,Sun Nov 23 19:48:14 +0000 2014,3416,,,True,False,4551,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/838789024961658881/C4-j4UqF_normal.jpg,https://pbs.twimg.com/profile_images/838789024961658881/C4-j4UqF_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2889619139/1488818096,"[{'url': 'https://t.co/BbBIDb55fu', 'expanded_url': 'https://sites.google.com/view/liubovkmatematike/', 'display_url': 'sites.google.com/view/liubovkma…', 'indices': [0, 23]}]",07d9db6244081000,https://api.twitter.com/1.1/geo/id/07d9db6244081000.json,poi,Bell Labs Techno' Lab,Bell Labs Techno' Lab,FR,France,[],Polygon,"[[[2.239905, 48.667993], [2.239905, 48.667993], [2.239905, 48.667993], [2.239905, 48.667993]]]"
