,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url
0,Wed Jan 22 03:36:49 +0000 2020,1219826224278769664,1219826224278769664,@Wagner__Markus @UkLatam @LEVeg_Unesp @AleTFidelis @Unesp_Oficial @AgenciaFAPESP And to the sun here we go! :),False,"[81, 110]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1219738001531637761,1219738001531637761,1397199464,1397199464,Wagner__Markus,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'Wagner__Markus', 'name': 'Markus Wagner', 'id': 1397199464, 'id_str': '1397199464', 'indices': [0, 15]}, {'screen_name': 'UkLatam', 'name': 'CONTAIN LATAM-UK', 'id': 1204355071963783173, 'id_str': '1204355071963783173', 'indices': [16, 24]}, {'screen_name': 'LEVeg_Unesp', 'name': 'LEVeg_Unesp', 'id': 1005138666027667456, 'id_str': '1005138666027667456', 'indices': [25, 37]}, {'screen_name': 'AleTFidelis', 'name': 'Alessandra Fidelis', 'id': 1001817584000557056, 'id_str': '1001817584000557056', 'indices': [38, 50]}, {'screen_name': 'Unesp_Oficial', 'name': 'UNESP', 'id': 89256517, 'id_str': '89256517', 'indices': [51, 65]}, {'screen_name': 'AgenciaFAPESP', 'name': 'Agência FAPESP', 'id': 42399225, 'id_str': '42399225', 'indices': [66, 80]}]",[],en,recent,139575322,139575322,Gabriella Damasceno,gabieira,"Rio Claro, Brasil",PhD candidate in Ecology trying to understand the dynamic between invasive grasses and Cerrado restoration.,,[],False,143,222,4,Mon May 03 01:58:58 +0000 2010,28,,,False,False,38,,False,False,False,D7EB75,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1130970087614296065/8g9vt4Sa_normal.jpg,https://pbs.twimg.com/profile_images/1130970087614296065/8g9vt4Sa_normal.jpg,F23030,D69B4D,ECEDE6,5A0D94,True,True,False,False,False,False,False,none,
