,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
2,Sun Jan 26 03:57:03 +0000 2020,1221280864920723457,1221280864920723457,"@ReginaProblem @kenny_sherlock @CoopFCL @UofRegina @vianne_timmons I can picture the complaint letter: 
“I work for the coop &amp; Dr Spooner joined the family day at the picket line to support me &amp; help defend my pension &amp; benefits! I’m so angry I want him fired President Timmons and the U of R. That monster",False,"[67, 318]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221277250697302e+18,1221277250697302017,9.032924118870835e+17,903292411887083520,ReginaProblem,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ReginaProblem', 'name': 'City of Regina Problems', 'id': 903292411887083520, 'id_str': '903292411887083520', 'indices': [0, 14]}, {'screen_name': 'kenny_sherlock', 'name': 'Kenny Sherlock', 'id': 1105362293636956161, 'id_str': '1105362293636956161', 'indices': [15, 30]}, {'screen_name': 'CoopFCL', 'name': 'Federated Co-op Ltd.', 'id': 271775593, 'id_str': '271775593', 'indices': [31, 39]}, {'screen_name': 'UofRegina', 'name': 'University of Regina', 'id': 1441954692, 'id_str': '1441954692', 'indices': [40, 50]}, {'screen_name': 'vianne_timmons', 'name': 'Vianne Timmons', 'id': 3248143442, 'id_str': '3248143442', 'indices': [51, 66]}]",[],en,recent,271251442,271251442,Marc Spooner,drmarcspooner,"Regina, SK","Professor, Fac of Ed, University of Regina. Social/political commentator. Say no to irresponsible austerity!
""It just does""",https://t.co/ztMskxHkGu,[],False,3705,2956,116,Thu Mar 24 04:19:46 +0000 2011,18461,,,True,False,23654,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1204878525909495808/5ZpthRt9_normal.jpg,https://pbs.twimg.com/profile_images/1204878525909495808/5ZpthRt9_normal.jpg,https://pbs.twimg.com/profile_banners/271251442/1377984218,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/ztMskxHkGu', 'expanded_url': 'https://goo.gl/CLPPFN', 'display_url': 'goo.gl/CLPPFN', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sun Jan 26 03:50:11 +0000 2020,1221279138150940674,1221279138150940674,"@ReginaProblem @kenny_sherlock @CoopFCL @UofRegina @vianne_timmons Like I said I’ve lost a lot of respect for you, but I’ll still support you getting a fair deal that protects your pension and has coop live up to its word. I would never hold this against your family of course should they ever sign up for any of my classes.",False,"[67, 324]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221277250697302e+18,1221277250697302017,9.032924118870835e+17,903292411887083520,ReginaProblem,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ReginaProblem', 'name': 'City of Regina Problems', 'id': 903292411887083520, 'id_str': '903292411887083520', 'indices': [0, 14]}, {'screen_name': 'kenny_sherlock', 'name': 'Kenny Sherlock', 'id': 1105362293636956161, 'id_str': '1105362293636956161', 'indices': [15, 30]}, {'screen_name': 'CoopFCL', 'name': 'Federated Co-op Ltd.', 'id': 271775593, 'id_str': '271775593', 'indices': [31, 39]}, {'screen_name': 'UofRegina', 'name': 'University of Regina', 'id': 1441954692, 'id_str': '1441954692', 'indices': [40, 50]}, {'screen_name': 'vianne_timmons', 'name': 'Vianne Timmons', 'id': 3248143442, 'id_str': '3248143442', 'indices': [51, 66]}]",[],en,recent,271251442,271251442,Marc Spooner,drmarcspooner,"Regina, SK","Professor, Fac of Ed, University of Regina. Social/political commentator. Say no to irresponsible austerity!
""It just does""",https://t.co/ztMskxHkGu,[],False,3705,2956,116,Thu Mar 24 04:19:46 +0000 2011,18461,,,True,False,23654,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1204878525909495808/5ZpthRt9_normal.jpg,https://pbs.twimg.com/profile_images/1204878525909495808/5ZpthRt9_normal.jpg,https://pbs.twimg.com/profile_banners/271251442/1377984218,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/ztMskxHkGu', 'expanded_url': 'https://goo.gl/CLPPFN', 'display_url': 'goo.gl/CLPPFN', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Sun Jan 26 02:55:19 +0000 2020,1221265329495560192,1221265329495560192,@ReginaProblem @CoopFCL @UofRegina But I’ll still stand up for your pension.,False,"[35, 76]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212648851635773e+18,1221264885163577346,271251442.0,271251442,drmarcspooner,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ReginaProblem', 'name': 'City of Regina Problems', 'id': 903292411887083520, 'id_str': '903292411887083520', 'indices': [0, 14]}, {'screen_name': 'CoopFCL', 'name': 'Federated Co-op Ltd.', 'id': 271775593, 'id_str': '271775593', 'indices': [15, 23]}, {'screen_name': 'UofRegina', 'name': 'University of Regina', 'id': 1441954692, 'id_str': '1441954692', 'indices': [24, 34]}]",[],en,recent,271251442,271251442,Marc Spooner,drmarcspooner,"Regina, SK","Professor, Fac of Ed, University of Regina. Social/political commentator. Say no to irresponsible austerity!
""It just does""",https://t.co/ztMskxHkGu,[],False,3705,2956,116,Thu Mar 24 04:19:46 +0000 2011,18461,,,True,False,23654,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1204878525909495808/5ZpthRt9_normal.jpg,https://pbs.twimg.com/profile_images/1204878525909495808/5ZpthRt9_normal.jpg,https://pbs.twimg.com/profile_banners/271251442/1377984218,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/ztMskxHkGu', 'expanded_url': 'https://goo.gl/CLPPFN', 'display_url': 'goo.gl/CLPPFN', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Sun Jan 26 02:54:27 +0000 2020,1221265113191079937,1221265113191079937,@kenny_sherlock @ReginaProblem @CoopFCL @UofRegina You mean like when those wexit hooligans came to town?,False,"[51, 105]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212648592637133e+18,1221264859263713280,1.1053622936369562e+18,1105362293636956161,kenny_sherlock,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'kenny_sherlock', 'name': 'Kenny Sherlock', 'id': 1105362293636956161, 'id_str': '1105362293636956161', 'indices': [0, 15]}, {'screen_name': 'ReginaProblem', 'name': 'City of Regina Problems', 'id': 903292411887083520, 'id_str': '903292411887083520', 'indices': [16, 30]}, {'screen_name': 'CoopFCL', 'name': 'Federated Co-op Ltd.', 'id': 271775593, 'id_str': '271775593', 'indices': [31, 39]}, {'screen_name': 'UofRegina', 'name': 'University of Regina', 'id': 1441954692, 'id_str': '1441954692', 'indices': [40, 50]}]",[],en,recent,271251442,271251442,Marc Spooner,drmarcspooner,"Regina, SK","Professor, Fac of Ed, University of Regina. Social/political commentator. Say no to irresponsible austerity!
""It just does""",https://t.co/ztMskxHkGu,[],False,3705,2956,116,Thu Mar 24 04:19:46 +0000 2011,18461,,,True,False,23654,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1204878525909495808/5ZpthRt9_normal.jpg,https://pbs.twimg.com/profile_images/1204878525909495808/5ZpthRt9_normal.jpg,https://pbs.twimg.com/profile_banners/271251442/1377984218,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/ztMskxHkGu', 'expanded_url': 'https://goo.gl/CLPPFN', 'display_url': 'goo.gl/CLPPFN', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Sun Jan 26 02:53:33 +0000 2020,1221264885163577346,1221264885163577346,"@ReginaProblem @CoopFCL @UofRegina You’re right your tweet is completely inappropriate since you say you need to be anonymous because you don’t want to get in trouble or fear for yourself, but you’re all too quick to try to tattletale like a child on someone else. I’ve lost much respect for you.",False,"[35, 296]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212634604339446e+18,1221263460433944576,9.032924118870835e+17,903292411887083520,ReginaProblem,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ReginaProblem', 'name': 'City of Regina Problems', 'id': 903292411887083520, 'id_str': '903292411887083520', 'indices': [0, 14]}, {'screen_name': 'CoopFCL', 'name': 'Federated Co-op Ltd.', 'id': 271775593, 'id_str': '271775593', 'indices': [15, 23]}, {'screen_name': 'UofRegina', 'name': 'University of Regina', 'id': 1441954692, 'id_str': '1441954692', 'indices': [24, 34]}]",[],en,recent,271251442,271251442,Marc Spooner,drmarcspooner,"Regina, SK","Professor, Fac of Ed, University of Regina. Social/political commentator. Say no to irresponsible austerity!
""It just does""",https://t.co/ztMskxHkGu,[],False,3705,2956,116,Thu Mar 24 04:19:46 +0000 2011,18461,,,True,False,23654,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1204878525909495808/5ZpthRt9_normal.jpg,https://pbs.twimg.com/profile_images/1204878525909495808/5ZpthRt9_normal.jpg,https://pbs.twimg.com/profile_banners/271251442/1377984218,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/ztMskxHkGu', 'expanded_url': 'https://goo.gl/CLPPFN', 'display_url': 'goo.gl/CLPPFN', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sun Jan 26 02:27:37 +0000 2020,1221258361338875909,1221258361338875909,@ReginaProblem @CoopFCL @UofRegina Nice attempt at tattling on me. The university knows full well I’ll always stand up for people’s pensions. But I appreciate your tweet of recommendation,False,"[35, 187]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212570658777539e+18,1221257065877753856,9.032924118870835e+17,903292411887083520,ReginaProblem,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ReginaProblem', 'name': 'City of Regina Problems', 'id': 903292411887083520, 'id_str': '903292411887083520', 'indices': [0, 14]}, {'screen_name': 'CoopFCL', 'name': 'Federated Co-op Ltd.', 'id': 271775593, 'id_str': '271775593', 'indices': [15, 23]}, {'screen_name': 'UofRegina', 'name': 'University of Regina', 'id': 1441954692, 'id_str': '1441954692', 'indices': [24, 34]}]",[],en,recent,271251442,271251442,Marc Spooner,drmarcspooner,"Regina, SK","Professor, Fac of Ed, University of Regina. Social/political commentator. Say no to irresponsible austerity!
""It just does""",https://t.co/ztMskxHkGu,[],False,3705,2956,116,Thu Mar 24 04:19:46 +0000 2011,18461,,,True,False,23654,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1204878525909495808/5ZpthRt9_normal.jpg,https://pbs.twimg.com/profile_images/1204878525909495808/5ZpthRt9_normal.jpg,https://pbs.twimg.com/profile_banners/271251442/1377984218,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/ztMskxHkGu', 'expanded_url': 'https://goo.gl/CLPPFN', 'display_url': 'goo.gl/CLPPFN', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Sat Jan 25 15:48:12 +0000 2020,1221097445259530240,1221097445259530240,"@UofRegina hello uofr my name is parshant i am from India, and i am your future student of BSC computer science major and,I am going to start my classes from 1 may, now I am taking classes of c,c++,database , please give me any solution of homesickness,",False,"[0, 253]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,1441954692.0,1441954692,UofRegina,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UofRegina', 'name': 'University of Regina', 'id': 1441954692, 'id_str': '1441954692', 'indices': [0, 10]}]",[],en,recent,1158377852573638656,1158377852573638656,Parshant,Mission06965363,"Rohtak,haryana,india ","My name is Parshant, I am a citizen of India, and i have some fascination towards computer science, I do hard work to do something good in this field.",,[],False,2,0,0,Mon Aug 05 14:02:56 +0000 2019,152,,,False,False,22,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1158377995825848322/PWcZmoaa_normal.jpg,https://pbs.twimg.com/profile_images/1158377995825848322/PWcZmoaa_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Sat Jan 25 02:43:43 +0000 2020,1220900023308677121,1220900023308677121,@larenahoeber @URAllKinected @UofRegina This angle eliminates the dumpsters below! Well done.,False,"[40, 93]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220782640950694e+18,1220782640950693889,160932676.0,160932676,larenahoeber,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'larenahoeber', 'name': 'Larena Hoeber', 'id': 160932676, 'id_str': '160932676', 'indices': [0, 13]}, {'screen_name': 'URAllKinected', 'name': 'UR All Kinected', 'id': 369759848, 'id_str': '369759848', 'indices': [14, 28]}, {'screen_name': 'UofRegina', 'name': 'University of Regina', 'id': 1441954692, 'id_str': '1441954692', 'indices': [29, 39]}]",[],en,recent,1535755764,1535755764,Lisa Robertson,LisaRobo11,,"Director of Sport, Community Engagement and Athlete Development - University of Regina - Cougar/Rams Athletics",,[],False,178,285,1,Fri Jun 21 05:15:39 +0000 2013,1530,,,False,False,812,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/378800000550303149/a04cd892daee75cd2fa4116b66b3304c_normal.jpeg,https://pbs.twimg.com/profile_images/378800000550303149/a04cd892daee75cd2fa4116b66b3304c_normal.jpeg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Fri Jan 24 21:30:42 +0000 2020,1220821251876257793,1220821251876257793,@JOP691 @UofRegina Thank you for helping us spread the word! #seepainmoreclearly,False,"[19, 80]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220798652064469e+18,1220798652064468992,2849258899.0,2849258899,JOP691,,,,,False,0,2,False,False,en,"[{'text': 'seepainmoreclearly', 'indices': [61, 80]}]",[],"[{'screen_name': 'JOP691', 'name': 'Joanne Petersen', 'id': 2849258899, 'id_str': '2849258899', 'indices': [0, 7]}, {'screen_name': 'UofRegina', 'name': 'University of Regina', 'id': 1441954692, 'id_str': '1441954692', 'indices': [8, 18]}]",[],en,recent,977792211457724416,977792211457724416,Louise Castillo,LouiseCastiillo,"Regina, Saskatchewan",Health Psychology Lab @UofRegina. Working on knowledge mobilization related to pain in dementia #SeePainMoreClearly,https://t.co/iCzYKNEo3P,[],False,226,253,1,Sun Mar 25 06:20:04 +0000 2018,957,,,False,False,240,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1178915561369210880/RCP5xJcv_normal.jpg,https://pbs.twimg.com/profile_images/1178915561369210880/RCP5xJcv_normal.jpg,https://pbs.twimg.com/profile_banners/977792211457724416/1579368366,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/iCzYKNEo3P', 'expanded_url': 'http://seepainmoreclearly.org', 'display_url': 'seepainmoreclearly.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Fri Jan 24 20:13:59 +0000 2020,1220801945163534336,1220801945163534336,"RT @UofRegina: Through the Enrich program, #UofRegina’s Cameron Mang works with people who have chronic #neurological conditions like #Park…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,7,0,False,False,en,"[{'text': 'UofRegina', 'indices': [43, 53]}, {'text': 'neurological', 'indices': [104, 117]}]",[],"[{'screen_name': 'UofRegina', 'name': 'University of Regina', 'id': 1441954692, 'id_str': '1441954692', 'indices': [3, 13]}]",[],en,recent,414956896,414956896,Rob McCaffrey,Rob13McC,"Regina, Sk & Madison, WI",Sport Performance Consultant - PRIDE: Personal Responsibility In Developing Excellence! PhD Candidate & U of Regina Cougar Soccer Assistant/GK Coach #ABCs,,[],False,451,431,10,Thu Nov 17 18:21:16 +0000 2011,2683,,,True,False,4548,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1644684716/rob_pic_normal.jpg,https://pbs.twimg.com/profile_images/1644684716/rob_pic_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,Fri Jan 24 16:22:06 +0000 2020,1.2207435883314545e+18,1220743588331454464,"Through the Enrich program, #UofRegina’s Cameron Mang works with people who have chronic #neurological conditions like #Parkinsons disease to personalize rehabilitation training in a group setting. Read more about this unique program in Discourse. #UnivResearch @SaskBrainInjury",False,"[0, 278]","[{'text': 'UofRegina', 'indices': [28, 38]}, {'text': 'neurological', 'indices': [89, 102]}, {'text': 'Parkinsons', 'indices': [119, 130]}, {'text': 'UnivResearch', 'indices': [248, 261]}]",[],"[{'screen_name': 'saskbraininjury', 'name': 'SK Brain Injury', 'id': 300934342, 'id_str': '300934342', 'indices': [262, 278]}]",[],en,recent,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,1441954692.0,1441954692,University of Regina,UofRegina,"Regina, Saskatchewan, Canada","Official Twitter account of the University of Regina. Follow us for campus news, events, and emergency alerts from #UofRegina Communications.",https://t.co/wZUbkcZjxx,[],False,10752.0,620.0,145.0,Sun May 19 19:02:44 +0000 2013,4201.0,,,True,True,4740.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1083091203342577664/G-QJ-dHY_normal.jpg,https://pbs.twimg.com/profile_images/1083091203342577664/G-QJ-dHY_normal.jpg,https://pbs.twimg.com/profile_banners/1441954692/1579291877,004F2E,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,7.0,17.0,False,False,en,"[{'url': 'https://t.co/wZUbkcZjxx', 'expanded_url': 'http://www.uregina.ca', 'display_url': 'uregina.ca', 'indices': [0, 23]}]",,,,,,,,,,
