,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,user.profile_banner_url
7,Thu Jan 23 10:17:31 +0000 2020,1220289451194306561,1220289451194306561,@aagladkova @evarta @journ_msu @MSU_1755 Congratulations!!! Well deserved!,False,"[41, 74]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220271072987308e+18,1220271072987308033,1.1426736042844897e+18,1142673604284489729,aagladkova,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'aagladkova', 'name': 'Anna Gladkova', 'id': 1142673604284489729, 'id_str': '1142673604284489729', 'indices': [0, 11]}, {'screen_name': 'evarta', 'name': 'Elena Vartanova', 'id': 164398817, 'id_str': '164398817', 'indices': [12, 19]}, {'screen_name': 'journ_msu', 'name': 'Журфак МГУ', 'id': 131107423, 'id_str': '131107423', 'indices': [20, 30]}, {'screen_name': 'MSU_1755', 'name': 'Lomonosov MSU', 'id': 121531148, 'id_str': '121531148', 'indices': [31, 40]}]",[],en,recent,6480152,6480152,Danica Radovanović,danicar,,Digital media specialist | Writer | internet governance and digital inclusion advisor @Basic4All | former @UN @FAO / PhD fellow @OIIOxford,https://t.co/YT21XeFvvP,"[{'url': 'https://t.co/YT21XeFvvP', 'expanded_url': 'https://www.danicar.info', 'display_url': 'danicar.info', 'indices': [0, 23]}]",[],False,2730,353,274,Thu May 31 18:43:34 +0000 2007,4920,,,True,False,11255,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/1166093908708864001/Y-fEzqmg_normal.jpg,https://pbs.twimg.com/profile_images/1166093908708864001/Y-fEzqmg_normal.jpg,C614CC,C71EC7,F6F6F6,615D61,False,False,False,False,False,False,False,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/6480152/1524241062
10,Wed Jan 22 13:47:08 +0000 2020,1219979814498492420,1219979814498492420,@PopulationE @Demografia_CSIC @ZENODO_ORG @kalabikhina @EF_MSU @MSU_1755 Wow this looks amazing,False,"[73, 95]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2199780547028582e+18,1219978054702858242,1.130744313347027e+18,1130744313347026945,PopulationE,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'PopulationE', 'name': 'Population and Economics', 'id': 1130744313347026945, 'id_str': '1130744313347026945', 'indices': [0, 12]}, {'screen_name': 'Demografia_CSIC', 'name': 'Demografía (CSIC)', 'id': 285783267, 'id_str': '285783267', 'indices': [13, 29]}, {'screen_name': 'ZENODO_ORG', 'name': 'ZENODO', 'id': 1251332575, 'id_str': '1251332575', 'indices': [30, 41]}, {'screen_name': 'kalabikhina', 'name': 'Irina Kalabikhina', 'id': 137790680, 'id_str': '137790680', 'indices': [42, 54]}, {'screen_name': 'EF_MSU', 'name': 'ЭФ МГУ', 'id': 370669280, 'id_str': '370669280', 'indices': [55, 62]}, {'screen_name': 'MSU_1755', 'name': 'Lomonosov MSU', 'id': 121531148, 'id_str': '121531148', 'indices': [63, 72]}]",[],en,recent,299660811,299660811,Stuart Gietel-Basten,stuartbasten,香港,Demographer. Professor of Social Science and Public Policy at HKUST. Views own.,https://t.co/tLaxrn6Fua,"[{'url': 'https://t.co/tLaxrn6Fua', 'expanded_url': 'http://orcid.org/0000-0002-5818-8283', 'display_url': 'orcid.org/0000-0002-5818…', 'indices': [0, 23]}]",[],False,2558,3103,79,Mon May 16 13:46:26 +0000 2011,3637,,,True,False,7106,,False,False,False,000000,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,True,http://pbs.twimg.com/profile_images/908131924014653440/29adBEhW_normal.jpg,https://pbs.twimg.com/profile_images/908131924014653440/29adBEhW_normal.jpg,3B94D9,FFFFFF,272727,B3617B,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000bc6742d22a131,https://api.twitter.com/1.1/geo/id/000bc6742d22a131.json,admin,Sai Kung District,"Sai Kung District, Hong Kong",HK,Hong Kong,[],Polygon,"[[[114.221121, 22.1484967], [114.502196, 22.1484967], [114.502196, 22.4719], [114.221121, 22.4719]]]",https://pbs.twimg.com/profile_banners/299660811/1490920924
