,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,user.profile_banner_url
3,Wed Jan 22 16:00:21 +0000 2020,1220013339490779137,1220013339490779137,RT @OlivierFestor: Proud to present @concordiah2020 and our @Univ_Lorraine and @TELECOMNancy contributions today in Paris at the Horizon 20…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,3,0,False,False,en,[],[],"[{'screen_name': 'OlivierFestor', 'name': 'Olivier Festor', 'id': 108095405, 'id_str': '108095405', 'indices': [3, 17]}, {'screen_name': 'concordiah2020', 'name': 'concordia-h2020.eu', 'id': 1047828777382887429, 'id_str': '1047828777382887429', 'indices': [36, 51]}, {'screen_name': 'Univ_Lorraine', 'name': 'Université Lorraine', 'id': 329665290, 'id_str': '329665290', 'indices': [60, 74]}, {'screen_name': 'TELECOMNancy', 'name': 'TELECOM Nancy', 'id': 393922180, 'id_str': '393922180', 'indices': [79, 92]}]",[],en,recent,393922180,393922180,TELECOM Nancy,TELECOMNancy,"Nancy, France",École d'Ingénieur en informatique et sciences du numérique de l'Université de Lorraine - Lorraine INP. École affiliée de l'Institut Mines-Télécom. IMT Grand Est,http://t.co/CwVrtLtaj9,[],False,1829,307,94,Wed Oct 19 09:09:01 +0000 2011,1278,,,True,False,2037,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/708240797595017216/dZ9w7zKw_normal.jpg,https://pbs.twimg.com/profile_images/708240797595017216/dZ9w7zKw_normal.jpg,FFCC00,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,Wed Jan 22 14:29:16 +0000 2020,1.2199904169903923e+18,1219990416990392321,Proud to present @concordiah2020 and our @Univ_Lorraine and @TELECOMNancy contributions today in Paris at the Horizon 2020 Cyber security days. Great discussions and exchange with other projects’and french stakeholders!,False,"[0, 219]",[],[],"[{'screen_name': 'concordiah2020', 'name': 'concordia-h2020.eu', 'id': 1047828777382887429, 'id_str': '1047828777382887429', 'indices': [17, 32]}, {'screen_name': 'Univ_Lorraine', 'name': 'Université Lorraine', 'id': 329665290, 'id_str': '329665290', 'indices': [41, 55]}, {'screen_name': 'TELECOMNancy', 'name': 'TELECOM Nancy', 'id': 393922180, 'id_str': '393922180', 'indices': [60, 73]}]",[],en,recent,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,108095405.0,108095405,Olivier Festor,OlivierFestor,"Nancy, France","Director of TELECOM Nancy - Lorraine INP &
Researcher at Loria - INRIA",http://t.co/lmBj8r8Kyq,"[{'url': 'http://t.co/lmBj8r8Kyq', 'expanded_url': 'http://www.loria.fr/~festor', 'display_url': 'loria.fr/~festor', 'indices': [0, 22]}]",[],False,346.0,114.0,12.0,Sun Jan 24 20:52:17 +0000 2010,152.0,,,False,False,458.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/541658903688146944/NmDpo5dF_normal.png,https://pbs.twimg.com/profile_images/541658903688146944/NmDpo5dF_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,3.0,11.0,False,False,en,"[{'url': 'http://t.co/CwVrtLtaj9', 'expanded_url': 'http://www.telecomnancy.eu', 'display_url': 'telecomnancy.eu', 'indices': [0, 22]}]",https://pbs.twimg.com/profile_banners/393922180/1574760092
7,Sat Jan 18 18:41:36 +0000 2020,1218604367798046725,1218604367798046725,"@palaisdecouvert @HeleneFischer67 @labo_IJL @Univ_Lorraine @CNRS @CNRS_Centre_Est Exemple
H = G E
H  Magnetic field strength 
E   Electric field strength 
G  Electruc Conductance 
More
T = B.J
J  Angular Momentum Density
B  Magnetic induction
T  Temperature 
Regissant tous les corps cosmic  !",False,"[82, 293]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2184872545675878e+18,1218487254567587840,8.315543549016351e+17,831554354901635072,oben100000,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'palaisdecouvert', 'name': 'Palais découverte', 'id': 121066548, 'id_str': '121066548', 'indices': [0, 16]}, {'screen_name': 'HeleneFischer67', 'name': 'Hélène Fischer', 'id': 4920960101, 'id_str': '4920960101', 'indices': [17, 33]}, {'screen_name': 'labo_IJL', 'name': 'Institut Jean Lamour', 'id': 996115085532778498, 'id_str': '996115085532778498', 'indices': [34, 43]}, {'screen_name': 'Univ_Lorraine', 'name': 'Université Lorraine', 'id': 329665290, 'id_str': '329665290', 'indices': [44, 58]}, {'screen_name': 'CNRS', 'name': 'Centre National de la Recherche Scientifique 🌍', 'id': 143909021, 'id_str': '143909021', 'indices': [59, 64]}, {'screen_name': 'CNRS_Centre_Est', 'name': 'CNRS Centre-Est', 'id': 265871366, 'id_str': '265871366', 'indices': [65, 81]}]",[],en,recent,831554354901635072,831554354901635072,Omar Bennouna,oben100000,Marrakech -- Paris,"Dr. Omar Bennouna Sciences
BEL Labs

ex-INRIA  ex-Paris IX Dauphine
Tweet 8:59 AM
mer., nov. 22, 2017
Patent generated using UT Results is under conditions!",,[],False,36,386,1,Tue Feb 14 17:23:02 +0000 2017,5199,,,False,False,5712,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/831557158084997123/oUQa7uHc_normal.jpg,https://pbs.twimg.com/profile_images/831557158084997123/oUQa7uHc_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/831554354901635072/1487093649
