,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls,retweeted_status.user.profile_banner_url,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.possibly_sensitive,possibly_sensitive,entities.media,extended_entities.media
8,Sat Jan 25 20:08:29 +0000 2020,1221162948674097153,1221162948674097153,@ian_pickup @UCC @georgeboole200 @UCCInt One of the best trips to China with you Ian!,False,"[41, 85]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221160093254914e+18,1221160093254914049,408382252.0,408382252,ian_pickup,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ian_pickup', 'name': 'Dr Ian Pickup', 'id': 408382252, 'id_str': '408382252', 'indices': [0, 11]}, {'screen_name': 'UCC', 'name': 'UCC Ireland', 'id': 19705196, 'id_str': '19705196', 'indices': [12, 16]}, {'screen_name': 'georgeboole200', 'name': 'George Boole 200', 'id': 2799572470, 'id_str': '2799572470', 'indices': [17, 32]}, {'screen_name': 'UCCInt', 'name': 'UCC International', 'id': 295714760, 'id_str': '295714760', 'indices': [33, 40]}]",[],en,recent,1757057102,1757057102,John O'Halloran,johbees,,"John O’Halloran BSc PhD DSc, Deputy President and Registrar, @ucc University College Cork, Ireland. Views personal",https://t.co/LgcWXJ9vYd,[],False,2834,1197,43,Sat Sep 07 16:44:02 +0000 2013,14371,,,False,False,7099,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1195103175793139712/Pkyu7nkF_normal.jpg,https://pbs.twimg.com/profile_images/1195103175793139712/Pkyu7nkF_normal.jpg,https://pbs.twimg.com/profile_banners/1757057102/1573769709,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/LgcWXJ9vYd', 'expanded_url': 'https://john-ohalloran.com', 'display_url': 'john-ohalloran.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Sat Jan 25 19:43:33 +0000 2020,1221156671738740736,1221156671738740736,@johbees @UCC @georgeboole200 @UCCInt Oh my goodness!! 😮,False,"[38, 56]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2211556098919997e+18,1221155609891999745,1757057102.0,1757057102,johbees,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'johbees', 'name': ""John O'Halloran"", 'id': 1757057102, 'id_str': '1757057102', 'indices': [0, 8]}, {'screen_name': 'UCC', 'name': 'UCC Ireland', 'id': 19705196, 'id_str': '19705196', 'indices': [9, 13]}, {'screen_name': 'georgeboole200', 'name': 'George Boole 200', 'id': 2799572470, 'id_str': '2799572470', 'indices': [14, 29]}, {'screen_name': 'UCCInt', 'name': 'UCC International', 'id': 295714760, 'id_str': '295714760', 'indices': [30, 37]}]",[],en,recent,1131145920719069185,1131145920719069185,James Denis Mc Glynn,JDMcGlynn,"Cork, Ireland ",PhD Excellence Scholar @UCC | Research @MusicUCC | Editorial Board @GoldsmithsAV journal | Perfomer @IrishGamelan @GareStLazare | Creative Scholar @Quercus_UCC,,[],False,72,139,1,Wed May 22 10:32:57 +0000 2019,293,,,True,False,49,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1216449488514158593/Le_n_oX2_normal.jpg,https://pbs.twimg.com/profile_images/1216449488514158593/Le_n_oX2_normal.jpg,https://pbs.twimg.com/profile_banners/1131145920719069185/1579188551,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Sat Jan 25 18:05:44 +0000 2020,1221132056031264770,1221132056031264770,"@helfrench @UCC @hrbireland @UCCMedHealthRI @UCCResearch @hrbtmrn @Clarkeable @pharmacoepircsi @UCCMedHealth @CACSSSResearch1 @anita_maguire @hwhelton Yes. Speakers have been finalised and registration opening soon. 

A reluctance to let go of 2019 is to blame there!",False,"[151, 267]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2211262753744937e+18,1221126275374493697,2848906323.0,2848906323,helfrench,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'helfrench', 'name': 'Helen French', 'id': 2848906323, 'id_str': '2848906323', 'indices': [0, 10]}, {'screen_name': 'UCC', 'name': 'UCC Ireland', 'id': 19705196, 'id_str': '19705196', 'indices': [11, 15]}, {'screen_name': 'hrbireland', 'name': 'HealthResearchBoard', 'id': 374964231, 'id_str': '374964231', 'indices': [16, 27]}, {'screen_name': 'UCCMedHealthRI', 'name': 'Research & Innovation CoMH UCC', 'id': 1200413005391040512, 'id_str': '1200413005391040512', 'indices': [28, 43]}, {'screen_name': 'UCCResearch', 'name': 'UCC Research', 'id': 601699960, 'id_str': '601699960', 'indices': [44, 56]}, {'screen_name': 'hrbtmrn', 'name': 'HRB-TMRN', 'id': 2906330068, 'id_str': '2906330068', 'indices': [57, 65]}, {'screen_name': 'Clarkeable', 'name': 'Patricia Clarke', 'id': 122180117, 'id_str': '122180117', 'indices': [66, 77]}, {'screen_name': 'pharmacoepircsi', 'name': 'Kathleen Bennett', 'id': 832612835125493760, 'id_str': '832612835125493760', 'indices': [78, 94]}, {'screen_name': 'UCCMedHealth', 'name': 'UCC Medicine & Health', 'id': 2596208540, 'id_str': '2596208540', 'indices': [95, 108]}, {'screen_name': 'CACSSSResearch1', 'name': 'CACSSS - Research', 'id': 1241226727, 'id_str': '1241226727', 'indices': [109, 125]}, {'screen_name': 'anita_maguire', 'name': 'Anita Maguire', 'id': 1401664580, 'id_str': '1401664580', 'indices': [126, 140]}, {'screen_name': 'hwhelton', 'name': 'Helen Whelton', 'id': 46354006, 'id_str': '46354006', 'indices': [141, 150]}]",[],en,recent,342951051,342951051,Brendan Palmer,B_A_Palmer,,Former Virologist | Current Associate Biostatistician with HRB @CRF_Cork & @UCC | #rstats | #reproducibleresearch | jack-of-all-trades,https://t.co/pzWLXswOBf,[],False,319,603,2,Tue Jul 26 20:50:33 +0000 2011,4743,,,False,False,3062,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1190638157550833664/rpBYLK9H_normal.jpg,https://pbs.twimg.com/profile_images/1190638157550833664/rpBYLK9H_normal.jpg,https://pbs.twimg.com/profile_banners/342951051/1494058269,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/pzWLXswOBf', 'expanded_url': 'https://github.com/bapalmer', 'display_url': 'github.com/bapalmer', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Sat Jan 25 17:56:08 +0000 2020,1221129638816239616,1221129638816239616,@irishginge @LibrariesIre @Bibliobel @corkcitylibrary @UCC @UCD_iSchool @DBSLibraryMSc ‘@irishginge @UlsterUni also has a course. Don’t think they have a Twitter handle but you could contact course director @Jessica_Bates And many Irish librarians have undertaken their MLIS via distance learning via UK colleges.,False,"[87, 313]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2211274459879547e+18,1221127445987954688,154537065.0,154537065,UCCLibrary,,,,,False,1,2,False,False,en,[],[],"[{'screen_name': 'irishginge', 'name': 'Aoife', 'id': 178733069, 'id_str': '178733069', 'indices': [0, 11]}, {'screen_name': 'LibrariesIre', 'name': 'Libraries Ireland', 'id': 3299040779, 'id_str': '3299040779', 'indices': [12, 25]}, {'screen_name': 'Bibliobel', 'name': 'Isabel Story', 'id': 1448222598, 'id_str': '1448222598', 'indices': [26, 36]}, {'screen_name': 'corkcitylibrary', 'name': 'Cork City Libraries', 'id': 104140002, 'id_str': '104140002', 'indices': [37, 53]}, {'screen_name': 'UCC', 'name': 'UCC Ireland', 'id': 19705196, 'id_str': '19705196', 'indices': [54, 58]}, {'screen_name': 'UCD_iSchool', 'name': 'UCD iSchool', 'id': 1903374270, 'id_str': '1903374270', 'indices': [59, 71]}, {'screen_name': 'DBSLibraryMSc', 'name': 'DBS Library MSC', 'id': 3064315401, 'id_str': '3064315401', 'indices': [72, 86]}, {'screen_name': 'irishginge', 'name': 'Aoife', 'id': 178733069, 'id_str': '178733069', 'indices': [88, 99]}, {'screen_name': 'UlsterUni', 'name': 'Ulster University', 'id': 15474865, 'id_str': '15474865', 'indices': [100, 110]}, {'screen_name': 'Jessica_Bates', 'name': 'Jessica Bates', 'id': 196518803, 'id_str': '196518803', 'indices': [207, 221]}]",[],en,recent,154537065,154537065,UCC Library,UCCLibrary,"Cork, Ireland","Supporting the teaching, learning, study and research needs of the @UCC community since 1849 & intending to do so for the next 150+ years",https://t.co/PLD1XmbgIO,[],False,4738,768,117,Fri Jun 11 14:09:09 +0000 2010,7587,,,True,False,13124,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1043197030670184450/rRULMG7L_normal.jpg,https://pbs.twimg.com/profile_images/1043197030670184450/rRULMG7L_normal.jpg,https://pbs.twimg.com/profile_banners/154537065/1504514999,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/PLD1XmbgIO', 'expanded_url': 'http://libguides.ucc.ie/library', 'display_url': 'libguides.ucc.ie/library', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Sat Jan 25 17:47:25 +0000 2020,1221127445987954688,1221127445987954688,@irishginge @LibrariesIre @Bibliobel @corkcitylibrary Hi @irishginge - @ucc doesn’t offer any courses to train to be a librarian. But there are two such courses in Ireland. @UCD_iSchool and @DBSLibraryMSc best of luck.,False,"[54, 218]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2211253058275697e+18,1221125305827569666,178733069.0,178733069,irishginge,,,,,False,1,1,False,False,en,[],[],"[{'screen_name': 'irishginge', 'name': 'Aoife', 'id': 178733069, 'id_str': '178733069', 'indices': [0, 11]}, {'screen_name': 'LibrariesIre', 'name': 'Libraries Ireland', 'id': 3299040779, 'id_str': '3299040779', 'indices': [12, 25]}, {'screen_name': 'Bibliobel', 'name': 'Isabel Story', 'id': 1448222598, 'id_str': '1448222598', 'indices': [26, 36]}, {'screen_name': 'corkcitylibrary', 'name': 'Cork City Libraries', 'id': 104140002, 'id_str': '104140002', 'indices': [37, 53]}, {'screen_name': 'irishginge', 'name': 'Aoife', 'id': 178733069, 'id_str': '178733069', 'indices': [57, 68]}, {'screen_name': 'UCC', 'name': 'UCC Ireland', 'id': 19705196, 'id_str': '19705196', 'indices': [71, 75]}, {'screen_name': 'UCD_iSchool', 'name': 'UCD iSchool', 'id': 1903374270, 'id_str': '1903374270', 'indices': [173, 185]}, {'screen_name': 'DBSLibraryMSc', 'name': 'DBS Library MSC', 'id': 3064315401, 'id_str': '3064315401', 'indices': [190, 204]}]",[],en,recent,154537065,154537065,UCC Library,UCCLibrary,"Cork, Ireland","Supporting the teaching, learning, study and research needs of the @UCC community since 1849 & intending to do so for the next 150+ years",https://t.co/PLD1XmbgIO,[],False,4738,768,117,Fri Jun 11 14:09:09 +0000 2010,7587,,,True,False,13124,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1043197030670184450/rRULMG7L_normal.jpg,https://pbs.twimg.com/profile_images/1043197030670184450/rRULMG7L_normal.jpg,https://pbs.twimg.com/profile_banners/154537065/1504514999,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/PLD1XmbgIO', 'expanded_url': 'http://libguides.ucc.ie/library', 'display_url': 'libguides.ucc.ie/library', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Sat Jan 25 14:02:50 +0000 2020,1221070929511571456,1221070929511571456,@Quercus_UCC @UCCRowing @RowingIreland @UCC @johbees @UCCSport Congrats Emily! 🥇👏🏻@Quercus_UCC,False,"[63, 94]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2210668422545203e+18,1221066842254520320,8.260464844874711e+17,826046484487471104,Quercus_UCC,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'Quercus_UCC', 'name': 'QuercusUCC', 'id': 826046484487471104, 'id_str': '826046484487471104', 'indices': [0, 12]}, {'screen_name': 'UCCRowing', 'name': 'UCC Rowing', 'id': 1178618942, 'id_str': '1178618942', 'indices': [13, 23]}, {'screen_name': 'RowingIreland', 'name': 'Rowing Ireland', 'id': 166099808, 'id_str': '166099808', 'indices': [24, 38]}, {'screen_name': 'UCC', 'name': 'UCC Ireland', 'id': 19705196, 'id_str': '19705196', 'indices': [39, 43]}, {'screen_name': 'johbees', 'name': ""John O'Halloran"", 'id': 1757057102, 'id_str': '1757057102', 'indices': [44, 52]}, {'screen_name': 'UCCSport', 'name': 'UCC Sport', 'id': 431018198, 'id_str': '431018198', 'indices': [53, 62]}, {'screen_name': 'Quercus_UCC', 'name': 'QuercusUCC', 'id': 826046484487471104, 'id_str': '826046484487471104', 'indices': [82, 94]}]",[],en,recent,552316437,552316437,Louise Crowley,LouiseCrowley2,"Cork, Ireland",Senior Lecturer @LawUCC; Author ‘Family Law’; Director @uccfamlawclinic; @BystanderUcc; Board member @Barnardos_IRL @SHC_Cork @CrawfordArtGall #Mum #Lupus,https://t.co/BZTNpaEtVL,[],False,2646,1447,34,Thu Apr 12 22:49:08 +0000 2012,22621,,,True,False,5563,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/971186669037682690/wEeIElXk_normal.jpg,https://pbs.twimg.com/profile_images/971186669037682690/wEeIElXk_normal.jpg,https://pbs.twimg.com/profile_banners/552316437/1548699024,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/BZTNpaEtVL', 'expanded_url': 'http://www.familylawinformation.ie', 'display_url': 'familylawinformation.ie', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Sat Jan 25 12:22:42 +0000 2020,1221045730539798528,1221045730539798528,@FranceinIreland @jfcryan @afdublin @tcddublin @ucddublin @WeAreTUDublin @GTIGALWAY @IUAofficial @waterfordit @UCC @AthloneIT @MaynoothUni Is it eligible for Indian student too?,False,"[139, 177]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2210323189424456e+18,1221032318942445569,1883341152.0,1883341152,FranceinIreland,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'FranceinIreland', 'name': 'France in Ireland', 'id': 1883341152, 'id_str': '1883341152', 'indices': [0, 16]}, {'screen_name': 'jfcryan', 'name': 'John F. Cryan', 'id': 37703511, 'id_str': '37703511', 'indices': [17, 25]}, {'screen_name': 'afdublin', 'name': 'Alliance Française', 'id': 46094291, 'id_str': '46094291', 'indices': [26, 35]}, {'screen_name': 'tcddublin', 'name': 'Trinity College Dublin', 'id': 31537951, 'id_str': '31537951', 'indices': [36, 46]}, {'screen_name': 'ucddublin', 'name': 'University College Dublin', 'id': 22132266, 'id_str': '22132266', 'indices': [47, 57]}, {'screen_name': 'WeAreTUDublin', 'name': 'Technological University Dublin', 'id': 95665759, 'id_str': '95665759', 'indices': [58, 72]}, {'screen_name': 'GTIGALWAY', 'name': 'Galway Technical Institute', 'id': 512069326, 'id_str': '512069326', 'indices': [73, 83]}, {'screen_name': 'IUAofficial', 'name': 'Irish Universities Assoc.', 'id': 115042963, 'id_str': '115042963', 'indices': [84, 96]}, {'screen_name': 'waterfordit', 'name': 'Waterford IT', 'id': 245831039, 'id_str': '245831039', 'indices': [97, 109]}, {'screen_name': 'UCC', 'name': 'UCC Ireland', 'id': 19705196, 'id_str': '19705196', 'indices': [110, 114]}, {'screen_name': 'AthloneIT', 'name': 'Athlone IT', 'id': 31961886, 'id_str': '31961886', 'indices': [115, 125]}, {'screen_name': 'MaynoothUni', 'name': 'Maynooth University', 'id': 119010888, 'id_str': '119010888', 'indices': [126, 138]}]",[],en,recent,844672319192739840,844672319192739840,Mohd Akram,MohdAkr18489167,"Haryana, India",Ph.D student at National Dairy Research Institute.Probiotics-🍨🍨🍦🍢Stress-Male Infertility....,,[],False,71,508,0,Wed Mar 22 22:09:08 +0000 2017,307,,,False,False,472,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1207017733579141122/jTcFxoGm_normal.jpg,https://pbs.twimg.com/profile_images/1207017733579141122/jTcFxoGm_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sat Jan 25 00:00:21 +0000 2020,1220858912628449280,1220858912628449280,"@Quercus_UCC @dannyomahony @ucccreates @MusicUCC @johbees @UCC @dannyomahony Thanks very much for having me, a pleasure as always!",False,"[63, 130]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207112530579866e+18,1220711253057986560,8.260464844874711e+17,826046484487471104,Quercus_UCC,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Quercus_UCC', 'name': 'QuercusUCC', 'id': 826046484487471104, 'id_str': '826046484487471104', 'indices': [0, 12]}, {'screen_name': 'dannyomahony', 'name': 'Danny O’Mahony', 'id': 1158110519053705216, 'id_str': '1158110519053705216', 'indices': [13, 26]}, {'screen_name': 'ucccreates', 'name': 'UCC School of Film, Music & Theatre', 'id': 971028977245741056, 'id_str': '971028977245741056', 'indices': [27, 38]}, {'screen_name': 'MusicUCC', 'name': 'Department of Music', 'id': 368273346, 'id_str': '368273346', 'indices': [39, 48]}, {'screen_name': 'johbees', 'name': ""John O'Halloran"", 'id': 1757057102, 'id_str': '1757057102', 'indices': [49, 57]}, {'screen_name': 'UCC', 'name': 'UCC Ireland', 'id': 19705196, 'id_str': '19705196', 'indices': [58, 62]}, {'screen_name': 'dannyomahony', 'name': 'Danny O’Mahony', 'id': 1158110519053705216, 'id_str': '1158110519053705216', 'indices': [63, 76]}]",[],en,recent,1078399373757857797,1078399373757857797,Nada Ní Chuirrín,NChuirrin,Ireland,20 | Ceoltóir&Damhsóir | Corcaigh&Conamara | Ceol&Gaeilge UCC | @Quercus_UCC Scholar.,,[],False,158,268,0,Thu Dec 27 21:17:01 +0000 2018,1805,,,True,False,147,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1170130397956595713/xM9H_H3j_normal.jpg,https://pbs.twimg.com/profile_images/1170130397956595713/xM9H_H3j_normal.jpg,https://pbs.twimg.com/profile_banners/1078399373757857797/1564352524,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Fri Jan 24 23:52:23 +0000 2020,1220856908115894272,1220856908115894272,@EileenHoganUCC @KennyAilbhe @StevieGrainger @thatDancetweet @glucksman @IrishResearch @ICTMIreland @UCC @ISS21UCC Awww so sad to miss this 💚,False,"[115, 141]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2206423607297024e+18,1220642360729702401,1620714434.0,1620714434,EileenHoganUCC,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'EileenHoganUCC', 'name': 'Dr Eileen Hogan', 'id': 1620714434, 'id_str': '1620714434', 'indices': [0, 15]}, {'screen_name': 'KennyAilbhe', 'name': 'Ailbhe Kenny', 'id': 2807737999, 'id_str': '2807737999', 'indices': [16, 28]}, {'screen_name': 'StevieGrainger', 'name': 'Stevie G', 'id': 21330744, 'id_str': '21330744', 'indices': [29, 44]}, {'screen_name': 'thatDancetweet', 'name': 'Andrea Williams', 'id': 4527920490, 'id_str': '4527920490', 'indices': [45, 60]}, {'screen_name': 'glucksman', 'name': 'The Glucksman', 'id': 52761774, 'id_str': '52761774', 'indices': [61, 71]}, {'screen_name': 'IrishResearch', 'name': 'IrishResearchCouncil', 'id': 216644075, 'id_str': '216644075', 'indices': [72, 86]}, {'screen_name': 'ICTMIreland', 'name': 'ICTM Ireland', 'id': 1712211721, 'id_str': '1712211721', 'indices': [87, 99]}, {'screen_name': 'UCC', 'name': 'UCC Ireland', 'id': 19705196, 'id_str': '19705196', 'indices': [100, 104]}, {'screen_name': 'ISS21UCC', 'name': 'ISS21', 'id': 304499317, 'id_str': '304499317', 'indices': [105, 114]}]",[],en,recent,2327054149,2327054149,Michelle Healy,MichelleHealy_1,"Cork, Ireland",Change Maker | Nature Lover | Well-being Stuff | Former @UCC_Hub @UNMAS @UNICEF  @DRC_dk @MAGsaveslives @norskfolkehjelp @UCCSU @QUBHRC | she/her | My views 💚,https://t.co/qZQzyVR72M,[],False,432,1165,0,Tue Feb 04 12:38:06 +0000 2014,1915,,,True,False,701,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1101041601789480960/rFdf3l_b_normal.jpg,https://pbs.twimg.com/profile_images/1101041601789480960/rFdf3l_b_normal.jpg,https://pbs.twimg.com/profile_banners/2327054149/1544567840,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/qZQzyVR72M', 'expanded_url': 'https://www.linkedin.com/in/michelle-healy-52849811/', 'display_url': 'linkedin.com/in/michelle-he…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01864a8a64df9dc4,https://api.twitter.com/1.1/geo/id/01864a8a64df9dc4.json,city,Melbourne,"Melbourne, Victoria",AU,Australia,[],Polygon,"[[[144.593741856, -38.433859306], [145.512528832, -38.433859306], [145.512528832, -37.5112737225], [144.593741856, -37.5112737225]]]",,,,,,,,,,,,,,,,,,
