,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,possibly_sensitive,entities.media,extended_entities.media,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.possibly_sensitive
307,Mon Jan 20 20:33:32 +0000 2020,1219357313980665869,1219357313980665869,"RT @fuentbu1: Dear @Baylor students,

Your @BaylorMBB team is the #1 team in the country. You dont have class today. You need something to…",False,"[0, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,58,0,False,False,en,[],[],"[{'screen_name': 'fuentbu1', 'name': 'Chris Fuentes', 'id': 346879216, 'id_str': '346879216', 'indices': [3, 12]}, {'screen_name': 'Baylor', 'name': 'Baylor University', 'id': 21039814, 'id_str': '21039814', 'indices': [19, 26]}, {'screen_name': 'BaylorMBB', 'name': 'Baylor Basketball', 'id': 21461392, 'id_str': '21461392', 'indices': [43, 53]}]",[],en,recent,221635991,221635991,Jeff Bates,BatesInTheZone,,#BaylorBears. Iceland 2016. Belize Shark Conservation. #GlobalFinPrint VIVE LIBRE,,[],False,174,339,8,Wed Dec 01 05:16:33 +0000 2010,244,,,False,False,3122,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2900964349/9e34579662835bcf35bdbe9620dc71ff_normal.jpeg,https://pbs.twimg.com/profile_images/2900964349/9e34579662835bcf35bdbe9620dc71ff_normal.jpeg,https://pbs.twimg.com/profile_banners/221635991/1453682154,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,Mon Jan 20 17:51:11 +0000 2020,1.2193164569256796e+18,1219316456925679617,"Dear @Baylor students,

Your @BaylorMBB team is the #1 team in the country. You dont have class today. You need something to do. Go fill the Ferrell and stand up, scream your head off and be excited to root for your school.

No reason there shouldn't be 10k in attendance tonight.",False,"[0, 280]",[],[],"[{'screen_name': 'Baylor', 'name': 'Baylor University', 'id': 21039814, 'id_str': '21039814', 'indices': [5, 12]}, {'screen_name': 'BaylorMBB', 'name': 'Baylor Basketball', 'id': 21461392, 'id_str': '21461392', 'indices': [29, 39]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,346879216.0,346879216,Chris Fuentes,fuentbu1,,,,,[],False,660.0,465.0,10.0,Mon Aug 01 23:55:57 +0000 2011,3600.0,,,True,False,1943.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/817771453751902209/TpCMnS9r_normal.jpg,https://pbs.twimg.com/profile_images/817771453751902209/TpCMnS9r_normal.jpg,https://pbs.twimg.com/profile_banners/346879216/1483806975,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,58.0,641.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Mon Jan 20 20:14:30 +0000 2020,1219352522567114752,1219352522567114752,@RandPaul @DukeU called. They want your M.D. degree returned. @Baylor is probably OK with your idiocy. Humans in even the earliest form have only been on earth for a few million years. Thinking we’ll be here in “hundreds of millions of years” is laughable. Earth’ll survive. We won’t.,False,"[10, 284]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.21898856994936e+18,1218988569949360129,216881337.0,216881337,RandPaul,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'RandPaul', 'name': 'Senator Rand Paul', 'id': 216881337, 'id_str': '216881337', 'indices': [0, 9]}, {'screen_name': 'DukeU', 'name': 'Duke University', 'id': 23450421, 'id_str': '23450421', 'indices': [10, 16]}, {'screen_name': 'Baylor', 'name': 'Baylor University', 'id': 21039814, 'id_str': '21039814', 'indices': [62, 69]}]",[],en,recent,12034602,12034602,Steve Whiteley,whiteley,"York, PA USA","HS Geoscience teacher, Dartmouth, U of New Mexico, Anaconda, Billiton, married 36 yrs, golfer",,[],False,601,326,52,Wed Jan 09 17:15:14 +0000 2008,1674,,,True,False,30888,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1210592291372568582/aHgGgcFl_normal.jpg,https://pbs.twimg.com/profile_images/1210592291372568582/aHgGgcFl_normal.jpg,https://pbs.twimg.com/profile_banners/12034602/1398257115,0000FF,87BC44,E0FF92,000000,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Mon Jan 20 20:06:37 +0000 2020,1219350539789570049,1219350539789570049,"RT @fuentbu1: Dear @Baylor students,

Your @BaylorMBB team is the #1 team in the country. You dont have class today. You need something to…",False,"[0, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,58,0,False,False,en,[],[],"[{'screen_name': 'fuentbu1', 'name': 'Chris Fuentes', 'id': 346879216, 'id_str': '346879216', 'indices': [3, 12]}, {'screen_name': 'Baylor', 'name': 'Baylor University', 'id': 21039814, 'id_str': '21039814', 'indices': [19, 26]}, {'screen_name': 'BaylorMBB', 'name': 'Baylor Basketball', 'id': 21461392, 'id_str': '21461392', 'indices': [43, 53]}]",[],en,recent,737110484,737110484,mark moore,markmoore9517,,Trying to understand this world so I can explain it to my 2 kids. Baylor alum. Teacher/Tennis Coach#cancersurvivor,,[],False,237,908,8,Sat Aug 04 17:33:39 +0000 2012,11592,,,False,False,14107,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/840633244181757952/OGkF4RqA_normal.jpg,https://pbs.twimg.com/profile_images/840633244181757952/OGkF4RqA_normal.jpg,https://pbs.twimg.com/profile_banners/737110484/1488986122,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,Mon Jan 20 17:51:11 +0000 2020,1.2193164569256796e+18,1219316456925679617,"Dear @Baylor students,

Your @BaylorMBB team is the #1 team in the country. You dont have class today. You need something to do. Go fill the Ferrell and stand up, scream your head off and be excited to root for your school.

No reason there shouldn't be 10k in attendance tonight.",False,"[0, 280]",[],[],"[{'screen_name': 'Baylor', 'name': 'Baylor University', 'id': 21039814, 'id_str': '21039814', 'indices': [5, 12]}, {'screen_name': 'BaylorMBB', 'name': 'Baylor Basketball', 'id': 21461392, 'id_str': '21461392', 'indices': [29, 39]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,346879216.0,346879216,Chris Fuentes,fuentbu1,,,,,[],False,660.0,465.0,10.0,Mon Aug 01 23:55:57 +0000 2011,3600.0,,,True,False,1943.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/817771453751902209/TpCMnS9r_normal.jpg,https://pbs.twimg.com/profile_images/817771453751902209/TpCMnS9r_normal.jpg,https://pbs.twimg.com/profile_banners/346879216/1483806975,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,58.0,641.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Mon Jan 20 20:06:11 +0000 2020,1219350428472762372,1219350428472762372,@BaylorMBB WHAT!?!?! There is a new #1 in the land at Waco...and it's not the National Champion @BaylorWBB. Congrats MEN! Through your hardwork and dedication you sit atop of the @AP poll. What blessed year of @Baylor sports we are having! #SicEm #BaylorProud #Number1,False,"[0, 268]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,21461392.0,21461392,BaylorMBB,,,,,False,0,0,False,False,en,"[{'text': 'SicEm', 'indices': [240, 246]}, {'text': 'BaylorProud', 'indices': [247, 259]}, {'text': 'Number1', 'indices': [260, 268]}]",[],"[{'screen_name': 'BaylorMBB', 'name': 'Baylor Basketball', 'id': 21461392, 'id_str': '21461392', 'indices': [0, 10]}, {'screen_name': 'BaylorWBB', 'name': 'Baylor Lady Bears', 'id': 21409003, 'id_str': '21409003', 'indices': [96, 106]}, {'screen_name': 'AP', 'name': 'The Associated Press', 'id': 51241574, 'id_str': '51241574', 'indices': [179, 182]}, {'screen_name': 'Baylor', 'name': 'Baylor University', 'id': 21039814, 'id_str': '21039814', 'indices': [210, 217]}]",[],en,recent,307070851,307070851,Matt Drake,CVN70Texan,"DFW, TX",Proud to have served my country and along side true heros in the US NAVY. Desert Storm Veteran. Father of a Baylor Bear SicEmBears Rangers/Cowboys/Stars/Mavs,,[],False,474,1947,10,Sat May 28 23:57:30 +0000 2011,4614,,,True,False,3821,,False,False,False,022330,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/759741388409843712/7xGIq5kJ_normal.jpg,https://pbs.twimg.com/profile_images/759741388409843712/7xGIq5kJ_normal.jpg,https://pbs.twimg.com/profile_banners/307070851/1353525765,0084B4,A8C7F7,C0DFEC,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Mon Jan 20 19:52:31 +0000 2020,1219346989525217280,1219346989525217280,"RT @fuentbu1: Dear @Baylor students,

Your @BaylorMBB team is the #1 team in the country. You dont have class today. You need something to…",False,"[0, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,58,0,False,False,en,[],[],"[{'screen_name': 'fuentbu1', 'name': 'Chris Fuentes', 'id': 346879216, 'id_str': '346879216', 'indices': [3, 12]}, {'screen_name': 'Baylor', 'name': 'Baylor University', 'id': 21039814, 'id_str': '21039814', 'indices': [19, 26]}, {'screen_name': 'BaylorMBB', 'name': 'Baylor Basketball', 'id': 21461392, 'id_str': '21461392', 'indices': [43, 53]}]",[],en,recent,146190922,146190922,Kim Heaton,jkheaton318,"Texas, USA","Wife, Mom, Christ-follower, Africa-lover, Baylor fan",,[],False,186,274,1,Thu May 20 20:37:30 +0000 2010,2203,,,False,False,456,,False,False,False,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/1219820894815707137/rC8suawI_normal.jpg,https://pbs.twimg.com/profile_images/1219820894815707137/rC8suawI_normal.jpg,,D02B55,829D5E,99CC33,3E4415,True,False,False,False,False,False,False,none,,Mon Jan 20 17:51:11 +0000 2020,1.2193164569256796e+18,1219316456925679617,"Dear @Baylor students,

Your @BaylorMBB team is the #1 team in the country. You dont have class today. You need something to do. Go fill the Ferrell and stand up, scream your head off and be excited to root for your school.

No reason there shouldn't be 10k in attendance tonight.",False,"[0, 280]",[],[],"[{'screen_name': 'Baylor', 'name': 'Baylor University', 'id': 21039814, 'id_str': '21039814', 'indices': [5, 12]}, {'screen_name': 'BaylorMBB', 'name': 'Baylor Basketball', 'id': 21461392, 'id_str': '21461392', 'indices': [29, 39]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,346879216.0,346879216,Chris Fuentes,fuentbu1,,,,,[],False,660.0,465.0,10.0,Mon Aug 01 23:55:57 +0000 2011,3600.0,,,True,False,1943.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/817771453751902209/TpCMnS9r_normal.jpg,https://pbs.twimg.com/profile_images/817771453751902209/TpCMnS9r_normal.jpg,https://pbs.twimg.com/profile_banners/346879216/1483806975,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,58.0,641.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Mon Jan 20 19:30:24 +0000 2020,1219341424111554561,1219341424111554561,Loved seeing @BaylorCoachRod and @CoachBoland at @CoachDaveAranda introduction press conference...just another example of how awesome it is being a part of @Baylor nation!! #SicEm,False,"[0, 179]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,29,False,False,en,"[{'text': 'SicEm', 'indices': [173, 179]}]",[],"[{'screen_name': 'BaylorCoachRod', 'name': 'Steve Rodriguez', 'id': 244344183, 'id_str': '244344183', 'indices': [13, 28]}, {'screen_name': 'CoachBoland', 'name': 'Brian Boland', 'id': 2930047799, 'id_str': '2930047799', 'indices': [33, 45]}, {'screen_name': 'CoachDaveAranda', 'name': 'Dave Aranda', 'id': 1194798505, 'id_str': '1194798505', 'indices': [49, 65]}, {'screen_name': 'Baylor', 'name': 'Baylor University', 'id': 21039814, 'id_str': '21039814', 'indices': [156, 163]}]",[],en,recent,336628767,336628767,Arelena,bu_arelena,"Waco, TX",Baylor Alum. Teacher. Sports Fan ⚾️🏀🏈⛳️⚽️,,[],False,252,493,7,Sat Jul 16 16:37:24 +0000 2011,54966,,,True,False,15102,,False,False,False,45363C,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/882101986501505024/7T-vTiqz_normal.jpg,https://pbs.twimg.com/profile_images/882101986501505024/7T-vTiqz_normal.jpg,https://pbs.twimg.com/profile_banners/336628767/1550328989,9B734B,FFFFFF,AD9986,9E2052,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Mon Jan 20 19:26:04 +0000 2020,1219340334045548551,1219340334045548551,"@SarahRogersBU @CoachDaveAranda Every journey starts with a touch of insecurity. This morning, the @baylor family learned that continuity prevailed. @CoachDaveAranda is @CoachMattRhule from the other coast...the course is the same &amp; the rudder is stable. #SicEm",False,"[32, 265]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2193133320936694e+18,1219313332093669376,799288100.0,799288100,SarahRogersBU,,,,,False,0,3,False,False,en,"[{'text': 'SicEm', 'indices': [259, 265]}]",[],"[{'screen_name': 'SarahRogersBU', 'name': 'Sarah Rogers', 'id': 799288100, 'id_str': '799288100', 'indices': [0, 14]}, {'screen_name': 'CoachDaveAranda', 'name': 'Dave Aranda', 'id': 1194798505, 'id_str': '1194798505', 'indices': [15, 31]}, {'screen_name': 'Baylor', 'name': 'Baylor University', 'id': 21039814, 'id_str': '21039814', 'indices': [99, 106]}, {'screen_name': 'CoachDaveAranda', 'name': 'Dave Aranda', 'id': 1194798505, 'id_str': '1194798505', 'indices': [149, 165]}, {'screen_name': 'CoachMattRhule', 'name': 'Matt Rhule', 'id': 1051811257, 'id_str': '1051811257', 'indices': [169, 184]}]",[],en,recent,4854474343,4854474343,Scott Hatfield,SirRitzWaverly,"Dallas, TX","short, blind, bald, deaf & old.  Alum of Brazoswood High School, Howard College (Big Spring TX) and University of North Texas. One fancy cracker.",,[],False,67,458,0,Wed Feb 03 14:18:27 +0000 2016,9890,,,True,False,1966,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/933027678570946560/tyno40dD_normal.jpg,https://pbs.twimg.com/profile_images/933027678570946560/tyno40dD_normal.jpg,,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Mon Jan 20 19:02:31 +0000 2020,1219334407481364488,1219334407481364488,"RT @fuentbu1: Dear @Baylor students,

Your @BaylorMBB team is the #1 team in the country. You dont have class today. You need something to…",False,"[0, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,58,0,False,False,en,[],[],"[{'screen_name': 'fuentbu1', 'name': 'Chris Fuentes', 'id': 346879216, 'id_str': '346879216', 'indices': [3, 12]}, {'screen_name': 'Baylor', 'name': 'Baylor University', 'id': 21039814, 'id_str': '21039814', 'indices': [19, 26]}, {'screen_name': 'BaylorMBB', 'name': 'Baylor Basketball', 'id': 21461392, 'id_str': '21461392', 'indices': [43, 53]}]",[],en,recent,465781834,465781834,Max Garner,MAXgBU21,"Austin, TX",I play too much golf. Baylor Baseball Alum. #ScruffsLegend,https://t.co/XaoeU8ODL2,[],False,1203,1655,27,Mon Jan 16 18:44:15 +0000 2012,46133,,,True,False,47440,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1198619220738744320/j4LLiPWe_normal.jpg,https://pbs.twimg.com/profile_images/1198619220738744320/j4LLiPWe_normal.jpg,https://pbs.twimg.com/profile_banners/465781834/1574608068,000000,000000,F1F4F6,25923B,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/XaoeU8ODL2', 'expanded_url': 'http://www.wickelfischusa.com', 'display_url': 'wickelfischusa.com', 'indices': [0, 23]}]",Mon Jan 20 17:51:11 +0000 2020,1.2193164569256796e+18,1219316456925679617,"Dear @Baylor students,

Your @BaylorMBB team is the #1 team in the country. You dont have class today. You need something to do. Go fill the Ferrell and stand up, scream your head off and be excited to root for your school.

No reason there shouldn't be 10k in attendance tonight.",False,"[0, 280]",[],[],"[{'screen_name': 'Baylor', 'name': 'Baylor University', 'id': 21039814, 'id_str': '21039814', 'indices': [5, 12]}, {'screen_name': 'BaylorMBB', 'name': 'Baylor Basketball', 'id': 21461392, 'id_str': '21461392', 'indices': [29, 39]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,346879216.0,346879216,Chris Fuentes,fuentbu1,,,,,[],False,660.0,465.0,10.0,Mon Aug 01 23:55:57 +0000 2011,3600.0,,,True,False,1943.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/817771453751902209/TpCMnS9r_normal.jpg,https://pbs.twimg.com/profile_images/817771453751902209/TpCMnS9r_normal.jpg,https://pbs.twimg.com/profile_banners/346879216/1483806975,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,58.0,641.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Mon Jan 20 19:02:18 +0000 2020,1219334351277699072,1219334351277699072,"RT @fuentbu1: Dear @Baylor students,

Your @BaylorMBB team is the #1 team in the country. You dont have class today. You need something to…",False,"[0, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,58,0,False,False,en,[],[],"[{'screen_name': 'fuentbu1', 'name': 'Chris Fuentes', 'id': 346879216, 'id_str': '346879216', 'indices': [3, 12]}, {'screen_name': 'Baylor', 'name': 'Baylor University', 'id': 21039814, 'id_str': '21039814', 'indices': [19, 26]}, {'screen_name': 'BaylorMBB', 'name': 'Baylor Basketball', 'id': 21461392, 'id_str': '21461392', 'indices': [43, 53]}]",[],en,recent,2964983820,2964983820,Brandon Ellsworth,its_b_ells,"Lake Travis, Tx",I leak sarcasm and I’m a ninja at being a Baylor fan #2020ish,,[],False,183,331,2,Thu Jan 08 04:36:41 +0000 2015,945,,,True,False,2009,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1193949993486426113/H0ux9Dr0_normal.jpg,https://pbs.twimg.com/profile_images/1193949993486426113/H0ux9Dr0_normal.jpg,https://pbs.twimg.com/profile_banners/2964983820/1445832896,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,Mon Jan 20 17:51:11 +0000 2020,1.2193164569256796e+18,1219316456925679617,"Dear @Baylor students,

Your @BaylorMBB team is the #1 team in the country. You dont have class today. You need something to do. Go fill the Ferrell and stand up, scream your head off and be excited to root for your school.

No reason there shouldn't be 10k in attendance tonight.",False,"[0, 280]",[],[],"[{'screen_name': 'Baylor', 'name': 'Baylor University', 'id': 21039814, 'id_str': '21039814', 'indices': [5, 12]}, {'screen_name': 'BaylorMBB', 'name': 'Baylor Basketball', 'id': 21461392, 'id_str': '21461392', 'indices': [29, 39]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,346879216.0,346879216,Chris Fuentes,fuentbu1,,,,,[],False,660.0,465.0,10.0,Mon Aug 01 23:55:57 +0000 2011,3600.0,,,True,False,1943.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/817771453751902209/TpCMnS9r_normal.jpg,https://pbs.twimg.com/profile_images/817771453751902209/TpCMnS9r_normal.jpg,https://pbs.twimg.com/profile_banners/346879216/1483806975,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,58.0,641.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Mon Jan 20 18:42:22 +0000 2020,1219329335695421441,1219329335695421441,"RT @fuentbu1: Dear @Baylor students,

Your @BaylorMBB team is the #1 team in the country. You dont have class today. You need something to…",False,"[0, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,58,0,False,False,en,[],[],"[{'screen_name': 'fuentbu1', 'name': 'Chris Fuentes', 'id': 346879216, 'id_str': '346879216', 'indices': [3, 12]}, {'screen_name': 'Baylor', 'name': 'Baylor University', 'id': 21039814, 'id_str': '21039814', 'indices': [19, 26]}, {'screen_name': 'BaylorMBB', 'name': 'Baylor Basketball', 'id': 21461392, 'id_str': '21461392', 'indices': [43, 53]}]",[],en,recent,2268105901,2268105901,Wendy Steele,wendysteele55,,"Loves: God, Family, Friends, Baylor Bears, ChicagoOne And GH!",,[],False,114,673,1,Mon Dec 30 00:51:56 +0000 2013,12252,,,True,False,2351,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/883866542785667072/1wXv2JXZ_normal.jpg,https://pbs.twimg.com/profile_images/883866542785667072/1wXv2JXZ_normal.jpg,https://pbs.twimg.com/profile_banners/2268105901/1420179427,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,Mon Jan 20 17:51:11 +0000 2020,1.2193164569256796e+18,1219316456925679617,"Dear @Baylor students,

Your @BaylorMBB team is the #1 team in the country. You dont have class today. You need something to do. Go fill the Ferrell and stand up, scream your head off and be excited to root for your school.

No reason there shouldn't be 10k in attendance tonight.",False,"[0, 280]",[],[],"[{'screen_name': 'Baylor', 'name': 'Baylor University', 'id': 21039814, 'id_str': '21039814', 'indices': [5, 12]}, {'screen_name': 'BaylorMBB', 'name': 'Baylor Basketball', 'id': 21461392, 'id_str': '21461392', 'indices': [29, 39]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,346879216.0,346879216,Chris Fuentes,fuentbu1,,,,,[],False,660.0,465.0,10.0,Mon Aug 01 23:55:57 +0000 2011,3600.0,,,True,False,1943.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/817771453751902209/TpCMnS9r_normal.jpg,https://pbs.twimg.com/profile_images/817771453751902209/TpCMnS9r_normal.jpg,https://pbs.twimg.com/profile_banners/346879216/1483806975,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,58.0,641.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,,,,
