,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,retweeted_status.user.entities.url.urls,geo.type,geo.coordinates,coordinates.type,coordinates.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,possibly_sensitive
67,Fri Jan 24 22:55:45 +0000 2020,1220842653731999744,1220842653731999744,@Ashley_Promyse @yorkuniversity @SchulichSchool @SchulichExecEd Thanks Ashley!,False,"[64, 78]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220838848592302e+18,1220838848592302083,8.597870327128392e+17,859787032712839168,Ashley_Promyse,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Ashley_Promyse', 'name': 'Ashley Fox', 'id': 859787032712839168, 'id_str': '859787032712839168', 'indices': [0, 15]}, {'screen_name': 'yorkuniversity', 'name': 'York University', 'id': 4836947526, 'id_str': '4836947526', 'indices': [16, 31]}, {'screen_name': 'SchulichSchool', 'name': 'Schulich School of Business', 'id': 55309127, 'id_str': '55309127', 'indices': [32, 47]}, {'screen_name': 'SchulichExecEd', 'name': 'Schulich Exec. Edu.', 'id': 399490489, 'id_str': '399490489', 'indices': [48, 63]}]",[],en,recent,997933441743122432,997933441743122432,Kate Ducak,KateDucak,"Guelph, Ontario",gerontologist / change agent / care partner / collaboration enthusiast / inclusive ally / empathetic / optimist / lifelong learner / @McMasterU alumni / she/her,https://t.co/6eGSkp07QK,[],False,409,519,2,Sat May 19 20:14:08 +0000 2018,4239,,,True,False,1062,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/997935695170686976/QMVa7TJs_normal.jpg,https://pbs.twimg.com/profile_images/997935695170686976/QMVa7TJs_normal.jpg,https://pbs.twimg.com/profile_banners/997933441743122432/1526761578,981CEB,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/6eGSkp07QK', 'expanded_url': 'https://www.linkedin.com/in/kateducak', 'display_url': 'linkedin.com/in/kateducak', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,
77,Fri Jan 24 20:10:58 +0000 2020,1220801185877241859,1220801185877241859,@Caroli_Isautier @blocksidewalk @yorkuniversity @sidewalklabs Pls ask @STS_YorkU,False,"[62, 80]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220797908871721e+18,1220797908871720967,394583858.0,394583858,Caroli_Isautier,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Caroli_Isautier', 'name': 'Caroline Isautier', 'id': 394583858, 'id_str': '394583858', 'indices': [0, 16]}, {'screen_name': 'blocksidewalk', 'name': '#BlockSidewalk', 'id': 1106703325330722816, 'id_str': '1106703325330722816', 'indices': [17, 31]}, {'screen_name': 'yorkuniversity', 'name': 'York University', 'id': 4836947526, 'id_str': '4836947526', 'indices': [32, 47]}, {'screen_name': 'sidewalklabs', 'name': 'Sidewalk Labs', 'id': 3235342814, 'id_str': '3235342814', 'indices': [48, 61]}, {'screen_name': 'STS_YorkU', 'name': 'STS York University', 'id': 244132271, 'id_str': '244132271', 'indices': [70, 80]}]",[],en,recent,841420485367877632,841420485367877632,Anna Artyushina,socioanna,"Toronto, Ontario","PhD Candidate @STS_YorkU I study #datarights #governance, and #smartcities Reach me at artanna[at]https://t.co/tOk2far1sj",https://t.co/2V89KwZoUk,"[{'url': 'https://t.co/tOk2far1sj', 'expanded_url': 'http://yorku.ca', 'display_url': 'yorku.ca', 'indices': [98, 121]}]",False,284,397,4,Mon Mar 13 22:47:31 +0000 2017,2160,,,False,False,991,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1215673642543210497/pRwdjT5Q_normal.jpg,https://pbs.twimg.com/profile_images/1215673642543210497/pRwdjT5Q_normal.jpg,https://pbs.twimg.com/profile_banners/841420485367877632/1542210390,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/2V89KwZoUk', 'expanded_url': 'https://www.researchgate.net/profile/Anna_Artyushina', 'display_url': 'researchgate.net/profile/Anna_A…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,
79,Fri Jan 24 19:16:22 +0000 2020,1220787444926251008,1220787444926251008,@yorkuniversity Thank you !!!! 🙌,False,"[16, 32]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207835426339348e+18,1220783542633934848,4836947526.0,4836947526,yorkuniversity,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'yorkuniversity', 'name': 'York University', 'id': 4836947526, 'id_str': '4836947526', 'indices': [0, 15]}]",[],en,recent,883481821182177281,883481821182177281,YSpace,YSpaceYU,"Markham, Ontario","YSpace is York University's #YorkRegion innovation community hub located in #Markham. We engage and support youth, entrepreneurs, and innovators in the region.",https://t.co/cWIj1Wkstq,[],False,1052,450,26,Sat Jul 08 00:24:15 +0000 2017,3485,,,True,False,2319,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/982032205127081985/bblamXpC_normal.jpg,https://pbs.twimg.com/profile_images/982032205127081985/bblamXpC_normal.jpg,https://pbs.twimg.com/profile_banners/883481821182177281/1524678541,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/cWIj1Wkstq', 'expanded_url': 'http://www.YSpaceYU.com', 'display_url': 'YSpaceYU.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,
85,Fri Jan 24 17:57:16 +0000 2020,1220767538830856192,1220767538830856192,@rdamgaming @yorkuniversity We responded to your DM after first taking the time to directly contact management at Student Accessibility Services to ensure that prompt action is taken to address your concerns and get your accommodations in place. Please see the DM for details about what to expect next.,False,"[28, 302]","<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>",1.220750264480813e+18,1220750264480813058,1.0894291903849226e+18,1089429190384922625,rdamgaming,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'rdamgaming', 'name': 'GoRiLLa RDAM🦍', 'id': 1089429190384922625, 'id_str': '1089429190384922625', 'indices': [0, 11]}, {'screen_name': 'yorkuniversity', 'name': 'York University', 'id': 4836947526, 'id_str': '4836947526', 'indices': [12, 27]}]",[],en,recent,14294699,14294699,York University Students,yorkustudents,"Toronto, Ontario, Canada","The official YorkU Students community, a channel dedicated to student-focused information for future and current YorkU students.",https://t.co/VWLSv1B7Fz,[],False,46722,594,800,Thu Apr 03 16:39:58 +0000 2008,3877,,,True,True,16347,,False,False,False,CC092F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208130596523978759/7Z-c0Mmz_normal.jpg,https://pbs.twimg.com/profile_images/1208130596523978759/7Z-c0Mmz_normal.jpg,https://pbs.twimg.com/profile_banners/14294699/1578315963,AA0827,000000,DADADA,0D0A0A,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/VWLSv1B7Fz', 'expanded_url': 'http://futurestudents.yorku.ca', 'display_url': 'futurestudents.yorku.ca', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,
87,Fri Jan 24 17:23:53 +0000 2020,1220759136998174721,1220759136998174721,"@bellandwhislte @abouddandachi @JustinTrudeau @yorkuniversity ""True Semitic Jews are of Arab descent"" lol SUCH BS.
if anything,true muslims are of jewish descent.",False,"[62, 162]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.1980270561493402e+18,1198027056149340160,3082392626.0,3082392626,bellandwhislte,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'bellandwhislte', 'name': 'Tin Man', 'id': 3082392626, 'id_str': '3082392626', 'indices': [0, 15]}, {'screen_name': 'abouddandachi', 'name': 'Aboud Dandachi', 'id': 1865005212, 'id_str': '1865005212', 'indices': [16, 30]}, {'screen_name': 'JustinTrudeau', 'name': 'Justin Trudeau', 'id': 14260960, 'id_str': '14260960', 'indices': [31, 45]}, {'screen_name': 'yorkuniversity', 'name': 'York University', 'id': 4836947526, 'id_str': '4836947526', 'indices': [46, 61]}]",[],en,recent,1202184826247352320,1202184826247352320,Scarlet,Scarlet16194290,,"24 y/o, computer sciennce student
Weeb shitposter",,[],False,1,33,0,Wed Dec 04 11:16:19 +0000 2019,46,,,False,False,24,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1202184902831161344/rTdFgMeV_normal.jpg,https://pbs.twimg.com/profile_images/1202184902831161344/rTdFgMeV_normal.jpg,https://pbs.twimg.com/profile_banners/1202184826247352320/1575458998,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Thu Jan 23 18:48:19 +0000 2020,1220417998407770112,1220417998407770112,"@rdamgaming @yorkuniversity We're unable to connect with you by DM, so if you could please send us a message, we'll get this resolved for you.",False,"[28, 142]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220415463651451e+18,1220415463651450881,14294699.0,14294699,yorkustudents,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'rdamgaming', 'name': 'GoRiLLa RDAM🦍', 'id': 1089429190384922625, 'id_str': '1089429190384922625', 'indices': [0, 11]}, {'screen_name': 'yorkuniversity', 'name': 'York University', 'id': 4836947526, 'id_str': '4836947526', 'indices': [12, 27]}]",[],en,recent,14294699,14294699,York University Students,yorkustudents,"Toronto, Ontario, Canada","The official YorkU Students community, a channel dedicated to student-focused information for future and current YorkU students.",https://t.co/VWLSv1B7Fz,[],False,46722,594,800,Thu Apr 03 16:39:58 +0000 2008,3877,,,True,True,16347,,False,False,False,CC092F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208130596523978759/7Z-c0Mmz_normal.jpg,https://pbs.twimg.com/profile_images/1208130596523978759/7Z-c0Mmz_normal.jpg,https://pbs.twimg.com/profile_banners/14294699/1578315963,AA0827,000000,DADADA,0D0A0A,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/VWLSv1B7Fz', 'expanded_url': 'http://futurestudents.yorku.ca', 'display_url': 'futurestudents.yorku.ca', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,
165,Thu Jan 23 18:38:15 +0000 2020,1220415463651450881,1220415463651450881,@rdamgaming @yorkuniversity Hi there! Thanks for reaching out - we're happy to help. Will DM you to get more information and help resolve this.,False,"[28, 143]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.22039895185528e+18,1220398951855280128,1.0894291903849226e+18,1089429190384922625,rdamgaming,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'rdamgaming', 'name': 'GoRiLLa RDAM🦍', 'id': 1089429190384922625, 'id_str': '1089429190384922625', 'indices': [0, 11]}, {'screen_name': 'yorkuniversity', 'name': 'York University', 'id': 4836947526, 'id_str': '4836947526', 'indices': [12, 27]}]",[],en,recent,14294699,14294699,York University Students,yorkustudents,"Toronto, Ontario, Canada","The official YorkU Students community, a channel dedicated to student-focused information for future and current YorkU students.",https://t.co/VWLSv1B7Fz,[],False,46722,594,800,Thu Apr 03 16:39:58 +0000 2008,3877,,,True,True,16347,,False,False,False,CC092F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208130596523978759/7Z-c0Mmz_normal.jpg,https://pbs.twimg.com/profile_images/1208130596523978759/7Z-c0Mmz_normal.jpg,https://pbs.twimg.com/profile_banners/14294699/1578315963,AA0827,000000,DADADA,0D0A0A,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/VWLSv1B7Fz', 'expanded_url': 'http://futurestudents.yorku.ca', 'display_url': 'futurestudents.yorku.ca', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,
173,Thu Jan 23 14:24:57 +0000 2020,1220351719919497218,1220351719919497218,"@CP24 What’s with all the violence towards women at York U?! @yorkuniversity 
Sexual assaults, stabbings... went there 14 years ago and the headlines haven’t changed!",False,"[6, 166]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220190003336106e+18,1220190003336105984,19636948.0,19636948,CP24,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'CP24', 'name': 'CP24', 'id': 19636948, 'id_str': '19636948', 'indices': [0, 5]}, {'screen_name': 'yorkuniversity', 'name': 'York University', 'id': 4836947526, 'id_str': '4836947526', 'indices': [61, 76]}]",[],en,recent,834904420353703936,834904420353703936,Larissa Alszegi,Lalaszegi,,"BSS Criminal Justice | Humber College Alumni | Mom, Brazilian-Canadian, Science/History geek",,[],False,143,393,1,Thu Feb 23 23:15:00 +0000 2017,20526,,,True,False,1612,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1003357391272927232/NMjCHqVG_normal.jpg,https://pbs.twimg.com/profile_images/1003357391272927232/NMjCHqVG_normal.jpg,https://pbs.twimg.com/profile_banners/834904420353703936/1528054027,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Thu Jan 23 13:38:15 +0000 2020,1220339965462269954,1220339965462269954,@nocoffeenocode @CodeFirstGirls @yorkunisu @yorkuniversity Hi Leanne! Thanks for reaching out - if you DM me we can chat further!,False,"[59, 129]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203395211932262e+18,1220339521193226241,1.0937762805652685e+18,1093776280565268480,nocoffeenocode,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'nocoffeenocode', 'name': 'Leanne Hobbs', 'id': 1093776280565268480, 'id_str': '1093776280565268480', 'indices': [0, 15]}, {'screen_name': 'CodeFirstGirls', 'name': 'Code First Girls', 'id': 2147575780, 'id_str': '2147575780', 'indices': [16, 31]}, {'screen_name': 'yorkunisu', 'name': 'YUSU', 'id': 14325919, 'id_str': '14325919', 'indices': [32, 42]}, {'screen_name': 'yorkuniversity', 'name': 'York University', 'id': 4836947526, 'id_str': '4836947526', 'indices': [43, 58]}]",[],en,recent,78991326,78991326,Fiona Yelland,fiona_yelland,"London, England",Programmes @codefirstgirls | @univofstandrews & @KingsCollegeLon Alum | YA for @MeningitisNow | Occasional Freelance Educator/Musician | 🏴󠁧󠁢󠁳󠁣󠁴󠁿,,[],False,414,304,7,Thu Oct 01 20:03:01 +0000 2009,1942,,,False,False,1016,,False,False,False,3B44EB,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1113409770130747392/dZPLUBMU_normal.jpg,https://pbs.twimg.com/profile_images/1113409770130747392/dZPLUBMU_normal.jpg,https://pbs.twimg.com/profile_banners/78991326/1553162671,FAB81E,FFFFFF,7AC3EE,3D1957,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Thu Jan 23 12:50:24 +0000 2020,1220327922600488961,1220327922600488961,@drspacejunk Space archaeology is a thing?! ( Studying anthropology at @yorkuniversity and big time space enthusiast and citizen scientist). Cool about Australis Oscar 5! Not cleat how she was launched.,False,"[13, 202]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220319642205352e+18,1220319642205351938,192511759.0,192511759,drspacejunk,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'drspacejunk', 'name': 'Alice Gorman', 'id': 192511759, 'id_str': '192511759', 'indices': [0, 12]}, {'screen_name': 'yorkuniversity', 'name': 'York University', 'id': 4836947526, 'id_str': '4836947526', 'indices': [71, 86]}]",[],en,recent,39822619,39822619,Katrina,Astro_yyz,"Toronto, Ontario","Aussie/Canuck, astronomy/rockets/science/ancient things, geek, RMT, RASCal, student at @yorkuniversity. SJW. Environmentalist. She/her. Immigrant.",,[],False,2502,1752,161,Wed May 13 20:12:40 +0000 2009,10757,,,False,False,19892,,False,False,False,020812,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/378800000726967835/a6c0406264da35c3744797837b8ac6f2_normal.jpeg,https://pbs.twimg.com/profile_images/378800000726967835/a6c0406264da35c3744797837b8ac6f2_normal.jpeg,https://pbs.twimg.com/profile_banners/39822619/1528051999,17406C,2280A9,020812,2280A9,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Thu Jan 23 12:16:44 +0000 2020,1220319453767925760,1220319453767925760,"Second call-out of the week for @CodeFirstGirls 

📢 Looking for people interested in instructing an Intro to Web Development course at @yorkunisu @yorkuniversity
 
Twitter, help me find lovely volunteers who want to support #womenintech at our *new* 2020 location! ⭐️",False,"[0, 267]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,6,4,False,False,en,"[{'text': 'womenintech', 'indices': [224, 236]}]",[],"[{'screen_name': 'CodeFirstGirls', 'name': 'Code First Girls', 'id': 2147575780, 'id_str': '2147575780', 'indices': [32, 47]}, {'screen_name': 'yorkunisu', 'name': 'YUSU', 'id': 14325919, 'id_str': '14325919', 'indices': [135, 145]}, {'screen_name': 'yorkuniversity', 'name': 'York University', 'id': 4836947526, 'id_str': '4836947526', 'indices': [146, 161]}]",[],en,recent,78991326,78991326,Fiona Yelland,fiona_yelland,"London, England",Programmes @codefirstgirls | @univofstandrews & @KingsCollegeLon Alum | YA for @MeningitisNow | Occasional Freelance Educator/Musician | 🏴󠁧󠁢󠁳󠁣󠁴󠁿,,[],False,414,304,7,Thu Oct 01 20:03:01 +0000 2009,1942,,,False,False,1016,,False,False,False,3B44EB,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1113409770130747392/dZPLUBMU_normal.jpg,https://pbs.twimg.com/profile_images/1113409770130747392/dZPLUBMU_normal.jpg,https://pbs.twimg.com/profile_banners/78991326/1553162671,FAB81E,FFFFFF,7AC3EE,3D1957,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Thu Jan 23 09:16:44 +0000 2020,1220274152403341312,1220274152403341312,"@hockeyfan12342 @WikiWomenInRed @yorkuniversity @Wikipedia I read once how women wore outrageous clothing in them days... ""aux henin"" is what I remember as the battle cry of the righteous men... the more things change, the more they stay the same",False,"[59, 246]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2202370445485384e+18,1220237044548538368,1.0918267351825654e+18,1091826735182565377,hockeyfan12342,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'hockeyfan12342', 'name': 'WikipediaEditor', 'id': 1091826735182565377, 'id_str': '1091826735182565377', 'indices': [0, 15]}, {'screen_name': 'WikiWomenInRed', 'name': 'Women in Red', 'id': 3283774369, 'id_str': '3283774369', 'indices': [16, 31]}, {'screen_name': 'yorkuniversity', 'name': 'York University', 'id': 4836947526, 'id_str': '4836947526', 'indices': [32, 47]}, {'screen_name': 'Wikipedia', 'name': 'Wikipedia', 'id': 86390214, 'id_str': '86390214', 'indices': [48, 58]}]",[],en,recent,49766535,49766535,Gerard Meijssen,GerardMeijssen,,"wikis, languages and dictionaries but also science and bringing it to you",http://t.co/3ftNocVpYt,[],False,1017,211,89,Mon Jun 22 21:09:21 +0000 2009,9273,,,False,False,9597,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1738943678/Gerard_Meijssen_normal.jpg,https://pbs.twimg.com/profile_images/1738943678/Gerard_Meijssen_normal.jpg,https://pbs.twimg.com/profile_banners/49766535/1370448608,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/3ftNocVpYt', 'expanded_url': 'http://ultimategerardm.blogspot.com', 'display_url': 'ultimategerardm.blogspot.com', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,
186,Thu Jan 23 04:11:40 +0000 2020,1220197382710878208,1220197382710878208,"The cutting of the GO transit/ TTC discount will make car travel (including parking) cheaper than taking public transit in many cases. Time for @yorkuniversity to bring back busses to the busloop instead of forcing students to pay double for GO transit and TTC, or reimburse them.",False,"[0, 280]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'yorkuniversity', 'name': 'York University', 'id': 4836947526, 'id_str': '4836947526', 'indices': [144, 159]}]",[],en,recent,470832885,470832885,Peter Lachowicz,skateshark99,"Oshawa, Ontario",Social & Political Thought doctoral student at York University. Research = Heidegger + cyberspace communication + distracted driving,,[],False,91,260,0,Sun Jan 22 06:09:18 +0000 2012,2036,,,False,False,3087,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1136626065399566338/mzjnvYZ3_normal.jpg,https://pbs.twimg.com/profile_images/1136626065399566338/mzjnvYZ3_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
