,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
8,Sat Jan 25 12:33:21 +0000 2020,1221048409206988800,1221048409206988800,@UofLPresNeeli @uofl @pfizer Love what you and the University are doing Dr. B!,False,"[29, 78]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.220439377547006e+18,1220439377547005952,315316508.0,315316508,UofLPresNeeli,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UofLPresNeeli', 'name': 'Neeli Bendapudi', 'id': 315316508, 'id_str': '315316508', 'indices': [0, 14]}, {'screen_name': 'uofl', 'name': 'University of Louisville', 'id': 39566272, 'id_str': '39566272', 'indices': [15, 20]}, {'screen_name': 'pfizer', 'name': 'Pfizer Inc.', 'id': 56488059, 'id_str': '56488059', 'indices': [21, 28]}]",[],en,recent,1450070276,1450070276,Larry Woodward,ljwood02,"Louisville, KY",Major University of LOUISVILLE fan.  Love all sports!,,,[],False,59,286,0,Wed May 22 22:59:48 +0000 2013,758,,,True,False,163,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/733757419352772608/dh4O7y2M_normal.jpg,https://pbs.twimg.com/profile_images/733757419352772608/dh4O7y2M_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Sat Jan 25 10:37:20 +0000 2020,1221019211767730176,1221019211767730176,RT @UofLPresNeeli: I am so proud of today's announcement that @UofL has been selected by @pfizer to be a first-of-its-kind Center of Excell…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,26,0,False,False,en,[],[],"[{'screen_name': 'UofLPresNeeli', 'name': 'Neeli Bendapudi', 'id': 315316508, 'id_str': '315316508', 'indices': [3, 17]}, {'screen_name': 'uofl', 'name': 'University of Louisville', 'id': 39566272, 'id_str': '39566272', 'indices': [62, 67]}, {'screen_name': 'pfizer', 'name': 'Pfizer Inc.', 'id': 56488059, 'id_str': '56488059', 'indices': [89, 96]}]",[],en,recent,2418164268,2418164268,Lisa McClure,lisavb13,,"Cards Mom(U of L & Mentor), wife, BGSU volleyball Alum,PT,hoops fan.",,,[],False,243,355,3,Sun Mar 30 00:14:35 +0000 2014,9168,,,True,False,1258,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/520382916938190848/imaNIZaJ_normal.jpeg,https://pbs.twimg.com/profile_images/520382916938190848/imaNIZaJ_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Thu Jan 23 20:13:16 +0000 2020,1.220439377547006e+18,1220439377547005952,I am so proud of today's announcement that @UofL has been selected by @pfizer to be a first-of-its-kind Center of Excellence to conduct innovative biomedical research. (1/3),False,"[0, 173]",[],[],"[{'screen_name': 'uofl', 'name': 'University of Louisville', 'id': 39566272, 'id_str': '39566272', 'indices': [43, 48]}, {'screen_name': 'pfizer', 'name': 'Pfizer Inc.', 'id': 56488059, 'id_str': '56488059', 'indices': [70, 77]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,315316508.0,315316508,Neeli Bendapudi,UofLPresNeeli,"Louisville, KY","University of Louisville President, formerly University of Kansas Provost and EVC, and KU School of Business H.D. Price Dean and marketing professor",https://t.co/DIT7Oppsxt,"[{'url': 'https://t.co/DIT7Oppsxt', 'expanded_url': 'http://Louisville.edu', 'display_url': 'Louisville.edu', 'indices': [0, 23]}]",[],False,10898.0,356.0,91.0,Sat Jun 11 17:22:04 +0000 2011,5276.0,,,True,False,5358.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1029452719206146049/eIcsWnIT_normal.jpg,https://pbs.twimg.com/profile_images/1029452719206146049/eIcsWnIT_normal.jpg,https://pbs.twimg.com/profile_banners/315316508/1525122757,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,26.0,304.0,False,False,en,https://pbs.twimg.com/profile_banners/2418164268/1473817413,,,,,,,,,,,,,,,,,,,,
15,Sat Jan 25 00:28:00 +0000 2020,1220865869473112065,1220865869473112065,@BMSscienceteach @uofl That is awesome!,False,"[23, 39]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207960538149478e+18,1220796053814947840,1195528902.0,1195528902,BMSscienceteach,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'BMSscienceteach', 'name': 'Patrick Goff', 'id': 1195528902, 'id_str': '1195528902', 'indices': [0, 16]}, {'screen_name': 'uofl', 'name': 'University of Louisville', 'id': 39566272, 'id_str': '39566272', 'indices': [17, 22]}]",[],en,recent,875008292593991681,875008292593991681,Sylvie Garneau-Tsodikova,GTsodikova,"Lexington, KY",Prof Pharm Sci @UK_COP; Ass. Editor @MedChemComm; FRSC; #womeninSTEM; #SciArt; @aaas LeshnerFellow; #IfThenSheCan ambassador; @AACPharmacy ALFP Views=mine,https://t.co/iTx7QSfot5,"[{'url': 'https://t.co/iTx7QSfot5', 'expanded_url': 'http://orcid.org/0000-0002-7961-5555', 'display_url': 'orcid.org/0000-0002-7961…', 'indices': [0, 23]}]",[],False,6644,6250,66,Wed Jun 14 15:13:28 +0000 2017,53107,,,False,False,12170,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1190736985524178944/EXHsoS57_normal.jpg,https://pbs.twimg.com/profile_images/1190736985524178944/EXHsoS57_normal.jpg,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/875008292593991681/1572730344,,,,,,,,,,,,,,,,,,,,
16,Fri Jan 24 23:39:36 +0000 2020,1220853689612750848,1220853689612750848,"@UofLPresNeeli @uofl Looking forward to his official start. From everyone in @LouDiabObese :
Welcome to @uofl !",False,"[21, 111]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220791171753988e+18,1220791171753988096,315316508.0,315316508,UofLPresNeeli,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'UofLPresNeeli', 'name': 'Neeli Bendapudi', 'id': 315316508, 'id_str': '315316508', 'indices': [0, 14]}, {'screen_name': 'uofl', 'name': 'University of Louisville', 'id': 39566272, 'id_str': '39566272', 'indices': [15, 20]}, {'screen_name': 'LouDiabObese', 'name': 'ULDiabetesandObesity', 'id': 792079015943241728, 'id_str': '792079015943241728', 'indices': [77, 90]}, {'screen_name': 'uofl', 'name': 'University of Louisville', 'id': 39566272, 'id_str': '39566272', 'indices': [104, 109]}]",[],en,recent,32752197,32752197,Steve Jones,StevenPJones,"Louisville, KY",Cardiovascular scientist. Just personal opinions; no official positions/endorsements. ALL are welcome.,https://t.co/bfEWld8nyS,"[{'url': 'https://t.co/bfEWld8nyS', 'expanded_url': 'https://louisville.edu/doc', 'display_url': 'louisville.edu/doc', 'indices': [0, 23]}]",[],False,295,257,1,Sat Apr 18 03:01:28 +0000 2009,614,,,False,False,152,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1050451692720771072/Ydw5DgLX_normal.jpg,https://pbs.twimg.com/profile_images/1050451692720771072/Ydw5DgLX_normal.jpg,AD0000,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/32752197/1574429541,,,,,,,,,,,,,,,,,,,,
18,Fri Jan 24 19:50:35 +0000 2020,1220796053814947840,1220796053814947840,Got really good news yesterday about a scholarship for my daughter from @uofl They are moving up the list to her number one choice.,False,"[0, 131]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,21,False,False,en,[],[],"[{'screen_name': 'uofl', 'name': 'University of Louisville', 'id': 39566272, 'id_str': '39566272', 'indices': [72, 77]}]",[],en,recent,1195528902,1195528902,Patrick Goff,BMSscienceteach,,"Middle school science teacher, NBCT and science junkie. My blog as it is: https://t.co/bclqo9XrgO",,,"[{'url': 'https://t.co/bclqo9XrgO', 'expanded_url': 'http://patrickgoff1.wordpress.com', 'display_url': 'patrickgoff1.wordpress.com', 'indices': [74, 97]}]",False,3664,3899,159,Tue Feb 19 01:50:16 +0000 2013,38328,,,True,False,35826,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1149880366632587264/Yw3HV5FV_normal.jpg,https://pbs.twimg.com/profile_images/1149880366632587264/Yw3HV5FV_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1195528902/1562987819,6ffcf3b0b904bbcb,https://api.twitter.com/1.1/geo/id/6ffcf3b0b904bbcb.json,admin,Kentucky,"Kentucky, USA",US,United States,[],Polygon,"[[[-89.57151, 36.497129], [-81.964971, 36.497129], [-81.964971, 39.147359], [-89.57151, 39.147359]]]",,,,,,,,,,
20,Fri Jan 24 16:15:41 +0000 2020,1220741973210025986,1220741973210025986,@Lj_era8 @Mike_Hunter19 Someone else I’ve enjoy watching @benny_snell A UK alum.. They’ve made my football season... The best of both worlds @universityofky @uofl,False,"[24, 162]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2205381058218476e+18,1220538105821847557,155304222.0,155304222,AmyTyler2014,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Lj_era8', 'name': 'Lamar Jackson', 'id': 2157497975, 'id_str': '2157497975', 'indices': [0, 8]}, {'screen_name': 'Mike_Hunter19', 'name': 'Michael Hunter', 'id': 872772193, 'id_str': '872772193', 'indices': [9, 23]}, {'screen_name': 'benny_snell', 'name': 'Mr SNELL YA LATER👋🏾', 'id': 767887356, 'id_str': '767887356', 'indices': [57, 69]}, {'screen_name': 'universityofky', 'name': 'University of Kentucky', 'id': 34323121, 'id_str': '34323121', 'indices': [141, 156]}, {'screen_name': 'uofl', 'name': 'University of Louisville', 'id': 39566272, 'id_str': '39566272', 'indices': [157, 162]}]",[],en,recent,155304222,155304222,A.J Tyler,AmyTyler2014,"Kentucky, USA","Fiber Artist, Mom, Wife, BA Special Ed & MA.ED Library Sciences, Advocate, Lover of BOOKS! #thecrazyyarnlady",,,[],False,533,771,20,Sun Jun 13 19:16:48 +0000 2010,6183,,,True,False,7707,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1187869383500206082/WlFhm9Qy_normal.jpg,https://pbs.twimg.com/profile_images/1187869383500206082/WlFhm9Qy_normal.jpg,0084B4,BDDCAD,DDFFCC,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/155304222/1544161610,,,,,,,,,,,,,,,,,,,,
38,Fri Jan 24 00:28:57 +0000 2020,1220503721332871168,1220503721332871168,RT @UofLPresNeeli: I am so proud of today's announcement that @UofL has been selected by @pfizer to be a first-of-its-kind Center of Excell…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,26,0,False,False,en,[],[],"[{'screen_name': 'UofLPresNeeli', 'name': 'Neeli Bendapudi', 'id': 315316508, 'id_str': '315316508', 'indices': [3, 17]}, {'screen_name': 'uofl', 'name': 'University of Louisville', 'id': 39566272, 'id_str': '39566272', 'indices': [62, 67]}, {'screen_name': 'pfizer', 'name': 'Pfizer Inc.', 'id': 56488059, 'id_str': '56488059', 'indices': [89, 96]}]",[],en,recent,468688142,468688142,Scott LaJoie,aslajoie,United States,"My opinions my mine. Prof of Health Behavioral Sciences, Medical Decision Making researcher. Photographer. Dad. Husband. Former High School swimmer.",,,[],False,946,2141,53,Thu Jan 19 20:14:23 +0000 2012,26645,,,True,False,15694,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1045004209983279105/zt79pDKN_normal.jpg,https://pbs.twimg.com/profile_images/1045004209983279105/zt79pDKN_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Thu Jan 23 20:13:16 +0000 2020,1.220439377547006e+18,1220439377547005952,I am so proud of today's announcement that @UofL has been selected by @pfizer to be a first-of-its-kind Center of Excellence to conduct innovative biomedical research. (1/3),False,"[0, 173]",[],[],"[{'screen_name': 'uofl', 'name': 'University of Louisville', 'id': 39566272, 'id_str': '39566272', 'indices': [43, 48]}, {'screen_name': 'pfizer', 'name': 'Pfizer Inc.', 'id': 56488059, 'id_str': '56488059', 'indices': [70, 77]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,315316508.0,315316508,Neeli Bendapudi,UofLPresNeeli,"Louisville, KY","University of Louisville President, formerly University of Kansas Provost and EVC, and KU School of Business H.D. Price Dean and marketing professor",https://t.co/DIT7Oppsxt,"[{'url': 'https://t.co/DIT7Oppsxt', 'expanded_url': 'http://Louisville.edu', 'display_url': 'Louisville.edu', 'indices': [0, 23]}]",[],False,10898.0,356.0,91.0,Sat Jun 11 17:22:04 +0000 2011,5276.0,,,True,False,5358.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1029452719206146049/eIcsWnIT_normal.jpg,https://pbs.twimg.com/profile_images/1029452719206146049/eIcsWnIT_normal.jpg,https://pbs.twimg.com/profile_banners/315316508/1525122757,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,26.0,304.0,False,False,en,https://pbs.twimg.com/profile_banners/468688142/1577917145,,,,,,,,,,,,,,,,,,,,
44,Thu Jan 23 22:05:26 +0000 2020,1220467604210569225,1220467604210569225,RT @UofLPresNeeli: I am so proud of today's announcement that @UofL has been selected by @pfizer to be a first-of-its-kind Center of Excell…,False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,26,0,False,False,en,[],[],"[{'screen_name': 'UofLPresNeeli', 'name': 'Neeli Bendapudi', 'id': 315316508, 'id_str': '315316508', 'indices': [3, 17]}, {'screen_name': 'uofl', 'name': 'University of Louisville', 'id': 39566272, 'id_str': '39566272', 'indices': [62, 67]}, {'screen_name': 'pfizer', 'name': 'Pfizer Inc.', 'id': 56488059, 'id_str': '56488059', 'indices': [89, 96]}]",[],en,recent,1166577433,1166577433,Danimal,Lord_Chewie,Louisville,"Louisville Native, UofL alum and CARD FAN!, Brown School Bear. 49ers fan. Here for sports and memes mostly.",https://t.co/DL0NoS6Vzr,"[{'url': 'https://t.co/DL0NoS6Vzr', 'expanded_url': 'http://ninjaburger.com', 'display_url': 'ninjaburger.com', 'indices': [0, 23]}]",[],False,777,492,9,Sun Feb 10 17:59:09 +0000 2013,79707,,,True,False,38026,,False,False,False,022330,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3235816089/a84f16e174de0b5fb137ad72b9efd487_normal.jpeg,https://pbs.twimg.com/profile_images/3235816089/a84f16e174de0b5fb137ad72b9efd487_normal.jpeg,E81C4F,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,Thu Jan 23 20:13:16 +0000 2020,1.220439377547006e+18,1220439377547005952,I am so proud of today's announcement that @UofL has been selected by @pfizer to be a first-of-its-kind Center of Excellence to conduct innovative biomedical research. (1/3),False,"[0, 173]",[],[],"[{'screen_name': 'uofl', 'name': 'University of Louisville', 'id': 39566272, 'id_str': '39566272', 'indices': [43, 48]}, {'screen_name': 'pfizer', 'name': 'Pfizer Inc.', 'id': 56488059, 'id_str': '56488059', 'indices': [70, 77]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,315316508.0,315316508,Neeli Bendapudi,UofLPresNeeli,"Louisville, KY","University of Louisville President, formerly University of Kansas Provost and EVC, and KU School of Business H.D. Price Dean and marketing professor",https://t.co/DIT7Oppsxt,"[{'url': 'https://t.co/DIT7Oppsxt', 'expanded_url': 'http://Louisville.edu', 'display_url': 'Louisville.edu', 'indices': [0, 23]}]",[],False,10898.0,356.0,91.0,Sat Jun 11 17:22:04 +0000 2011,5276.0,,,True,False,5358.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1029452719206146049/eIcsWnIT_normal.jpg,https://pbs.twimg.com/profile_images/1029452719206146049/eIcsWnIT_normal.jpg,https://pbs.twimg.com/profile_banners/315316508/1525122757,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,26.0,304.0,False,False,en,https://pbs.twimg.com/profile_banners/1166577433/1561945807,,,,,,,,,,,,,,,,,,,,
45,Thu Jan 23 21:51:48 +0000 2020,1220464170413375488,1220464170413375488,RT @UofLPresNeeli: I am so proud of today's announcement that @UofL has been selected by @pfizer to be a first-of-its-kind Center of Excell…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,26,0,False,False,en,[],[],"[{'screen_name': 'UofLPresNeeli', 'name': 'Neeli Bendapudi', 'id': 315316508, 'id_str': '315316508', 'indices': [3, 17]}, {'screen_name': 'uofl', 'name': 'University of Louisville', 'id': 39566272, 'id_str': '39566272', 'indices': [62, 67]}, {'screen_name': 'pfizer', 'name': 'Pfizer Inc.', 'id': 56488059, 'id_str': '56488059', 'indices': [89, 96]}]",[],en,recent,915388225,915388225,Papa’sEvilTwin,bradd119,,Card Alum #GoCards 🔴⚫️JeepLover OIIIIO @fender🎸@HagstromGuitars 👻@RickenbackerInt @marshallamps #UptheIrons🤘 Louisville MMA/Roy Dean BJJ Caique BJJ🥋,,,[],False,1738,1668,8,Tue Oct 30 19:57:59 +0000 2012,50571,,,True,False,21049,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/982624823712067584/_wUAMHqJ_normal.jpg,https://pbs.twimg.com/profile_images/982624823712067584/_wUAMHqJ_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Thu Jan 23 20:13:16 +0000 2020,1.220439377547006e+18,1220439377547005952,I am so proud of today's announcement that @UofL has been selected by @pfizer to be a first-of-its-kind Center of Excellence to conduct innovative biomedical research. (1/3),False,"[0, 173]",[],[],"[{'screen_name': 'uofl', 'name': 'University of Louisville', 'id': 39566272, 'id_str': '39566272', 'indices': [43, 48]}, {'screen_name': 'pfizer', 'name': 'Pfizer Inc.', 'id': 56488059, 'id_str': '56488059', 'indices': [70, 77]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,315316508.0,315316508,Neeli Bendapudi,UofLPresNeeli,"Louisville, KY","University of Louisville President, formerly University of Kansas Provost and EVC, and KU School of Business H.D. Price Dean and marketing professor",https://t.co/DIT7Oppsxt,"[{'url': 'https://t.co/DIT7Oppsxt', 'expanded_url': 'http://Louisville.edu', 'display_url': 'Louisville.edu', 'indices': [0, 23]}]",[],False,10898.0,356.0,91.0,Sat Jun 11 17:22:04 +0000 2011,5276.0,,,True,False,5358.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1029452719206146049/eIcsWnIT_normal.jpg,https://pbs.twimg.com/profile_images/1029452719206146049/eIcsWnIT_normal.jpg,https://pbs.twimg.com/profile_banners/315316508/1525122757,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,26.0,304.0,False,False,en,https://pbs.twimg.com/profile_banners/915388225/1523760615,,,,,,,,,,,,,,,,,,,,
