,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.possibly_sensitive
133,Thu Jan 23 03:36:42 +0000 2020,1220188582935089153,1220188582935089153,@jjmccluskey @UUtah There going to do whatever they can to get away with taking any responsibility for Lauren’s death. But I believe she will get justice that the U will have to answer for it,False,"[20, 191]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201879798235054e+18,1220187979823505408,2904583470.0,2904583470,jjmccluskey,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'jjmccluskey', 'name': 'Jill McCluskey', 'id': 2904583470, 'id_str': '2904583470', 'indices': [0, 12]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [13, 19]}]",[],en,recent,2230449889,2230449889,robby,Robby6Robby,ogden utah ,my name is Robby i'm A Member at the Church of Jesus Christ of latter-day Saints. A Future Student at BYU Can't wait. :) please Follow me back thank you,,[],False,20,106,0,Wed Dec 04 20:22:49 +0000 2013,2001,,,False,False,682,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1180168788701929472/mxOalpak_normal.jpg,https://pbs.twimg.com/profile_images/1180168788701929472/mxOalpak_normal.jpg,https://pbs.twimg.com/profile_banners/2230449889/1570209287,009999,FFFFFF,EFEFEF,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Wed Jan 22 19:32:49 +0000 2020,1220066807899230209,1220066807899230209,RT @UtahAbroad: Our Spring Fair is just a week away! Come explore Learning Abroad opportunities and warm up with hot drinks and donuts. Nex…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,4,0,False,False,en,[],[],"[{'screen_name': 'UtahAbroad', 'name': 'UtahAbroad', 'id': 339819209, 'id_str': '339819209', 'indices': [3, 14]}]",[],en,recent,1268129978,1268129978,Utah Social Work,USocialWork,"Salt Lake City, Utah, USA",The University of Utah College of Social Work is dedicated to providing outstanding education and training to the professional social workers of tomorrow.,https://t.co/1gXGqyAOjV,[],False,2431,2175,78,Thu Mar 14 22:13:12 +0000 2013,7096,,,False,False,4164,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/995047546450952192/VWB-jF2k_normal.jpg,https://pbs.twimg.com/profile_images/995047546450952192/VWB-jF2k_normal.jpg,https://pbs.twimg.com/profile_banners/1268129978/1553018368,BB8D49,000000,DDEEF6,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/1gXGqyAOjV', 'expanded_url': 'http://socialwork.utah.edu', 'display_url': 'socialwork.utah.edu', 'indices': [0, 23]}]",Wed Jan 22 19:01:40 +0000 2020,1.2200589686487572e+18,1220058968648757249,"Our Spring Fair is just a week away! Come explore Learning Abroad opportunities and warm up with hot drinks and donuts. Next Wednesday, January 29th from 11 - 2 in the Union Ballroom.

@uofu_science @UUtah @UtahCoE @UofUFineArts @CofHealth @HonorsCollegeUU @UofUCSBS @USocialWork",False,"[0, 279]",[],[],"[{'screen_name': 'uofu_science', 'name': 'College of Science', 'id': 531684933, 'id_str': '531684933', 'indices': [185, 198]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [199, 205]}, {'screen_name': 'UtahCoE', 'name': 'Utah Engineering', 'id': 517758237, 'id_str': '517758237', 'indices': [206, 214]}, {'screen_name': 'UofUFineArts', 'name': 'UofU Fine Arts', 'id': 94366148, 'id_str': '94366148', 'indices': [215, 228]}, {'screen_name': 'CofHealth', 'name': 'College of Health', 'id': 820377978748039169, 'id_str': '820377978748039169', 'indices': [229, 239]}, {'screen_name': 'HonorsCollegeUU', 'name': 'Honors College @ UU', 'id': 1468300987, 'id_str': '1468300987', 'indices': [240, 256]}, {'screen_name': 'UofUCSBS', 'name': 'U of U CSBS', 'id': 84378472, 'id_str': '84378472', 'indices': [257, 266]}, {'screen_name': 'USocialWork', 'name': 'Utah Social Work', 'id': 1268129978, 'id_str': '1268129978', 'indices': [267, 279]}]",[],en,recent,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,339819209.0,339819209,UtahAbroad,UtahAbroad,The University of Utah,"Follow us to keep up with latest news with Learning Abroad programs at the University of Utah, travel tips, and fun international events in Salt Lake City",http://t.co/WgFn2BBder,[],False,681.0,459.0,18.0,Thu Jul 21 18:18:24 +0000 2011,1174.0,,,False,False,2869.0,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/905872242684211201/vJVqMnjJ_normal.jpg,https://pbs.twimg.com/profile_images/905872242684211201/vJVqMnjJ_normal.jpg,666666,000000,99CC33,3E4415,False,False,False,False,False,False,False,none,,,,,False,4.0,8.0,False,False,en,"[{'url': 'http://t.co/WgFn2BBder', 'expanded_url': 'http://learningabroad.utah.edu', 'display_url': 'learningabroad.utah.edu', 'indices': [0, 22]}]",https://pbs.twimg.com/profile_banners/339819209/1523976850,,,,,,,,,,,,,,,,,,,,,
146,Wed Jan 22 19:14:19 +0000 2020,1220062154121863168,1220062154121863168,RT @UtahAbroad: Our Spring Fair is just a week away! Come explore Learning Abroad opportunities and warm up with hot drinks and donuts. Nex…,False,"[0, 140]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,4,0,False,False,en,[],[],"[{'screen_name': 'UtahAbroad', 'name': 'UtahAbroad', 'id': 339819209, 'id_str': '339819209', 'indices': [3, 14]}]",[],en,recent,85946300,85946300,Univ of Utah Events,UofU_Events,Salt Lake City,"The University of Utah Events feed. If it's happening at the U, you'll hear about it here.",https://t.co/hIAStO6r09,[],False,1488,764,44,Wed Oct 28 23:50:23 +0000 2009,218,,,True,False,25002,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1210284969/Events-twitter-128_normal.png,https://pbs.twimg.com/profile_images/1210284969/Events-twitter-128_normal.png,,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/hIAStO6r09', 'expanded_url': 'http://www.events.utah.edu/', 'display_url': 'events.utah.edu', 'indices': [0, 23]}]",Wed Jan 22 19:01:40 +0000 2020,1.2200589686487572e+18,1220058968648757249,"Our Spring Fair is just a week away! Come explore Learning Abroad opportunities and warm up with hot drinks and donuts. Next Wednesday, January 29th from 11 - 2 in the Union Ballroom.

@uofu_science @UUtah @UtahCoE @UofUFineArts @CofHealth @HonorsCollegeUU @UofUCSBS @USocialWork",False,"[0, 279]",[],[],"[{'screen_name': 'uofu_science', 'name': 'College of Science', 'id': 531684933, 'id_str': '531684933', 'indices': [185, 198]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [199, 205]}, {'screen_name': 'UtahCoE', 'name': 'Utah Engineering', 'id': 517758237, 'id_str': '517758237', 'indices': [206, 214]}, {'screen_name': 'UofUFineArts', 'name': 'UofU Fine Arts', 'id': 94366148, 'id_str': '94366148', 'indices': [215, 228]}, {'screen_name': 'CofHealth', 'name': 'College of Health', 'id': 820377978748039169, 'id_str': '820377978748039169', 'indices': [229, 239]}, {'screen_name': 'HonorsCollegeUU', 'name': 'Honors College @ UU', 'id': 1468300987, 'id_str': '1468300987', 'indices': [240, 256]}, {'screen_name': 'UofUCSBS', 'name': 'U of U CSBS', 'id': 84378472, 'id_str': '84378472', 'indices': [257, 266]}, {'screen_name': 'USocialWork', 'name': 'Utah Social Work', 'id': 1268129978, 'id_str': '1268129978', 'indices': [267, 279]}]",[],en,recent,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,339819209.0,339819209,UtahAbroad,UtahAbroad,The University of Utah,"Follow us to keep up with latest news with Learning Abroad programs at the University of Utah, travel tips, and fun international events in Salt Lake City",http://t.co/WgFn2BBder,[],False,681.0,459.0,18.0,Thu Jul 21 18:18:24 +0000 2011,1174.0,,,False,False,2869.0,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/905872242684211201/vJVqMnjJ_normal.jpg,https://pbs.twimg.com/profile_images/905872242684211201/vJVqMnjJ_normal.jpg,666666,000000,99CC33,3E4415,False,False,False,False,False,False,False,none,,,,,False,4.0,8.0,False,False,en,"[{'url': 'http://t.co/WgFn2BBder', 'expanded_url': 'http://learningabroad.utah.edu', 'display_url': 'learningabroad.utah.edu', 'indices': [0, 22]}]",https://pbs.twimg.com/profile_banners/339819209/1523976850,,,,,,,,,,,,,,,,,,,,,
147,Wed Jan 22 19:01:40 +0000 2020,1220058968648757249,1220058968648757249,"Our Spring Fair is just a week away! Come explore Learning Abroad opportunities and warm up with hot drinks and donuts. Next Wednesday, January 29th from 11 - 2 in the Union Ballroom.

@uofu_science @UUtah @UtahCoE @UofUFineArts @CofHealth @HonorsCollegeUU @UofUCSBS @USocialWork",False,"[0, 279]","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,,,,,False,4,8,False,False,en,[],[],"[{'screen_name': 'uofu_science', 'name': 'College of Science', 'id': 531684933, 'id_str': '531684933', 'indices': [185, 198]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [199, 205]}, {'screen_name': 'UtahCoE', 'name': 'Utah Engineering', 'id': 517758237, 'id_str': '517758237', 'indices': [206, 214]}, {'screen_name': 'UofUFineArts', 'name': 'UofU Fine Arts', 'id': 94366148, 'id_str': '94366148', 'indices': [215, 228]}, {'screen_name': 'CofHealth', 'name': 'College of Health', 'id': 820377978748039169, 'id_str': '820377978748039169', 'indices': [229, 239]}, {'screen_name': 'HonorsCollegeUU', 'name': 'Honors College @ UU', 'id': 1468300987, 'id_str': '1468300987', 'indices': [240, 256]}, {'screen_name': 'UofUCSBS', 'name': 'U of U CSBS', 'id': 84378472, 'id_str': '84378472', 'indices': [257, 266]}, {'screen_name': 'USocialWork', 'name': 'Utah Social Work', 'id': 1268129978, 'id_str': '1268129978', 'indices': [267, 279]}]",[],en,recent,339819209,339819209,UtahAbroad,UtahAbroad,The University of Utah,"Follow us to keep up with latest news with Learning Abroad programs at the University of Utah, travel tips, and fun international events in Salt Lake City",http://t.co/WgFn2BBder,[],False,681,459,18,Thu Jul 21 18:18:24 +0000 2011,1174,,,False,False,2869,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/905872242684211201/vJVqMnjJ_normal.jpg,https://pbs.twimg.com/profile_images/905872242684211201/vJVqMnjJ_normal.jpg,https://pbs.twimg.com/profile_banners/339819209/1523976850,666666,000000,99CC33,3E4415,False,False,False,False,False,False,False,none,"[{'url': 'http://t.co/WgFn2BBder', 'expanded_url': 'http://learningabroad.utah.edu', 'display_url': 'learningabroad.utah.edu', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Wed Jan 22 13:56:18 +0000 2020,1219982122275917824,1219982122275917824,@gsducker @UUtah @huntsmancancer @UofUHealth So well deserved! Congrats!,False,"[45, 72]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.21971494464555e+18,1219714944645550080,58385606.0,58385606,gsducker,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'gsducker', 'name': 'Gregory Ducker', 'id': 58385606, 'id_str': '58385606', 'indices': [0, 9]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [10, 16]}, {'screen_name': 'huntsmancancer', 'name': 'Huntsman Cancer Inst', 'id': 20004102, 'id_str': '20004102', 'indices': [17, 32]}, {'screen_name': 'UofUHealth', 'name': 'University of Utah Health', 'id': 92088511, 'id_str': '92088511', 'indices': [33, 44]}]",[],en,recent,1073016966095327232,1073016966095327232,Adam Hughes,Adam_L_Hughes,"Salt Lake City, UT",Assistant Prof @UUtah Biochemistry. Interested in all things cell biology and metabolism.,https://t.co/PfWFFlrlIl,[],False,272,189,0,Thu Dec 13 00:49:15 +0000 2018,55,,,False,False,21,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1203340788194848768/IMuEoqCu_normal.jpg,https://pbs.twimg.com/profile_images/1203340788194848768/IMuEoqCu_normal.jpg,https://pbs.twimg.com/profile_banners/1073016966095327232/1575734229,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/PfWFFlrlIl', 'expanded_url': 'https://www.hughes.biochem.utah.edu/', 'display_url': 'hughes.biochem.utah.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Wed Jan 22 11:43:30 +0000 2020,1219948699981426690,1219948699981426690,So who else on @AcademicChatter is heading to @UUtah for the University of Utah Grant Writing Coaching Groups Study? Would love to connect! #NursesWhoTweet #AcademicChatter,False,"[0, 172]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,2,False,False,en,"[{'text': 'NursesWhoTweet', 'indices': [140, 155]}, {'text': 'AcademicChatter', 'indices': [156, 172]}]",[],"[{'screen_name': 'AcademicChatter', 'name': 'Amy Gaeta / Academic Chatter', 'id': 885953601067208705, 'id_str': '885953601067208705', 'indices': [15, 31]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [46, 52]}]",[],en,recent,3317826791,3317826791,Sara Donevant,SDonevant,"South Carolina, USA",#nursescientist with a focus on #mHealth #NursesWhoTweet,,[],False,256,306,4,Wed Jun 10 19:43:36 +0000 2015,2916,,,True,False,747,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/858473796197634049/hikxVCvs_normal.jpg,https://pbs.twimg.com/profile_images/858473796197634049/hikxVCvs_normal.jpg,https://pbs.twimg.com/profile_banners/3317826791/1493511191,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Wed Jan 22 10:51:23 +0000 2020,1219935587093839873,1219935587093839873,@mattpacenza @GerryLond @UUtah Hi Matt - Dr. Capecchi is indeed our Science Director and has been for a number of years. Previously it was Dr. Robert Darling. This summer will be the 8th annual Congress of Future Medical Leaders hosted by the Academy.,False,"[31, 251]","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",1.2198326486856458e+18,1219832648685645824,37233670.0,37233670,mattpacenza,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'mattpacenza', 'name': 'Matt Pacenza', 'id': 37233670, 'id_str': '37233670', 'indices': [0, 12]}, {'screen_name': 'GerryLond', 'name': 'Gerry (Gary) London', 'id': 1135955867742887943, 'id_str': '1135955867742887943', 'indices': [13, 23]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [24, 30]}]",[],en,recent,1245004236,1245004236,National Academy of Future Physicians,FutureDocsNow,"Washington, DC","We exist to bring together, inspire, and motivate the next generation of physicians and medical scientists. The Academy and the Congress are owned by @newedu.",https://t.co/IcgkY95MnM,[],False,5676,127,30,Wed Mar 06 01:36:13 +0000 2013,2043,,,False,False,7510,,False,False,False,131516,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/862735864102879232/Au-n_Ib8_normal.jpg,https://pbs.twimg.com/profile_images/862735864102879232/Au-n_Ib8_normal.jpg,https://pbs.twimg.com/profile_banners/1245004236/1548968835,E81C4F,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/IcgkY95MnM', 'expanded_url': 'http://futuredocs.com', 'display_url': 'futuredocs.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Wed Jan 22 05:14:12 +0000 2020,1219850731307642881,1219850731307642881,"Much as I like the @GoodDoctorABC, based on what I learned at @UUtah, the speed at which they were testing mutations in zebrafish was way too fast to be realistic. They're not even experienced in making the injections",False,"[0, 217]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'GoodDoctorABC', 'name': 'The Good Doctor', 'id': 859562609493680128, 'id_str': '859562609493680128', 'indices': [19, 33]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [62, 68]}]",[],en,recent,3237529534,3237529534,Jim Havrilla ジム・ハブリラ,jim_havrilla,"Philadelphia, PA","Bioinformatics Scientist for @kaichop, @ChildrensPhila. PhD, Human Genetics via @aaronquinlan, @UofUHealth. #ActuallyAutistic. Gamer. Other things too?",https://t.co/FyKC8pdLL3,[],False,383,230,13,Wed May 06 00:32:55 +0000 2015,6813,,,True,False,2427,,False,False,False,000000,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/1164773668284616704/ItEtCjj__normal.jpg,https://pbs.twimg.com/profile_images/1164773668284616704/ItEtCjj__normal.jpg,https://pbs.twimg.com/profile_banners/3237529534/1575741332,D31212,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/FyKC8pdLL3', 'expanded_url': 'http://jimhavrilla.github.io', 'display_url': 'jimhavrilla.github.io', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4a0d228eb6be76b,https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json,city,Philadelphia,"Philadelphia, PA",US,United States,[],Polygon,"[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]",,,,,,,,,,,
168,Wed Jan 22 01:33:15 +0000 2020,1219795128375603201,1219795128375603201,@gsducker @UUtah @huntsmancancer @UofUHealth Congrats to you and Kim!!,False,"[45, 70]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.21971494464555e+18,1219714944645550080,58385606.0,58385606,gsducker,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'gsducker', 'name': 'Gregory Ducker', 'id': 58385606, 'id_str': '58385606', 'indices': [0, 9]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [10, 16]}, {'screen_name': 'huntsmancancer', 'name': 'Huntsman Cancer Inst', 'id': 20004102, 'id_str': '20004102', 'indices': [17, 32]}, {'screen_name': 'UofUHealth', 'name': 'University of Utah Health', 'id': 92088511, 'id_str': '92088511', 'indices': [33, 44]}]",[],en,recent,1100511068151996416,1100511068151996416,Fairfax Lab,LabFairfax,"Salt Lake City, UT","Just a small, University of Utah lab looking at the consequences of IL-4 induced immuno-modulation, and the complex interplay between B, T, and stromal cells",https://t.co/k4ttSMRB4U,[],False,160,116,2,Tue Feb 26 21:40:59 +0000 2019,710,,,False,False,152,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1100516179527950336/MHrvPRr2_normal.png,https://pbs.twimg.com/profile_images/1100516179527950336/MHrvPRr2_normal.png,https://pbs.twimg.com/profile_banners/1100511068151996416/1551459194,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/k4ttSMRB4U', 'expanded_url': 'https://medicine.utah.edu/pathology/research/labs/keke-fairfax/', 'display_url': 'medicine.utah.edu/pathology/rese…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Wed Jan 22 01:17:43 +0000 2020,1219791216918663168,1219791216918663168,@gsducker @UUtah @huntsmancancer @UofUHealth Congratulations Greg!,False,"[45, 66]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.21971494464555e+18,1219714944645550080,58385606.0,58385606,gsducker,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'gsducker', 'name': 'Gregory Ducker', 'id': 58385606, 'id_str': '58385606', 'indices': [0, 9]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [10, 16]}, {'screen_name': 'huntsmancancer', 'name': 'Huntsman Cancer Inst', 'id': 20004102, 'id_str': '20004102', 'indices': [17, 32]}, {'screen_name': 'UofUHealth', 'name': 'University of Utah Health', 'id': 92088511, 'id_str': '92088511', 'indices': [33, 44]}]",[],en,recent,986481730528907265,986481730528907265,Valentin F. Cracan,VFCracan,"San Diego, CA",Assistant professor at the Scintillon Institute. Assistant professor of Chemistry at Scripps Research. Working on mitochondrial dysfunction and metabolism.,https://t.co/3R22g407Pp,[],False,183,246,1,Wed Apr 18 05:49:07 +0000 2018,831,,,False,False,373,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/986482835086196736/2OV44yIP_normal.jpg,https://pbs.twimg.com/profile_images/986482835086196736/2OV44yIP_normal.jpg,https://pbs.twimg.com/profile_banners/986481730528907265/1524030867,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/3R22g407Pp', 'expanded_url': 'https://cracanlab.com/', 'display_url': 'cracanlab.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
