,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.possibly_sensitive
170,Wed Jan 22 01:12:57 +0000 2020,1219790019121926144,1219790019121926144,"By popular request, here are my favorite six! All thanks to the wonderful students of BIOL2020 @UUtah",False,"[0, 101]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2196638180510843e+18,1219663818051084288,44178334.0,44178334,james_gagnon,,,,,False,2,37,False,False,en,[],[],"[{'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [95, 101]}]",[],en,recent,44178334,44178334,James Gagnon,james_gagnon,"Salt Lake City, UT","Assistant Professor @UUtah, interested in lineage, embryogenesis, genome editing. Celtics fan.",https://t.co/CU5vvgppOq,[],False,1424,835,20,Tue Jun 02 18:47:30 +0000 2009,5792,,,True,False,1535,,False,False,False,404040,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/728970637860032512/TxFBR7YM_normal.jpg,https://pbs.twimg.com/profile_images/728970637860032512/TxFBR7YM_normal.jpg,https://pbs.twimg.com/profile_banners/44178334/1478201037,0084B4,C4C4C4,3D3D3D,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/CU5vvgppOq', 'expanded_url': 'http://www.gagnonlab.org', 'display_url': 'gagnonlab.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Wed Jan 22 01:07:20 +0000 2020,1219788603196182530,1219788603196182530,@gsducker @UUtah @huntsmancancer @UofUHealth Congrats Greg!,False,"[45, 59]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.21971494464555e+18,1219714944645550080,58385606.0,58385606,gsducker,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'gsducker', 'name': 'Gregory Ducker', 'id': 58385606, 'id_str': '58385606', 'indices': [0, 9]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [10, 16]}, {'screen_name': 'huntsmancancer', 'name': 'Huntsman Cancer Inst', 'id': 20004102, 'id_str': '20004102', 'indices': [17, 32]}, {'screen_name': 'UofUHealth', 'name': 'University of Utah Health', 'id': 92088511, 'id_str': '92088511', 'indices': [33, 44]}]",[],en,recent,133862231,133862231,Ahmad A. Cluntun,molecularpepsi,"Tatooine, Outer Rim","Saudi Scientist | Postdoc @RutterLab & @SHMcKellarMD | PhD @Cornell | Husband, Dad, Knowledge seeker, Jawa, twitterpated with #Heart #Mitochondria #Metabolism",https://t.co/I4d0w56ICH,[],False,157,535,2,Fri Apr 16 20:54:54 +0000 2010,2849,,,False,False,265,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1024422095940280321/k-MhhDjI_normal.jpg,https://pbs.twimg.com/profile_images/1024422095940280321/k-MhhDjI_normal.jpg,https://pbs.twimg.com/profile_banners/133862231/1564986759,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/I4d0w56ICH', 'expanded_url': 'https://www.researchgate.net/profile/Ahmad_Cluntun', 'display_url': 'researchgate.net/profile/Ahmad_…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Tue Jan 21 23:12:08 +0000 2020,1219759611718197248,1219759611718197248,@gsducker @UUtah @huntsmancancer @UofUHealth Congrats Greg!,False,"[45, 59]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.21971494464555e+18,1219714944645550080,58385606.0,58385606,gsducker,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'gsducker', 'name': 'Gregory Ducker', 'id': 58385606, 'id_str': '58385606', 'indices': [0, 9]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [10, 16]}, {'screen_name': 'huntsmancancer', 'name': 'Huntsman Cancer Inst', 'id': 20004102, 'id_str': '20004102', 'indices': [17, 32]}, {'screen_name': 'UofUHealth', 'name': 'University of Utah Health', 'id': 92088511, 'id_str': '92088511', 'indices': [33, 44]}]",[],en,recent,556399721,556399721,Claudio Villanueva,ClaudioVillanu,"Los Angeles, CA ",Associate Professor @UCLA. @ucsf alumni. Interest in nutrient sensing and #metabolism. Advocate for science education and diversity. Views are my own.,https://t.co/3RTEi0bioQ,[],False,1004,1258,9,Wed Apr 18 00:09:47 +0000 2012,1734,,,True,False,841,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1059498255896084480/Qo8i0EHT_normal.jpg,https://pbs.twimg.com/profile_images/1059498255896084480/Qo8i0EHT_normal.jpg,https://pbs.twimg.com/profile_banners/556399721/1572065593,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/3RTEi0bioQ', 'expanded_url': 'https://sites.lifesci.ucla.edu/ibp-villanuevalab/', 'display_url': 'sites.lifesci.ucla.edu/ibp-villanueva…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b77caf94bfc81fe,https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json,city,Los Angeles,"Los Angeles, CA",US,United States,[],Polygon,"[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]",,,,,,,,,,,
175,Tue Jan 21 22:48:42 +0000 2020,1219753714724098048,1219753714724098048,@gsducker @UUtah @huntsmancancer @UofUHealth That's awesome. Congrats Greg!,False,"[45, 75]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.21971494464555e+18,1219714944645550080,58385606.0,58385606,gsducker,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'gsducker', 'name': 'Gregory Ducker', 'id': 58385606, 'id_str': '58385606', 'indices': [0, 9]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [10, 16]}, {'screen_name': 'huntsmancancer', 'name': 'Huntsman Cancer Inst', 'id': 20004102, 'id_str': '20004102', 'indices': [17, 32]}, {'screen_name': 'UofUHealth', 'name': 'University of Utah Health', 'id': 92088511, 'id_str': '92088511', 'indices': [33, 44]}]",[],en,recent,439480157,439480157,Matthew McBride,mcbride_matthew,"Princeton, NJ","Forever dedicated to improving cancer therapies, current postdoc studying metabolism in Rabinowitz Lab @Princeton, past PhD in epigenetics @kadochlab @harvard",,[],False,261,415,2,Sat Dec 17 20:52:32 +0000 2011,470,,,False,False,485,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1108360522699862016/3ZhpW4kv_normal.png,https://pbs.twimg.com/profile_images/1108360522699862016/3ZhpW4kv_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Tue Jan 21 22:38:47 +0000 2020,1219751222430666753,1219751222430666753,@JenniferNozawa @UUtah @UofUPolice Great campus,False,"[35, 47]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2197202838770442e+18,1219720283877044224,7.261891185022444e+17,726189118502244353,JenniferNozawa,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'JenniferNozawa', 'name': 'Jennifer Nozawa', 'id': 726189118502244353, 'id_str': '726189118502244353', 'indices': [0, 15]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [16, 22]}, {'screen_name': 'UofUPolice', 'name': 'University of Utah Police', 'id': 1121838886504632321, 'id_str': '1121838886504632321', 'indices': [23, 34]}]",[],en,recent,736947254,736947254,Jacobs + Moss = deadly duo☠️🦈🦈☠️,Hotwielzz,"Salt Lake City, UT","still alive #Raiders #SJSharks #padres #raidernation Utah alumni Raider  VVIP , owner of Hot Wealth Management",,[],False,853,897,4,Sat Aug 04 15:46:49 +0000 2012,38867,,,True,False,19553,,False,False,False,182126,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1204104722975608832/keyBU94g_normal.jpg,https://pbs.twimg.com/profile_images/1204104722975608832/keyBU94g_normal.jpg,https://pbs.twimg.com/profile_banners/736947254/1575493491,0084B4,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Tue Jan 21 22:26:21 +0000 2020,1219748091936432128,1219748091936432128,"@JenniferNozawa @UUtah @UofUPolice Keep up the great work, Jennifer! :)",False,"[35, 71]","<a href=""http://klinkerapps.com"" rel=""nofollow"">Talon Android</a>",1.2197202838770442e+18,1219720283877044224,7.261891185022444e+17,726189118502244353,JenniferNozawa,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'JenniferNozawa', 'name': 'Jennifer Nozawa', 'id': 726189118502244353, 'id_str': '726189118502244353', 'indices': [0, 15]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [16, 22]}, {'screen_name': 'UofUPolice', 'name': 'University of Utah Police', 'id': 1121838886504632321, 'id_str': '1121838886504632321', 'indices': [23, 34]}]",[],en,recent,208711400,208711400,"Mike Christensen, MCMP, CNU-A, AICP Candidate",MRC_SLC,"Salt Lake City, Utah","Executive Director of https://t.co/6qBmKnLRLL, home of @LinkUtah. 2018 @UUtah alumnus. Based at @HUBSaltLake. Member of @NewUrbanism, @StrongTowns, and @RailPassengers.",https://t.co/kYifKQNnUL,"[{'url': 'https://t.co/6qBmKnLRLL', 'expanded_url': 'http://UtahRPA.org', 'display_url': 'UtahRPA.org', 'indices': [22, 45]}]",False,3062,464,444,Wed Oct 27 19:59:57 +0000 2010,755570,,,True,False,250875,,False,False,False,000000,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1032112415096238080/5cXcpo66_normal.jpg,https://pbs.twimg.com/profile_images/1032112415096238080/5cXcpo66_normal.jpg,https://pbs.twimg.com/profile_banners/208711400/1399071440,3B94D9,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/kYifKQNnUL', 'expanded_url': 'http://www.CountingPantographs.org', 'display_url': 'CountingPantographs.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Tue Jan 21 21:46:13 +0000 2020,1219737991746220032,1219737991746220032,RT @DamonRunyon: @gsducker @UUtah @huntsmancancer @UofUHealth We're honored to have you both on board!,False,"[0, 102]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'DamonRunyon', 'name': 'Damon Runyon Cancer Research Foundation', 'id': 31170194, 'id_str': '31170194', 'indices': [3, 15]}, {'screen_name': 'gsducker', 'name': 'Gregory Ducker', 'id': 58385606, 'id_str': '58385606', 'indices': [17, 26]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [27, 33]}, {'screen_name': 'huntsmancancer', 'name': 'Huntsman Cancer Inst', 'id': 20004102, 'id_str': '20004102', 'indices': [34, 49]}, {'screen_name': 'UofUHealth', 'name': 'University of Utah Health', 'id': 92088511, 'id_str': '92088511', 'indices': [50, 61]}]",[],en,recent,58385606,58385606,Gregory Ducker,gsducker,"Salt Lake City, UT",Biochemist studying the intersection of cellular metabolism and disease. Assistant professor at the University of Utah @UUtah. Occasional skier,,[],False,378,172,7,Mon Jul 20 04:09:53 +0000 2009,2428,,,True,False,1652,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/1039971546457157632/dAUmJV_U_normal.jpg,https://pbs.twimg.com/profile_images/1039971546457157632/dAUmJV_U_normal.jpg,https://pbs.twimg.com/profile_banners/58385606/1536963142,038543,EEEEEE,F6F6F6,333333,True,False,False,False,False,False,False,none,,Tue Jan 21 21:36:51 +0000 2020,1.2197356358309356e+18,1219735635830935552,@gsducker @UUtah @huntsmancancer @UofUHealth We're honored to have you both on board!,False,"[45, 85]",[],[],"[{'screen_name': 'gsducker', 'name': 'Gregory Ducker', 'id': 58385606, 'id_str': '58385606', 'indices': [0, 9]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [10, 16]}, {'screen_name': 'huntsmancancer', 'name': 'Huntsman Cancer Inst', 'id': 20004102, 'id_str': '20004102', 'indices': [17, 32]}, {'screen_name': 'UofUHealth', 'name': 'University of Utah Health', 'id': 92088511, 'id_str': '92088511', 'indices': [33, 44]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.21971494464555e+18,1219714944645550080,58385606.0,58385606,gsducker,31170194.0,31170194,Damon Runyon Cancer Research Foundation,DamonRunyon,"New York, New York","We fund high-risk, high-reward #cancerresearch. We identify and enable young scientists who are brilliant, #braveandbold enough to go where others haven't.",http://t.co/5Ws10rKp0c,[],False,2912.0,2463.0,64.0,Tue Apr 14 17:12:57 +0000 2009,4354.0,,,True,False,2931.0,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1009812125466939394/OpnNU070_normal.jpg,https://pbs.twimg.com/profile_images/1009812125466939394/OpnNU070_normal.jpg,52B4C2,7CADCB,FFFFFF,333333,True,False,False,False,False,False,False,none,,,,,False,2.0,2.0,False,False,en,"[{'url': 'http://t.co/5Ws10rKp0c', 'expanded_url': 'http://www.damonrunyon.org', 'display_url': 'damonrunyon.org', 'indices': [0, 22]}]",https://pbs.twimg.com/profile_banners/31170194/1577463297,,,,,,,,,,,,,,,,,,,,,
185,Tue Jan 21 21:36:51 +0000 2020,1219735635830935552,1219735635830935552,@gsducker @UUtah @huntsmancancer @UofUHealth We're honored to have you both on board!,False,"[45, 85]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.21971494464555e+18,1219714944645550080,58385606.0,58385606,gsducker,,,,,False,2,2,False,False,en,[],[],"[{'screen_name': 'gsducker', 'name': 'Gregory Ducker', 'id': 58385606, 'id_str': '58385606', 'indices': [0, 9]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [10, 16]}, {'screen_name': 'huntsmancancer', 'name': 'Huntsman Cancer Inst', 'id': 20004102, 'id_str': '20004102', 'indices': [17, 32]}, {'screen_name': 'UofUHealth', 'name': 'University of Utah Health', 'id': 92088511, 'id_str': '92088511', 'indices': [33, 44]}]",[],en,recent,31170194,31170194,Damon Runyon Cancer Research Foundation,DamonRunyon,"New York, New York","We fund high-risk, high-reward #cancerresearch. We identify and enable young scientists who are brilliant, #braveandbold enough to go where others haven't.",http://t.co/5Ws10rKp0c,[],False,2912,2463,64,Tue Apr 14 17:12:57 +0000 2009,4354,,,True,False,2931,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1009812125466939394/OpnNU070_normal.jpg,https://pbs.twimg.com/profile_images/1009812125466939394/OpnNU070_normal.jpg,https://pbs.twimg.com/profile_banners/31170194/1577463297,52B4C2,7CADCB,FFFFFF,333333,True,False,False,False,False,False,False,none,"[{'url': 'http://t.co/5Ws10rKp0c', 'expanded_url': 'http://www.damonrunyon.org', 'display_url': 'damonrunyon.org', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Tue Jan 21 20:57:06 +0000 2020,1219725632835215360,1219725632835215360,@gsducker @UUtah @huntsmancancer @UofUHealth Congrats!!!,False,"[45, 56]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.21971494464555e+18,1219714944645550080,58385606.0,58385606,gsducker,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'gsducker', 'name': 'Gregory Ducker', 'id': 58385606, 'id_str': '58385606', 'indices': [0, 9]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [10, 16]}, {'screen_name': 'huntsmancancer', 'name': 'Huntsman Cancer Inst', 'id': 20004102, 'id_str': '20004102', 'indices': [17, 32]}, {'screen_name': 'UofUHealth', 'name': 'University of Utah Health', 'id': 92088511, 'id_str': '92088511', 'indices': [33, 44]}]",[],en,recent,1530531,1530531,🏳️‍🌈Michael Ducker,miradu,San Francisco,"Founded Pinch (acq. by @Chime). Product Manager. Transit advocate, YIMBY, 2¢! @OlinCollege Alum. 💙 @Twitter. Husband of @JordanYelinek he/him",,[],False,6253,1703,198,Mon Mar 19 17:15:38 +0000 2007,106170,,,True,False,29748,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1216097556335194113/yCaEht7l_normal.jpg,https://pbs.twimg.com/profile_images/1216097556335194113/yCaEht7l_normal.jpg,https://pbs.twimg.com/profile_banners/1530531/1397538187,1B95E0,FFFFFF,C0DFEC,333333,False,True,False,False,False,False,False,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a110d312052166f,https://api.twitter.com/1.1/geo/id/5a110d312052166f.json,city,San Francisco,"San Francisco, CA",US,United States,[],Polygon,"[[[-122.514926, 37.708075], [-122.357031, 37.708075], [-122.357031, 37.833238], [-122.514926, 37.833238]]]",,,,,,,,,,,
187,Tue Jan 21 20:57:05 +0000 2020,1219725625436622848,1219725625436622848,@gsducker @UUtah @huntsmancancer @UofUHealth Congrats Greg!!,False,"[45, 60]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.21971494464555e+18,1219714944645550080,58385606.0,58385606,gsducker,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'gsducker', 'name': 'Gregory Ducker', 'id': 58385606, 'id_str': '58385606', 'indices': [0, 9]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [10, 16]}, {'screen_name': 'huntsmancancer', 'name': 'Huntsman Cancer Inst', 'id': 20004102, 'id_str': '20004102', 'indices': [17, 32]}, {'screen_name': 'UofUHealth', 'name': 'University of Utah Health', 'id': 92088511, 'id_str': '92088511', 'indices': [33, 44]}]",[],en,recent,718403766228295680,718403766228295680,Dr. Caroline Bartman,Caroline_Bartma,,"postdoc in the Rabinowitz lab @Princeton, @DamonRunyon fellow, PhD with @arjunrajlab & @blobelgroup. I ❤️ metabolism, immunology, and science puns",,[],False,9362,1463,72,Fri Apr 08 11:42:59 +0000 2016,24825,,,False,False,6670,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1137106347504353280/OKGgRAs3_normal.jpg,https://pbs.twimg.com/profile_images/1137106347504353280/OKGgRAs3_normal.jpg,https://pbs.twimg.com/profile_banners/718403766228295680/1572087610,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Tue Jan 21 20:18:28 +0000 2020,1219715908827938816,1219715908827938816,@gsducker @RutterLab @UUtah @huntsmancancer @UofUHealth Congrats Greg!,False,"[56, 70]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.21971494464555e+18,1219714944645550080,58385606.0,58385606,gsducker,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'gsducker', 'name': 'Gregory Ducker', 'id': 58385606, 'id_str': '58385606', 'indices': [0, 9]}, {'screen_name': 'RutterLab', 'name': 'Rutter Lab', 'id': 1024324788615929857, 'id_str': '1024324788615929857', 'indices': [10, 20]}, {'screen_name': 'UUtah', 'name': 'University of Utah', 'id': 14748679, 'id_str': '14748679', 'indices': [21, 27]}, {'screen_name': 'huntsmancancer', 'name': 'Huntsman Cancer Inst', 'id': 20004102, 'id_str': '20004102', 'indices': [28, 43]}, {'screen_name': 'UofUHealth', 'name': 'University of Utah Health', 'id': 92088511, 'id_str': '92088511', 'indices': [44, 55]}]",[],en,recent,1564473734,1564473734,Jason Shepherd,JasonSynaptic,"Salt Lake City, UT",Neuroscientist/PI @UUtah; @cziscience Ben Barres Investigator;  amateur landscape photographer. (My own views not endorsed by the University of Utah). 🇿🇦🇳🇿,https://t.co/myywWz7ctk,[],False,4506,1347,66,Wed Jul 03 00:51:10 +0000 2013,16786,,,True,False,7485,,False,False,False,1B3542,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1148975581788172289/g_-Fe0bn_normal.png,https://pbs.twimg.com/profile_images/1148975581788172289/g_-Fe0bn_normal.png,https://pbs.twimg.com/profile_banners/1564473734/1515977250,1B95E0,000000,DDEEF6,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/myywWz7ctk', 'expanded_url': 'http://www.shepherdlab.org', 'display_url': 'shepherdlab.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd7c511e9f8bc5da,https://api.twitter.com/1.1/geo/id/bd7c511e9f8bc5da.json,city,Salt Lake City,"Salt Lake City, UT",US,United States,[],Polygon,"[[[-112.0383105, 40.6998952], [-111.795741, 40.6998952], [-111.795741, 40.8317151], [-112.0383105, 40.8317151]]]",,,,,,,,,,,
