,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,possibly_sensitive,entities.media,extended_entities.media,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls
9,Wed Jan 22 12:48:15 +0000 2020,1219964993740795905,1219964993740795905,"@UofDenver Road Scholars run today. 4 pm. Meet me on the north side of the @RitchieCenter. Students, alums, faculty and staff all encouraged. Walk, run your choice 3 miles. Great fun and great people!",False,"[0, 200]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,17349956.0,17349956,UofDenver,,,,,False,1,6,False,False,en,[],[],"[{'screen_name': 'UofDenver', 'name': 'University of Denver', 'id': 17349956, 'id_str': '17349956', 'indices': [0, 10]}, {'screen_name': 'RitchieCenter', 'name': 'Ritchie Center', 'id': 80083290, 'id_str': '80083290', 'indices': [75, 89]}]",[],en,recent,1017385718006493184,1017385718006493184,Jeremy Haefner,DU_chancellor,"Denver, CO","This is the official Twitter account for Jeremy Haefner, chancellor @uofdenver. #onedu",https://t.co/uvyH22uweX,[],False,535,135,7,Thu Jul 12 12:30:32 +0000 2018,534,,,True,False,500,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1150803275005870080/Q20ON-BF_normal.png,https://pbs.twimg.com/profile_images/1150803275005870080/Q20ON-BF_normal.png,https://pbs.twimg.com/profile_banners/1017385718006493184/1532118223,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,"[{'url': 'https://t.co/uvyH22uweX', 'expanded_url': 'http://DU.edu', 'display_url': 'DU.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Tue Jan 21 20:01:02 +0000 2020,1219711522345226240,1219711522345226240,@UofDenver @DUIliffJDP !! he's still at CU Boulder! This is knowledge I needed at least a year ago!,False,"[23, 99]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2197077769912238e+18,1219707776991223808,9.186607704680448e+17,918660770468044800,yencich,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UofDenver', 'name': 'University of Denver', 'id': 17349956, 'id_str': '17349956', 'indices': [0, 10]}, {'screen_name': 'DUIliffJDP', 'name': 'DU/Iliff Joint PhD', 'id': 3273484519, 'id_str': '3273484519', 'indices': [11, 22]}]",[],en,recent,918660770468044800,918660770468044800,DANNY,yencich,"Johnson City, TN","PhD student in NT @DUIliffJDP | Bible. Baseball. Battlestar Galactica | Gal 5.1, but politics",,[],False,187,429,3,Fri Oct 13 02:12:50 +0000 2017,7310,,,True,False,1485,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1197935618791108610/viaU4qLl_normal.jpg,https://pbs.twimg.com/profile_images/1197935618791108610/viaU4qLl_normal.jpg,https://pbs.twimg.com/profile_banners/918660770468044800/1518821626,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Tue Jan 21 18:54:37 +0000 2020,1219694806315622400,1219694806315622400,"Not a sports fan? Skip ahead to 22:35 to hear about the connection between #braininjuries and the #criminaljustice system along with #homelessness

@bubblewrapbrain @DUGSPP @UofDenver #RadioEd",False,"[0, 192]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.219694804981805e+18,1219694804981805057,467875323.0,467875323,NMilitello2,,,,,False,2,3,False,False,en,"[{'text': 'braininjuries', 'indices': [75, 89]}, {'text': 'criminaljustice', 'indices': [98, 114]}, {'text': 'homelessness', 'indices': [133, 146]}, {'text': 'RadioEd', 'indices': [184, 192]}]",[],"[{'screen_name': 'bubblewrapbrain', 'name': 'Kim Gorgens', 'id': 2546589432, 'id_str': '2546589432', 'indices': [148, 164]}, {'screen_name': 'DUGSPP', 'name': 'DU Professional Psychology', 'id': 21013961, 'id_str': '21013961', 'indices': [165, 172]}, {'screen_name': 'UofDenver', 'name': 'University of Denver', 'id': 17349956, 'id_str': '17349956', 'indices': [173, 183]}]",[],en,recent,467875323,467875323,Nicole Militello,NMilitello2,"Denver, CO","Senior Media Relations Specialist at @UofDenver & host of DU's podcast #RadioEd https://t.co/iguGw87bJQ | Former @CNN Writer/Producer, @WXII Producer | @Mizzou Grad",,"[{'url': 'https://t.co/iguGw87bJQ', 'expanded_url': 'http://du.edu/radioed', 'display_url': 'du.edu/radioed', 'indices': [80, 103]}]",False,531,1962,14,Wed Jan 18 23:05:16 +0000 2012,1546,,,True,False,1600,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1183759574790103042/cZm6uV25_normal.jpg,https://pbs.twimg.com/profile_images/1183759574790103042/cZm6uV25_normal.jpg,https://pbs.twimg.com/profile_banners/467875323/1579105715,009999,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Tue Jan 21 13:27:45 +0000 2020,1219612546740760576,1219612546740760576,"@ELMcQuaid @FordhamNYC @HispanicNS @UofDenver Gracias, amiga! I didn’t realize you had such a connection to her, wow! Thank you so much for sharing. Dr. Bernal was a North Star for me, very grateful she paved the way.⭐️",False,"[46, 219]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219062962977149e+18,1219062962977148928,9.468971707744911e+17,946897170774491136,ELMcQuaid,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ELMcQuaid', 'name': 'Elizabeth McQuaid PhD ABPP', 'id': 946897170774491136, 'id_str': '946897170774491136', 'indices': [0, 10]}, {'screen_name': 'FordhamNYC', 'name': 'Fordham University', 'id': 19730865, 'id_str': '19730865', 'indices': [11, 22]}, {'screen_name': 'HispanicNS', 'name': 'HNS', 'id': 757984926473998337, 'id_str': '757984926473998337', 'indices': [23, 34]}, {'screen_name': 'UofDenver', 'name': 'University of Denver', 'id': 17349956, 'id_str': '17349956', 'indices': [35, 45]}]",[],en,recent,701758182247505920,701758182247505920,Dr. Monica Rivera Mindt,DrRiveraMindt,New York City,President: Hispanic Neuropsychological Society l Cultural Neuroscientist + Clinical Neuropsychologist I Studying CogAging + Opioids l @Fordham + @MountSinai,https://t.co/RKjc7hol3a,[],False,1488,673,23,Mon Feb 22 13:19:23 +0000 2016,5666,,,True,False,1484,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1091301792376328192/uPhskoQf_normal.jpg,https://pbs.twimg.com/profile_images/1091301792376328192/uPhskoQf_normal.jpg,https://pbs.twimg.com/profile_banners/701758182247505920/1456225384,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,"[{'url': 'https://t.co/RKjc7hol3a', 'expanded_url': 'https://hnps.org/2018-executive-committee/', 'display_url': 'hnps.org/2018-executive…', 'indices': [0, 23]}]",01a9a39529b27f36,https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json,city,Manhattan,"Manhattan, NY",US,United States,[],Polygon,"[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Tue Jan 21 01:56:12 +0000 2020,1219438515408207872,1219438515408207872,"One of the biggest debts of gratitude I have is owed to @UofDenver &amp; @DUSportPsych program.  During my time there, I took a multiculturalism course.  It opened my eyes &amp; challenged my beliefs.  It pushed me to take a number of long, hard looks in the mirror and seek to be better.",False,"[0, 288]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,8,False,False,en,[],[],"[{'screen_name': 'UofDenver', 'name': 'University of Denver', 'id': 17349956, 'id_str': '17349956', 'indices': [56, 66]}, {'screen_name': 'DUSportPsych', 'name': 'DU Sport Psych', 'id': 365719305, 'id_str': '365719305', 'indices': [73, 86]}]",[],en,recent,36677188,36677188,Jonathan Haynes,J_Haynes5,,Playing my part in the performance revolution l Science I M.A. Sport & Performance Psych l B.A. Education l Footie l @utoledo and @uofdenver alum l,,[],False,553,497,3,Thu Apr 30 14:40:31 +0000 2009,13025,,,False,False,16341,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1202585581533814789/qEOoCDXS_normal.jpg,https://pbs.twimg.com/profile_images/1202585581533814789/qEOoCDXS_normal.jpg,https://pbs.twimg.com/profile_banners/36677188/1572268862,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Mon Jan 20 16:23:49 +0000 2020,1219294467796041729,1219294467796041729,"@KristenWalenga @UofDenver @comilla_s @sarahmperman Wow! What an incredible example of how important this initiative truly is. Thank you for sharing your story, your encouragement and your support.",False,"[52, 197]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2192339557041152e+18,1219233955704115200,9.99611604735021e+17,999611604735021056,KristenWalenga,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'KristenWalenga', 'name': 'kristensheartbeats', 'id': 999611604735021056, 'id_str': '999611604735021056', 'indices': [0, 15]}, {'screen_name': 'UofDenver', 'name': 'University of Denver', 'id': 17349956, 'id_str': '17349956', 'indices': [16, 26]}, {'screen_name': 'comilla_s', 'name': 'Dr. Comilla', 'id': 780594370470748162, 'id_str': '780594370470748162', 'indices': [27, 37]}, {'screen_name': 'sarahmperman', 'name': 'Sarah Perman', 'id': 730529246351855616, 'id_str': '730529246351855616', 'indices': [38, 51]}]",[],en,recent,1088297979352477697,1088297979352477697,Lisa Ward,LWardColorado,"Denver, CO",CO EMT for 23 years. DU Health Policy Grad Student. 2019 CO Senate legislative aide. Intermediate rower. Novice tweeter.,,[],False,65,161,0,Thu Jan 24 04:50:32 +0000 2019,758,,,True,False,143,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1184608568839823360/jlT4ED6m_normal.jpg,https://pbs.twimg.com/profile_images/1184608568839823360/jlT4ED6m_normal.jpg,https://pbs.twimg.com/profile_banners/1088297979352477697/1548306821,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,b49b3053b5c25bf5,https://api.twitter.com/1.1/geo/id/b49b3053b5c25bf5.json,city,Denver,"Denver, CO",US,United States,[],Polygon,"[[[-105.109815, 39.614151], [-104.734372, 39.614151], [-104.734372, 39.812975], [-105.109815, 39.812975]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Sat Jan 18 16:47:55 +0000 2020,1218575759100370945,1218575759100370945,@derigansilver @UofDenver I am looking forward to this!,False,"[26, 55]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2183810651793695e+18,1218381065179369477,118156770.0,118156770,derigansilver,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'derigansilver', 'name': 'Derigan Silver', 'id': 118156770, 'id_str': '118156770', 'indices': [0, 14]}, {'screen_name': 'UofDenver', 'name': 'University of Denver', 'id': 17349956, 'id_str': '17349956', 'indices': [15, 25]}]",[],en,recent,1017385718006493184,1017385718006493184,Jeremy Haefner,DU_chancellor,"Denver, CO","This is the official Twitter account for Jeremy Haefner, chancellor @uofdenver. #onedu",https://t.co/uvyH22uweX,[],False,535,135,7,Thu Jul 12 12:30:32 +0000 2018,534,,,True,False,500,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1150803275005870080/Q20ON-BF_normal.png,https://pbs.twimg.com/profile_images/1150803275005870080/Q20ON-BF_normal.png,https://pbs.twimg.com/profile_banners/1017385718006493184/1532118223,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,"[{'url': 'https://t.co/uvyH22uweX', 'expanded_url': 'http://DU.edu', 'display_url': 'DU.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
