,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
5,Sat Jan 25 14:32:49 +0000 2020,1221078472950456322,1221078472950456322,RT @UPTuks: “There are those of us who have sat at desks with pens that flowed the ink of sleepless nights as we have fought to complete ou…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'UPTuks', 'name': 'Univ. of Pretoria', 'id': 70902697, 'id_str': '70902697', 'indices': [3, 10]}]",[],en,recent,305219003,305219003,James Makame,Jamesmakame,"Pretoria, South Africa; Gokwe, Zim","PhD student Researcher (Univ of Pretoria). Interests in Food Science, Sensory Science, Chemistry, Statistics, Data Science, Democracy, Human Rights & Freedoms.",,[],False,286,1318,1,Wed May 25 21:03:57 +0000 2011,3799,,,True,False,1367,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1061203168061734912/Xh5vJMyg_normal.jpg,https://pbs.twimg.com/profile_images/1061203168061734912/Xh5vJMyg_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,Sat Jan 25 10:23:14 +0000 2020,1.221015666498642e+18,1221015666498641920,"“There are those of us who have sat at desks with pens that flowed the ink of sleepless nights as we have fought to complete our examinations,” says UP SRC President David Kabwa at #UPWelcomeDay",False,"[0, 194]","[{'text': 'UPWelcomeDay', 'indices': [181, 194]}]",[],[],[],en,recent,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,70902697.0,70902697,Univ. of Pretoria,UPTuks,"Pretoria, South Africa",The University of Pretoria is one of the top research institutions in Africa,http://t.co/QmmrYrswdG,"[{'url': 'http://t.co/QmmrYrswdG', 'expanded_url': 'http://www.up.ac.za/', 'display_url': 'up.ac.za', 'indices': [0, 22]}]",[],False,350114.0,208.0,219.0,Wed Sep 02 06:48:55 +0000 2009,930.0,,,True,True,11995.0,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_banners/70902697/1579507891,006699,CC0033,FFFFFF,000000,True,False,False,False,False,False,False,none,,,,,False,2.0,4.0,False,False,en,,,,,,,,,,,,,,,,,,,,
6,Sat Jan 25 14:32:32 +0000 2020,1221078404310740994,1221078404310740994,"RT @UPTuks: “On this #UPWelcomeDay, let us remember that we have the capacity and the capability to loosen the shackles of mediocrity,” say…",False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,4,0,False,False,en,"[{'text': 'UPWelcomeDay', 'indices': [21, 34]}]",[],"[{'screen_name': 'UPTuks', 'name': 'Univ. of Pretoria', 'id': 70902697, 'id_str': '70902697', 'indices': [3, 10]}]",[],en,recent,305219003,305219003,James Makame,Jamesmakame,"Pretoria, South Africa; Gokwe, Zim","PhD student Researcher (Univ of Pretoria). Interests in Food Science, Sensory Science, Chemistry, Statistics, Data Science, Democracy, Human Rights & Freedoms.",,[],False,286,1318,1,Wed May 25 21:03:57 +0000 2011,3799,,,True,False,1367,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1061203168061734912/Xh5vJMyg_normal.jpg,https://pbs.twimg.com/profile_images/1061203168061734912/Xh5vJMyg_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,Sat Jan 25 10:26:16 +0000 2020,1.221016427987075e+18,1221016427987075072,"“On this #UPWelcomeDay, let us remember that we have the capacity and the capability to loosen the shackles of mediocrity,” says UP SRC President David Kabwa.",False,"[0, 158]","[{'text': 'UPWelcomeDay', 'indices': [9, 22]}]",[],[],[],en,recent,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,70902697.0,70902697,Univ. of Pretoria,UPTuks,"Pretoria, South Africa",The University of Pretoria is one of the top research institutions in Africa,http://t.co/QmmrYrswdG,"[{'url': 'http://t.co/QmmrYrswdG', 'expanded_url': 'http://www.up.ac.za/', 'display_url': 'up.ac.za', 'indices': [0, 22]}]",[],False,350114.0,208.0,219.0,Wed Sep 02 06:48:55 +0000 2009,930.0,,,True,True,11995.0,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_banners/70902697/1579507891,006699,CC0033,FFFFFF,000000,True,False,False,False,False,False,False,none,,,,,False,4.0,5.0,False,False,en,,,,,,,,,,,,,,,,,,,,
7,Sat Jan 25 14:32:29 +0000 2020,1221078391962722304,1221078391962722304,"RT @UPTuks: “The student life at the University of Pretoria is rich. Let us prioritise our academics, but also remember to live a balanced…",False,"[0, 139]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'UPTuks', 'name': 'Univ. of Pretoria', 'id': 70902697, 'id_str': '70902697', 'indices': [3, 10]}]",[],en,recent,305219003,305219003,James Makame,Jamesmakame,"Pretoria, South Africa; Gokwe, Zim","PhD student Researcher (Univ of Pretoria). Interests in Food Science, Sensory Science, Chemistry, Statistics, Data Science, Democracy, Human Rights & Freedoms.",,[],False,286,1318,1,Wed May 25 21:03:57 +0000 2011,3799,,,True,False,1367,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1061203168061734912/Xh5vJMyg_normal.jpg,https://pbs.twimg.com/profile_images/1061203168061734912/Xh5vJMyg_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,Sat Jan 25 10:25:32 +0000 2020,1.2210162424814387e+18,1221016242481438720,"“The student life at the University of Pretoria is rich. Let us prioritise our academics, but also remember to live a balanced life.” – UP SRC President David Kabwa at #UPWelcomeDay",False,"[0, 181]","[{'text': 'UPWelcomeDay', 'indices': [168, 181]}]",[],[],[],en,recent,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,70902697.0,70902697,Univ. of Pretoria,UPTuks,"Pretoria, South Africa",The University of Pretoria is one of the top research institutions in Africa,http://t.co/QmmrYrswdG,"[{'url': 'http://t.co/QmmrYrswdG', 'expanded_url': 'http://www.up.ac.za/', 'display_url': 'up.ac.za', 'indices': [0, 22]}]",[],False,350114.0,208.0,219.0,Wed Sep 02 06:48:55 +0000 2009,930.0,,,True,True,11995.0,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_banners/70902697/1579507891,006699,CC0033,FFFFFF,000000,True,False,False,False,False,False,False,none,,,,,False,2.0,8.0,False,False,en,,,,,,,,,,,,,,,,,,,,
16,Sat Jan 25 11:57:00 +0000 2020,1221039261593612288,1221039261593612288,"RT @UPTuks: REMINDER: First-year students who haven’t already are reminded to register online urgently in order to get your student card, w…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,17,0,False,False,en,[],[],"[{'screen_name': 'UPTuks', 'name': 'Univ. of Pretoria', 'id': 70902697, 'id_str': '70902697', 'indices': [3, 10]}]",[],en,recent,983648640303620096,983648640303620096,Thato Machabaphala,Justthato__,"Pretoria, South Africa","Kgošigadi ▪️
Former President of the Black Lawyers Association Student Chapter ▪️ BA Law Graduate (UP) ◾
#SheConquersAdvocate ▪️
Ngwana Motho",,[],False,389,337,0,Tue Apr 10 10:11:25 +0000 2018,12739,,,False,False,6565,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1214478710872645632/GRXgkHco_normal.jpg,https://pbs.twimg.com/profile_images/1214478710872645632/GRXgkHco_normal.jpg,https://pbs.twimg.com/profile_banners/983648640303620096/1523355543,FAB81E,000000,000000,000000,False,True,False,False,False,False,False,none,,Sat Jan 25 10:20:08 +0000 2020,1.2210148843449098e+18,1221014884344909826,"REMINDER: First-year students who haven’t already are reminded to register online urgently in order to get your student card, which is required for Orientation Week from Monday. You can also get help registering at Hillcrest Campus until 2pm today.",False,"[0, 248]",[],[],[],[],en,recent,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,70902697.0,70902697,Univ. of Pretoria,UPTuks,"Pretoria, South Africa",The University of Pretoria is one of the top research institutions in Africa,http://t.co/QmmrYrswdG,"[{'url': 'http://t.co/QmmrYrswdG', 'expanded_url': 'http://www.up.ac.za/', 'display_url': 'up.ac.za', 'indices': [0, 22]}]",[],False,350114.0,208.0,219.0,Wed Sep 02 06:48:55 +0000 2009,930.0,,,True,True,11995.0,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_banners/70902697/1579507891,006699,CC0033,FFFFFF,000000,True,False,False,False,False,False,False,none,,,,,False,17.0,22.0,False,False,en,,,,,,,,,,,,,,,,,,,,
28,Sat Jan 25 10:44:08 +0000 2020,1221020924130054146,1221020924130054146,"RT @UPTuks: REMINDER: First-year students who haven’t already are reminded to register online urgently in order to get your student card, w…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,17,0,False,False,en,[],[],"[{'screen_name': 'UPTuks', 'name': 'Univ. of Pretoria', 'id': 70902697, 'id_str': '70902697', 'indices': [3, 10]}]",[],en,recent,759331242227732482,759331242227732482,Roddy stan acc🥺,rehaufi,"Johannesburg, South Africa","🇱🇸🇿🇦



































































Wits Student👷‍♀️",,[],False,371,268,0,Sat Jul 30 10:14:10 +0000 2016,13978,,,False,False,8728,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1218693898068881409/UwT3DEAr_normal.jpg,https://pbs.twimg.com/profile_images/1218693898068881409/UwT3DEAr_normal.jpg,https://pbs.twimg.com/profile_banners/759331242227732482/1575474172,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,Sat Jan 25 10:20:08 +0000 2020,1.2210148843449098e+18,1221014884344909826,"REMINDER: First-year students who haven’t already are reminded to register online urgently in order to get your student card, which is required for Orientation Week from Monday. You can also get help registering at Hillcrest Campus until 2pm today.",False,"[0, 248]",[],[],[],[],en,recent,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,70902697.0,70902697,Univ. of Pretoria,UPTuks,"Pretoria, South Africa",The University of Pretoria is one of the top research institutions in Africa,http://t.co/QmmrYrswdG,"[{'url': 'http://t.co/QmmrYrswdG', 'expanded_url': 'http://www.up.ac.za/', 'display_url': 'up.ac.za', 'indices': [0, 22]}]",[],False,350114.0,208.0,219.0,Wed Sep 02 06:48:55 +0000 2009,930.0,,,True,True,11995.0,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_banners/70902697/1579507891,006699,CC0033,FFFFFF,000000,True,False,False,False,False,False,False,none,,,,,False,17.0,22.0,False,False,en,,,,,,,,,,,,,,,,,,,,
33,Sat Jan 25 10:28:38 +0000 2020,1221017022915584000,1221017022915584000,"RT @UPTuks: VC Prof Tawana Kupe is welcoming first-year students at #UPWelcomeDay, after being introduced by ""Libby the Librarian"", the fir…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,11,0,False,False,en,"[{'text': 'UPWelcomeDay', 'indices': [68, 81]}]",[],"[{'screen_name': 'UPTuks', 'name': 'Univ. of Pretoria', 'id': 70902697, 'id_str': '70902697', 'indices': [3, 10]}]",[],en,recent,1220751065429266432,1220751065429266432,Janko van Jaarsveldt,JankoJaarsveldt,,science and math nerd.,,[],False,2,26,0,Fri Jan 24 16:52:02 +0000 2020,18,,,True,False,18,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1220756467034284032/DyAFBD3Y_normal.jpg,https://pbs.twimg.com/profile_images/1220756467034284032/DyAFBD3Y_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,Sat Jan 25 06:29:12 +0000 2020,1.2209567676870042e+18,1220956767687004164,"VC Prof Tawana Kupe is welcoming first-year students at #UPWelcomeDay, after being introduced by ""Libby the Librarian"", the first client service robot known to be in use in an African university library. ""Thank you, Libby, we will give you a salary increase as soon as possible!""",False,"[0, 279]","[{'text': 'UPWelcomeDay', 'indices': [56, 69]}]",[],[],[],en,recent,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,70902697.0,70902697,Univ. of Pretoria,UPTuks,"Pretoria, South Africa",The University of Pretoria is one of the top research institutions in Africa,http://t.co/QmmrYrswdG,"[{'url': 'http://t.co/QmmrYrswdG', 'expanded_url': 'http://www.up.ac.za/', 'display_url': 'up.ac.za', 'indices': [0, 22]}]",[],False,350114.0,208.0,219.0,Wed Sep 02 06:48:55 +0000 2009,930.0,,,True,True,11995.0,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_banners/70902697/1579507891,006699,CC0033,FFFFFF,000000,True,False,False,False,False,False,False,none,,,,,False,11.0,25.0,False,False,en,,,,,,,,,,,,,,,,,,,,
34,Sat Jan 25 10:28:26 +0000 2020,1221016972269408256,1221016972269408256,"RT @UPTuks: “The student life at the University of Pretoria is rich. Let us prioritise our academics, but also remember to live a balanced…",False,"[0, 139]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'UPTuks', 'name': 'Univ. of Pretoria', 'id': 70902697, 'id_str': '70902697', 'indices': [3, 10]}]",[],en,recent,1220751065429266432,1220751065429266432,Janko van Jaarsveldt,JankoJaarsveldt,,science and math nerd.,,[],False,2,26,0,Fri Jan 24 16:52:02 +0000 2020,18,,,True,False,18,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1220756467034284032/DyAFBD3Y_normal.jpg,https://pbs.twimg.com/profile_images/1220756467034284032/DyAFBD3Y_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,Sat Jan 25 10:25:32 +0000 2020,1.2210162424814387e+18,1221016242481438720,"“The student life at the University of Pretoria is rich. Let us prioritise our academics, but also remember to live a balanced life.” – UP SRC President David Kabwa at #UPWelcomeDay",False,"[0, 181]","[{'text': 'UPWelcomeDay', 'indices': [168, 181]}]",[],[],[],en,recent,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,70902697.0,70902697,Univ. of Pretoria,UPTuks,"Pretoria, South Africa",The University of Pretoria is one of the top research institutions in Africa,http://t.co/QmmrYrswdG,"[{'url': 'http://t.co/QmmrYrswdG', 'expanded_url': 'http://www.up.ac.za/', 'display_url': 'up.ac.za', 'indices': [0, 22]}]",[],False,350114.0,208.0,219.0,Wed Sep 02 06:48:55 +0000 2009,930.0,,,True,True,11995.0,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_banners/70902697/1579507891,006699,CC0033,FFFFFF,000000,True,False,False,False,False,False,False,none,,,,,False,2.0,8.0,False,False,en,,,,,,,,,,,,,,,,,,,,
35,Sat Jan 25 10:28:16 +0000 2020,1221016933077803010,1221016933077803010,"RT @UPTuks: “On this #UPWelcomeDay, let us remember that we have the capacity and the capability to loosen the shackles of mediocrity,” say…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,4,0,False,False,en,"[{'text': 'UPWelcomeDay', 'indices': [21, 34]}]",[],"[{'screen_name': 'UPTuks', 'name': 'Univ. of Pretoria', 'id': 70902697, 'id_str': '70902697', 'indices': [3, 10]}]",[],en,recent,1220751065429266432,1220751065429266432,Janko van Jaarsveldt,JankoJaarsveldt,,science and math nerd.,,[],False,2,26,0,Fri Jan 24 16:52:02 +0000 2020,18,,,True,False,18,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1220756467034284032/DyAFBD3Y_normal.jpg,https://pbs.twimg.com/profile_images/1220756467034284032/DyAFBD3Y_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,Sat Jan 25 10:26:16 +0000 2020,1.221016427987075e+18,1221016427987075072,"“On this #UPWelcomeDay, let us remember that we have the capacity and the capability to loosen the shackles of mediocrity,” says UP SRC President David Kabwa.",False,"[0, 158]","[{'text': 'UPWelcomeDay', 'indices': [9, 22]}]",[],[],[],en,recent,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,70902697.0,70902697,Univ. of Pretoria,UPTuks,"Pretoria, South Africa",The University of Pretoria is one of the top research institutions in Africa,http://t.co/QmmrYrswdG,"[{'url': 'http://t.co/QmmrYrswdG', 'expanded_url': 'http://www.up.ac.za/', 'display_url': 'up.ac.za', 'indices': [0, 22]}]",[],False,350114.0,208.0,219.0,Wed Sep 02 06:48:55 +0000 2009,930.0,,,True,True,11995.0,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_banners/70902697/1579507891,006699,CC0033,FFFFFF,000000,True,False,False,False,False,False,False,none,,,,,False,4.0,5.0,False,False,en,,,,,,,,,,,,,,,,,,,,
36,Sat Jan 25 10:28:06 +0000 2020,1221016887385120768,1221016887385120768,Listening to the amazing and inspirational speech of Mr. David Kapwa at #UPWelcomeDay @UPTuks,False,"[0, 93]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,1,False,False,en,"[{'text': 'UPWelcomeDay', 'indices': [72, 85]}]",[],"[{'screen_name': 'UPTuks', 'name': 'Univ. of Pretoria', 'id': 70902697, 'id_str': '70902697', 'indices': [86, 93]}]",[],en,recent,1220751065429266432,1220751065429266432,Janko van Jaarsveldt,JankoJaarsveldt,,science and math nerd.,,[],False,2,26,0,Fri Jan 24 16:52:02 +0000 2020,18,,,True,False,18,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1220756467034284032/DyAFBD3Y_normal.jpg,https://pbs.twimg.com/profile_images/1220756467034284032/DyAFBD3Y_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Sat Jan 25 10:27:59 +0000 2020,1221016860931559425,1221016860931559425,"RT @UPTuks: REMINDER: First-year students who haven’t already are reminded to register online urgently in order to get your student card, w…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,17,0,False,False,en,[],[],"[{'screen_name': 'UPTuks', 'name': 'Univ. of Pretoria', 'id': 70902697, 'id_str': '70902697', 'indices': [3, 10]}]",[],en,recent,1171264603,1171264603,Fikile Mahange,Ms_Mahange,Johannesburg | Giyani,"Bcom (Law) Graduand. 
LLB 3 Student.",,[],False,1751,212,11,Tue Feb 12 07:53:47 +0000 2013,45803,,,True,False,61095,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1218328183168212992/zLWvx8qt_normal.jpg,https://pbs.twimg.com/profile_images/1218328183168212992/zLWvx8qt_normal.jpg,https://pbs.twimg.com/profile_banners/1171264603/1578999497,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,Sat Jan 25 10:20:08 +0000 2020,1.2210148843449098e+18,1221014884344909826,"REMINDER: First-year students who haven’t already are reminded to register online urgently in order to get your student card, which is required for Orientation Week from Monday. You can also get help registering at Hillcrest Campus until 2pm today.",False,"[0, 248]",[],[],[],[],en,recent,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,70902697.0,70902697,Univ. of Pretoria,UPTuks,"Pretoria, South Africa",The University of Pretoria is one of the top research institutions in Africa,http://t.co/QmmrYrswdG,"[{'url': 'http://t.co/QmmrYrswdG', 'expanded_url': 'http://www.up.ac.za/', 'display_url': 'up.ac.za', 'indices': [0, 22]}]",[],False,350114.0,208.0,219.0,Wed Sep 02 06:48:55 +0000 2009,930.0,,,True,True,11995.0,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_images/558604645212229632/tOX44Roj_normal.jpeg,https://pbs.twimg.com/profile_banners/70902697/1579507891,006699,CC0033,FFFFFF,000000,True,False,False,False,False,False,False,none,,,,,False,17.0,22.0,False,False,en,,,,,,,,,,,,,,,,,,,,
