,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.profile_banner_url,retweeted_status.place
13,Fri Jan 24 20:16:33 +0000 2020,1220802589895331840,1220802589895331840,"RT @beatED: Calling students at @OfficialUoM, @LivUni, @LiverpoolHopeUK, @LancasterUni, @ManMetUni, @SalfordUni, @BoltonUni, @uochester, @e…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'beatED', 'name': 'Beat', 'id': 25311240, 'id_str': '25311240', 'indices': [3, 10]}, {'screen_name': 'OfficialUoM', 'name': 'The University of Manchester', 'id': 2217874898, 'id_str': '2217874898', 'indices': [32, 44]}, {'screen_name': 'LivUni', 'name': 'University of Liverpool', 'id': 18903739, 'id_str': '18903739', 'indices': [46, 53]}, {'screen_name': 'LiverpoolHopeUK', 'name': 'Liverpool Hope Uni', 'id': 59797465, 'id_str': '59797465', 'indices': [55, 71]}, {'screen_name': 'LancasterUni', 'name': 'Lancaster University', 'id': 25521930, 'id_str': '25521930', 'indices': [73, 86]}, {'screen_name': 'ManMetUni', 'name': 'Manchester Metropolitan Uni', 'id': 14743052, 'id_str': '14743052', 'indices': [88, 98]}, {'screen_name': 'SalfordUni', 'name': 'University of Salford', 'id': 17068001, 'id_str': '17068001', 'indices': [100, 111]}, {'screen_name': 'BoltonUni', 'name': 'University of Bolton', 'id': 23047428, 'id_str': '23047428', 'indices': [113, 123]}, {'screen_name': 'uochester', 'name': 'University of Chester', 'id': 25898223, 'id_str': '25898223', 'indices': [125, 135]}]",[],en,recent,1021707345800454144,1021707345800454144,LIPAwellbeing,LIPAwellbeing,"Liverpool, England",Supporting students at the Liverpool Institute for Performing Arts. Please note that we cannot provide support via Twitter.,https://t.co/PqHwF9TA5R,"[{'url': 'https://t.co/PqHwF9TA5R', 'expanded_url': 'https://www.lipa.ac.uk/', 'display_url': 'lipa.ac.uk', 'indices': [0, 23]}]",[],False,119,110,2,Tue Jul 24 10:43:08 +0000 2018,99,,,False,False,1271,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1021724794683891712/KtpDAaNv_normal.jpg,https://pbs.twimg.com/profile_images/1021724794683891712/KtpDAaNv_normal.jpg,https://pbs.twimg.com/profile_banners/1021707345800454144/1532433196,981CEB,000000,000000,000000,False,False,False,False,False,False,False,none,Fri Jan 24 14:45:06 +0000 2020,1.2207191796717036e+18,1220719179671703553,"Calling students at @OfficialUoM, @LivUni, @LiverpoolHopeUK, @LancasterUni, @ManMetUni, @SalfordUni, @BoltonUni, @uochester, @edgehill, @UCLan",False,"[0, 142]",[],[],"[{'screen_name': 'OfficialUoM', 'name': 'The University of Manchester', 'id': 2217874898, 'id_str': '2217874898', 'indices': [20, 32]}, {'screen_name': 'LivUni', 'name': 'University of Liverpool', 'id': 18903739, 'id_str': '18903739', 'indices': [34, 41]}, {'screen_name': 'LiverpoolHopeUK', 'name': 'Liverpool Hope Uni', 'id': 59797465, 'id_str': '59797465', 'indices': [43, 59]}, {'screen_name': 'LancasterUni', 'name': 'Lancaster University', 'id': 25521930, 'id_str': '25521930', 'indices': [61, 74]}, {'screen_name': 'ManMetUni', 'name': 'Manchester Metropolitan Uni', 'id': 14743052, 'id_str': '14743052', 'indices': [76, 86]}, {'screen_name': 'SalfordUni', 'name': 'University of Salford', 'id': 17068001, 'id_str': '17068001', 'indices': [88, 99]}, {'screen_name': 'BoltonUni', 'name': 'University of Bolton', 'id': 23047428, 'id_str': '23047428', 'indices': [101, 111]}, {'screen_name': 'uochester', 'name': 'University of Chester', 'id': 25898223, 'id_str': '25898223', 'indices': [113, 123]}, {'screen_name': 'edgehill', 'name': 'Edge Hill University', 'id': 14908181, 'id_str': '14908181', 'indices': [125, 134]}, {'screen_name': 'UCLan', 'name': 'Uni of Central Lancs', 'id': 15559763, 'id_str': '15559763', 'indices': [136, 142]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2204210506489733e+18,1220421050648973312,25311240.0,25311240,beatED,25311240.0,25311240,Beat,beatED,United Kingdom,Beat is the UK's eating disorder charity. Follow @BeatEDSupport for help and support for an eating disorder.,https://t.co/HZS9NGrs84,"[{'url': 'https://t.co/HZS9NGrs84', 'expanded_url': 'https://www.beateatingdisorders.org.uk', 'display_url': 'beateatingdisorders.org.uk', 'indices': [0, 23]}]",[],False,34751.0,1014.0,511.0,Thu Mar 19 15:00:23 +0000 2009,4685.0,,,True,True,15196.0,,False,False,False,094891,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/917359509647122432/XkywoQng_normal.jpg,https://pbs.twimg.com/profile_images/917359509647122432/XkywoQng_normal.jpg,094891,094891,F00981,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,False,1.0,3.0,False,False,en,,,,,,,,,,,https://pbs.twimg.com/profile_banners/25311240/1520246609,
15,Fri Jan 24 17:06:19 +0000 2020,1220754716747096065,1220754716747096065,RT @studioscientist: @martyn_evans @designcouncil @McrSchArt @ManMetUni @Sian_Whyte @gunterwehmeyer @kasperdegraaf @designmcr @df_mcr @jons…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'studioscientist', 'name': 'Peter Lloyd Jones', 'id': 2718899182, 'id_str': '2718899182', 'indices': [3, 19]}, {'screen_name': 'martyn_evans', 'name': 'Martyn Evans', 'id': 93605978, 'id_str': '93605978', 'indices': [21, 34]}, {'screen_name': 'designcouncil', 'name': 'Design Council', 'id': 8683242, 'id_str': '8683242', 'indices': [35, 49]}, {'screen_name': 'McrSchArt', 'name': 'Mcr School of Art', 'id': 596386392, 'id_str': '596386392', 'indices': [50, 60]}, {'screen_name': 'ManMetUni', 'name': 'Manchester Metropolitan Uni', 'id': 14743052, 'id_str': '14743052', 'indices': [61, 71]}, {'screen_name': 'Sian_Whyte', 'name': 'Siân Whyte', 'id': 425190654, 'id_str': '425190654', 'indices': [72, 83]}, {'screen_name': 'gunterwehmeyer', 'name': 'Gunter Wehmeyer', 'id': 706933989819457536, 'id_str': '706933989819457536', 'indices': [84, 99]}, {'screen_name': 'kasperdegraaf', 'name': 'Kasper de Graaf', 'id': 25477033, 'id_str': '25477033', 'indices': [100, 114]}, {'screen_name': 'designmcr', 'name': 'Design Manchester', 'id': 1568556535, 'id_str': '1568556535', 'indices': [115, 125]}, {'screen_name': 'df_mcr', 'name': 'Design Factory Manchester', 'id': 1093252344043765761, 'id_str': '1093252344043765761', 'indices': [126, 133]}]",[],en,recent,93605978,93605978,Martyn Evans,martyn_evans,"Manchester, UK","Professor of Design and Head of @McrSchArt Research Centre, @ManMetUni. Design-driven Innovation. Chair of @IASDR2019. Council member @thisisDRS",https://t.co/0z7p25s8MX,"[{'url': 'https://t.co/0z7p25s8MX', 'expanded_url': 'http://www.art.mmu.ac.uk/', 'display_url': 'art.mmu.ac.uk', 'indices': [0, 23]}]",[],False,3417,4736,148,Mon Nov 30 10:44:31 +0000 2009,13643,,,False,False,16715,,False,False,False,006CAC,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1128645439706804225/feHLpaJt_normal.jpg,https://pbs.twimg.com/profile_images/1128645439706804225/feHLpaJt_normal.jpg,https://pbs.twimg.com/profile_banners/93605978/1422309362,4C8EDE,BDDCAD,DDFFCC,333333,False,False,False,False,False,False,False,none,Fri Jan 24 16:02:09 +0000 2020,1.2207385685718385e+18,1220738568571838466,"@martyn_evans @designcouncil @McrSchArt @ManMetUni @Sian_Whyte @gunterwehmeyer @kasperdegraaf @designmcr @df_mcr @jonspruce74 @MMUdesign Would be interesting to consider how adaptable the Double Diamond evolves and performs in trans-disciplinary settings that are more or less speculative? A session unto itself, no?",False,"[137, 316]",[],[],"[{'screen_name': 'martyn_evans', 'name': 'Martyn Evans', 'id': 93605978, 'id_str': '93605978', 'indices': [0, 13]}, {'screen_name': 'designcouncil', 'name': 'Design Council', 'id': 8683242, 'id_str': '8683242', 'indices': [14, 28]}, {'screen_name': 'McrSchArt', 'name': 'Mcr School of Art', 'id': 596386392, 'id_str': '596386392', 'indices': [29, 39]}, {'screen_name': 'ManMetUni', 'name': 'Manchester Metropolitan Uni', 'id': 14743052, 'id_str': '14743052', 'indices': [40, 50]}, {'screen_name': 'Sian_Whyte', 'name': 'Siân Whyte', 'id': 425190654, 'id_str': '425190654', 'indices': [51, 62]}, {'screen_name': 'gunterwehmeyer', 'name': 'Gunter Wehmeyer', 'id': 706933989819457536, 'id_str': '706933989819457536', 'indices': [63, 78]}, {'screen_name': 'kasperdegraaf', 'name': 'Kasper de Graaf', 'id': 25477033, 'id_str': '25477033', 'indices': [79, 93]}, {'screen_name': 'designmcr', 'name': 'Design Manchester', 'id': 1568556535, 'id_str': '1568556535', 'indices': [94, 104]}, {'screen_name': 'df_mcr', 'name': 'Design Factory Manchester', 'id': 1093252344043765761, 'id_str': '1093252344043765761', 'indices': [105, 112]}, {'screen_name': 'jonspruce74', 'name': 'Jon Spruce', 'id': 370756041, 'id_str': '370756041', 'indices': [113, 125]}, {'screen_name': 'MMUdesign', 'name': 'MMU Design', 'id': 3515153435, 'id_str': '3515153435', 'indices': [126, 136]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207285458126643e+18,1220728545812664320,93605978.0,93605978,martyn_evans,2718899182.0,2718899182,Peter Lloyd Jones,studioscientist,US & UK,Professor of Design @Lab4Living Art & Design Research Centre @sheffhallamuni. Visiting Prof @ImaginationLanc @LancasterUni / https://t.co/HWxPmUDBsk + https://t.co/qSP9Z0QxNk,https://t.co/9w5UYZ7Nlt,"[{'url': 'https://t.co/9w5UYZ7Nlt', 'expanded_url': 'http://parallaxcollab.com/peter-lloyd-jones-2', 'display_url': 'parallaxcollab.com/peter-lloyd-jo…', 'indices': [0, 23]}]","[{'url': 'https://t.co/HWxPmUDBsk', 'expanded_url': 'http://lab4living.org.uk', 'display_url': 'lab4living.org.uk', 'indices': [125, 148]}, {'url': 'https://t.co/qSP9Z0QxNk', 'expanded_url': 'http://labstudio.org', 'display_url': 'labstudio.org', 'indices': [151, 174]}]",False,1409.0,3371.0,63.0,Sun Jul 20 16:51:56 +0000 2014,8126.0,,,True,False,5124.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1104690185953034241/QYxrmBYC_normal.png,https://pbs.twimg.com/profile_images/1104690185953034241/QYxrmBYC_normal.png,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,False,1.0,7.0,False,False,en,,,,,,,,,,,https://pbs.twimg.com/profile_banners/2718899182/1579980887,
38,Thu Jan 23 22:35:33 +0000 2020,1220475182705496067,1220475182705496067,@cmi_ceo @ManMetUni @NHSuk @mmu_business @MMUApprentice Sorry you couldn’t come - hope you feel better very soon,False,"[56, 112]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203987912636867e+18,1220398791263686656,280945942.0,280945942,cmi_ceo,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'cmi_ceo', 'name': 'Ann Francke OBE', 'id': 280945942, 'id_str': '280945942', 'indices': [0, 8]}, {'screen_name': 'ManMetUni', 'name': 'Manchester Metropolitan Uni', 'id': 14743052, 'id_str': '14743052', 'indices': [9, 19]}, {'screen_name': 'NHSuk', 'name': 'NHS', 'id': 10215212, 'id_str': '10215212', 'indices': [20, 26]}, {'screen_name': 'mmu_business', 'name': 'Manchester Metropolitan University Business School', 'id': 26986103, 'id_str': '26986103', 'indices': [27, 40]}, {'screen_name': 'MMUApprentice', 'name': 'Degree Apprenticeships at Manchester Met', 'id': 3070015289, 'id_str': '3070015289', 'indices': [41, 55]}]",[],en,recent,755136487,755136487,Liz Gorb,Lizgorb,Manchester UK,"Degree Apprenticeships, enterprise, education, small businesses, music, Director of Apprenticeships at Manchester Metropolitan University, my views are my own",,,[],False,688,978,22,Mon Aug 13 13:21:23 +0000 2012,3937,,,False,False,3433,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2819854752/f32fd8cba57108516489c15ba8b8107f_normal.png,https://pbs.twimg.com/profile_images/2819854752/f32fd8cba57108516489c15ba8b8107f_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Thu Jan 23 20:51:04 +0000 2020,1220448886973763584,1220448886973763584,"@ThePortico @jessicacandrews @ManMetUni @McrWritingSchl Massive, massive congratulations, Jessica!",False,"[56, 98]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2204415876012442e+18,1220441587601244160,134734541.0,134734541,ThePortico,,,,,False,0,6,False,False,en,[],[],"[{'screen_name': 'ThePortico', 'name': 'The Portico Library', 'id': 134734541, 'id_str': '134734541', 'indices': [0, 11]}, {'screen_name': 'jessicacandrews', 'name': 'Jessica Andrews', 'id': 1117701685, 'id_str': '1117701685', 'indices': [12, 28]}, {'screen_name': 'ManMetUni', 'name': 'Manchester Metropolitan Uni', 'id': 14743052, 'id_str': '14743052', 'indices': [29, 39]}, {'screen_name': 'McrWritingSchl', 'name': 'Manchester Writing School', 'id': 322171822, 'id_str': '322171822', 'indices': [40, 55]}]",[],en,recent,1081536519855321088,1081536519855321088,Louise Powell,louise__powell,"Middlesbrough, England",Working-class playwright & director; #CommonPeople anthology contributor; #NorthernWritingAwards Shortlist '19; PhD in English @sheffhallamuni,,,[],False,1016,1061,6,Sat Jan 05 13:02:55 +0000 2019,10496,,,False,False,2018,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1155399649865453568/IBLW2BS9_normal.jpg,https://pbs.twimg.com/profile_images/1155399649865453568/IBLW2BS9_normal.jpg,https://pbs.twimg.com/profile_banners/1081536519855321088/1561905219,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Thu Jan 23 20:04:05 +0000 2020,1220437064799465480,1220437064799465480,RT @RogerDismal: @DrDavidCooper @ManMetUni @ThePortico Excellent event David. Such a powerful shortlist and it real feels like it should -…,False,"[0, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'RogerDismal', 'name': 'Andy Edgeworth', 'id': 2887218081, 'id_str': '2887218081', 'indices': [3, 15]}, {'screen_name': 'DrDavidCooper', 'name': 'David Cooper', 'id': 738972350, 'id_str': '738972350', 'indices': [17, 31]}, {'screen_name': 'ManMetUni', 'name': 'Manchester Metropolitan Uni', 'id': 14743052, 'id_str': '14743052', 'indices': [32, 42]}, {'screen_name': 'ThePortico', 'name': 'The Portico Library', 'id': 134734541, 'id_str': '134734541', 'indices': [43, 54]}]",[],en,recent,322171822,322171822,Manchester Writing School,McrWritingSchl,"Manchester, England","Join the UK's biggest & most successful postgraduate literary community. MFA, PhD, short courses, £10K prizes. Directed by Carol Ann Duffy @ManMetUni.",https://t.co/lpaJiMNLj9,"[{'url': 'https://t.co/lpaJiMNLj9', 'expanded_url': 'http://www.mmu.ac.uk/writingschool', 'display_url': 'mmu.ac.uk/writingschool', 'indices': [0, 23]}]",[],False,7741,2315,166,Wed Jun 22 19:03:51 +0000 2011,9688,,,False,False,19098,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/3643966844/0de1166575f379fac0d83a3059a0bbb8_normal.jpeg,https://pbs.twimg.com/profile_images/3643966844/0de1166575f379fac0d83a3059a0bbb8_normal.jpeg,https://pbs.twimg.com/profile_banners/322171822/1503997158,088253,D3D2CF,E3E2DE,634047,True,False,False,False,False,False,False,none,Thu Jan 23 08:16:15 +0000 2020,1.2202589327211151e+18,1220258932721115136,@DrDavidCooper @ManMetUni @ThePortico Excellent event David. Such a powerful shortlist and it real feels like it should - northern!,False,"[38, 131]",[],[],"[{'screen_name': 'DrDavidCooper', 'name': 'David Cooper', 'id': 738972350, 'id_str': '738972350', 'indices': [0, 14]}, {'screen_name': 'ManMetUni', 'name': 'Manchester Metropolitan Uni', 'id': 14743052, 'id_str': '14743052', 'indices': [15, 25]}, {'screen_name': 'ThePortico', 'name': 'The Portico Library', 'id': 134734541, 'id_str': '134734541', 'indices': [26, 37]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2202503523075768e+18,1220250352307576832,738972350.0,738972350,DrDavidCooper,2887218081.0,2887218081,Andy Edgeworth,RogerDismal,"Manchester, England",A writer manque.  Winner of the @CITrafford  2017 Origins flash fiction prize. Work also published by @FairlightBooks,https://t.co/bBsxy4rRTk,"[{'url': 'https://t.co/bBsxy4rRTk', 'expanded_url': 'https://www.fairlightbooks.co.uk/authors/short-story-author/andrew-edgeworth', 'display_url': 'fairlightbooks.co.uk/authors/short-…', 'indices': [0, 23]}]",[],False,1525.0,2126.0,33.0,Fri Nov 21 19:40:55 +0000 2014,41119.0,,,True,False,15437.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1219986657979654146/TFZUYE_o_normal.jpg,https://pbs.twimg.com/profile_images/1219986657979654146/TFZUYE_o_normal.jpg,3B94D9,000000,000000,000000,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,False,1.0,4.0,False,False,en,,,,,,,,,,,https://pbs.twimg.com/profile_banners/2887218081/1573046484,
52,Thu Jan 23 19:54:17 +0000 2020,1220434599580512257,1220434599580512257,RT @SarabandBooks: Who is going to win the #PorticoPrize tonight? Great shortlist - fantastic longlist too. Very tough decision for the @Th…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,"[{'text': 'PorticoPrize', 'indices': [43, 56]}]",[],"[{'screen_name': 'SarabandBooks', 'name': 'Saraband Books', 'id': 67323378, 'id_str': '67323378', 'indices': [3, 17]}]",[],en,recent,322171822,322171822,Manchester Writing School,McrWritingSchl,"Manchester, England","Join the UK's biggest & most successful postgraduate literary community. MFA, PhD, short courses, £10K prizes. Directed by Carol Ann Duffy @ManMetUni.",https://t.co/lpaJiMNLj9,"[{'url': 'https://t.co/lpaJiMNLj9', 'expanded_url': 'http://www.mmu.ac.uk/writingschool', 'display_url': 'mmu.ac.uk/writingschool', 'indices': [0, 23]}]",[],False,7741,2315,166,Wed Jun 22 19:03:51 +0000 2011,9688,,,False,False,19098,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/3643966844/0de1166575f379fac0d83a3059a0bbb8_normal.jpeg,https://pbs.twimg.com/profile_images/3643966844/0de1166575f379fac0d83a3059a0bbb8_normal.jpeg,https://pbs.twimg.com/profile_banners/322171822/1503997158,088253,D3D2CF,E3E2DE,634047,True,False,False,False,False,False,False,none,Thu Jan 23 19:50:42 +0000 2020,1.2204336953724027e+18,1220433695372402690,Who is going to win the #PorticoPrize tonight? Great shortlist - fantastic longlist too. Very tough decision for the @ThePortico and @ManMetUni judges. 📚🏆,False,"[0, 154]","[{'text': 'PorticoPrize', 'indices': [24, 37]}]",[],"[{'screen_name': 'ThePortico', 'name': 'The Portico Library', 'id': 134734541, 'id_str': '134734541', 'indices': [117, 128]}, {'screen_name': 'ManMetUni', 'name': 'Manchester Metropolitan Uni', 'id': 14743052, 'id_str': '14743052', 'indices': [133, 143]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,67323378.0,67323378,Saraband Books,SarabandBooks,Glasgow & Manchester,"Award-winning independent publisher of distinctive fiction, nature and culture. & sister imprint Contraband, publisher of Booker-shortlisted His Bloody Project.",https://t.co/g51KNBDK4B,"[{'url': 'https://t.co/g51KNBDK4B', 'expanded_url': 'http://saraband.net', 'display_url': 'saraband.net', 'indices': [0, 23]}]",[],False,5200.0,2011.0,311.0,Thu Aug 20 14:08:16 +0000 2009,5548.0,,,False,False,14767.0,,False,False,False,0C184A,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,True,http://pbs.twimg.com/profile_images/1200014782243442688/vi6pKuAt_normal.jpg,https://pbs.twimg.com/profile_images/1200014782243442688/vi6pKuAt_normal.jpg,0E41C2,FFFFFF,E1EEF7,103366,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,False,1.0,6.0,False,False,en,,,,,,,,,,,https://pbs.twimg.com/profile_banners/67323378/1579173130,
54,Thu Jan 23 19:48:26 +0000 2020,1220433126670917634,1220433126670917634,@BERANews @ManMetUni Including the correct use of apostrophes?!,False,"[21, 63]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.217750860056449e+18,1217750860056449026,529468647.0,529468647,BERANews,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'BERANews', 'name': 'BERA', 'id': 529468647, 'id_str': '529468647', 'indices': [0, 9]}, {'screen_name': 'ManMetUni', 'name': 'Manchester Metropolitan Uni', 'id': 14743052, 'id_str': '14743052', 'indices': [10, 20]}]",[],en,recent,890137140570578945,890137140570578945,Dr Jennifer Rudd,jruddchemist,"Swansea, Wales",Chemist @ESRI_Swansea Opinions own. Exploring #CO2 conversion in the lab. Carbon neutral ASAP. Enjoy #scicomm and climate activism. #extinctionrebellion #wiasn,,,[],False,1600,1456,33,Wed Jul 26 09:10:07 +0000 2017,6682,,,False,False,4534,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1186999526403530753/m1GqqeGn_normal.jpg,https://pbs.twimg.com/profile_images/1186999526403530753/m1GqqeGn_normal.jpg,https://pbs.twimg.com/profile_banners/890137140570578945/1554054450,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
