,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,quoted_status_id,quoted_status_id_str,possibly_sensitive,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.entities.hashtags,quoted_status.entities.symbols,quoted_status.entities.user_mentions,quoted_status.entities.urls,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.lang,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
8,Fri Jan 24 10:30:20 +0000 2020,1220655065658286082,1220655065658286082,@UniofBath That’s totally fine guys 👍🏽 my Instagram is georgepuddle,False,"[11, 67]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2206269129823232e+18,1220626912982323200,19179395.0,19179395,UniofBath,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UniofBath', 'name': 'University of Bath', 'id': 19179395, 'id_str': '19179395', 'indices': [0, 10]}]",[],en,recent,2263458137,2263458137,George Poole,GeorgePuddle,Barrow ,19 | University of Bath | Rambler @NoNayNever | Spent all my money on gigs and football..,https://t.co/BhMr9iPEiU,"[{'url': 'https://t.co/BhMr9iPEiU', 'expanded_url': 'https://www.instagram.com/puddle12/', 'display_url': 'instagram.com/puddle12/', 'indices': [0, 23]}]",[],False,537,454,13,Sun Jan 05 11:13:38 +0000 2014,18738,,,True,False,18123,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1211363004471816198/8HtzXYQs_normal.jpg,https://pbs.twimg.com/profile_images/1211363004471816198/8HtzXYQs_normal.jpg,https://pbs.twimg.com/profile_banners/2263458137/1562361344,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25d3e991f5637f5a,https://api.twitter.com/1.1/geo/id/25d3e991f5637f5a.json,admin,South West,"South West, England",GB,United Kingdom,[],Polygon,"[[[-6.36850399906372, 49.8824720005481], [-1.48573420014269, 49.8824720005481], [-1.48573420014269, 52.1125420344225], [-6.36850399906372, 52.1125420344225]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Fri Jan 24 09:16:54 +0000 2020,1220636584174854144,1220636584174854144,@UniofBath @danfalk @undarkmag @MathsatBath @Kit_Yates_Maths Absolutely can’t wait to read this #amreading #amwriting,False,"[61, 117]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2206295303161037e+18,1220629530316103681,19179395.0,19179395,UniofBath,,,,,False,0,1,False,False,en,"[{'text': 'amreading', 'indices': [96, 106]}, {'text': 'amwriting', 'indices': [107, 117]}]",[],"[{'screen_name': 'UniofBath', 'name': 'University of Bath', 'id': 19179395, 'id_str': '19179395', 'indices': [0, 10]}, {'screen_name': 'danfalk', 'name': 'Dan Falk', 'id': 16469647, 'id_str': '16469647', 'indices': [11, 19]}, {'screen_name': 'undarkmag', 'name': 'Undark Magazine', 'id': 3883416257, 'id_str': '3883416257', 'indices': [20, 30]}, {'screen_name': 'MathsatBath', 'name': 'Mathematics at Bath', 'id': 2811941912, 'id_str': '2811941912', 'indices': [31, 43]}, {'screen_name': 'Kit_Yates_Maths', 'name': 'Kit Yates', 'id': 412548718, 'id_str': '412548718', 'indices': [44, 60]}]",[],en,recent,2350271414,2350271414,Dr. Sarah Kelly,skellybacken,,"PhD in Ant Behaviour 🐜(really!), obsessive reader 📚, novice author 📖, prone to dreaming 🧘🏻‍♀️, communication junkie bla bla bla 🤫",,,[],False,100,220,0,Tue Feb 18 15:22:05 +0000 2014,3061,,,False,False,345,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213535058155515904/1ufF1T-7_normal.jpg,https://pbs.twimg.com/profile_images/1213535058155515904/1ufF1T-7_normal.jpg,https://pbs.twimg.com/profile_banners/2350271414/1578164280,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Fri Jan 24 07:37:37 +0000 2020,1220611599595118593,1220611599595118593,"#HelloWorld 

I'm Megan, I'm a final year (😱) PhD student working @csctbath based @UniofBath 

My research focuses on using #MolecularSimulation to try and understand why the natural polymer #cellulose is SO hard to dissolve

TL;DR:

🖥️ +🌱+💧=📘+🎓",False,"[0, 245]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,19,False,False,en,"[{'text': 'HelloWorld', 'indices': [0, 11]}, {'text': 'MolecularSimulation', 'indices': [124, 144]}, {'text': 'cellulose', 'indices': [191, 201]}]",[],"[{'screen_name': 'csctbath', 'name': 'Sustainable & Circular Techs', 'id': 263213921, 'id_str': '263213921', 'indices': [66, 75]}, {'screen_name': 'UniofBath', 'name': 'University of Bath', 'id': 19179395, 'id_str': '19179395', 'indices': [82, 92]}]",[],en,recent,784434036966039552,784434036966039552,Megan Stalker 🏳️‍🌈 🇪🇺,MeganStalker,"Bath, England","Postgraduate researcher @csctbath 🖥️ +🌱 +💧

Passionate about carbohydrates in my personal and professional lives

🔊♻️👉 https://t.co/blrbiPHfxs

(they/them)",,,"[{'url': 'https://t.co/blrbiPHfxs', 'expanded_url': 'http://spoti.fi/2GkbGcq', 'display_url': 'spoti.fi/2GkbGcq', 'indices': [119, 142]}]",False,182,499,5,Fri Oct 07 16:43:43 +0000 2016,3239,,,False,False,311,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1192002893622194176/5kF_mR-Q_normal.jpg,https://pbs.twimg.com/profile_images/1192002893622194176/5kF_mR-Q_normal.jpg,https://pbs.twimg.com/profile_banners/784434036966039552/1573031087,91D2FA,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Thu Jan 23 17:32:25 +0000 2020,1220398896653926403,1220398896653926403,@AapsCdt @Bath_IAAPS @AVL_List @SamAkehurst3 @UniofBath @DoctoralBath @bathenganddes Very cool they are too 😎,False,"[85, 109]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2202770802622013e+18,1220277080262201344,1.1029789310602936e+18,1102978931060293633,AapsCdt,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'AapsCdt', 'name': 'AAPS-CDT', 'id': 1102978931060293633, 'id_str': '1102978931060293633', 'indices': [0, 8]}, {'screen_name': 'Bath_IAAPS', 'name': 'IAAPS', 'id': 885811127774568448, 'id_str': '885811127774568448', 'indices': [9, 20]}, {'screen_name': 'AVL_List', 'name': 'AVL', 'id': 407687123, 'id_str': '407687123', 'indices': [21, 30]}, {'screen_name': 'SamAkehurst3', 'name': 'Sam Akehurst', 'id': 3378558275, 'id_str': '3378558275', 'indices': [31, 44]}, {'screen_name': 'UniofBath', 'name': 'University of Bath', 'id': 19179395, 'id_str': '19179395', 'indices': [45, 55]}, {'screen_name': 'DoctoralBath', 'name': 'UoB Doctoral College', 'id': 734124237431177216, 'id_str': '734124237431177216', 'indices': [56, 69]}, {'screen_name': 'bathenganddes', 'name': 'BathEngAndDes', 'id': 1032203393127858176, 'id_str': '1032203393127858176', 'indices': [70, 84]}]",[],en,recent,93261418,93261418,Peter Wilson,ProfofFun,,"Professor of Electronics and Systems Engineering at the University of Bath, Engineer. If you can put an electric motor in something, I'll race it.",,,[],False,147,139,1,Sat Nov 28 21:19:34 +0000 2009,1287,,,True,False,1052,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1174763824290902017/3b7OAnGk_normal.jpg,https://pbs.twimg.com/profile_images/1174763824290902017/3b7OAnGk_normal.jpg,https://pbs.twimg.com/profile_banners/93261418/1521136356,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Thu Jan 23 15:08:39 +0000 2020,1220362717900525568,1220362717900525568,@AapsCdt @Bath_IAAPS @AVL_List @SamAkehurst3 @UniofBath @DoctoralBath @bathenganddes Save me one!,False,"[85, 97]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2202770802622013e+18,1220277080262201344,1.1029789310602936e+18,1102978931060293633,AapsCdt,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'AapsCdt', 'name': 'AAPS-CDT', 'id': 1102978931060293633, 'id_str': '1102978931060293633', 'indices': [0, 8]}, {'screen_name': 'Bath_IAAPS', 'name': 'IAAPS', 'id': 885811127774568448, 'id_str': '885811127774568448', 'indices': [9, 20]}, {'screen_name': 'AVL_List', 'name': 'AVL', 'id': 407687123, 'id_str': '407687123', 'indices': [21, 30]}, {'screen_name': 'SamAkehurst3', 'name': 'Sam Akehurst', 'id': 3378558275, 'id_str': '3378558275', 'indices': [31, 44]}, {'screen_name': 'UniofBath', 'name': 'University of Bath', 'id': 19179395, 'id_str': '19179395', 'indices': [45, 55]}, {'screen_name': 'DoctoralBath', 'name': 'UoB Doctoral College', 'id': 734124237431177216, 'id_str': '734124237431177216', 'indices': [56, 69]}, {'screen_name': 'bathenganddes', 'name': 'BathEngAndDes', 'id': 1032203393127858176, 'id_str': '1032203393127858176', 'indices': [70, 84]}]",[],en,recent,5554562,5554562,Ian Walker,ianwalker,"Bristol, England",Environmental psychologist @uniofbath. Cycles ridiculously long distances. Guinness World Record for fastest bicycle crossing of Europe,https://t.co/ULbHGzuasv,"[{'url': 'https://t.co/ULbHGzuasv', 'expanded_url': 'http://drianwalker.com', 'display_url': 'drianwalker.com', 'indices': [0, 23]}]",[],False,6354,2583,177,Fri Apr 27 14:16:04 +0000 2007,10767,,,True,False,37828,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1125443491935526914/CfpuWrPG_normal.jpg,https://pbs.twimg.com/profile_images/1125443491935526914/CfpuWrPG_normal.jpg,https://pbs.twimg.com/profile_banners/5554562/1563397299,0084B4,A8C7F7,C0DFEC,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Wed Jan 22 21:59:24 +0000 2020,1220103695590928386,1220103695590928386,@JScottUoB @UniofBath Look forward to meeting you Jenny 😊,False,"[22, 57]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220084762515333e+18,1220084762515333123,2364665172.0,2364665172,JScottUoB,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'JScottUoB', 'name': 'Jenny Scott', 'id': 2364665172, 'id_str': '2364665172', 'indices': [0, 10]}, {'screen_name': 'UniofBath', 'name': 'University of Bath', 'id': 19179395, 'id_str': '19179395', 'indices': [11, 21]}]",[],en,recent,843896802629881856,843896802629881856,Vicky Carlisle,Vic_Carlisle,Bristol,"Mixed-methods PhD Researcher at Bristol Uni @BristolTARG & @NIHRSPHR Interested in opioids, addiction, recovery, OST, harm reduction. Blog for @mental_elf",,,[],False,296,520,0,Mon Mar 20 18:47:31 +0000 2017,1696,,,True,False,748,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1097963946299002880/EHBDqxv1_normal.png,https://pbs.twimg.com/profile_images/1097963946299002880/EHBDqxv1_normal.png,https://pbs.twimg.com/profile_banners/843896802629881856/1562350885,7FDBB6,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Wed Jan 22 14:54:25 +0000 2020,1219996746765520902,1219996746765520902,@BenPatrickWill @UniofBath It seems to be somewhere between benignly trying to help vulnerable people without as much mind for their privacy as one might hope and complying with visa regulations. I'll avoid expressing an opinion on either of those.,False,"[27, 248]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.219996147718054e+18,1219996147718053890,1022744467.0,1022744467,tom_oneill19,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'BenPatrickWill', 'name': 'Ben Williamson', 'id': 1884520938, 'id_str': '1884520938', 'indices': [0, 15]}, {'screen_name': 'UniofBath', 'name': 'University of Bath', 'id': 19179395, 'id_str': '19179395', 'indices': [16, 26]}]",[],en,recent,1022744467,1022744467,Tom O'Neill,tom_oneill19,"York, England","President @CybersocYork | Student Rep @yorkunisu @uoy_cs | 
As seen in @yorknouse | That one from sort of The North",https://t.co/HWwQotk1IO,"[{'url': 'https://t.co/HWwQotk1IO', 'expanded_url': 'http://cybersoc.co.uk', 'display_url': 'cybersoc.co.uk', 'indices': [0, 23]}]",[],False,53,162,0,Wed Dec 19 19:36:09 +0000 2012,516,,,False,False,157,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1131593171736121344/7dsNWf1d_normal.png,https://pbs.twimg.com/profile_images/1131593171736121344/7dsNWf1d_normal.png,https://pbs.twimg.com/profile_banners/1022744467/1537358100,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Wed Jan 22 14:52:02 +0000 2020,1219996147718053890,1219996147718053890,"@BenPatrickWill @UniofBath have already implemented it as far as my understanding reaches and it's manifested a lot of the worries we've been expressing at York.
All very worrying...",False,"[16, 182]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2199953294556242e+18,1219995329455624193,1884520938.0,1884520938,BenPatrickWill,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'BenPatrickWill', 'name': 'Ben Williamson', 'id': 1884520938, 'id_str': '1884520938', 'indices': [0, 15]}, {'screen_name': 'UniofBath', 'name': 'University of Bath', 'id': 19179395, 'id_str': '19179395', 'indices': [16, 26]}]",[],en,recent,1022744467,1022744467,Tom O'Neill,tom_oneill19,"York, England","President @CybersocYork | Student Rep @yorkunisu @uoy_cs | 
As seen in @yorknouse | That one from sort of The North",https://t.co/HWwQotk1IO,"[{'url': 'https://t.co/HWwQotk1IO', 'expanded_url': 'http://cybersoc.co.uk', 'display_url': 'cybersoc.co.uk', 'indices': [0, 23]}]",[],False,53,162,0,Wed Dec 19 19:36:09 +0000 2012,516,,,False,False,157,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1131593171736121344/7dsNWf1d_normal.png,https://pbs.twimg.com/profile_images/1131593171736121344/7dsNWf1d_normal.png,https://pbs.twimg.com/profile_banners/1022744467/1537358100,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Wed Jan 22 10:26:19 +0000 2020,1219929275849150464,1219929275849150464,@Innorthsomerset @UniofBath Thanks for sharing!,False,"[28, 47]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2181570163609231e+18,1218157016360923137,296732639.0,296732639,Innorthsomerset,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Innorthsomerset', 'name': 'In north somerset', 'id': 296732639, 'id_str': '296732639', 'indices': [0, 16]}, {'screen_name': 'UniofBath', 'name': 'University of Bath', 'id': 19179395, 'id_str': '19179395', 'indices': [17, 27]}]",[],en,recent,262111634,262111634,SETsquared Bath,SETsquaredBath,Bath,"The SETsquared Bath Innovation Centre for high-growth potential businesses and the entrepreneurs that create them.
- University of Bath
- SETsquared Partnership",https://t.co/g0wqZ9ZHZo,"[{'url': 'https://t.co/g0wqZ9ZHZo', 'expanded_url': 'http://www.bath-setsquared.co.uk', 'display_url': 'bath-setsquared.co.uk', 'indices': [0, 23]}]",[],False,2947,1840,80,Mon Mar 07 11:17:48 +0000 2011,1848,,,True,False,1979,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/926457771263918080/mTpN8cIw_normal.jpg,https://pbs.twimg.com/profile_images/926457771263918080/mTpN8cIw_normal.jpg,https://pbs.twimg.com/profile_banners/262111634/1509719745,0084B4,A8C7F7,C0DFEC,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Wed Jan 22 08:37:32 +0000 2020,1219901902785273857,1219901902785273857,Listening to the @Wonkhe podcast to hear @EveAlcock Pres at our SU speaking about the importance of Universities supporting students who may not physically be on campus (over 60% of students study a placement at @UniofBath) we must ensure they feel a home from home...,False,"[0, 268]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,5,False,False,en,[],[],"[{'screen_name': 'Wonkhe', 'name': 'Wonkhe', 'id': 245499504, 'id_str': '245499504', 'indices': [17, 24]}, {'screen_name': 'EveAlcock', 'name': 'Eve Alcock', 'id': 347111112, 'id_str': '347111112', 'indices': [41, 51]}, {'screen_name': 'UniofBath', 'name': 'University of Bath', 'id': 19179395, 'id_str': '19179395', 'indices': [212, 222]}]",[],en,recent,1059091236592717825,1059091236592717825,Lily Rumsey,LilyRumsey73,"Manchester, England","Director of International Relations at University of Bath, EdD researcher looking at Saudi Women's UK HE experience, loves to travel",,,[],False,114,507,0,Sun Nov 04 14:33:22 +0000 2018,24,,,True,False,71,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1138531827759636486/jKNYkmVs_normal.png,https://pbs.twimg.com/profile_images/1138531827759636486/jKNYkmVs_normal.png,https://pbs.twimg.com/profile_banners/1059091236592717825/1560288484,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
