,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
147,Sun Jan 26 03:58:54 +0000 2020,1221281332065701888,1221281332065701888,@NicoleBarbaro @oaklandu Congrats!,False,"[25, 34]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2210798208865198e+18,1221079820886519808,8.54840560749826e+17,854840560749826049,NicoleBarbaro,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'NicoleBarbaro', 'name': 'Nicole Barbaro', 'id': 854840560749826049, 'id_str': '854840560749826049', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,2667451106,2667451106,Willy Chertman,Willy_Chertman,United States,"MD student, 3rd year @UMiami. Genetics, longevity, open science, and OB/Gyn (?) 

Empiricism and witty comebacks are my love language.",,[],False,105,724,10,Mon Jul 21 23:09:25 +0000 2014,8116,,,True,False,688,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1221198550173806592/zOZe8zxg_normal.jpg,https://pbs.twimg.com/profile_images/1221198550173806592/zOZe8zxg_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2667451106/1579992238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Sun Jan 26 00:00:28 +0000 2020,1221221329422159873,1221221329422159873,"RT @kpmitton: Our custom 8-gene DNA sequencing panel for rare blinding conditions affecting children (#Norrie Disease, #FEVR, #Retinoschisi…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,0,False,False,en,"[{'text': 'Norrie', 'indices': [102, 109]}, {'text': 'FEVR', 'indices': [119, 124]}]",[],"[{'screen_name': 'kpmitton', 'name': 'DrKen', 'id': 72551675, 'id_str': '72551675', 'indices': [3, 12]}]",[],en,recent,72551675,72551675,DrKen,kpmitton,"Rochester, Michigan, USA","Professor, Eye Research @OaklandU. Past President OU-@AAUP. Training: CarletonU, WesternU, VTech, NEI/NIH, UMich #TruthHurtsSometimes",https://t.co/dlnSicDtEf,[],False,1273,4710,45,Tue Sep 08 13:28:27 +0000 2009,1496,,,True,False,30291,,False,False,False,1499DB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1037704873007972352/hV8m3kb0_normal.jpg,https://pbs.twimg.com/profile_images/1037704873007972352/hV8m3kb0_normal.jpg,1B95E0,FFFFFF,DDEEF6,333333,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/72551675/1383798128,"[{'url': 'https://t.co/dlnSicDtEf', 'expanded_url': 'http://thesciencerant.com', 'display_url': 'thesciencerant.com', 'indices': [0, 23]}]",Sat Jan 25 15:44:13 +0000 2020,1.2210964443981332e+18,1221096444398133252,"Our custom 8-gene DNA sequencing panel for rare blinding conditions affecting children (#Norrie Disease, #FEVR, #Retinoschisis) is functional. We tested first 39 samples from Associated Retinal Consultants. @OaklandU @EyeResearchers Thankyou Pediatric Retinal Research Foundation.",False,"[0, 280]","[{'text': 'Norrie', 'indices': [88, 95]}, {'text': 'FEVR', 'indices': [105, 110]}, {'text': 'Retinoschisis', 'indices': [112, 126]}]",[],"[{'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [207, 216]}, {'screen_name': 'EyeResearchers', 'name': 'ERI @ Oakland U.', 'id': 711217705, 'id_str': '711217705', 'indices': [217, 232]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,72551675.0,72551675,DrKen,kpmitton,"Rochester, Michigan, USA","Professor, Eye Research @OaklandU. Past President OU-@AAUP. Training: CarletonU, WesternU, VTech, NEI/NIH, UMich #TruthHurtsSometimes",https://t.co/dlnSicDtEf,[],False,1273.0,4710.0,45.0,Tue Sep 08 13:28:27 +0000 2009,1496.0,,,True,False,30291.0,,False,False,False,1499DB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1037704873007972352/hV8m3kb0_normal.jpg,https://pbs.twimg.com/profile_images/1037704873007972352/hV8m3kb0_normal.jpg,https://pbs.twimg.com/profile_banners/72551675/1383798128,1B95E0,FFFFFF,DDEEF6,333333,False,True,False,False,False,False,False,none,,,,,False,1.0,0.0,False,False,en,"[{'url': 'https://t.co/dlnSicDtEf', 'expanded_url': 'http://thesciencerant.com', 'display_url': 'thesciencerant.com', 'indices': [0, 23]}]",,,,,,,,,,
214,Sat Jan 25 17:23:27 +0000 2020,1221121416730378242,1221121416730378242,@NicoleBarbaro @oaklandu Well done! Congrats! Excited to see what’s next for you!,False,"[25, 81]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208138075069194e+18,1220813807506919426,8.54840560749826e+17,854840560749826049,NicoleBarbaro,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'NicoleBarbaro', 'name': 'Nicole Barbaro', 'id': 854840560749826049, 'id_str': '854840560749826049', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,453170591,453170591,R. Francis Williford,rfwilliford,Flint - Akron - Muncie,"Writer from Flint, Michigan. Educator at @ballstate. Storyteller. Bashful. Paying attention to what blooms. He/him. @oaklandu & @uakron grad.",https://t.co/j1NBhrAe1d,[],False,1129,1073,21,Mon Jan 02 17:12:38 +0000 2012,26666,,,True,False,8141,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1196926467399200768/PpE2RlzD_normal.jpg,https://pbs.twimg.com/profile_images/1196926467399200768/PpE2RlzD_normal.jpg,FC4614,EEEEEE,EFEFEF,333333,True,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/453170591/1569097938,"[{'url': 'https://t.co/j1NBhrAe1d', 'expanded_url': 'https://robbiewilliford.com/2019/06/15/on-grief-and-blooming/', 'display_url': 'robbiewilliford.com/2019/06/15/on-…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Sat Jan 25 16:37:20 +0000 2020,1221109808767565837,1221109808767565837,@dsznycer @oaklandu Thank you!!,False,"[20, 31]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2211042723618243e+18,1221104272361824262,3230323753.0,3230323753,dsznycer,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'dsznycer', 'name': 'Daniel Sznycer', 'id': 3230323753, 'id_str': '3230323753', 'indices': [0, 9]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [10, 19]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Sat Jan 25 15:44:13 +0000 2020,1221096444398133252,1221096444398133252,"Our custom 8-gene DNA sequencing panel for rare blinding conditions affecting children (#Norrie Disease, #FEVR, #Retinoschisis) is functional. We tested first 39 samples from Associated Retinal Consultants. @OaklandU @EyeResearchers Thankyou Pediatric Retinal Research Foundation.",False,"[0, 280]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,0,False,False,en,"[{'text': 'Norrie', 'indices': [88, 95]}, {'text': 'FEVR', 'indices': [105, 110]}, {'text': 'Retinoschisis', 'indices': [112, 126]}]",[],"[{'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [207, 216]}, {'screen_name': 'EyeResearchers', 'name': 'ERI @ Oakland U.', 'id': 711217705, 'id_str': '711217705', 'indices': [217, 232]}]",[],en,recent,72551675,72551675,DrKen,kpmitton,"Rochester, Michigan, USA","Professor, Eye Research @OaklandU. Past President OU-@AAUP. Training: CarletonU, WesternU, VTech, NEI/NIH, UMich #TruthHurtsSometimes",https://t.co/dlnSicDtEf,[],False,1273,4710,45,Tue Sep 08 13:28:27 +0000 2009,1496,,,True,False,30291,,False,False,False,1499DB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1037704873007972352/hV8m3kb0_normal.jpg,https://pbs.twimg.com/profile_images/1037704873007972352/hV8m3kb0_normal.jpg,1B95E0,FFFFFF,DDEEF6,333333,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/72551675/1383798128,"[{'url': 'https://t.co/dlnSicDtEf', 'expanded_url': 'http://thesciencerant.com', 'display_url': 'thesciencerant.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Sat Jan 25 14:39:46 +0000 2020,1221080221467672581,1221080221467672581,@jayvanbavel @oaklandu Thanks Jay!,False,"[23, 34]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.22107901683012e+18,1221079016830119937,285698560.0,285698560,jayvanbavel,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'jayvanbavel', 'name': 'Jay Van Bavel', 'id': 285698560, 'id_str': '285698560', 'indices': [0, 12]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [13, 22]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Sat Jan 25 14:34:58 +0000 2020,1221079016830119937,1221079016830119937,@NicoleBarbaro @oaklandu Congratulations!,False,"[25, 41]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208138075069194e+18,1220813807506919426,8.54840560749826e+17,854840560749826049,NicoleBarbaro,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'NicoleBarbaro', 'name': 'Nicole Barbaro', 'id': 854840560749826049, 'id_str': '854840560749826049', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,285698560,285698560,Jay Van Bavel,jayvanbavel,"New York, NY",Social neuroscience professor @NYUPsych studying how identity & morality shape our behavior. Director of @vanbavellab and Columnist for @scicareersltys,https://t.co/LcrIoPrM9z,[],False,20640,501,522,Thu Apr 21 16:34:01 +0000 2011,44889,,,True,False,3826,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/1146103954880831490/2xN49j3q_normal.jpg,https://pbs.twimg.com/profile_images/1146103954880831490/2xN49j3q_normal.jpg,F58EA8,000000,F6F6F6,333333,True,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/285698560/1498672091,"[{'url': 'https://t.co/LcrIoPrM9z', 'expanded_url': 'https://psych.nyu.edu/vanbavel/', 'display_url': 'psych.nyu.edu/vanbavel/', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Sat Jan 25 13:42:44 +0000 2020,1221065871751249920,1221065871751249920,@schwartz_j @oaklandu Thanks Joe!!,False,"[22, 34]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208147381809316e+18,1220814738180931589,158053317.0,158053317,schwartz_j,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'schwartz_j', 'name': 'Joseph Schwartz', 'id': 158053317, 'id_str': '158053317', 'indices': [0, 11]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [12, 21]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Sat Jan 25 13:42:19 +0000 2020,1221065764301570049,1221065764301570049,@RobertsonTess @oaklandu Thanks Tess!,False,"[25, 37]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220929175407792e+18,1220929175407792129,294286244.0,294286244,RobertsonTess,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'RobertsonTess', 'name': 'Tess Robertson', 'id': 294286244, 'id_str': '294286244', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Sat Jan 25 13:42:11 +0000 2020,1221065731753889793,1221065731753889793,@ME_McCullough @MaxBeilby @oaklandu Thanks Michael!,False,"[36, 51]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220832277946499e+18,1220832277946499072,1598216353.0,1598216353,ME_McCullough,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ME_McCullough', 'name': 'Michael McCullough', 'id': 1598216353, 'id_str': '1598216353', 'indices': [0, 14]}, {'screen_name': 'MaxBeilby', 'name': 'Max Beilby', 'id': 3306100769, 'id_str': '3306100769', 'indices': [15, 25]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [26, 35]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Sat Jan 25 13:41:59 +0000 2020,1221065682521153536,1221065682521153536,@MaxBeilby @oaklandu Thanks Max!,False,"[21, 32]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220828439462187e+18,1220828439462187008,3306100769.0,3306100769,MaxBeilby,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'MaxBeilby', 'name': 'Max Beilby', 'id': 3306100769, 'id_str': '3306100769', 'indices': [0, 10]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [11, 20]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Sat Jan 25 13:41:42 +0000 2020,1221065611926740994,1221065611926740994,@mpr5001 @oaklandu Thank you!!,False,"[19, 30]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2209327952387973e+18,1220932795238797312,396274854.0,396274854,mpr5001,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'mpr5001', 'name': 'Meaghan', 'id': 396274854, 'id_str': '396274854', 'indices': [0, 8]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [9, 18]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Sat Jan 25 13:41:18 +0000 2020,1221065508394545152,1221065508394545152,@darwiniandiva @oaklandu Thanks Viviana!,False,"[25, 40]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2209137161385165e+18,1220913716138516482,1.1196479368356618e+18,1119647936835661824,darwiniandiva,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'darwiniandiva', 'name': 'Viviana Weekes-Shackelford', 'id': 1119647936835661824, 'id_str': '1119647936835661824', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
