,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
230,Sat Jan 25 13:40:59 +0000 2020,1221065430665699329,1221065430665699329,@clairlemon @oaklandu Thank you Claire!! 😃,False,"[22, 42]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220818682521084e+18,1220818682521083905,1398479138.0,1398479138,clairlemon,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'clairlemon', 'name': 'Claire Lehmann', 'id': 1398479138, 'id_str': '1398479138', 'indices': [0, 11]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [12, 21]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Sat Jan 25 13:40:36 +0000 2020,1221065331747311619,1221065331747311619,@robkhenderson @oaklandu Thanks Rob!,False,"[25, 36]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208214357840814e+18,1220821435784081409,266806337.0,266806337,robkhenderson,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'robkhenderson', 'name': 'Rob Henderson', 'id': 266806337, 'id_str': '266806337', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Sat Jan 25 13:40:13 +0000 2020,1221065239170617344,1221065239170617344,@jenvrabel @AnnaDoesScience @oaklandu Thank you both for making yesterday so great! ☺️,False,"[38, 86]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208223816498094e+18,1220822381649809409,8.246659080189051e+17,824665908018905088,jenvrabel,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'jenvrabel', 'name': 'Jennifer Vrabel', 'id': 824665908018905088, 'id_str': '824665908018905088', 'indices': [0, 10]}, {'screen_name': 'AnnaDoesScience', 'name': 'Anna Szala', 'id': 1046589766374969346, 'id_str': '1046589766374969346', 'indices': [11, 27]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [28, 37]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Sat Jan 25 13:39:38 +0000 2020,1221065090558046208,1221065090558046208,@vadymzhyrov @oaklandu Thank you!!,False,"[23, 34]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208361914963927e+18,1220836191496392704,1.0478283965567058e+18,1047828396556705793,vadymzhyrov,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'vadymzhyrov', 'name': 'Vadym Zhyrov', 'id': 1047828396556705793, 'id_str': '1047828396556705793', 'indices': [0, 12]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [13, 22]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Sat Jan 25 13:37:50 +0000 2020,1221064635555766272,1221064635555766272,@amyalkon @oaklandu Thanks Amy!,False,"[20, 31]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208814574191452e+18,1220881457419145217,28872567.0,28872567,amyalkon,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'amyalkon', 'name': 'Amy Alkon', 'id': 28872567, 'id_str': '28872567', 'indices': [0, 9]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [10, 19]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Sat Jan 25 13:37:21 +0000 2020,1221064513912438789,1221064513912438789,@clayroutledge @oaklandu Thanks Clay! Looking forward to visiting @NDSU soon too!!,False,"[25, 82]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2209109164364186e+18,1220910916436418561,7.153315766330327e+17,715331576633032704,clayroutledge,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'clayroutledge', 'name': 'Clay Routledge', 'id': 715331576633032704, 'id_str': '715331576633032704', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}, {'screen_name': 'NDSU', 'name': 'North Dakota State', 'id': 18743414, 'id_str': '18743414', 'indices': [66, 71]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Sat Jan 25 13:37:15 +0000 2020,1221064492244721669,1221064492244721669,@NicoleBarbaro @oaklandu Congrats!,False,"[25, 34]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2208138075069194e+18,1220813807506919426,8.54840560749826e+17,854840560749826049,NicoleBarbaro,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'NicoleBarbaro', 'name': 'Nicole Barbaro', 'id': 854840560749826049, 'id_str': '854840560749826049', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,440404800,440404800,Declan Devlin 🧢,DeclanKDevlin,"Sheffield, England",student @sheffielduni,,[],False,769,448,11,Sun Dec 18 23:31:59 +0000 2011,40418,,,True,False,6831,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1042055764318277633/eCCo5wPj_normal.jpg,https://pbs.twimg.com/profile_images/1042055764318277633/eCCo5wPj_normal.jpg,19CF86,FFFFFF,DDEEF6,333333,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/440404800/1575195477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Sat Jan 25 13:35:56 +0000 2020,1221064160953479169,1221064160953479169,@primalpoly @oaklandu Thanks Geoffrey!,False,"[22, 38]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208493245793772e+18,1220849324579377154,3656836876.0,3656836876,primalpoly,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'primalpoly', 'name': 'Geoffrey Miller', 'id': 3656836876, 'id_str': '3656836876', 'indices': [0, 11]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [12, 21]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Sat Jan 25 13:35:39 +0000 2020,1221064086018052101,1221064086018052101,@ImHardcory @oaklandu Thanks Cory 😄😄,False,"[22, 36]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208234923938693e+18,1220823492393869324,22107744.0,22107744,ImHardcory,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'ImHardcory', 'name': 'Cory Clark', 'id': 22107744, 'id_str': '22107744', 'indices': [0, 11]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [12, 21]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Sat Jan 25 13:34:38 +0000 2020,1221063831692152839,1221063831692152839,@LaithAlShawaf @oaklandu Many thanks Laith!,False,"[25, 43]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208267274899087e+18,1220826727489908746,1.1186845205454889e+18,1118684520545488897,LaithAlShawaf,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'LaithAlShawaf', 'name': 'Laith Al-Shawaf', 'id': 1118684520545488897, 'id_str': '1118684520545488897', 'indices': [0, 14]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [15, 24]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Sat Jan 25 13:34:27 +0000 2020,1221063784330072066,1221063784330072066,"@toddkashdan @oaklandu Thanks, Todd!",False,"[23, 36]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208258775183974e+18,1220825877518397445,25150349.0,25150349,toddkashdan,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'toddkashdan', 'name': 'Todd Kashdan', 'id': 25150349, 'id_str': '25150349', 'indices': [0, 12]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [13, 22]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Sat Jan 25 13:34:14 +0000 2020,1221063732270436353,1221063732270436353,@MattMotyl @oaklandu Thank you Matt!,False,"[21, 36]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2209723072181944e+18,1220972307218194432,18353044.0,18353044,MattMotyl,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'MattMotyl', 'name': 'Matt Motyl', 'id': 18353044, 'id_str': '18353044', 'indices': [0, 10]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [11, 20]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Sat Jan 25 13:34:07 +0000 2020,1221063703774355459,1221063703774355459,@JaimieKrems @oaklandu Thanks Jaimie!,False,"[23, 37]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221053291959931e+18,1221053291959930880,1.1304752797203087e+18,1130475279720308737,JaimieKrems,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'JaimieKrems', 'name': 'Jaimie Arona Krems', 'id': 1130475279720308737, 'id_str': '1130475279720308737', 'indices': [0, 12]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [13, 22]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Sat Jan 25 13:33:56 +0000 2020,1221063656601018370,1221063656601018370,@WiringTheBrain @oaklandu Thanks!!,False,"[26, 34]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2209976926813102e+18,1220997692681310208,325719227.0,325719227,WiringTheBrain,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'WiringTheBrain', 'name': 'Kevin Mitchell', 'id': 325719227, 'id_str': '325719227', 'indices': [0, 15]}, {'screen_name': 'oaklandu', 'name': 'Oakland University', 'id': 17468189, 'id_str': '17468189', 'indices': [16, 25]}]",[],en,recent,854840560749826049,854840560749826049,Nicole Barbaro,NicoleBarbaro,"Salt Lake City, UT",Ph.D. in psychology 👩🏻‍🏫 Research Scientist @WGULabs 🧬🧠🐒 evolution + development + behavior genetics #HigherEd #scicomm 📖 tweet for @HumBehEvoSoc,https://t.co/grKk4FvwRO,[],False,8743,1081,132,Wed Apr 19 23:34:06 +0000 2017,23207,,,True,False,7930,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,https://pbs.twimg.com/profile_images/1213582658996862976/YuWANzrv_normal.jpg,2C3E75,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/854840560749826049/1579404696,"[{'url': 'https://t.co/grKk4FvwRO', 'expanded_url': 'http://nicolebarbaro.com', 'display_url': 'nicolebarbaro.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
