,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place
10,Mon Jan 20 19:54:58 +0000 2020,1219347607367143424,1219347607367143424,RT @sinkingdiatom: Very excited to have @EvelinePinseel in our lab for the next year! She comes from @ResearchUGent where she studied crypt…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'sinkingdiatom', 'name': 'Andrew Alverson', 'id': 2509437955, 'id_str': '2509437955', 'indices': [3, 17]}, {'screen_name': 'EvelinePinseel', 'name': 'Eveline Pinseel', 'id': 1062984825622138880, 'id_str': '1062984825622138880', 'indices': [40, 55]}, {'screen_name': 'ResearchUGent', 'name': 'Ghent University Research', 'id': 381935216, 'id_str': '381935216', 'indices': [101, 115]}]",[],en,recent,430647481,430647481,Sam De Decker,SamDDecker,Ghent,"Scientist & Social media scepticist on twitter. Interested in biotech, evolutionary biology and socio-politics.",,,[],False,143,670,4,Wed Dec 07 12:20:42 +0000 2011,622,,,False,False,243,,False,False,False,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/1685339167/Mont_ventoux_normal.jpg,https://pbs.twimg.com/profile_images/1685339167/Mont_ventoux_normal.jpg,https://pbs.twimg.com/profile_banners/430647481/1363304392,D02B55,829D5E,99CC33,3E4415,True,False,False,False,False,False,False,none,Mon Jan 20 17:46:03 +0000 2020,1.219315163565908e+18,1219315163565907968,Very excited to have @EvelinePinseel in our lab for the next year! She comes from @ResearchUGent where she studied cryptic variation and biogeography of #diatoms.,False,"[0, 162]","[{'text': 'diatoms', 'indices': [153, 161]}]",[],"[{'screen_name': 'EvelinePinseel', 'name': 'Eveline Pinseel', 'id': 1062984825622138880, 'id_str': '1062984825622138880', 'indices': [21, 36]}, {'screen_name': 'ResearchUGent', 'name': 'Ghent University Research', 'id': 381935216, 'id_str': '381935216', 'indices': [82, 96]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,2509437955.0,2509437955,Andrew Alverson,sinkingdiatom,"Fayetteville, AR",diatoms - evolution - phylogenetics ; tweets are mine ; he/his,http://t.co/4KTkFM03Ua,"[{'url': 'http://t.co/4KTkFM03Ua', 'expanded_url': 'http://alversonlab.com/', 'display_url': 'alversonlab.com', 'indices': [0, 22]}]",[],False,516.0,536.0,12.0,Tue May 20 05:54:38 +0000 2014,4126.0,,,False,False,2387.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1079493031311691777/X89VBj5e_normal.jpg,https://pbs.twimg.com/profile_images/1079493031311691777/X89VBj5e_normal.jpg,https://pbs.twimg.com/profile_banners/2509437955/1467151316,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,False,2.0,35.0,False,False,en,,,,,,,,,,,
16,Sat Jan 18 10:22:26 +0000 2020,1218478747239829504,1218478747239829504,@wduyck @jwblang @ugent Did you know @jwblang is also incoming associate editor for our flagship journal JAP? Kickstarting the new Dept. of HRM &amp; Organizational Psychology @fppwgent @ugent @ResearchUGent,False,"[24, 207]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2184586270879662e+18,1218458627087966209,135880388.0,135880388,wduyck,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'wduyck', 'name': 'Wouter Duyck', 'id': 135880388, 'id_str': '135880388', 'indices': [0, 7]}, {'screen_name': 'jwblang', 'name': 'Jonas Lang', 'id': 702548115170131969, 'id_str': '702548115170131969', 'indices': [8, 16]}, {'screen_name': 'ugent', 'name': 'UGent', 'id': 103981878, 'id_str': '103981878', 'indices': [17, 23]}, {'screen_name': 'jwblang', 'name': 'Jonas Lang', 'id': 702548115170131969, 'id_str': '702548115170131969', 'indices': [37, 45]}, {'screen_name': 'fppwgent', 'name': 'FPPW-UGent', 'id': 86030209, 'id_str': '86030209', 'indices': [176, 185]}, {'screen_name': 'ugent', 'name': 'UGent', 'id': 103981878, 'id_str': '103981878', 'indices': [186, 192]}, {'screen_name': 'ResearchUGent', 'name': 'Ghent University Research', 'id': 381935216, 'id_str': '381935216', 'indices': [193, 207]}]",[],en,recent,1916172716,1916172716,Bart Wille,wille_bart,"Gent, België",Professor of Industrial-Organizational psychology at Ghent University,https://t.co/6deAe0BJKh,"[{'url': 'https://t.co/6deAe0BJKh', 'expanded_url': 'https://www.bartwille.org/', 'display_url': 'bartwille.org', 'indices': [0, 23]}]",[],False,715,636,16,Sun Sep 29 04:48:09 +0000 2013,2761,,,False,False,1152,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1201060934711697411/3K5zTBli_normal.jpg,https://pbs.twimg.com/profile_images/1201060934711697411/3K5zTBli_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
