,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
6,Sat Jan 25 21:41:44 +0000 2020,1221186415024910339,1221186415024910339,"RT @_tarasite_: @SarahKnutie gave an excellent talk at @CUBoulder yesterday! An elegant demonstration of resistance versus tolerance, as we…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': '_tarasite_', 'name': 'Dr. Tara Stewart Merrill', 'id': 2832535739, 'id_str': '2832535739', 'indices': [3, 14]}, {'screen_name': 'SarahKnutie', 'name': 'Sarah Knutie', 'id': 277830302, 'id_str': '277830302', 'indices': [16, 28]}, {'screen_name': 'CUBoulder', 'name': 'CU Boulder', 'id': 741150194, 'id_str': '741150194', 'indices': [55, 65]}]",[],en,recent,1091434387005161473,1091434387005161473,Jessica Gutierrez,_jessgutie,"Connecticut, USA",M.S. student @uconneeb. Studying host-parasite interactions. Wildlife enthusiast. #LatinxinSTEM #WomeninSTEM #FirstGen she/her pronouns,,[],False,129,347,0,Fri Feb 01 20:33:30 +0000 2019,1112,,,True,False,242,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1164939911939731456/8ITiVxdE_normal.jpg,https://pbs.twimg.com/profile_images/1164939911939731456/8ITiVxdE_normal.jpg,https://pbs.twimg.com/profile_banners/1091434387005161473/1558652091,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,Sat Jan 25 16:24:56 +0000 2020,1.221106691262972e+18,1221106691262971904,"@SarahKnutie gave an excellent talk at @CUBoulder yesterday! An elegant demonstration of resistance versus tolerance, as well as how invasive parasites can suppress already declining host species. And the added bonus: 
my undergrad students loved it!",False,"[0, 250]",[],[],"[{'screen_name': 'SarahKnutie', 'name': 'Sarah Knutie', 'id': 277830302, 'id_str': '277830302', 'indices': [0, 12]}, {'screen_name': 'CUBoulder', 'name': 'CU Boulder', 'id': 741150194, 'id_str': '741150194', 'indices': [39, 49]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,277830302.0,277830302,SarahKnutie,2832535739.0,2832535739,Dr. Tara Stewart Merrill,_tarasite_,"Boulder, CO","LSRF postdoctoral fellow with @CUBoulder. Aquatic ecology, eco-immunology & disease. Big-time parasite lover. Thoughts and views are my own. She/her.",https://t.co/pP6KB0mmDk,"[{'url': 'https://t.co/pP6KB0mmDk', 'expanded_url': 'http://www.tarastewartecology.weebly.com', 'display_url': 'tarastewartecology.weebly.com', 'indices': [0, 23]}]",[],False,627.0,933.0,5.0,Wed Oct 15 19:31:23 +0000 2014,3840.0,,,False,False,1341.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1154131360652713985/QkigJqQz_normal.jpg,https://pbs.twimg.com/profile_images/1154131360652713985/QkigJqQz_normal.jpg,https://pbs.twimg.com/profile_banners/2832535739/1434070003,89C9FA,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,False,1.0,4.0,False,False,en,,,,,,,,,,,
9,Sat Jan 25 20:38:44 +0000 2020,1221170558953381888,1221170558953381888,@David_Gunkel @CUBoulder I am at CU Boulder but unfortunately out of town next week. Would have been fun to attend and catch you in person.,False,"[25, 139]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2210939458763858e+18,1221093945876385798,1222769455.0,1222769455,David_Gunkel,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'David_Gunkel', 'name': 'David J. Gunkel', 'id': 1222769455, 'id_str': '1222769455', 'indices': [0, 13]}, {'screen_name': 'CUBoulder', 'name': 'CU Boulder', 'id': 741150194, 'id_str': '741150194', 'indices': [14, 24]}]",[],en,recent,1001833602320039936,1001833602320039936,Natesh Ganesh,GaneshNatesh,In your head,"PREP Research Fellow @ CU Boulder Physics/Post-doc @ NIST. Tweeting about AI, neuromorphic h/w, thermodynamics, emergence & consciousness. Armchair philosopher.",https://t.co/pLdCr8Pdkt,[],False,342,871,11,Wed May 30 14:31:58 +0000 2018,2643,,,True,False,2157,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1037661294269222912/RUN218uF_normal.jpg,https://pbs.twimg.com/profile_images/1037661294269222912/RUN218uF_normal.jpg,https://pbs.twimg.com/profile_banners/1001833602320039936/1569521462,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/pLdCr8Pdkt', 'expanded_url': 'https://scholar.google.com/citations?user=TuuPYH4AAAAJ&hl=en', 'display_url': 'scholar.google.com/citations?user…', 'indices': [0, 23]}]",,,,,,,,,,
19,Sat Jan 25 16:45:47 +0000 2020,1221111936911400964,1221111936911400964,@hereslauren @JudgeTorre @CUBoulder @IUBloomington @mmschocolate Happy Birthday Dude!!!!! #loveyalikeasonsteve,False,"[65, 110]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2210716494679654e+18,1221071649467965443,22398431.0,22398431,hereslauren,,,,,False,0,0,False,False,en,"[{'text': 'loveyalikeasonsteve', 'indices': [90, 110]}]",[],"[{'screen_name': 'hereslauren', 'name': 'Lauren Kahn Torre', 'id': 22398431, 'id_str': '22398431', 'indices': [0, 12]}, {'screen_name': 'JudgeTorre', 'name': 'Steve Torre', 'id': 163683047, 'id_str': '163683047', 'indices': [13, 24]}, {'screen_name': 'CUBoulder', 'name': 'CU Boulder', 'id': 741150194, 'id_str': '741150194', 'indices': [25, 35]}, {'screen_name': 'IUBloomington', 'name': 'Indiana University Bloomington', 'id': 18458348, 'id_str': '18458348', 'indices': [36, 50]}, {'screen_name': 'mmschocolate', 'name': ""M&M'S"", 'id': 12405142, 'id_str': '12405142', 'indices': [51, 64]}]",[],en,recent,28173370,28173370,Hilary,hilaryjoy,NJ,"WVU Alum. ❤️Fashion, sports, large bowls of 🍝🍝, and FAL NATION!",,[],False,708,1345,5,Wed Apr 01 19:25:59 +0000 2009,9747,,,False,False,7099,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/925401369317707777/O40IYkws_normal.jpg,https://pbs.twimg.com/profile_images/925401369317707777/O40IYkws_normal.jpg,,FF0000,65B0DA,7AC3EE,3D1957,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Sat Jan 25 16:24:56 +0000 2020,1221106691262971904,1221106691262971904,"@SarahKnutie gave an excellent talk at @CUBoulder yesterday! An elegant demonstration of resistance versus tolerance, as well as how invasive parasites can suppress already declining host species. And the added bonus: 
my undergrad students loved it!",False,"[0, 250]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,277830302.0,277830302,SarahKnutie,,,,,False,1,4,False,False,en,[],[],"[{'screen_name': 'SarahKnutie', 'name': 'Sarah Knutie', 'id': 277830302, 'id_str': '277830302', 'indices': [0, 12]}, {'screen_name': 'CUBoulder', 'name': 'CU Boulder', 'id': 741150194, 'id_str': '741150194', 'indices': [39, 49]}]",[],en,recent,2832535739,2832535739,Dr. Tara Stewart Merrill,_tarasite_,"Boulder, CO","LSRF postdoctoral fellow with @CUBoulder. Aquatic ecology, eco-immunology & disease. Big-time parasite lover. Thoughts and views are my own. She/her.",https://t.co/pP6KB0mmDk,[],False,627,933,5,Wed Oct 15 19:31:23 +0000 2014,3840,,,False,False,1341,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1154131360652713985/QkigJqQz_normal.jpg,https://pbs.twimg.com/profile_images/1154131360652713985/QkigJqQz_normal.jpg,https://pbs.twimg.com/profile_banners/2832535739/1434070003,89C9FA,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/pP6KB0mmDk', 'expanded_url': 'http://www.tarastewartecology.weebly.com', 'display_url': 'tarastewartecology.weebly.com', 'indices': [0, 23]}]",,,,,,,,,,
53,Fri Jan 24 20:08:17 +0000 2020,1220800510011199489,1220800510011199489,"@CUEngineering @owensfellowship @CUBoulder Congrats, Kaitlyn!",False,"[43, 61]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207849598640824e+18,1220784959864082432,429209404.0,429209404,CUEngineering,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'CUEngineering', 'name': 'CU Boulder Engineering', 'id': 429209404, 'id_str': '429209404', 'indices': [0, 14]}, {'screen_name': 'owensfellowship', 'name': 'Brooke Owens Fellows', 'id': 774811161791303680, 'id_str': '774811161791303680', 'indices': [15, 31]}, {'screen_name': 'CUBoulder', 'name': 'CU Boulder', 'id': 741150194, 'id_str': '741150194', 'indices': [32, 42]}]",[],en,recent,837028249976844288,837028249976844288,CU Boulder WiSE,WiSE_CU,"Boulder, CO","Empowering @CUBoulder #WomenInSTEM with mentorship, discussion, & events. 
Broad inclusivity, support, visibility, and community. Tweets @SJaneFischer",https://t.co/1I3RaQXYHy,[],False,372,352,2,Wed Mar 01 19:54:20 +0000 2017,470,,,False,False,579,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/839591825128095744/5ysX5EoK_normal.jpg,https://pbs.twimg.com/profile_images/839591825128095744/5ysX5EoK_normal.jpg,https://pbs.twimg.com/profile_banners/837028249976844288/1489361123,981CEB,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/1I3RaQXYHy', 'expanded_url': 'http://cuwise.wordpress.com', 'display_url': 'cuwise.wordpress.com', 'indices': [0, 23]}]",,,,,,,,,,
56,Fri Jan 24 17:50:46 +0000 2020,1220765901693181952,1220765901693181952,@OceansClimateCU @CUBoulder @CIRESnews @CUBoulderATOC Thanks Kris!!,False,"[54, 67]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220733968414204e+18,1220733968414203904,3084293260.0,3084293260,OceansClimateCU,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'OceansClimateCU', 'name': 'Kris Karnauskas', 'id': 3084293260, 'id_str': '3084293260', 'indices': [0, 16]}, {'screen_name': 'CUBoulder', 'name': 'CU Boulder', 'id': 741150194, 'id_str': '741150194', 'indices': [17, 27]}, {'screen_name': 'CIRESnews', 'name': 'CIRES Communication', 'id': 64786050, 'id_str': '64786050', 'indices': [28, 38]}, {'screen_name': 'CUBoulderATOC', 'name': 'ATOC at CU-Boulder', 'id': 3452361133, 'id_str': '3452361133', 'indices': [39, 53]}]",[],en,recent,1218005300201967617,1218005300201967617,Jen Kay,JenKayCU,,"Associate Professor, @CUBoulderATOC @CIRESnews
Lifelong learner. Climate researcher and educator. Opinions my own.",https://t.co/obQxSKiPVR,[],False,62,48,0,Fri Jan 17 03:01:22 +0000 2020,13,,,False,False,5,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1218014994563923970/XFz1kVYE_normal.jpg,https://pbs.twimg.com/profile_images/1218014994563923970/XFz1kVYE_normal.jpg,https://pbs.twimg.com/profile_banners/1218005300201967617/1579917516,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/obQxSKiPVR', 'expanded_url': 'https://cires.colorado.edu/research/research-groups/jennifer-kay-group/', 'display_url': 'cires.colorado.edu/research/resea…', 'indices': [0, 23]}]",,,,,,,,,,
57,Fri Jan 24 17:37:05 +0000 2020,1220762459851522049,1220762459851522049,@queenofpeat @MelissaLucash @CUBoulder How about Cera/Sara? It's a family name... (Ceratopsidae),False,"[39, 96]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2204909974712484e+18,1220490997471248384,8.148444460512748e+17,814844446051274754,queenofpeat,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'queenofpeat', 'name': 'Dr. Merritt Turetsky', 'id': 814844446051274754, 'id_str': '814844446051274754', 'indices': [0, 12]}, {'screen_name': 'MelissaLucash', 'name': 'Dr. Melissa Lucash 🌱🌏', 'id': 536859972, 'id_str': '536859972', 'indices': [13, 27]}, {'screen_name': 'CUBoulder', 'name': 'CU Boulder', 'id': 741150194, 'id_str': '741150194', 'indices': [28, 38]}]",[],en,recent,56817260,56817260,INSTAAR,INSTAAR,"Boulder, CO",Institute of Arctic and Alpine Research - earth and environmental science at CU-Boulder,http://t.co/EL5CODV4bi,[],False,3119,643,150,Tue Jul 14 21:09:52 +0000 2009,762,,,True,False,4572,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1550211065/instaar_3d_200_white_normal.jpg,https://pbs.twimg.com/profile_images/1550211065/instaar_3d_200_white_normal.jpg,https://pbs.twimg.com/profile_banners/56817260/1399309043,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/EL5CODV4bi', 'expanded_url': 'http://instaar.colorado.edu', 'display_url': 'instaar.colorado.edu', 'indices': [0, 22]}]",,,,,,,,,,
59,Fri Jan 24 16:27:31 +0000 2020,1220744953636126720,1220744953636126720,@CUBoulder @Nature_MN @mndnr @USFWSNCTC @mahlering This application is now open! Due Feb 4th.  Email me with materials or questions!,False,"[51, 132]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.215294014242476e+18,1215294014242476033,524614488.0,524614488,LauraEllenDee,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'CUBoulder', 'name': 'CU Boulder', 'id': 741150194, 'id_str': '741150194', 'indices': [0, 10]}, {'screen_name': 'Nature_MN', 'name': 'The Nature Conservancy in Minnesota', 'id': 523958955, 'id_str': '523958955', 'indices': [11, 21]}, {'screen_name': 'mndnr', 'name': 'Minnesota DNR', 'id': 30228125, 'id_str': '30228125', 'indices': [22, 28]}, {'screen_name': 'USFWSNCTC', 'name': 'USFWS NCTC', 'id': 202640741, 'id_str': '202640741', 'indices': [29, 39]}, {'screen_name': 'mahlering', 'name': 'Marissa Ahlering', 'id': 100008151, 'id_str': '100008151', 'indices': [40, 50]}]",[],en,recent,524614488,524614488,Laura Dee,LauraEllenDee,"Boulder, CO","Assistant Prof @CUBoulder EBIO. Studying conservation ecology, ecosystem services, climate change, natural resource econ. Aspiring Cheese broker. She/her",https://t.co/DEUWKHuWyV,[],False,1884,1776,51,Wed Mar 14 18:39:31 +0000 2012,7205,,,True,False,2749,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/929142303243079680/2dPs1_Xj_normal.jpg,https://pbs.twimg.com/profile_images/929142303243079680/2dPs1_Xj_normal.jpg,https://pbs.twimg.com/profile_banners/524614488/1358681646,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/DEUWKHuWyV', 'expanded_url': 'http://www.lauraedee.com', 'display_url': 'lauraedee.com', 'indices': [0, 23]}]",,,,,,,,,,
60,Fri Jan 24 16:26:08 +0000 2020,1220744603701145600,1220744603701145600,RT @LauraEllenDee: @Nature_MN @mahlering @mndnr @USFWSNCTC @USFishWildlife @CUBoulder This application is now open! Due Feb 4th.  Email me…,False,"[0, 139]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'LauraEllenDee', 'name': 'Laura Dee', 'id': 524614488, 'id_str': '524614488', 'indices': [3, 17]}, {'screen_name': 'Nature_MN', 'name': 'The Nature Conservancy in Minnesota', 'id': 523958955, 'id_str': '523958955', 'indices': [19, 29]}, {'screen_name': 'mahlering', 'name': 'Marissa Ahlering', 'id': 100008151, 'id_str': '100008151', 'indices': [30, 40]}, {'screen_name': 'mndnr', 'name': 'Minnesota DNR', 'id': 30228125, 'id_str': '30228125', 'indices': [41, 47]}, {'screen_name': 'USFWSNCTC', 'name': 'USFWS NCTC', 'id': 202640741, 'id_str': '202640741', 'indices': [48, 58]}, {'screen_name': 'USFishWildlife', 'name': 'US Fish and Wildlife', 'id': 805908743275868160, 'id_str': '805908743275868160', 'indices': [59, 74]}, {'screen_name': 'CUBoulder', 'name': 'CU Boulder', 'id': 741150194, 'id_str': '741150194', 'indices': [75, 85]}]",[],en,recent,250911478,250911478,Paul Matson,chico_warren,"Bowling Green, OH","I am an aquatic scientist with a passion for good food, craft beer, and finding the humor in life. All views are my own. He/him.",https://t.co/ta6V0Twmhj,[],False,187,109,9,Sat Feb 12 02:04:57 +0000 2011,476,,,False,False,964,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/426205648636739584/j8GUHa-v_normal.jpeg,https://pbs.twimg.com/profile_images/426205648636739584/j8GUHa-v_normal.jpeg,https://pbs.twimg.com/profile_banners/250911478/1412089812,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Fri Jan 24 16:25:07 +0000 2020,1.2207443467581071e+18,1220744346758107136,@Nature_MN @mahlering @mndnr @USFWSNCTC @USFishWildlife @CUBoulder This application is now open! Due Feb 4th.  Email me with materials or questions!,False,"[67, 148]",[],[],"[{'screen_name': 'Nature_MN', 'name': 'The Nature Conservancy in Minnesota', 'id': 523958955, 'id_str': '523958955', 'indices': [0, 10]}, {'screen_name': 'mahlering', 'name': 'Marissa Ahlering', 'id': 100008151, 'id_str': '100008151', 'indices': [11, 21]}, {'screen_name': 'mndnr', 'name': 'Minnesota DNR', 'id': 30228125, 'id_str': '30228125', 'indices': [22, 28]}, {'screen_name': 'USFWSNCTC', 'name': 'USFWS NCTC', 'id': 202640741, 'id_str': '202640741', 'indices': [29, 39]}, {'screen_name': 'USFishWildlife', 'name': 'US Fish and Wildlife', 'id': 805908743275868160, 'id_str': '805908743275868160', 'indices': [40, 55]}, {'screen_name': 'CUBoulder', 'name': 'CU Boulder', 'id': 741150194, 'id_str': '741150194', 'indices': [56, 66]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2152924791565844e+18,1215292479156584448,524614488.0,524614488,LauraEllenDee,524614488.0,524614488,Laura Dee,LauraEllenDee,"Boulder, CO","Assistant Prof @CUBoulder EBIO. Studying conservation ecology, ecosystem services, climate change, natural resource econ. Aspiring Cheese broker. She/her",https://t.co/DEUWKHuWyV,"[{'url': 'https://t.co/DEUWKHuWyV', 'expanded_url': 'http://www.lauraedee.com', 'display_url': 'lauraedee.com', 'indices': [0, 23]}]",[],False,1884.0,1776.0,51.0,Wed Mar 14 18:39:31 +0000 2012,7205.0,,,True,False,2749.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/929142303243079680/2dPs1_Xj_normal.jpg,https://pbs.twimg.com/profile_images/929142303243079680/2dPs1_Xj_normal.jpg,https://pbs.twimg.com/profile_banners/524614488/1358681646,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,1.0,0.0,False,False,en,"[{'url': 'https://t.co/ta6V0Twmhj', 'expanded_url': 'http://paulmatson.org', 'display_url': 'paulmatson.org', 'indices': [0, 23]}]",,,,,,,,,,
61,Fri Jan 24 16:25:07 +0000 2020,1220744346758107136,1220744346758107136,@Nature_MN @mahlering @mndnr @USFWSNCTC @USFishWildlife @CUBoulder This application is now open! Due Feb 4th.  Email me with materials or questions!,False,"[67, 148]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2152924791565844e+18,1215292479156584448,524614488.0,524614488,LauraEllenDee,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'Nature_MN', 'name': 'The Nature Conservancy in Minnesota', 'id': 523958955, 'id_str': '523958955', 'indices': [0, 10]}, {'screen_name': 'mahlering', 'name': 'Marissa Ahlering', 'id': 100008151, 'id_str': '100008151', 'indices': [11, 21]}, {'screen_name': 'mndnr', 'name': 'Minnesota DNR', 'id': 30228125, 'id_str': '30228125', 'indices': [22, 28]}, {'screen_name': 'USFWSNCTC', 'name': 'USFWS NCTC', 'id': 202640741, 'id_str': '202640741', 'indices': [29, 39]}, {'screen_name': 'USFishWildlife', 'name': 'US Fish and Wildlife', 'id': 805908743275868160, 'id_str': '805908743275868160', 'indices': [40, 55]}, {'screen_name': 'CUBoulder', 'name': 'CU Boulder', 'id': 741150194, 'id_str': '741150194', 'indices': [56, 66]}]",[],en,recent,524614488,524614488,Laura Dee,LauraEllenDee,"Boulder, CO","Assistant Prof @CUBoulder EBIO. Studying conservation ecology, ecosystem services, climate change, natural resource econ. Aspiring Cheese broker. She/her",https://t.co/DEUWKHuWyV,[],False,1884,1776,51,Wed Mar 14 18:39:31 +0000 2012,7205,,,True,False,2749,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/929142303243079680/2dPs1_Xj_normal.jpg,https://pbs.twimg.com/profile_images/929142303243079680/2dPs1_Xj_normal.jpg,https://pbs.twimg.com/profile_banners/524614488/1358681646,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/DEUWKHuWyV', 'expanded_url': 'http://www.lauraedee.com', 'display_url': 'lauraedee.com', 'indices': [0, 23]}]",,,,,,,,,,
