,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
22,Fri Jan 24 16:12:20 +0000 2020,1220741132813926401,1220741132813926401,"RT @hi_im_glen: for every day that @USUAggies doesn’t follow me back on instagram, i will release one goose in an undisclosed location on c…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,16,0,False,False,en,[],[],"[{'screen_name': 'hi_im_glen', 'name': 'christian death metal', 'id': 549478617, 'id_str': '549478617', 'indices': [3, 14]}, {'screen_name': 'USUAggies', 'name': 'Utah State University', 'id': 17631378, 'id_str': '17631378', 'indices': [35, 45]}]",[],en,recent,432566759,432566759,"Gene ""Extension Worthy"" Frenkle",Quoth_the_Maven,FIRDAUS,"Livin right, inside & outside your head. Husband, dad, Latter-day Saint, Y alum, married a Ute. BYU, Jazz, Braves, 'Skins. The talent gap is just too great now.",,[],False,1082,558,43,Fri Dec 09 14:49:33 +0000 2011,65606,,,False,False,54219,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1154770091877134337/dUjRKP1V_normal.jpg,https://pbs.twimg.com/profile_images/1154770091877134337/dUjRKP1V_normal.jpg,https://pbs.twimg.com/profile_banners/432566759/1501098572,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,Fri Jan 24 01:20:23 +0000 2020,1.2205166629248532e+18,1220516662924853248,"for every day that @USUAggies doesn’t follow me back on instagram, i will release one goose in an undisclosed location on campus",False,"[0, 128]",[],[],"[{'screen_name': 'USUAggies', 'name': 'Utah State University', 'id': 17631378, 'id_str': '17631378', 'indices': [19, 29]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,549478617.0,549478617,christian death metal,hi_im_glen,idm conglomerate,and nothing’s stopping me now,,[],False,235.0,252.0,0.0,Mon Apr 09 17:23:26 +0000 2012,1526.0,,,False,False,601.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1134879530902966272/4bHqShqq_normal.jpg,https://pbs.twimg.com/profile_images/1134879530902966272/4bHqShqq_normal.jpg,https://pbs.twimg.com/profile_banners/549478617/1515964373,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,16.0,257.0,False,False,en,,,,,,,,,,
27,Fri Jan 24 14:51:28 +0000 2020,1220720780700475394,1220720780700475394,@simopicardi @USUAggies You’ll be missed in the #MabLab. Send us funny sage grouse pictures!,False,"[24, 92]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204972062114898e+18,1220497206211489792,9.719695397841101e+17,971969539784110080,simopicardi,,,,,False,0,2,False,False,en,"[{'text': 'MabLab', 'indices': [48, 55]}]",[],"[{'screen_name': 'simopicardi', 'name': 'Simona Picardi', 'id': 971969539784110080, 'id_str': '971969539784110080', 'indices': [0, 12]}, {'screen_name': 'USUAggies', 'name': 'Utah State University', 'id': 17631378, 'id_str': '17631378', 'indices': [13, 23]}]",[],en,recent,987555274537033728,987555274537033728,Mathieu Basille,MabLabUF,Fort Lauderdale Research & Education Center,"Assistant Professor in Landscape Ecology @UFWildlife. #raccoons, #MovementEcology, #SpatialEcology, #CitizenScience and more.",https://t.co/Mcn9UbMcvo,[],False,468,231,9,Sat Apr 21 04:55:00 +0000 2018,2499,,,True,False,1482,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1178471737459187712/S8dn40Sv_normal.jpg,https://pbs.twimg.com/profile_images/1178471737459187712/S8dn40Sv_normal.jpg,https://pbs.twimg.com/profile_banners/987555274537033728/1540148086,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/Mcn9UbMcvo', 'expanded_url': 'https://mablab.org/', 'display_url': 'mablab.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Fri Jan 24 14:35:46 +0000 2020,1220716830420942848,1220716830420942848,"@USUtheRightBlue @DieHard_Jazz @USUAggies @HJNews It was probably a Ute fan, because they wanted to try and hurt Jordan’s draft stock so he would be the first player from a Utah school drafted.",False,"[50, 193]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220716332053758e+18,1220716332053757952,1172362284.0,1172362284,USUtheRightBlue,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'USUtheRightBlue', 'name': 'THE™ Aggie Fan Dan', 'id': 1172362284, 'id_str': '1172362284', 'indices': [0, 16]}, {'screen_name': 'DieHard_Jazz', 'name': 'Jordan Love Fan Club President', 'id': 1122891914011787266, 'id_str': '1122891914011787266', 'indices': [17, 30]}, {'screen_name': 'USUAggies', 'name': 'Utah State University', 'id': 17631378, 'id_str': '17631378', 'indices': [31, 41]}, {'screen_name': 'HJNews', 'name': 'The Herald Journal', 'id': 21226437, 'id_str': '21226437', 'indices': [42, 49]}]",[],en,recent,1939602446,1939602446,Trevor Porath,trevor_porath," Mendon, Utah","Like sports, Utah State Aggies, Utah Jazz, RSL, Chicago Cubs/Blackhawks, Green Bay Packers. Former USU Student media. All opinions my own.",https://t.co/hZ57Nwj2d4,[],False,385,1866,20,Sun Oct 06 03:06:53 +0000 2013,2875,,,True,False,12106,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1073000029583900674/YocVmx26_normal.jpg,https://pbs.twimg.com/profile_images/1073000029583900674/YocVmx26_normal.jpg,https://pbs.twimg.com/profile_banners/1939602446/1468969370,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/hZ57Nwj2d4', 'expanded_url': 'https://www.facebook.com/home.php#~!/trevor.porath1985', 'display_url': 'facebook.com/home.php#~!/tr…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Fri Jan 24 14:22:08 +0000 2020,1220713399710932992,1220713399710932992,"@USUtheRightBlue @USUAggies Isn’t BYU North, up in Rexburg Idaho?",False,"[28, 65]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207059140149494e+18,1220705914014949377,1172362284.0,1172362284,USUtheRightBlue,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'USUtheRightBlue', 'name': 'THE™ Aggie Fan Dan', 'id': 1172362284, 'id_str': '1172362284', 'indices': [0, 16]}, {'screen_name': 'USUAggies', 'name': 'Utah State University', 'id': 17631378, 'id_str': '17631378', 'indices': [17, 27]}]",[],en,recent,1939602446,1939602446,Trevor Porath,trevor_porath," Mendon, Utah","Like sports, Utah State Aggies, Utah Jazz, RSL, Chicago Cubs/Blackhawks, Green Bay Packers. Former USU Student media. All opinions my own.",https://t.co/hZ57Nwj2d4,[],False,385,1866,20,Sun Oct 06 03:06:53 +0000 2013,2875,,,True,False,12106,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1073000029583900674/YocVmx26_normal.jpg,https://pbs.twimg.com/profile_images/1073000029583900674/YocVmx26_normal.jpg,https://pbs.twimg.com/profile_banners/1939602446/1468969370,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/hZ57Nwj2d4', 'expanded_url': 'https://www.facebook.com/home.php#~!/trevor.porath1985', 'display_url': 'facebook.com/home.php#~!/tr…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Fri Jan 24 09:21:49 +0000 2020,1220637820865347585,1220637820865347585,@HelCecilia @USUAggies Can’t deny it is a weird-looking bird 😂 glad you know about it now!!,False,"[23, 91]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220620643944878e+18,1220620643944878083,3164630465.0,3164630465,HelCecilia,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'HelCecilia', 'name': 'Hélène Cecilia', 'id': 3164630465, 'id_str': '3164630465', 'indices': [0, 11]}, {'screen_name': 'USUAggies', 'name': 'Utah State University', 'id': 17631378, 'id_str': '17631378', 'indices': [12, 22]}]",[],en,recent,971969539784110080,971969539784110080,Simona Picardi,simopicardi,"Utah, USA",Wildlife Ecologist • Postdoc at @USUAggies • Sage-Grouse Habitat Assessment Framework Coordinator • PhD @UFWildlife Class of 2019,,[],False,499,443,6,Fri Mar 09 04:42:51 +0000 2018,2172,,,False,False,318,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1205602167677227008/0bwFe-v-_normal.jpg,https://pbs.twimg.com/profile_images/1205602167677227008/0bwFe-v-_normal.jpg,https://pbs.twimg.com/profile_banners/971969539784110080/1575086014,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Fri Jan 24 08:13:34 +0000 2020,1220620643944878083,1220620643944878083,@simopicardi @USUAggies Congratulations for your postdoc! I didn't know this cool bird and this picture made my day 😂👍,False,"[24, 118]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2204972062114898e+18,1220497206211489792,9.719695397841101e+17,971969539784110080,simopicardi,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'simopicardi', 'name': 'Simona Picardi', 'id': 971969539784110080, 'id_str': '971969539784110080', 'indices': [0, 12]}, {'screen_name': 'USUAggies', 'name': 'Utah State University', 'id': 17631378, 'id_str': '17631378', 'indices': [13, 23]}]",[],en,recent,3164630465,3164630465,Hélène Cecilia,HelCecilia,"Nantes, France","PhD student Epidemiological modeling of Rift Valley fever virus 🐂🐐🦠🦟💻 
#scicomm, feminism, ecology.
🎙️@Labodessavoirs
Tweets in 🇬🇧🇨🇵. She/her",,[],False,171,463,3,Mon Apr 13 16:09:59 +0000 2015,1060,,,False,False,328,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1046700585985216513/uO4tQYoa_normal.jpg,https://pbs.twimg.com/profile_images/1046700585985216513/uO4tQYoa_normal.jpg,https://pbs.twimg.com/profile_banners/3164630465/1563458737,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Fri Jan 24 04:43:29 +0000 2020,1220567776739201026,1220567776739201026,@USUAggies I for one welcome our new goose overlords,False,"[11, 52]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2205529014262129e+18,1220552901426212870,17631378.0,17631378,USUAggies,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'USUAggies', 'name': 'Utah State University', 'id': 17631378, 'id_str': '17631378', 'indices': [0, 10]}]",[],en,recent,1196893866307145728,1196893866307145728,Everything In Transit,EverythingInTr1,,"I like Mass Transit, Cities, Utah Jazz, Newcastle United, and Utah State University",,[],False,7,70,0,Tue Nov 19 20:51:56 +0000 2019,42,,,True,False,20,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1208656957894094850/L8sRCJMv_normal.jpg,https://pbs.twimg.com/profile_images/1208656957894094850/L8sRCJMv_normal.jpg,https://pbs.twimg.com/profile_banners/1196893866307145728/1577001250,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Fri Jan 24 02:44:21 +0000 2020,1220537795313356800,1220537795313356800,@simopicardi @USUAggies Awesome! Congrats!,False,"[24, 42]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2204972062114898e+18,1220497206211489792,9.719695397841101e+17,971969539784110080,simopicardi,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'simopicardi', 'name': 'Simona Picardi', 'id': 971969539784110080, 'id_str': '971969539784110080', 'indices': [0, 12]}, {'screen_name': 'USUAggies', 'name': 'Utah State University', 'id': 17631378, 'id_str': '17631378', 'indices': [13, 23]}]",[],en,recent,946902009520754688,946902009520754688,Rob Lonsinger,RobLonsinger,"Brookings, SD","Ecologist, mammalogist, how #carnivores influence one another and their #prey, #RealLifeScientist, @NatGeoExplorers, #sciencematters",https://t.co/tE24WUtlc5,[],False,155,136,1,Sat Dec 30 00:33:26 +0000 2017,159,,,False,False,124,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/946909162939797505/EO6v_PuU_normal.jpg,https://pbs.twimg.com/profile_images/946909162939797505/EO6v_PuU_normal.jpg,https://pbs.twimg.com/profile_banners/946902009520754688/1514595711,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/tE24WUtlc5', 'expanded_url': 'http://roblonsinger.com', 'display_url': 'roblonsinger.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Fri Jan 24 01:08:05 +0000 2020,1220513570506457088,1220513570506457088,@simopicardi @USUAggies Congrats!! 🎉 🥐,False,"[24, 38]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.2204972062114898e+18,1220497206211489792,9.719695397841101e+17,971969539784110080,simopicardi,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'simopicardi', 'name': 'Simona Picardi', 'id': 971969539784110080, 'id_str': '971969539784110080', 'indices': [0, 12]}, {'screen_name': 'USUAggies', 'name': 'Utah State University', 'id': 17631378, 'id_str': '17631378', 'indices': [13, 23]}]",[],en,recent,111093392,111093392,Hao Ye,Hao_and_Y,"Gainesville, FL","Postdoc @UF/@Weecology on ecol change in time series, models in #Rstats/#LEGO, assoc editor @MethodsEcolEvol, mentor @MozOpenLeaders/@openlifesci, he/him",https://t.co/KuzA9LYqpM,[],False,2087,2083,55,Wed Feb 03 20:00:43 +0000 2010,30089,,,False,False,18044,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1169998212121452544/ynU_aAnV_normal.jpg,https://pbs.twimg.com/profile_images/1169998212121452544/ynU_aAnV_normal.jpg,https://pbs.twimg.com/profile_banners/111093392/1522987871,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/KuzA9LYqpM', 'expanded_url': 'https://haoye.us', 'display_url': 'haoye.us', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Fri Jan 24 00:19:22 +0000 2020,1220501309247442944,1220501309247442944,"@skmorgane @USUAggies Thanks, Morgan! There definitely are some pretty amazing scientists over there and I’m excited to work in that environment!",False,"[22, 145]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220498597407531e+18,1220498597407531011,14589654.0,14589654,skmorgane,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'skmorgane', 'name': 'S.K. Morgan Ernest', 'id': 14589654, 'id_str': '14589654', 'indices': [0, 10]}, {'screen_name': 'USUAggies', 'name': 'Utah State University', 'id': 17631378, 'id_str': '17631378', 'indices': [11, 21]}]",[],en,recent,971969539784110080,971969539784110080,Simona Picardi,simopicardi,"Utah, USA",Wildlife Ecologist • Postdoc at @USUAggies • Sage-Grouse Habitat Assessment Framework Coordinator • PhD @UFWildlife Class of 2019,,[],False,499,443,6,Fri Mar 09 04:42:51 +0000 2018,2172,,,False,False,318,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1205602167677227008/0bwFe-v-_normal.jpg,https://pbs.twimg.com/profile_images/1205602167677227008/0bwFe-v-_normal.jpg,https://pbs.twimg.com/profile_banners/971969539784110080/1575086014,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Fri Jan 24 00:08:36 +0000 2020,1220498597407531011,1220498597407531011,@simopicardi @USUAggies Congrats!  USU has a great group of people! They are lucky to have you.,False,"[24, 95]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204972062114898e+18,1220497206211489792,9.719695397841101e+17,971969539784110080,simopicardi,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'simopicardi', 'name': 'Simona Picardi', 'id': 971969539784110080, 'id_str': '971969539784110080', 'indices': [0, 12]}, {'screen_name': 'USUAggies', 'name': 'Utah State University', 'id': 17631378, 'id_str': '17631378', 'indices': [13, 23]}]",[],en,recent,14589654,14589654,S.K. Morgan Ernest,skmorgane,United States,I am a scientist studying the ever changing nature of nature. And I have an inordinate fondness for kangaroo rats. she/her,http://t.co/bICCg9dGJd,[],False,2392,359,107,Tue Apr 29 19:47:57 +0000 2008,11414,,,False,False,16190,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/878029476973744128/0_x752u6_normal.jpg,https://pbs.twimg.com/profile_images/878029476973744128/0_x752u6_normal.jpg,https://pbs.twimg.com/profile_banners/14589654/1373300593,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'http://t.co/bICCg9dGJd', 'expanded_url': 'http://ernestlab.weecology.org', 'display_url': 'ernestlab.weecology.org', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Thu Jan 23 15:43:38 +0000 2020,1220371520280657920,1220371520280657920,@jill_fran @USUAggies It’s a true Aggie love story for the ages 💙,False,"[22, 65]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200488466060698e+18,1220048846606069762,51941783.0,51941783,jill_fran,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'jill_fran', 'name': '2020 Jill', 'id': 51941783, 'id_str': '51941783', 'indices': [0, 10]}, {'screen_name': 'USUAggies', 'name': 'Utah State University', 'id': 17631378, 'id_str': '17631378', 'indices': [11, 21]}]",[],en,recent,32101439,32101439,Utah State Alumni,UtahStateAlumni,"Logan, UT",The mission of the Alumni Association is to enhance the Utah State University experience through lifelong engagement. https://t.co/RbqfRtbf3u,https://t.co/zOKLRRxFee,"[{'url': 'https://t.co/RbqfRtbf3u', 'expanded_url': 'http://www.facebook.com/UtahStateAlumni', 'display_url': 'facebook.com/UtahStateAlumni', 'indices': [118, 141]}]",False,4482,2704,86,Thu Apr 16 19:01:39 +0000 2009,348,,,True,False,3214,,False,False,False,003366,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1128363163114565632/CjpggQLh_normal.png,https://pbs.twimg.com/profile_images/1128363163114565632/CjpggQLh_normal.png,https://pbs.twimg.com/profile_banners/32101439/1576776738,3B94D9,003366,333333,888888,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/zOKLRRxFee', 'expanded_url': 'http://usu.edu/adayofgiving/', 'display_url': 'usu.edu/adayofgiving/', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Thu Jan 23 04:19:51 +0000 2020,1220199439811391488,1220199439811391488,"@Willardson_SL @SarahShoker @loleen_berdahl @andrewheiss @USUAggies Okay, but only if you're a *true* Aggie...",False,"[68, 110]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220198528095527e+18,1220198528095526913,371423669.0,371423669,Willardson_SL,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Willardson_SL', 'name': 'Spencer L Willardson', 'id': 371423669, 'id_str': '371423669', 'indices': [0, 14]}, {'screen_name': 'SarahShoker', 'name': 'Sarah Shoker', 'id': 170180972, 'id_str': '170180972', 'indices': [15, 27]}, {'screen_name': 'loleen_berdahl', 'name': 'Loleen Berdahl', 'id': 736600128505548800, 'id_str': '736600128505548800', 'indices': [28, 43]}, {'screen_name': 'andrewheiss', 'name': 'Andrew Heiss', 'id': 16741059, 'id_str': '16741059', 'indices': [44, 56]}, {'screen_name': 'USUAggies', 'name': 'Utah State University', 'id': 17631378, 'id_str': '17631378', 'indices': [57, 67]}]",[],en,recent,2320427351,2320427351,Nathan Toronto,NathanToronto,"Abu Dhabi, UAE","Associate professor of strategy. Science fiction writer. Study war to make peace. Views are my own, not those of any gov't or agency.",http://t.co/ErPnbLnwBT,[],False,299,530,14,Sun Feb 02 18:07:26 +0000 2014,273,,,False,False,1641,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1111973167831105536/21ugQl9B_normal.png,https://pbs.twimg.com/profile_images/1111973167831105536/21ugQl9B_normal.png,https://pbs.twimg.com/profile_banners/2320427351/1391364996,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'http://t.co/ErPnbLnwBT', 'expanded_url': 'http://nathantoronto.com', 'display_url': 'nathantoronto.com', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
