,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
90,Wed Jan 22 20:56:49 +0000 2020,1220087947891900416,1220087947891900416,@StewartColes @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber Thank you! So excited to join y'all!,False,"[86, 122]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.22008230409114e+18,1220082304091140097,2429413770.0,2429413770,StewartColes,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'StewartColes', 'name': 'Kevin Louis Gates, Jr.', 'id': 2429413770, 'id_str': '2429413770', 'indices': [0, 13]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [14, 28]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [29, 42]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [43, 55]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [56, 69]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [70, 85]}]",[],en,recent,25940532,25940532,Emily Van Duyn,emilyvanduyn,"Menlo Park, CA",Postdoctoral fellow @Stanford_Cyber / future @Illinois_Alma assistant professor / alum of @UTAustin / studying political communication & digital media,https://t.co/aTLfXfEPAw,"[{'url': 'https://t.co/aTLfXfEPAw', 'expanded_url': 'http://www.emilyvanduyn.com', 'display_url': 'emilyvanduyn.com', 'indices': [0, 23]}]",[],False,1003,707,26,Mon Mar 23 03:00:52 +0000 2009,1513,,,False,False,1088,,False,False,False,F7ED5E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_banners/25940532/1567036766,D10725,FFFFFF,DCFAFA,080808,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Wed Jan 22 20:56:18 +0000 2020,1220087816257859584,1220087816257859584,@DSlakoffPhD @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber Thank you!!,False,"[85, 96]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200814297129083e+18,1220081429712908290,1.1131794452364657e+18,1113179445236465664,DSlakoffPhD,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'DSlakoffPhD', 'name': 'Danielle Slakoff', 'id': 1113179445236465664, 'id_str': '1113179445236465664', 'indices': [0, 12]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [13, 27]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [28, 41]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [42, 54]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [55, 68]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [69, 84]}]",[],en,recent,25940532,25940532,Emily Van Duyn,emilyvanduyn,"Menlo Park, CA",Postdoctoral fellow @Stanford_Cyber / future @Illinois_Alma assistant professor / alum of @UTAustin / studying political communication & digital media,https://t.co/aTLfXfEPAw,"[{'url': 'https://t.co/aTLfXfEPAw', 'expanded_url': 'http://www.emilyvanduyn.com', 'display_url': 'emilyvanduyn.com', 'indices': [0, 23]}]",[],False,1003,707,26,Mon Mar 23 03:00:52 +0000 2009,1513,,,False,False,1088,,False,False,False,F7ED5E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_banners/25940532/1567036766,D10725,FFFFFF,DCFAFA,080808,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Wed Jan 22 20:45:59 +0000 2020,1220085223016124416,1220085223016124416,@jake_fisher @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber @MediaAtIllinois @ucsantabarbara Thank you! And congratulations--I'd love to connect!,False,"[118, 170]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220075253352657e+18,1220075253352656897,28036928.0,28036928,jake_fisher,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'jake_fisher', 'name': 'Jacob Fisher', 'id': 28036928, 'id_str': '28036928', 'indices': [0, 12]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [13, 27]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [28, 41]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [42, 54]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [55, 68]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [69, 84]}, {'screen_name': 'MediaAtIllinois', 'name': 'Media at Illinois', 'id': 72873180, 'id_str': '72873180', 'indices': [85, 101]}, {'screen_name': 'ucsantabarbara', 'name': 'UC Santa Barbara', 'id': 18105473, 'id_str': '18105473', 'indices': [102, 117]}]",[],en,recent,25940532,25940532,Emily Van Duyn,emilyvanduyn,"Menlo Park, CA",Postdoctoral fellow @Stanford_Cyber / future @Illinois_Alma assistant professor / alum of @UTAustin / studying political communication & digital media,https://t.co/aTLfXfEPAw,"[{'url': 'https://t.co/aTLfXfEPAw', 'expanded_url': 'http://www.emilyvanduyn.com', 'display_url': 'emilyvanduyn.com', 'indices': [0, 23]}]",[],False,1003,707,26,Mon Mar 23 03:00:52 +0000 2009,1513,,,False,False,1088,,False,False,False,F7ED5E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_banners/25940532/1567036766,D10725,FFFFFF,DCFAFA,080808,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Wed Jan 22 20:34:23 +0000 2020,1220082304091140097,1220082304091140097,@emilyvanduyn @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber Congratulations! See you around Lincoln Hall!,False,"[86, 131]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200444797232333e+18,1220044479723233280,25940532.0,25940532,emilyvanduyn,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'emilyvanduyn', 'name': 'Emily Van Duyn', 'id': 25940532, 'id_str': '25940532', 'indices': [0, 13]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [14, 28]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [29, 42]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [43, 55]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [56, 69]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [70, 85]}]",[],en,recent,2429413770,2429413770,"Kevin Louis Gates, Jr.",StewartColes,"Ann Arbor, MI","PhD Candidate at @UM_CommStudies studying how media depictions of marginalized groups affect public opinion. @drexelwestphal & @SDSU_JMS alumnus, #USMC veteran.",https://t.co/P6j7h1jSEj,"[{'url': 'https://t.co/P6j7h1jSEj', 'expanded_url': 'http://www.stewartcoles.com', 'display_url': 'stewartcoles.com', 'indices': [0, 23]}]",[],False,1145,1151,25,Sat Apr 05 20:27:04 +0000 2014,21429,,,True,False,13486,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1136487706136129536/3TWbA7-c_normal.png,https://pbs.twimg.com/profile_images/1136487706136129536/3TWbA7-c_normal.png,https://pbs.twimg.com/profile_banners/2429413770/1417645607,FF0000,000000,252429,666666,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Wed Jan 22 20:30:29 +0000 2020,1220081318710644738,1220081318710644738,"@emilyvanduyn @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber Great news! Congratulations, Emily!",False,"[86, 121]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200444797232333e+18,1220044479723233280,25940532.0,25940532,emilyvanduyn,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'emilyvanduyn', 'name': 'Emily Van Duyn', 'id': 25940532, 'id_str': '25940532', 'indices': [0, 13]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [14, 28]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [29, 42]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [43, 55]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [56, 69]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [70, 85]}]",[],en,recent,55637778,55637778,"Patrícia Rossini, PhD",patyrossini,Liverpool,"Derby Fellow @livuni. Political communication, uncivil and intolerant political talk, campaigns, misinformation, computational social science. 🇧🇷🇺🇸🇬🇧",https://t.co/wNm0G0yTpu,"[{'url': 'https://t.co/wNm0G0yTpu', 'expanded_url': 'http://www.patriciarossini.com', 'display_url': 'patriciarossini.com', 'indices': [0, 23]}]",[],False,2294,1261,54,Fri Jul 10 19:05:11 +0000 2009,4776,,,True,False,2739,,False,False,False,FFDBC8,http://abs.twimg.com/images/themes/theme8/bg.gif,https://abs.twimg.com/images/themes/theme8/bg.gif,True,http://pbs.twimg.com/profile_images/1104434864844169217/k8mTvQMf_normal.jpg,https://pbs.twimg.com/profile_images/1104434864844169217/k8mTvQMf_normal.jpg,https://pbs.twimg.com/profile_banners/55637778/1579731056,1B95E0,DA609F,55061C,D7849A,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Wed Jan 22 20:25:11 +0000 2020,1220079986448748551,1220079986448748551,"@emilyvanduyn @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber Congrats, Emily! 👏🏻👏🏻👏🏻",False,"[86, 109]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200444797232333e+18,1220044479723233280,25940532.0,25940532,emilyvanduyn,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'emilyvanduyn', 'name': 'Emily Van Duyn', 'id': 25940532, 'id_str': '25940532', 'indices': [0, 13]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [14, 28]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [29, 42]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [43, 55]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [56, 69]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [70, 85]}]",[],en,recent,1564707973,1564707973,Kirsten Adams,thekirstenadams,"Durham, NC",Ph.D. student researching political communication + journalism @UNCHussman. Formerly @Gallup. INFJ. Consumer of coffee. Cuddler of puppies.,https://t.co/CWcGHb9cDQ,"[{'url': 'https://t.co/CWcGHb9cDQ', 'expanded_url': 'http://kirstenadams.me', 'display_url': 'kirstenadams.me', 'indices': [0, 23]}]",[],False,378,533,8,Wed Jul 03 02:57:35 +0000 2013,2964,,,True,False,455,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme17/bg.gif,https://abs.twimg.com/images/themes/theme17/bg.gif,True,http://pbs.twimg.com/profile_images/1141381154211344385/55kW92LI_normal.jpg,https://pbs.twimg.com/profile_images/1141381154211344385/55kW92LI_normal.jpg,https://pbs.twimg.com/profile_banners/1564707973/1503369936,1B95E0,FFFFFF,FEF6F6,808080,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Wed Jan 22 20:06:22 +0000 2020,1220075253352656897,1220075253352656897,@emilyvanduyn @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber Congratulations! I'll be joining the College of @MediaAtIllinois (Department of Advertising) in the fall (coming from @ucsantabarbara). Looking forward to meeting you!,False,"[86, 253]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200444797232333e+18,1220044479723233280,25940532.0,25940532,emilyvanduyn,,,,False,0,9,False,False,en,[],[],"[{'screen_name': 'emilyvanduyn', 'name': 'Emily Van Duyn', 'id': 25940532, 'id_str': '25940532', 'indices': [0, 13]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [14, 28]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [29, 42]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [43, 55]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [56, 69]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [70, 85]}, {'screen_name': 'MediaAtIllinois', 'name': 'Media at Illinois', 'id': 72873180, 'id_str': '72873180', 'indices': [134, 150]}, {'screen_name': 'ucsantabarbara', 'name': 'UC Santa Barbara', 'id': 18105473, 'id_str': '18105473', 'indices': [204, 219]}]",[],en,recent,28036928,28036928,Jacob Fisher,jake_fisher,"Goleta, CA","Ph.D. Candidate @ucsantabarbara. Researcher @medianeuro. @NSF IGERT trainee in Network Science/Big Data. Interested in media, ADHD, and cognitive control.",https://t.co/ith4GjvFy1,"[{'url': 'https://t.co/ith4GjvFy1', 'expanded_url': 'https://jacobtfisher.com', 'display_url': 'jacobtfisher.com', 'indices': [0, 23]}]",[],False,701,709,9,Wed Apr 01 03:05:54 +0000 2009,7205,,,True,False,4144,,False,False,False,C0C1C1,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1111681578084663297/pqPUlETP_normal.png,https://pbs.twimg.com/profile_images/1111681578084663297/pqPUlETP_normal.png,https://pbs.twimg.com/profile_banners/28036928/1544756682,7991AD,FFFFFF,51627F,7A8997,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Wed Jan 22 20:02:49 +0000 2020,1220074357545766912,1220074357545766912,"@jnelz @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber Thank you, Jake!!",False,"[79, 96]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200733287165993e+18,1220073328716599296,17166822.0,17166822,jnelz,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'jnelz', 'name': 'Jacob Nelson', 'id': 17166822, 'id_str': '17166822', 'indices': [0, 6]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [7, 21]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [22, 35]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [36, 48]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [49, 62]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [63, 78]}]",[],en,recent,25940532,25940532,Emily Van Duyn,emilyvanduyn,"Menlo Park, CA",Postdoctoral fellow @Stanford_Cyber / future @Illinois_Alma assistant professor / alum of @UTAustin / studying political communication & digital media,https://t.co/aTLfXfEPAw,"[{'url': 'https://t.co/aTLfXfEPAw', 'expanded_url': 'http://www.emilyvanduyn.com', 'display_url': 'emilyvanduyn.com', 'indices': [0, 23]}]",[],False,1003,707,26,Mon Mar 23 03:00:52 +0000 2009,1513,,,False,False,1088,,False,False,False,F7ED5E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_banners/25940532/1567036766,D10725,FFFFFF,DCFAFA,080808,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Wed Jan 22 19:54:10 +0000 2020,1220072182123905024,1220072182123905024,@martinriedl @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber Thank you!!,False,"[85, 96]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200677818293699e+18,1220067781829369857,197038758.0,197038758,martinriedl,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'martinriedl', 'name': 'Martin Johannes Riedl', 'id': 197038758, 'id_str': '197038758', 'indices': [0, 12]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [13, 27]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [28, 41]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [42, 54]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [55, 68]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [69, 84]}]",[],en,recent,25940532,25940532,Emily Van Duyn,emilyvanduyn,"Menlo Park, CA",Postdoctoral fellow @Stanford_Cyber / future @Illinois_Alma assistant professor / alum of @UTAustin / studying political communication & digital media,https://t.co/aTLfXfEPAw,"[{'url': 'https://t.co/aTLfXfEPAw', 'expanded_url': 'http://www.emilyvanduyn.com', 'display_url': 'emilyvanduyn.com', 'indices': [0, 23]}]",[],False,1003,707,26,Mon Mar 23 03:00:52 +0000 2009,1513,,,False,False,1088,,False,False,False,F7ED5E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_banners/25940532/1567036766,D10725,FFFFFF,DCFAFA,080808,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Wed Jan 22 19:52:43 +0000 2020,1220071815034232832,1220071815034232832,"@wyoumans @Illinois_Alma @IllinoisComm @UTexasMoody @EngagingNews @Stanford_Cyber Thanks, Will!",False,"[82, 95]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200672166344049e+18,1220067216634404864,104790653.0,104790653,wyoumans,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'wyoumans', 'name': 'William Lafi Youmans', 'id': 104790653, 'id_str': '104790653', 'indices': [0, 9]}, {'screen_name': 'Illinois_Alma', 'name': 'University of Illinois', 'id': 18165866, 'id_str': '18165866', 'indices': [10, 24]}, {'screen_name': 'IllinoisComm', 'name': 'Communication @ Illinois', 'id': 373198965, 'id_str': '373198965', 'indices': [25, 38]}, {'screen_name': 'UTexasMoody', 'name': 'TEXAS Moody', 'id': 21015067, 'id_str': '21015067', 'indices': [39, 51]}, {'screen_name': 'EngagingNews', 'name': 'Center for Media Engagement', 'id': 1732894075, 'id_str': '1732894075', 'indices': [52, 65]}, {'screen_name': 'Stanford_Cyber', 'name': 'Cyber Policy Center', 'id': 3060238357, 'id_str': '3060238357', 'indices': [66, 81]}]",[],en,recent,25940532,25940532,Emily Van Duyn,emilyvanduyn,"Menlo Park, CA",Postdoctoral fellow @Stanford_Cyber / future @Illinois_Alma assistant professor / alum of @UTAustin / studying political communication & digital media,https://t.co/aTLfXfEPAw,"[{'url': 'https://t.co/aTLfXfEPAw', 'expanded_url': 'http://www.emilyvanduyn.com', 'display_url': 'emilyvanduyn.com', 'indices': [0, 23]}]",[],False,1003,707,26,Mon Mar 23 03:00:52 +0000 2009,1513,,,False,False,1088,,False,False,False,F7ED5E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_images/709568219997057025/1a-P_BVA_normal.jpg,https://pbs.twimg.com/profile_banners/25940532/1567036766,D10725,FFFFFF,DCFAFA,080808,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
