,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type
3,Tue Jan 21 21:37:53 +0000 2020,1219735895693197318,1219735895693197318,@marquillis33 @UWyonews @KeenanThe1st @wyo_football Excited to have both of you! 🤠,False,"[52, 82]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1219733099782733830,1219733099782733830,1180807130,1180807130,marquillis33,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'marquillis33', 'name': 'Mark Willis', 'id': 1180807130, 'id_str': '1180807130', 'indices': [0, 13]}, {'screen_name': 'UWyonews', 'name': 'UWyo News', 'id': 898251204, 'id_str': '898251204', 'indices': [14, 23]}, {'screen_name': 'KeenanThe1st', 'name': 'Black People Never Die', 'id': 118862815, 'id_str': '118862815', 'indices': [24, 37]}, {'screen_name': 'wyo_football', 'name': 'Wyoming Cowboy Football', 'id': 28375849, 'id_str': '28375849', 'indices': [38, 51]}]",[],en,recent,1018869690515574784,1018869690515574784,University of Wyoming College of Arts & Sciences,UWArtsSciences,"Laramie, WY",Official Twitter of the College of Arts & Sciences at the University of Wyoming | https://t.co/Yp37PK8CLf | https://t.co/yiN0a610Th,https://t.co/5cARtNhw6V,"[{'url': 'https://t.co/5cARtNhw6V', 'expanded_url': 'http://UWyo.edu/as', 'display_url': 'UWyo.edu/as', 'indices': [0, 23]}]","[{'url': 'https://t.co/Yp37PK8CLf', 'expanded_url': 'http://Instagram.com/UWyoArtsSciences', 'display_url': 'Instagram.com/UWyoArtsScienc…', 'indices': [82, 105]}, {'url': 'https://t.co/yiN0a610Th', 'expanded_url': 'http://Facebook.com/UWyoArtsSciences', 'display_url': 'Facebook.com/UWyoArtsScienc…', 'indices': [108, 131]}]",False,448,1186,6,Mon Jul 16 14:47:18 +0000 2018,112,,,True,False,1405,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1176542348328747010/19o3xaOL_normal.jpg,https://pbs.twimg.com/profile_images/1176542348328747010/19o3xaOL_normal.jpg,https://pbs.twimg.com/profile_banners/1018869690515574784/1531759350,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none
