,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
0,Sun Jan 26 04:31:49 +0000 2020,1221289615203549184,1221289615203549184,"Polymorphism in 3' UTR, the target of miR107, of ChromograninA associated with hypertensive renal disease. The T allele binding to miR107 decreases CgA, increases Catestatin, increases BP. Sucheta Vaingankar @UCSanDiego #ISCCB20",False,"[0, 228]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,"[{'text': 'ISCCB20', 'indices': [220, 228]}]",[],"[{'screen_name': 'UCSanDiego', 'name': 'UC San Diego', 'id': 338660808, 'id_str': '338660808', 'indices': [208, 219]}]",[],en,recent,963306738391879680,963306738391879680,Sandhya Koushika Lab,WormlockHolmes,"Mumbai, India","Cellular neurobiologists @TIFRScience Mumbai, who love genetics, live imaging and worms. Science is fun, let's go exploring. Many tweets by Sandhya Koushika.",https://t.co/bLd4WsyeSA,"[{'url': 'https://t.co/bLd4WsyeSA', 'expanded_url': 'http://www.tifr.res.in/~dbs/faculty/koushika/index.html', 'display_url': 'tifr.res.in/~dbs/faculty/k…', 'indices': [0, 23]}]",[],False,1748,496,11,Tue Feb 13 06:59:58 +0000 2018,1832,,,False,False,3195,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/963314405084549120/UFlUzLP5_normal.jpg,https://pbs.twimg.com/profile_images/963314405084549120/UFlUzLP5_normal.jpg,https://pbs.twimg.com/profile_banners/963306738391879680/1518507027,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sat Jan 25 22:48:34 +0000 2020,1221203232673787904,1221203232673787904,"And to be clear, if @sdmts ever did run the @MidCoastTrolley that frequently, it would twice the capacity of I-5 right now, and it would be enough people to fill up every @UCSanDiego La Jolla Campus owned parking spot in  little more than an hour.",False,"[0, 247]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2212017818095043e+18,1221201781809504257,1.195065626521264e+18,1195065626521264128,NevoMagnezi,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'sdmts', 'name': 'San Diego MTS', 'id': 16934643, 'id_str': '16934643', 'indices': [20, 26]}, {'screen_name': 'MidCoastTrolley', 'name': 'Mid-Coast Trolley', 'id': 2233630358, 'id_str': '2233630358', 'indices': [44, 60]}, {'screen_name': 'UCSanDiego', 'name': 'UC San Diego', 'id': 338660808, 'id_str': '338660808', 'indices': [171, 182]}]",[],en,recent,1195065626521264128,1195065626521264128,Nevo Magnezi,NevoMagnezi,,"Bioelectronics PhD Student, Graduate Student Association Rep @UCSanDiego,    Active Transportation & Transit Advocate",,,[],False,100,343,2,Thu Nov 14 19:47:11 +0000 2019,2229,,,True,False,802,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1215770829167845376/1_l6879s_normal.jpg,https://pbs.twimg.com/profile_images/1215770829167845376/1_l6879s_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sat Jan 25 22:42:48 +0000 2020,1221201781809504257,1221201781809504257,"The great think is that they can acheive even greater frequency still. 

Paris' peak train headways are 85 seconds on lines 1&amp; 14 (42 trains per hour). If @sdmts ever acheived that, the @UCSanDiego blue line could carry 18 thousand people/hr in each direction!",False,"[0, 264]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.221199936189948e+18,1221199936189947904,1.195065626521264e+18,1195065626521264128,NevoMagnezi,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'sdmts', 'name': 'San Diego MTS', 'id': 16934643, 'id_str': '16934643', 'indices': [159, 165]}, {'screen_name': 'UCSanDiego', 'name': 'UC San Diego', 'id': 338660808, 'id_str': '338660808', 'indices': [190, 201]}]",[],en,recent,1195065626521264128,1195065626521264128,Nevo Magnezi,NevoMagnezi,,"Bioelectronics PhD Student, Graduate Student Association Rep @UCSanDiego,    Active Transportation & Transit Advocate",,,[],False,100,343,2,Thu Nov 14 19:47:11 +0000 2019,2229,,,True,False,802,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1215770829167845376/1_l6879s_normal.jpg,https://pbs.twimg.com/profile_images/1215770829167845376/1_l6879s_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sat Jan 25 21:54:38 +0000 2020,1221189659469811712,1221189659469811712,@breakliquid @UCSanDiego I’ve talked to people who were late to meetings w/ vice chancellors and couldn’t make it bc they were late so i hope the administration takes this seriously. I have a 24/7 A permit &amp; parking is insane. They’re also going to take parking on med campus away to build a new building,False,"[25, 308]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221178329299968e+18,1221178329299968000,25800048.0,25800048,breakliquid,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'breakliquid', 'name': 'Phillip Kyriakakis', 'id': 25800048, 'id_str': '25800048', 'indices': [0, 12]}, {'screen_name': 'UCSanDiego', 'name': 'UC San Diego', 'id': 338660808, 'id_str': '338660808', 'indices': [13, 24]}]",[],en,recent,18377414,18377414,Dr Danielle,schmittwitt_,"San Diego, CA",Dr of Biochem. Postdoc @jinzhanglab. Pod Coordinator @500WomenSciSD. Chem BS @BallState & PhD @UMBC. Cat Lady. Opinions are my own. She/her,https://t.co/OZlIdc2unJ,"[{'url': 'https://t.co/OZlIdc2unJ', 'expanded_url': 'https://dlschmitt.wordpress.com/', 'display_url': 'dlschmitt.wordpress.com', 'indices': [0, 23]}]",[],False,262,677,14,Thu Dec 25 18:17:10 +0000 2008,3875,,,True,False,9422,,False,False,False,000000,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/1215414219148935169/Gry308M6_normal.jpg,https://pbs.twimg.com/profile_images/1215414219148935169/Gry308M6_normal.jpg,https://pbs.twimg.com/profile_banners/18377414/1484024949,7FDBB6,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Sat Jan 25 20:19:16 +0000 2020,1221165659687510016,1221165659687510016,@breakliquid @UCSanDiego OH BOY. How big was this parking lot? I feel like something else happened to compound the issue because this parking situation is ridiculous,False,"[25, 165]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2211292091263713e+18,1221129209126371328,25800048.0,25800048,breakliquid,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'breakliquid', 'name': 'Phillip Kyriakakis', 'id': 25800048, 'id_str': '25800048', 'indices': [0, 12]}, {'screen_name': 'UCSanDiego', 'name': 'UC San Diego', 'id': 338660808, 'id_str': '338660808', 'indices': [13, 24]}]",[],en,recent,18377414,18377414,Dr Danielle,schmittwitt_,"San Diego, CA",Dr of Biochem. Postdoc @jinzhanglab. Pod Coordinator @500WomenSciSD. Chem BS @BallState & PhD @UMBC. Cat Lady. Opinions are my own. She/her,https://t.co/OZlIdc2unJ,"[{'url': 'https://t.co/OZlIdc2unJ', 'expanded_url': 'https://dlschmitt.wordpress.com/', 'display_url': 'dlschmitt.wordpress.com', 'indices': [0, 23]}]",[],False,262,677,14,Thu Dec 25 18:17:10 +0000 2008,3875,,,True,False,9422,,False,False,False,000000,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/1215414219148935169/Gry308M6_normal.jpg,https://pbs.twimg.com/profile_images/1215414219148935169/Gry308M6_normal.jpg,https://pbs.twimg.com/profile_banners/18377414/1484024949,7FDBB6,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Sat Jan 25 16:05:26 +0000 2020,1221101781767180289,1221101781767180289,"RT @loveleighla: The fact that the @UCSanDiego chancellor is getting paid $400,000+ a year and can’t even answer a student asking what he p…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,122,0,False,False,en,[],[],"[{'screen_name': 'loveleighla', 'name': 'وزیر leighla', 'id': 1137972923430342657, 'id_str': '1137972923430342657', 'indices': [3, 15]}, {'screen_name': 'UCSanDiego', 'name': 'UC San Diego', 'id': 338660808, 'id_str': '338660808', 'indices': [35, 46]}]",[],en,recent,1567554900,1567554900,#1 Titans fan,car_found_,,"Proud, sleepless, stressed, UCSD Triton alumni NAK ΛΣ #148 Kinder Humanities teacher LMAO",,,[],False,351,423,3,Thu Jul 04 07:23:27 +0000 2013,38820,,,False,False,12726,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/987408931054960640/S4D_EGVR_normal.jpg,https://pbs.twimg.com/profile_images/987408931054960640/S4D_EGVR_normal.jpg,https://pbs.twimg.com/profile_banners/1567554900/1578198531,1B95E0,FFFFFF,EFEFEF,333333,True,True,False,False,False,False,False,none,Fri Jan 24 01:03:33 +0000 2020,1.2205124269546414e+18,1220512426954641408,"The fact that the @UCSanDiego chancellor is getting paid $400,000+ a year and can’t even answer a student asking what he plans on doing to serve black students shows how half ass UCSD’s efforts to be a minority serving institution is. It’s all for PR and we see right through it.",False,"[0, 279]",[],[],"[{'screen_name': 'UCSanDiego', 'name': 'UC San Diego', 'id': 338660808, 'id_str': '338660808', 'indices': [18, 29]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.1379729234303427e+18,1137972923430342657,وزیر leighla,loveleighla,⊙ ♋︎ ↑ ♈︎ ☾ ♒︎,ucsd / insta: leighl.a / snap: leighlabee,,[],False,307.0,319.0,0.0,Mon Jun 10 06:41:02 +0000 2019,6483.0,,,True,False,4581.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1212514025277231104/N93h-puN_normal.jpg,https://pbs.twimg.com/profile_images/1212514025277231104/N93h-puN_normal.jpg,https://pbs.twimg.com/profile_banners/1137972923430342657/1578011987,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,122.0,363.0,False,False,en,,,,,,,,,,,,,,,,,,,,,
25,Sat Jan 25 07:15:31 +0000 2020,1220968423955415040,1220968423955415040,"RT @loveleighla: The fact that the @UCSanDiego chancellor is getting paid $400,000+ a year and can’t even answer a student asking what he p…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,122,0,False,False,en,[],[],"[{'screen_name': 'loveleighla', 'name': 'وزیر leighla', 'id': 1137972923430342657, 'id_str': '1137972923430342657', 'indices': [3, 15]}, {'screen_name': 'UCSanDiego', 'name': 'UC San Diego', 'id': 338660808, 'id_str': '338660808', 'indices': [35, 46]}]",[],en,recent,880981250927808514,880981250927808514,soft scorpio,legalhorchata,,ucsd tmc ‘22 | she/her/hers | poli sci | lucas stan page,,,[],False,152,145,0,Sat Jul 01 02:47:52 +0000 2017,13218,,,True,False,4529,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1216512803218935808/2YhVL6K8_normal.jpg,https://pbs.twimg.com/profile_images/1216512803218935808/2YhVL6K8_normal.jpg,https://pbs.twimg.com/profile_banners/880981250927808514/1574594450,008080,000000,000000,000000,False,True,False,False,False,False,False,none,Fri Jan 24 01:03:33 +0000 2020,1.2205124269546414e+18,1220512426954641408,"The fact that the @UCSanDiego chancellor is getting paid $400,000+ a year and can’t even answer a student asking what he plans on doing to serve black students shows how half ass UCSD’s efforts to be a minority serving institution is. It’s all for PR and we see right through it.",False,"[0, 279]",[],[],"[{'screen_name': 'UCSanDiego', 'name': 'UC San Diego', 'id': 338660808, 'id_str': '338660808', 'indices': [18, 29]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.1379729234303427e+18,1137972923430342657,وزیر leighla,loveleighla,⊙ ♋︎ ↑ ♈︎ ☾ ♒︎,ucsd / insta: leighl.a / snap: leighlabee,,[],False,307.0,319.0,0.0,Mon Jun 10 06:41:02 +0000 2019,6483.0,,,True,False,4581.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1212514025277231104/N93h-puN_normal.jpg,https://pbs.twimg.com/profile_images/1212514025277231104/N93h-puN_normal.jpg,https://pbs.twimg.com/profile_banners/1137972923430342657/1578011987,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,122.0,363.0,False,False,en,,,,,,,,,,,,,,,,,,,,,
41,Sat Jan 25 01:13:57 +0000 2020,1220877433022189568,1220877433022189568,"RT @loveleighla: The fact that the @UCSanDiego chancellor is getting paid $400,000+ a year and can’t even answer a student asking what he p…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,122,0,False,False,en,[],[],"[{'screen_name': 'loveleighla', 'name': 'وزیر leighla', 'id': 1137972923430342657, 'id_str': '1137972923430342657', 'indices': [3, 15]}, {'screen_name': 'UCSanDiego', 'name': 'UC San Diego', 'id': 338660808, 'id_str': '338660808', 'indices': [35, 46]}]",[],en,recent,422311328,422311328,м ó n ι c a,mvaldez16,colorado ➠ california,molecular and cell biologist. UCSD and ΣΚ alum. Views are my own. Colorado Native (literally) 🇲🇽,https://t.co/GDq4X26b3f,"[{'url': 'https://t.co/GDq4X26b3f', 'expanded_url': 'https://www.linkedin.com/in/monicavaldez16/', 'display_url': 'linkedin.com/in/monicavalde…', 'indices': [0, 23]}]",[],False,443,397,3,Sun Nov 27 03:23:04 +0000 2011,36689,,,True,False,18338,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,True,http://pbs.twimg.com/profile_images/1167886751731306498/hwqI6LP3_normal.jpg,https://pbs.twimg.com/profile_images/1167886751731306498/hwqI6LP3_normal.jpg,https://pbs.twimg.com/profile_banners/422311328/1427344996,000000,FFFFFF,252429,666666,False,True,False,False,False,False,False,regular,Fri Jan 24 01:03:33 +0000 2020,1.2205124269546414e+18,1220512426954641408,"The fact that the @UCSanDiego chancellor is getting paid $400,000+ a year and can’t even answer a student asking what he plans on doing to serve black students shows how half ass UCSD’s efforts to be a minority serving institution is. It’s all for PR and we see right through it.",False,"[0, 279]",[],[],"[{'screen_name': 'UCSanDiego', 'name': 'UC San Diego', 'id': 338660808, 'id_str': '338660808', 'indices': [18, 29]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.1379729234303427e+18,1137972923430342657,وزیر leighla,loveleighla,⊙ ♋︎ ↑ ♈︎ ☾ ♒︎,ucsd / insta: leighl.a / snap: leighlabee,,[],False,307.0,319.0,0.0,Mon Jun 10 06:41:02 +0000 2019,6483.0,,,True,False,4581.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1212514025277231104/N93h-puN_normal.jpg,https://pbs.twimg.com/profile_images/1212514025277231104/N93h-puN_normal.jpg,https://pbs.twimg.com/profile_banners/1137972923430342657/1578011987,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,122.0,363.0,False,False,en,,,,,,,,,,,,,,,,,,,,,
52,Fri Jan 24 22:03:20 +0000 2020,1220829464868933632,1220829464868933632,"@richardabetts @tonyivb1 @metoffice @Scripps_Ocean @UCSanDiego Any idea how many Tg were released as a consequence of the 1974/75 bush-fire season, when 101,800,000ha burnt?

(i.e. approx 7x the area of this season's burns)",False,"[63, 223]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.2207100414493696e+18,1220710041449369600,101081754.0,101081754,richardabetts,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'richardabetts', 'name': 'Richard Betts', 'id': 101081754, 'id_str': '101081754', 'indices': [0, 14]}, {'screen_name': 'tonyivb1', 'name': 'Hillingdon Banana', 'id': 1016994648202637312, 'id_str': '1016994648202637312', 'indices': [15, 24]}, {'screen_name': 'metoffice', 'name': 'Met Office', 'id': 19282280, 'id_str': '19282280', 'indices': [25, 35]}, {'screen_name': 'Scripps_Ocean', 'name': 'Scripps Institution of Oceanography', 'id': 15737554, 'id_str': '15737554', 'indices': [36, 50]}, {'screen_name': 'UCSanDiego', 'name': 'UC San Diego', 'id': 338660808, 'id_str': '338660808', 'indices': [51, 62]}]",[],en,recent,2636160702,2636160702,Mhehed Zherting,MhehedZherting,,The University of Life instilled the need for scepticism about everything. Especially politicians' and CliSci/Enviro pronouncements. Exposing Green hypocrisy.,,,[],False,611,100,29,Sun Jul 13 11:12:50 +0000 2014,43072,,,False,False,45661,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/490960862782300160/f67-sy-O_normal.jpeg,https://pbs.twimg.com/profile_images/490960862782300160/f67-sy-O_normal.jpeg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Fri Jan 24 20:31:03 +0000 2020,1220806237358456833,1220806237358456833,@SANDAG @UCSanDiego @DataSciUCSD @OhioState @OSU_Law @CityofSanDiego This is so cool! Any chance we could get an archive of the OneBusAway live tracking stream for MTS vehicles?,False,"[69, 177]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207852196926628e+18,1220785219692662784,16233232.0,16233232,SANDAG,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'SANDAG', 'name': 'SANDAG', 'id': 16233232, 'id_str': '16233232', 'indices': [0, 7]}, {'screen_name': 'UCSanDiego', 'name': 'UC San Diego', 'id': 338660808, 'id_str': '338660808', 'indices': [8, 19]}, {'screen_name': 'DataSciUCSD', 'name': 'Halıcıoğlu Data Science Institute', 'id': 966783124150480896, 'id_str': '966783124150480896', 'indices': [20, 32]}, {'screen_name': 'OhioState', 'name': 'Ohio State', 'id': 18846918, 'id_str': '18846918', 'indices': [33, 43]}, {'screen_name': 'OSU_Law', 'name': 'OSU Law', 'id': 57129188, 'id_str': '57129188', 'indices': [44, 52]}, {'screen_name': 'CityofSanDiego', 'name': 'City of San Diego', 'id': 25370473, 'id_str': '25370473', 'indices': [53, 68]}]",[],en,recent,1078487366896103424,1078487366896103424,Alex Wenzel,alextwenzel,"San Diego, CA",Bioinformatics PhD student at UC San Diego studying methods to interpret transcriptomic data to advance precision medicine in cancer. Ride the bus.,https://t.co/Hla8Met5m5,"[{'url': 'https://t.co/Hla8Met5m5', 'expanded_url': 'https://alex-wenzel.github.io', 'display_url': 'alex-wenzel.github.io', 'indices': [0, 23]}]",[],False,110,275,1,Fri Dec 28 03:06:40 +0000 2018,535,,,False,False,368,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1170908945558278144/6vsvueDS_normal.jpg,https://pbs.twimg.com/profile_images/1170908945558278144/6vsvueDS_normal.jpg,https://pbs.twimg.com/profile_banners/1078487366896103424/1545967187,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
