,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,possibly_sensitive,user.profile_banner_url
0,Thu Jan 23 10:24:37 +0000 2020,1220291237103702017,1220291237103702017,Congratulations to Stéphanie Haymoz for her interview in the @RadioTeleSuisse report on #hyperphagia and her clinical work on #obesity at the Clinique de la source and her research work @Psychologiecli1 @unifr,False,"[0, 209]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,"[{'text': 'hyperphagia', 'indices': [88, 100]}, {'text': 'obesity', 'indices': [126, 134]}]",[],"[{'screen_name': 'RadioTeleSuisse', 'name': 'RTS', 'id': 9507972, 'id_str': '9507972', 'indices': [61, 77]}, {'screen_name': 'Psychologiecli1', 'name': 'Psychologiecliniqueetsanté', 'id': 1181177899128381441, 'id_str': '1181177899128381441', 'indices': [186, 202]}, {'screen_name': 'unifr', 'name': 'Uni Fribourg', 'id': 6733642, 'id_str': '6733642', 'indices': [203, 209]}]",[],en,recent,1214266823828357121,1214266823828357121,Chantal Martin-Soelch,CSoelch,"Fribourg, Suisse","passionnate about research in clinical neurosciences to understand and treat mental disorders, Professor for Clinical and Health Psychology @unifr.ch,",https://t.co/s1uF2bMknE,"[{'url': 'https://t.co/s1uF2bMknE', 'expanded_url': 'https://www3.unifr.ch/psycho/fr/departement/personnel/professeur-e-s/people/6316/9b1e3', 'display_url': 'www3.unifr.ch/psycho/fr/depa…', 'indices': [0, 23]}]",[],False,26,160,0,Mon Jan 06 19:26:03 +0000 2020,114,,,False,False,107,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1214267649972166662/n_7JOTyi_normal.jpg,https://pbs.twimg.com/profile_images/1214267649972166662/n_7JOTyi_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,
1,Wed Jan 22 15:33:12 +0000 2020,1220006505879044098,1220006505879044098,The Environmental Sciences at @unifr are evolving. A new Master in environmental sciences and humanities starting in September 2020 and a new website for the institute. https://t.co/S9G84tngSt #unifr,False,"[0, 199]","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,False,0,0,False,False,en,"[{'text': 'unifr', 'indices': [193, 199]}]",[],"[{'screen_name': 'unifr', 'name': 'Uni Fribourg', 'id': 6733642, 'id_str': '6733642', 'indices': [30, 36]}]","[{'url': 'https://t.co/S9G84tngSt', 'expanded_url': 'https://www3.unifr.ch/scimed/en/info/news/22634', 'display_url': 'www3.unifr.ch/scimed/en/info…', 'indices': [169, 192]}]",en,recent,1117801409896960006,1117801409896960006,Faculty of Science and Medicine Fribourg,SciMed_unifr,"Fribourg, Suisse","Mathematisch-Naturwissenschaftliche und Medizinische Fakultät der Universität Fribourg
Faculté de Science et de Médecine de l'Université de Fribourg",https://t.co/gZmHZEQPN8,"[{'url': 'https://t.co/gZmHZEQPN8', 'expanded_url': 'https://www3.unifr.ch/scimed/de/', 'display_url': 'www3.unifr.ch/scimed/de/', 'indices': [0, 23]}]",[],False,62,35,1,Mon Apr 15 14:46:38 +0000 2019,20,,,False,False,65,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1122768563775864832/M4qN-6u7_normal.png,https://pbs.twimg.com/profile_images/1122768563775864832/M4qN-6u7_normal.png,19CF86,000000,000000,000000,False,False,False,False,False,False,False,none,False,https://pbs.twimg.com/profile_banners/1117801409896960006/1558942369
