,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
2,Sat Jan 25 12:29:07 +0000 2020,1221047343702736896,1221047343702736896,"RT @MADECymru: @MADECymru are exited our second cohort is up and running, keep an eye out for dates of our new cohort coming soon #eufundsc…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'MADECymru', 'name': 'MADECymru', 'id': 1088826794000769026, 'id_str': '1088826794000769026', 'indices': [3, 13]}, {'screen_name': 'MADECymru', 'name': 'MADECymru', 'id': 1088826794000769026, 'id_str': '1088826794000769026', 'indices': [15, 25]}]",[],en,recent,4823744770,4823744770,Amanda Hughes,AmandaHughes007,"Swansea, Wales","Passionate about Swansea, family, friends and Frankie my dog. Work on @MADECymru for @UWTSD",https://t.co/ODehst4wMO,[],False,132,185,8,Mon Jan 18 10:57:30 +0000 2016,558,,,False,False,427,,False,False,False,FFF04D,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,False,http://pbs.twimg.com/profile_images/735204383022014464/FPFzuaNw_normal.jpg,https://pbs.twimg.com/profile_images/735204383022014464/FPFzuaNw_normal.jpg,https://pbs.twimg.com/profile_banners/4823744770/1453115329,0099CC,FFF8AD,F6FFD1,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/ODehst4wMO', 'expanded_url': 'https://www.linkedin.com/in/amanda-hughes-8377aa66', 'display_url': 'linkedin.com/in/amanda-hugh…', 'indices': [0, 23]}]",Sat Jan 25 12:28:53 +0000 2020,1.2210472873942508e+18,1221047287394250752,"@MADECymru are exited our second cohort is up and running, keep an eye out for dates of our new cohort coming soon #eufundscymru @LucyBeddall @UWTSD @graham_howe  @AmandaHughes007",False,"[0, 179]","[{'text': 'eufundscymru', 'indices': [115, 128]}]",[],"[{'screen_name': 'MADECymru', 'name': 'MADECymru', 'id': 1088826794000769026, 'id_str': '1088826794000769026', 'indices': [0, 10]}, {'screen_name': 'LucyBeddall', 'name': 'Lucy Beddall', 'id': 19740948, 'id_str': '19740948', 'indices': [129, 141]}, {'screen_name': 'UWTSD', 'name': 'University of Wales Trinity Saint David', 'id': 41316129, 'id_str': '41316129', 'indices': [142, 148]}, {'screen_name': 'graham_howe', 'name': 'Graham Howe', 'id': 90655185, 'id_str': '90655185', 'indices': [149, 161]}, {'screen_name': 'AmandaHughes007', 'name': 'Amanda Hughes', 'id': 4823744770, 'id_str': '4823744770', 'indices': [163, 179]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,1.088826794000769e+18,1088826794000769026,MADECymru,1.088826794000769e+18,1088826794000769026,MADECymru,MADECymru,"Wales, United Kingdom",Prosiectau cydweithredol wedi eu cyllido gan yr UE i ddefnyddio grym technolegau tårföl | Collaborative EU funded projects to aid Welsh manufacturers.,https://t.co/WqXa5B30LC,"[{'url': 'https://t.co/WqXa5B30LC', 'expanded_url': 'http://www.MADECymru.co.uk', 'display_url': 'MADECymru.co.uk', 'indices': [0, 23]}]",[],False,188.0,482.0,1.0,Fri Jan 25 15:51:51 +0000 2019,392.0,,,False,False,246.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1095620150961864704/WD7ZbYiW_normal.png,https://pbs.twimg.com/profile_images/1095620150961864704/WD7ZbYiW_normal.png,https://pbs.twimg.com/profile_banners/1088826794000769026/1554305193,E4032E,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,2.0,0.0,False,False,en,,,,,,,,,,,,,,,,,,,,
13,Fri Jan 24 12:08:10 +0000 2020,1220679682221314049,1220679682221314049,RT @MindCymru: @bronnysteve @SBS_UWTSD @StudyUWTSD @UWTSD A big thank you to all involved for your effort and support. We really appreciate…,False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'MindCymru', 'name': 'Mind Cymru', 'id': 390018429, 'id_str': '390018429', 'indices': [3, 13]}, {'screen_name': 'bronnysteve', 'name': 'bronwen williams', 'id': 387310398, 'id_str': '387310398', 'indices': [15, 27]}, {'screen_name': 'SBS_UWTSD', 'name': 'SBS at UWTSD', 'id': 423455812, 'id_str': '423455812', 'indices': [28, 38]}, {'screen_name': 'StudyUWTSD', 'name': 'Study with UWTSD', 'id': 3317454897, 'id_str': '3317454897', 'indices': [39, 50]}, {'screen_name': 'UWTSD', 'name': 'University of Wales Trinity Saint David', 'id': 41316129, 'id_str': '41316129', 'indices': [51, 57]}]",[],en,recent,3317454897,3317454897,Study with UWTSD,StudyUWTSD,"Wales, United Kingdom","Find the right course & campus for you at UWTSD! 
https://t.co/GJXBL4w7KL https://t.co/0uhsbVAoyG Tweeting in Welsh @AstudioYDDS #FromHigherEdToHired",,"[{'url': 'https://t.co/GJXBL4w7KL', 'expanded_url': 'http://uwtsd.ac.uk/courses/', 'display_url': 'uwtsd.ac.uk/courses/', 'indices': [50, 73]}, {'url': 'https://t.co/0uhsbVAoyG', 'expanded_url': 'http://uwtsd.ac.uk/visitus/', 'display_url': 'uwtsd.ac.uk/visitus/', 'indices': [74, 97]}]",False,3142,4060,252,Wed Jun 10 15:39:01 +0000 2015,26522,,,True,False,28706,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/921043235174338560/Np_tjYpB_normal.jpg,https://pbs.twimg.com/profile_images/921043235174338560/Np_tjYpB_normal.jpg,https://pbs.twimg.com/profile_banners/3317454897/1559823138,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,Fri Jan 24 09:13:42 +0000 2020,1.220635778742657e+18,1220635778742657025,"@bronnysteve @SBS_UWTSD @StudyUWTSD @UWTSD A big thank you to all involved for your effort and support. We really appreciate it and it will make a real difference. All the best, Eifion at Mind Cymru.",False,"[43, 199]",[],[],"[{'screen_name': 'bronnysteve', 'name': 'bronwen williams', 'id': 387310398, 'id_str': '387310398', 'indices': [0, 12]}, {'screen_name': 'SBS_UWTSD', 'name': 'SBS at UWTSD', 'id': 423455812, 'id_str': '423455812', 'indices': [13, 23]}, {'screen_name': 'StudyUWTSD', 'name': 'Study with UWTSD', 'id': 3317454897, 'id_str': '3317454897', 'indices': [24, 35]}, {'screen_name': 'UWTSD', 'name': 'University of Wales Trinity Saint David', 'id': 41316129, 'id_str': '41316129', 'indices': [36, 42]}]",[],en,recent,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",1.220416390525526e+18,1220416390525526023,387310398.0,387310398,bronnysteve,390018429.0,390018429,Mind Cymru,MindCymru,"Cardiff, Wales",We are committed to improving mental health in Wales. Rydym yn benderfynol o wella iechyd meddwl yng Nghymru.,https://t.co/0x6mhslJku,"[{'url': 'https://t.co/0x6mhslJku', 'expanded_url': 'http://mind.org.uk/about-us/mind-cymru/', 'display_url': 'mind.org.uk/about-us/mind-…', 'indices': [0, 23]}]",[],False,10130.0,710.0,125.0,Thu Oct 13 10:22:43 +0000 2011,2494.0,,,True,False,5825.0,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/465883038706962433/e98_EP6d_normal.jpeg,https://pbs.twimg.com/profile_images/465883038706962433/e98_EP6d_normal.jpeg,https://pbs.twimg.com/profile_banners/390018429/1579102949,2A63D4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,1.0,1.0,False,False,en,,,,,,,,,,,,,,,,,,,,
24,Thu Jan 23 19:36:23 +0000 2020,1220430093060923392,1220430093060923392,RT @air_ambulance: @bronnysteve @SBS_UWTSD @StudyUWTSD @UWTSD @LlysNini @MindCymru @MattsHouseSA1 @club_veterans @HandsUpForDowns Thank you…,False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'air_ambulance', 'name': 'Wales Air Ambulance Charity', 'id': 15813549, 'id_str': '15813549', 'indices': [3, 17]}, {'screen_name': 'bronnysteve', 'name': 'bronwen williams', 'id': 387310398, 'id_str': '387310398', 'indices': [19, 31]}, {'screen_name': 'SBS_UWTSD', 'name': 'SBS at UWTSD', 'id': 423455812, 'id_str': '423455812', 'indices': [32, 42]}, {'screen_name': 'StudyUWTSD', 'name': 'Study with UWTSD', 'id': 3317454897, 'id_str': '3317454897', 'indices': [43, 54]}, {'screen_name': 'UWTSD', 'name': 'University of Wales Trinity Saint David', 'id': 41316129, 'id_str': '41316129', 'indices': [55, 61]}, {'screen_name': 'LlysNini', 'name': 'Llys Nini', 'id': 226910939, 'id_str': '226910939', 'indices': [62, 71]}, {'screen_name': 'MindCymru', 'name': 'Mind Cymru', 'id': 390018429, 'id_str': '390018429', 'indices': [72, 82]}, {'screen_name': 'MattsHouseSA1', 'name': ""Matthew's House"", 'id': 3316028235, 'id_str': '3316028235', 'indices': [83, 97]}, {'screen_name': 'club_veterans', 'name': 'Veterans Club', 'id': 991261180659470336, 'id_str': '991261180659470336', 'indices': [98, 112]}, {'screen_name': 'HandsUpForDowns', 'name': 'HandsUpForDowns', 'id': 2610075522, 'id_str': '2610075522', 'indices': [113, 129]}]",[],en,recent,3317454897,3317454897,Study with UWTSD,StudyUWTSD,"Wales, United Kingdom","Find the right course & campus for you at UWTSD! 
https://t.co/GJXBL4w7KL https://t.co/0uhsbVAoyG Tweeting in Welsh @AstudioYDDS #FromHigherEdToHired",,"[{'url': 'https://t.co/GJXBL4w7KL', 'expanded_url': 'http://uwtsd.ac.uk/courses/', 'display_url': 'uwtsd.ac.uk/courses/', 'indices': [50, 73]}, {'url': 'https://t.co/0uhsbVAoyG', 'expanded_url': 'http://uwtsd.ac.uk/visitus/', 'display_url': 'uwtsd.ac.uk/visitus/', 'indices': [74, 97]}]",False,3142,4060,252,Wed Jun 10 15:39:01 +0000 2015,26522,,,True,False,28706,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/921043235174338560/Np_tjYpB_normal.jpg,https://pbs.twimg.com/profile_images/921043235174338560/Np_tjYpB_normal.jpg,https://pbs.twimg.com/profile_banners/3317454897/1559823138,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,Thu Jan 23 19:24:07 +0000 2020,1.2204270054827336e+18,1220427005482733571,@bronnysteve @SBS_UWTSD @StudyUWTSD @UWTSD @LlysNini @MindCymru @MattsHouseSA1 @club_veterans @HandsUpForDowns Thank you all. So many vital charities will benefit as a result of your work.,False,"[111, 188]",[],[],"[{'screen_name': 'bronnysteve', 'name': 'bronwen williams', 'id': 387310398, 'id_str': '387310398', 'indices': [0, 12]}, {'screen_name': 'SBS_UWTSD', 'name': 'SBS at UWTSD', 'id': 423455812, 'id_str': '423455812', 'indices': [13, 23]}, {'screen_name': 'StudyUWTSD', 'name': 'Study with UWTSD', 'id': 3317454897, 'id_str': '3317454897', 'indices': [24, 35]}, {'screen_name': 'UWTSD', 'name': 'University of Wales Trinity Saint David', 'id': 41316129, 'id_str': '41316129', 'indices': [36, 42]}, {'screen_name': 'LlysNini', 'name': 'Llys Nini', 'id': 226910939, 'id_str': '226910939', 'indices': [43, 52]}, {'screen_name': 'MindCymru', 'name': 'Mind Cymru', 'id': 390018429, 'id_str': '390018429', 'indices': [53, 63]}, {'screen_name': 'MattsHouseSA1', 'name': ""Matthew's House"", 'id': 3316028235, 'id_str': '3316028235', 'indices': [64, 78]}, {'screen_name': 'club_veterans', 'name': 'Veterans Club', 'id': 991261180659470336, 'id_str': '991261180659470336', 'indices': [79, 93]}, {'screen_name': 'HandsUpForDowns', 'name': 'HandsUpForDowns', 'id': 2610075522, 'id_str': '2610075522', 'indices': [94, 110]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220416390525526e+18,1220416390525526023,387310398.0,387310398,bronnysteve,15813549.0,15813549,Wales Air Ambulance Charity,air_ambulance,"Wales, United Kingdom",An all Wales charity providing emergency air cover 365 days a year for those who face life-threatening illness or injury.,,,[],False,40222.0,1298.0,409.0,Mon Aug 11 20:38:30 +0000 2008,5392.0,,,False,True,17542.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1216299647020474374/RORMO0O7_normal.jpg,https://pbs.twimg.com/profile_images/1216299647020474374/RORMO0O7_normal.jpg,https://pbs.twimg.com/profile_banners/15813549/1579257051,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,2.0,3.0,False,False,en,,,,,,,,,,,,,,,,,,,,
32,Thu Jan 23 15:20:59 +0000 2020,1220365822268407808,1220365822268407808,RT @UWTSD_TDP: We had a great interview day yesterday! Thank you at all the wonderful prospective students who came and showed us their fan…,False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,4,0,False,False,en,[],[],"[{'screen_name': 'UWTSD_TDP', 'name': 'UWTSD_BA Theatre Design & Production', 'id': 1093167614896062464, 'id_str': '1093167614896062464', 'indices': [3, 13]}]",[],en,recent,3317454897,3317454897,Study with UWTSD,StudyUWTSD,"Wales, United Kingdom","Find the right course & campus for you at UWTSD! 
https://t.co/GJXBL4w7KL https://t.co/0uhsbVAoyG Tweeting in Welsh @AstudioYDDS #FromHigherEdToHired",,"[{'url': 'https://t.co/GJXBL4w7KL', 'expanded_url': 'http://uwtsd.ac.uk/courses/', 'display_url': 'uwtsd.ac.uk/courses/', 'indices': [50, 73]}, {'url': 'https://t.co/0uhsbVAoyG', 'expanded_url': 'http://uwtsd.ac.uk/visitus/', 'display_url': 'uwtsd.ac.uk/visitus/', 'indices': [74, 97]}]",False,3142,4060,252,Wed Jun 10 15:39:01 +0000 2015,26522,,,True,False,28706,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/921043235174338560/Np_tjYpB_normal.jpg,https://pbs.twimg.com/profile_images/921043235174338560/Np_tjYpB_normal.jpg,https://pbs.twimg.com/profile_banners/3317454897/1559823138,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,Thu Jan 23 15:20:39 +0000 2020,1.2203657355805737e+18,1220365735580573697,"We had a great interview day yesterday! Thank you at all the wonderful prospective students who came and showed us their fantastic portfolios, hopefully we’ll see some of you in September 🎉 #creativecarmarthen  @UWTSD @StudyUWTSD @UWTSD_Perf_Arts #studyinwales",False,"[0, 260]","[{'text': 'creativecarmarthen', 'indices': [190, 209]}, {'text': 'studyinwales', 'indices': [247, 260]}]",[],"[{'screen_name': 'UWTSD', 'name': 'University of Wales Trinity Saint David', 'id': 41316129, 'id_str': '41316129', 'indices': [211, 217]}, {'screen_name': 'StudyUWTSD', 'name': 'Study with UWTSD', 'id': 3317454897, 'id_str': '3317454897', 'indices': [218, 229]}, {'screen_name': 'UWTSD_Perf_Arts', 'name': 'Perf. Arts UWTSD', 'id': 377042773, 'id_str': '377042773', 'indices': [230, 246]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.0931676148960625e+18,1093167614896062464,UWTSD_BA Theatre Design & Production,UWTSD_TDP,"Carmarthen, Wales","BA Theatre Design & Production enables students to explore, design and create exciting new work alongside industry professionals #CreativeCarmarthen",https://t.co/tQmsFPO6ov,"[{'url': 'https://t.co/tQmsFPO6ov', 'expanded_url': 'https://www.uwtsd.ac.uk/ba-theatre-design-production/', 'display_url': 'uwtsd.ac.uk/ba-theatre-des…', 'indices': [0, 23]}]",[],False,147.0,283.0,0.0,Wed Feb 06 15:20:44 +0000 2019,436.0,,,False,False,181.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1134495941694828545/YtrAFshF_normal.jpg,https://pbs.twimg.com/profile_images/1134495941694828545/YtrAFshF_normal.jpg,https://pbs.twimg.com/profile_banners/1093167614896062464/1549471241,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,4.0,9.0,False,False,en,,,,,,,,,,,,,,,,,,,,
33,Thu Jan 23 15:20:55 +0000 2020,1220365804501446658,1220365804501446658,RT @UWTSD_TDP: We had a great interview day yesterday! Thank you at all the wonderful prospective students who came and showed us their fan…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,4,0,False,False,en,[],[],"[{'screen_name': 'UWTSD_TDP', 'name': 'UWTSD_BA Theatre Design & Production', 'id': 1093167614896062464, 'id_str': '1093167614896062464', 'indices': [3, 13]}]",[],en,recent,377042773,377042773,Perf. Arts UWTSD,UWTSD_Perf_Arts,"Carmarthen, Wales","Performing Arts at UWTSD - Carmarthen - BA (Hons) Acting, BA (Hons) Theatre Design & Production and BA (Hons) Dance #maketheatrehappen #creativecarmarthen",https://t.co/UbfXn2AO5n,[],False,1465,1522,25,Tue Sep 20 22:42:43 +0000 2011,12208,,,True,False,6196,,False,False,False,000000,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1093169023808925696/0aP3iB2x_normal.jpg,https://pbs.twimg.com/profile_images/1093169023808925696/0aP3iB2x_normal.jpg,https://pbs.twimg.com/profile_banners/377042773/1562758096,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/UbfXn2AO5n', 'expanded_url': 'http://www.uwtsd.ac.uk/performing-arts/', 'display_url': 'uwtsd.ac.uk/performing-art…', 'indices': [0, 23]}]",Thu Jan 23 15:20:39 +0000 2020,1.2203657355805737e+18,1220365735580573697,"We had a great interview day yesterday! Thank you at all the wonderful prospective students who came and showed us their fantastic portfolios, hopefully we’ll see some of you in September 🎉 #creativecarmarthen  @UWTSD @StudyUWTSD @UWTSD_Perf_Arts #studyinwales",False,"[0, 260]","[{'text': 'creativecarmarthen', 'indices': [190, 209]}, {'text': 'studyinwales', 'indices': [247, 260]}]",[],"[{'screen_name': 'UWTSD', 'name': 'University of Wales Trinity Saint David', 'id': 41316129, 'id_str': '41316129', 'indices': [211, 217]}, {'screen_name': 'StudyUWTSD', 'name': 'Study with UWTSD', 'id': 3317454897, 'id_str': '3317454897', 'indices': [218, 229]}, {'screen_name': 'UWTSD_Perf_Arts', 'name': 'Perf. Arts UWTSD', 'id': 377042773, 'id_str': '377042773', 'indices': [230, 246]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.0931676148960625e+18,1093167614896062464,UWTSD_BA Theatre Design & Production,UWTSD_TDP,"Carmarthen, Wales","BA Theatre Design & Production enables students to explore, design and create exciting new work alongside industry professionals #CreativeCarmarthen",https://t.co/tQmsFPO6ov,"[{'url': 'https://t.co/tQmsFPO6ov', 'expanded_url': 'https://www.uwtsd.ac.uk/ba-theatre-design-production/', 'display_url': 'uwtsd.ac.uk/ba-theatre-des…', 'indices': [0, 23]}]",[],False,147.0,283.0,0.0,Wed Feb 06 15:20:44 +0000 2019,436.0,,,False,False,181.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1134495941694828545/YtrAFshF_normal.jpg,https://pbs.twimg.com/profile_images/1134495941694828545/YtrAFshF_normal.jpg,https://pbs.twimg.com/profile_banners/1093167614896062464/1549471241,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,4.0,9.0,False,False,en,,,,,,,,,,,,,,,,,,,,
34,Thu Jan 23 15:20:39 +0000 2020,1220365735580573697,1220365735580573697,"We had a great interview day yesterday! Thank you at all the wonderful prospective students who came and showed us their fantastic portfolios, hopefully we’ll see some of you in September 🎉 #creativecarmarthen  @UWTSD @StudyUWTSD @UWTSD_Perf_Arts #studyinwales",False,"[0, 260]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,4,9,False,False,en,"[{'text': 'creativecarmarthen', 'indices': [190, 209]}, {'text': 'studyinwales', 'indices': [247, 260]}]",[],"[{'screen_name': 'UWTSD', 'name': 'University of Wales Trinity Saint David', 'id': 41316129, 'id_str': '41316129', 'indices': [211, 217]}, {'screen_name': 'StudyUWTSD', 'name': 'Study with UWTSD', 'id': 3317454897, 'id_str': '3317454897', 'indices': [218, 229]}, {'screen_name': 'UWTSD_Perf_Arts', 'name': 'Perf. Arts UWTSD', 'id': 377042773, 'id_str': '377042773', 'indices': [230, 246]}]",[],en,recent,1093167614896062464,1093167614896062464,UWTSD_BA Theatre Design & Production,UWTSD_TDP,"Carmarthen, Wales","BA Theatre Design & Production enables students to explore, design and create exciting new work alongside industry professionals #CreativeCarmarthen",https://t.co/tQmsFPO6ov,[],False,147,283,0,Wed Feb 06 15:20:44 +0000 2019,436,,,False,False,181,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1134495941694828545/YtrAFshF_normal.jpg,https://pbs.twimg.com/profile_images/1134495941694828545/YtrAFshF_normal.jpg,https://pbs.twimg.com/profile_banners/1093167614896062464/1549471241,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/tQmsFPO6ov', 'expanded_url': 'https://www.uwtsd.ac.uk/ba-theatre-design-production/', 'display_url': 'uwtsd.ac.uk/ba-theatre-des…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Thu Jan 23 12:30:51 +0000 2020,1220323005487886336,1220323005487886336,@daveainsworth63 @UwtsdA @UWTSD_Perf_Arts @StudyUWTSD @UWTSD exciting times ahead!!💛🌈,False,"[61, 85]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220315413403308e+18,1220315413403308032,3079594677.0,3079594677,daveainsworth63,,,,,False,0,6,False,False,en,[],[],"[{'screen_name': 'daveainsworth63', 'name': 'dave ainsworth', 'id': 3079594677, 'id_str': '3079594677', 'indices': [0, 16]}, {'screen_name': 'UwtsdA', 'name': 'UWTSD_Acting', 'id': 1093459107762319360, 'id_str': '1093459107762319360', 'indices': [17, 24]}, {'screen_name': 'UWTSD_Perf_Arts', 'name': 'Perf. Arts UWTSD', 'id': 377042773, 'id_str': '377042773', 'indices': [25, 41]}, {'screen_name': 'StudyUWTSD', 'name': 'Study with UWTSD', 'id': 3317454897, 'id_str': '3317454897', 'indices': [42, 53]}, {'screen_name': 'UWTSD', 'name': 'University of Wales Trinity Saint David', 'id': 41316129, 'id_str': '41316129', 'indices': [54, 60]}]",[],en,recent,868182811,868182811,El,elicia_may1,,UWTSD Acting / 21,,[],False,436,520,0,Mon Oct 08 15:28:44 +0000 2012,4238,,,False,False,3418,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213936388200189952/kU4G42_o_normal.jpg,https://pbs.twimg.com/profile_images/1213936388200189952/kU4G42_o_normal.jpg,https://pbs.twimg.com/profile_banners/868182811/1578259964,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
