,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,possibly_sensitive,entities.media,extended_entities.media
1,Fri Jan 24 13:15:01 +0000 2020,1220696506409209856,1220696506409209856,@MarcoLongobardo @CIJ_ICJ @EBenvenisti @CUP_Law @SapienzaRoma @lunduniversity @UW_WLS @DrMelOB @TaraVanHo @mabecker17 Absolutely and thanks for the heads up! Assume/hope it’ll be live streamed?,False,"[118, 193]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2206961052157583e+18,1220696105215758336,9.588061194256835e+17,958806119425683456,MarcoLongobardo,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'MarcoLongobardo', 'name': 'Marco Longobardo', 'id': 958806119425683456, 'id_str': '958806119425683456', 'indices': [0, 16]}, {'screen_name': 'CIJ_ICJ', 'name': 'CIJ_ICJ', 'id': 4106204219, 'id_str': '4106204219', 'indices': [17, 25]}, {'screen_name': 'EBenvenisti', 'name': 'Eyal Benvenisti', 'id': 1105366721014173696, 'id_str': '1105366721014173696', 'indices': [26, 38]}, {'screen_name': 'CUP_Law', 'name': 'Cambridge Law', 'id': 385425892, 'id_str': '385425892', 'indices': [39, 47]}, {'screen_name': 'SapienzaRoma', 'name': 'Sapienza Università di Roma', 'id': 318310715, 'id_str': '318310715', 'indices': [48, 61]}, {'screen_name': 'lunduniversity', 'name': 'Lund University', 'id': 26267038, 'id_str': '26267038', 'indices': [62, 77]}, {'screen_name': 'UW_WLS', 'name': 'WestminsterLawSchool', 'id': 1197604950, 'id_str': '1197604950', 'indices': [78, 85]}, {'screen_name': 'DrMelOB', 'name': ""Dr Melanie O'Brien"", 'id': 1338460273, 'id_str': '1338460273', 'indices': [86, 94]}, {'screen_name': 'TaraVanHo', 'name': 'Tara Van Ho', 'id': 395848183, 'id_str': '395848183', 'indices': [95, 105]}, {'screen_name': 'mabecker17', 'name': 'M.A.Becker', 'id': 2173842303, 'id_str': '2173842303', 'indices': [106, 117]}]",[],en,recent,846667937905721344,846667937905721344,Priya Pillai,PillaiPriy,An eye on the world,"#InternationalLaw(yer)| Advocacy & Policy| LL.M @nyulaw, PhD #TransitionalJustice @IHEID|@opiniojuris |Ex @ifrc @ICTYnews |Astronomy. Books| Usual caveats",https://t.co/Z2himmMU26,"[{'url': 'https://t.co/Z2himmMU26', 'expanded_url': 'http://www.priya-pillai.com', 'display_url': 'priya-pillai.com', 'indices': [0, 23]}]",[],False,4691,4322,39,Tue Mar 28 10:19:01 +0000 2017,17485,,,False,False,5250,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1038062310634344448/4zRpXzII_normal.jpg,https://pbs.twimg.com/profile_images/1038062310634344448/4zRpXzII_normal.jpg,https://pbs.twimg.com/profile_banners/846667937905721344/1493349139,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,
3,Thu Jan 23 14:46:41 +0000 2020,1220357190357266434,1220357190357266434,"New technical meeting of the @CollectioncareP with @angelperles speaking at @SapienzaRoma 

#europe #conservation #art #cloudcomputing",False,"[0, 134]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,1,False,False,en,"[{'text': 'europe', 'indices': [92, 99]}, {'text': 'conservation', 'indices': [100, 113]}, {'text': 'art', 'indices': [114, 118]}, {'text': 'cloudcomputing', 'indices': [119, 134]}]",[],"[{'screen_name': 'CollectioncareP', 'name': 'CollectionCare Project', 'id': 1139108586565636096, 'id_str': '1139108586565636096', 'indices': [29, 45]}, {'screen_name': 'angelperles', 'name': 'Angel Perles', 'id': 164461679, 'id_str': '164461679', 'indices': [51, 63]}, {'screen_name': 'SapienzaRoma', 'name': 'Sapienza Università di Roma', 'id': 318310715, 'id_str': '318310715', 'indices': [76, 89]}]",[],en,recent,514909752,514909752,Sergio S.,sergio_ese,,Ph.D. and #ArtificialIntelligence researcher at @AtosES. Former member of @IA_UNED. Enthusiastic about #DataScience and #BigData always ready for new challenges,,,[],False,156,460,64,Mon Mar 05 00:07:07 +0000 2012,1482,,,True,False,1892,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/837727073552707584/e91VoLTJ_normal.jpg,https://pbs.twimg.com/profile_images/837727073552707584/e91VoLTJ_normal.jpg,https://pbs.twimg.com/profile_banners/514909752/1432897878,11CCCF,000000,000000,000000,False,False,False,False,False,False,False,none,,,
