,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang
93,Tue Jan 21 16:08:39 +0000 2020,1219653040497496064,1219653040497496064,RT @UCTVNews14: #BREAKING @UConn says student Tianyin Shang was pulled from Mirror Lake yesterday in “grave condition.”  She died yesterday…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,3,0,False,False,en,"[{'text': 'BREAKING', 'indices': [16, 25]}]",[],"[{'screen_name': 'UCTVNews14', 'name': 'UCTV News', 'id': 1149721261699825664, 'id_str': '1149721261699825664', 'indices': [3, 14]}, {'screen_name': 'UConn', 'name': 'UConn', 'id': 84327770, 'id_str': '84327770', 'indices': [26, 32]}]",[],en,recent,3996671609,3996671609,Luke Hajdasz,lukethajdasz,"Colchester, CT",UConn Junior. @UCTVChannel14 News Director. Staff Writer @the_dailycampus.,https://t.co/6MdZkngyLf,[],False,797,5000,6,Mon Oct 19 19:33:45 +0000 2015,21544,,,True,False,7029,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/931176270741884928/HmxApge0_normal.jpg,https://pbs.twimg.com/profile_images/931176270741884928/HmxApge0_normal.jpg,https://pbs.twimg.com/profile_banners/3996671609/1477859089,0084B4,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/6MdZkngyLf', 'expanded_url': 'https://www.linkedin.com/in/luke-hajdasz-ba60b025', 'display_url': 'linkedin.com/in/luke-hajdas…', 'indices': [0, 23]}]",Tue Jan 21 15:58:05 +0000 2020,1.2196503795472097e+18,1219650379547209728,#BREAKING @UConn says student Tianyin Shang was pulled from Mirror Lake yesterday in “grave condition.”  She died yesterday afternoon at Windham Hospital.,False,"[0, 154]","[{'text': 'BREAKING', 'indices': [0, 9]}]",[],"[{'screen_name': 'UConn', 'name': 'UConn', 'id': 84327770, 'id_str': '84327770', 'indices': [10, 16]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.1497212616998257e+18,1149721261699825664,UCTV News,UCTVNews14,,UCTV News: Your source for all things UConn.,https://t.co/K9gEQqry7w,"[{'url': 'https://t.co/K9gEQqry7w', 'expanded_url': 'http://www.youtube.com/TheUCTVchannel14', 'display_url': 'youtube.com/TheUCTVchannel…', 'indices': [0, 23]}]",[],False,58.0,13.0,2.0,Fri Jul 12 16:44:44 +0000 2019,40.0,,,False,False,41.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1186796598396719106/i78M5esO_normal.jpg,https://pbs.twimg.com/profile_images/1186796598396719106/i78M5esO_normal.jpg,https://pbs.twimg.com/profile_banners/1149721261699825664/1575211188,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,3.0,2.0,False,False,en
94,Tue Jan 21 15:58:05 +0000 2020,1219650379547209728,1219650379547209728,#BREAKING @UConn says student Tianyin Shang was pulled from Mirror Lake yesterday in “grave condition.”  She died yesterday afternoon at Windham Hospital.,False,"[0, 154]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,3,2,False,False,en,"[{'text': 'BREAKING', 'indices': [0, 9]}]",[],"[{'screen_name': 'UConn', 'name': 'UConn', 'id': 84327770, 'id_str': '84327770', 'indices': [10, 16]}]",[],en,recent,1149721261699825664,1149721261699825664,UCTV News,UCTVNews14,,UCTV News: Your source for all things UConn.,https://t.co/K9gEQqry7w,[],False,58,13,2,Fri Jul 12 16:44:44 +0000 2019,40,,,False,False,41,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1186796598396719106/i78M5esO_normal.jpg,https://pbs.twimg.com/profile_images/1186796598396719106/i78M5esO_normal.jpg,https://pbs.twimg.com/profile_banners/1149721261699825664/1575211188,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/K9gEQqry7w', 'expanded_url': 'http://www.youtube.com/TheUCTVchannel14', 'display_url': 'youtube.com/TheUCTVchannel…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Mon Jan 20 23:48:44 +0000 2020,1219406437039951877,1219406437039951877,@nomadicclown @UConn @uconnsfa @UConnMusicDept Remind me what time?,False,"[47, 67]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2194008226914345e+18,1219400822691434496,126516056.0,126516056,nomadicclown,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'nomadicclown', 'name': 'matthew russo', 'id': 126516056, 'id_str': '126516056', 'indices': [0, 13]}, {'screen_name': 'UConn', 'name': 'UConn', 'id': 84327770, 'id_str': '84327770', 'indices': [14, 20]}, {'screen_name': 'uconnsfa', 'name': 'School of Fine Arts', 'id': 211552173, 'id_str': '211552173', 'indices': [21, 30]}, {'screen_name': 'UConnMusicDept', 'name': 'UconnMusic', 'id': 758290607559286784, 'id_str': '758290607559286784', 'indices': [31, 46]}]",[],en,recent,24472695,24472695,Lisa Williamson,Pnaplehead,Connecticut,🍍-head. opera singer. feminist. mom. @wulyamsen's wife. DMA candidate writing on black music history @uconn. she/her.,https://t.co/qFXxbZ37Wh,[],False,465,1913,18,Sun Mar 15 02:27:26 +0000 2009,17156,,,True,False,4413,,False,False,False,000000,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/886763707459543041/SuRLmWNa_normal.jpg,https://pbs.twimg.com/profile_images/886763707459543041/SuRLmWNa_normal.jpg,https://pbs.twimg.com/profile_banners/24472695/1576906215,E81C4F,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/qFXxbZ37Wh', 'expanded_url': 'http://www.lisawilliamsonsoprano.com', 'display_url': 'lisawilliamsonsoprano.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Mon Jan 20 23:26:26 +0000 2020,1219400822691434496,1219400822691434496,"I’m playing my annual faculty recital @UConn tomorrow night! Proud to play for my @uconnsfa and @UConnMusicDept colleagues and students. Program includes works by Price, Boulanger (x2), Haydn, Lowillet de Gant, and Bonds. Might stream it! #teamshires #iplayshires",False,"[0, 263]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,2,False,False,en,"[{'text': 'teamshires', 'indices': [239, 250]}, {'text': 'iplayshires', 'indices': [251, 263]}]",[],"[{'screen_name': 'UConn', 'name': 'UConn', 'id': 84327770, 'id_str': '84327770', 'indices': [38, 44]}, {'screen_name': 'uconnsfa', 'name': 'School of Fine Arts', 'id': 211552173, 'id_str': '211552173', 'indices': [82, 91]}, {'screen_name': 'UConnMusicDept', 'name': 'UconnMusic', 'id': 758290607559286784, 'id_str': '758290607559286784', 'indices': [96, 111]}]",[],en,recent,126516056,126516056,matthew russo,nomadicclown,,"he/him; Trombonist in CT; Faculty @uconnmusicdept, @harttcomm; Trombone @NorwalkSymphony @GoodspeedMusicl, Gamer. Dad. Adventurer.",https://t.co/C0j1jtXDo3,[],False,133,385,2,Fri Mar 26 03:29:09 +0000 2010,735,,,True,False,737,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/775855717/photo_normal.jpeg,https://pbs.twimg.com/profile_images/775855717/photo_normal.jpeg,https://pbs.twimg.com/profile_banners/126516056/1528036268,088253,D3D2CF,E3E2DE,634047,True,True,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/C0j1jtXDo3', 'expanded_url': 'http://www.matthewfrusso.com', 'display_url': 'matthewfrusso.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Mon Jan 20 21:48:42 +0000 2020,1219376228982898689,1219376228982898689,RT @UCTVNews14: #DEVELOPING @UConn officials responded to “medical emergency” earlier today at Mirror Lake. No further information has been…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,1,0,False,False,en,"[{'text': 'DEVELOPING', 'indices': [16, 27]}]",[],"[{'screen_name': 'UCTVNews14', 'name': 'UCTV News', 'id': 1149721261699825664, 'id_str': '1149721261699825664', 'indices': [3, 14]}, {'screen_name': 'UConn', 'name': 'UConn', 'id': 84327770, 'id_str': '84327770', 'indices': [28, 34]}]",[],en,recent,3996671609,3996671609,Luke Hajdasz,lukethajdasz,"Colchester, CT",UConn Junior. @UCTVChannel14 News Director. Staff Writer @the_dailycampus.,https://t.co/6MdZkngyLf,[],False,797,5000,6,Mon Oct 19 19:33:45 +0000 2015,21544,,,True,False,7029,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/931176270741884928/HmxApge0_normal.jpg,https://pbs.twimg.com/profile_images/931176270741884928/HmxApge0_normal.jpg,https://pbs.twimg.com/profile_banners/3996671609/1477859089,0084B4,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/6MdZkngyLf', 'expanded_url': 'https://www.linkedin.com/in/luke-hajdasz-ba60b025', 'display_url': 'linkedin.com/in/luke-hajdas…', 'indices': [0, 23]}]",Mon Jan 20 21:48:32 +0000 2020,1.2193761861213143e+18,1219376186121314304,#DEVELOPING @UConn officials responded to “medical emergency” earlier today at Mirror Lake. No further information has been provided. UConn Public Safety says there is “no danger to the University community.”,False,"[0, 208]","[{'text': 'DEVELOPING', 'indices': [0, 11]}]",[],"[{'screen_name': 'UConn', 'name': 'UConn', 'id': 84327770, 'id_str': '84327770', 'indices': [12, 18]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.1497212616998257e+18,1149721261699825664,UCTV News,UCTVNews14,,UCTV News: Your source for all things UConn.,https://t.co/K9gEQqry7w,"[{'url': 'https://t.co/K9gEQqry7w', 'expanded_url': 'http://www.youtube.com/TheUCTVchannel14', 'display_url': 'youtube.com/TheUCTVchannel…', 'indices': [0, 23]}]",[],False,58.0,13.0,2.0,Fri Jul 12 16:44:44 +0000 2019,40.0,,,False,False,41.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1186796598396719106/i78M5esO_normal.jpg,https://pbs.twimg.com/profile_images/1186796598396719106/i78M5esO_normal.jpg,https://pbs.twimg.com/profile_banners/1149721261699825664/1575211188,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,1.0,4.0,False,False,en
98,Mon Jan 20 21:48:32 +0000 2020,1219376186121314304,1219376186121314304,#DEVELOPING @UConn officials responded to “medical emergency” earlier today at Mirror Lake. No further information has been provided. UConn Public Safety says there is “no danger to the University community.”,False,"[0, 208]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,1,4,False,False,en,"[{'text': 'DEVELOPING', 'indices': [0, 11]}]",[],"[{'screen_name': 'UConn', 'name': 'UConn', 'id': 84327770, 'id_str': '84327770', 'indices': [12, 18]}]",[],en,recent,1149721261699825664,1149721261699825664,UCTV News,UCTVNews14,,UCTV News: Your source for all things UConn.,https://t.co/K9gEQqry7w,[],False,58,13,2,Fri Jul 12 16:44:44 +0000 2019,40,,,False,False,41,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1186796598396719106/i78M5esO_normal.jpg,https://pbs.twimg.com/profile_images/1186796598396719106/i78M5esO_normal.jpg,https://pbs.twimg.com/profile_banners/1149721261699825664/1575211188,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/K9gEQqry7w', 'expanded_url': 'http://www.youtube.com/TheUCTVchannel14', 'display_url': 'youtube.com/TheUCTVchannel…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Mon Jan 20 17:23:45 +0000 2020,1219309550366601216,1219309550366601216,"@thatssojailen @adamsherif @UConn Lmao i love UConn, but if something went wrong.. i absolutely was complaining ab it",False,"[34, 117]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2193038781155205e+18,1219303878115520513,2923208939.0,2923208939,thatssojailen,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'thatssojailen', 'name': 'Sister Stallion 👱🏾\u200d♀️', 'id': 2923208939, 'id_str': '2923208939', 'indices': [0, 14]}, {'screen_name': 'adamsherif', 'name': 'Adam', 'id': 242986062, 'id_str': '242986062', 'indices': [15, 26]}, {'screen_name': 'UConn', 'name': 'UConn', 'id': 84327770, 'id_str': '84327770', 'indices': [27, 33]}]",[],en,recent,2330983491,2330983491,I'm busy,_AutumnSarahh,"Brooklyn, NY",A work in progress | UConn alumna | USF ‘21,,[],False,950,674,2,Fri Feb 07 23:02:38 +0000 2014,9421,,,True,False,26425,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1218245261891272704/c9Zm2PFO_normal.jpg,https://pbs.twimg.com/profile_images/1218245261891272704/c9Zm2PFO_normal.jpg,https://pbs.twimg.com/profile_banners/2330983491/1538885463,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Mon Jan 20 17:01:12 +0000 2020,1219303878115520513,1219303878115520513,@adamsherif @UConn @_AutumnSarahh lmaoooo i am beyond fed up w this school,False,"[34, 74]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2193025814842982e+18,1219302581484298240,242986062.0,242986062,adamsherif,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'adamsherif', 'name': 'Adam', 'id': 242986062, 'id_str': '242986062', 'indices': [0, 11]}, {'screen_name': 'UConn', 'name': 'UConn', 'id': 84327770, 'id_str': '84327770', 'indices': [12, 18]}, {'screen_name': '_AutumnSarahh', 'name': ""I'm busy"", 'id': 2330983491, 'id_str': '2330983491', 'indices': [19, 33]}]",[],en,recent,2923208939,2923208939,Lola 👱🏾‍♀️,thatssojailen,203,UConn 💙 IG: ohhey.jai,https://t.co/zAdPp8dRHJ,[],False,1062,929,2,Mon Dec 15 17:04:51 +0000 2014,57443,,,True,False,31277,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1216171334214062081/M9-VuvU__normal.jpg,https://pbs.twimg.com/profile_images/1216171334214062081/M9-VuvU__normal.jpg,https://pbs.twimg.com/profile_banners/2923208939/1550469839,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/zAdPp8dRHJ', 'expanded_url': 'https://instagram.com/ohhey.jai?r=nametag', 'display_url': 'instagram.com/ohhey.jai?r=na…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Mon Jan 20 16:49:03 +0000 2020,1219300820635787264,1219300820635787264,i pay all this money for the wifi to literally be nonexistent??? @UConn what y’all got going on?!,False,"[0, 97]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'UConn', 'name': 'UConn', 'id': 84327770, 'id_str': '84327770', 'indices': [65, 71]}]",[],en,recent,2923208939,2923208939,Lola 👱🏾‍♀️,thatssojailen,203,UConn 💙 IG: ohhey.jai,https://t.co/zAdPp8dRHJ,[],False,1062,929,2,Mon Dec 15 17:04:51 +0000 2014,57443,,,True,False,31277,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1216171334214062081/M9-VuvU__normal.jpg,https://pbs.twimg.com/profile_images/1216171334214062081/M9-VuvU__normal.jpg,https://pbs.twimg.com/profile_banners/2923208939/1550469839,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/zAdPp8dRHJ', 'expanded_url': 'https://instagram.com/ohhey.jai?r=nametag', 'display_url': 'instagram.com/ohhey.jai?r=na…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Mon Jan 20 03:14:33 +0000 2020,1219095842067447809,1219095842067447809,"Either way @UConn is getting a #SuperBowl Champion!  Who is it going to be, @FuelCoachRD or @Shermanator_42 ???",False,"[0, 111]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,1,False,False,en,"[{'text': 'SuperBowl', 'indices': [31, 41]}]",[],"[{'screen_name': 'UConn', 'name': 'UConn', 'id': 84327770, 'id_str': '84327770', 'indices': [11, 17]}, {'screen_name': 'FuelCoachRD', 'name': 'Jordan Mazur, MS, RD', 'id': 2451934656, 'id_str': '2451934656', 'indices': [76, 88]}, {'screen_name': 'Shermanator_42', 'name': 'Anthony Sherman', 'id': 327115404, 'id_str': '327115404', 'indices': [92, 107]}]",[],en,recent,276546322,276546322,Jonathan Desrosiers,RJDesrosiers32,"Las Vegas, NV","Basketball Referee, Casino Supervisor and huge Red Sox, Patriots, UConn Huskies fan",,[],False,119,216,4,Sun Apr 03 15:46:21 +0000 2011,386,,,True,False,1566,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/467454476409126913/9SPqynqx_normal.jpeg,https://pbs.twimg.com/profile_images/467454476409126913/9SPqynqx_normal.jpeg,https://pbs.twimg.com/profile_banners/276546322/1368276503,0084B4,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Sun Jan 19 20:42:55 +0000 2020,1218997285050294272,1218997285050294272,@UConn As scenic and picturesque as it's looks - as  quintessential New England as it's gets. Miss it!,False,"[7, 102]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.218900920622297e+18,1218900920622297089,84327770.0,84327770,UConn,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'UConn', 'name': 'UConn', 'id': 84327770, 'id_str': '84327770', 'indices': [0, 6]}]",[],en,recent,3834241156,3834241156,Anthony Pavia,deskjockey_99,"Norwalk, CT","School Counselor/Coach/avid runner, weather nerd/UConn alum,suffering Jets/Mets fan - When it comes to luck, you make your own.",,[],False,65,246,0,Thu Oct 01 14:22:51 +0000 2015,554,,,True,False,314,,False,False,False,000000,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/968299945139802113/Lo0nOKew_normal.jpg,https://pbs.twimg.com/profile_images/968299945139802113/Lo0nOKew_normal.jpg,https://pbs.twimg.com/profile_banners/3834241156/1564804637,91D2FA,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Sun Jan 19 15:08:58 +0000 2020,1218913245374963713,1218913245374963713,@UConn @wizcliff77 check out the beauty.,False,"[7, 40]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.218900920622297e+18,1218900920622297089,84327770.0,84327770,UConn,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'UConn', 'name': 'UConn', 'id': 84327770, 'id_str': '84327770', 'indices': [0, 6]}, {'screen_name': 'wizcliff77', 'name': 'Bigcliff77', 'id': 835498559608926208, 'id_str': '835498559608926208', 'indices': [7, 18]}]",[],en,recent,1057612316710199297,1057612316710199297,4 The Cycle,4TheCycle1,United States,"4 The Cycle is tweets by an Armchair Aficionados of Fantasy Sports, NBA, NFL, NBA Draft, MLB, Celtics 🍀, UConn & Pro Wrestling.",,[],False,287,1779,4,Wed Oct 31 12:36:40 +0000 2018,7031,,,True,False,5241,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1120089192334266368/BgZniQTG_normal.jpg,https://pbs.twimg.com/profile_images/1120089192334266368/BgZniQTG_normal.jpg,https://pbs.twimg.com/profile_banners/1057612316710199297/1570507040,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Sat Jan 18 20:15:54 +0000 2020,1218628098083708928,1218628098083708928,"@AssafZaritsky @MathCancer @JointMath @UConn Yes, some of it is published, some is quiet close :).  Would love to discuss further!",False,"[45, 130]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2185967153071186e+18,1218596715307118592,870015072.0,870015072,AssafZaritsky,,,,False,1,3,False,False,en,[],[],"[{'screen_name': 'AssafZaritsky', 'name': 'Assaf Zaritsky', 'id': 870015072, 'id_str': '870015072', 'indices': [0, 14]}, {'screen_name': 'MathCancer', 'name': 'Paul Macklin', 'id': 327094947, 'id_str': '327094947', 'indices': [15, 26]}, {'screen_name': 'JointMath', 'name': '2020 Joint Math Meetings', 'id': 169210024, 'id_str': '169210024', 'indices': [27, 37]}, {'screen_name': 'UConn', 'name': 'UConn', 'id': 84327770, 'id_str': '84327770', 'indices': [38, 44]}]",[],en,recent,992832305571028992,992832305571028992,Anna Konstorum,a_konstorum,,Applied mathematician and data scientist.  Adjunct Associate @UConnCQM,https://t.co/lAy5DkaFRl,[],False,136,180,1,Sat May 05 18:24:02 +0000 2018,499,,,False,False,162,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/992834680461258753/LBZnr4g4_normal.jpg,https://pbs.twimg.com/profile_images/992834680461258753/LBZnr4g4_normal.jpg,https://pbs.twimg.com/profile_banners/992832305571028992/1525545602,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/lAy5DkaFRl', 'expanded_url': 'https://health.uconn.edu/konstorum/', 'display_url': 'health.uconn.edu/konstorum/', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
