,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,user.profile_banner_url,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
2,Sat Jan 25 18:11:48 +0000 2020,1221133582074351616,1221133582074351616,Spent the morning interviewing prospective students for @MissouriSandT Chancellor’s Scholarship. Always impressed by these talented students! #minersdigdeeper,False,"[0, 158]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,5,False,False,en,"[{'text': 'minersdigdeeper', 'indices': [142, 158]}]",[],"[{'screen_name': 'MissouriSandT', 'name': 'Missouri S&T', 'id': 10135072, 'id_str': '10135072', 'indices': [56, 70]}]",[],en,recent,9163182,9163182,Andrew Careaga,andrewcareaga,"Rolla, MO",#highered #branding enthusiast at @MissouriSandT. Mediocre guitarist. Slow runner. #Music geek. #stlcards fan. Recovering blogger. Pocho. He/him/his.,https://t.co/910dNEJYZK,[],False,4595,3025,521,Sat Sep 29 20:06:27 +0000 2007,8845,,,False,False,51351,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1109521321912926208/gmzpKIuf_normal.jpg,https://pbs.twimg.com/profile_images/1109521321912926208/gmzpKIuf_normal.jpg,0000FF,FFFFFF,E0FF92,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/910dNEJYZK', 'expanded_url': 'https://mst.edu', 'display_url': 'mst.edu', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/9163182/1553373135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Thu Jan 23 19:33:35 +0000 2020,1220429387868274688,1220429387868274688,"RT @MissouriSandT: Be careful coming to campus this morning, Miners! Roads and walkways may be slick but temps are above freezing and risin…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'MissouriSandT', 'name': 'Missouri S&T', 'id': 10135072, 'id_str': '10135072', 'indices': [3, 17]}]",[],en,recent,1127867215884242944,1127867215884242944,Hasan Al-Abedi,HasanJAlAbedi1,"Missouri, USA","Chemical Engineering student at Missouri S&T 
Rolla, MO, 65401 USA 🇺🇸
From Iraq 🇮🇶",,[],False,14,145,0,Mon May 13 09:24:33 +0000 2019,53,,,True,False,43,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1216165486544683013/CZh_8LdX_normal.jpg,https://pbs.twimg.com/profile_images/1216165486544683013/CZh_8LdX_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/1127867215884242944/1562288029,Thu Jan 23 11:48:30 +0000 2020,1.2203123462598533e+18,1220312346259853312,"Be careful coming to campus this morning, Miners! Roads and walkways may be slick but temps are above freezing and rising. S&amp;T crews are treating campus walkways but there may be slick spots so walk carefully. #rollawx",False,"[0, 222]","[{'text': 'rollawx', 'indices': [214, 222]}]",[],[],[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,10135072.0,10135072,Missouri S&T,MissouriSandT,"Rolla, MO, USA","Missouri S&T builds upon a heritage of discovery, creativity and innovation to prepare our community to solve the world's great challenges. #minersdigdeeper",https://t.co/AdYZdZQ20d,"[{'url': 'https://t.co/AdYZdZQ20d', 'expanded_url': 'http://www.mst.edu', 'display_url': 'mst.edu', 'indices': [0, 23]}]",[],False,14198.0,1839.0,296.0,Sat Nov 10 20:13:20 +0000 2007,1634.0,,,True,True,21814.0,,False,False,False,86BD41,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/765186582047404032/cFaGXJH__normal.jpg,https://pbs.twimg.com/profile_images/765186582047404032/cFaGXJH__normal.jpg,https://pbs.twimg.com/profile_banners/10135072/1576599423,86BD41,FFFFFF,FFF7CC,000000,False,True,False,False,False,False,False,none,,,,,False,2.0,5.0,False,False,en,,,,,,,,,,
28,Mon Jan 20 14:57:55 +0000 2020,1219272849724186625,1219272849724186625,@MissouriSandT Always a favorite quote of mine. I’d even tweeted it myself before I saw this.,False,"[15, 93]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2187331666572452e+18,1218733166657245184,10135072.0,10135072,MissouriSandT,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'MissouriSandT', 'name': 'Missouri S&T', 'id': 10135072, 'id_str': '10135072', 'indices': [0, 14]}]",[],en,recent,343321866,343321866,Joel G Burken,JGB_Burken,"Rolla, MO","Father, Husband, Professor, scientist, Loves the Hawks!",https://t.co/3BuKvYG5ts,[],False,683,622,11,Wed Jul 27 11:44:20 +0000 2011,10886,,,True,False,2942,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1044541597764005889/lZfEyYj5_normal.jpg,https://pbs.twimg.com/profile_images/1044541597764005889/lZfEyYj5_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/3BuKvYG5ts', 'expanded_url': 'http://care.mst.edu/facultyandstaff/departmentdirectory/profileburken/', 'display_url': 'care.mst.edu/facultyandstaf…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
