,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.profile_banner_url,retweeted_status.user.entities.url.urls,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.possibly_sensitive
32,Thu Jan 23 23:19:04 +0000 2020,1220486134402289665,1220486134402289665,@sonnyjohnson32 @LamarStevens11 @penn_state @GoPSUsports @LegionofBluePSU @CoachKFree @PennStateMBB @KUrgo_PSU Tony Carr would have graduated last year if he would have stayed. Wouldn’t be on this squad either way!,False,"[111, 214]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201398261854904e+18,1220139826185490432,300593865.0,300593865,sonnyjohnson32,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'sonnyjohnson32', 'name': 'Sonny Johnson', 'id': 300593865, 'id_str': '300593865', 'indices': [0, 15]}, {'screen_name': 'LamarStevens11', 'name': 'Lamar Stevens', 'id': 1022960174468931584, 'id_str': '1022960174468931584', 'indices': [16, 31]}, {'screen_name': 'penn_state', 'name': 'Penn State', 'id': 119376050, 'id_str': '119376050', 'indices': [32, 43]}, {'screen_name': 'GoPSUsports', 'name': 'Penn State Athletics', 'id': 22049388, 'id_str': '22049388', 'indices': [44, 56]}, {'screen_name': 'LegionofBluePSU', 'name': 'Legion of Blue', 'id': 22616634, 'id_str': '22616634', 'indices': [57, 73]}, {'screen_name': 'CoachKFree', 'name': 'Kevin Freeman', 'id': 1089807877, 'id_str': '1089807877', 'indices': [74, 85]}, {'screen_name': 'PennStateMBB', 'name': 'Penn State Men’s Basketball', 'id': 87275465, 'id_str': '87275465', 'indices': [86, 99]}, {'screen_name': 'KUrgo_PSU', 'name': 'Keith Urgo', 'id': 332374940, 'id_str': '332374940', 'indices': [100, 110]}]",[],en,recent,700619258,700619258,Matt Martin,PSUdad22,PA,"#Father, #Husband, #Teacher, #PsuAlum05, #WeAre!, #OneTeam, #RaiseIt!, #BUCN, #HTTR, #SHOWTIME",,,[],False,281,1924,1,Tue Jul 17 07:59:09 +0000 2012,4555,,,True,False,3560,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/807779217979174912/6RraM5NY_normal.jpg,https://pbs.twimg.com/profile_images/807779217979174912/6RraM5NY_normal.jpg,https://pbs.twimg.com/profile_banners/700619258/1357880168,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Thu Jan 23 22:05:41 +0000 2020,1220467664725913601,1220467664725913601,@cjcrisostomo @penn_state So cool! Any idea whether this will be recorded?,False,"[26, 74]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203886973438525e+18,1220388697343852545,22083104.0,22083104,cjcrisostomo,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'cjcrisostomo', 'name': 'Jay Crisostomo', 'id': 22083104, 'id_str': '22083104', 'indices': [0, 13]}, {'screen_name': 'penn_state', 'name': 'Penn State', 'id': 119376050, 'id_str': '119376050', 'indices': [14, 25]}]",[],en,recent,795237938812616705,795237938812616705,Nazeer Bacchus,nazeer_bacchus,"New Haven, CT","Ph.D Student, Hebrew Bible: NYU Skirball Department of Hebrew and Judaic Studies; MAR, Religion and Literature: Yale Divinity School.",,,[],False,65,90,1,Sun Nov 06 12:14:34 +0000 2016,240,,,False,False,69,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1129485122040942592/bVnANE67_normal.jpg,https://pbs.twimg.com/profile_images/1129485122040942592/bVnANE67_normal.jpg,,91D2FA,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Thu Jan 23 15:27:11 +0000 2020,1220367380020449281,1220367380020449281,@RepFredKeller @penn_state Thank you so much for stopping by the Creamery. Hope you enjoyed the milkshake!,False,"[27, 106]","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",1.2201017747591578e+18,1220101774759157760,1.1360607614224056e+18,1136060761422405633,RepFredKeller,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'RepFredKeller', 'name': 'Congressman Fred Keller', 'id': 1136060761422405633, 'id_str': '1136060761422405633', 'indices': [0, 14]}, {'screen_name': 'penn_state', 'name': 'Penn State', 'id': 119376050, 'id_str': '119376050', 'indices': [15, 26]}]",[],en,recent,30212068,30212068,PSU Berkey Creamery,psucreamery,"State College, PA","The Penn State Berkey Creamery produces ice cream, sherbet, cheese, and more within the Department of Food Science in the College of Agricultural Sciences.",http://t.co/CsbeH4yQg4,"[{'url': 'http://t.co/CsbeH4yQg4', 'expanded_url': 'http://creamery.psu.edu', 'display_url': 'creamery.psu.edu', 'indices': [0, 22]}]",[],False,12570,7985,189,Fri Apr 10 13:09:43 +0000 2009,2268,,,False,False,2310,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1070400234155597824/Ciz7pEZT_normal.jpg,https://pbs.twimg.com/profile_images/1070400234155597824/Ciz7pEZT_normal.jpg,https://pbs.twimg.com/profile_banners/30212068/1578315797,0084B4,3C5E6E,83BEDB,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Wed Jan 22 17:52:03 +0000 2020,1220041451192700933,1220041451192700933,@PennStateMBB @BigTenNetwork @GoPSUsports @LegionofBluePSU @LoBAlumni @penn_state @PennStateAlums @PSUVarsityS @B1GMBBall @PSHoopsClub @MyreonJones21 I’m on board!  Keep climbing!,False,"[150, 179]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200027312319365e+18,1220002731231936512,87275465.0,87275465,PennStateMBB,,,,,False,0,11,False,False,en,[],[],"[{'screen_name': 'PennStateMBB', 'name': 'Penn State Men’s Basketball', 'id': 87275465, 'id_str': '87275465', 'indices': [0, 13]}, {'screen_name': 'BigTenNetwork', 'name': 'Big Ten Network', 'id': 7768692, 'id_str': '7768692', 'indices': [14, 28]}, {'screen_name': 'GoPSUsports', 'name': 'Penn State Athletics', 'id': 22049388, 'id_str': '22049388', 'indices': [29, 41]}, {'screen_name': 'LegionofBluePSU', 'name': 'Legion of Blue', 'id': 22616634, 'id_str': '22616634', 'indices': [42, 58]}, {'screen_name': 'LoBAlumni', 'name': 'LoB Alumni', 'id': 4836192670, 'id_str': '4836192670', 'indices': [59, 69]}, {'screen_name': 'penn_state', 'name': 'Penn State', 'id': 119376050, 'id_str': '119376050', 'indices': [70, 81]}, {'screen_name': 'PennStateAlums', 'name': 'Penn State Alumni', 'id': 15562285, 'id_str': '15562285', 'indices': [82, 97]}, {'screen_name': 'PSUVarsityS', 'name': 'Varsity S Penn State', 'id': 1887145524, 'id_str': '1887145524', 'indices': [98, 110]}, {'screen_name': 'B1GMBBall', 'name': ""Big Ten Men's Hoops"", 'id': 21938740, 'id_str': '21938740', 'indices': [111, 121]}, {'screen_name': 'PSHoopsClub', 'name': 'Penn State HoopsClub', 'id': 747916452, 'id_str': '747916452', 'indices': [122, 134]}, {'screen_name': 'MyreonJones21', 'name': 'Midnight 🤟🏼', 'id': 4700972596, 'id_str': '4700972596', 'indices': [135, 149]}]",[],en,recent,1219053783277342720,1219053783277342720,James Boyle,JamesBo59212237,,Penn State/DeSales Alum.  Supply Chain Professional.  PSU & Philly sports fanatic,,,[],False,4,29,0,Mon Jan 20 00:28:26 +0000 2020,69,,,False,False,6,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1219055000904663040/2UDSYx4A_normal.jpg,https://pbs.twimg.com/profile_images/1219055000904663040/2UDSYx4A_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Wed Jan 22 17:11:49 +0000 2020,1220031326390300674,1220031326390300674,RT @USCPullias: The @AACU Annual Meeting kicks off with pre-event activities today.  Tomorrow's lineup includes a session with our @USCPull…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,3,0,False,False,en,[],[],"[{'screen_name': 'USCPullias', 'name': 'USC Pullias Center for Higher Education', 'id': 384401633, 'id_str': '384401633', 'indices': [3, 14]}, {'screen_name': 'aacu', 'name': 'AAC&U', 'id': 74811700, 'id_str': '74811700', 'indices': [20, 25]}]",[],en,recent,74811700,74811700,AAC&U,aacu,"Washington, DC","The leading national association concerned with the quality, vitality, and public standing of undergraduate liberal education.",http://t.co/092cu7ep6A,"[{'url': 'http://t.co/092cu7ep6A', 'expanded_url': 'http://www.aacu.org', 'display_url': 'aacu.org', 'indices': [0, 22]}]",[],False,9583,373,321,Wed Sep 16 19:16:33 +0000 2009,1934,,,False,False,5184,,False,False,False,8C211E,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/928693408297881600/VpoyVdKH_normal.jpg,https://pbs.twimg.com/profile_images/928693408297881600/VpoyVdKH_normal.jpg,https://pbs.twimg.com/profile_banners/74811700/1572621446,AD0741,AD0741,BAAFAF,030303,False,False,False,False,False,False,False,none,,,,,,,,,,,Wed Jan 22 17:11:10 +0000 2020,1.2200311589996093e+18,1220031158999609344,The @AACU Annual Meeting kicks off with pre-event activities today.  Tomorrow's lineup includes a session with our @USCPullias #DelphiAward winners from @SMC_edu and @Penn_State moderated by @AdriannaKezar and Ashley Finley about supporting contingent faculty in #HigherEducation.,False,"[0, 280]","[{'text': 'DelphiAward', 'indices': [127, 139]}, {'text': 'HigherEducation', 'indices': [263, 279]}]",[],"[{'screen_name': 'aacu', 'name': 'AAC&U', 'id': 74811700, 'id_str': '74811700', 'indices': [4, 9]}, {'screen_name': 'USCPullias', 'name': 'USC Pullias Center for Higher Education', 'id': 384401633, 'id_str': '384401633', 'indices': [115, 126]}, {'screen_name': 'SMC_edu', 'name': 'Santa Monica College', 'id': 41474889, 'id_str': '41474889', 'indices': [153, 161]}, {'screen_name': 'penn_state', 'name': 'Penn State', 'id': 119376050, 'id_str': '119376050', 'indices': [166, 177]}, {'screen_name': 'AdriannaKezar', 'name': 'Adrianna Kezar', 'id': 378384928, 'id_str': '378384928', 'indices': [191, 205]}]",[],en,recent,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,384401633.0,384401633,USC Pullias Center for Higher Education,USCPullias,"Los Angeles, CA","Leading #HigherEd research center at @USCRossier. Innovating for educational access, equity & student success. Follow us for research, events, news.",https://t.co/fzEa5shxWI,[],False,2852.0,1819.0,64.0,Mon Oct 03 16:29:33 +0000 2011,1941.0,,,False,False,2938.0,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1831944563/Pullias-HR_normal.jpg,https://pbs.twimg.com/profile_images/1831944563/Pullias-HR_normal.jpg,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,False,3.0,4.0,False,False,en,https://pbs.twimg.com/profile_banners/384401633/1518468886,"[{'url': 'https://t.co/fzEa5shxWI', 'expanded_url': 'http://pullias.usc.edu', 'display_url': 'pullias.usc.edu', 'indices': [0, 23]}]",,,
80,Wed Jan 22 17:11:10 +0000 2020,1220031158999609344,1220031158999609344,The @AACU Annual Meeting kicks off with pre-event activities today.  Tomorrow's lineup includes a session with our @USCPullias #DelphiAward winners from @SMC_edu and @Penn_State moderated by @AdriannaKezar and Ashley Finley about supporting contingent faculty in #HigherEducation.,False,"[0, 280]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,3,4,False,False,en,"[{'text': 'DelphiAward', 'indices': [127, 139]}, {'text': 'HigherEducation', 'indices': [263, 279]}]",[],"[{'screen_name': 'aacu', 'name': 'AAC&U', 'id': 74811700, 'id_str': '74811700', 'indices': [4, 9]}, {'screen_name': 'USCPullias', 'name': 'USC Pullias Center for Higher Education', 'id': 384401633, 'id_str': '384401633', 'indices': [115, 126]}, {'screen_name': 'SMC_edu', 'name': 'Santa Monica College', 'id': 41474889, 'id_str': '41474889', 'indices': [153, 161]}, {'screen_name': 'penn_state', 'name': 'Penn State', 'id': 119376050, 'id_str': '119376050', 'indices': [166, 177]}, {'screen_name': 'AdriannaKezar', 'name': 'Adrianna Kezar', 'id': 378384928, 'id_str': '378384928', 'indices': [191, 205]}]",[],en,recent,384401633,384401633,USC Pullias Center for Higher Education,USCPullias,"Los Angeles, CA","Leading #HigherEd research center at @USCRossier. Innovating for educational access, equity & student success. Follow us for research, events, news.",https://t.co/fzEa5shxWI,"[{'url': 'https://t.co/fzEa5shxWI', 'expanded_url': 'http://pullias.usc.edu', 'display_url': 'pullias.usc.edu', 'indices': [0, 23]}]",[],False,2852,1819,64,Mon Oct 03 16:29:33 +0000 2011,1941,,,False,False,2938,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1831944563/Pullias-HR_normal.jpg,https://pbs.twimg.com/profile_images/1831944563/Pullias-HR_normal.jpg,https://pbs.twimg.com/profile_banners/384401633/1518468886,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Wed Jan 22 16:45:43 +0000 2020,1220024754310144000,1220024754310144000,@Spaez7 @centredaily @penn_state Greek life needs to just.. go away.,False,"[33, 68]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220016322702168e+18,1220016322702168065,1.0446957487623823e+18,1044695748762382342,Spaez7,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Spaez7', 'name': 'Sarah Paez', 'id': 1044695748762382342, 'id_str': '1044695748762382342', 'indices': [0, 7]}, {'screen_name': 'centredaily', 'name': 'Centre Daily Times', 'id': 23113205, 'id_str': '23113205', 'indices': [8, 20]}, {'screen_name': 'penn_state', 'name': 'Penn State', 'id': 119376050, 'id_str': '119376050', 'indices': [21, 32]}]",[],en,recent,2230965123,2230965123,ryan massey,rmass85,,"I'm that guy, who knows a guy. Husband and Father loving life in State College PA. Student of Austrian Economics. #STLCards",,,[],False,173,279,12,Wed Dec 18 01:31:01 +0000 2013,4407,,,True,False,7380,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/848919013359067138/rWwBN9FW_normal.jpg,https://pbs.twimg.com/profile_images/848919013359067138/rWwBN9FW_normal.jpg,https://pbs.twimg.com/profile_banners/2230965123/1389471001,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Wed Jan 22 15:44:09 +0000 2020,1220009261322862593,1220009261322862593,@PennStateMBB @BigTenNetwork @GoPSUsports @LegionofBluePSU @LoBAlumni @penn_state @PennStateAlums @PSUVarsityS @B1GMBBall @PSHoopsClub @MyreonJones21 Go State beat Michigan!,False,"[150, 173]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2200027312319365e+18,1220002731231936512,87275465.0,87275465,PennStateMBB,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'PennStateMBB', 'name': 'Penn State Men’s Basketball', 'id': 87275465, 'id_str': '87275465', 'indices': [0, 13]}, {'screen_name': 'BigTenNetwork', 'name': 'Big Ten Network', 'id': 7768692, 'id_str': '7768692', 'indices': [14, 28]}, {'screen_name': 'GoPSUsports', 'name': 'Penn State Athletics', 'id': 22049388, 'id_str': '22049388', 'indices': [29, 41]}, {'screen_name': 'LegionofBluePSU', 'name': 'Legion of Blue', 'id': 22616634, 'id_str': '22616634', 'indices': [42, 58]}, {'screen_name': 'LoBAlumni', 'name': 'LoB Alumni', 'id': 4836192670, 'id_str': '4836192670', 'indices': [59, 69]}, {'screen_name': 'penn_state', 'name': 'Penn State', 'id': 119376050, 'id_str': '119376050', 'indices': [70, 81]}, {'screen_name': 'PennStateAlums', 'name': 'Penn State Alumni', 'id': 15562285, 'id_str': '15562285', 'indices': [82, 97]}, {'screen_name': 'PSUVarsityS', 'name': 'Varsity S Penn State', 'id': 1887145524, 'id_str': '1887145524', 'indices': [98, 110]}, {'screen_name': 'B1GMBBall', 'name': ""Big Ten Men's Hoops"", 'id': 21938740, 'id_str': '21938740', 'indices': [111, 121]}, {'screen_name': 'PSHoopsClub', 'name': 'Penn State HoopsClub', 'id': 747916452, 'id_str': '747916452', 'indices': [122, 134]}, {'screen_name': 'MyreonJones21', 'name': 'Midnight 🤟🏼', 'id': 4700972596, 'id_str': '4700972596', 'indices': [135, 149]}]",[],en,recent,319858917,319858917,Michael Straw,MDStrawPSU,"Media, PA",| PSU Alum | @PennStateMBB/@PennStateWBB/@pennstatefball Fan | Views are my own |          🏳️‍🌈🏀🏈,,,[],False,784,971,10,Sat Jun 18 21:39:42 +0000 2011,14654,,,True,False,9393,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/966366135926050823/j3jNijSO_normal.jpg,https://pbs.twimg.com/profile_images/966366135926050823/j3jNijSO_normal.jpg,https://pbs.twimg.com/profile_banners/319858917/1498014452,EB1111,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,d9d9aae138960944,https://api.twitter.com/1.1/geo/id/d9d9aae138960944.json,city,Media,"Media, PA",US,United States,[],Polygon,"[[[-75.39964, 39.912234], [-75.377845, 39.912234], [-75.377845, 39.929685], [-75.39964, 39.929685]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Wed Jan 22 13:33:11 +0000 2020,1219976301559324672,1219976301559324672,@PaulHembo i see you in the @penn_state jacket this morning on @GetUpESPN #WeAre,False,"[0, 80]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,54077137.0,54077137,PaulHembo,,,,,False,0,0,False,False,en,"[{'text': 'WeAre', 'indices': [74, 80]}]",[],"[{'screen_name': 'PaulHembo', 'name': 'Paul Hembekides', 'id': 54077137, 'id_str': '54077137', 'indices': [0, 10]}, {'screen_name': 'penn_state', 'name': 'Penn State', 'id': 119376050, 'id_str': '119376050', 'indices': [28, 39]}, {'screen_name': 'GetUpESPN', 'name': 'Get Up', 'id': 975843959586086918, 'id_str': '975843959586086918', 'indices': [63, 73]}]",[],en,recent,375423757,375423757,Sean Klipple,Alberta_Klipple,Bethlehem - NYC - Hopedale,| @psumeteo alum | @true_weather Meteorologist | @weatherIntel Analyst | Boston sports | NASCAR | Disney | Nintendo | Opinions are my own |,https://t.co/w6kYZNToc3,"[{'url': 'https://t.co/w6kYZNToc3', 'expanded_url': 'http://Instagram.com/sklip14', 'display_url': 'Instagram.com/sklip14', 'indices': [0, 23]}]",[],False,256,339,12,Sun Sep 18 03:26:05 +0000 2011,844,,,True,False,4519,,False,False,False,36C28F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/589291583557734400/hUWZAABJ_normal.jpg,https://pbs.twimg.com/profile_images/589291583557734400/hUWZAABJ_normal.jpg,https://pbs.twimg.com/profile_banners/375423757/1447954059,4A913C,000000,DDEEF6,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Tue Jan 21 23:36:38 +0000 2020,1219765780822228993,1219765780822228993,@billdifilippo @GeoffRushton @penn_state Look at you being useful.,False,"[41, 66]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219763519182209e+18,1219763519182209024,21882727.0,21882727,billdifilippo,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'billdifilippo', 'name': 'Bill DiFilippo', 'id': 21882727, 'id_str': '21882727', 'indices': [0, 14]}, {'screen_name': 'GeoffRushton', 'name': 'Geoff Rushton', 'id': 25125783, 'id_str': '25125783', 'indices': [15, 28]}, {'screen_name': 'penn_state', 'name': 'Penn State', 'id': 119376050, 'id_str': '119376050', 'indices': [29, 40]}]",[],en,recent,41711049,41711049,Darian Somers,StuffSomersSays,Altoona - PSU - DC,"Social at @usnews. Proud @Penn_State, @DailyCollegian has-been. Previous address: @NittanyvillePSU. Constantly looking for LEGO pieces. Watching the ice sport.",https://t.co/yrgq611VPq,"[{'url': 'https://t.co/yrgq611VPq', 'expanded_url': 'http://www.usnews.com/', 'display_url': 'usnews.com', 'indices': [0, 23]}]",[],False,1382,668,43,Fri May 22 00:25:34 +0000 2009,31082,,,True,False,72649,,False,False,False,13315E,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1169337932681007104/BZ38RMZ9_normal.jpg,https://pbs.twimg.com/profile_images/1169337932681007104/BZ38RMZ9_normal.jpg,https://pbs.twimg.com/profile_banners/41711049/1578689731,13315E,000000,C0DFEC,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Tue Jan 21 23:27:23 +0000 2020,1219763451091988480,1219763451091988480,Insert @GeoffRushton’s greatest @penn_state here.,False,"[0, 49]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2197633513430262e+18,1219763351343026177,41711049.0,41711049,StuffSomersSays,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'GeoffRushton', 'name': 'Geoff Rushton', 'id': 25125783, 'id_str': '25125783', 'indices': [7, 20]}, {'screen_name': 'penn_state', 'name': 'Penn State', 'id': 119376050, 'id_str': '119376050', 'indices': [32, 43]}]",[],en,recent,41711049,41711049,Darian Somers,StuffSomersSays,Altoona - PSU - DC,"Social at @usnews. Proud @Penn_State, @DailyCollegian has-been. Previous address: @NittanyvillePSU. Constantly looking for LEGO pieces. Watching the ice sport.",https://t.co/yrgq611VPq,"[{'url': 'https://t.co/yrgq611VPq', 'expanded_url': 'http://www.usnews.com/', 'display_url': 'usnews.com', 'indices': [0, 23]}]",[],False,1382,668,43,Fri May 22 00:25:34 +0000 2009,31082,,,True,False,72649,,False,False,False,13315E,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1169337932681007104/BZ38RMZ9_normal.jpg,https://pbs.twimg.com/profile_images/1169337932681007104/BZ38RMZ9_normal.jpg,https://pbs.twimg.com/profile_banners/41711049/1578689731,13315E,000000,C0DFEC,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
