,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,retweeted_status.user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
2,Sat Jan 25 15:07:52 +0000 2020,1221087293412462595,1221087293412462595,"RT @ubicomp_oulu: Our center will appear in #6Gsummit with 2 papers and a poster. In addition, we'll run a special session ""AI for 6G"" with…",False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,0,False,False,en,"[{'text': '6Gsummit', 'indices': [44, 53]}]",[],"[{'screen_name': 'ubicomp_oulu', 'name': 'UBICOMP Oulu', 'id': 999233575747772416, 'id_str': '999233575747772416', 'indices': [3, 16]}]",[],en,recent,636899073,636899073,Dr Ella Peltonen,Ella_Peltonen,"Oulu, Finland",Making mobile research and traveling around the world. Computer science researcher working with everyday sensing and ubiquitous ML/AI. University of Oulu.,https://t.co/kFHVAjnhos,[],False,1478,1245,27,Mon Jul 16 08:53:35 +0000 2012,9775,,,True,False,9804,,False,False,False,000000,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/974707713371492352/YvDNwYe-_normal.jpg,https://pbs.twimg.com/profile_images/974707713371492352/YvDNwYe-_normal.jpg,https://pbs.twimg.com/profile_banners/636899073/1562168852,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none,Sat Jan 25 15:02:34 +0000 2020,1.2210859604710236e+18,1221085960471023616,"Our center will appear in #6Gsummit with 2 papers and a poster. In addition, we'll run a special session ""AI for 6G"" with four great invited talks. Stay tuned! More information to follow. @6Gflagship @UniOulu #6Gsummit2020",False,"[0, 222]","[{'text': '6Gsummit', 'indices': [26, 35]}, {'text': '6Gsummit2020', 'indices': [209, 222]}]",[],"[{'screen_name': '6Gflagship', 'name': '6Gflagship', 'id': 1029598966529318912, 'id_str': '1029598966529318912', 'indices': [188, 199]}, {'screen_name': 'UniOulu', 'name': 'University of Oulu', 'id': 1712383135, 'id_str': '1712383135', 'indices': [200, 208]}]",[],en,recent,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,9.992335757477724e+17,999233575747772416,UBICOMP Oulu,ubicomp_oulu,Finland,"Center for Ubiquitous Computing / Jokapaikan tietotekniikan tutkimusyksikkö, University of Oulu",https://t.co/iZD0Yu1u91,"[{'url': 'https://t.co/iZD0Yu1u91', 'expanded_url': 'http://ubicomp.oulu.fi', 'display_url': 'ubicomp.oulu.fi', 'indices': [0, 23]}]",[],False,233.0,242.0,2.0,Wed May 23 10:20:24 +0000 2018,152.0,,,False,False,363.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1001013399667511302/wlKDVtYu_normal.jpg,https://pbs.twimg.com/profile_images/1001013399667511302/wlKDVtYu_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,1.0,1.0,False,False,en,"[{'url': 'https://t.co/kFHVAjnhos', 'expanded_url': 'https://ellapeltonen.wordpress.com/', 'display_url': 'ellapeltonen.wordpress.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/999233575747772416/1530173115,,,,,,,,,,,,,,,,,,,,
3,Sat Jan 25 15:02:34 +0000 2020,1221085960471023616,1221085960471023616,"Our center will appear in #6Gsummit with 2 papers and a poster. In addition, we'll run a special session ""AI for 6G"" with four great invited talks. Stay tuned! More information to follow. @6Gflagship @UniOulu #6Gsummit2020",False,"[0, 222]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,1,1,False,False,en,"[{'text': '6Gsummit', 'indices': [26, 35]}, {'text': '6Gsummit2020', 'indices': [209, 222]}]",[],"[{'screen_name': '6Gflagship', 'name': '6Gflagship', 'id': 1029598966529318912, 'id_str': '1029598966529318912', 'indices': [188, 199]}, {'screen_name': 'UniOulu', 'name': 'University of Oulu', 'id': 1712383135, 'id_str': '1712383135', 'indices': [200, 208]}]",[],en,recent,999233575747772416,999233575747772416,UBICOMP Oulu,ubicomp_oulu,Finland,"Center for Ubiquitous Computing / Jokapaikan tietotekniikan tutkimusyksikkö, University of Oulu",https://t.co/iZD0Yu1u91,[],False,233,242,2,Wed May 23 10:20:24 +0000 2018,152,,,False,False,363,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1001013399667511302/wlKDVtYu_normal.jpg,https://pbs.twimg.com/profile_images/1001013399667511302/wlKDVtYu_normal.jpg,https://pbs.twimg.com/profile_banners/999233575747772416/1530173115,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/iZD0Yu1u91', 'expanded_url': 'http://ubicomp.oulu.fi', 'display_url': 'ubicomp.oulu.fi', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
12,Fri Jan 24 16:21:50 +0000 2020,1220743522317455360,1220743522317455360,"RT @pHaddington: In May, University of Oulu and the Faculty of Humanities will confer professor emerita Sandra Thompson from @UCSB_Ling as…",False,"[0, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'pHaddington', 'name': '𝙋𝙚𝙣𝙩𝙩𝙞 𝙃𝙖𝙙𝙙𝙞𝙣𝙜𝙩𝙤𝙣', 'id': 123782198, 'id_str': '123782198', 'indices': [3, 15]}, {'screen_name': 'UCSB_Ling', 'name': 'UCSB Linguistics', 'id': 840315553570942976, 'id_str': '840315553570942976', 'indices': [125, 135]}]",[],en,recent,988447542483570688,988447542483570688,Florence Oloff,olofflo,"Oulu, Suomi",Assistant professor in Multimodal Interaction and Discourse @UniOulu  #socialinteraction #ConversationAnalysis #InteractionalLinguistics,https://t.co/uLsXkR0MZV,[],False,352,342,6,Mon Apr 23 16:00:33 +0000 2018,743,,,False,False,251,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/988452699082579974/P_NZ4XxB_normal.jpg,https://pbs.twimg.com/profile_images/988452699082579974/P_NZ4XxB_normal.jpg,https://pbs.twimg.com/profile_banners/988447542483570688/1524500366,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,Fri Jan 24 08:33:43 +0000 2020,1.22062571712333e+18,1220625717123330049,"In May, University of Oulu and the Faculty of Humanities will confer professor emerita Sandra Thompson from @UCSB_Ling as an honorary doctor. It's an honour and a privilege: Sandy's work has been such a huge influence to linguistics @UniOulu and @COACT_Oulu. Congratulations!",False,"[0, 275]",[],[],"[{'screen_name': 'UCSB_Ling', 'name': 'UCSB Linguistics', 'id': 840315553570942976, 'id_str': '840315553570942976', 'indices': [108, 118]}, {'screen_name': 'UniOulu', 'name': 'University of Oulu', 'id': 1712383135, 'id_str': '1712383135', 'indices': [233, 241]}, {'screen_name': 'COACT_Oulu', 'name': 'COACT Oulu', 'id': 979291156315082757, 'id_str': '979291156315082757', 'indices': [246, 257]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,123782198.0,123782198,𝙋𝙚𝙣𝙩𝙩𝙞 𝙃𝙖𝙙𝙙𝙞𝙣𝙜𝙩𝙤𝙣,pHaddington,"Oulu, Finland","Professor at University of Oulu. Tweeting about research: talk, language, interaction; occasionally about teaching, photography, cycling and metal music.",https://t.co/iosyjxR0rv,"[{'url': 'https://t.co/iosyjxR0rv', 'expanded_url': 'http://www.oulu.fi/university/researcher/pentti-haddington', 'display_url': 'oulu.fi/university/res…', 'indices': [0, 23]}]",[],False,638.0,615.0,8.0,Wed Mar 17 05:56:52 +0000 2010,3183.0,,,True,False,416.0,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/884125339848454145/TWfgx9NO_normal.jpg,https://pbs.twimg.com/profile_images/884125339848454145/TWfgx9NO_normal.jpg,000000,DFDFDF,F3F3F3,333333,True,False,False,False,False,False,False,none,,,,,False,2.0,29.0,False,False,en,"[{'url': 'https://t.co/uLsXkR0MZV', 'expanded_url': 'http://www.oulu.fi/university/researcher/florence-oloff', 'display_url': 'oulu.fi/university/res…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/123782198/1569168321,,,,,,,,,,,,,,,,,,,,
14,Fri Jan 24 08:33:43 +0000 2020,1220625717123330049,1220625717123330049,"In May, University of Oulu and the Faculty of Humanities will confer professor emerita Sandra Thompson from @UCSB_Ling as an honorary doctor. It's an honour and a privilege: Sandy's work has been such a huge influence to linguistics @UniOulu and @COACT_Oulu. Congratulations!",False,"[0, 275]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,2,29,False,False,en,[],[],"[{'screen_name': 'UCSB_Ling', 'name': 'UCSB Linguistics', 'id': 840315553570942976, 'id_str': '840315553570942976', 'indices': [108, 118]}, {'screen_name': 'UniOulu', 'name': 'University of Oulu', 'id': 1712383135, 'id_str': '1712383135', 'indices': [233, 241]}, {'screen_name': 'COACT_Oulu', 'name': 'COACT Oulu', 'id': 979291156315082757, 'id_str': '979291156315082757', 'indices': [246, 257]}]",[],en,recent,123782198,123782198,𝙋𝙚𝙣𝙩𝙩𝙞 𝙃𝙖𝙙𝙙𝙞𝙣𝙜𝙩𝙤𝙣,pHaddington,"Oulu, Finland","Professor at University of Oulu. Tweeting about research: talk, language, interaction; occasionally about teaching, photography, cycling and metal music.",https://t.co/iosyjxR0rv,[],False,638,615,8,Wed Mar 17 05:56:52 +0000 2010,3183,,,True,False,416,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/884125339848454145/TWfgx9NO_normal.jpg,https://pbs.twimg.com/profile_images/884125339848454145/TWfgx9NO_normal.jpg,https://pbs.twimg.com/profile_banners/123782198/1569168321,000000,DFDFDF,F3F3F3,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/iosyjxR0rv', 'expanded_url': 'http://www.oulu.fi/university/researcher/pentti-haddington', 'display_url': 'oulu.fi/university/res…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
27,Tue Jan 21 19:41:09 +0000 2020,1219706516627914752,1219706516627914752,@Kristinamikkon @oys @UniOulu @Terveystiede_OY @OikarainenAsh @KaariainenMaria @Krista @OikarainenAsh is unbelievable ❣️,False,"[87, 120]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2196701723630428e+18,1219670172363042816,9.05436476091007e+17,905436476091006976,Kristinamikkon,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'Kristinamikkon', 'name': 'Kristina Mikkonen', 'id': 905436476091006976, 'id_str': '905436476091006976', 'indices': [0, 15]}, {'screen_name': 'oys', 'name': 'oys', 'id': 2146731, 'id_str': '2146731', 'indices': [16, 20]}, {'screen_name': 'UniOulu', 'name': 'University of Oulu', 'id': 1712383135, 'id_str': '1712383135', 'indices': [21, 29]}, {'screen_name': 'Terveystiede_OY', 'name': 'Nursing Science and Health Management - Oulu', 'id': 1098860865066094592, 'id_str': '1098860865066094592', 'indices': [30, 46]}, {'screen_name': 'OikarainenAsh', 'name': 'Ashlee Oikarainen', 'id': 838465128219688960, 'id_str': '838465128219688960', 'indices': [47, 61]}, {'screen_name': 'KaariainenMaria', 'name': 'MariaKääriäinen', 'id': 1063201417471627270, 'id_str': '1063201417471627270', 'indices': [62, 78]}, {'screen_name': 'Krista', 'name': 'Krista Robertson', 'id': 26936766, 'id_str': '26936766', 'indices': [79, 86]}, {'screen_name': 'OikarainenAsh', 'name': 'Ashlee Oikarainen', 'id': 838465128219688960, 'id_str': '838465128219688960', 'indices': [87, 101]}]",[],en,recent,1060653952960815105,1060653952960815105,Sari Pramila-Savukoski,sari_pramila,Oulu,"Master of Nursing Sciences (Teacher education), Physiotherapist and Part-time teacher",,[],False,44,137,0,Thu Nov 08 22:03:03 +0000 2018,455,,,False,False,52,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1065627211858882560/6EtgOB63_normal.jpg,https://pbs.twimg.com/profile_images/1065627211858882560/6EtgOB63_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Tue Jan 21 17:16:44 +0000 2020,1219670172363042816,1219670172363042816,@sari_pramila @oys @UniOulu @Terveystiede_OY @OikarainenAsh @KaariainenMaria @sari_pramila &amp; @Krista = amazing team-teaching! @OikarainenAsh great preparation work 💪 So proud of our team,False,"[77, 190]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2196693124427162e+18,1219669312442716160,1.0606539529608151e+18,1060653952960815105,sari_pramila,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'sari_pramila', 'name': 'Sari Pramila-Savukoski', 'id': 1060653952960815105, 'id_str': '1060653952960815105', 'indices': [0, 13]}, {'screen_name': 'oys', 'name': 'oys', 'id': 2146731, 'id_str': '2146731', 'indices': [14, 18]}, {'screen_name': 'UniOulu', 'name': 'University of Oulu', 'id': 1712383135, 'id_str': '1712383135', 'indices': [19, 27]}, {'screen_name': 'Terveystiede_OY', 'name': 'Nursing Science and Health Management - Oulu', 'id': 1098860865066094592, 'id_str': '1098860865066094592', 'indices': [28, 44]}, {'screen_name': 'OikarainenAsh', 'name': 'Ashlee Oikarainen', 'id': 838465128219688960, 'id_str': '838465128219688960', 'indices': [45, 59]}, {'screen_name': 'KaariainenMaria', 'name': 'MariaKääriäinen', 'id': 1063201417471627270, 'id_str': '1063201417471627270', 'indices': [60, 76]}, {'screen_name': 'sari_pramila', 'name': 'Sari Pramila-Savukoski', 'id': 1060653952960815105, 'id_str': '1060653952960815105', 'indices': [77, 90]}, {'screen_name': 'Krista', 'name': 'Krista Robertson', 'id': 26936766, 'id_str': '26936766', 'indices': [97, 104]}, {'screen_name': 'OikarainenAsh', 'name': 'Ashlee Oikarainen', 'id': 838465128219688960, 'id_str': '838465128219688960', 'indices': [130, 144]}]",[],en,recent,905436476091006976,905436476091006976,Kristina Mikkonen,Kristinamikkon,"Oulu, Finland","RN, PhD, senior research fellow, @TerOpeHanke @QualMentProject #clinicalpractice #mentor #educator #culturaldiversity #competence #digitalization #healthcare",https://t.co/AZV9VdIE2z,[],False,366,608,1,Wed Sep 06 14:24:12 +0000 2017,852,,,True,False,455,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/905503779671429120/719KJ6M6_normal.jpg,https://pbs.twimg.com/profile_images/905503779671429120/719KJ6M6_normal.jpg,https://pbs.twimg.com/profile_banners/905436476091006976/1504723980,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/AZV9VdIE2z', 'expanded_url': 'https://www.researchgate.net/profile/Kristina_Mikkonen', 'display_url': 'researchgate.net/profile/Kristi…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
31,Tue Jan 21 11:45:34 +0000 2020,1219586834914775042,1219586834914775042,@TMTSpringer @HYDR_Springer @geobiodiv @UniOulu Thank you!,False,"[48, 58]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2156699610432061e+18,1215669961043206146,244888126.0,244888126,TMTSpringer,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'TMTSpringer', 'name': 'Takeesha Moerland-Torpey', 'id': 244888126, 'id_str': '244888126', 'indices': [0, 12]}, {'screen_name': 'HYDR_Springer', 'name': 'Hydrobiologia', 'id': 874262290522136576, 'id_str': '874262290522136576', 'indices': [13, 27]}, {'screen_name': 'geobiodiv', 'name': 'GeoBioDiv Lab', 'id': 1115980062791221248, 'id_str': '1115980062791221248', 'indices': [28, 38]}, {'screen_name': 'UniOulu', 'name': 'University of Oulu', 'id': 1712383135, 'id_str': '1712383135', 'indices': [39, 47]}]",[],en,recent,1028304369358397440,1028304369358397440,Marja Lindholm,marja_lindholm,,"Biogeographer, PhD candidate @UniOulu @geobiodiv • Biodiversity • Spatial ecology • Freshwaters • Aquatic plants • Diatoms • Geomorphology • Higher education 🌿",https://t.co/5ZHjYuDsIz,[],False,204,413,2,Sat Aug 11 15:37:21 +0000 2018,978,,,False,False,204,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1193167125080346625/ydrpG9Sf_normal.jpg,https://pbs.twimg.com/profile_images/1193167125080346625/ydrpG9Sf_normal.jpg,https://pbs.twimg.com/profile_banners/1028304369358397440/1534057355,19CF86,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/5ZHjYuDsIz', 'expanded_url': 'https://www.oulu.fi/university/researcher/marja-lindholm', 'display_url': 'oulu.fi/university/res…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
